LGA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
LGA42110,21,0,21,0,3,53,4,0,9,0,0,6,25,3,10,0,0,39,4,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,6,68,7,58,4,3,134,25,3,14,0,3,45,3,0,0,0,0,5,10,0,7,0,0,21,14,0,12,0,3,30,5,0,9,0,0,18,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,69,7,55,3,4,138,18,0,13,4,3,38,0,0
LGA42250,20,3,22,0,5,56,3,0,6,0,0,7,22,0,13,3,0,42,4,5,15,0,3,29,4,0,3,0,0,8,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,14,64,14,71,5,14,167,23,6,23,0,0,52,0,0,0,0,0,5,11,0,4,0,0,17,13,0,11,0,0,28,6,3,6,3,0,20,7,0,11,0,0,24,0,3,3,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,11,3,0,15,69,8,83,4,11,176,12,0,28,4,4,47,0,0
LGA42600,46,0,11,3,0,63,7,0,0,0,0,8,86,0,8,0,3,98,209,3,48,3,5,272,100,3,45,3,4,149,187,11,63,9,14,286,112,3,73,12,12,216,53,13,51,8,9,127,15,3,21,5,0,51,9,0,5,0,0,23,3,3,4,4,0,13,0,0,0,0,0,3,0,0,3,0,0,5,4,0,0,0,0,9,19,0,0,0,3,24,856,37,340,49,53,1338,27,0,17,0,3,55,8,0,0,0,0,5,47,0,3,3,3,59,60,3,17,3,4,91,53,3,27,0,0,88,183,0,44,3,0,234,255,9,118,13,15,402,151,15,120,17,16,325,62,8,53,12,7,140,25,8,26,6,11,71,10,5,19,0,0,33,8,0,4,0,0,13,3,0,3,3,0,9,9,3,7,0,0,20,17,0,7,0,0,23,914,54,461,65,67,1566,19,6,15,3,0,39,3,0
LGA42750,12,3,19,0,0,38,7,0,9,0,0,16,34,0,23,3,0,66,15,0,22,0,0,40,0,0,3,0,0,7,3,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,88,6,90,4,3,186,19,0,11,3,0,30,5,0,3,0,0,8,13,0,10,0,0,23,26,0,20,0,0,48,13,0,19,0,3,33,11,0,11,0,0,31,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,97,3,68,4,4,189,17,0,14,0,0,33,0,0
LGA43080,6,3,13,0,0,21,3,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,12,0,0,38,6,0,9,0,0,23,0,3,0,0,0,8,3,0,4,0,0,8,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,3,18,0,0,38,0,7,4,0,0,13,0,0
LGA43220,14,3,7,0,0,24,3,0,0,0,0,3,7,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,12,0,0,46,11,0,7,0,0,16,0,0,0,0,0,0,4,0,7,0,0,16,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,16,0,0,39,12,0,5,0,0,14,0,0
LGA43360,17,8,28,4,0,52,4,0,4,0,0,10,20,0,9,3,3,34,7,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,10,50,7,3,112,14,7,14,0,0,38,0,0,0,0,0,0,13,0,7,0,0,20,13,0,13,0,0,28,6,0,3,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,54,10,43,3,4,110,22,3,11,3,0,36,0,0
LGA43650,20,3,16,4,0,40,3,0,3,0,0,10,26,0,18,3,4,52,31,5,29,0,8,74,3,3,13,0,3,24,8,3,16,0,0,22,3,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,93,17,102,7,18,244,18,0,12,0,0,32,0,0,4,0,0,0,16,0,15,0,3,33,25,0,14,0,5,49,22,0,26,3,0,52,22,11,30,0,4,59,13,9,26,3,5,53,7,10,22,8,3,45,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,14,136,27,144,13,19,344,15,4,11,5,0,30,0,0
LGA43710,15,6,24,0,0,44,7,0,5,0,0,13,15,3,15,3,0,31,11,3,10,0,3,25,3,0,4,0,0,5,3,3,5,0,0,14,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,60,14,69,7,3,154,13,3,34,3,0,54,0,0,0,0,0,3,17,0,9,0,0,23,17,6,8,3,0,38,3,0,0,0,0,10,4,0,0,0,0,4,6,0,15,0,0,21,0,3,3,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,57,12,80,9,3,162,9,6,23,0,0,38,0,0
LGA43790,42,7,44,7,6,97,16,3,6,0,3,21,87,12,68,3,8,180,33,10,57,4,3,108,5,0,4,0,0,9,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,0,23,200,36,192,16,20,457,42,4,25,0,4,71,5,0,3,0,0,8,58,3,38,7,7,108,64,4,55,3,6,127,22,5,15,3,0,46,11,6,13,3,0,24,3,0,3,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,15,209,24,151,17,17,420,27,8,18,6,3,56,7,0
LGA43920,14,3,9,0,0,27,0,0,3,0,0,3,14,5,5,0,3,22,19,0,21,0,4,41,3,0,7,0,0,11,0,0,3,0,0,9,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,55,11,48,0,6,123,13,0,5,0,3,24,0,0,0,0,0,3,3,0,4,0,0,8,8,5,4,0,0,21,9,0,11,0,0,13,13,0,19,0,9,38,8,3,14,0,0,23,4,0,10,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,56,14,67,4,15,150,10,0,9,3,4,26,0,0
LGA44000,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,3,0,0,14,5,0,7,0,0,11,0,0
LGA44060,56,0,22,0,8,91,58,4,15,0,0,77,348,14,99,18,25,507,350,23,190,21,35,617,245,25,185,19,39,508,239,27,268,19,23,568,63,17,93,9,5,194,17,5,27,6,0,53,3,0,0,5,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,30,3,25,3,3,61,1428,121,921,94,151,2710,50,3,29,3,6,94,43,0,0,0,0,45,204,7,53,9,7,281,137,14,78,8,18,250,107,4,66,8,5,200,269,14,155,23,34,497,489,47,407,47,55,1047,255,47,315,44,37,697,25,11,36,10,0,81,7,4,12,0,3,27,3,0,3,0,3,10,3,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,9,42,3,24,5,3,80,1637,157,1195,165,168,3324,39,3,22,4,3,74,6,0
LGA44210,29,0,25,3,3,63,4,3,6,0,3,12,39,5,29,12,5,95,16,0,18,0,8,40,0,0,10,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,14,98,14,91,16,21,242,25,4,25,0,0,57,0,0,3,0,0,3,27,0,12,4,4,46,28,0,8,0,8,38,18,3,6,0,0,34,13,0,9,0,6,30,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,14,121,13,73,4,20,233,20,0,9,0,4,38,0,0
LGA44340,45,0,23,8,4,75,6,0,3,0,0,16,87,0,51,0,3,143,172,10,83,7,11,285,86,4,70,6,7,186,102,15,117,11,14,269,57,19,105,22,16,214,9,23,46,14,4,96,3,0,14,0,0,15,3,0,5,0,0,8,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,15,0,7,0,0,24,598,81,524,76,61,1340,37,8,20,5,4,74,12,0,0,0,4,12,33,0,18,3,0,57,48,3,41,3,0,99,59,6,42,0,0,116,169,10,105,12,7,310,227,15,166,16,22,447,122,33,141,19,11,328,21,19,48,13,8,113,8,4,22,5,5,46,0,0,10,3,0,18,0,0,3,0,0,5,0,0,0,0,0,0,4,0,11,0,0,11,27,3,11,0,0,45,786,99,633,86,72,1677,33,3,20,7,6,68,7,0
LGA44550,37,0,23,0,4,62,7,0,5,0,0,13,60,0,20,6,6,97,114,13,97,3,16,243,69,9,70,8,11,160,48,11,81,0,3,150,17,12,23,5,3,57,4,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,9,3,0,20,362,44,325,39,43,817,18,11,15,3,0,45,10,0,0,0,0,10,40,3,5,4,3,53,31,0,20,0,3,54,37,0,28,3,0,77,95,3,80,14,9,204,149,27,147,23,17,347,53,22,112,6,5,201,10,3,16,0,3,34,3,0,3,0,0,9,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,4,10,0,0,23,459,72,429,52,51,1062,25,4,11,3,0,48,3,0
LGA44620,11,3,13,3,0,28,41,0,18,0,0,57,222,18,97,4,21,365,144,18,190,13,19,380,25,5,44,6,0,80,15,0,30,0,0,46,3,0,3,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,4,14,0,0,31,481,47,402,32,44,1009,20,4,8,0,3,33,15,0,3,0,3,21,120,3,54,3,14,194,175,24,104,8,23,331,70,11,74,3,3,164,71,16,97,7,4,188,29,9,52,3,6,106,4,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,6,0,0,19,518,66,401,32,58,1068,7,0,9,3,0,19,4,0
LGA44830,19,4,12,0,0,36,3,0,0,0,0,5,14,0,10,0,0,24,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,45,3,30,0,3,82,11,6,6,3,0,26,4,0,0,0,0,3,6,0,4,0,0,15,12,0,3,0,0,14,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,40,5,23,3,3,75,7,3,12,0,0,18,0,0
LGA45040,37,0,29,3,5,75,23,0,15,0,0,39,130,14,72,4,14,232,128,18,122,12,17,294,15,0,35,4,0,57,8,7,10,0,0,24,14,0,3,0,3,19,3,0,0,0,5,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,14,0,0,26,379,40,295,22,41,782,26,0,16,0,0,41,11,0,4,0,0,18,79,7,27,3,4,131,93,21,78,14,13,209,65,15,71,8,5,162,90,16,139,3,18,268,28,12,46,4,3,88,5,0,4,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,17,0,0,30,407,69,400,32,53,961,24,0,20,0,3,43,4,0
LGA45090,33,7,32,0,0,77,13,0,12,0,0,28,53,0,34,0,7,97,34,3,45,0,3,84,10,0,11,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,4,0,0,21,167,19,136,5,12,335,29,4,31,5,0,68,4,0,9,0,0,13,36,0,14,0,3,59,37,3,39,3,0,87,29,3,24,0,4,57,12,0,28,0,4,38,5,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,22,163,10,162,8,12,360,30,3,16,5,5,55,3,0
LGA45120,24,5,17,4,0,50,6,0,9,0,0,14,21,0,17,0,0,48,5,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,64,17,47,8,3,132,14,3,12,0,0,29,4,0,0,0,0,5,20,4,13,0,0,36,19,0,13,0,0,29,6,0,3,0,0,14,4,0,4,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,6,0,0,9,72,5,45,3,3,131,25,0,9,0,0,31,3,0
LGA45290,50,3,22,8,0,88,24,0,4,0,0,28,103,0,21,0,4,128,222,5,92,4,4,322,106,8,46,3,5,170,182,10,56,9,5,266,118,9,71,16,7,218,42,14,39,12,3,105,8,0,22,6,0,29,8,0,9,4,0,17,0,0,3,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,0,3,40,882,56,399,52,36,1428,36,6,20,8,0,73,23,0,0,0,0,23,60,3,12,3,4,86,69,0,22,0,3,96,75,0,34,3,0,115,243,11,94,3,3,352,263,13,128,21,6,432,200,13,122,17,11,363,61,3,47,4,7,123,13,3,27,5,4,46,7,4,11,0,0,23,3,0,10,0,0,14,0,0,0,0,0,0,3,0,3,0,0,9,26,3,12,0,0,40,1096,54,554,62,35,1803,31,3,20,5,3,61,8,0
LGA45340,119,4,48,13,13,187,85,3,23,3,6,122,407,27,155,22,32,646,650,94,605,58,124,1535,293,43,345,22,39,743,166,55,280,22,32,557,32,11,80,9,16,149,14,8,37,0,0,61,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,12,51,5,25,5,12,106,1828,249,1614,152,284,4123,98,4,41,5,4,151,31,0,5,3,0,41,278,11,57,8,13,370,206,25,98,6,24,358,179,12,85,6,26,319,473,62,470,38,90,1132,583,116,861,84,67,1713,170,84,343,36,40,669,15,17,37,3,3,80,4,0,12,0,0,21,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,20,73,7,44,3,11,130,2136,342,2053,207,283,5021,67,3,38,3,4,117,7,0
LGA45400,3,0,3,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,18,0,0,3,0,0,4,0,0,0,0,0,0,3,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,10,0,0,18,3,0,5,0,0,8,0,0
LGA45540,9,0,3,0,0,11,3,0,0,0,0,3,12,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,15,0,3,39,4,0,3,0,0,8,0,0,0,0,0,0,9,0,8,0,0,14,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,0,10,0,3,32,9,0,3,0,0,8,0,0
LGA45680,42,0,24,4,7,79,74,0,12,4,0,94,561,38,319,23,82,1019,313,66,470,25,85,970,90,13,110,8,12,239,37,9,69,8,9,130,11,0,6,0,4,23,0,3,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,3,23,40,4,18,3,3,69,1183,137,1053,75,203,2648,44,3,24,0,4,81,15,0,6,0,0,24,345,8,59,5,16,442,245,39,184,21,40,525,211,35,237,25,57,569,318,56,461,38,58,927,246,66,357,27,34,734,22,13,51,6,8,101,0,0,4,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,42,0,33,3,9,91,1495,222,1422,126,238,3511,40,3,23,0,0,64,16,0
