LGA_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
LGA19799,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,1420,1245,368,23,3062,1065,93,329,4542,23,9,11,0,46,91,4,10,149,7,0,0,0,6,9,0,3,14,28,9,10,0,48,97,4,15,163,13,7,13,3,37,105,10,51,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,14,7,13,3,43,107,10,52,211,11,3,0,0,18,22,0,64,97,3,7,0,0,7,4,0,0,9,10,10,0,0,14,6,0,6,29,22,14,3,0,38,29,0,63,138,3,0,0,0,3,0,0,3,6,1486,1280,396,28,3192,1295,103,466,5060,1523,1161,366,21,3076,1194,98,313,4689,30,7,3,0,39,67,0,12,124,6,3,0,0,10,9,0,8,25,37,11,5,0,54,78,3,21,147,22,8,12,0,34,119,8,35,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20260,1351,1139,390,28,2915,1027,109,89,4134,11,0,5,0,15,63,3,0,85,0,0,0,0,0,0,0,0,0,12,0,5,0,14,64,3,0,89,14,4,12,0,25,103,3,10,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,12,0,26,100,3,10,144,10,3,0,0,9,20,0,13,44,0,0,0,0,0,0,0,0,3,0,7,0,0,11,9,3,0,18,5,12,0,0,19,29,3,14,62,0,0,0,0,0,0,0,0,0,1388,1153,402,34,2980,1222,117,103,4424,1339,1060,413,28,2832,1109,104,125,4171,7,7,6,0,21,47,3,3,73,0,0,0,0,0,0,0,0,3,7,6,6,0,22,49,3,3,75,18,9,11,3,41,131,5,11,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20570,7379,8957,3580,317,20231,6092,1133,912,28371,184,77,107,7,376,455,104,49,981,59,32,38,3,127,73,43,11,255,243,112,139,12,504,521,141,63,1233,440,116,274,40,870,2047,163,177,3263,8,0,3,0,11,21,7,11,49,0,0,0,0,3,3,0,0,8,3,0,3,0,9,21,3,0,29,457,121,275,36,889,2094,173,191,3343,17,17,3,0,36,48,0,31,114,0,3,0,0,3,9,0,0,14,19,19,9,0,51,27,3,8,90,39,36,12,3,90,82,4,38,217,0,0,0,0,0,0,0,0,0,8118,9211,4017,363,21716,8792,1459,1209,33163,8311,9517,3979,301,22110,7135,1461,999,31698,292,115,159,23,585,1159,127,81,1949,66,46,32,12,154,89,39,16,293,354,159,188,29,739,1246,161,94,2248,397,87,258,28,763,1724,172,155,2808,10,4,0,0,15,20,4,12,52,3,0,0,0,3,0,4,0,10,0,0
LGA20660,8846,13757,3816,424,26842,6146,886,956,34832,728,370,380,44,1525,1696,150,136,3507,289,309,203,26,817,325,102,65,1309,1018,681,583,71,2344,2019,249,204,4817,687,344,364,78,1467,1675,225,207,3573,20,7,7,3,39,41,9,9,93,12,3,3,0,18,22,3,3,48,6,5,3,0,14,22,0,0,34,722,356,378,78,1536,1760,237,214,3751,0,7,0,0,10,3,0,0,17,0,0,0,0,0,3,0,0,4,10,14,8,0,32,22,7,4,60,11,24,8,3,42,31,7,7,84,0,4,0,0,7,4,0,4,15,10602,14819,4783,578,30778,9960,1375,1383,43487,9078,13974,3963,427,27444,6866,1073,827,36208,619,395,328,46,1384,1265,144,97,2889,420,369,216,22,1027,423,111,63,1626,1038,762,539,69,2409,1690,263,153,4518,721,397,359,68,1543,1650,222,189,3596,50,12,12,3,88,90,20,17,210,50,25,29,4,110,88,8,46,248,17,4
LGA20740,3299,2337,932,73,6644,2711,244,625,10224,36,3,17,0,55,117,0,4,180,12,4,0,0,18,18,0,11,53,45,4,19,0,73,132,0,15,225,74,20,25,5,124,330,16,45,504,5,3,0,0,9,9,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,12,75,21,31,5,133,344,16,49,536,46,7,6,0,59,99,3,43,199,4,0,0,0,4,3,0,0,12,13,7,0,0,26,12,0,0,36,60,17,8,0,89,114,8,42,244,0,0,0,0,3,0,0,0,3,3485,2385,988,82,6937,3303,267,727,11236,3542,2650,1076,69,7338,3024,342,907,11615,87,27,21,3,142,290,5,26,459,30,22,7,0,61,36,5,36,135,120,47,30,3,206,326,15,58,596,95,25,30,3,148,288,16,70,523,4,0,0,0,9,14,0,27,46,0,0,0,0,0,0,0,0,0,0,0
LGA20830,3742,4420,1366,109,9640,2553,242,355,12786,61,17,24,0,103,199,11,9,325,0,0,0,0,5,7,4,0,12,62,20,27,0,109,198,15,9,334,85,7,44,3,146,401,18,40,601,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,13,86,11,44,3,144,413,19,42,622,23,0,11,0,30,104,3,18,153,0,0,0,0,0,3,0,0,8,12,7,3,0,20,4,0,3,24,28,9,12,0,54,113,3,18,188,3,5,0,0,5,0,0,0,5,3929,4456,1452,117,9948,3280,277,431,13930,4424,4826,1561,127,10935,3046,327,420,14734,258,109,95,14,476,445,18,43,984,4,3,0,0,12,14,0,0,23,265,118,97,14,489,456,17,43,1008,87,8,49,3,153,359,10,20,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20910,5516,10380,1948,217,18062,3879,413,812,23166,923,532,318,40,1808,1398,119,151,3474,602,545,214,14,1378,361,44,98,1882,1530,1074,531,53,3187,1756,167,245,5356,850,341,363,71,1631,2168,200,283,4279,82,13,38,4,140,226,13,28,403,26,14,26,3,64,48,12,10,131,0,0,4,0,5,13,3,0,20,959,366,427,83,1831,2456,226,320,4834,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,54,41,16,3,110,61,8,17,198,58,44,16,3,114,65,8,17,211,0,0,0,0,0,0,0,0,0,8062,11857,2925,354,23200,8161,812,1406,33569,5566,10822,2103,196,18688,3863,400,731,23675,937,572,331,36,1873,1330,100,158,3455,722,709,231,21,1679,513,55,124,2370,1655,1276,557,59,3546,1849,152,276,5827,955,403,382,42,1787,1791,179,251,4003,144,30,61,3,236,251,20,80,592,78,25,35,4,146,196,18,42,406,3,0
LGA21010,1580,1395,530,36,3543,1154,119,131,4939,23,8,10,0,44,98,6,7,158,0,0,0,0,0,0,0,0,0,23,12,10,0,43,99,6,7,156,51,8,18,0,78,233,11,18,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,10,18,0,77,236,11,18,349,4,8,0,0,13,11,0,12,30,0,0,0,0,5,0,0,0,3,3,3,0,0,8,6,0,0,19,12,14,0,0,24,19,0,10,54,0,0,0,0,0,0,0,0,0,1663,1422,556,41,3681,1507,141,170,5498,1685,1271,558,30,3545,1243,125,108,5017,38,16,17,3,82,215,7,14,312,0,0,0,0,0,0,0,0,0,38,16,17,3,82,215,7,14,312,35,14,20,3,75,192,3,9,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21110,7864,17554,3112,434,28966,5537,920,1042,36469,1531,990,490,99,3113,2202,355,261,5931,726,774,285,57,1843,594,196,137,2771,2257,1767,771,158,4958,2795,554,400,8702,1733,749,546,249,3278,3794,932,526,8522,635,132,93,144,999,1356,569,288,3210,180,48,37,21,281,352,140,149,914,15,4,10,0,31,21,3,5,68,2563,934,683,415,4589,5524,1638,964,12718,4,4,0,0,12,4,0,0,13,0,0,0,0,0,3,0,3,11,48,60,24,8,140,87,33,25,282,52,64,24,13,151,98,33,32,305,0,0,0,0,0,3,0,0,8,12733,20321,4601,1019,38667,13960,3145,2437,58208,7997,18080,3152,454,29678,5554,1041,1008,37282,1437,1101,481,94,3099,1981,315,228,5626,806,868,328,54,2053,635,220,138,3047,2239,1967,803,147,5156,2616,531,368,8670,1936,770,510,178,3391,3264,811,451,7918,898,219,96,97,1313,1494,565,295,3673,394,74,42,36,537,797,151,210,1699,14,6
LGA21180,9376,20448,6889,663,37374,6648,914,1757,46686,861,1606,748,82,3301,968,114,249,4633,219,428,174,33,854,202,51,79,1186,1082,2036,928,112,4156,1169,163,330,5818,592,600,561,78,1837,1484,200,271,3793,10,21,8,0,37,44,7,11,96,3,7,12,0,18,15,0,7,37,7,7,0,0,14,15,0,6,32,612,639,576,83,1909,1556,209,288,3960,4,7,4,0,15,26,0,21,59,0,6,4,0,6,7,0,3,17,13,23,10,0,45,23,0,8,78,19,29,16,0,67,54,3,33,149,0,8,3,0,13,3,0,0,15,11090,23159,8408,863,43516,9425,1289,2404,56634,11227,21923,7849,914,41915,7978,1406,2162,53463,348,437,316,38,1146,612,82,113,1951,217,334,215,33,804,222,64,102,1190,564,771,533,75,1942,839,147,210,3145,799,832,562,97,2293,1439,204,339,4273,54,41,38,11,144,82,9,24,258,39,37,22,3,102,102,15,14,230,4,11
LGA21270,837,728,187,23,1779,702,57,55,2591,3,4,0,0,9,12,3,0,25,0,0,0,0,0,0,0,0,0,3,4,0,0,9,12,3,0,25,12,3,0,0,12,88,3,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,3,0,0,12,90,3,3,105,3,0,0,0,3,8,0,3,12,0,0,0,0,0,3,0,0,3,12,8,0,0,24,11,0,0,31,13,12,0,0,27,19,0,5,51,0,0,0,0,0,0,0,0,0,863,747,197,23,1829,822,60,58,2774,804,649,169,20,1641,782,58,63,2542,8,0,0,0,6,31,0,0,37,7,3,0,0,8,3,0,0,9,10,3,0,0,17,33,0,0,50,4,3,3,0,11,41,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,3754,4055,1215,111,9141,2424,272,287,12116,91,24,37,4,159,327,28,34,541,0,0,0,0,3,7,0,3,16,97,23,37,4,166,333,26,38,557,162,29,60,13,258,551,27,29,870,0,3,0,0,5,0,0,0,4,0,3,0,0,7,3,0,0,12,0,0,0,0,3,0,0,0,7,167,30,62,13,267,557,27,32,893,43,3,8,0,59,105,4,57,221,13,3,0,0,20,5,0,0,26,20,20,4,0,46,12,0,3,68,75,27,16,5,129,122,4,67,321,3,0,0,0,3,0,0,0,7,4095,4142,1333,131,9700,3439,327,423,13893,3977,3766,1344,83,9166,2761,283,385,12597,68,20,44,13,142,244,13,30,429,0,0,0,0,10,3,0,0,12,72,23,40,13,147,245,13,30,441,188,36,108,10,330,587,32,59,1015,8,3,3,0,13,22,0,0,38,0,0,0,0,0,0,0,0,0,4,0
LGA21450,4701,7823,1987,138,14644,2706,349,616,18310,67,30,37,7,139,152,13,19,324,22,6,6,0,36,9,0,0,45,86,34,41,7,175,164,13,19,367,150,36,79,3,269,432,12,30,746,0,0,0,0,0,5,0,0,8,7,3,5,0,18,10,0,4,35,5,3,3,0,9,4,0,0,13,167,38,86,6,290,454,15,34,800,19,12,5,0,39,84,0,21,139,6,7,3,0,12,6,0,0,22,9,3,0,0,18,9,0,0,26,33,18,5,0,67,102,0,24,189,0,0,0,0,0,0,0,0,0,4988,7916,2117,143,15170,3423,383,688,19670,6081,9897,2643,196,18818,3653,557,761,23794,169,85,115,15,393,441,35,48,910,51,31,35,3,121,37,6,22,179,219,116,153,18,512,476,45,65,1089,262,41,48,3,356,336,22,12,726,4,0,4,0,10,13,0,0,21,3,6,13,0,21,14,3,3,41,5,0
LGA21610,14108,30417,8042,561,53116,8550,1366,2321,65358,561,581,318,34,1485,734,62,75,2364,128,145,67,9,349,123,21,25,518,683,725,387,43,1830,863,81,102,2880,533,249,385,31,1190,1489,108,117,2898,3,5,3,0,7,0,0,0,9,0,6,7,0,15,0,0,0,19,6,4,10,0,22,23,4,3,50,543,264,397,31,1233,1514,109,123,2979,30,19,10,0,63,99,8,23,196,8,9,4,0,20,11,0,3,32,7,13,0,3,24,6,0,3,32,42,44,15,8,102,121,8,28,256,0,0,3,0,3,0,0,0,3,15374,31447,8834,632,56292,11046,1571,2576,71479,16580,35130,9526,801,62041,10050,1565,1930,75583,536,766,318,29,1656,881,61,104,2706,206,404,149,11,772,154,29,31,984,745,1171,465,45,2427,1035,93,137,3688,651,389,398,31,1468,1419,101,140,3126,3,3,0,0,9,4,0,0,13,11,17,14,3,49,35,3,0,92,4,3
LGA21670,1508,1150,545,46,3254,1279,129,72,4732,28,3,7,0,42,72,0,0,119,0,0,0,0,0,0,0,0,0,28,3,7,0,42,72,0,0,119,30,8,13,3,46,199,8,9,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,30,8,13,3,46,200,8,9,266,5,0,0,0,5,49,3,18,72,0,3,3,0,6,3,0,3,15,7,9,7,0,22,13,0,0,39,16,11,14,0,35,61,3,23,123,0,0,0,0,0,0,0,0,0,1578,1171,577,52,3380,1619,138,99,5238,1458,1119,576,43,3191,1428,130,119,4872,32,0,10,0,49,102,0,4,155,3,0,0,0,3,4,0,0,11,33,0,10,0,51,107,4,4,163,36,3,11,0,61,164,9,10,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21750,2004,2144,747,64,4958,1685,187,203,7029,74,77,16,7,179,219,6,14,417,21,15,7,0,46,14,3,7,74,100,87,24,7,222,235,5,22,489,56,12,21,7,88,209,12,6,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,3,14,57,13,21,7,92,222,12,9,326,11,4,4,0,16,30,0,36,84,0,0,0,0,3,3,0,0,4,15,14,5,0,26,9,0,7,38,23,15,10,0,51,44,0,38,130,0,0,0,0,0,0,0,0,0,2175,2258,799,78,5313,2184,207,272,7978,2148,2080,738,67,5033,1861,194,231,7325,55,14,19,3,91,193,18,18,324,31,17,3,0,49,11,3,5,65,81,27,27,3,139,209,17,23,388,32,13,14,5,61,247,11,21,344,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA21830,1756,1925,521,48,4249,1485,125,204,6061,6,3,3,0,10,31,0,4,46,3,0,0,0,5,6,0,8,18,14,3,3,0,22,37,0,13,66,21,9,3,0,34,129,3,17,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,19,9,5,0,36,133,3,17,185,10,7,3,0,24,21,0,42,85,0,0,0,0,3,8,0,0,6,13,6,0,0,20,8,4,0,24,21,16,4,0,40,34,4,42,120,0,0,0,0,0,3,0,0,5,1807,1953,540,51,4348,1682,129,274,6440,1821,1815,555,47,4242,1533,117,161,6054,3,0,7,0,7,25,3,5,39,4,6,4,0,18,0,0,3,22,7,9,9,0,26,25,3,6,63,14,9,8,0,32,146,4,8,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21890,7796,11753,3873,577,23993,6486,1727,1392,33596,1277,957,594,101,2924,1939,405,293,5561,364,309,151,43,869,349,181,132,1533,1645,1261,746,142,3792,2287,588,426,7089,1393,737,759,204,3091,4445,724,805,9072,112,37,45,21,212,379,79,118,785,58,30,26,7,120,280,17,88,507,27,18,15,0,66,40,11,5,111,1593,823,838,234,3492,5139,835,1019,10480,0,4,0,0,4,0,0,3,4,0,0,0,0,0,8,0,3,15,55,60,18,0,137,63,30,44,281,53,62,18,0,140,75,30,51,297,0,0,0,0,0,0,0,0,3,11091,13903,5473,946,31419,13987,3178,2890,51472,7999,12602,3996,624,25219,7031,2104,1224,35584,1177,864,491,88,2619,1717,410,252,4992,580,432,200,61,1278,488,248,154,2163,1757,1298,689,151,3898,2204,655,406,7156,1863,906,554,190,3510,4225,753,613,9102,249,68,42,22,384,487,109,180,1156,173,54,54,21,292,306,75,69,746,6,3
LGA22110,5118,3734,1363,91,10307,3367,316,496,14485,98,32,27,5,157,195,11,16,384,17,6,3,0,26,5,0,0,31,106,39,31,5,185,204,11,16,421,151,34,68,6,256,577,24,87,935,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,0,9,0,0,12,149,38,68,6,260,584,24,87,948,51,17,7,0,76,164,8,140,396,12,11,3,0,21,8,0,4,35,26,16,5,0,38,17,4,5,69,85,43,14,0,142,194,16,153,505,0,0,0,0,0,0,0,0,0,5455,3858,1475,102,10893,4347,368,761,16360,5356,3772,1538,97,10757,3660,357,553,15332,143,59,36,5,247,312,11,16,589,11,3,10,0,24,11,0,3,39,159,65,44,3,274,320,11,23,628,222,54,83,4,362,641,37,70,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22170,9058,13188,5382,355,27979,7039,1061,1478,37552,610,210,334,30,1183,1747,94,158,3187,124,67,65,13,260,159,36,55,515,728,276,398,39,1446,1909,136,208,3703,541,213,412,41,1207,1977,174,256,3610,15,8,13,0,32,57,9,34,123,3,0,0,0,6,11,0,0,15,4,3,9,0,19,34,3,6,59,572,224,429,41,1260,2069,189,295,3815,61,18,35,0,111,225,18,96,443,11,15,4,0,31,34,0,6,74,8,8,4,0,25,6,3,4,37,82,43,41,4,166,267,20,106,555,0,4,0,0,5,3,0,0,5,10441,13729,6251,434,30861,11290,1400,2087,45636,9703,13963,5812,439,29914,7812,1291,1366,40388,527,224,325,27,1103,1299,97,123,2627,212,131,96,11,452,245,45,57,803,735,357,418,43,1557,1545,141,183,3427,847,345,491,53,1727,2572,216,249,4769,8,7,15,0,34,94,13,35,170,8,3,4,0,10,20,0,4,37,3,3
LGA22250,1391,1223,333,41,2993,1013,83,72,4161,8,3,3,0,13,31,0,6,49,0,0,0,0,0,3,0,0,4,8,4,3,0,18,31,0,6,53,12,3,5,0,19,129,3,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,21,129,3,3,158,4,3,0,0,8,47,3,22,76,0,0,0,0,4,0,0,0,4,4,3,0,0,7,0,0,0,9,13,9,0,0,18,49,3,22,87,0,0,0,0,0,0,0,0,0,1422,1238,344,39,3047,1228,89,101,4457,1333,1015,344,24,2712,1116,66,139,4034,7,3,0,0,8,46,0,3,60,0,0,0,0,4,4,0,0,5,9,4,0,0,12,49,0,3,67,8,4,6,0,18,119,0,3,142,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA22310,6689,12268,2619,358,21938,5357,898,1125,29315,1288,992,439,93,2821,1827,275,292,5210,479,569,175,20,1246,364,94,100,1807,1765,1566,616,116,4062,2194,361,391,7012,2532,1124,721,281,4657,5931,943,1085,12619,171,43,34,19,272,431,81,76,862,40,15,9,3,65,96,14,19,198,12,18,3,0,38,31,7,9,79,2758,1199,766,300,5029,6495,1045,1189,13755,9,3,0,0,11,3,0,4,17,0,0,0,0,0,0,0,0,0,34,44,13,3,101,62,25,31,218,41,52,15,3,114,62,24,38,233,7,4,3,0,18,49,0,13,78,11272,15087,4025,778,31155,14147,2342,2748,50397,6371,12773,2658,337,22147,5138,924,767,28972,1526,1347,523,82,3477,2213,339,204,6235,637,833,256,41,1764,524,150,113,2553,2164,2180,780,123,5241,2730,487,320,8780,2827,1415,656,255,5149,5153,1063,751,12115,316,100,52,41,503,443,167,94,1215,102,19,7,5,134,280,24,25,463,4,5
