LGA_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
LGA57280,1039,598,815,935,859,495,134,37,14,4925,15,4,16,9,4,4,0,0,0,47,100,71,58,65,64,38,13,5,0,414,0,0,0,0,0,0,0,0,0,7,43,22,15,16,12,3,0,4,3,112,0,0,0,0,0,0,0,0,0,0,11,4,15,14,6,4,0,0,3,56,57,28,27,28,16,4,4,4,5,174,735,455,534,387,292,115,14,13,0,2540,1007,517,634,647,533,287,84,37,16,3758,2963,1677,2099,2087,1783,964,251,94,31,11960,29,26,42,45,33,15,0,0,0,191,282,162,334,359,387,228,58,17,0,1830,0,0,0,0,0,0,0,0,0,0,50,12,35,36,17,22,9,0,0,177,0,0,0,0,0,0,0,0,0,0,698,463,734,548,463,222,58,17,9,3211,7,4,13,10,11,17,3,0,0,66,15,12,13,10,8,15,4,0,0,79,6,5,7,9,7,0,0,0,0,39
LGA57350,135,35,42,100,148,90,98,46,16,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,52,27,30,30,23,15,3,4,0,180,42,12,18,11,15,19,7,4,0,133,225,71,87,146,180,117,110,61,17,1019,0,0,0,0,0,0,0,0,0,5,54,9,18,43,70,54,41,30,14,325,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,41,9,10,21,35,35,18,18,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA57420,175,68,150,217,209,197,91,24,4,1147,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,57,124,67,73,29,19,4,3,494,64,29,42,46,34,37,14,6,0,287,362,163,329,339,323,272,123,39,8,1952,6,3,7,5,3,0,0,0,0,28,84,13,47,79,87,81,62,25,3,485,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,8,0,0,26,0,0,0,0,0,0,0,0,0,0,70,27,70,48,53,44,28,9,0,346,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8
LGA57490,9129,5700,5158,7763,7038,6038,4590,2790,725,48941,14,3,15,16,3,4,4,0,0,52,98,42,56,38,30,19,9,3,0,292,0,10,4,3,6,0,6,5,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,43,53,67,73,46,36,17,9,0,347,46,53,67,74,46,37,17,9,0,351,7094,3985,3568,3410,2182,1158,591,296,99,22378,3084,1719,1569,1848,1394,987,670,415,134,11808,19525,11568,10520,13257,10774,8282,5901,3518,961,84306,136,128,167,212,169,95,28,4,4,949,3919,2584,2077,3867,4169,3311,2693,1742,495,24867,0,0,0,0,0,0,0,0,0,0,452,272,181,287,247,180,117,81,28,1845,3,0,0,0,8,0,0,0,0,14,4480,2783,2662,3067,2741,1927,1354,680,172,19863,128,50,46,73,55,81,84,45,12,576,130,91,114,111,117,89,37,18,8,715,159,99,92,103,107,89,58,27,8,750
LGA57630,0,0,3,3,10,14,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,4,5,8,10,13,0,0,0,46,3,4,3,5,10,3,0,0,0,29,18,9,12,16,21,28,8,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,1479,832,604,1308,1264,1128,559,252,79,7497,0,0,4,0,0,0,0,0,0,6,12,3,5,0,3,3,0,0,0,28,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,11,10,5,0,0,0,43,7,0,9,11,10,5,0,0,0,43,1086,526,449,610,486,267,76,36,4,3536,421,195,226,316,235,169,77,37,13,1692,3010,1566,1323,2260,2008,1582,719,325,91,12893,34,21,31,42,19,16,4,0,0,179,764,480,342,717,765,725,438,179,34,4436,0,0,0,0,0,0,0,0,0,0,107,47,38,65,49,44,32,8,7,393,0,3,7,0,0,3,0,0,0,13,665,348,346,537,435,352,186,65,12,2940,9,10,4,6,9,6,3,3,0,59,4,8,7,5,4,5,0,0,0,45,23,4,21,3,6,7,3,3,0,80
LGA57770,46,31,41,51,90,101,42,32,3,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,0,0,4,64,28,34,41,37,28,6,3,0,231,20,20,26,28,20,31,13,11,0,179,133,76,103,122,151,161,71,49,3,855,0,3,0,4,0,0,0,0,0,12,27,8,11,30,29,56,37,24,6,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,12,39,37,28,36,16,14,5,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57840,3101,3515,2775,3023,3334,2860,1564,1559,771,22499,57,119,131,40,34,16,3,0,0,410,190,213,174,111,75,37,15,3,0,811,5,3,7,6,13,27,3,7,4,75,3,0,0,0,0,0,0,0,0,0,6,14,19,3,3,7,0,0,0,50,31,45,46,42,38,29,8,8,5,246,34,58,66,48,37,30,12,12,5,298,1225,1797,1611,1082,1063,695,253,139,50,7905,701,1111,882,618,657,501,279,253,157,5164,5418,7160,5901,5086,5374,4265,2165,1996,996,38361,135,273,296,228,172,141,54,20,13,1331,658,632,627,793,1020,1120,740,529,381,6518,0,0,0,0,0,0,0,0,0,0,82,109,71,72,102,59,27,42,38,606,12,17,15,0,10,6,3,3,0,59,1702,1732,1462,1331,1345,1273,683,402,190,10108,18,31,25,18,30,19,15,18,13,189,68,46,61,76,61,68,44,21,15,463,10,7,17,14,15,34,9,14,5,126
LGA57910,16476,12843,14151,15573,14655,13463,10658,7736,2554,108119,179,264,279,150,153,61,23,8,0,1111,1266,697,711,631,361,140,78,18,9,3907,506,395,249,315,480,325,183,236,125,2808,0,0,0,0,0,0,0,0,0,3,24,27,32,19,23,13,12,0,0,144,95,163,211,201,141,73,42,16,3,948,115,188,240,217,162,85,53,23,3,1094,6230,6181,7143,5089,4189,2508,1163,667,188,33360,3817,3332,3661,3036,2629,1934,1282,1014,501,21216,29302,24553,27252,25799,23423,18943,13628,9792,3414,176110,790,789,1160,974,896,704,251,139,27,5728,3473,2323,2928,4031,4006,4141,3456,2440,1163,27945,0,0,0,0,0,0,0,0,0,5,662,414,530,434,332,274,230,133,51,3054,6,8,5,9,6,7,4,8,3,56,10462,6969,7997,7975,7082,5859,4451,3262,1203,55258,118,59,72,102,97,121,127,77,44,816,1223,905,951,1124,1127,993,693,583,186,7785,88,98,147,113,122,137,97,63,28,900
LGA57980,1021,1336,1263,1227,1197,1148,741,507,221,8657,17,42,46,24,12,4,3,0,0,142,62,62,95,34,9,3,6,3,0,286,18,12,12,11,13,17,0,3,0,86,0,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,0,0,0,19,6,25,35,16,18,14,4,3,3,130,12,31,31,23,21,14,4,3,3,144,587,896,845,645,542,443,167,79,21,4230,313,482,463,316,295,271,118,94,36,2390,2060,3010,2850,2327,2149,1959,1055,694,284,16380,48,95,116,74,55,56,27,11,0,487,347,306,336,388,416,497,421,231,87,3029,0,0,0,0,0,0,0,0,0,0,25,34,36,17,21,22,8,0,0,167,0,4,0,0,0,0,0,0,0,7,524,493,636,480,487,394,281,161,63,3523,14,10,10,9,19,9,9,3,0,90,33,25,36,28,25,34,24,26,4,234,3,0,8,5,3,5,5,3,6,41
LGA58050,11065,6839,6514,9095,8217,6206,3660,2107,587,54295,80,62,71,66,58,19,7,3,0,363,710,397,281,342,206,73,42,17,6,2074,58,33,34,47,38,44,14,11,0,272,3,0,0,0,3,3,0,0,0,13,9,11,12,11,7,3,4,0,0,64,51,56,84,75,59,31,18,3,3,374,59,63,95,85,68,36,26,10,3,447,6565,3583,3672,3374,2176,1138,420,155,46,21137,3342,1847,1856,1859,1503,906,478,286,89,12177,22423,13132,12961,15342,12702,8639,4711,2622,746,93276,549,403,502,557,519,362,129,41,8,3067,3459,2115,1841,3311,3531,2884,1843,957,299,20230,0,0,0,0,0,0,0,0,0,0,480,237,251,319,259,171,102,44,12,1878,0,3,3,0,5,7,3,0,0,24,6198,3859,3495,4274,3934,2886,1638,868,263,27413,82,57,39,64,51,62,55,16,0,433,332,194,218,269,233,160,87,37,11,1547,114,89,79,82,73,81,57,24,6,606
LGA58190,82,13,29,45,39,33,24,13,6,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,9,3,6,5,0,0,0,52,12,4,3,12,12,8,4,4,0,57,105,27,45,69,57,43,29,18,5,389,0,0,0,0,0,0,0,0,0,3,20,8,9,15,30,9,10,11,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,6,7,15,16,15,6,3,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,77,42,53,75,71,67,27,27,12,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,21,19,13,13,3,0,0,119,26,10,8,13,12,8,3,3,0,88,148,67,81,106,99,85,33,32,7,665,0,0,0,0,0,0,0,0,0,0,42,0,20,29,27,39,14,20,3,198,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,26,8,13,27,16,25,7,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,376,153,141,351,418,488,253,101,19,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,11,0,3,0,0,27,5,0,6,4,11,0,3,0,0,27,326,142,119,201,187,126,51,12,4,1167,150,44,47,73,94,94,55,21,7,589,867,344,310,627,711,720,365,135,26,4110,3,0,0,10,11,11,4,0,0,35,127,61,51,121,192,264,164,66,16,1052,0,0,0,0,0,0,0,0,0,0,26,18,14,9,12,13,7,3,0,105,0,0,0,0,3,0,4,0,0,3,109,63,51,90,148,139,90,28,9,747,8,0,3,0,4,0,0,0,0,14,0,0,0,3,3,3,0,0,0,10,6,5,3,3,15,10,0,3,0,50
LGA58400,40,11,27,32,39,54,37,20,7,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,16,17,3,6,0,0,0,94,11,0,3,10,5,3,3,5,0,43,80,24,51,67,41,64,43,28,7,392,0,0,0,0,0,0,0,0,0,0,3,0,6,15,15,10,23,11,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,3,8,7,15,15,14,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,17,24,18,23,15,25,7,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,10,12,5,3,0,0,0,75,28,10,8,5,4,16,8,0,0,87,76,57,38,37,28,41,14,3,0,288,0,0,0,0,0,0,0,0,0,0,4,0,7,3,4,5,3,0,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,0,0,25,0,0,0,6,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,1759,1865,2425,2152,1893,1539,1133,1443,734,14945,24,56,61,36,5,11,3,3,0,206,205,219,218,122,49,24,15,7,0,856,0,11,0,7,8,7,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,3,0,0,21,9,29,40,20,21,13,10,0,3,148,9,48,48,20,31,14,14,0,3,172,988,1394,1697,1025,761,375,129,145,55,6581,537,757,865,559,497,360,235,234,160,4208,3612,4619,5578,4055,3347,2388,1543,1854,961,27959,81,250,351,197,122,83,34,12,3,1131,334,318,476,632,601,688,426,414,317,4196,0,0,0,0,0,0,0,0,0,0,67,89,111,61,67,38,21,28,13,502,3,3,0,3,0,0,3,0,0,19,1201,967,1356,1108,886,714,459,413,256,7354,27,4,10,19,12,11,13,3,4,109,40,37,59,56,44,25,17,14,14,302,41,12,20,30,38,20,7,13,3,179
LGA58540,115,26,62,119,96,94,57,17,12,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,27,25,28,21,10,4,3,0,197,26,12,11,15,17,12,3,3,3,107,208,65,103,166,139,125,67,27,11,905,0,0,0,3,0,0,0,0,0,4,52,14,25,39,49,55,33,13,4,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,57,18,21,43,39,17,19,10,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,1927,1560,2745,2623,1899,1370,1191,1125,451,14897,8,24,49,18,5,0,0,0,0,112,49,43,52,41,24,15,11,0,0,242,25,20,22,30,23,32,9,5,4,166,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,0,0,0,0,22,15,35,77,25,21,3,0,0,0,171,17,44,81,23,24,8,0,0,0,196,954,1164,2017,1230,895,421,117,67,34,6892,534,801,1132,704,489,286,160,124,56,4273,3632,3801,6297,4824,3536,2207,1534,1348,554,27733,104,166,244,210,187,133,49,25,14,1133,426,234,580,634,570,404,241,114,97,3297,0,0,0,0,0,0,0,0,0,0,39,47,63,41,28,20,9,9,4,260,0,0,0,0,0,0,0,0,0,3,1316,999,1723,1376,1096,724,577,634,271,8727,18,5,13,14,4,3,0,5,0,64,128,73,121,150,142,112,134,169,59,1077,10,14,16,11,20,8,6,7,0,87
LGA58610,192,90,108,144,187,193,117,92,43,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,143,65,49,57,51,46,12,4,3,431,59,18,18,28,38,30,19,19,3,232,401,171,180,233,280,275,154,112,49,1842,0,0,0,0,6,3,3,0,0,9,74,23,38,54,66,88,65,40,11,466,0,0,0,0,0,0,0,0,0,0,15,15,11,6,14,16,5,0,0,77,0,0,0,0,0,0,0,0,0,0,88,25,41,39,36,46,30,12,9,336,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA58680,40,7,19,30,33,46,23,6,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,6,22,9,4,3,0,0,75,15,5,9,7,3,16,9,3,0,67,73,18,40,64,51,61,32,11,4,354,3,0,0,0,0,0,0,0,0,5,33,3,7,31,25,28,21,8,0,152,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,13,7,8,12,14,7,4,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA58760,14408,8363,8429,11462,9115,7353,4699,2507,703,67036,122,40,106,110,42,32,5,3,0,455,717,320,275,321,179,89,39,11,0,1953,11,3,9,9,17,11,11,0,0,75,0,0,0,0,0,0,0,0,0,7,29,12,16,17,15,10,3,3,0,105,63,73,95,104,76,32,19,14,0,473,92,86,114,124,87,43,22,14,3,576,7731,3964,4481,3838,2198,1188,482,269,48,24202,3866,1915,2051,2024,1501,972,556,285,96,13257,27749,15218,16013,18506,13654,9899,5903,3134,857,110941,944,661,789,773,721,428,128,56,17,4512,5639,3192,3023,5174,4653,3534,2621,1493,480,29802,0,3,0,0,0,3,0,0,0,3,966,482,424,649,458,242,191,84,27,3518,8,3,3,0,5,4,3,4,3,40,8691,4931,5298,5590,4673,3148,1934,915,281,35471,88,62,73,62,75,71,59,25,5,520,773,473,586,623,494,377,182,76,17,3603,187,108,104,135,167,95,60,33,6,892
LGA58820,331,188,174,305,353,317,242,132,39,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,3,0,0,3,0,3,0,0,0,8,297,126,96,120,83,75,38,17,3,868,143,56,58,74,63,45,26,13,0,476,775,381,332,512,514,442,310,158,43,3448,0,0,8,3,5,3,3,0,0,23,110,52,60,121,146,152,104,51,27,828,0,0,0,0,0,0,0,0,0,0,19,0,6,3,4,6,0,0,0,46,0,0,0,0,0,0,0,0,0,0,246,135,112,129,139,150,78,43,20,1042,3,3,0,0,3,0,0,0,0,12,0,0,0,3,0,0,6,0,0,8,3,0,0,4,6,0,0,0,0,16
LGA58890,105,15,46,107,96,73,64,33,8,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,10,24,40,32,19,6,3,0,215,28,0,12,16,5,13,6,0,0,87,222,30,87,162,135,101,75,43,8,856,0,0,0,0,0,0,0,0,0,0,51,13,20,45,59,48,26,29,5,292,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,29,10,12,26,17,27,10,3,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59030,35,10,23,26,27,16,17,3,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,6,4,5,0,0,0,39,4,0,0,3,5,0,3,6,0,20,57,15,32,31,34,14,15,5,0,210,0,0,0,0,0,0,0,0,0,0,9,4,3,12,15,21,6,3,0,83,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,9,11,6,15,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,86,32,46,88,71,66,44,16,4,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,22,30,28,29,12,5,3,0,197,17,11,4,6,9,10,8,7,0,72,170,57,79,126,111,87,54,22,4,716,0,0,0,0,0,0,0,0,0,0,19,3,10,20,37,30,35,9,8,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,14,23,21,10,4,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
