LGA_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
LGA57280,24,3,0,45,103,20,230,16,20,388,43,7,46,5,4,103,36,0,34,3,5,82,73,9,63,5,6,156,99,10,47,4,0,158,123,4,60,8,9,201,77,3,61,6,13,156,33,7,38,0,6,83,22,0,36,0,4,62,8,3,18,0,0,33,4,0,7,0,0,14,13,3,33,3,5,55,69,12,93,7,11,190,901,95,997,76,90,2157
LGA57350,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,3,13,0,0,39
LGA57420,0,0,0,0,3,0,4,0,0,9,3,0,0,0,0,11,13,0,0,0,0,16,20,0,17,0,0,39,14,0,9,0,0,19,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,65,3,52,3,3,121
LGA57490,3,0,0,4,36,0,18,0,0,56,105,3,25,3,8,149,59,7,20,0,3,92,201,7,196,15,14,431,490,37,408,24,53,1013,887,189,1362,122,153,2710,149,93,294,47,55,632,23,19,46,11,8,109,5,4,13,0,3,27,4,0,3,0,0,7,0,0,3,0,0,4,5,0,10,0,3,25,40,8,36,3,15,100,2060,375,2472,234,319,5450
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,3,0,3,0,0,14,14,0,6,0,0,22,10,3,4,0,0,13,15,0,5,0,0,13,29,3,25,3,0,59,100,17,172,15,24,319,29,11,51,4,12,111,5,0,13,3,7,28,0,0,3,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,7,3,0,10,0,0,16,237,41,307,30,45,666
LGA57770,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,13,3,0,3,0,0,11,3,0,7,0,0,12,8,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,10,48,4,50,0,0,101
LGA57840,0,0,0,3,14,3,4,0,0,27,39,6,14,0,3,62,22,0,6,0,0,34,50,8,16,4,3,82,267,3,113,4,6,393,558,12,213,21,18,823,279,13,144,19,13,461,99,12,93,14,15,235,50,8,43,14,4,120,36,7,37,15,3,92,21,5,20,5,0,48,21,8,37,5,4,66,32,0,12,5,3,55,1527,80,765,103,77,2553
LGA57910,8,0,0,21,98,3,19,0,4,136,254,12,45,13,16,337,130,9,55,4,15,210,341,10,182,12,21,567,1333,68,843,48,52,2341,2445,183,1571,106,117,4423,982,82,621,67,58,1811,317,39,307,48,29,740,124,31,197,42,19,418,57,24,98,20,8,208,18,17,48,15,8,100,29,14,71,9,6,134,130,13,53,18,10,218,6438,522,4202,409,377,11945
LGA57980,0,0,0,4,17,0,3,3,0,19,23,0,8,0,0,29,14,0,3,0,0,13,43,0,15,0,0,59,126,0,44,3,0,177,166,7,89,0,3,266,181,3,96,4,3,286,105,15,81,9,4,206,49,4,59,3,3,116,17,3,40,10,0,71,12,3,19,8,3,45,15,5,47,10,4,84,9,0,0,3,0,16,794,33,521,46,27,1420
LGA58050,0,0,0,12,45,0,17,0,0,65,116,3,33,3,12,164,55,10,24,3,5,95,76,10,65,9,12,172,314,24,298,15,41,691,720,123,956,99,119,2020,198,99,362,49,76,788,40,15,86,22,11,183,20,3,18,3,11,50,5,3,5,4,0,18,5,3,6,0,0,14,4,0,6,0,0,16,39,6,45,3,11,109,1747,313,1951,218,308,4540
LGA58190,0,0,0,0,3,0,3,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,24
LGA58260,0,0,0,0,4,0,0,0,0,3,4,0,3,0,0,8,3,0,7,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,0,16,0,0,39
LGA58330,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,9,0,3,0,0,11,4,0,0,0,0,8,11,0,12,3,3,29,8,0,17,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,52,0,33,3,9,102
LGA58400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,11
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,0,0,17
LGA58510,0,0,0,9,23,0,8,0,0,31,51,0,14,3,0,63,42,3,21,0,3,68,131,3,52,3,0,183,258,3,160,7,9,439,592,17,314,25,20,967,307,11,150,15,13,499,83,7,52,0,14,150,33,3,16,3,3,59,13,3,11,0,3,29,7,0,0,0,4,7,10,0,3,0,0,13,25,0,16,0,0,43,1612,42,816,62,74,2598
LGA58540,3,0,0,3,7,0,4,0,0,14,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,21,0,32,0,0,57
LGA58570,0,0,0,0,18,0,10,0,0,32,25,4,4,0,0,30,26,0,7,0,0,36,64,0,18,5,3,88,185,0,50,3,3,244,503,3,111,9,14,642,466,13,134,10,13,626,195,5,75,5,4,282,53,3,51,0,3,107,12,0,21,4,0,39,10,0,13,0,0,24,10,0,6,0,0,14,19,0,10,3,3,31,1602,32,524,42,43,2247
LGA58610,0,0,0,0,4,0,0,0,0,3,3,0,7,0,0,8,0,0,3,0,0,8,3,0,4,0,0,12,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,28,9,26,0,3,65
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,0,0,18
LGA58760,0,0,0,8,45,3,17,0,3,69,122,6,31,0,13,164,54,12,33,4,5,107,81,13,64,11,21,181,427,43,403,29,47,945,1128,249,1559,135,156,3233,382,168,766,126,125,1567,90,61,190,40,32,414,17,17,44,4,9,96,6,8,13,4,3,38,8,0,5,3,0,15,13,7,9,0,3,29,58,12,51,8,4,132,2515,593,3232,383,440,7155
LGA58820,0,0,0,0,5,0,4,0,0,5,6,0,4,0,0,14,6,0,3,0,0,12,6,0,7,0,0,12,11,0,18,0,5,30,13,3,5,0,3,27,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,8,46,0,10,133
LGA58890,0,0,0,0,8,0,3,0,0,12,3,0,4,0,0,7,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,46
LGA59030,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,19
LGA59100,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,17,0,0,29
LGA59170,0,0,0,0,3,0,3,0,0,4,0,0,5,0,0,9,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,4,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,25,0,27,0,3,52
LGA59250,3,0,0,6,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,3,9,0,7,32
LGA59310,0,0,0,5,0,0,5,0,0,7,3,0,3,0,0,7,3,0,6,0,0,13,7,3,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,29,5,40,3,3,75
LGA59320,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,10,0,0,23
LGA59330,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,16
LGA59340,21,0,0,43,31,0,43,3,5,82,40,3,29,0,4,87,18,0,27,0,0,46,13,0,19,3,4,43,24,0,12,0,0,40,45,3,40,0,0,86,30,0,29,0,5,67,14,3,19,3,0,37,7,0,10,0,0,14,4,4,9,0,0,14,0,0,4,0,0,3,0,0,0,0,0,0,23,4,12,0,0,39,321,26,316,12,31,700
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6
LGA59360,0,0,0,0,3,0,0,0,0,5,3,0,3,0,0,8,0,0,4,0,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,21,3,23,0,3,54
LGA59370,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,11,14,0,13,0,0,35,4,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,54,7,44,0,3,108
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,0,0,0,3,5,0,4,0,0,17,23,0,6,0,3,34,22,0,15,3,0,40,28,3,24,0,0,54,14,0,5,0,3,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,113,10,75,11,8,215
LGA60410,0,0,0,0,10,0,0,0,0,19,36,8,37,7,8,91,42,10,38,5,9,112,41,6,80,9,6,147,44,9,68,4,8,136,24,3,29,0,7,64,0,0,7,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,12,205,40,270,31,53,600
LGA60610,0,0,0,0,18,0,8,0,3,29,87,5,31,3,6,135,77,7,59,3,12,163,88,14,83,5,3,199,44,10,56,4,4,117,12,6,15,0,0,31,3,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,11,342,44,276,22,40,722
LGA60810,0,3,0,4,15,5,15,0,0,36,46,0,18,0,9,79,45,3,38,3,9,98,78,11,78,6,8,181,61,4,75,3,9,162,12,3,12,0,3,29,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,5,0,0,18,280,36,263,26,37,640
LGA61010,0,0,0,3,4,0,8,0,0,16,9,0,6,0,0,16,5,0,4,0,0,6,0,0,8,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,32,4,42,0,6,88
LGA61210,0,0,0,0,7,0,9,3,3,21,28,0,24,4,3,52,25,3,22,3,0,53,22,10,33,3,3,70,9,7,9,0,3,30,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,14,0,0,35,139,24,157,19,17,357
LGA61410,4,0,0,6,30,0,9,0,0,38,71,5,31,0,16,128,51,5,23,5,5,97,111,25,106,16,19,265,239,21,215,26,28,522,162,38,169,29,20,418,32,9,42,7,12,95,3,0,7,0,0,19,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,3,6,0,0,32,758,116,643,81,111,1703
LGA61510,4,0,0,4,5,0,3,0,0,12,26,3,7,3,0,48,16,3,9,0,4,35,31,11,54,3,15,109,10,10,31,3,3,55,9,0,9,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,119,24,127,15,24,319
LGA61610,0,0,0,8,31,3,11,0,0,46,83,5,31,4,9,131,80,8,55,5,20,174,159,14,138,16,20,345,79,27,84,10,14,211,10,10,20,4,3,47,0,0,3,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,3,23,454,65,361,47,67,997
LGA61810,3,0,0,9,10,3,9,0,0,16,16,6,12,0,3,42,26,4,19,0,0,46,10,0,17,0,3,35,5,0,8,0,3,17,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,16,121,10,88,5,12,242
LGA62010,3,0,0,3,15,0,7,0,0,21,6,0,3,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,35,0,30,3,0,73
LGA62210,0,0,0,0,9,0,11,0,0,23,37,3,23,3,3,76,13,3,33,0,3,54,16,3,25,0,8,49,12,0,13,0,0,23,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,107,16,111,3,18,259
LGA62410,3,0,0,3,6,0,0,0,0,6,14,0,5,0,3,33,16,3,16,0,0,31,16,3,12,0,0,32,9,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,89,12,52,3,5,157
LGA62610,0,0,0,0,44,3,15,3,7,69,115,7,43,4,5,178,77,3,47,7,7,147,202,10,142,20,27,407,298,64,355,47,40,805,73,33,113,9,19,250,10,8,6,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,14,0,6,37,862,133,759,100,112,1967
LGA62810,0,0,0,0,37,0,11,0,3,49,87,0,22,4,3,119,97,3,25,0,3,124,223,0,58,9,3,295,358,10,144,16,11,528,394,21,193,19,15,641,150,12,95,16,8,280,36,10,37,4,8,92,19,4,23,0,0,43,4,0,4,0,0,14,4,0,3,0,0,4,7,0,0,0,0,10,19,7,8,3,3,39,1457,68,650,64,53,2295
LGA63010,0,0,0,0,5,4,3,0,5,21,13,6,9,5,0,37,29,0,10,0,9,48,61,4,44,0,10,120,49,13,70,0,4,138,3,0,16,0,4,27,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,191,31,186,9,21,441
LGA63210,0,0,0,0,3,0,3,0,0,9,11,0,12,0,0,26,6,3,12,0,3,25,14,4,13,0,0,32,6,3,9,0,6,21,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,58,11,53,3,9,139
LGA63410,0,0,0,3,5,0,0,0,0,11,4,0,3,0,0,12,9,0,3,0,0,11,0,0,4,0,0,7,3,0,4,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,43,4,42,0,0,88
LGA63610,0,0,0,3,16,0,4,0,0,24,32,3,10,3,0,47,13,3,8,0,0,24,51,6,43,7,3,110,208,10,166,3,11,391,120,43,196,21,21,403,23,14,41,9,0,86,4,3,8,0,0,19,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,4,4,0,3,38,518,91,505,40,47,1192
LGA63810,0,0,0,4,9,0,7,0,0,17,29,0,6,0,0,40,29,0,18,3,3,51,64,0,41,5,9,112,46,4,61,6,4,119,14,8,13,5,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,216,21,156,13,18,426
LGA64010,0,0,0,17,65,0,26,3,8,98,191,8,62,8,10,279,180,19,149,15,24,385,305,37,272,24,30,673,324,80,344,32,37,813,90,32,124,10,16,270,21,3,20,3,4,47,0,0,3,0,0,8,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,6,19,0,25,0,8,49,1254,173,1058,100,140,2723
LGA64210,3,0,0,10,20,3,8,0,0,29,51,0,20,3,5,77,43,3,19,3,3,65,84,3,37,4,7,140,54,15,65,12,10,158,12,13,20,3,7,51,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,3,24,299,41,221,24,43,630
LGA64610,0,0,0,3,11,0,13,0,0,22,34,3,24,3,4,66,30,3,17,0,3,51,42,3,37,0,9,93,35,10,45,0,3,92,3,0,13,0,5,19,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,28,222,28,178,12,40,487
LGA64810,0,0,0,0,9,0,0,0,0,11,28,0,6,0,0,38,8,0,9,0,3,23,45,0,35,3,5,84,66,8,71,5,12,156,31,12,40,4,9,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,209,22,168,10,33,441
LGA65010,0,0,0,7,8,0,8,0,0,18,13,0,7,0,3,24,9,0,5,0,0,17,5,0,5,0,0,13,3,3,18,3,0,29,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,67,12,52,11,12,148
LGA65210,0,0,0,0,3,0,0,0,0,6,6,0,5,0,0,7,10,0,5,0,0,12,8,0,3,0,0,7,3,0,7,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,26,3,3,63
LGA65410,0,0,0,0,24,0,3,0,0,26,55,3,11,0,6,74,25,0,24,3,3,59,60,8,54,6,7,138,26,10,32,7,8,80,6,6,11,0,0,21,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,223,33,157,15,29,455
LGA65610,0,0,0,5,13,0,16,0,0,29,28,0,33,0,3,62,8,0,5,0,0,13,7,0,3,0,0,13,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,84,6,92,0,3,192
LGA65810,0,0,0,3,10,0,3,3,0,20,34,3,10,0,3,49,36,0,15,0,5,59,75,13,43,3,8,136,68,25,101,10,4,211,35,21,42,6,5,103,3,3,7,0,0,17,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,3,23,293,64,245,29,25,658
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,9,0,0,28,37,4,26,0,4,77,18,0,18,0,0,33,9,0,5,0,0,19,34,3,18,3,0,56,74,0,56,0,0,133,166,15,150,8,10,350,150,25,151,8,12,348,56,16,59,0,8,138,16,7,24,4,4,55,11,4,15,0,0,30,3,0,0,0,0,8,3,0,0,0,0,5,59,13,75,8,11,163,762,93,712,49,67,1690
