LGA_CODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
LGA18710,3,0,0,3,7,0,5,0,0,17,3,0,6,0,0,6,9,3,6,0,0,14,20,3,13,0,0,35,47,0,38,3,8,102,34,5,58,8,6,118,25,3,19,6,8,55,4,0,12,0,0,19,0,0,4,4,0,8,0,0,3,0,0,7,0,0,0,0,0,3,0,0,3,0,0,3,14,3,4,0,0,19,196,26,201,27,33,487
LGA19399,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,28,0,26,0,0,52
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,3,13,0,9,0,0,24,24,5,13,0,0,41,16,0,13,0,3,36,47,3,40,3,0,87,43,4,37,3,0,83,14,8,16,4,0,36,0,0,3,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,12,180,21,149,16,14,382
LGA20260,3,0,0,5,21,0,10,0,5,37,31,3,32,0,0,67,23,0,15,0,3,44,29,8,30,0,3,66,11,3,20,3,0,43,5,0,9,0,0,15,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,3,19,149,19,152,12,16,356
LGA20570,3,0,0,12,59,3,37,3,6,108,187,14,68,8,10,287,182,5,88,13,31,320,579,43,398,26,49,1090,520,71,598,46,53,1290,168,61,280,43,24,574,20,15,44,4,9,88,7,0,5,0,0,14,3,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,7,34,7,32,4,5,84,1813,223,1594,148,196,3973
LGA20660,0,0,0,11,29,0,16,0,4,50,74,10,18,6,4,109,47,3,20,4,4,74,107,15,104,8,11,250,600,50,415,41,40,1141,855,68,792,79,61,1851,273,43,395,49,40,801,63,19,106,16,12,216,22,8,51,8,3,89,10,5,16,4,0,38,0,0,13,7,0,13,22,6,22,4,3,51,55,6,43,14,11,122,2223,244,2043,249,204,4954
LGA20740,0,0,0,3,15,0,7,0,3,29,42,0,19,0,0,71,74,3,30,0,7,113,177,13,112,6,14,327,137,19,174,13,17,357,55,22,90,9,12,179,9,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,15,0,13,0,0,29,566,66,494,33,57,1211
LGA20830,3,0,4,13,34,3,9,3,0,49,62,0,29,3,10,101,54,7,24,3,3,95,145,16,96,8,16,275,197,27,240,21,29,516,69,20,126,11,10,242,8,4,4,3,9,26,0,0,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,20,3,13,0,7,41,649,94,619,59,92,1504
LGA20910,4,0,0,10,16,0,8,0,0,31,47,8,10,3,4,68,23,0,5,0,0,33,44,0,18,12,3,75,164,8,47,8,10,236,416,12,191,9,16,641,422,24,297,26,25,784,195,27,267,29,22,536,91,26,182,38,19,352,74,30,191,24,15,337,30,24,127,37,22,237,84,100,364,75,29,659,33,9,36,11,8,98,1694,283,1807,273,161,4223
LGA21010,3,0,0,6,12,0,7,0,0,19,38,0,22,0,7,65,34,3,16,3,0,62,56,12,41,7,3,116,35,7,30,3,0,80,10,0,14,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,12,211,28,150,16,18,413
LGA21110,4,0,3,11,32,0,17,3,0,53,56,0,16,5,3,78,46,4,20,9,0,72,111,0,34,4,4,157,588,13,233,16,11,856,1773,49,689,53,35,2588,832,59,581,80,29,1577,322,54,402,70,28,880,163,50,330,53,27,631,78,43,226,46,25,425,43,39,157,42,17,297,87,91,314,91,34,625,93,10,51,20,13,190,4353,432,3173,511,243,8712
LGA21180,3,0,0,19,64,7,32,0,6,117,143,6,75,12,15,255,147,11,105,6,20,289,358,47,450,40,50,942,1237,254,2002,167,201,3865,599,180,934,95,152,1969,63,24,83,21,21,214,15,8,19,4,3,47,3,0,21,0,3,30,4,5,10,0,4,27,4,0,3,0,0,6,26,14,27,3,4,71,109,16,123,14,20,285,2892,593,4000,376,516,8379
LGA21270,0,0,0,4,13,0,18,0,0,27,11,3,15,4,0,31,0,0,8,0,0,9,0,0,3,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,57,11,70,10,0,139
LGA21370,3,0,0,6,36,3,31,0,4,73,114,9,49,3,10,186,75,11,68,8,16,167,115,8,89,14,18,240,108,15,100,9,13,235,44,10,56,6,3,125,4,0,13,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,19,3,15,0,0,44,562,70,484,46,75,1237
LGA21450,0,0,0,7,18,0,3,0,3,26,36,6,16,3,3,59,34,3,26,4,6,70,130,9,102,6,17,271,616,68,695,39,65,1481,299,103,610,39,77,1134,34,24,67,18,6,154,13,7,17,6,10,43,3,3,3,0,0,12,3,0,3,0,0,6,0,0,0,0,0,0,3,0,3,0,0,11,51,6,39,12,11,113,1294,235,1632,136,214,3509
LGA21610,6,0,0,29,58,3,26,3,6,102,121,11,43,3,10,194,80,11,43,12,9,151,219,30,200,24,43,513,1214,224,1798,161,216,3610,1238,484,2404,302,300,4731,133,103,292,64,71,667,30,17,51,18,22,142,16,8,25,3,0,47,8,6,17,4,7,30,0,0,12,0,3,19,9,9,43,4,3,72,125,32,134,19,32,338,3387,944,5160,623,744,10861
LGA21670,0,0,0,0,25,3,3,0,0,25,30,0,23,0,9,55,18,3,19,3,4,41,59,9,53,5,3,126,15,8,20,0,0,38,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,3,0,0,0,16,179,25,124,13,15,351
LGA21750,0,0,0,3,15,0,7,0,0,16,39,0,24,3,8,79,30,3,32,3,6,82,51,3,64,0,9,126,55,9,67,6,3,141,21,6,27,0,0,49,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,14,0,0,28,264,30,254,22,31,603
LGA21830,4,0,0,10,15,3,15,0,7,41,27,9,25,5,0,68,36,0,34,3,3,77,31,14,41,3,0,89,15,0,21,5,0,39,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,3,15,8,0,37,207,33,245,19,16,525
LGA21890,7,0,3,15,70,0,13,0,3,86,129,13,42,8,12,210,110,9,45,3,4,175,350,14,191,10,28,590,1418,58,899,53,50,2475,1609,77,997,69,65,2815,697,39,401,27,24,1186,253,13,175,14,6,468,83,4,105,8,4,209,30,3,46,7,3,89,9,0,15,0,0,29,38,0,46,3,7,94,114,4,63,10,11,197,5030,242,3127,220,236,8860
LGA22110,0,0,0,13,56,5,27,0,9,98,94,8,45,3,6,157,66,0,35,3,10,121,157,22,109,7,11,308,136,16,184,19,31,380,42,17,71,8,10,149,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,26,0,13,0,4,46,659,79,558,48,89,1435
LGA22170,5,0,0,17,35,0,5,0,0,44,95,10,26,3,9,138,83,0,26,4,6,119,276,17,172,18,38,520,962,86,883,60,108,2093,573,116,815,89,136,1726,102,32,157,31,43,366,20,13,52,11,16,114,11,10,9,4,0,33,3,0,5,0,0,15,0,0,0,0,0,3,9,0,18,3,3,29,58,11,54,10,12,136,2294,296,2259,239,380,5470
LGA22250,0,0,0,8,21,5,18,0,8,46,46,0,35,6,3,91,16,0,15,0,3,40,14,3,12,0,4,30,4,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,14,145,28,124,8,19,328
LGA22310,4,0,0,8,33,3,11,0,3,43,83,3,10,4,0,98,74,0,20,0,3,96,418,8,118,6,3,557,820,15,396,24,26,1288,1436,45,927,57,57,2525,751,63,760,73,52,1698,259,62,442,57,35,863,101,50,326,44,20,550,60,36,157,28,18,298,25,23,87,13,6,157,44,20,96,23,14,199,84,5,67,12,17,191,4305,358,3522,349,270,8802
LGA22410,3,0,0,7,31,5,10,0,3,53,48,3,30,5,11,96,37,5,38,0,3,84,55,7,54,3,8,137,40,7,49,0,5,98,10,4,10,0,0,27,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,8,0,0,21,267,44,229,19,30,601
LGA22490,0,0,0,0,10,0,4,0,0,12,10,0,6,0,0,16,8,3,7,0,0,18,15,3,18,0,3,43,37,3,24,0,0,69,24,9,39,3,0,71,3,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,17,146,21,126,9,12,316
LGA22620,0,0,0,12,67,4,23,0,5,101,185,14,86,5,25,312,173,15,116,5,27,335,505,44,361,35,40,980,580,82,645,46,48,1400,144,56,293,35,27,555,17,5,26,8,4,58,5,0,4,0,0,10,0,0,5,0,0,3,0,0,3,0,0,3,0,0,0,0,0,4,3,0,0,0,0,5,36,3,30,3,4,81,1786,245,1620,135,188,3981
LGA22670,0,0,3,18,64,3,25,3,10,101,216,6,78,6,23,330,169,15,94,14,9,293,556,45,649,37,58,1341,1350,253,1990,174,186,3960,681,221,1039,120,136,2203,109,38,146,31,22,350,16,4,56,9,11,96,3,11,16,3,3,38,11,0,8,3,0,18,3,0,4,0,3,14,29,3,38,4,4,78,100,18,121,18,22,278,3430,622,4352,433,506,9348
LGA22750,10,0,0,29,84,3,33,6,12,136,274,8,82,10,17,396,241,13,114,16,35,420,683,54,509,45,82,1364,1457,128,1127,92,143,2937,932,176,1183,129,128,2547,155,43,227,45,17,488,35,11,79,13,6,143,12,6,13,0,0,37,6,5,9,0,0,14,4,0,3,0,0,4,13,0,9,0,0,18,116,22,73,14,29,249,4161,481,3556,382,495,9080
LGA22830,3,0,3,23,64,7,28,7,10,110,174,9,127,17,20,340,168,25,134,4,18,350,200,33,259,19,26,535,237,74,295,31,26,655,73,23,120,15,21,256,9,3,12,3,3,35,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,32,7,27,6,7,74,1026,199,1060,110,133,2522
LGA22910,0,0,0,3,7,0,7,0,0,16,12,0,6,0,0,23,16,0,17,4,0,34,21,0,20,0,3,52,52,4,50,0,3,105,29,0,20,0,0,50,9,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,10,169,17,146,16,10,356
LGA22980,0,0,0,5,20,3,12,0,0,33,27,3,20,0,0,53,10,0,14,0,0,20,4,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,79,5,69,5,3,158
LGA23110,0,0,0,10,19,0,4,0,3,24,46,0,28,0,4,87,47,3,18,3,4,74,170,3,110,10,18,317,654,63,600,50,47,1416,590,47,425,43,58,1168,326,20,270,25,18,655,120,13,156,15,9,316,36,5,79,10,4,135,21,3,29,4,0,57,6,10,18,3,0,35,16,0,22,9,4,47,58,4,57,4,8,130,2150,183,1865,186,177,4566
LGA23190,0,0,0,4,19,0,11,0,0,31,65,5,40,4,5,116,30,5,27,0,3,63,63,4,55,0,3,125,55,4,70,7,4,132,28,3,38,5,8,75,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,15,0,5,3,0,20,302,20,259,20,23,624
LGA23270,3,0,0,8,41,3,29,5,6,85,82,14,54,4,14,170,56,4,43,5,13,120,153,27,164,35,50,426,1178,274,1975,176,250,3859,589,335,1274,193,195,2594,57,32,98,30,27,248,13,5,21,4,6,41,13,3,16,0,3,38,3,3,6,0,0,11,0,0,6,0,0,14,21,15,35,5,6,81,74,17,96,12,25,237,2373,758,3905,482,607,8132
LGA23350,0,0,0,3,12,0,9,0,3,27,30,0,16,3,0,50,17,3,22,0,0,46,38,3,35,3,3,85,35,9,62,4,0,110,20,3,22,0,0,50,3,0,3,0,0,11,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,6,9,0,9,0,0,18,188,31,205,16,10,445
LGA23430,0,0,0,14,29,0,13,0,9,55,84,0,22,6,10,128,42,4,19,0,3,76,193,5,80,9,11,303,738,46,519,49,49,1398,1182,69,846,96,95,2284,397,75,606,74,53,1207,148,50,238,40,27,502,26,17,109,26,11,199,23,13,37,10,3,87,14,8,15,3,0,35,23,9,37,6,0,77,90,10,47,11,12,165,3066,313,2649,348,300,6675
LGA23670,5,0,0,16,43,0,19,0,5,60,51,0,20,0,11,78,37,8,18,0,3,69,79,9,44,7,16,156,522,40,382,38,54,1036,912,130,1008,113,162,2337,189,68,262,100,91,704,29,21,69,18,16,152,6,5,18,8,5,49,4,0,10,0,0,16,3,0,5,0,0,9,10,0,17,0,3,30,65,9,48,13,13,143,2033,301,1951,302,391,4983
LGA23810,3,0,0,33,73,7,32,3,4,121,220,26,152,11,24,434,162,10,127,11,11,322,233,28,228,15,24,521,167,25,182,13,22,412,60,18,95,10,11,194,8,0,12,0,0,17,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,7,18,4,6,65,1041,118,874,76,110,2225
LGA23940,6,0,0,11,18,3,12,3,0,29,17,3,23,0,0,44,7,3,8,0,0,20,6,0,3,0,0,9,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,12,98,10,78,3,6,201
LGA24130,0,0,0,7,17,0,3,0,0,19,24,0,9,3,0,40,20,0,13,0,4,38,46,0,22,3,11,79,106,8,112,12,12,256,129,21,171,14,15,351,36,9,73,8,3,127,3,3,17,0,5,33,8,0,4,0,0,12,3,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,7,19,0,11,0,0,29,451,54,483,46,61,1089
LGA24210,0,0,0,5,22,3,7,0,0,29,29,3,3,3,0,38,17,0,10,0,3,28,45,3,17,3,5,73,177,8,110,16,20,331,633,76,644,117,88,1550,340,87,499,113,98,1140,113,62,221,81,43,516,37,18,85,28,18,187,10,9,38,11,5,75,11,3,11,8,0,32,10,14,39,6,4,74,58,12,49,16,17,155,1585,312,1789,414,333,4448
LGA24250,0,0,0,3,4,0,3,0,0,6,16,0,7,0,0,23,5,4,4,0,3,19,8,0,11,0,0,14,33,0,38,0,9,83,8,3,22,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,3,9,0,0,16,91,16,120,6,17,247
LGA24330,0,0,3,15,41,3,14,4,0,61,118,4,35,3,10,170,127,12,62,5,3,210,287,18,211,11,15,540,842,50,493,41,44,1481,1177,27,519,43,42,1805,474,11,292,19,28,829,146,8,133,13,10,299,49,3,50,3,0,110,7,0,9,0,3,21,7,0,6,3,0,13,16,0,11,0,4,30,77,10,32,8,8,131,3432,150,1906,152,169,5816
LGA24410,3,0,0,8,22,0,6,0,0,28,59,0,15,3,7,82,21,3,15,0,3,39,91,9,57,4,10,172,625,57,564,34,46,1328,730,115,761,79,92,1775,159,54,214,45,51,521,21,23,46,20,11,113,7,7,16,0,3,29,0,0,3,8,0,9,0,0,0,0,0,0,9,3,10,3,3,24,55,15,28,5,10,114,1863,288,1758,212,235,4348
LGA24600,0,0,0,14,67,3,21,3,0,89,112,8,42,3,3,168,50,6,29,3,3,97,154,18,41,4,12,232,741,22,136,18,9,926,2821,12,591,19,15,3452,2458,15,518,33,18,3041,1251,10,299,34,26,1620,465,7,148,27,16,659,247,3,57,15,11,332,114,0,47,9,4,182,205,15,79,34,28,353,180,3,50,12,4,252,9070,128,2120,223,161,11694
LGA24650,5,0,0,15,18,0,13,0,3,32,44,0,18,0,0,63,44,3,26,0,9,87,248,29,305,20,33,636,585,123,801,59,96,1658,348,126,699,82,94,1353,56,33,117,22,22,248,10,0,25,3,0,40,0,0,6,3,0,9,6,0,9,4,0,14,7,0,3,0,0,9,7,0,9,0,0,19,46,6,46,8,18,126,1457,333,2120,211,286,4403
LGA24780,7,0,0,13,58,4,28,0,4,94,194,23,108,12,15,342,128,25,100,8,13,267,220,27,169,22,27,469,222,44,261,26,22,575,56,28,85,15,3,194,5,4,15,0,3,25,4,0,0,0,0,9,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,4,18,6,3,77,1009,159,840,94,100,2206
LGA24850,0,0,0,0,19,0,3,0,0,21,44,3,19,0,3,69,31,0,38,3,9,80,113,12,152,3,11,297,183,24,253,19,28,509,54,17,93,16,13,192,8,3,13,0,0,24,0,0,3,0,0,3,0,4,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,6,20,3,17,0,8,42,512,72,612,51,79,1326
LGA24900,3,0,0,8,35,3,19,4,0,56,94,4,48,3,8,160,65,4,34,3,11,112,85,13,80,0,8,182,67,16,75,12,8,175,15,9,40,6,7,65,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,6,18,0,3,49,456,61,352,36,49,961
LGA24970,3,0,0,18,57,3,21,4,3,88,107,7,28,3,4,145,47,3,30,8,6,96,139,8,68,10,17,237,703,28,503,45,54,1334,1461,209,1730,230,130,3764,665,168,1005,177,113,2125,231,102,405,88,57,878,70,27,127,26,13,267,28,8,39,11,6,88,12,0,11,3,4,34,27,7,45,10,3,97,114,19,80,20,13,244,3798,597,4190,656,447,9687
LGA25060,7,0,0,18,46,0,26,0,3,81,84,0,55,6,3,153,40,9,38,3,3,97,230,12,97,10,15,359,746,31,399,41,31,1244,1173,52,653,60,57,1994,461,36,400,45,32,964,147,18,169,33,13,381,43,18,88,18,6,167,12,6,39,0,10,66,3,4,22,3,0,33,22,12,23,6,3,62,70,16,48,0,14,141,3146,214,2123,232,206,5914
LGA25150,0,0,0,8,4,0,8,3,0,19,17,8,12,3,0,38,38,0,17,0,0,60,62,10,39,3,8,122,132,16,151,14,16,329,38,20,72,7,14,147,3,3,3,0,3,15,3,0,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,7,3,3,26,337,53,333,43,48,814
LGA25250,3,0,0,18,57,0,13,0,6,86,100,4,44,16,12,170,80,6,37,5,3,136,352,9,178,16,30,584,1384,67,1044,41,83,2622,2270,134,1272,78,87,3843,1007,33,478,25,30,1573,330,11,161,16,12,535,73,4,78,3,8,163,30,4,21,7,3,69,19,0,12,3,3,38,47,7,26,0,3,85,108,10,73,12,10,219,5975,299,3526,243,300,10343
LGA25340,3,0,0,13,45,0,12,0,4,57,88,6,22,4,10,129,77,9,33,6,3,124,239,18,152,8,21,443,654,51,522,45,85,1354,547,97,632,58,99,1435,190,63,284,32,40,609,54,25,91,21,29,215,27,14,61,9,8,123,18,5,29,6,0,57,13,0,13,0,3,30,15,8,21,6,5,57,75,15,48,3,20,153,2165,315,2010,215,341,5049
LGA25430,0,0,0,0,10,0,0,0,0,15,17,4,16,0,0,37,10,0,14,0,4,35,30,0,23,0,0,55,72,16,62,0,4,151,23,0,39,0,3,64,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,184,24,166,12,16,401
LGA25490,3,0,0,6,22,3,13,0,0,38,40,3,27,3,3,70,23,0,18,5,3,51,38,4,31,3,0,75,25,4,40,3,3,75,24,0,38,0,0,59,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,3,3,33,241,36,262,19,19,576
LGA25620,0,0,0,0,9,0,3,0,0,12,18,0,3,0,0,30,22,0,13,0,0,40,34,3,22,3,0,71,35,0,24,4,8,67,8,3,20,0,3,32,0,0,5,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,4,15,172,11,117,9,18,331
LGA25710,0,0,0,0,9,0,3,0,0,11,13,0,0,3,0,17,4,0,5,0,0,6,8,0,4,0,3,15,66,6,38,5,12,130,111,12,136,15,13,287,46,21,114,5,18,207,19,17,42,10,5,88,9,10,15,3,3,33,3,3,7,3,0,14,0,3,0,0,0,3,0,0,3,0,0,9,16,3,10,3,0,26,335,70,398,55,58,918
LGA25810,0,0,0,6,18,0,13,0,0,36,55,3,32,0,3,95,19,0,19,0,0,38,28,3,26,0,0,59,8,0,9,0,0,15,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,3,0,0,16,169,12,117,11,12,324
LGA25900,8,0,0,12,35,0,15,3,3,59,107,0,22,3,4,146,38,0,17,3,6,64,213,4,59,3,8,286,847,8,159,11,7,1027,2066,3,323,14,15,2420,1549,13,379,14,16,1976,833,8,297,15,12,1168,381,12,220,20,10,642,184,16,187,10,13,401,79,4,122,12,6,231,177,23,224,36,18,480,111,0,37,3,4,158,6713,97,2096,153,125,9192
LGA25990,3,0,0,5,6,0,8,0,3,17,16,0,5,0,0,19,14,8,3,0,0,18,4,0,15,0,0,20,4,3,9,0,0,10,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,12,68,17,58,4,12,160
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,5,20,0,7,0,0,32,11,3,13,3,4,30,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,37,4,5,94
LGA26170,4,0,0,10,22,0,6,0,3,29,53,4,23,4,3,88,47,3,28,5,3,88,90,3,96,11,10,205,60,14,88,6,5,177,6,3,16,3,0,35,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,11,8,3,20,0,0,36,350,45,341,40,34,807
LGA26260,0,3,3,11,20,3,21,0,3,51,35,5,30,0,3,66,33,0,20,0,3,61,43,8,46,0,6,106,19,7,26,3,0,55,4,0,13,0,0,20,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,18,224,27,210,17,23,498
LGA26350,0,0,0,11,31,3,7,0,4,39,98,3,13,4,0,122,37,0,10,3,0,48,154,0,33,0,4,188,860,6,156,9,12,1041,1951,5,360,19,19,2347,1164,9,272,14,16,1479,665,19,209,18,15,925,278,20,163,22,10,492,137,7,122,13,12,293,55,8,86,22,6,178,115,47,190,72,27,451,91,4,45,9,14,161,5755,144,1707,208,143,7964
