LGA_CODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
LGA70200,17,11,9,17,149,15,6,18,9,23,17,12,19,123,14,8,15,13,21,7,12,24,112,3084,1252,2105,1262,549,240,170,1435,10098
LGA70420,4,4,5,3,23,0,0,4,0,5,0,3,3,20,0,3,3,0,4,0,3,0,11,601,320,406,324,187,119,139,325,2419
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,4,11,7,5,0,5,59
LGA70620,0,0,3,5,12,0,0,3,4,3,3,3,4,19,0,0,0,0,0,0,3,0,4,315,187,235,202,102,61,50,210,1366
LGA70700,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,9,107,48,102,67,40,17,18,106,505
LGA71000,68,41,43,76,577,21,17,50,56,42,24,48,34,297,10,25,46,43,26,19,40,50,277,11131,3984,6390,3482,1431,505,425,3894,31228
LGA71300,3,0,0,8,19,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,0,5,732,488,424,358,241,144,111,803,3310
LGA72200,9,13,4,15,69,0,3,4,0,3,0,3,11,26,3,7,0,0,4,0,6,8,18,931,399,670,427,210,106,90,808,3643
LGA72300,15,3,8,6,90,3,0,13,6,5,6,10,11,53,3,0,3,10,4,4,6,4,33,2033,794,1914,1106,450,134,100,1111,7644
LGA72330,4,0,4,4,23,3,0,3,0,3,3,3,6,26,0,0,0,0,0,0,4,0,7,479,267,328,250,154,85,81,645,2287
LGA72800,11,8,15,17,139,4,4,6,4,13,8,13,9,69,5,6,7,7,9,3,4,10,46,3689,1794,2879,1658,714,241,192,1310,12471
LGA73600,0,3,8,0,18,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,455,284,347,302,226,132,113,386,2238
LGA74050,0,0,0,0,8,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,276,120,113,117,69,39,46,152,926
LGA74550,0,0,3,0,14,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,239,88,145,121,75,55,66,224,1008
LGA74560,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,54,28,52,28,20,0,3,15,193
LGA74660,3,3,3,3,19,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,471,359,339,253,169,97,71,489,2256
LGA74680,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,237,161,154,119,72,69,92,230,1135
LGA79399,0,0,0,3,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,738,264,507,295,131,36,28,406,2412
LGA79499,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,75,201,106,54,17,20,302,1043
LGA79799,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,9
LGA89399,633,250,182,387,4623,228,237,789,793,487,210,195,347,3294,215,317,794,759,492,244,242,776,3839,59000,20268,41811,21560,7679,2396,1520,11251,165485
LGA89499,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,101,14,30,21,7,7,0,29,209
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,9,4,3,9,54,0,5,3,9,8,3,7,8,38,3,0,5,8,7,0,3,3,29,409,190,419,270,116,41,27,225,1702
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,3,0,0,0,4,30
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
