LGA_CODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
LGA53150,0,0,0,697,877,379,435,188,31,2612,279,554,320,452,171,39,1809,83,79,29,7,9,3,203,98,142,50,29,0,0,320,181,225,74,36,6,3,528,42,16,3,0,0,0,64,94,30,0,0,0,0,132,72,77,14,0,0,0,168,0,0,0,0,0,0,0,211,128,22,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,13,11,3,0,0,0,0,12,0,3,0,0,0,0,5,677,910,414,492,175,43,2712
LGA53220,0,0,14,344,454,253,314,158,172,1691,266,379,216,269,156,138,1428,28,16,4,3,5,3,53,9,0,0,0,0,0,10,36,15,3,3,5,3,68,15,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,0,0,0,22,26,12,0,0,0,0,35,0,0,0,0,0,0,0,4,0,0,0,0,0,5,28,11,0,0,0,0,46,21,9,0,0,0,0,28,364,421,224,276,158,139,1579
LGA53290,0,0,9,1185,1687,676,703,332,141,4733,942,1567,632,645,298,147,4236,232,88,21,13,6,3,360,9,10,3,4,0,0,28,247,96,19,16,6,3,386,38,23,4,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,4,3,0,0,68,19,11,4,0,0,0,34,3,6,3,0,0,0,11,3,0,0,0,0,0,5,18,21,3,0,4,0,52,29,24,3,13,4,3,69,1270,1727,672,673,317,153,4816
LGA53360,0,0,6,226,354,115,119,37,15,873,172,286,129,143,54,20,803,26,11,3,0,0,0,39,0,0,0,0,0,0,0,26,15,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,23,4,0,0,0,72,10,4,0,3,0,0,17,0,0,0,0,0,0,0,49,34,3,3,0,0,91,0,4,0,0,0,0,3,249,338,139,149,54,22,949
LGA53430,0,0,9,3646,3952,1614,1225,432,151,11024,1610,2511,1301,1149,405,105,7083,693,475,168,90,14,5,1455,517,572,190,108,22,11,1423,1217,1051,361,197,35,13,2876,199,91,21,6,0,3,329,263,162,31,13,4,0,468,274,219,44,10,0,0,554,3,0,0,0,0,0,8,740,477,96,37,3,4,1360,46,39,4,0,0,0,87,0,0,0,0,0,0,3,5,4,4,0,0,0,19,57,42,11,3,0,0,110,49,30,7,4,0,0,86,3668,4113,1775,1387,450,126,11519
LGA53570,0,0,3,386,750,196,218,98,58,1698,436,732,207,215,110,64,1763,16,17,3,3,0,0,39,0,0,0,0,0,0,8,13,18,6,3,0,0,45,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,7,3,0,0,0,0,11,0,3,0,0,0,0,12,0,4,0,0,0,0,5,8,13,3,0,0,0,27,9,11,4,3,3,4,36,473,780,220,224,110,68,1880
LGA53640,0,0,3,143,165,47,66,40,22,475,108,157,59,47,28,16,406,5,3,0,0,0,0,8,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,110,160,58,47,29,16,428
LGA53710,0,0,0,107,151,47,47,26,11,391,105,137,57,40,21,14,367,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,11,5,0,4,0,0,0,9,117,145,55,37,21,14,389
LGA53780,0,0,12,7216,11514,6472,6433,2777,1680,36102,5830,10150,6462,6613,3197,2070,34319,1488,1087,519,337,140,66,3635,87,95,60,38,14,4,295,1580,1185,580,372,147,67,3934,142,134,45,30,15,10,369,45,26,19,8,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,160,61,38,15,8,470,76,22,4,0,0,0,105,0,0,0,0,0,0,3,16,24,17,6,5,5,77,94,49,25,16,5,3,192,37,21,9,8,4,0,77,7728,11573,7136,7043,3374,2157,38996
LGA53800,0,0,12,3317,4599,2036,1960,892,484,13285,2386,4291,1892,1889,827,402,11690,672,314,77,49,18,8,1124,92,110,40,36,16,7,302,762,422,117,79,37,10,1422,145,68,9,14,3,0,239,7,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,69,9,16,3,0,251,109,55,0,0,0,0,169,12,11,3,5,0,0,30,17,27,15,16,3,10,85,138,94,21,21,3,7,284,25,19,3,9,0,0,56,3468,4890,2045,2011,871,422,13710
LGA53920,3,3,31,167,159,86,68,67,187,729,121,107,68,78,52,109,527,37,18,15,3,7,3,86,5,5,0,0,0,0,15,46,27,21,4,7,3,102,11,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,19,13,0,0,0,0,0,13,10,3,0,0,0,0,14,3,0,5,0,0,0,13,26,8,4,0,0,3,37,3,0,0,0,0,3,5,196,144,95,81,58,119,694
LGA53990,0,0,7,1442,2879,1311,1421,628,246,7927,1473,3008,1373,1587,677,304,8417,179,117,26,19,5,3,349,0,4,3,4,0,0,14,177,124,29,21,5,3,356,29,11,7,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,7,4,0,0,52,59,21,3,4,0,0,80,3,0,0,0,0,0,3,3,0,0,0,0,0,9,65,17,4,4,0,0,91,18,18,6,3,0,0,49,1759,3185,1420,1619,684,314,8975
LGA54060,0,0,4,321,538,170,176,98,27,1326,303,549,166,152,73,25,1267,20,17,3,0,0,0,42,0,0,0,0,0,0,0,20,17,3,0,0,0,42,33,7,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0,0,48,20,11,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,7,24,13,0,0,0,0,40,5,4,0,4,0,0,16,389,593,167,157,75,25,1404
LGA54130,0,0,0,110,133,57,57,28,3,386,95,144,47,46,31,3,361,5,8,0,0,0,0,13,0,0,0,0,0,0,0,12,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,8,0,0,0,0,16,0,0,0,0,0,0,0,109,161,47,45,31,3,390
LGA54170,0,0,7,8852,17814,9587,11247,4176,1327,52997,6682,16148,8861,10892,4097,1224,47900,1490,1087,357,213,43,12,3197,325,502,205,139,48,23,1244,1819,1588,567,347,88,35,4445,339,144,13,7,3,0,505,133,171,46,11,8,0,363,142,155,39,13,0,0,348,7,0,0,0,0,0,5,626,466,95,35,9,3,1233,103,44,4,3,0,0,150,0,3,0,0,0,0,4,0,7,4,3,0,0,18,106,48,10,5,0,0,169,23,21,7,10,3,0,59,9250,18272,9536,11296,4201,1257,53807
LGA54200,0,0,0,3578,6880,3167,3235,1396,609,18872,3385,6748,3168,3418,1487,664,18871,545,287,71,34,17,11,958,26,16,8,4,0,0,48,568,304,78,36,17,11,1006,38,7,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,0,46,41,20,3,0,0,0,59,0,0,0,3,0,0,9,8,5,6,4,3,0,35,51,29,14,9,3,0,107,10,14,10,11,0,3,47,4059,7106,3267,3473,1505,679,20084
LGA54280,0,0,32,2197,3170,1652,1637,802,416,9874,1520,2508,1387,1497,705,370,7973,592,419,178,113,45,22,1367,69,59,38,19,3,0,190,659,479,208,126,46,23,1555,119,53,13,12,5,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,53,13,12,5,0,201,112,40,0,0,0,0,149,3,0,0,0,0,0,3,3,3,3,3,0,0,14,114,39,7,3,0,0,167,30,11,3,3,0,3,54,2442,3094,1615,1640,754,397,9951
LGA54310,4,0,23,922,1625,895,1117,451,277,5284,743,1456,947,1170,543,255,5113,271,213,80,48,18,16,647,27,19,3,8,0,3,58,304,231,91,50,23,19,708,70,45,11,3,0,0,134,22,0,0,0,0,0,22,30,18,3,0,0,0,53,0,0,0,0,0,0,0,120,67,16,8,0,0,208,43,31,9,4,3,0,89,8,7,0,0,0,0,13,3,3,0,0,0,0,6,58,39,9,7,0,0,113,11,9,5,3,0,0,31,1230,1803,1062,1231,568,280,6178
LGA54340,0,0,0,414,514,194,181,125,87,1512,326,475,169,154,77,72,1275,45,27,13,10,3,3,97,0,0,0,0,0,0,0,45,27,13,10,3,3,97,10,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,13,389,511,183,163,81,71,1399
LGA54410,0,0,0,121,159,53,62,27,17,437,107,166,54,42,25,18,418,12,3,3,0,0,0,20,0,0,0,0,0,0,0,12,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,5,5,3,0,3,0,3,10,124,175,62,47,25,16,449
LGA54480,0,0,0,47,78,17,34,25,0,206,43,54,31,29,15,3,178,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,50,55,33,29,16,3,189
LGA54550,0,0,0,189,302,95,107,37,18,752,186,277,76,106,42,13,701,9,7,0,0,0,0,11,0,0,0,0,0,0,0,9,7,0,0,0,0,11,22,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,3,214,277,81,108,47,18,740
LGA54620,0,0,0,97,127,32,49,25,12,339,74,106,52,31,17,8,284,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,91,116,52,31,17,8,315
LGA54690,0,0,0,52,67,24,21,7,7,176,52,66,23,13,12,3,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,66,23,13,12,3,174
LGA54760,0,0,0,91,118,49,39,17,11,324,74,108,30,37,26,4,279,9,5,0,0,0,0,19,0,0,0,0,0,0,0,9,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,88,115,30,37,26,4,300
LGA54830,0,0,3,2215,3306,1779,1577,697,420,9986,2116,3738,2259,2101,911,525,11648,253,187,67,45,12,5,569,49,44,14,10,4,3,118,304,230,77,52,18,13,691,192,81,17,7,4,0,308,63,44,13,6,3,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,126,33,20,7,0,442,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,21,10,12,7,3,64,15,20,15,14,7,3,72,10,16,11,0,3,4,39,2702,4125,2396,2186,945,540,12892
LGA54900,0,0,0,169,203,61,63,32,12,538,133,150,63,55,21,13,434,13,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,3,0,0,0,0,0,11,161,155,63,55,26,13,469
LGA54970,0,0,0,76,63,28,11,10,19,211,41,47,17,19,11,17,154,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,3,6,0,0,0,0,7,56,53,17,19,11,17,175
LGA55040,0,0,4,105,114,39,70,35,28,387,73,75,40,30,17,17,258,16,0,0,0,0,0,18,0,0,0,0,0,0,0,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,16,3,0,0,0,0,0,3,0,4,3,0,0,0,5,10,11,7,0,0,0,27,6,0,0,0,0,0,11,111,90,45,37,20,17,314
LGA55110,0,0,13,6601,10693,3615,3538,1402,609,26457,5008,9768,3923,3862,1577,741,24879,1622,1140,213,90,26,13,3095,342,406,130,60,18,4,954,1965,1542,340,149,36,18,4054,519,311,26,10,3,0,868,47,77,9,8,0,0,141,85,120,38,6,0,4,245,0,0,0,0,0,0,0,647,502,72,18,3,5,1254,128,64,4,0,0,0,203,9,3,0,0,0,0,11,0,0,4,0,0,0,6,142,72,4,3,0,0,223,27,24,10,3,3,0,69,7795,11906,4347,4033,1620,762,30475
LGA55180,0,0,8,935,1328,464,430,229,93,3479,808,1289,425,388,182,92,3189,83,25,11,7,0,0,123,0,0,0,0,0,0,0,78,25,11,9,0,0,122,81,28,3,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,28,3,0,0,0,108,9,11,0,0,0,0,17,0,7,0,0,0,0,10,3,3,0,0,0,0,4,9,17,0,3,4,0,33,10,9,0,3,0,0,24,989,1372,441,397,186,96,3479
LGA55250,0,0,17,103,96,37,20,18,26,300,44,62,24,20,16,10,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,23,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,3,3,0,12,78,69,25,24,14,12,219
LGA55320,5,0,24,8455,11935,5732,6295,2394,774,35577,4577,9012,4914,5707,2177,777,27171,2679,1872,624,412,83,24,5689,362,564,298,269,78,27,1594,3040,2430,922,684,161,51,7288,534,197,38,19,4,0,788,130,90,10,3,0,0,233,106,120,19,10,0,0,251,3,0,0,0,0,0,3,782,401,67,32,8,0,1282,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,5,0,3,0,0,9,26,30,9,22,0,3,100,8427,11884,5917,6445,2351,827,35846
LGA55390,0,0,4,29,19,10,8,5,15,80,26,15,9,3,3,14,65,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6,3,3,0,0,0,0,7,36,20,4,9,3,17,80
LGA55460,0,0,5,363,437,165,135,80,36,1215,306,427,152,133,82,43,1147,39,6,0,0,0,0,43,0,0,0,0,0,0,0,39,6,0,0,0,0,43,9,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,10,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,3,3,0,0,0,7,354,443,160,136,82,48,1213
LGA55530,0,0,0,56,64,25,25,13,8,181,44,63,27,26,10,3,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,3,52,64,27,23,10,3,180
LGA55600,0,0,3,219,336,132,111,56,44,896,230,299,116,106,64,21,837,12,3,0,0,0,0,12,0,0,0,0,0,0,0,12,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,4,11,4,4,0,0,0,19,3,0,0,0,3,0,8,253,303,120,106,73,22,874
LGA55670,0,0,0,90,95,37,41,18,11,299,90,85,36,25,16,12,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,86,36,25,16,11,265
LGA55740,0,0,0,1137,1054,441,481,192,53,3359,320,649,345,451,211,43,2010,170,85,20,9,6,3,289,100,79,28,15,3,3,231,262,172,46,24,11,4,524,47,22,0,3,0,0,74,228,79,13,7,0,0,328,181,152,20,12,4,0,371,0,0,0,0,0,0,0,455,256,39,20,3,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,1072,432,494,229,44,3312
LGA55810,0,0,0,65,50,40,12,7,14,196,48,47,7,16,4,9,127,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,6,0,3,0,0,0,0,5,53,53,7,16,4,11,143
LGA55880,0,0,0,49,75,22,27,9,5,187,55,69,32,25,11,8,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,52,71,32,25,11,8,202
LGA55950,0,0,0,54,90,26,25,12,0,208,46,83,19,30,10,5,196,8,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,91,19,29,10,5,203
LGA56090,0,0,4,2299,4549,2013,2163,967,405,12392,2202,4523,2056,2187,898,421,12283,270,137,33,21,3,4,466,0,3,0,0,0,0,4,276,144,31,21,6,4,471,10,0,3,0,0,0,12,13,3,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,4,26,3,3,0,0,0,30,17,3,0,0,0,0,23,0,3,0,0,0,0,4,3,0,0,0,0,0,9,24,10,3,3,0,0,35,10,10,3,3,0,0,29,2525,4686,2091,2209,906,430,12849
LGA56160,0,0,0,6,16,3,8,0,0,34,12,4,0,3,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,7,16,9,4,4,3,3,36
LGA56230,0,0,3,1191,2085,680,744,320,151,5175,1029,2207,823,799,363,193,5423,199,113,17,4,0,0,337,3,5,0,0,0,0,9,206,121,17,4,0,0,352,5,11,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,0,0,0,19,108,44,9,0,0,0,161,0,15,0,0,0,0,15,3,3,0,0,0,0,4,113,63,9,3,3,0,189,12,6,0,0,0,0,19,1361,2408,858,811,370,194,6000
LGA56300,0,0,0,147,236,50,41,32,12,518,140,220,56,41,21,7,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,3,3,4,0,0,0,0,12,4,8,3,0,0,0,20,0,0,0,0,0,0,0,148,230,58,44,21,7,514
LGA56370,0,0,0,86,143,40,30,18,4,324,75,124,40,26,16,7,298,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,129,40,26,16,7,302
LGA56460,0,0,3,502,681,237,224,128,52,1821,447,584,230,214,98,63,1639,50,27,8,4,3,3,96,0,0,0,0,0,0,0,50,27,8,4,3,3,96,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,17,3,9,0,0,0,0,13,0,0,0,0,0,0,0,39,14,0,0,0,0,54,43,19,0,0,0,0,64,4,4,0,0,0,0,8,553,638,248,220,100,62,1820
