LGA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
LGA34880,0,0,0,0,0,0,0,0,0,0,0,3,0,0,206,216,16,3,10,14,16,74,85,152,398,338,239,128,95,26,396,1999,0,0,3,0,6,3,25,35,56,24,7,9,3,3,25,196,0,3,10,8,44,9,35,20,15,0,0,0,0,0,20,165,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,20,3,0,6,11,11,9,3,3,4,0,0,0,0,0,8,54,8,8,17,61,71,30,52,41,51,14,8,7,4,3,38,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,15,18,37,87,131,49,109,101,130,39,18,12,5,6,116,868,72,26,111,130,181,537,419,540,847,611,426,216,179,51,793,5126,3,0,0,0,7,0,10,6,72,77,88,58,63,25,16,429,0,0,0,0,3,8,10,10,30,14,12,4,3,4,6,104,3,3,0,0,5,3,8,13
LGA35010,3,0,3,0,4,3,13,15,40,15,4,5,3,0,2793,2912,137,75,180,132,229,723,1242,2206,8170,8399,7133,5541,5132,1718,6117,47133,5,19,25,36,149,55,580,727,1591,863,339,281,106,14,546,5326,12,28,78,184,680,169,821,553,624,231,64,53,12,3,329,3839,11,10,10,27,62,16,87,48,100,62,23,20,7,0,79,563,14,33,108,172,302,75,139,65,62,26,8,3,0,0,72,1083,113,90,338,643,1291,414,963,578,802,270,90,40,18,3,608,6278,0,3,3,3,11,0,4,9,14,6,3,4,0,0,231,294,156,185,562,1067,2485,734,2587,1982,3195,1451,527,405,144,24,1867,17376,659,344,1424,1563,3147,7345,7416,8316,17549,14650,12067,8254,7371,2392,11195,103694,8,10,0,3,18,10,40,66,680,1399,2502,1643,1518,680,150,8721,0,6,9,0,28,38,94,165,534,231,166,89,53,44,29,1495,9,3,11,3,16,23,75,150
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,7,30,10,9,16,12,0,0,4,0,7,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,17,13,4,4,7,4,9,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,18,13,4,6,10,8,12,4,0,0,0,0,0,80,0,3,24,15,12,46,25,19,37,15,14,3,4,0,12,239,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,188,17,3,5,3,5,21,26,53,158,222,225,425,479,229,350,2216,0,0,0,7,8,0,20,32,54,50,21,40,14,3,25,293,0,0,0,6,20,3,11,15,12,9,0,3,0,0,15,92,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,20,3,0,5,3,9,3,7,6,3,0,0,0,0,0,5,45,9,0,15,39,65,10,31,16,26,13,5,6,0,0,33,283,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,18,15,0,25,53,104,19,74,77,103,80,24,55,14,3,107,747,37,4,45,59,116,122,160,182,370,496,501,691,849,358,642,4639,0,0,0,0,0,0,0,4,29,49,111,126,220,140,7,686,0,0,0,0,0,0,0,3,12,4,10,4,3,0,0,32,0,0,0,0,0,0,0,0
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,5,8,3,9,4,22,27,22,95,82,60,32,27,15,112,510,0,0,0,0,4,0,10,5,12,3,0,0,0,0,7,48,0,0,3,0,8,0,7,3,0,0,3,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,4,0,0,0,0,0,0,10,0,0,0,10,9,9,12,6,4,0,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,3,16,24,9,26,18,24,4,3,0,0,0,19,160,16,5,12,21,35,95,88,93,177,161,121,50,48,23,212,1158,5,0,0,0,4,0,3,3,16,22,34,16,30,10,0,146,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,22,0,0,0,0,0,4,3,8
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,21,5,8,23,9,5,3,0,0,0,84,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,16,13,0,3,3,4,13,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,12,3,4,9,7,14,0,0,0,0,0,0,77,3,5,25,17,4,35,22,16,34,11,5,3,7,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,0,0,0,0,0,3,0,3,0,0,0,0,0,476,483,37,18,36,31,44,128,205,350,999,823,524,425,280,119,891,4885,0,5,0,4,25,16,71,70,134,55,11,21,5,3,60,480,0,6,21,49,159,38,136,95,81,26,3,8,3,0,76,704,0,0,0,7,9,4,16,9,11,9,4,3,0,0,16,80,0,3,15,25,53,3,19,11,7,0,0,0,0,0,15,152,20,12,44,76,169,63,120,84,86,31,14,9,3,0,81,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,25,28,79,149,416,129,357,272,319,114,33,40,11,5,271,2242,147,66,280,254,553,1256,1209,1493,2446,1636,1057,753,576,255,1800,13774,3,0,4,0,6,3,13,18,122,165,205,141,102,80,16,870,0,3,0,0,10,10,31,47,135,56,39,16,25,29,12,421,0,0,0,0,3,12,10,32
LGA35760,0,0,0,0,0,0,0,0,3,0,0,0,0,0,98,105,14,3,6,11,11,41,60,105,193,127,93,71,40,20,186,979,3,0,8,7,4,7,11,14,13,3,4,0,0,0,9,81,0,0,0,4,16,5,22,11,9,3,0,0,0,0,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,15,3,3,6,16,34,11,25,20,18,0,0,0,0,0,23,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,3,20,30,60,22,53,45,37,9,7,0,0,0,53,358,65,14,72,63,100,345,263,291,448,265,169,97,71,32,418,2719,15,3,0,0,9,0,13,16,45,62,48,18,28,20,15,290,0,0,0,0,0,0,5,7,19,8,4,0,0,0,4,55,3,0,0,0,6,5,9,18
LGA35780,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,15,3,0,3,4,13,20,20,30,45,36,26,14,3,0,20,240,0,0,0,3,6,0,13,7,12,6,3,0,0,0,0,60,0,0,0,0,4,8,9,0,7,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,14,6,6,3,13,5,8,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,7,14,8,21,11,33,14,21,8,3,0,0,0,8,151,8,7,19,21,32,45,59,48,80,50,39,16,14,0,31,473,0,0,0,0,0,0,0,0,4,3,3,3,3,3,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,26,22,22,47,33,12,10,9,0,5,191,0,0,0,3,0,0,4,0,11,7,0,0,0,0,0,32,0,0,0,0,4,0,5,3,9,0,3,0,0,0,5,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,18,0,0,20,14,13,11,4,9,26,4,3,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,19,16,15,13,45,12,8,0,0,0,3,178,0,0,23,28,28,56,42,42,100,46,18,14,6,0,13,420,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,7,5,14,41,17,18,8,12,3,38,170,0,0,0,0,0,0,3,3,8,0,0,0,0,0,4,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,4,3,6,8,3,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,4,4,5,4,12,14,11,3,4,0,0,0,22,81,4,0,11,5,9,44,33,46,82,40,45,22,16,8,89,441,5,3,0,0,0,0,4,9,14,3,8,3,11,6,4,64,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,18,9,5,3,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,9,0,3,3,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,4,7,3,3,5,0,0,0,0,0,3,47,0,3,14,10,3,25,18,22,29,12,8,4,0,0,3,156,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,3,3,5,12,19,15,7,4,7,0,34,103,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,0,3,5,9,0,0,0,0,0,0,44,0,0,11,6,6,13,17,27,53,23,16,11,10,0,55,251,0,0,0,0,0,0,0,0,8,4,7,3,3,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3
LGA36250,3,0,0,0,0,5,4,7,9,7,4,3,0,0,1115,1150,60,26,64,42,65,189,335,638,2544,3110,2802,2394,2304,937,2541,18046,0,6,9,6,57,28,204,244,558,366,168,132,53,11,193,2038,0,5,26,64,228,42,264,181,244,86,33,19,8,3,105,1314,0,0,3,9,14,7,23,25,39,20,8,7,0,3,29,197,15,6,38,57,75,15,33,12,35,13,3,6,0,0,19,329,31,31,101,173,302,127,271,183,261,98,36,17,10,3,186,1835,0,0,0,0,0,0,0,0,3,0,0,0,0,0,56,68,47,52,183,310,675,221,792,643,1141,580,255,185,74,21,595,5778,270,110,485,483,886,2523,2447,2830,5911,5523,4771,3502,3312,1280,4355,38700,0,3,4,0,4,4,19,12,205,440,882,667,653,302,61,3254,0,0,7,3,4,16,48,52,206,85,67,47,35,35,14,609,0,0,0,0,3,8,22,42
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,4,0,0,7,0,12,21,8,8,3,5,0,21,89,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,24,7,0,3,3,0,19,18,30,32,23,20,4,8,4,32,214,3,0,0,0,0,0,0,0,13,4,7,6,0,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,0,0,3,0,0,4,6,9,6,0,0,3,0,845,871,36,8,25,22,38,130,199,385,1316,1473,1155,865,847,303,1473,8269,9,7,6,18,23,9,112,140,277,172,77,50,25,3,120,1038,0,4,13,50,129,26,170,88,114,43,12,6,0,0,61,732,0,0,3,6,15,3,21,10,27,19,3,3,3,0,22,132,5,3,28,31,75,17,23,18,14,5,0,0,0,0,18,241,23,25,82,174,262,86,228,128,191,56,27,21,3,0,157,1471,0,0,0,0,0,3,0,5,3,0,0,0,0,0,67,81,33,38,135,276,513,144,550,394,631,299,119,76,33,5,440,3688,135,58,253,362,603,1492,1322,1428,2937,2697,2096,1364,1327,437,2870,19372,3,4,0,0,3,3,7,18,151,295,436,272,271,180,40,1688,0,0,0,0,13,5,20,23,86,40,16,10,6,9,7,246,0,4,0,0,3,7,25,38
LGA36510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,297,16,8,20,30,26,102,172,285,864,766,521,338,288,82,633,4152,0,3,3,6,22,7,47,55,100,54,14,17,8,0,42,371,0,0,8,27,65,18,76,46,43,12,0,3,0,0,28,332,3,0,3,3,4,0,10,5,5,5,3,0,0,0,8,46,0,0,12,22,22,8,9,3,4,0,0,0,0,0,7,90,4,7,35,62,125,29,98,55,66,23,10,7,0,0,59,579,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,25,15,14,57,119,244,64,237,166,217,88,21,28,6,0,161,1441,95,35,202,193,314,980,877,977,1862,1347,933,559,463,140,1182,10147,10,4,4,0,8,4,10,12,106,147,194,99,120,48,16,777,0,3,0,0,8,4,14,23,75,49,18,13,7,12,9,240,0,0,0,0,5,7,20,29
LGA36580,0,0,0,0,0,3,0,0,0,0,0,0,0,0,169,176,4,10,24,15,15,68,113,193,585,398,275,170,121,30,378,2407,0,0,0,3,7,0,28,38,53,12,7,0,0,0,17,177,0,3,5,11,38,4,31,27,36,7,0,0,0,0,18,180,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,17,0,0,9,10,16,3,10,5,0,3,0,0,0,0,3,65,7,10,20,44,109,23,89,43,38,14,3,0,0,0,43,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,10,15,39,66,177,37,158,110,128,38,15,0,0,0,104,904,53,28,145,129,229,711,541,630,1106,700,463,267,201,51,715,5963,4,6,3,0,10,3,6,13,63,81,126,81,60,21,10,487,0,3,0,0,3,3,15,12,31,11,17,7,3,0,0,105,0,0,0,0,3,0,3,15
LGA36630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,244,249,11,17,40,26,25,141,157,258,699,483,291,231,171,40,497,3084,0,0,0,5,13,8,30,33,68,29,7,13,5,0,32,237,0,3,13,18,65,16,63,28,32,13,3,3,0,0,26,273,0,0,0,5,4,0,6,0,6,4,0,0,0,0,11,41,0,3,15,21,22,4,8,8,0,0,0,0,0,0,5,92,11,5,51,83,137,49,123,61,60,12,3,0,0,0,56,650,0,0,0,3,0,0,0,3,0,0,0,0,0,0,30,42,12,18,78,136,235,69,237,135,165,56,9,12,5,3,164,1337,65,41,228,217,318,1270,836,875,1408,834,525,340,285,74,1077,8395,5,7,7,0,14,4,23,25,126,112,123,64,69,40,17,630,0,0,0,0,11,6,18,19,54,22,7,4,0,3,0,147,3,0,3,0,7,10,19,29
LGA36660,0,0,0,0,0,0,0,0,3,3,0,0,0,0,273,284,13,12,23,25,42,137,214,336,837,589,361,179,117,43,591,3512,0,3,0,4,24,10,50,48,64,35,8,4,0,0,20,275,0,3,21,19,69,17,78,49,28,11,7,3,0,0,26,333,0,0,0,3,3,3,7,6,5,3,3,0,0,0,11,45,0,3,12,7,26,4,13,4,3,0,0,0,0,0,9,82,6,7,37,55,123,50,110,73,66,26,12,3,0,0,74,649,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,28,10,18,73,100,244,86,254,182,169,75,21,9,0,3,156,1406,81,36,204,177,350,1178,919,1056,1738,1108,624,288,207,64,1131,9150,12,4,4,0,13,0,21,19,135,141,156,72,52,31,20,680,0,3,3,0,4,5,16,26,64,26,21,3,0,3,0,180,0,3,0,0,6,5,23,30
LGA36720,3,0,4,0,3,6,11,7,25,6,7,7,0,3,2406,2490,117,66,162,129,181,611,997,1686,5715,4899,3548,2598,2297,814,4465,28287,5,3,23,34,120,45,416,415,871,440,121,148,34,4,301,2984,4,29,80,185,610,176,651,437,472,139,44,23,12,3,285,3157,3,6,3,10,37,10,52,36,52,31,10,9,0,3,70,336,20,23,64,99,197,64,95,48,43,9,3,5,0,0,58,724,73,78,214,364,748,295,529,435,479,110,52,31,12,5,345,3771,4,0,0,3,5,3,6,7,8,0,0,0,0,0,111,151,118,137,379,700,1717,595,1750,1380,1925,728,231,216,59,18,1174,11128,626,279,1159,1160,2331,6325,6116,7273,13020,9079,6474,4131,3652,1334,8629,71585,11,0,3,0,17,8,43,57,549,956,1411,953,853,460,107,5436,0,10,10,4,40,47,124,192,607,224,168,90,64,94,40,1719,4,0,8,0,17,26,64,130
LGA36820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,261,10,5,25,13,20,75,109,172,484,345,211,167,106,33,441,2220,0,0,3,5,13,8,37,31,62,28,5,10,6,0,28,227,3,4,7,28,69,19,37,35,27,5,5,3,0,0,27,265,0,0,0,0,0,3,3,5,7,3,0,0,0,0,3,28,0,3,10,11,17,3,5,4,3,0,0,0,0,0,10,65,11,6,34,46,78,30,78,42,40,22,0,0,0,0,61,457,0,0,0,0,0,0,3,0,3,0,0,0,0,0,31,40,14,14,49,89,184,56,167,117,141,52,9,13,6,0,166,1081,84,24,165,147,246,752,592,656,1076,698,411,283,210,72,1002,6410,3,6,0,0,8,0,20,22,74,102,96,54,60,34,11,485,0,0,0,0,8,10,17,26,52,14,19,12,3,3,0,166,4,0,0,3,3,4,10,17
LGA36910,0,0,0,0,0,0,4,4,16,4,3,0,0,0,1379,1415,58,25,77,50,111,332,606,940,3288,2916,2259,1534,1411,485,2599,16692,6,4,12,22,58,23,200,232,501,279,94,81,23,8,191,1729,3,18,42,92,290,57,331,203,219,70,20,11,0,4,113,1464,0,3,7,12,21,8,29,21,27,15,9,4,0,0,33,195,4,11,29,58,101,23,43,18,22,7,0,3,0,0,22,336,41,42,119,214,488,171,412,236,319,94,26,16,7,3,194,2384,0,0,0,3,3,0,10,0,3,0,0,0,0,0,75,98,59,74,212,397,963,293,1028,702,1081,466,147,115,34,10,615,6208,304,127,575,593,1243,3222,3239,3533,7029,5397,3991,2357,2171,766,4818,39372,10,17,9,0,26,12,36,44,385,614,974,664,585,282,79,3730,0,0,3,0,22,15,60,75,240,103,72,46,23,28,7,704,5,3,6,0,19,9,35,90
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,0,0,5,0,3,5,11,12,35,40,42,24,43,8,99,334,0,0,0,0,3,3,4,8,11,8,3,3,0,0,8,52,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,27,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,15,0,0,0,6,4,0,0,0,0,0,0,0,0,0,3,11,0,0,0,7,8,3,4,4,6,0,0,0,0,0,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,9,16,6,11,19,22,14,5,5,3,0,54,163,5,5,7,12,18,22,34,48,81,70,67,44,54,13,179,660,0,0,0,0,0,0,0,0,3,0,15,7,19,13,3,59,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,11,0,0,12,9,6,62,61,77,125,61,20,3,3,0,13,450,0,0,3,3,15,0,14,5,27,4,0,3,0,0,0,81,0,0,15,8,6,9,11,0,9,0,0,0,0,0,0,68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,15,9,3,18,26,21,13,16,12,14,0,3,0,0,0,5,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,47,34,46,24,43,23,50,12,0,3,0,0,9,313,12,4,58,49,54,123,120,106,196,89,28,5,8,0,22,875,0,0,0,0,0,0,0,0,3,3,3,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0
LGA37010,0,0,0,0,0,0,3,5,13,11,3,3,0,0,2314,2358,73,26,61,46,72,235,405,658,2774,3232,3028,2338,2329,844,3599,19725,7,14,11,11,73,26,273,356,826,474,196,158,67,11,268,2750,0,16,39,79,270,76,306,208,253,93,36,17,3,0,140,1535,0,3,11,12,24,3,29,30,56,23,7,7,6,3,49,266,7,14,51,75,132,25,36,30,32,9,0,3,0,0,49,462,44,33,156,259,499,139,359,226,331,96,39,16,10,3,281,2496,0,0,3,0,0,3,0,3,5,0,0,0,0,0,113,132,60,81,267,439,993,271,1000,849,1499,699,278,201,93,19,889,7648,268,132,533,592,1202,2125,2519,2942,6837,6271,5694,3744,3688,1245,6703,44501,9,3,3,0,8,3,12,27,309,686,1263,925,874,378,70,4581,0,7,3,0,16,26,54,74,196,85,54,34,17,18,6,586,3,0,0,0,3,7,27,73
