LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA17550,11,13,21,44,204,418,232,60,36,20,1089,13,0,8,9,15,17,99,255,160,57,30,11,677,8,0,3,4,8,9,23,97,65,35,17,5,268,9,0,4,6,3,11,22,72,61,34,26,19,267,3,0,0,0,0,0,3,18,24,16,37,4,110,24,3,13,20,14,47,109,206,123,40,30,24,647,7,0,39,36,20,33,41,29,8,0,3,60,283,352,59,548,602,458,832,2053,2676,1154,337,258,336,9669
LGA17620,8,15,18,41,51,14,0,0,3,17,204,20,0,5,10,8,20,20,15,5,0,0,3,108,11,0,0,3,3,9,6,13,3,0,0,6,58,4,0,0,0,4,9,8,17,3,0,0,3,60,7,0,0,0,0,3,6,6,4,0,0,0,30,25,0,6,3,9,18,14,8,0,0,0,10,95,4,0,6,6,4,4,3,0,0,0,0,4,45,224,17,119,203,162,313,259,109,28,4,11,88,1523
LGA17640,7,8,3,9,16,0,0,0,0,0,61,6,0,0,3,0,8,0,3,0,0,0,3,34,5,0,0,0,0,0,3,0,0,0,0,0,12,6,0,0,0,0,8,3,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,4,0,0,7,0,0,0,0,0,30,4,0,0,3,0,0,0,0,0,0,0,0,8,129,15,53,55,59,80,70,15,7,3,8,21,515
LGA17650,3,7,6,8,12,0,3,0,0,4,43,8,0,0,3,0,3,3,8,0,0,0,3,30,0,0,0,3,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,7,3,0,0,0,0,6,31,5,0,0,7,0,3,0,0,0,0,0,0,17,84,9,47,102,44,82,68,19,4,3,0,29,483
LGA17750,17,52,41,168,321,228,39,4,10,19,914,25,0,7,42,19,88,216,172,38,3,4,13,627,8,3,0,13,8,56,99,89,17,0,0,6,302,8,4,5,13,7,21,61,89,39,4,5,11,263,4,0,7,4,3,5,18,29,17,0,4,0,104,8,3,22,40,21,86,128,92,30,4,0,21,458,3,0,39,35,12,29,23,12,4,0,0,44,201,270,103,586,1041,576,1299,2074,1130,245,35,34,223,7616
LGA17850,4,3,3,5,0,0,0,0,0,4,39,3,0,0,0,0,0,3,0,0,0,0,3,20,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,3,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,5,77,6,59,65,39,30,7,0,0,0,0,24,303
LGA17900,6,15,12,4,0,0,0,0,3,9,93,34,3,12,10,0,7,3,0,0,0,0,0,69,19,3,0,3,3,3,0,0,0,0,0,3,29,16,0,3,3,0,0,0,0,0,0,0,0,26,9,3,0,0,0,0,0,0,0,0,0,0,14,21,0,4,11,11,8,0,3,0,0,0,8,67,11,0,4,13,6,0,0,0,0,0,0,4,40,280,29,135,233,109,55,18,8,0,3,9,67,953
LGA17950,4,3,0,3,0,0,0,0,0,3,30,4,3,7,4,9,3,0,0,0,0,0,0,29,3,0,0,3,0,4,0,0,0,0,0,0,15,5,0,3,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,3,0,0,0,0,3,24,4,0,11,0,0,0,0,0,0,0,0,3,15,68,14,77,63,32,24,9,0,3,0,3,19,310
LGA18020,8,21,12,6,5,0,0,0,0,3,66,13,0,9,4,6,11,4,0,0,0,0,4,58,9,0,0,3,4,5,0,0,0,0,0,0,23,4,0,3,4,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,6,9,0,6,16,11,9,3,0,0,0,0,0,55,0,4,4,10,0,0,0,0,0,0,0,4,27,161,26,164,266,134,76,21,11,3,3,7,48,924
LGA18050,3,5,8,12,47,171,266,303,378,24,1242,17,0,3,3,5,9,26,134,319,394,536,31,1466,14,0,0,3,0,6,9,34,154,211,424,15,871,24,0,3,3,3,8,20,54,172,345,1186,22,1847,21,0,3,3,5,0,11,17,65,193,1591,31,1940,14,0,3,4,3,12,21,46,123,195,702,55,1180,7,0,11,12,0,3,9,27,24,33,69,25,227,292,32,262,141,86,132,375,1095,1684,2132,5545,348,12132
LGA18100,3,3,3,3,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,5,8,0,3,7,0,3,0,0,0,0,0,0,14,0,0,6,3,0,0,0,0,0,0,0,0,9,76,8,66,54,45,18,4,0,0,0,0,12,292
LGA18200,4,12,6,3,0,3,0,0,3,0,44,9,0,0,0,6,0,0,4,0,0,0,0,27,3,0,0,0,0,6,0,3,0,0,0,0,12,3,0,0,0,0,0,3,3,0,0,0,0,12,3,0,3,0,0,0,0,0,0,0,0,0,8,11,0,5,3,7,4,3,6,0,0,0,3,42,3,0,5,15,3,3,0,0,0,0,0,3,28,117,16,108,172,73,60,32,25,0,0,7,26,629
LGA18230,14,34,62,119,190,104,23,0,3,15,576,14,3,5,18,34,69,116,110,19,0,0,10,412,12,0,4,4,9,14,53,68,12,0,3,3,184,4,0,3,12,0,15,33,72,15,8,7,3,164,4,0,0,3,0,6,9,28,7,3,3,3,76,14,3,30,37,26,56,98,67,14,0,0,24,369,14,4,29,25,11,20,13,9,0,0,0,31,161,262,76,528,739,533,905,1265,786,112,15,37,204,5464
LGA18250,11,4,7,8,18,122,345,253,316,32,1156,30,0,0,5,7,5,15,86,387,375,405,28,1339,10,0,0,3,3,8,14,27,170,208,241,14,691,29,0,3,8,0,4,10,40,233,359,686,27,1395,22,0,4,4,3,3,11,23,92,249,910,12,1329,16,0,6,3,3,14,16,28,110,161,317,37,723,12,0,6,6,0,3,7,11,19,17,54,45,180,325,27,200,134,86,101,222,679,1996,2228,3571,321,9886
LGA18350,9,6,9,32,75,149,89,35,13,13,456,20,0,0,6,8,9,53,109,74,26,15,8,340,11,0,0,3,5,5,12,38,40,19,11,0,140,6,0,0,3,3,0,16,35,45,26,22,3,159,5,0,3,0,0,3,3,13,19,16,31,3,94,21,0,6,5,7,13,41,62,46,24,32,14,265,8,0,8,21,3,3,13,6,0,3,0,22,89,225,19,86,258,206,278,593,905,478,205,157,145,3554
LGA18400,0,3,3,9,49,115,44,16,14,5,292,19,0,4,6,5,9,34,88,55,24,15,3,246,3,0,3,0,5,7,15,30,28,10,12,0,112,10,0,0,0,0,6,6,29,29,27,15,3,122,7,0,0,0,0,3,3,8,10,23,12,3,69,6,0,3,5,9,3,19,57,33,19,15,3,168,0,0,0,8,0,12,9,6,0,0,0,17,52,151,17,46,154,97,139,346,692,332,152,94,92,2308
LGA18450,24,50,42,151,474,956,422,131,61,41,2409,37,0,14,23,24,64,245,624,422,154,82,25,1711,25,3,5,16,4,16,112,308,225,101,55,12,881,34,0,20,7,13,20,73,198,222,134,83,11,809,11,0,0,5,6,0,24,62,104,89,95,11,420,33,6,70,85,38,93,225,413,256,106,92,60,1485,28,10,136,62,28,50,52,48,20,9,4,129,587,796,280,2516,1683,1119,1934,3789,5412,2681,1003,634,709,22557
LGA18500,3,0,4,11,45,118,147,149,212,20,754,20,3,0,0,4,0,21,77,169,217,349,13,869,8,0,0,0,0,4,8,17,73,110,248,4,480,36,0,3,3,6,3,19,44,93,220,843,24,1296,38,0,0,3,0,3,7,12,39,137,1357,23,1616,17,0,0,3,3,4,18,25,53,95,524,35,772,9,0,0,0,0,0,3,9,12,9,35,33,122,292,11,62,50,60,80,316,666,903,1259,4076,231,8003
LGA18710,4,0,4,15,37,42,7,5,0,7,135,15,0,3,4,3,14,30,29,12,0,0,3,110,7,3,0,0,0,0,12,9,7,7,0,0,46,9,0,3,3,0,0,5,14,15,6,4,0,60,5,0,0,0,0,3,0,10,9,3,11,0,40,11,0,0,0,0,7,17,12,10,3,4,3,65,0,0,3,0,0,0,4,3,0,0,0,8,20,124,25,36,70,48,111,241,198,75,26,21,44,1027
LGA19399,0,0,0,3,3,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,39,3,12,5,4,4,10,4,0,0,3,12,107
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,3,12,10,23,19,4,4,0,7,7,101,8,0,3,4,3,19,13,6,0,3,11,8,73,3,0,0,0,3,3,0,8,0,0,3,0,20,3,0,3,0,3,0,4,3,6,0,15,3,38,3,0,0,0,4,0,3,4,3,3,33,3,60,12,0,8,9,3,10,10,10,0,0,0,4,62,0,0,4,9,3,3,0,0,0,0,0,9,33,109,28,118,220,154,206,149,67,18,9,89,57,1217
LGA20260,9,22,6,20,22,10,0,0,0,3,90,9,0,3,6,8,11,12,6,5,0,0,10,73,4,3,0,3,3,4,7,0,0,0,0,3,25,0,0,4,5,0,0,3,3,3,0,0,3,30,3,0,0,0,0,3,3,4,4,0,0,3,23,12,0,12,15,6,16,3,3,0,0,0,8,72,3,0,11,6,12,3,0,0,0,0,4,10,51,125,26,168,219,139,168,92,26,12,0,17,83,1074
LGA20570,29,54,78,369,428,152,13,3,9,16,1180,19,0,11,22,46,168,294,149,21,0,12,8,750,7,0,7,3,7,56,118,76,14,3,0,6,295,8,0,9,14,10,30,75,95,18,3,5,3,275,3,0,6,8,5,6,37,48,20,3,3,0,142,14,10,34,51,46,186,215,108,18,7,9,28,735,16,4,56,49,40,49,26,13,0,0,3,73,329,363,140,1214,1425,1244,3298,2849,1038,169,44,64,345,12199
LGA20660,7,16,12,68,423,635,163,33,39,21,1453,25,3,5,7,10,50,299,599,210,32,31,21,1290,13,0,3,9,5,23,127,287,159,36,15,9,690,16,0,11,3,5,12,83,243,192,56,45,4,671,5,0,0,5,0,7,25,89,111,57,66,11,371,14,3,23,23,8,44,148,226,108,35,32,40,710,23,3,43,16,7,12,30,25,13,3,8,54,225,390,111,724,398,297,667,2771,3498,1262,321,296,372,11117
LGA20740,3,12,23,73,79,51,3,3,5,10,280,15,0,0,0,17,33,60,31,0,0,8,5,167,9,0,0,0,0,10,21,16,0,0,0,4,62,4,0,3,3,3,9,11,14,6,0,0,4,61,4,0,0,3,5,3,10,7,0,0,0,0,35,9,0,4,16,21,44,50,26,4,0,0,8,187,8,3,26,15,8,14,11,3,0,0,4,25,117,217,26,249,341,426,932,736,296,27,14,23,138,3425
LGA20830,13,20,29,78,160,60,3,3,0,12,406,22,0,3,5,14,51,87,43,4,3,4,3,234,9,0,3,0,7,16,41,27,3,0,0,3,103,11,0,7,4,3,10,27,26,3,0,0,0,87,5,0,0,0,3,4,18,15,5,0,3,0,62,5,3,10,12,9,38,72,29,3,0,0,8,201,14,5,11,9,12,12,15,0,0,0,0,20,99,259,41,273,378,358,850,1004,347,33,16,20,120,3697
LGA20910,7,9,6,22,115,275,154,76,120,16,837,30,0,6,7,4,18,69,271,220,129,172,9,937,7,0,3,3,0,4,20,96,139,76,99,13,461,24,0,4,4,4,11,25,101,210,137,499,20,1030,12,0,4,0,0,3,8,33,103,134,649,17,975,11,3,8,10,4,15,31,68,106,78,243,25,597,16,3,20,12,3,3,9,23,15,3,16,27,161,353,56,494,215,135,260,746,1552,1323,795,1999,268,8188
LGA21010,6,14,14,44,25,3,0,0,0,0,112,0,0,0,0,7,9,13,0,0,0,0,5,38,3,0,0,0,5,3,9,3,0,0,0,0,21,3,0,0,5,0,0,8,0,0,0,0,0,15,0,0,0,0,0,0,3,3,0,0,0,0,10,8,0,6,16,11,17,18,0,0,0,0,3,80,0,0,8,8,9,8,4,0,0,0,0,13,59,82,24,194,315,208,279,152,42,3,0,7,61,1366
LGA21110,25,26,28,55,419,899,393,148,160,33,2241,40,0,11,23,18,46,251,999,489,179,251,45,2360,32,0,5,14,12,16,110,466,350,151,204,18,1369,46,0,12,3,9,17,97,471,472,270,473,32,1903,38,3,8,8,3,6,21,141,254,268,876,13,1635,37,6,18,22,13,23,98,352,241,182,341,68,1393,23,4,21,15,9,15,20,45,34,12,21,68,298,680,70,393,415,428,751,2324,5548,3048,1533,2717,551,18453
LGA21180,21,40,58,202,959,466,39,15,26,51,1939,31,0,23,21,35,99,624,418,39,4,24,30,1353,22,0,7,3,8,27,323,231,35,3,14,17,688,20,3,10,3,11,24,207,214,42,12,8,14,563,9,3,0,0,4,12,74,94,29,3,9,6,251,55,3,34,54,55,114,508,319,41,10,25,82,1297,12,0,27,22,23,38,85,33,3,0,11,82,346,649,94,628,849,849,1945,6733,3077,350,75,207,672,16122
LGA21270,14,7,3,0,0,3,0,0,0,3,41,7,0,6,3,3,0,0,0,0,0,0,0,23,3,3,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,3,0,3,0,0,0,0,0,22,4,0,7,0,0,0,0,0,0,0,0,3,23,127,20,117,102,28,11,7,3,0,3,7,26,447
LGA21370,15,36,40,79,81,34,0,0,3,17,328,26,0,9,15,23,40,47,30,3,3,0,3,199,10,0,3,6,4,8,21,15,0,0,0,3,70,8,0,0,5,5,14,10,10,5,0,0,3,59,6,0,0,0,3,5,4,7,3,0,0,0,35,18,0,13,30,22,48,32,20,3,0,0,0,201,9,4,38,18,11,10,7,3,0,0,0,13,126,299,68,496,584,439,598,448,195,31,6,16,138,3320
LGA21450,17,11,13,68,510,342,30,3,13,22,1044,17,0,6,11,5,34,272,289,38,8,10,17,706,7,0,0,5,10,16,120,118,20,5,4,7,321,10,0,0,4,6,6,62,91,25,8,4,7,214,0,0,3,0,0,3,24,48,12,7,0,0,102,17,0,5,7,16,40,179,159,22,3,0,34,486,9,3,9,5,4,18,29,12,0,0,0,31,122,256,29,205,188,225,768,3076,1822,204,59,56,238,7122
LGA21610,25,25,36,131,985,1286,151,24,38,56,2793,38,0,17,21,20,69,631,1067,128,30,41,51,2111,9,6,5,7,7,20,258,537,93,11,24,18,998,13,0,4,9,3,12,150,437,104,22,22,14,798,8,3,4,3,0,3,72,155,60,23,12,6,351,29,4,22,29,31,74,411,585,93,30,22,92,1420,19,3,33,20,14,31,73,46,3,3,3,108,356,527,84,678,586,450,1359,6819,7130,908,192,260,711,19707
LGA21670,3,6,13,31,12,0,0,0,0,0,62,11,0,0,3,3,14,8,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,5,22,8,0,0,0,0,4,56,9,0,8,11,10,5,0,0,0,0,3,17,63,104,22,181,279,199,276,74,10,3,3,8,46,1213
LGA21750,8,17,18,33,36,15,0,0,3,6,144,15,0,6,9,10,25,39,17,0,0,3,9,135,7,0,3,3,4,7,7,3,0,0,3,3,42,3,0,0,0,5,0,11,6,0,0,0,3,36,0,0,0,3,0,3,4,6,0,0,0,0,23,8,0,6,14,17,27,26,3,3,0,0,6,101,3,6,15,15,8,11,0,0,0,0,4,20,79,174,34,217,296,267,366,303,96,6,0,12,106,1872
LGA21830,11,12,16,18,3,0,0,0,3,12,112,26,0,4,10,5,15,6,3,4,0,0,3,83,9,0,3,3,3,10,3,0,0,0,0,7,37,5,0,4,0,5,7,6,3,0,0,0,0,30,6,0,0,4,0,0,0,0,0,0,3,0,21,12,0,5,10,6,13,6,3,0,0,0,9,68,12,0,15,11,4,3,0,0,0,0,0,5,55,262,35,208,263,191,205,68,25,11,3,11,89,1360
LGA21890,25,43,45,205,827,931,326,108,86,35,2691,48,0,15,26,29,99,497,850,408,131,91,45,2235,17,3,10,17,11,20,210,420,262,125,73,29,1190,19,0,11,11,10,16,128,355,328,205,127,14,1227,16,0,4,3,7,3,46,114,145,126,144,12,622,38,7,30,44,31,82,297,391,256,139,102,92,1502,17,6,76,23,22,35,64,52,16,8,7,78,397,679,169,1208,834,761,1936,5434,5310,2352,1016,826,682,21205
LGA22110,21,23,27,64,84,35,0,0,0,8,304,15,3,10,9,8,39,61,23,0,0,3,10,198,10,3,4,7,4,12,28,8,0,3,0,3,92,14,0,3,4,9,5,15,6,3,0,0,3,69,3,0,0,0,0,3,10,7,0,0,0,0,34,21,0,21,25,35,51,55,32,3,0,0,5,236,11,6,30,36,16,19,11,4,0,0,3,27,157,333,94,459,632,495,830,738,271,11,8,17,153,4048
LGA22170,10,23,37,150,741,556,81,16,34,32,1716,15,0,6,15,26,82,454,460,99,22,16,20,1211,9,0,5,9,0,24,152,259,63,13,4,10,549,10,3,7,4,6,18,107,173,77,15,20,13,440,3,0,0,0,3,9,36,50,29,28,8,11,182,22,4,23,30,27,109,331,257,61,14,21,50,937,14,9,50,24,24,35,63,25,3,0,4,87,330,351,91,729,692,724,2022,5181,3199,560,173,175,483,14380
LGA22250,13,26,15,3,0,0,0,0,0,3,77,7,0,0,7,3,4,0,0,0,0,0,0,31,3,0,0,4,3,0,0,0,0,0,0,0,16,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,9,6,0,7,15,5,9,7,0,0,0,0,4,62,4,4,8,8,3,0,0,0,0,0,0,10,36,148,43,184,280,94,58,24,4,5,0,4,45,892
LGA22310,17,26,23,208,457,838,389,146,165,42,2366,28,0,10,11,19,112,326,822,493,158,173,31,2187,22,0,0,8,8,26,104,391,286,144,116,13,1121,21,0,5,3,10,21,89,336,407,277,287,22,1486,26,0,3,10,0,13,25,106,180,183,445,21,1013,26,0,16,13,16,43,141,272,208,126,177,54,1091,18,0,15,17,3,29,32,39,27,14,17,71,287,574,72,364,448,387,1702,2942,4784,2930,1398,1734,502,17836
LGA22410,13,26,31,33,34,4,0,0,0,4,154,11,0,8,7,18,28,25,3,0,0,0,3,101,3,0,3,3,0,9,8,4,0,0,0,3,40,3,0,9,7,4,9,13,3,0,0,0,4,46,3,0,0,0,0,0,8,3,0,0,0,0,11,11,0,10,23,6,18,10,9,3,0,0,4,103,4,0,15,11,10,4,0,3,0,0,0,8,63,174,40,298,424,237,306,174,35,8,8,5,73,1783
LGA22490,3,4,5,3,19,21,3,0,0,9,79,3,0,0,3,8,7,9,14,0,0,0,6,54,3,0,0,3,0,6,3,9,3,0,0,0,26,0,0,0,0,0,0,0,7,3,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,5,0,4,5,14,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,8,96,6,39,57,53,85,136,119,15,0,0,29,631
LGA22620,28,63,80,294,487,170,16,7,5,18,1192,21,0,19,29,41,140,323,144,17,4,8,19,763,9,0,5,7,8,40,125,65,11,0,0,6,286,6,0,12,12,8,41,80,97,15,3,6,8,286,8,0,3,3,4,6,24,33,16,4,0,0,101,26,6,31,54,51,154,215,108,13,3,4,22,685,10,8,54,53,33,47,26,12,0,0,3,50,288,425,114,1009,1356,1165,2892,3196,1026,122,37,44,326,11720
LGA22670,20,48,48,260,889,527,71,16,44,67,2045,27,3,5,33,23,142,534,457,77,18,19,25,1365,18,0,9,9,5,40,246,207,48,13,19,18,640,10,3,9,8,14,30,185,159,39,22,6,19,496,6,3,0,10,0,19,80,103,35,7,14,12,291,32,7,29,46,26,169,465,289,47,20,22,97,1255,13,3,35,27,20,55,73,34,10,0,4,78,348,549,133,887,921,850,2608,6228,3317,515,149,244,676,17080
LGA22750,34,73,96,381,1010,842,99,22,26,48,2695,61,6,21,43,37,180,661,682,111,28,35,48,1913,18,3,8,16,9,56,233,344,84,16,11,13,815,30,4,8,12,13,31,149,311,120,27,19,21,739,19,0,3,12,9,11,29,120,87,36,24,18,369,42,6,57,77,56,202,451,407,101,34,30,70,1546,39,16,84,91,46,88,93,28,6,3,3,157,647,869,235,1725,2035,1728,4159,6931,4596,842,226,212,805,24367
LGA22830,22,76,79,147,193,65,7,0,5,9,634,18,0,15,35,43,71,132,64,7,0,0,13,399,6,0,7,10,19,28,63,42,4,0,0,4,176,6,0,5,6,9,22,39,45,7,0,3,8,155,6,0,3,4,4,5,23,31,3,0,3,3,89,24,6,30,61,57,90,102,46,12,0,0,22,450,13,5,49,52,22,27,8,6,3,0,0,45,228,317,115,720,1151,1014,1289,1202,429,50,15,25,237,6572
LGA22910,6,3,7,12,24,17,0,0,0,3,89,9,0,0,3,6,3,17,10,3,0,0,3,58,0,0,0,0,4,3,5,0,0,0,3,0,14,0,0,0,3,0,0,6,4,0,0,0,3,19,0,0,0,0,0,0,0,4,0,0,0,4,10,3,0,0,3,8,8,15,4,5,0,0,3,53,8,5,3,0,3,8,0,0,0,0,0,3,32,118,21,104,108,122,181,239,103,19,3,14,43,1071
LGA22980,8,8,3,0,0,0,0,0,0,0,32,0,0,6,3,0,3,0,0,0,0,0,0,17,3,0,0,6,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,7,6,0,0,0,0,0,0,0,0,22,0,0,6,3,0,0,0,0,0,0,0,3,15,83,18,122,117,33,11,3,0,0,0,0,17,416
LGA23110,6,16,21,109,456,377,139,39,27,31,1255,18,0,10,17,14,54,344,338,187,59,50,21,1108,5,0,0,7,7,18,105,190,126,54,24,5,544,15,0,0,10,8,17,112,164,197,90,81,10,692,3,0,4,0,0,3,33,81,107,89,96,4,427,11,6,12,10,20,46,181,159,83,45,39,48,650,4,3,31,16,6,24,22,17,5,0,7,53,191,273,80,445,406,311,924,2867,2160,1041,434,387,331,9667
LGA23190,11,23,17,32,47,18,3,0,0,3,169,10,0,3,13,7,22,29,20,3,0,0,0,105,3,0,0,3,0,4,11,12,0,0,0,3,42,3,0,0,0,4,3,6,9,0,0,0,0,33,3,0,0,6,0,4,3,11,0,0,0,0,25,7,3,5,18,15,22,21,13,0,0,0,3,100,4,7,13,17,4,8,7,4,0,0,0,16,78,115,81,223,467,243,320,282,135,15,3,13,95,1986
LGA23270,24,20,27,85,874,624,38,11,29,41,1811,25,0,11,11,13,57,554,475,50,11,22,22,1238,9,3,7,0,3,19,213,261,17,3,14,14,576,17,0,6,5,3,18,162,221,34,0,11,16,499,4,0,7,0,3,6,38,97,31,3,6,3,198,20,3,29,42,28,64,416,312,38,12,22,59,1039,18,3,32,21,9,21,68,52,3,0,3,74,304,475,89,644,538,443,1105,6607,3832,353,71,224,529,14898
LGA23350,5,17,12,24,35,17,0,0,0,3,112,11,0,0,9,5,15,18,14,0,0,0,5,72,6,0,3,4,4,10,14,3,3,0,0,0,38,0,0,3,0,0,0,8,13,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,4,7,6,16,8,3,0,0,4,6,74,0,0,7,5,4,0,0,0,0,0,0,0,27,101,16,142,178,127,196,189,79,11,3,17,43,1093
LGA23430,10,19,19,97,483,757,308,73,62,42,1898,28,4,12,12,10,50,307,708,303,92,67,32,1634,19,0,0,0,7,20,130,358,189,80,55,10,876,19,3,9,10,0,11,99,245,229,114,96,13,847,13,0,3,3,0,4,23,85,127,103,102,8,458,20,4,19,24,17,33,170,284,160,68,41,52,896,13,3,28,20,9,15,44,43,15,8,4,67,263,445,80,589,501,386,1157,3274,4323,1863,700,545,489,14359
LGA23670,5,17,23,40,366,775,144,18,23,21,1487,23,5,10,12,11,34,243,662,176,20,25,20,1233,7,0,6,5,3,10,97,354,125,22,11,11,645,13,0,3,8,0,6,54,225,122,36,8,13,486,3,0,3,0,3,4,8,70,83,33,14,3,233,10,6,13,20,10,15,133,293,107,20,15,47,688,15,0,24,6,5,11,21,44,5,0,0,69,202,372,87,532,344,272,526,2487,4240,1042,200,160,401,10659
LGA23810,21,96,93,153,146,54,5,3,9,6,607,14,0,22,36,33,79,99,44,3,0,0,9,339,9,0,6,8,9,35,51,25,4,0,0,8,145,10,4,11,16,15,14,32,33,3,0,3,3,135,7,0,3,5,3,7,12,20,3,0,0,3,66,15,5,34,78,48,58,90,28,3,0,0,15,372,11,25,67,70,29,18,12,5,0,0,0,54,284,363,289,1122,1868,1019,1314,929,346,31,6,26,232,7552
