LGA_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
LGA52730,0,3,3,0,21,13,0,0,0,0,53,5,0,0,0,0,3,3,10,0,3,0,3,30,0,0,0,0,0,0,3,5,0,0,0,0,16,3,0,0,0,3,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,12,3,0,0,8,0,3,15,16,0,0,3,0,53,0,0,0,0,0,0,3,0,0,0,0,0,7,52,9,54,66,38,67,150,94,12,3,12,20,580
LGA52800,19,11,9,16,21,9,0,0,0,30,202,52,12,16,21,9,22,13,14,3,3,3,19,181,23,11,3,3,3,9,3,3,0,0,0,8,69,33,14,9,13,10,6,8,7,4,3,4,10,111,9,4,8,8,3,0,7,3,0,0,3,11,54,41,19,37,20,10,15,8,10,3,0,0,18,179,17,3,5,4,4,3,3,3,0,0,3,23,66,511,228,276,148,71,103,79,74,11,10,15,196,1730
LGA52870,0,3,3,3,6,9,0,0,0,0,32,4,0,3,0,0,0,3,10,0,0,0,0,27,3,0,3,0,3,0,3,0,0,0,0,0,11,3,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,4,0,4,5,5,0,0,0,3,33,0,0,4,5,0,0,0,0,0,0,0,0,9,52,0,35,46,41,57,65,50,9,0,3,12,373
LGA52940,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,23,7,19,18,0,3,3,0,0,0,0,11,81
LGA53010,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,21,7,4,3,0,0,0,0,0,3,74
LGA53080,3,4,0,0,0,0,0,0,0,3,16,3,0,3,3,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,3,8,25,6,19,32,4,8,0,0,0,0,0,14,107
LGA53150,0,0,0,4,17,19,20,7,9,4,87,0,0,0,0,0,3,3,16,17,8,5,3,57,3,0,0,0,0,0,3,13,10,3,0,0,39,0,0,0,0,0,0,4,6,8,9,26,0,57,0,0,0,0,0,0,3,0,14,3,32,0,52,0,0,0,0,0,0,3,9,14,6,12,3,56,0,0,0,0,0,3,0,0,0,0,0,0,10,27,10,32,17,11,36,88,118,113,52,93,11,605
LGA53220,24,16,4,10,11,6,0,0,0,16,147,91,14,46,23,10,5,11,8,5,3,5,29,262,31,0,36,9,4,3,5,20,8,0,0,7,130,96,6,61,15,7,6,8,16,13,0,0,21,251,88,8,64,8,9,0,6,4,3,0,3,11,205,35,8,26,14,9,11,8,3,4,0,0,10,122,10,3,7,0,0,0,0,0,0,0,0,12,34,491,72,299,121,72,57,69,69,43,4,13,150,1458
LGA53290,3,16,14,28,49,38,3,0,0,9,200,24,0,0,12,3,16,40,39,5,0,0,5,151,11,4,0,7,0,13,16,23,0,0,0,7,77,8,0,7,10,3,9,11,22,10,0,0,0,78,7,0,0,3,0,7,5,10,9,0,0,3,46,13,0,13,17,4,17,26,30,11,0,0,7,131,3,3,10,9,4,3,5,3,0,0,0,4,51,228,35,134,194,125,221,317,210,41,8,6,63,1596
LGA53360,7,3,3,10,10,15,9,0,0,0,61,4,0,3,3,3,9,8,14,11,3,14,3,71,0,0,3,4,3,4,3,9,13,4,3,0,37,0,0,0,0,0,4,4,3,7,3,12,3,42,3,0,3,4,0,0,3,4,12,5,8,5,50,3,0,0,3,3,4,5,6,13,3,3,7,51,6,0,0,0,0,3,0,0,0,0,3,15,25,45,8,45,46,20,38,49,67,72,16,54,48,514
LGA53430,3,8,7,26,55,120,104,40,15,9,394,4,0,3,0,6,13,45,111,88,65,40,9,384,8,0,3,4,0,0,14,37,63,25,25,4,175,8,3,0,0,0,3,11,45,65,78,72,3,293,0,0,0,0,0,0,3,12,26,39,91,4,180,12,3,10,19,9,11,29,65,84,55,51,14,362,8,10,31,10,4,3,6,9,3,6,8,13,113,189,103,505,250,128,185,420,695,598,370,351,143,3946
LGA53570,0,0,0,5,6,6,0,0,0,0,35,8,0,3,0,3,3,8,5,3,0,0,3,27,0,0,0,3,3,0,0,3,0,0,0,0,10,4,0,0,3,0,3,0,9,0,0,0,0,13,4,0,0,0,0,0,0,3,0,0,0,3,11,7,0,0,3,5,0,4,4,4,0,0,0,30,3,3,3,3,0,0,0,3,0,0,3,9,23,61,4,24,36,31,50,63,64,12,0,3,25,384
LGA53640,0,7,3,0,0,0,0,0,0,3,16,8,3,0,4,4,0,0,0,0,0,0,0,17,4,0,0,0,4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,28,27,18,11,0,0,0,0,0,5,143
LGA53710,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,31,7,6,24,11,13,7,0,0,0,0,0,101
LGA53780,9,16,18,56,251,504,183,12,8,22,1106,21,7,7,17,3,27,140,428,179,15,6,14,869,7,3,6,3,5,8,45,156,117,11,6,6,373,11,0,7,13,4,9,40,144,132,27,3,13,399,5,6,6,3,3,6,14,55,78,19,6,7,202,25,0,16,20,20,24,114,292,130,21,8,31,702,11,0,20,15,4,7,24,33,11,0,4,47,173,328,87,425,484,282,540,1993,3271,1173,149,72,316,9132
LGA53800,6,22,45,62,209,121,8,0,0,8,514,21,0,7,16,42,44,127,106,16,0,0,8,386,7,0,4,6,18,22,41,78,19,0,0,0,192,6,3,3,5,15,15,36,64,15,3,0,3,169,3,0,4,0,4,8,16,22,12,3,3,3,83,15,6,25,24,24,46,120,107,18,3,0,25,417,15,0,29,11,8,9,10,6,3,0,3,26,125,246,76,387,449,426,647,1177,717,105,11,20,165,4432
LGA53920,12,4,0,3,0,0,0,0,0,10,65,31,0,11,4,3,0,3,3,0,0,0,4,57,8,0,0,0,0,3,0,3,0,0,0,3,19,18,0,4,3,0,0,0,0,0,0,0,3,38,12,0,3,0,0,0,0,0,0,0,0,4,19,24,10,11,0,0,3,0,0,0,0,0,16,71,8,0,3,0,0,0,3,0,0,0,0,29,46,243,65,121,40,17,12,18,13,3,4,6,126,660
LGA53990,3,5,13,21,65,117,8,4,0,3,254,4,0,3,4,4,15,43,101,13,0,0,0,186,3,0,0,3,6,7,22,56,10,0,0,5,109,3,0,0,3,3,6,11,53,11,0,0,0,92,3,0,4,0,0,6,6,17,4,3,0,0,47,6,0,8,6,16,17,46,68,9,5,0,8,181,6,0,6,11,0,7,5,4,0,0,0,7,47,121,17,110,121,121,201,502,668,79,13,11,58,2011
LGA54060,3,7,0,3,11,0,0,0,0,3,36,3,0,0,3,0,0,8,3,0,0,0,4,24,3,0,0,0,0,0,5,3,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,4,3,0,0,3,0,14,0,0,0,0,0,6,5,17,0,0,0,0,26,0,0,0,0,0,3,4,0,0,0,0,0,17,45,0,60,43,22,58,97,33,8,3,7,29,406
LGA54130,3,0,0,3,0,0,0,0,0,0,12,3,3,5,5,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,3,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,3,40,9,19,19,9,9,6,0,4,0,0,14,135
LGA54170,5,18,11,21,107,572,333,64,58,14,1219,28,3,5,4,13,15,68,470,371,135,70,10,1196,8,0,3,6,5,3,14,210,221,86,52,10,618,12,0,7,8,3,6,25,183,230,150,163,14,800,5,0,0,3,3,0,12,56,111,97,187,6,478,22,3,15,7,9,10,36,287,237,106,91,19,839,8,4,7,10,0,3,14,30,13,6,8,34,134,289,44,223,274,161,222,790,3522,2090,764,717,214,9318
LGA54200,3,10,12,13,56,231,87,14,10,9,450,10,0,4,3,3,13,38,172,99,12,8,8,363,5,0,9,3,3,5,16,72,54,11,3,3,184,0,0,0,0,0,0,13,72,69,12,3,7,185,8,0,4,3,3,3,0,19,39,11,15,0,105,15,0,3,8,4,9,30,120,82,16,4,10,299,4,0,5,3,0,0,7,15,7,0,0,15,51,162,24,160,169,91,152,436,1259,623,98,55,94,3319
LGA54280,22,50,50,115,168,117,24,7,4,24,591,17,4,13,47,38,71,129,149,48,14,3,12,540,12,0,10,14,11,36,87,89,42,5,3,4,314,17,5,15,28,23,41,74,116,55,27,10,13,427,7,3,4,24,12,19,34,60,44,23,6,5,252,10,0,21,26,19,39,77,84,46,21,3,13,343,0,0,19,10,9,10,11,5,3,0,0,23,99,150,62,291,389,272,566,872,750,288,115,43,150,3940
LGA54310,31,28,19,59,74,62,29,16,41,51,495,202,21,53,66,23,48,64,100,67,35,82,64,817,66,13,18,32,17,21,33,60,42,23,43,31,400,272,30,36,81,35,50,69,64,46,47,112,99,941,342,23,53,69,40,31,36,64,55,44,115,74,932,102,3,30,18,16,27,32,43,38,16,33,58,418,19,3,7,3,0,0,3,5,8,0,15,41,105,1209,133,350,394,188,316,448,499,328,199,457,467,4994
LGA54340,8,10,3,15,7,6,0,0,0,3,55,6,0,6,4,3,6,8,3,0,0,0,4,43,0,0,3,3,3,0,3,0,0,0,0,0,16,4,0,3,3,0,0,4,4,0,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,0,13,8,0,3,5,3,9,7,0,0,0,0,3,49,0,0,5,0,0,0,0,0,0,0,0,4,16,55,16,97,95,43,76,48,17,4,0,4,21,480
LGA54410,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,29,13,30,15,8,3,3,0,0,0,0,3,110
LGA54480,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,28,6,6,8,0,0,0,0,0,0,0,6,58
LGA54550,3,3,3,3,0,3,0,0,0,3,32,3,0,4,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,55,6,37,37,21,28,17,6,0,0,0,14,216
LGA54620,0,0,0,3,3,0,0,0,0,0,17,13,0,0,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,3,41,0,23,21,5,5,3,0,0,0,0,10,115
LGA54690,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,20,9,9,7,0,0,0,0,0,0,0,3,54
LGA54760,0,3,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,8,19,4,3,3,0,0,0,0,13,78
LGA54830,3,4,7,27,107,192,19,8,3,0,383,5,0,0,5,4,15,54,162,20,0,0,8,282,4,0,0,3,0,0,33,96,13,5,0,0,147,0,0,0,0,0,4,6,47,21,0,0,0,89,0,0,0,0,0,0,9,31,3,0,4,0,51,3,0,9,7,12,9,65,121,16,3,0,12,268,3,6,7,11,0,10,12,9,3,0,0,17,69,98,36,214,188,141,338,932,1245,138,23,19,86,3462
LGA54900,0,3,0,0,0,0,0,0,0,3,19,8,0,3,3,3,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,24,33,21,10,3,0,0,0,0,11,162
LGA54970,3,3,0,3,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,23,11,7,8,3,3,0,0,0,7,144
LGA55040,0,3,0,0,3,0,0,0,0,12,41,29,0,6,3,0,0,0,0,0,0,0,5,52,10,0,0,0,0,0,0,0,0,0,0,3,15,19,0,0,0,0,3,3,0,0,0,0,3,32,5,0,0,0,0,0,0,0,0,0,0,0,10,15,3,0,3,0,4,0,0,0,0,0,3,25,3,0,0,0,3,0,0,0,0,0,0,0,5,126,6,27,19,18,8,14,3,0,0,0,27,248
LGA55110,6,14,18,56,254,370,55,12,6,3,816,12,0,0,8,18,35,144,322,74,10,6,10,637,6,0,0,3,9,4,42,159,45,13,4,3,289,6,0,0,4,8,9,39,129,48,22,10,8,274,0,0,0,3,3,7,20,65,32,17,9,0,151,20,3,11,18,9,34,190,294,91,14,12,16,711,13,3,21,14,12,21,41,20,5,0,0,29,190,253,72,392,527,383,923,2387,2547,497,101,73,195,8337
LGA55180,3,8,5,16,26,7,0,0,0,4,86,9,0,3,10,6,11,15,3,0,0,0,0,66,0,0,3,0,5,3,5,3,0,0,0,0,23,3,0,0,6,3,3,4,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,7,14,13,13,12,10,0,0,0,3,75,0,3,10,6,3,3,4,0,0,0,0,3,36,111,16,166,184,94,133,150,37,5,3,12,51,970
LGA55250,0,3,0,0,0,0,0,0,0,4,23,9,0,4,3,0,0,0,0,0,0,0,3,21,0,0,4,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,7,39,20,39,17,7,3,4,6,0,0,0,16,150
LGA55320,11,13,17,30,102,375,241,71,41,7,944,28,0,11,10,9,22,68,282,238,99,78,7,853,18,0,6,3,3,5,34,145,170,84,48,9,521,14,0,4,6,3,11,33,151,177,118,169,13,707,18,0,4,7,0,7,11,52,140,103,221,3,570,19,0,11,18,10,14,44,173,183,107,86,14,670,15,4,39,3,6,4,13,25,16,5,9,35,172,395,71,500,295,187,268,797,2176,1632,735,726,226,8011
LGA55390,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,16,7,0,3,3,0,0,0,0,3,68
LGA55460,3,11,3,12,8,4,0,0,0,5,53,6,0,3,5,3,12,7,3,0,0,0,9,46,0,0,0,4,0,3,0,0,0,0,0,0,11,0,0,0,3,0,3,3,3,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,4,7,5,9,4,0,0,0,0,3,43,3,3,0,3,0,0,0,0,0,0,0,0,15,62,18,66,73,30,73,37,20,0,0,6,32,423
LGA55530,0,0,0,0,0,0,0,0,0,3,9,6,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,12,13,3,0,0,0,0,0,0,17,68
LGA55600,7,3,0,6,7,0,0,0,0,3,37,10,0,3,5,7,9,3,0,0,0,0,0,32,0,0,0,0,3,0,0,3,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,5,53,10,50,34,25,45,21,10,0,0,0,11,257
LGA55670,0,0,3,4,4,3,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,0,3,11,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,15,9,6,15,8,3,0,0,5,15,112
LGA55740,0,3,3,17,29,33,10,4,13,0,119,0,0,0,0,0,5,19,26,16,9,12,0,93,0,0,0,0,0,0,6,19,5,11,10,0,51,3,0,0,0,0,0,3,5,21,10,31,0,74,0,0,0,0,0,0,4,9,8,15,62,0,90,3,0,4,3,3,8,9,19,7,14,27,3,101,0,0,4,0,0,0,3,3,0,0,0,3,21,47,18,97,54,42,153,211,194,80,73,174,18,1163
LGA55810,3,3,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,11,13,7,4,0,0,0,0,0,11,69
LGA55880,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,3,14,0,0,0,0,0,0,3,3,75
LGA55950,0,3,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,8,5,4,8,0,0,0,3,0,0,70
LGA56090,0,4,8,8,28,74,47,3,9,0,188,5,0,0,7,4,3,19,56,44,12,0,8,149,3,0,0,3,0,3,6,28,25,14,4,0,86,3,0,0,3,0,3,4,18,33,11,6,0,73,0,0,0,3,0,0,0,4,16,16,4,3,47,3,0,0,7,3,0,14,43,30,15,3,11,137,10,0,10,0,0,0,6,4,0,0,0,11,45,106,8,99,94,45,94,244,476,248,76,31,61,1583
LGA56160,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,3,0,0,0,0,0,0,0,0,6,35
LGA56230,3,3,3,7,34,45,3,4,0,6,114,8,0,0,3,4,7,32,39,7,6,0,6,107,4,0,3,0,0,0,5,19,5,0,0,0,42,3,0,3,0,0,0,11,22,3,8,0,0,49,4,0,0,0,0,3,6,8,3,5,3,0,33,8,0,0,7,7,13,25,41,11,3,0,3,112,3,0,4,10,3,3,0,7,0,0,0,6,36,92,3,52,99,71,143,322,352,50,22,14,40,1271
LGA56300,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,18,31,12,10,19,4,0,0,3,12,127
LGA56370,3,0,3,3,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,24,6,11,7,0,0,0,0,0,4,81
LGA56460,3,6,11,19,21,3,0,0,0,0,67,8,0,0,6,10,7,11,10,0,0,0,0,54,3,0,0,3,4,6,6,0,0,0,0,0,24,4,0,3,0,3,4,3,3,0,0,0,0,24,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,4,8,3,9,4,0,0,0,5,32,0,0,0,9,7,3,0,0,0,0,0,3,16,45,8,48,80,105,133,87,25,5,0,4,31,576
LGA56580,0,3,0,3,4,29,28,20,25,3,126,10,0,3,0,3,8,4,19,25,22,28,3,124,3,0,0,0,0,10,6,7,17,13,23,0,81,3,0,0,0,3,9,10,21,23,19,129,8,226,14,0,0,0,0,3,5,3,13,24,187,6,268,3,0,0,0,3,6,3,10,27,29,74,13,164,0,0,3,3,0,0,3,0,0,3,9,3,23,88,25,76,44,25,66,69,181,215,183,549,57,1579
LGA56620,3,0,0,0,0,0,0,0,0,8,31,19,0,0,0,0,0,0,0,0,0,0,10,29,5,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,10,36,0,0,0,0,0,0,0,0,0,0,10,49,46,0,3,0,0,0,0,0,0,0,0,23,70,258,3,13,0,0,0,0,0,0,0,0,79,355
LGA56730,3,12,11,25,29,20,3,3,0,4,112,5,0,3,9,15,14,27,13,4,0,0,3,90,0,0,3,0,5,0,9,6,0,0,0,0,35,3,0,0,3,3,5,12,10,4,0,0,3,48,0,0,0,0,0,0,4,4,7,0,0,0,24,0,3,4,5,9,16,26,17,9,0,0,3,82,9,3,5,4,3,3,0,4,0,0,0,10,41,67,25,122,120,111,167,221,125,29,6,3,40,1043
LGA56790,3,5,0,5,7,0,0,0,0,4,40,5,0,0,3,0,3,11,0,0,0,3,0,33,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,3,0,0,0,0,0,15,4,0,0,0,3,0,0,0,0,0,4,0,15,0,0,4,3,0,4,11,3,0,0,0,0,30,4,0,3,0,0,0,0,3,0,0,3,10,30,64,12,40,58,42,66,57,18,15,5,23,31,431
LGA56860,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,3,0,0,0,0,0,0,0,0,0,38
