LGA_CODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
LGA34860,0,0,8,4,0,3,0,0,16,7,5,0,0,0,4,38,3,0,0,0,3,4,0,0,0,0,0,0,9,0,0,3,0,0,3,3,0,0,0,0,0,15,7,0,5,0,7,22,9,3,0,0,0,9,66,115,23,25,45,82,178,161,166,75,62,50,82,1062
LGA34880,0,0,18,8,3,6,7,5,22,27,10,7,0,0,0,96,3,0,3,0,6,6,3,0,0,3,0,0,26,0,4,4,9,3,14,9,7,0,3,0,0,55,14,8,12,18,17,41,43,19,9,6,0,3,192,73,47,41,87,126,337,352,360,138,102,61,83,1793
LGA35010,11,12,506,64,38,42,83,135,405,548,521,166,119,41,102,2263,39,30,23,44,75,185,194,188,66,46,18,43,948,107,50,52,94,136,353,331,272,120,67,27,95,1710,223,129,125,243,385,1043,1188,1096,382,257,98,255,5423,1872,900,763,1440,2026,6339,9474,13685,5953,3929,1736,1935,50064
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA35300,0,0,12,3,0,0,0,0,17,18,27,4,3,3,0,80,0,0,0,0,4,0,4,5,6,3,0,0,26,0,0,0,4,3,6,13,13,5,4,3,10,61,4,0,3,7,10,26,42,48,16,10,11,12,176,45,20,20,33,73,178,322,540,200,120,68,62,1682
LGA35600,0,0,3,0,0,0,4,3,3,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,17,3,3,3,12,4,5,0,0,0,0,0,5,38,39,23,16,39,42,78,40,40,12,5,8,23,372
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA35740,7,3,51,7,7,8,18,14,47,68,58,14,8,10,17,275,11,6,3,8,7,17,21,14,6,5,9,5,107,14,10,7,16,8,39,38,30,15,8,6,13,210,32,23,20,43,39,105,137,111,46,26,21,37,646,288,134,114,196,244,758,908,1209,599,446,268,264,5430
LGA35760,0,0,9,0,0,0,5,7,7,3,3,0,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,12,0,3,3,7,6,0,0,3,0,0,0,0,26,3,4,3,14,19,12,9,7,0,0,0,5,73,72,28,36,79,88,165,88,91,24,24,25,54,775
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,30,13,5,6,3,11,5,9,0,3,3,3,93
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,7,6,6,9,3,0,0,0,0,5,57
LGA36250,7,7,165,27,15,12,28,37,121,153,229,85,41,23,34,813,17,6,9,18,25,78,69,51,24,25,8,19,345,42,21,17,47,52,112,112,131,37,33,10,34,657,88,46,49,93,123,335,382,442,159,104,55,90,1975,753,316,302,490,686,1991,2708,5139,2911,1928,881,729,18828
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,10,0,4,6,6,9,6,3,0,0,3,10,57
LGA36370,0,0,79,7,4,11,21,51,109,106,73,20,8,5,20,440,10,3,4,9,15,38,41,13,3,0,3,4,152,31,14,8,21,28,65,46,31,3,6,0,18,276,47,27,20,58,101,238,209,131,37,21,9,44,938,264,164,137,303,523,1586,1868,1793,565,391,198,293,8091
LGA36510,0,0,43,0,3,0,13,9,38,52,35,12,11,6,8,188,0,3,0,9,3,14,7,7,0,0,3,4,54,6,3,3,10,13,35,26,20,4,0,3,9,134,17,5,9,32,27,91,95,70,20,11,14,23,416,191,98,85,199,218,709,806,1011,464,342,170,211,4499
LGA36580,3,0,26,9,0,11,11,18,29,21,14,9,0,3,13,150,3,3,0,0,5,3,3,3,0,3,0,3,36,3,5,5,11,12,21,10,4,6,3,3,3,81,18,7,14,22,40,65,42,34,15,7,10,17,291,89,52,73,150,196,484,509,496,204,123,58,144,2582
LGA36630,0,3,27,11,11,9,22,19,43,24,10,3,3,0,9,150,0,0,3,0,9,12,5,3,0,0,0,4,33,6,9,4,15,7,15,12,4,0,0,0,3,86,16,23,20,39,46,72,45,22,4,8,3,17,301,163,134,118,224,299,650,517,354,112,76,56,143,2845
LGA36660,0,3,44,8,9,8,14,23,57,29,20,4,0,0,9,168,3,0,3,5,3,12,8,5,0,0,0,0,38,4,3,7,13,12,30,13,9,3,0,0,3,115,18,13,20,33,49,113,55,42,7,3,3,16,369,169,106,99,192,301,800,649,473,141,100,64,136,3233
LGA36720,10,9,303,50,33,36,58,77,279,299,306,131,77,29,78,1457,15,21,11,29,46,114,135,100,28,25,22,31,578,66,43,31,51,87,199,200,200,54,39,16,51,1043,143,102,79,153,226,653,701,678,244,157,71,173,3378,1338,651,534,923,1399,4011,5165,8274,3876,2698,1322,1263,31442
LGA36820,0,0,27,3,10,5,5,6,31,18,10,3,0,0,6,106,5,0,3,3,4,9,3,7,0,0,0,3,27,3,9,3,3,9,20,12,7,0,3,0,3,78,14,18,14,18,31,65,46,27,8,5,7,10,250,105,75,58,111,149,422,368,366,141,82,61,97,2034
LGA36910,0,4,184,20,16,23,33,60,164,160,104,36,28,16,28,693,7,19,3,22,23,66,68,36,10,12,3,7,264,28,35,20,36,43,126,91,55,21,9,7,22,488,54,72,50,103,144,405,369,224,73,55,20,53,1631,653,382,336,637,940,2989,3540,3424,1334,842,410,534,16023
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,4,0,3,3,3,0,27
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,3,6,213,28,14,5,37,51,192,304,208,49,39,23,18,968,14,9,4,14,30,79,97,66,25,19,3,11,378,38,32,24,29,50,132,143,116,33,22,3,40,656,81,54,42,86,143,445,607,448,124,85,35,72,2217,646,308,263,596,848,2987,4205,5121,2043,1349,638,643,19652
LGA37300,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,3,6,3,0,3,20,9,0,0,0,4,22,28,72,65,44,19,20,296
LGA37310,0,0,24,3,5,3,11,14,29,14,10,3,3,0,10,113,0,0,0,3,5,11,9,0,3,0,0,0,38,12,3,3,4,11,15,8,5,3,0,0,7,73,16,15,7,25,39,60,43,15,7,8,3,14,243,216,62,63,143,243,473,481,456,197,112,72,134,2653
LGA37340,0,0,25,7,3,0,8,13,19,26,23,10,4,0,5,119,0,0,0,0,0,13,9,7,0,0,3,0,44,3,0,3,6,10,14,11,5,5,4,0,3,62,13,3,5,19,24,55,50,39,17,12,3,9,248,123,47,39,106,165,439,484,635,345,214,95,131,2820
LGA37400,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,3,0,10,11,17,11,4,0,4,0,8,74
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,7,0,0,0,0,3,0,5,3,3,3,3,0,24,0,0,0,3,0,0,4,3,3,4,0,0,18,7,0,0,0,0,3,3,12,5,3,0,0,34,9,0,0,5,6,8,10,14,10,9,8,0,86,63,8,8,28,27,103,107,174,88,82,119,27,840
LGA40120,0,3,63,3,4,6,10,14,35,43,33,13,14,3,6,193,6,3,3,17,17,23,16,20,9,8,3,3,123,11,4,8,18,17,28,31,27,8,0,5,8,160,29,17,16,45,48,107,106,88,30,23,19,21,544,285,139,121,237,295,771,863,1229,627,518,351,187,5618
LGA40220,0,3,35,0,5,0,15,20,37,29,21,3,0,0,3,124,0,3,3,5,11,13,10,5,0,3,0,5,56,15,3,6,16,15,24,19,6,8,6,0,11,119,13,12,10,28,43,81,64,38,12,13,0,17,333,163,97,85,160,242,591,548,535,150,146,72,107,2888
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,42,6,4,3,8,15,35,30,21,3,0,4,3,129,7,0,8,0,4,9,16,8,0,0,0,0,47,7,6,5,7,14,21,13,5,3,3,0,0,86,20,8,10,18,41,92,64,34,6,8,8,8,308,138,91,73,131,220,630,702,621,172,133,72,103,3094
LGA40430,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,8,7,0,5,3,0,0,0,0,0,19,13,23,14,16,19,31,24,12,4,3,3,4,164
LGA40520,0,0,12,0,0,3,3,13,17,10,3,0,0,0,4,59,0,0,0,0,3,3,0,0,0,0,0,0,12,0,7,3,4,7,6,5,8,0,0,0,3,43,0,7,12,15,28,35,19,8,0,4,3,7,130,36,54,50,108,150,268,167,110,24,14,15,50,1052
LGA40700,5,0,35,11,4,0,3,5,20,20,33,10,10,15,3,143,16,7,8,4,9,14,16,20,11,13,12,0,141,11,4,5,4,8,8,15,10,4,5,3,6,87,45,13,13,16,24,55,56,70,33,36,39,9,397,332,104,69,127,157,403,497,772,507,678,749,148,4540
LGA40910,3,0,51,8,3,5,6,3,39,43,44,4,10,3,8,178,8,3,3,23,18,31,26,25,9,4,4,3,164,16,12,4,15,18,37,27,19,5,4,3,8,172,38,27,19,47,46,118,107,96,24,21,12,12,561,275,138,117,214,273,787,844,1212,583,356,197,160,5163
LGA41010,0,0,3,0,0,0,0,3,10,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,15,6,4,0,0,0,0,29,14,11,12,21,23,70,50,41,10,5,3,15,272
LGA41060,3,7,112,22,7,11,31,31,77,102,97,35,21,14,18,460,19,11,10,21,37,65,59,39,12,16,9,8,292,45,23,27,42,28,67,68,58,26,12,13,28,437,87,43,49,97,106,242,248,210,77,53,32,56,1310,519,269,260,447,575,1532,1767,2501,1254,947,484,351,10917
LGA41140,0,0,20,0,3,0,6,4,8,3,4,0,0,0,5,36,0,6,0,3,3,9,0,3,0,0,0,0,24,3,0,0,0,8,3,0,3,0,0,0,3,17,3,12,8,16,11,18,13,9,0,0,3,8,96,51,35,44,71,79,214,170,126,50,25,24,40,933
LGA41190,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,26,9,11,19,26,28,21,9,3,0,0,9,161
LGA41330,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,3,0,0,0,0,0,0,15,8,11,11,10,4,16,7,3,0,0,0,0,84
LGA41560,0,0,21,3,0,0,3,19,28,6,3,0,0,0,4,64,4,0,0,0,5,7,0,3,0,0,0,0,26,8,3,4,3,9,16,8,3,0,0,0,0,52,13,3,7,10,41,49,21,9,3,0,0,3,160,69,61,55,78,151,309,255,141,42,20,10,52,1245
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,18,0,4,10,3,13,8,6,3,0,0,4,74
LGA41830,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,3,0,3,3,0,9,0,3,3,0,0,0,25,18,3,19,17,14,29,27,17,3,3,0,11,156
LGA41960,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,5,5,6,10,17,23,24,8,3,3,0,3,107
LGA42030,0,0,32,4,8,5,13,19,55,44,16,4,3,0,14,176,4,3,3,10,14,25,23,3,0,0,3,5,96,6,9,5,12,10,39,27,16,6,0,0,6,144,19,22,17,36,47,129,93,41,7,6,3,22,446,125,90,67,140,206,590,677,544,134,78,25,95,2774
LGA42110,0,0,3,0,0,0,6,0,4,0,3,0,0,0,0,16,3,0,3,3,3,0,0,0,0,0,0,0,11,0,0,0,4,0,4,0,0,0,0,0,0,5,3,0,3,13,6,5,0,3,0,0,0,0,43,39,13,33,51,46,85,44,21,5,3,3,19,369
LGA42250,0,0,8,0,0,0,0,4,4,8,9,0,0,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,6,6,0,3,0,0,0,0,0,23,0,0,7,4,12,16,9,9,0,0,0,0,66,45,31,31,74,82,213,177,176,54,33,27,52,1001
LGA42600,0,3,39,3,0,3,3,0,26,22,18,15,10,5,3,109,3,4,4,3,3,15,9,12,3,7,9,4,83,7,5,3,11,9,17,7,21,5,4,6,7,111,19,12,9,16,19,65,50,63,24,27,19,14,339,215,70,69,110,135,405,421,710,415,390,300,103,3350
LGA42750,0,0,6,0,3,0,0,0,3,3,3,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,4,0,0,0,0,0,11,5,3,3,3,7,5,7,3,0,0,0,3,37,44,19,17,38,41,104,76,50,11,19,5,10,433
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,10,16,10,6,12,11,12,0,6,0,3,7,4,89
LGA43220,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,18,3,3,12,12,15,7,4,0,0,4,3,75
LGA43360,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,12,14,6,4,23,28,38,25,21,6,8,3,8,176
LGA43650,0,0,21,3,3,0,5,6,27,19,13,8,3,0,3,90,3,0,3,7,3,10,10,0,3,0,0,0,46,4,10,5,8,7,21,10,9,3,0,0,3,67,11,9,9,21,17,64,41,26,11,0,3,3,223,112,66,54,128,147,448,490,449,153,87,50,74,2257
LGA43710,0,0,0,0,0,0,3,3,8,7,6,0,0,0,0,27,0,0,0,0,3,0,0,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,3,5,9,9,6,3,0,0,0,0,53,31,21,19,33,51,132,126,92,47,28,22,31,625
LGA43790,0,0,11,3,3,7,12,6,19,7,5,0,0,0,0,64,0,0,3,3,8,7,0,0,0,0,0,0,23,0,3,6,9,6,7,0,4,0,0,0,0,38,7,9,19,23,20,35,11,8,0,3,0,3,135,75,67,67,118,153,282,195,95,23,26,10,40,1149
LGA43920,0,0,17,3,3,0,0,5,11,7,9,0,0,0,7,53,0,0,0,0,4,3,6,4,0,0,0,3,23,0,4,0,6,6,15,11,3,0,3,0,6,60,3,9,4,8,12,37,36,24,0,3,3,16,152,40,31,39,86,104,283,274,304,100,51,20,76,1409
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,0,0,101,13,15,7,17,28,98,97,97,22,13,6,8,411,4,14,23,12,19,58,56,39,13,10,8,7,264,21,29,26,39,45,94,95,53,4,8,3,15,427,43,54,53,70,105,266,268,213,41,29,18,36,1200,448,263,229,392,545,1561,2030,2743,1026,568,260,308,10383
LGA44210,0,0,10,0,0,4,6,10,17,4,6,0,0,3,3,59,0,0,0,0,0,11,0,0,0,0,0,0,15,0,3,3,10,3,7,3,0,0,0,0,3,38,3,10,8,15,19,40,14,8,0,0,4,4,124,62,36,37,88,125,213,121,81,22,20,16,35,855
LGA44340,4,3,94,6,5,9,7,28,52,55,66,27,22,12,7,299,14,5,4,13,21,43,49,51,13,25,5,8,244,22,15,6,14,27,38,24,41,5,7,10,4,222,45,28,22,36,81,160,149,174,47,60,23,30,866,400,169,148,274,371,1010,1177,1868,1040,955,542,251,8190
LGA44550,0,3,41,3,3,5,19,15,36,40,31,11,5,3,10,180,13,9,5,13,13,32,28,12,5,0,3,4,126,11,10,5,12,22,27,20,17,0,3,0,6,150,30,19,14,48,57,102,97,78,20,16,6,19,498,181,112,115,181,247,759,1002,1127,395,274,153,144,4684
LGA44620,0,0,37,5,3,10,28,29,50,12,6,0,0,3,8,162,7,3,0,3,11,15,4,3,0,0,0,0,52,5,3,5,11,15,24,10,0,0,0,0,0,90,18,7,13,49,69,109,33,8,3,3,5,9,332,102,59,85,243,356,865,568,282,89,44,18,93,2811
LGA44830,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,16,3,6,3,8,3,0,0,0,0,0,0,3,25,18,22,11,27,24,53,31,26,7,3,0,15,242
LGA45040,0,5,20,3,3,3,10,16,51,16,5,0,0,0,7,114,0,0,0,7,8,9,6,0,0,0,0,0,37,4,0,3,9,14,22,15,6,0,3,0,0,89,7,9,11,31,43,95,41,12,3,4,0,12,259,93,67,61,142,223,602,373,212,59,37,18,71,1967
LGA45090,0,0,3,5,0,3,3,9,7,6,5,0,0,0,0,38,0,3,0,5,0,7,0,0,0,0,0,0,16,0,0,3,7,0,3,0,0,0,0,0,0,18,8,4,5,19,15,16,3,4,0,0,0,4,79,70,30,29,74,117,227,142,73,21,11,11,42,831
LGA45120,0,0,11,0,0,3,8,0,4,0,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,7,0,3,0,0,0,0,0,0,12,0,4,11,14,6,12,0,0,0,0,0,0,44,38,27,30,65,54,95,44,34,9,5,3,12,420
LGA45290,0,3,28,3,3,0,8,8,14,19,24,11,7,8,0,105,5,0,0,4,8,18,17,18,12,8,0,4,91,13,8,11,6,9,17,13,10,6,7,0,3,92,22,12,15,26,27,42,46,61,33,20,13,10,320,173,54,57,94,133,362,344,604,342,347,305,100,2930
LGA45340,3,12,292,27,33,31,74,114,307,298,154,40,22,6,35,1137,19,32,33,56,79,166,125,68,11,6,4,19,617,66,66,60,97,121,262,178,106,18,8,13,46,1035,116,131,125,239,349,818,683,360,77,38,25,109,3080,948,643,623,1122,1545,4639,5385,4529,1321,763,336,685,22541
LGA45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,3,14,9,17,3,3,0,0,0,0,71
LGA45540,0,0,3,4,0,0,5,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,5,6,3,3,8,5,3,0,0,0,0,0,0,39,10,21,17,35,23,19,0,3,0,0,0,12,131
LGA45680,0,5,202,23,13,18,64,106,233,139,73,15,4,6,21,721,6,14,6,33,39,86,41,15,4,8,0,6,255,30,44,31,63,85,170,72,33,4,10,4,18,567,64,72,70,173,266,537,288,141,32,29,7,60,1744,318,273,262,642,971,2758,2253,1437,397,235,116,324,9974
LGA45890,0,4,137,25,13,9,38,55,118,154,118,32,21,4,22,613,20,19,20,29,39,82,64,44,13,13,6,4,362,40,16,28,51,58,120,109,64,11,6,10,20,526,92,54,59,120,166,356,372,248,65,46,21,56,1640,532,322,279,535,678,2042,2627,3020,1023,714,327,342,12437
LGA46090,0,0,16,4,3,7,15,11,17,8,9,0,3,0,7,84,0,0,0,0,8,10,0,0,0,0,0,0,26,3,7,5,4,12,10,11,3,0,0,0,0,61,7,9,13,21,35,38,25,11,6,0,3,5,186,56,40,41,107,139,290,231,148,53,27,9,40,1193
LGA46300,0,0,10,4,0,3,4,10,28,15,0,0,0,0,0,71,0,3,0,0,8,11,4,3,0,0,0,0,30,0,0,9,8,5,5,9,3,0,0,0,4,44,6,3,8,15,25,49,28,8,0,0,0,5,158,50,42,48,88,118,345,316,217,57,41,17,42,1395
LGA46450,0,0,44,0,9,5,19,28,31,14,3,3,0,0,6,117,4,3,0,3,10,12,0,0,0,0,0,3,46,12,4,4,13,10,17,3,4,3,0,0,10,89,19,16,18,49,62,71,21,5,6,0,0,18,294,85,83,105,223,241,463,248,150,47,22,12,76,1759
LGA46510,0,0,5,4,0,3,6,3,5,11,16,4,6,0,0,64,3,3,0,6,4,18,10,5,5,3,0,0,52,4,4,3,7,4,9,8,0,4,0,0,0,54,9,7,8,17,14,30,31,22,17,7,4,7,178,109,62,34,80,87,262,294,466,275,288,176,63,2186
LGA46670,0,0,10,0,3,0,11,14,14,10,4,0,0,0,0,53,0,0,0,5,3,3,0,0,0,0,0,0,15,0,5,3,8,3,11,0,0,0,0,0,5,42,4,9,7,29,24,35,15,3,0,0,4,5,127,54,42,36,98,128,238,147,93,25,22,12,47,947
LGA46860,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,9,0,4,5,5,24,18,9,3,4,0,6,104
LGA46970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,3,3,0,0,0,3,14,11,3,5,0,13,25,34,65,35,22,13,12,232
