LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA23190,10,3,0,0,4,5,3,0,0,30,429,233,210,236,261,237,192,149,73,2019,3,0,0,5,3,0,0,0,0,12,0,3,0,0,3,0,0,3,0,14,50,42,32,29,33,20,20,5,0,238,21,23,20,43,87,105,57,57,22,440,32,9,12,8,14,28,18,7,5,130,18,0,12,6,7,10,0,5,0,57,487,331,268,423,602,549,471,381,165,3679,67,47,33,40,45,45,19,9,0,309,0,0,3,0,3,5,0,0,0,11,2266,1425,1244,1605,2035,1880,1429,1091,437,13409,19,3,13,15,3,0,0,0,0,57,27,15,18,14,9,0,0,0,0,82,0,0,3,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,9,0,11,6,7,3,0,0,0,0,33,3,17,13,6,3,0,0,0,0,44,1072,736,594,553,442,324,157,79,17,3972
LGA23270,237,153,70,96,77,47,16,5,0,709,78,43,56,81,107,85,69,58,11,601,171,127,110,100,112,68,36,22,6,752,125,100,78,89,68,55,29,10,3,562,271,163,123,182,158,80,49,24,4,1059,230,206,168,267,486,592,415,228,47,2637,68,53,33,44,62,64,35,15,3,387,61,42,34,40,24,19,19,5,3,248,710,602,431,521,728,689,362,216,92,4342,690,451,373,431,329,214,122,39,6,2664,41,15,19,23,36,11,8,3,0,147,19654,13834,12133,14399,14805,11682,7128,3717,922,98279,541,276,815,397,196,137,57,18,3,2431,8216,4811,4465,3923,2842,1399,757,203,40,26658,4,5,5,14,4,3,6,0,3,40,13,0,4,3,3,0,0,0,0,26,284,255,636,141,59,37,13,4,0,1435,70,77,74,74,55,36,14,4,0,413,363,332,720,220,116,78,25,12,0,1867,5306,3863,3763,3328,2689,1640,597,320,75,21584
LGA23350,3,0,3,0,3,0,0,0,0,12,26,26,15,26,39,32,19,16,3,202,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,15,17,9,4,11,9,19,7,4,0,79,41,21,15,65,113,108,72,46,24,507,3,0,0,6,3,9,8,0,3,42,16,0,4,15,3,5,0,0,0,45,144,84,56,106,202,229,184,97,33,1145,99,58,34,62,66,68,50,12,4,445,0,0,0,0,3,3,6,3,0,18,1513,882,617,1201,1550,1618,1160,609,265,9426,0,0,0,3,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,11,9,3,0,0,52,3,3,7,10,11,9,3,0,0,48,1046,519,370,565,668,588,223,78,31,4087
LGA23430,62,38,33,32,38,16,8,9,3,240,93,50,57,119,137,93,121,103,37,810,63,46,67,56,47,59,36,14,3,398,28,26,44,39,42,36,31,10,10,266,262,189,159,203,201,104,59,26,5,1207,244,222,172,363,626,730,549,517,284,3702,16,8,11,20,23,33,24,27,20,187,38,29,26,24,20,21,13,8,0,188,593,458,372,647,831,777,595,529,297,5101,390,310,279,311,307,256,156,62,25,2092,30,18,14,16,25,21,13,0,3,141,14394,9069,8790,13016,12635,10837,8598,6356,2786,86489,450,384,769,395,295,163,54,19,3,2537,468,354,406,361,271,193,109,23,4,2188,256,89,178,232,142,180,103,75,28,1289,3,0,0,0,0,3,0,0,0,10,102,266,585,60,12,16,9,4,0,1046,48,69,111,96,88,56,27,11,3,516,149,335,697,154,103,77,32,16,3,1570,6712,4560,5551,5650,4117,3005,1292,769,335,31986
LGA23670,161,100,57,76,76,49,26,19,7,564,107,107,103,130,185,156,241,227,174,1421,100,108,66,80,95,73,42,31,9,598,75,62,66,64,97,62,40,30,17,516,690,504,369,464,519,374,135,46,13,3101,405,312,262,437,719,892,555,341,187,4105,73,66,43,75,72,66,90,40,12,537,80,61,62,64,60,63,47,19,14,477,781,699,523,712,1077,1166,687,453,278,6368,864,628,539,636,588,444,217,93,33,4034,68,52,44,45,48,53,53,49,46,462,14905,11332,8973,12100,14151,12641,7913,4571,2057,88645,692,379,556,610,422,263,93,40,10,3063,413,333,289,268,233,154,74,17,5,1798,31,13,22,33,20,35,25,0,4,191,0,0,3,3,0,0,0,0,0,11,144,81,138,90,74,50,19,9,3,612,86,118,159,147,152,86,32,19,3,810,228,202,304,237,230,132,59,31,3,1426,8401,6368,6468,5762,4890,3490,1464,628,213,37694
LGA23810,49,35,32,19,35,22,19,16,3,216,37,37,42,44,87,85,74,80,40,518,12,4,12,10,3,3,0,0,0,45,17,18,12,14,12,9,6,7,0,101,155,113,70,84,115,109,81,36,14,776,249,206,150,282,472,723,577,343,142,3143,42,38,21,52,58,49,47,27,8,339,42,14,8,25,17,22,13,13,3,150,351,261,233,302,516,615,443,289,141,3154,389,235,185,213,226,143,104,62,16,1576,5,3,6,6,3,8,9,6,0,56,7017,5212,4171,5239,6652,6682,4745,3004,1167,43894,48,24,58,35,14,10,9,0,0,194,81,39,65,41,24,20,12,0,0,275,0,3,0,0,3,6,3,0,0,20,0,0,0,0,0,0,0,0,0,3,3,3,8,0,4,0,0,0,0,24,35,29,59,46,38,31,4,0,0,238,38,36,65,46,45,31,4,0,0,263,5203,3544,3210,2633,2498,1630,764,339,117,19933
LGA23940,0,0,0,0,0,6,0,0,0,10,0,0,0,3,3,3,7,3,0,25,3,0,0,3,0,0,0,0,0,4,4,0,0,0,5,0,4,0,0,19,7,0,0,3,9,6,15,3,0,48,12,18,12,30,59,79,76,66,31,382,0,0,0,4,0,9,3,0,0,15,0,0,0,0,5,3,0,3,0,14,105,73,41,89,164,212,154,104,57,1003,38,6,17,22,12,17,13,5,0,131,0,0,0,0,0,3,0,0,0,3,661,338,276,500,775,954,756,494,194,4949,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,7,0,0,0,16,3,0,0,4,4,7,0,0,0,19,446,186,172,208,245,235,99,44,10,1658
LGA24130,10,13,0,7,7,6,6,0,4,52,50,27,18,44,61,49,40,25,6,314,0,0,0,0,0,0,0,0,0,8,4,8,0,9,8,10,9,7,4,62,33,29,21,20,40,38,20,8,0,218,84,69,40,147,239,303,202,106,54,1236,5,4,0,5,16,21,3,3,0,56,13,8,12,6,11,3,3,4,3,60,381,302,137,338,472,455,356,181,81,2706,204,119,74,127,136,124,62,16,14,875,3,6,3,7,13,4,3,3,0,40,4854,2840,1760,3752,4284,3863,2540,1174,525,25593,0,3,8,7,13,5,0,0,0,38,15,18,9,19,8,12,6,0,0,82,4,0,4,10,7,3,5,0,3,37,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,15,17,29,30,24,7,0,0,125,13,15,20,28,28,24,7,0,0,133,3188,1641,1276,2017,1700,1405,621,187,54,12094
LGA24210,34,16,18,12,21,13,15,8,0,124,130,80,54,106,114,98,133,120,38,876,114,111,114,58,127,76,46,29,5,698,68,100,57,50,115,74,26,25,20,534,260,217,165,171,213,143,64,27,12,1271,244,181,150,241,356,429,535,291,132,2556,20,22,11,29,22,29,30,31,8,196,19,14,7,22,30,23,10,7,0,130,499,418,237,457,580,665,812,505,254,4443,439,377,286,341,337,266,162,79,26,2306,7,19,11,9,12,14,10,7,3,87,10848,8101,5716,8903,10046,8961,9033,5584,1877,69064,210,162,230,221,187,173,98,30,7,1301,504,428,399,332,360,197,101,40,11,2365,65,55,52,49,42,155,81,34,15,551,4,3,0,3,0,0,0,0,0,11,78,89,104,68,55,51,25,6,3,480,71,105,82,90,128,83,32,21,13,617,153,193,191,166,185,132,56,31,14,1112,4702,4119,3466,3520,3599,2858,1538,703,276,24770
LGA24250,3,0,4,0,0,0,0,4,0,8,8,3,3,5,14,8,17,14,4,84,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,14,3,3,3,3,0,5,3,0,43,13,12,3,13,51,55,45,29,10,238,3,0,3,0,3,0,3,0,0,8,4,0,0,3,7,0,0,0,3,27,51,30,34,47,93,105,87,50,18,516,33,9,6,20,24,26,14,6,0,147,4,0,0,0,0,3,0,0,0,11,724,430,298,524,751,854,634,335,146,4693,3,3,4,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,5,5,3,4,0,0,31,4,9,5,5,5,3,4,0,0,31,551,300,276,291,344,352,156,54,15,2343
LGA24330,17,23,15,9,15,13,3,0,0,95,32,20,54,55,33,31,25,16,14,279,62,45,68,71,24,10,4,0,0,277,40,48,49,37,41,20,14,8,4,261,88,59,95,56,27,27,11,12,0,381,59,54,97,117,145,154,125,110,86,949,7,0,14,6,15,4,3,5,0,63,10,11,17,14,14,9,10,8,0,91,173,121,208,224,204,160,80,93,70,1329,138,135,219,148,117,74,27,8,9,875,11,8,23,12,11,8,4,0,0,70,4936,3313,5027,5460,4227,3233,2354,1954,882,31388,251,397,1276,265,55,34,17,8,0,2301,824,563,975,457,234,136,61,28,8,3274,3,6,22,17,8,4,0,0,0,68,5,0,0,0,3,0,0,0,0,12,54,114,276,34,9,3,3,0,0,497,25,54,97,55,48,30,7,4,0,317,81,170,374,89,58,30,12,4,0,821,3501,2882,4678,3765,2181,1066,333,219,76,18705
LGA24410,91,36,55,34,28,23,10,5,0,285,301,230,147,203,220,191,176,122,39,1626,10,4,13,5,9,0,5,3,0,64,34,53,47,36,53,42,24,12,20,326,371,231,255,244,197,159,80,51,16,1603,263,186,192,299,461,555,458,344,135,2884,61,28,39,58,47,82,59,30,19,429,83,55,58,64,57,48,47,13,11,431,712,533,416,645,841,865,689,499,266,5462,703,479,519,481,435,388,218,101,48,3376,78,55,47,59,58,51,53,61,40,496,10606,7236,6547,8577,9082,8018,5846,4027,1803,61742,204,99,305,170,83,39,16,7,3,925,144,77,134,101,69,43,21,6,3,594,14,5,13,20,11,25,11,4,0,98,6,3,3,0,0,0,0,0,0,9,73,95,175,60,23,9,8,4,0,441,46,72,115,95,75,65,36,14,3,516,129,172,287,151,96,71,43,19,3,971,6559,4445,5221,4759,3587,2550,1184,654,268,29221
LGA24600,12,21,15,5,10,3,0,0,0,66,29,117,126,55,48,40,41,16,6,473,44,25,57,33,24,10,15,4,0,213,8,189,127,20,8,17,4,10,0,384,33,263,181,64,22,33,3,0,0,608,59,435,352,154,144,194,124,54,42,1549,16,17,21,16,16,9,10,4,4,115,0,8,26,9,10,5,3,3,0,60,106,521,475,239,215,261,186,77,43,2118,83,672,473,122,112,89,48,20,4,1634,5,9,22,12,4,7,4,4,0,76,2058,7344,8795,4058,3203,3111,1971,1052,528,32120,259,447,1671,247,61,32,10,3,0,2732,940,1302,1086,424,232,117,84,19,5,4205,29,48,115,49,40,94,68,50,26,534,0,0,0,0,0,0,0,0,0,5,5,54,89,12,11,0,0,0,0,175,16,100,156,63,40,24,11,0,0,417,30,160,247,73,48,20,15,3,0,591,1948,9646,10803,3957,2407,1941,824,283,107,31927
LGA24650,91,85,39,48,44,41,8,3,0,354,105,53,74,89,76,79,48,29,0,557,231,103,130,126,75,54,17,5,3,744,109,63,64,87,77,49,12,10,0,465,372,200,166,233,185,93,37,10,0,1294,143,119,175,221,333,429,216,128,42,1794,39,29,22,31,34,34,23,14,4,230,76,43,51,49,31,27,12,4,0,300,535,366,372,407,393,497,243,151,46,3005,614,289,351,353,218,165,76,10,8,2082,25,17,18,24,21,19,7,0,0,124,16455,8788,10726,12005,9027,7577,3527,1607,478,70192,574,174,582,492,141,84,21,7,0,2074,1224,637,831,685,439,220,72,19,0,4129,3,3,14,6,7,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,209,154,326,110,74,44,17,0,0,933,65,36,63,66,37,28,5,8,0,310,272,190,395,171,110,71,30,3,0,1239,5365,3008,3838,2986,1800,1228,373,150,61,18808
LGA24780,111,43,27,32,23,17,7,0,0,263,208,122,103,133,144,136,74,52,18,990,0,3,8,3,5,0,0,0,0,13,26,13,14,19,13,13,11,0,3,108,163,103,74,108,103,84,29,13,3,681,115,104,67,144,242,344,240,188,99,1536,57,32,23,39,55,42,49,33,13,334,69,43,27,39,38,36,31,16,3,302,647,367,285,470,717,802,604,414,193,4500,248,136,106,126,115,107,70,32,10,961,15,20,8,15,10,12,9,5,3,99,5575,3475,2725,3952,4783,4499,3346,2329,893,31574,30,28,52,31,8,3,3,4,0,160,217,143,110,153,139,73,58,14,0,912,3,4,0,4,3,0,0,0,0,16,3,5,0,0,0,0,0,0,0,11,21,21,44,20,11,0,0,0,0,118,12,20,25,15,18,11,3,3,0,98,34,50,64,32,25,13,3,3,0,223,3520,2105,1892,1782,1471,1002,452,249,88,12561
LGA24850,7,17,10,10,10,16,3,3,0,78,23,17,20,31,36,35,31,15,7,220,0,0,0,0,3,0,0,0,0,3,0,3,13,3,15,3,5,0,0,34,40,23,10,23,21,23,6,7,0,151,112,70,69,124,260,263,204,95,41,1235,21,22,9,26,20,13,20,3,5,139,17,8,6,6,5,3,0,3,0,51,258,164,138,241,237,265,181,105,50,1631,142,48,73,65,55,48,30,10,0,467,0,0,0,0,0,4,3,0,0,12,4253,2631,2162,3190,3420,2969,1875,1019,340,21862,21,4,31,11,3,3,0,0,0,74,71,33,34,37,25,4,3,3,0,216,0,3,0,4,3,0,0,0,0,10,3,3,0,3,0,0,0,0,0,7,3,5,24,0,0,4,0,0,0,35,13,17,22,23,17,21,5,0,0,128,25,21,50,30,17,24,12,0,0,173,2403,1518,1160,1269,1074,711,286,131,34,8589
LGA24900,4,7,0,3,3,4,0,0,0,23,9,12,14,16,12,37,24,3,0,127,0,0,0,0,0,0,0,0,0,0,7,0,0,6,6,4,3,5,0,34,35,35,13,19,35,24,10,0,3,173,77,72,36,130,234,291,278,187,80,1386,11,10,3,3,12,18,9,12,0,78,11,0,3,8,3,0,3,0,0,27,327,222,179,321,451,515,474,388,172,3047,86,44,31,40,61,46,48,12,3,369,0,0,0,4,0,4,0,0,0,10,3243,1834,1444,2219,2751,3003,2563,1744,673,19476,12,6,20,8,5,3,0,0,0,54,119,24,49,43,31,3,0,0,0,275,0,0,0,0,3,0,0,3,0,9,0,0,0,3,0,0,0,0,0,4,13,15,50,3,0,0,0,0,0,84,3,3,11,13,13,13,3,0,0,52,18,21,63,21,13,14,3,0,0,149,1479,769,723,709,704,541,305,131,53,5411
LGA24970,59,64,45,25,30,25,20,9,3,281,73,95,55,104,126,101,178,153,55,948,155,119,130,125,157,142,130,65,14,1034,88,118,88,87,78,53,34,29,23,594,362,349,318,289,266,194,78,27,4,1898,427,393,247,396,487,633,608,484,267,3949,11,20,14,12,20,37,29,27,9,182,43,39,35,30,31,26,28,25,10,261,787,806,614,780,912,1018,1162,995,390,7462,580,643,534,475,482,367,222,126,28,3469,55,40,13,41,41,24,33,19,6,272,13786,11049,9088,12531,12045,11474,11310,8149,2987,92417,1307,1148,1743,1094,882,453,190,102,27,6943,734,753,845,500,340,191,80,33,6,3489,128,63,116,100,89,155,77,37,21,786,0,0,3,0,0,0,0,0,0,4,172,348,610,125,61,35,13,4,0,1363,101,121,140,109,114,96,39,16,0,739,272,470,750,232,179,131,53,17,5,2110,6626,9137,6889,5343,4978,3554,1802,947,338,39618
LGA25060,10,9,16,3,5,6,4,6,3,61,43,45,58,54,70,61,53,50,26,460,138,51,93,69,41,28,13,17,0,445,23,24,26,46,22,30,20,17,9,221,82,82,77,77,63,46,26,22,7,491,88,71,123,178,295,316,306,198,106,1682,11,9,9,8,23,14,16,15,5,99,4,3,11,9,4,16,9,3,3,61,400,386,342,443,555,534,429,293,202,3582,190,159,206,168,126,156,64,44,16,1116,6,11,15,8,6,4,7,3,0,56,11903,7878,7869,10714,9981,8343,6730,5025,2062,70505,243,215,923,222,82,49,31,8,0,1768,936,420,623,479,296,152,83,39,7,3037,9,8,18,19,3,8,3,0,0,69,0,0,0,0,0,0,0,0,0,6,51,89,234,28,16,9,7,0,0,425,16,57,85,55,25,20,11,9,3,284,66,143,317,79,50,33,21,9,3,714,3369,3472,4379,3197,2546,1958,702,389,132,20148
LGA25150,7,8,4,4,9,7,9,0,0,47,39,21,13,33,31,45,29,14,9,233,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,0,0,0,21,34,14,14,21,14,22,5,3,0,128,53,44,35,89,161,206,135,97,41,851,7,8,9,6,12,16,6,3,0,64,12,9,8,3,10,5,0,5,0,49,225,137,122,197,270,307,163,126,48,1598,136,57,67,70,59,66,21,15,0,490,3,0,0,0,4,4,5,0,0,17,3290,1981,1512,2471,2856,2654,1675,872,330,17639,11,7,18,9,7,3,3,0,0,59,25,7,3,15,10,3,0,0,0,64,3,0,0,0,0,6,3,0,0,18,0,0,0,0,0,0,0,0,0,3,5,9,18,3,0,0,0,0,0,31,10,13,22,12,26,8,8,0,0,99,17,21,32,15,28,7,8,0,0,134,2034,1191,997,1182,1015,728,285,96,30,7563
LGA25250,54,32,24,34,22,18,11,4,0,197,56,42,95,95,60,53,50,64,42,570,49,38,63,44,39,26,20,4,0,277,39,46,48,45,34,19,17,17,8,272,89,76,111,87,51,45,27,12,3,498,92,99,173,179,255,268,175,252,169,1658,30,19,26,21,30,20,24,31,10,205,5,16,16,16,10,0,3,8,0,78,310,292,355,399,406,315,238,336,199,2837,247,225,297,231,203,109,54,42,15,1434,11,3,20,17,7,7,3,5,0,74,11316,7898,10220,11970,10424,7848,7715,7829,2910,78130,374,675,1868,346,117,62,34,6,0,3485,4106,2343,3097,1956,1146,647,295,89,18,13714,20,25,66,27,20,27,13,0,3,213,0,0,0,3,4,0,0,0,0,11,87,229,558,48,7,10,3,3,0,952,28,80,166,128,81,30,19,7,4,537,119,311,728,175,90,40,21,6,4,1497,5451,5257,9630,6267,3777,2263,694,375,173,33895
LGA25340,96,51,28,64,31,13,25,18,5,326,82,56,43,81,109,139,157,94,36,800,6,11,7,6,5,7,8,0,0,55,17,17,22,28,35,27,27,23,13,211,136,87,69,98,126,129,70,41,6,766,301,250,170,393,776,1046,1151,823,333,5244,25,12,20,33,41,55,53,46,23,311,3,11,5,3,10,11,19,6,4,70,762,600,313,624,943,1253,1273,1004,439,7221,476,330,237,321,397,364,214,115,38,2488,13,8,7,17,18,30,30,22,0,141,12860,8143,5656,10351,11968,12779,12159,8078,3053,85043,43,28,62,42,39,31,11,0,0,256,44,36,30,42,25,27,6,3,0,218,30,10,15,30,26,48,46,20,7,227,0,0,0,0,0,0,0,0,0,0,10,3,14,4,3,4,4,0,0,42,59,57,51,98,87,66,31,11,9,464,68,60,64,107,86,74,30,11,9,505,10266,6052,5005,6449,5312,4623,2719,1265,462,42152
LGA25430,3,6,0,0,3,3,3,0,0,13,4,7,4,6,18,16,15,7,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,16,4,11,5,7,15,21,18,4,0,85,17,22,11,27,59,119,97,69,22,443,0,0,5,3,12,16,15,17,0,65,0,0,3,0,0,0,3,3,0,16,158,113,46,132,218,268,236,176,55,1396,89,31,33,48,61,62,33,13,3,367,0,0,0,3,0,10,0,4,0,19,1001,658,407,801,1284,1535,1239,789,285,8007,0,0,5,3,3,3,3,0,0,20,8,6,7,3,3,0,0,0,0,21,0,3,0,0,3,4,0,0,0,14,7,6,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,5,11,3,9,28,36,28,9,3,0,129,17,11,14,28,37,31,9,3,0,149,1435,785,592,940,1025,989,533,186,53,6522
LGA25490,4,3,0,0,0,0,0,0,0,7,62,34,20,36,51,37,27,11,0,290,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,0,0,0,21,17,3,6,5,5,6,4,0,0,53,165,90,73,156,226,263,190,126,43,1335,3,0,0,0,0,11,0,0,0,15,13,0,3,3,3,6,3,0,0,35,229,109,98,161,222,229,167,124,63,1400,79,44,18,37,47,30,14,7,0,270,0,6,0,0,3,0,0,0,0,12,2068,1099,857,1382,1728,1739,1127,676,271,10938,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,5,5,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,3,4,3,10,5,5,3,0,0,44,6,7,5,18,7,5,3,0,0,55,988,480,441,492,441,354,179,43,21,3441
LGA25620,0,0,0,0,0,4,0,3,0,10,3,0,7,6,15,17,15,9,0,75,0,0,0,0,0,0,0,0,0,3,7,3,0,3,0,7,0,3,0,28,15,6,10,3,15,9,6,7,0,74,26,10,9,43,79,111,117,62,32,491,0,0,3,0,3,4,3,5,3,28,6,3,3,5,12,4,9,3,0,47,86,70,41,71,135,163,149,78,37,835,59,20,20,45,36,55,20,3,3,262,3,3,0,3,0,0,0,0,0,16,959,574,465,831,1155,1289,1077,566,222,7142,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,10,12,12,13,0,0,0,55,6,0,8,12,19,16,4,3,0,62,976,472,495,714,592,582,290,90,24,4241
