LGA_CODE_2016,C16_P_35_39_Tot_LF,C16_P_35_39_Notin_LF,C16_P_35_39_LF_NS,C16_P_35_39_Tot,C16_P_40_44_Em_FT,C16_P_40_44_Em_PT,C16_P_40_44_Em_AFW,C16_P_40_44_Em_Hrs_NS,C16_P_40_44_Em_Tot,C16_P_40_44_Unem_Look_FT,C16_P_40_44_Unem_Look_PT,C16_P_40_44_Unem_Tot,C16_P_40_44_Tot_LF,C16_P_40_44_Notin_LF,C16_P_40_44_LF_NS,C16_P_40_44_Tot,C16_P_45_49_Em_FT,C16_P_45_49_Em_PT,C16_P_45_49_Em_AFW,C16_P_45_49_Em_Hrs_NS,C16_P_45_49_Em_Tot,C16_P_45_49_Unem_Look_FT,C16_P_45_49_Unem_Look_PT,C16_P_45_49_Unem_Tot,C16_P_45_49_Tot_LF,C16_P_45_49_Notin_LF,C16_P_45_49_LF_NS,C16_P_45_49_Tot,C16_P_50_54_Em_FT,C16_P_50_54_Em_PT,C16_P_50_54_Em_AFW,C16_P_50_54_Em_Hrs_NS,C16_P_50_54_Em_Tot,C16_P_50_54_Unem_Look_FT,C16_P_50_54_Unem_Look_PT,C16_P_50_54_Unem_Tot,C16_P_50_54_Tot_LF,C16_P_50_54_Notin_LF,C16_P_50_54_LF_NS,C16_P_50_54_Tot,C16_P_55_59_Em_FT,C16_P_55_59_Em_PT,C16_P_55_59_Em_AFW,C16_P_55_59_Em_Hrs_NS,C16_P_55_59_Em_Tot,C16_P_55_59_Unem_Look_FT,C16_P_55_59_Unem_Look_PT,C16_P_55_59_Unem_Tot,C16_P_55_59_Tot_LF,C16_P_55_59_Notin_LF,C16_P_55_59_LF_NS,C16_P_55_59_Tot,C16_P_60_64_Em_FT,C16_P_60_64_Em_PT,C16_P_60_64_Em_AFW,C16_P_60_64_Em_Hrs_NS,C16_P_60_64_Em_Tot,C16_P_60_64_Unem_Look_FT,C16_P_60_64_Unem_Look_PT,C16_P_60_64_Unem_Tot,C16_P_60_64_Tot_LF,C16_P_60_64_Notin_LF,C16_P_60_64_LF_NS,C16_P_60_64_Tot,C16_P_65_69_Em_FT,C16_P_65_69_Em_PT,C16_P_65_69_Em_AFW,C16_P_65_69_Em_Hrs_NS,C16_P_65_69_Em_Tot,C16_P_65_69_Unem_Look_FT,C16_P_65_69_Unem_Look_PT,C16_P_65_69_Unem_Tot,C16_P_65_69_Tot_LF,C16_P_65_69_Notin_LF,C16_P_65_69_LF_NS,C16_P_65_69_Tot,C16_P_70_74_Em_FT,C16_P_70_74_Em_PT,C16_P_70_74_Em_AFW,C16_P_70_74_Em_Hrs_NS,C16_P_70_74_Em_Tot,C16_P_70_74_Unem_Look_FT,C16_P_70_74_Unem_Look_PT,C16_P_70_74_Unem_Tot,C16_P_70_74_Tot_LF,C16_P_70_74_Notin_LF,C16_P_70_74_LF_NS,C16_P_70_74_Tot,C16_P_75over_Emp_Wor_ft,C16_P_75ov_Em_Work_pt,C16_P_75ov_Em_Aw_fr_w,C16_P_75ov_Emp_Hou_w_ns,C16_P_75andOver_Em_Tot,C16_P_75over_Unem_Lo_ft_w,C16_P_75over_Unem_Lo_pt_w,C16_P_75over_Unemp_Tot,C16_P_75over_Tot_lab_for,C16_P_75over_N_lab_forc,C16_P_75over_LF_NS,C16_P_75over_Tot,C16_P_Tot_Em_FT,C16_P_Tot_Em_PT,C16_P_Tot_Em_AFW,C16_P_Tot_Em_Hrs_NS,C16_P_Tot_Em_Tot,C16_P_Tot_Unem_Look_FT,C16_P_Tot_Unem_Look_PT,C16_P_Tot_Unem_Tot,C16_P_T_T_labo_for,C16_P_Tot_Notin_LF,C16_P_Tot_LF_NS,C16_P_T_T
LGA53360,175,29,25,231,109,55,6,0,173,8,0,9,186,17,23,225,119,46,4,4,172,3,0,9,180,13,14,207,97,39,12,3,146,8,0,5,157,24,17,191,82,33,15,0,126,7,0,7,135,35,14,182,38,21,6,3,73,0,0,0,75,58,11,145,12,13,0,0,33,0,0,3,37,112,10,157,3,11,0,0,13,0,0,0,13,68,4,86,0,3,0,0,10,0,0,0,10,58,10,72,852,433,101,25,1405,47,17,61,1471,486,209,2165
LGA53430,1581,268,170,2025,902,450,46,20,1425,79,26,100,1531,287,179,1998,961,462,49,25,1491,89,26,113,1609,304,175,2089,1027,460,50,16,1554,79,27,108,1661,303,162,2126,817,428,52,11,1310,57,31,86,1393,481,164,2040,489,421,47,15,975,47,27,82,1051,658,136,1849,205,277,32,6,525,4,10,8,532,972,144,1650,43,113,18,0,176,0,3,3,181,872,109,1159,13,52,8,3,74,8,0,8,81,1961,364,2405,8154,5034,585,211,13973,668,439,1109,15083,7459,2246,24792
LGA53570,180,52,36,267,143,59,3,3,210,17,0,14,222,46,29,300,149,84,21,8,257,13,3,17,273,44,33,355,165,75,16,5,263,14,3,21,277,69,37,383,149,72,13,5,237,18,3,26,259,103,45,405,108,81,17,8,213,10,3,17,230,198,46,468,50,53,5,3,112,0,0,0,110,327,50,492,23,32,7,6,60,0,0,0,61,228,20,314,11,28,5,3,45,0,0,0,45,313,55,406,1253,719,111,67,2154,108,36,149,2301,1614,415,4331
LGA53640,55,11,0,64,42,26,0,0,64,0,0,0,65,13,7,85,50,10,0,3,62,0,0,0,61,13,17,94,39,13,4,8,58,4,0,4,58,13,18,86,41,7,0,0,56,3,0,3,60,25,11,95,43,18,8,0,69,0,0,0,76,27,12,113,18,6,0,0,29,0,0,0,29,22,11,62,11,8,3,0,17,0,0,0,17,19,8,41,6,5,0,0,10,0,0,0,10,37,6,47,408,153,25,17,602,16,3,20,623,238,111,971
LGA53710,36,13,8,56,29,16,0,0,44,0,3,4,43,3,6,61,40,17,0,0,58,8,0,4,61,13,9,83,22,14,3,0,41,3,0,7,49,12,5,64,37,15,3,0,56,0,0,0,57,12,8,81,27,16,5,0,48,0,0,0,48,24,5,78,7,15,0,0,28,0,0,0,25,47,8,74,8,4,0,0,8,0,0,0,8,35,4,47,4,10,0,0,15,0,0,0,15,77,11,100,263,156,14,6,446,19,5,26,472,274,81,822
LGA53780,6968,1777,451,9201,4084,1667,149,117,6020,373,124,499,6518,1463,412,8389,3935,1539,151,104,5734,376,113,487,6217,1229,375,7826,3523,1358,145,89,5111,285,72,360,5471,1269,341,7082,2633,1234,148,58,4077,216,76,295,4371,1533,288,6190,1786,1091,130,37,3045,178,88,260,3301,2156,341,5795,605,548,71,17,1248,14,33,53,1295,3394,263,4955,98,185,9,19,310,3,9,9,322,2819,192,3332,35,72,9,10,132,0,3,3,131,4754,650,5540,32954,17131,1770,1078,52930,3546,2172,5714,58648,29793,4969,93412
LGA53800,1749,395,177,2318,1244,542,56,29,1873,103,39,145,2013,394,210,2617,1399,611,85,29,2122,105,37,145,2265,389,241,2894,1281,552,91,37,1956,120,36,155,2115,407,223,2741,1043,490,97,29,1660,89,30,122,1778,570,211,2557,661,409,65,18,1159,59,40,96,1260,747,183,2183,222,199,27,13,464,13,11,26,494,1258,141,1891,44,90,18,3,153,3,3,6,162,1070,131,1364,32,45,5,7,97,0,8,7,104,1992,343,2441,10186,5394,818,304,16701,1077,529,1611,18311,9665,2624,30597
LGA53920,95,75,58,228,51,13,3,3,71,9,3,11,84,63,67,215,39,18,0,3,57,3,3,9,70,42,50,169,55,12,0,3,76,7,4,16,91,59,31,174,55,7,7,0,68,3,3,5,80,63,26,166,37,12,0,0,51,0,0,0,50,53,25,131,8,0,0,0,15,0,3,3,18,38,20,79,7,0,0,0,9,0,0,0,11,34,0,49,0,0,0,0,0,0,0,0,0,38,13,46,497,141,23,41,705,106,55,160,867,945,584,2393
LGA53990,1328,258,122,1707,898,431,41,23,1396,53,36,84,1487,227,130,1837,960,429,55,15,1469,68,25,92,1561,215,136,1913,892,381,67,30,1365,59,23,79,1444,258,142,1844,715,362,84,22,1176,61,31,87,1264,379,138,1782,407,278,54,6,744,25,28,55,796,648,105,1551,121,158,16,11,303,7,11,13,319,1025,111,1458,37,70,0,6,118,0,4,4,120,732,103,956,7,49,8,3,63,0,0,0,63,1163,168,1391,6948,3936,577,217,11684,618,362,978,12666,6391,1607,20663
LGA54060,132,26,14,170,93,57,11,4,162,5,6,13,173,22,18,214,99,55,5,3,161,10,3,8,174,31,13,216,122,70,9,5,200,12,0,12,208,39,28,271,98,45,10,7,153,10,3,13,167,80,16,262,91,61,8,4,162,7,8,15,177,132,27,328,22,32,10,8,75,0,0,0,76,219,22,314,9,15,3,0,29,0,0,0,29,199,31,256,6,12,0,3,17,0,0,0,17,295,28,348,758,523,63,46,1389,82,31,118,1510,1222,227,2958
LGA54130,47,7,9,64,37,12,0,0,49,0,0,0,53,6,7,64,49,19,0,0,67,0,0,0,67,5,4,81,54,18,4,0,76,0,0,0,76,8,14,93,56,26,3,0,78,0,0,0,77,23,10,107,34,11,0,0,49,0,0,0,45,22,10,85,14,7,3,0,25,0,0,0,25,31,3,63,3,4,0,0,11,0,0,0,11,26,3,40,3,0,0,0,8,0,0,0,8,35,9,57,403,146,17,3,569,10,3,13,585,187,111,874
LGA54170,7924,1344,394,9670,5765,2813,241,126,8942,301,188,490,9433,1248,423,11102,6646,2895,236,117,9900,332,152,481,10380,1152,409,11942,6248,2752,306,100,9406,330,136,468,9876,1283,409,11562,5410,2615,312,94,8430,312,120,438,8864,1797,432,11088,3182,2302,288,79,5844,212,130,340,6187,3238,381,9802,1017,1338,130,22,2497,45,51,90,2589,5662,346,8602,191,472,37,11,707,10,15,25,732,4265,241,5238,50,154,8,20,231,7,5,12,242,7252,559,8054,46482,28456,2935,1109,78978,3165,2645,5813,84785,35111,5029,124925
LGA54200,3015,554,199,3761,2073,879,82,42,3073,123,60,183,3251,482,183,3916,2260,874,106,39,3280,133,53,188,3466,431,178,4078,2074,786,109,36,3004,124,45,170,3169,510,212,3895,1719,713,109,43,2591,110,41,145,2734,637,216,3593,1025,733,101,23,1882,87,46,135,2015,1091,220,3326,398,453,53,14,916,11,15,26,941,2109,195,3246,86,170,11,4,274,0,13,15,290,1881,143,2313,22,94,5,3,125,0,8,9,129,3288,434,3854,16978,8816,1027,431,27255,1269,807,2071,29327,14196,2757,46275
LGA54280,1726,328,210,2266,1278,341,46,50,1709,61,28,89,1798,243,229,2261,1210,340,59,38,1643,53,26,80,1721,222,223,2162,1184,279,58,27,1542,53,12,65,1607,239,189,2035,956,286,48,17,1314,52,17,66,1380,272,221,1877,526,176,34,12,751,23,13,38,788,340,165,1286,171,91,16,8,294,4,3,6,301,485,101,884,38,34,5,3,83,0,0,4,89,357,51,493,19,13,0,3,35,0,0,0,35,582,89,706,10633,3365,575,333,14898,618,304,922,15821,4962,2373,23159
LGA54310,1527,253,262,2045,1059,272,52,24,1413,53,15,67,1485,216,234,1939,915,214,52,22,1207,50,15,64,1269,147,228,1647,748,155,51,13,966,47,14,57,1023,138,205,1366,553,103,41,13,716,33,6,35,751,122,135,1005,286,64,23,3,381,22,13,34,408,129,89,630,84,27,9,5,124,7,3,13,136,118,57,310,11,3,0,3,26,0,0,4,23,80,11,124,14,9,0,0,25,0,0,0,25,65,19,102,7904,2041,561,196,10701,488,191,681,11383,2673,2117,16164
LGA54340,187,38,29,253,110,42,4,0,156,8,3,9,172,47,34,255,119,49,9,0,168,3,0,3,172,29,39,240,157,55,4,3,227,15,0,12,237,45,46,327,120,49,12,3,180,4,3,3,187,57,32,278,78,55,13,0,143,7,8,14,155,78,36,271,22,28,3,0,46,0,3,3,54,120,37,206,25,14,0,0,34,0,0,0,34,113,19,173,7,6,0,3,15,0,0,0,15,261,53,329,1152,493,79,35,1759,78,29,114,1866,999,445,3316
LGA54410,42,9,3,57,19,16,0,0,37,4,0,7,45,15,3,65,42,20,4,3,67,0,0,0,69,16,6,89,45,18,0,0,64,3,0,3,72,24,13,105,45,15,5,0,67,0,0,3,64,17,6,89,25,9,0,0,33,0,0,0,33,33,6,77,9,8,3,0,26,0,0,0,26,45,5,77,6,7,0,0,17,0,0,0,17,38,13,73,3,5,0,3,14,0,0,0,14,118,28,152,289,169,18,13,487,18,3,22,507,386,113,1008
LGA54480,42,0,12,57,20,11,0,0,35,0,0,0,35,7,3,41,30,7,0,0,35,0,0,0,35,10,0,45,28,4,0,3,38,0,0,0,38,5,7,48,24,5,0,0,32,0,0,0,32,0,7,33,12,11,0,0,25,0,0,0,25,5,8,34,4,6,0,0,17,0,0,0,17,15,10,42,6,3,0,0,13,0,0,0,13,6,0,18,7,0,0,0,3,0,0,0,3,8,0,19,208,79,6,8,298,0,3,3,300,70,55,427
LGA54550,85,14,14,107,54,26,0,0,82,0,0,0,77,15,8,100,71,33,0,0,111,0,0,3,115,19,17,148,93,36,3,3,134,0,0,0,134,14,11,167,76,23,4,0,108,0,3,3,109,16,15,135,49,32,12,3,95,3,3,3,100,33,14,142,26,24,4,0,53,0,0,0,52,48,18,119,15,8,0,3,31,0,0,0,31,58,7,92,10,12,3,5,32,0,0,0,32,122,34,187,614,278,53,22,964,11,13,25,988,404,166,1562
LGA54620,48,6,0,54,40,10,0,0,55,0,0,0,55,4,3,67,49,9,0,0,58,4,0,4,67,4,5,76,29,10,0,0,38,0,0,0,38,12,3,55,58,12,3,0,66,0,0,0,67,3,5,82,30,8,3,0,41,0,0,0,44,8,4,56,23,3,0,3,27,0,0,0,27,26,5,55,4,8,0,0,16,0,0,0,16,20,5,35,14,4,3,0,20,0,0,0,20,33,4,62,355,108,13,7,488,13,3,14,507,144,57,707
LGA54690,18,4,0,21,15,6,0,0,19,0,0,0,19,4,3,29,11,0,0,0,15,0,0,0,19,8,3,24,14,3,3,0,22,0,0,0,21,3,3,25,24,8,0,0,31,0,0,5,33,10,0,41,19,5,0,0,20,0,0,0,26,14,3,40,4,6,0,0,9,0,0,0,9,13,3,28,0,0,0,0,4,0,0,0,4,19,0,21,4,6,0,0,7,0,0,0,7,20,5,32,126,49,9,8,192,5,3,5,200,110,21,333
LGA54760,45,7,4,61,36,16,0,0,46,0,0,0,46,0,3,49,33,7,0,4,43,0,0,0,43,8,7,53,46,10,8,0,60,0,0,0,61,3,3,73,26,0,5,4,39,0,0,0,37,7,0,47,24,10,3,0,43,0,0,0,40,11,3,56,19,3,0,3,31,0,0,0,31,20,4,53,6,3,0,0,8,0,0,0,8,18,0,27,6,3,0,0,6,0,0,0,6,43,9,57,290,90,20,8,413,6,3,10,421,144,46,616
LGA54830,2331,626,212,3169,1260,499,58,41,1850,163,59,217,2067,514,210,2789,1214,456,56,33,1760,121,45,170,1924,435,192,2556,936,374,43,16,1376,101,28,132,1502,434,139,2079,696,299,56,20,1071,94,31,123,1195,475,123,1792,392,217,39,18,662,44,27,74,734,653,116,1511,111,91,10,3,219,9,3,14,236,897,124,1255,20,40,0,4,72,0,0,0,70,764,79,908,7,12,0,3,23,0,0,0,23,1224,181,1428,10802,4985,644,373,16802,1352,673,2029,18836,9175,2230,30236
LGA54900,60,5,5,73,66,16,0,0,80,0,0,0,80,12,11,101,59,22,0,0,76,0,0,0,80,0,10,86,68,13,0,0,90,0,0,0,90,7,3,101,62,11,8,4,88,0,0,0,88,8,10,109,35,14,6,5,66,0,0,0,63,12,4,86,18,7,10,0,37,0,0,0,37,26,9,73,6,3,4,3,15,0,0,0,15,18,5,41,13,3,0,0,15,0,0,0,15,43,7,69,485,163,43,16,708,7,3,8,713,182,92,985
LGA54970,58,10,16,79,41,4,3,0,50,3,4,5,58,9,15,88,58,8,0,0,70,3,0,3,75,12,20,103,60,15,5,0,81,3,0,3,81,13,14,106,45,9,3,3,65,0,0,0,68,9,26,104,28,7,3,0,30,0,0,0,35,10,10,50,17,0,0,0,17,0,0,0,17,10,4,30,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,13,4,21,491,62,34,10,598,41,14,54,646,163,197,1009
LGA55040,82,20,32,136,59,12,0,3,72,0,0,3,76,12,30,111,55,9,3,3,72,0,0,0,76,10,18,105,54,10,8,4,75,7,0,7,79,11,37,127,45,6,6,0,52,0,0,0,52,8,20,83,25,11,0,3,31,0,0,0,31,12,12,63,12,0,0,0,17,0,0,0,17,21,11,43,3,0,0,0,8,0,0,0,8,6,6,20,0,0,0,0,0,0,0,0,0,15,3,20,533,85,33,17,669,21,8,26,694,185,305,1178
LGA55110,3210,866,272,4348,2223,1029,128,62,3443,253,111,365,3805,814,309,4933,2504,1046,142,66,3768,231,90,323,4085,764,327,5173,2419,1031,193,61,3706,268,66,332,4041,884,345,5270,1948,981,177,48,3157,191,74,260,3415,1336,325,5075,1063,937,150,28,2181,146,77,227,2402,2429,313,5151,342,463,61,12,878,18,21,37,921,4256,323,5496,73,193,31,12,314,4,11,14,328,3974,315,4612,16,123,8,17,165,8,5,9,178,7242,785,8205,17983,10929,1522,604,31036,2469,1318,3787,34824,27021,4412,66260
LGA55180,337,75,32,446,267,135,14,6,425,19,3,17,447,78,44,565,311,139,29,4,490,16,10,25,507,92,48,655,334,183,35,7,564,20,7,30,591,105,53,749,316,158,35,13,526,14,10,24,552,135,62,755,203,147,35,7,389,19,9,26,413,230,43,679,95,91,9,0,198,0,3,3,198,328,53,585,38,42,17,3,96,0,0,0,96,340,46,478,25,40,3,5,69,0,0,0,69,567,130,775,2415,1425,251,90,4184,169,58,229,4408,2439,672,7523
LGA55250,57,8,23,88,35,5,0,4,49,3,0,3,46,18,17,83,28,7,4,3,39,3,0,3,40,6,10,64,44,5,3,7,54,3,0,3,60,14,16,87,32,6,3,3,47,0,0,0,51,19,12,84,19,5,0,0,26,3,0,3,26,13,13,54,11,3,0,3,19,0,0,0,20,7,11,36,9,3,0,0,7,0,0,0,7,20,6,37,0,0,0,0,0,0,0,0,0,9,6,14,341,64,37,21,463,24,0,25,491,187,202,876
LGA55320,4711,873,251,5831,3316,1629,122,40,5107,147,110,254,5357,865,267,6496,3612,1660,106,52,5429,217,78,296,5723,868,288,6873,3541,1510,128,48,5225,202,81,284,5517,850,284,6644,3036,1554,170,39,4802,147,79,227,5035,1246,279,6555,1881,1371,142,39,3435,128,70,199,3634,2260,252,6150,689,884,94,25,1690,32,37,74,1760,3467,233,5460,173,350,23,6,555,6,13,19,576,3106,225,3910,61,197,12,3,271,5,8,14,285,7527,1074,8890,27256,17335,1531,541,46665,1746,1664,3409,50074,27068,4142,81281
LGA55390,16,10,0,33,21,3,3,0,29,3,3,4,29,12,5,45,17,0,3,3,26,0,0,0,28,9,10,44,21,0,0,0,26,0,0,0,24,8,5,40,23,0,0,0,25,0,0,3,24,3,9,42,10,0,0,0,16,0,0,0,11,8,0,26,9,0,0,0,10,0,0,0,7,9,0,26,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,7,180,18,13,10,220,20,9,26,245,122,61,426
LGA55460,135,31,10,177,98,42,5,0,148,3,0,5,159,21,14,198,99,41,7,8,160,4,3,3,160,33,16,212,129,29,18,3,175,9,6,7,183,32,23,232,110,45,4,7,169,3,3,10,177,54,17,246,67,30,9,0,106,3,0,0,110,78,11,200,29,20,7,0,54,0,0,4,53,109,15,178,16,13,0,0,33,0,0,0,33,84,14,133,15,6,0,0,22,0,0,0,22,166,32,216,968,411,84,37,1498,58,27,79,1580,897,219,2694
LGA55530,15,0,0,20,16,3,0,4,32,3,0,3,32,0,0,33,17,5,0,0,24,0,0,0,24,3,4,27,17,5,0,0,26,0,0,0,22,4,4,31,19,0,7,0,20,0,0,3,28,13,8,42,13,7,0,0,25,0,0,0,25,16,3,42,3,5,0,0,7,0,0,0,7,12,0,22,7,3,0,0,11,0,0,0,11,5,3,15,0,0,0,0,0,0,0,0,0,21,3,22,152,64,7,13,232,5,0,7,239,92,37,368
LGA55600,106,19,7,139,94,37,0,3,140,6,0,6,146,18,24,183,79,33,7,4,115,3,0,6,122,24,17,159,121,24,3,5,156,3,0,3,159,26,17,200,91,27,7,0,127,3,0,3,129,30,14,169,55,30,6,3,93,3,0,3,96,38,15,150,35,22,0,0,58,0,0,0,58,53,7,126,7,23,3,0,35,0,0,0,35,67,16,114,8,17,0,0,24,0,0,0,24,126,15,167,747,317,50,24,1137,42,9,54,1198,546,177,1914
LGA55670,25,3,0,30,30,10,0,3,44,0,3,3,46,4,3,49,19,9,0,0,27,4,0,4,30,5,7,42,26,8,0,0,37,0,0,0,38,5,10,45,28,13,0,0,40,4,0,4,49,7,13,64,20,3,3,0,31,0,0,0,31,11,7,50,3,3,3,0,12,0,0,0,12,15,0,20,3,5,3,0,10,0,0,0,10,14,4,26,0,4,0,0,4,0,0,0,4,45,12,58,199,84,15,3,304,17,6,28,331,203,53,587
LGA55740,413,62,33,510,264,131,7,13,409,8,10,21,431,80,38,543,363,150,3,3,519,10,8,18,542,93,38,676,274,142,7,9,431,14,8,25,449,117,50,618,230,125,10,5,370,17,3,20,389,111,31,528,131,109,12,5,257,5,7,15,269,176,47,498,60,117,5,0,179,0,6,10,190,246,55,489,29,60,0,0,91,0,4,4,93,295,52,439,7,29,3,3,41,0,0,0,41,465,118,633,2306,1569,126,61,4059,141,121,266,4330,2293,633,7248
LGA55810,17,4,8,30,10,3,0,0,15,3,0,4,16,4,13,32,10,8,0,0,14,0,3,5,22,3,7,32,17,3,0,0,21,0,0,0,21,5,9,43,14,7,0,0,21,4,3,6,26,5,14,51,3,3,0,0,12,0,0,0,12,14,6,27,6,4,0,0,14,0,0,0,13,19,8,38,4,0,0,0,4,0,0,0,4,16,7,23,0,0,0,0,0,0,0,0,0,10,3,8,105,38,6,6,150,10,11,16,172,125,101,394
LGA55880,23,4,3,28,24,12,0,0,32,0,0,0,35,11,7,54,28,3,0,0,31,0,0,0,31,3,3,40,34,6,0,0,42,0,0,0,48,3,0,52,21,8,0,0,24,0,0,0,24,5,0,32,12,0,3,0,24,0,0,0,23,7,0,29,9,4,0,0,14,0,0,0,14,17,3,36,3,4,0,0,11,0,0,0,11,5,0,19,3,4,0,0,10,0,0,0,10,19,0,30,199,62,13,5,273,5,3,9,287,97,31,413
LGA55950,26,7,4,32,23,4,0,0,28,0,0,0,29,9,0,35,14,13,0,0,23,0,0,0,23,8,5,31,19,3,0,0,26,0,0,0,26,3,4,31,28,6,4,0,39,0,0,0,39,9,4,51,20,7,0,0,26,0,0,0,26,10,3,35,9,5,0,0,12,0,0,0,12,18,5,33,8,4,0,0,11,0,0,0,11,12,0,24,4,0,0,0,11,0,0,0,11,36,3,46,197,67,5,8,276,3,0,8,281,122,34,435
LGA56090,1549,629,102,2287,1206,578,60,33,1881,70,28,101,1976,518,135,2636,1553,660,79,43,2344,99,28,127,2463,469,158,3097,1509,639,88,25,2256,99,30,126,2384,480,161,3024,1276,633,99,23,2037,76,37,115,2153,530,142,2823,795,577,64,12,1451,49,21,78,1524,831,119,2473,273,349,38,12,670,9,13,25,690,1528,142,2360,70,122,17,7,216,6,0,5,217,1336,108,1665,24,68,6,0,98,0,0,0,98,1996,240,2333,10312,6065,740,273,17390,791,491,1275,18669,11125,1728,31521
LGA56160,7,0,7,7,0,0,0,0,3,0,0,0,8,0,3,7,6,0,0,0,8,0,0,0,8,3,5,18,4,0,0,0,10,0,0,0,10,0,9,15,12,0,0,0,12,0,0,0,12,3,6,17,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5,0,3,52,5,0,5,57,29,42,131
LGA56230,606,177,63,845,477,232,30,16,752,58,15,74,827,152,92,1074,530,213,41,15,799,40,19,59,857,180,92,1128,521,250,46,13,826,49,15,66,889,178,89,1161,395,236,42,19,689,35,17,51,743,292,96,1135,253,195,38,9,493,30,20,45,543,521,101,1163,92,139,16,3,247,3,7,14,260,872,105,1236,25,45,3,0,73,0,0,3,77,757,85,922,14,33,0,3,50,0,0,0,50,1236,157,1449,3689,2281,326,123,6418,462,222,685,7099,5323,1135,13557
LGA56300,40,5,0,47,33,17,0,3,57,6,0,5,62,11,5,75,34,32,5,4,74,0,3,9,80,15,13,105,39,22,5,0,69,3,3,3,72,29,11,109,37,21,7,4,64,3,3,3,71,29,11,115,44,31,8,0,77,0,0,0,82,64,11,158,17,22,0,0,44,0,0,0,44,84,10,138,3,8,6,3,13,0,0,0,13,83,7,113,4,7,0,0,13,0,0,0,13,70,13,97,283,212,26,18,544,27,11,38,580,446,100,1127
LGA56370,18,4,0,22,26,7,0,0,31,0,0,0,38,4,3,41,28,11,3,0,42,0,0,0,47,5,3,57,34,6,3,0,41,0,0,0,41,3,3,50,38,9,0,3,59,3,0,3,60,14,6,77,26,14,4,0,40,0,0,0,41,17,3,58,11,3,0,0,13,0,0,0,13,18,7,39,14,3,0,0,19,0,0,0,19,36,12,61,9,3,0,0,9,0,0,0,9,62,13,83,288,94,22,12,409,11,5,14,419,193,55,667
LGA56460,197,40,23,262,133,65,19,0,210,6,3,10,223,45,24,292,156,76,8,3,248,9,0,9,258,46,32,330,157,66,5,9,238,6,0,5,241,45,36,320,164,64,22,7,255,0,3,3,256,80,41,383,117,60,6,3,183,3,0,3,193,111,38,337,50,29,10,0,94,0,0,0,92,169,33,299,12,25,4,6,45,0,0,0,51,148,23,218,3,12,7,5,26,0,0,0,26,329,68,422,1290,626,133,46,2093,80,33,114,2216,1411,467,4086
LGA56580,838,191,45,1069,648,340,29,18,1034,27,20,44,1082,198,67,1347,832,390,20,11,1259,32,23,56,1320,195,77,1584,806,318,21,9,1156,31,21,53,1206,228,66,1496,693,349,38,5,1080,23,9,32,1118,286,73,1473,437,326,21,3,790,18,8,26,817,409,70,1292,242,273,11,3,535,3,9,15,549,656,67,1271,64,137,6,5,212,0,3,3,212,650,37,904,20,99,0,3,130,3,0,3,130,1400,123,1656,5483,3895,290,103,9772,250,309,556,10326,5786,817,16932
LGA56620,44,36,32,113,10,14,0,0,27,4,4,6,36,44,35,115,9,12,0,0,23,0,3,6,30,31,27,94,11,11,3,3,28,3,0,5,31,34,16,86,19,4,3,0,27,0,0,0,28,28,17,74,15,7,0,0,24,0,0,0,22,22,14,56,8,0,0,0,7,0,0,0,7,21,14,47,3,0,0,0,3,0,0,0,3,4,10,18,0,0,0,0,0,0,0,0,0,9,8,22,151,97,22,13,284,70,34,107,386,489,330,1207
LGA56730,414,163,55,631,321,126,15,8,474,30,7,38,512,164,67,742,324,124,18,5,465,22,10,35,503,152,70,723,310,128,31,10,478,32,7,38,520,156,66,742,339,196,31,3,571,30,6,39,609,193,79,889,238,141,30,8,415,19,9,33,448,276,69,789,99,73,6,3,176,3,0,3,178,465,66,709,25,45,3,0,77,0,0,3,74,379,52,506,8,21,0,0,33,0,0,3,38,648,70,758,2679,1371,201,83,4337,284,117,405,4740,3484,791,9019
LGA56790,120,18,11,149,72,51,11,7,140,6,0,7,150,26,19,197,106,57,11,4,177,3,5,8,186,34,20,242,111,63,7,5,186,5,0,8,196,46,29,267,97,66,9,3,174,14,7,18,194,84,34,313,81,55,17,0,156,9,7,23,176,136,33,346,26,40,9,4,82,0,0,0,79,179,30,296,19,22,0,0,42,0,0,0,42,163,26,227,5,3,0,0,12,0,0,0,12,195,61,261,761,488,86,36,1370,80,31,111,1480,1016,316,2809
LGA56860,5,0,0,11,5,3,0,0,8,0,0,0,7,5,0,16,11,0,0,0,11,0,0,0,11,3,0,15,10,4,0,0,12,0,0,0,12,4,0,20,13,6,0,0,16,0,0,0,16,3,0,22,7,5,0,0,14,0,0,0,14,10,0,30,3,0,0,0,3,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,17,4,19,74,31,0,5,110,6,4,4,117,71,14,206
