LGA_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
LGA33610,6,8,0,3,9,9,4,3,120,69,39,12,9,7,15,311,0,0,0,0,3,9,0,3,19,9,3,3,0,0,0,44,7,9,0,0,0,13,10,24,84,13,9,3,0,0,9,181,0,0,0,0,0,0,3,5,8,6,6,0,0,0,0,30,4,0,0,0,0,20,15,12,20,10,5,3,3,0,9,102,0,0,0,3,3,13,8,3,4,3,0,0,0,0,0,50,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,18,3,9,5,0,123,49,5,4,30,3,3,3,0,5,20,268,0,0,0,0,0,3,0,0,4,0,0,0,0,0,64,79,22,21,10,13,146,122,53,64,298,114,64,26,13,14,118,1094,3,0,0,3,0,10,4,7,72,42,50,21,16,8,47,285,0,0,0,0,0,3,3,4
LGA33620,14,21,3,11,19,55,14,41,349,138,96,29,15,16,21,838,0,3,0,0,21,35,8,20,63,12,5,0,3,3,9,182,0,3,0,11,7,47,32,76,245,80,40,18,12,5,20,599,3,0,5,0,3,5,7,8,45,13,7,4,0,0,3,104,4,0,3,12,5,76,87,72,133,20,10,5,4,0,28,462,0,4,10,15,44,109,39,22,35,10,0,0,0,0,14,319,0,0,0,3,5,12,12,4,21,3,0,3,0,0,5,76,0,0,0,0,0,4,0,3,20,3,5,0,0,0,5,54,28,89,34,27,1067,471,77,106,256,24,14,10,10,5,83,2298,5,7,0,0,34,14,3,0,17,0,0,0,0,0,306,380,63,127,58,78,1207,830,280,358,1182,315,177,65,45,29,496,5313,4,5,5,4,8,27,9,30,206,151,127,38,33,14,113,775,0,0,0,4,7,24,11,26
LGA33800,0,3,0,3,4,16,0,3,111,46,28,12,7,4,14,247,0,3,0,0,7,6,0,6,17,3,5,0,0,0,0,53,0,0,0,0,0,9,5,21,91,30,13,3,8,3,7,193,0,0,0,0,0,0,3,0,8,6,3,0,0,0,7,31,0,3,0,3,3,25,19,20,50,11,3,3,0,0,20,158,0,3,0,3,13,18,8,3,13,0,0,0,0,0,3,73,0,0,0,0,0,7,0,3,3,0,0,0,0,0,3,20,0,0,0,0,0,3,0,0,7,0,3,0,0,0,6,17,10,20,6,9,259,139,16,17,53,4,6,0,0,3,36,582,0,0,0,0,5,12,0,0,5,0,0,0,0,0,82,105,15,26,18,15,298,225,62,82,356,109,58,20,17,8,170,1475,0,0,0,0,4,0,4,11,72,63,43,25,9,7,34,271,0,0,0,0,0,4,0,7
LGA33830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,3,10,5,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,13,0,0,3,0,0,4,0,0
LGA33960,8,3,0,0,5,42,15,51,1141,999,584,170,87,30,54,3194,0,0,0,4,19,40,16,31,100,31,14,7,3,0,6,283,3,3,4,0,3,37,66,189,856,358,113,49,26,8,27,1727,0,0,0,0,3,13,4,18,136,76,51,9,11,3,18,356,7,0,4,22,9,142,258,267,473,100,30,38,3,0,70,1426,0,7,16,24,50,151,81,45,83,16,4,9,7,0,16,503,0,0,0,3,6,26,21,16,36,5,0,4,0,0,18,139,0,0,0,0,3,3,3,6,38,18,10,3,0,0,15,110,47,116,60,43,1582,893,204,169,384,41,18,5,4,8,138,3717,0,3,3,0,35,21,11,5,19,6,0,0,0,0,664,773,68,146,82,103,1721,1367,678,803,3271,1652,827,295,139,51,1032,12224,5,4,0,0,4,28,9,39,860,1019,755,414,248,69,328,3783,0,4,7,0,4,27,16,34
LGA33980,5,3,0,0,7,13,7,3,82,67,98,51,153,42,20,555,0,0,0,0,5,3,0,0,13,3,4,3,0,0,0,34,0,0,0,0,0,6,3,13,61,62,43,61,39,6,11,316,0,0,0,0,0,3,3,3,9,3,7,15,18,3,0,62,0,0,0,0,0,16,18,17,54,65,9,67,8,3,20,289,0,0,0,0,3,3,5,0,10,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,8,0,0,8,0,0,3,27,3,0,0,0,0,0,0,0,7,3,3,3,4,0,3,28,4,6,3,0,71,29,5,7,9,0,0,3,0,0,10,154,0,0,0,3,0,0,0,0,3,0,0,0,0,0,167,171,21,16,4,3,93,76,37,42,251,212,173,214,221,57,232,1657,4,0,0,3,3,3,3,12,41,64,78,62,102,41,78,498,0,0,0,0,0,0,0,0
LGA34420,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,11,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,5,9,9,7,6,4,0,0,0,0,54,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0
LGA34530,3,0,3,0,8,29,0,9,220,145,113,51,38,11,18,660,0,3,0,0,10,16,0,4,40,3,3,3,3,0,3,96,6,0,0,0,0,19,24,35,159,74,35,16,22,0,13,402,0,0,0,0,0,5,0,10,27,4,7,10,3,0,5,76,0,0,0,7,0,33,45,42,116,25,8,22,10,4,9,324,0,3,5,14,22,38,23,24,28,10,0,0,0,3,4,182,0,0,0,0,0,11,5,3,16,3,0,6,0,0,5,49,0,0,0,0,0,4,0,0,5,3,3,0,3,3,7,31,22,58,22,12,483,262,50,62,159,18,21,7,12,3,56,1250,0,0,0,0,8,7,3,0,7,0,0,3,0,0,328,369,31,68,33,37,537,421,156,203,778,295,192,120,88,33,458,3437,4,0,0,0,3,4,4,17,127,172,131,74,52,25,70,683,0,0,0,0,0,8,3,3
LGA34570,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,6,5,0,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,6,8,6,0,6,26,6,14,284,137,71,26,14,4,12,620,3,3,3,0,14,18,3,11,39,4,3,3,0,0,3,113,3,3,3,0,7,28,18,58,224,58,13,3,7,0,14,446,0,0,0,0,0,0,8,9,27,15,6,0,0,0,0,82,0,3,0,3,6,62,76,56,108,23,4,10,0,0,26,379,0,3,11,6,21,47,22,17,20,3,0,0,0,0,5,159,0,0,0,0,3,10,4,11,7,3,0,0,0,0,7,48,0,0,0,0,3,0,0,3,11,3,3,0,0,0,6,39,33,47,21,20,585,195,48,51,106,11,7,5,0,3,43,1181,0,0,0,3,13,10,4,3,9,0,0,0,0,0,214,256,54,74,46,40,668,402,187,231,835,253,115,56,21,10,333,3319,4,0,0,3,7,18,4,16,189,183,94,56,14,14,80,680,0,0,0,0,0,15,7,12
LGA34590,18,12,0,0,18,71,20,104,2205,1739,1085,315,188,53,111,5948,3,5,8,6,27,88,29,48,253,58,28,5,6,0,15,597,6,8,8,10,13,91,118,257,1529,609,241,93,65,13,75,3135,0,3,5,3,6,20,14,41,242,153,66,23,8,0,41,626,17,6,11,25,14,275,494,486,842,200,36,93,15,4,138,2651,4,20,21,45,72,263,138,97,142,27,4,7,0,0,37,884,4,7,5,5,15,38,55,32,73,10,4,10,0,0,25,285,5,0,3,0,5,10,0,8,77,49,34,8,5,0,20,223,117,226,90,78,2513,1268,252,264,582,57,24,15,10,11,208,5710,6,8,3,0,62,47,8,9,31,9,4,0,3,0,1129,1320,182,288,147,174,2752,2176,1125,1347,5977,2917,1526,579,318,91,1794,21381,9,8,5,7,3,63,37,98,1607,1889,1410,704,496,165,720,7227,3,3,3,3,15,68,40,82
LGA34710,6,0,0,0,5,6,0,5,48,33,21,5,3,3,3,150,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,4,3,8,19,11,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,24,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,3,3,0,37,17,3,0,9,0,0,0,0,0,7,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,43,6,5,3,0,44,36,13,17,107,47,29,15,3,3,54,389,0,4,0,0,3,5,0,11,30,33,17,11,7,0,13,133,0,0,0,0,0,0,0,0
LGA34770,21,8,3,3,18,40,16,42,697,623,501,214,220,56,49,2521,0,3,0,3,6,31,8,21,77,26,20,7,0,3,5,222,7,4,0,4,7,48,36,97,567,286,145,80,70,14,22,1393,0,0,0,0,3,3,10,15,93,62,54,21,23,9,10,310,8,0,0,20,9,94,164,164,354,135,46,109,11,4,85,1219,4,4,9,30,57,102,45,32,78,6,3,6,7,4,14,408,4,3,0,3,5,19,10,13,25,15,8,8,0,3,22,140,7,0,0,0,3,6,0,0,36,7,11,5,5,4,18,109,57,88,35,16,1093,633,103,115,363,49,25,15,15,17,128,2744,0,3,0,0,36,21,5,6,26,12,0,3,0,0,1052,1161,117,119,57,83,1230,1004,392,503,2320,1220,818,472,363,116,1420,10225,5,6,0,3,3,22,13,35,378,559,517,287,240,90,315,2471,3,0,0,3,4,14,12,17
LGA34800,0,0,0,0,0,0,0,0,19,0,6,0,0,3,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,3,0,0,9,4,3,7,23,5,8,3,0,0,18,84,0,0,0,0,0,0,0,3,7,10,3,3,0,3,9,39,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA34860,14,12,0,0,13,31,3,10,153,80,68,23,28,17,12,470,0,3,0,0,3,7,7,3,11,7,3,0,0,4,4,49,3,0,0,0,3,12,7,12,91,23,16,3,0,3,3,175,0,0,0,0,3,3,3,4,8,6,0,0,0,0,0,34,3,0,0,5,0,17,24,19,22,8,0,4,0,0,6,120,0,0,0,3,4,18,0,7,3,0,0,0,0,0,0,42,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,12,3,0,0,0,5,0,0,0,3,0,3,0,0,0,6,32,5,13,4,3,98,47,9,7,28,3,0,0,0,0,19,237,0,0,0,0,10,3,0,0,4,3,0,0,0,0,130,149,32,28,7,17,132,134,43,63,335,134,98,39,33,27,201,1317,10,7,9,3,0,26,6,11,98,92,66,37,12,18,59,441,0,0,0,0,0,4,0,3
LGA34880,13,7,0,4,6,36,3,13,171,80,61,20,6,13,23,458,0,3,0,3,7,34,3,7,33,4,0,0,0,0,0,94,0,0,0,0,0,16,12,28,99,23,13,3,10,7,9,225,0,0,0,0,0,3,0,3,21,4,4,0,4,0,0,51,0,3,0,3,4,32,26,19,42,14,5,5,0,0,7,166,0,0,9,10,27,45,10,15,11,3,0,0,0,0,3,121,0,0,0,0,0,4,4,0,11,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,21,14,39,11,5,279,130,27,23,81,7,0,3,0,3,30,654,0,0,0,0,9,3,0,0,4,3,0,0,0,0,185,220,34,56,24,30,336,306,88,108,479,141,86,38,26,19,272,2044,10,0,0,0,9,7,3,4,103,95,48,29,12,7,47,380,0,0,0,0,0,10,11,4
LGA35010,26,14,8,8,35,98,33,122,2471,2125,1469,568,364,118,147,7593,3,5,12,14,51,146,51,104,348,112,51,23,22,8,20,973,11,3,6,15,29,130,137,336,1943,880,426,179,140,31,96,4356,3,3,3,3,7,42,27,49,286,180,109,45,41,3,50,854,7,7,9,47,35,328,575,514,1113,297,72,184,27,7,146,3372,14,26,45,88,153,452,209,201,304,61,19,19,11,6,42,1649,6,3,3,6,15,58,63,42,117,28,13,17,3,0,31,407,3,3,0,0,4,19,11,14,106,53,41,13,11,4,37,326,167,336,151,148,4479,2804,634,697,1612,176,71,45,24,25,383,11755,12,19,6,3,127,81,23,14,51,11,4,3,3,0,1793,2146,252,421,237,341,4934,4159,1767,2087,8336,3920,2281,1097,653,203,2747,33430,17,12,14,7,17,71,49,100,1657,2064,1818,1035,692,238,823,8620,7,6,8,5,16,77,55,117
LGA35250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,13,7,5,3,9,7,6,0,0,0,0,55,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3
LGA35300,3,0,0,3,0,4,0,3,114,148,174,110,73,11,5,646,0,0,0,0,3,0,0,3,18,3,3,3,0,0,3,35,0,0,0,0,3,5,0,9,58,61,29,18,15,0,8,219,0,0,0,0,0,0,0,0,6,13,14,8,7,0,6,52,0,0,0,0,0,12,11,19,70,37,9,20,0,0,11,182,0,0,0,0,7,3,6,3,5,3,3,0,0,0,0,34,0,0,0,0,0,0,3,0,10,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,19,5,10,5,3,77,44,8,3,25,3,0,0,0,0,14,191,0,0,0,0,0,4,0,0,0,0,0,0,0,0,125,134,10,10,5,7,87,70,32,33,307,278,238,161,106,18,176,1541,3,0,0,0,0,4,6,3,59,85,153,80,100,29,67,589,0,0,0,0,0,0,0,0
LGA35600,3,0,0,0,7,6,4,4,56,33,21,5,3,0,4,148,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,8,0,0,0,3,3,10,3,8,31,6,0,0,0,0,3,63,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,16,0,0,0,4,0,7,11,0,5,6,0,0,0,0,3,38,0,0,0,3,4,9,0,3,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,48,13,0,4,5,0,0,0,0,0,6,80,0,0,0,0,5,3,0,0,0,0,0,0,0,0,53,57,11,3,0,4,63,52,20,18,116,53,24,9,3,5,73,453,0,0,0,3,3,14,0,7,45,22,13,12,8,0,28,147,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,7,3,3,3,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0
LGA35740,5,12,3,3,9,30,7,18,353,199,120,52,44,17,11,890,3,3,8,4,9,47,20,38,121,25,23,17,11,12,4,350,0,3,0,3,8,39,30,68,290,125,52,23,27,11,6,679,0,0,0,0,4,11,3,3,56,14,14,3,3,0,15,135,0,0,0,11,5,50,71,78,123,27,14,19,3,0,26,428,0,6,15,20,33,101,52,40,79,14,15,10,7,5,21,422,0,4,3,0,0,5,9,4,22,6,0,6,0,0,0,61,3,0,0,0,0,4,0,5,24,3,8,3,0,0,9,61,75,65,33,26,753,573,115,160,487,102,61,43,27,29,97,2634,0,0,0,3,13,11,4,4,4,3,3,0,0,0,376,427,96,98,64,70,823,872,313,421,1557,523,311,168,132,78,564,6095,12,3,0,0,8,21,16,16,175,152,117,56,49,18,88,733,3,0,4,3,9,23,13,48
LGA35760,6,11,0,0,12,42,10,24,142,35,20,6,10,14,14,356,0,0,0,0,6,15,4,12,20,6,0,0,0,0,3,62,3,0,3,5,4,19,14,21,61,16,3,6,4,4,9,177,0,0,0,0,0,0,0,3,15,0,0,0,0,0,3,27,3,3,3,6,3,21,19,15,29,0,3,7,0,0,8,105,0,0,0,7,8,21,4,3,5,0,0,3,0,0,3,64,0,0,3,0,0,3,3,3,3,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,24,11,26,11,0,170,68,14,9,37,8,3,0,0,4,17,371,0,0,0,3,18,5,0,0,5,0,0,0,0,0,82,115,35,46,20,17,223,194,68,89,333,73,32,25,16,20,145,1320,7,6,0,3,3,19,3,14,88,52,31,5,5,10,35,277,0,0,0,0,0,0,3,3
LGA35780,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,11,5,11,11,3,3,0,0,0,0,55,0,0,0,0,0,0,0,3,28,11,4,0,0,0,3,46,0,0,0,0,0,0,0,3
LGA35790,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,4,5,5,6,0,7,0,0,0,0,46,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0
