LGA_CODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,3,0,0,0,0,3,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,3,0,12,19,6,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,3,3,4,26,9,11,10,64,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,3,0,0,8,5,13,36,33,56,47,199,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,7,8,14,3,4,0,0,0,18,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,3,0,0,4,0,0,0,18,0,0,0,0,0,0,3,0,11,11,13,8,8,11,9,67,0,0,0,0,0,0,0,0,3,3,4,0,3,0,0,15,0,0,0,0,0,3,4,6,28,15,4,25,5,4,3,104,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,3,7,0,0,0,7,0,3,0,0,0,7,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,37,42,11,0,4,3,9,6,8,13,55,37,35,54,44,29,69,383,0,0,0,3,0,3,7,4,21,7,0,9,0,0,11,65,0,0,0,0,0,6,5,6,3,4,0,0,0,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
LGA57140,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,3,9,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,3,0,0,3,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,12,12,16,22,11,0,8,4,0,19,114,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,5,3,0,0,0,0,0,24,0,0,0,3,3,8,7,10,48,20,12,8,3,0,14,127,0,0,0,0,0,0,3,0,6,4,0,3,0,0,3,18,0,0,0,0,3,7,19,18,32,4,6,0,3,0,8,100,0,0,0,0,0,5,3,7,8,3,0,0,0,0,3,33,0,0,0,0,0,0,4,3,4,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,13,3,3,4,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,5,0,8,10,39,37,48,134,53,28,16,8,6,87,485,0,0,0,3,0,5,3,3,3,3,3,0,0,0,3,31,0,0,0,3,0,13,3,4,3,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57280,4,3,3,4,0,0,0,20,0,0,0,0,0,0,0,3,34,55,44,46,50,14,18,272,0,0,0,0,0,0,0,0,0,4,14,16,10,0,7,60,0,0,0,0,0,4,0,10,70,60,18,88,8,0,18,279,0,3,0,0,0,0,5,0,3,9,4,0,0,0,0,30,0,0,0,0,0,0,0,0,8,4,0,3,0,0,7,20,0,0,0,0,0,0,0,0,0,4,3,6,7,0,9,31,0,0,5,3,7,11,0,3,3,3,0,0,0,0,14,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,109,3,5,5,3,9,15,7,13,154,175,152,209,138,42,203,1130,0,0,0,4,0,10,15,7,36,14,8,12,15,3,15,128,0,0,0,3,3,9,3,4,3,0,0,0,3,0,0,37,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,16
LGA57350,0,0,0,0,0,0,0,8,0,0,0,0,0,4,6,4,11,3,3,0,0,0,5,35,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,3,0,4,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,0,0,10,10,6,30,9,6,4,3,0,26,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,5,21,3,0,7,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,3,3,7,11,4,0,16,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,4,3,16,5,17,44,17,11,28,10,3,38,195,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,73,52,20,10,3,0,28,253,4,4,3,0,0,20,24,95,782,731,408,235,129,33,212,2687,3,0,0,0,3,3,5,22,111,108,83,36,33,10,69,491,7,12,3,4,3,50,171,291,1115,451,105,265,47,12,196,2732,0,10,3,5,9,65,48,51,114,27,11,15,5,0,39,396,0,0,0,3,0,9,21,28,99,44,21,42,7,0,39,320,0,0,0,0,0,4,3,3,37,26,19,7,9,4,32,147,11,13,12,17,64,93,56,74,128,61,20,7,5,3,69,623,0,0,0,0,4,0,0,9,9,7,3,3,0,0,1097,1141,37,38,25,36,90,267,342,609,2670,1903,1060,839,428,109,1990,10429,3,3,3,10,0,95,110,136,249,102,34,34,4,0,121,895,0,17,28,110,4,259,122,59,75,16,7,0,3,0,76,790,3,0,4,7,3,23,7,13,14,4,6,3,0,0,14,102
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,18,14,6,4,0,0,8,61,0,0,0,0,0,12,5,31,143,143,68,45,30,11,63,550,0,0,0,0,0,3,0,0,18,23,18,16,7,0,14,100,3,3,3,0,0,16,23,39,153,58,24,43,16,3,45,434,0,0,3,3,3,5,4,6,16,7,4,3,0,0,6,60,0,0,0,0,0,3,0,4,14,8,6,7,0,0,3,42,0,0,0,0,0,0,0,0,3,9,10,3,3,0,4,31,3,0,0,7,3,12,6,6,19,6,7,3,0,0,21,87,0,0,0,0,0,0,0,0,3,0,0,0,0,0,147,154,9,7,8,11,13,48,43,96,431,314,192,164,107,37,364,1840,0,0,0,4,0,9,9,10,21,14,3,5,3,0,9,90,0,0,7,20,0,30,10,12,10,3,0,0,0,0,13,102,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,16
LGA57770,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,3,3,8,17,11,9,0,0,0,19,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,9,16,14,13,11,7,11,110,0,0,0,0,0,5,9,17,150,178,161,163,237,70,69,1057,0,0,3,0,0,5,0,0,11,37,30,25,27,9,19,167,3,0,3,0,0,16,25,28,164,110,31,272,49,22,45,766,0,0,8,0,9,12,14,9,25,18,3,14,3,0,24,137,0,0,0,0,0,3,5,3,8,3,6,16,4,3,11,63,0,0,0,0,0,0,0,0,6,7,6,5,6,3,10,53,12,4,3,7,17,22,10,16,34,17,11,3,8,0,35,198,0,0,0,0,0,0,3,0,8,0,0,5,0,0,319,333,21,9,15,12,29,79,64,93,456,451,348,608,498,216,582,3473,0,0,3,3,0,26,36,51,132,56,20,38,13,3,50,434,0,0,9,37,0,86,50,38,38,12,4,9,4,0,34,329,0,0,0,0,0,5,6,0,8,8,0,0,3,0,6,33
LGA57910,160,128,70,46,38,15,64,668,3,6,4,3,11,61,62,171,1158,1209,757,642,735,179,396,5397,0,3,0,0,4,15,15,27,131,134,129,109,122,25,95,806,5,7,5,21,13,139,287,360,1105,528,175,713,203,71,352,3988,3,0,17,34,33,133,77,93,170,78,45,42,24,5,81,838,3,0,0,4,4,33,29,35,87,48,20,43,14,3,59,373,3,0,0,0,0,11,0,9,50,41,34,26,21,11,46,257,33,43,35,41,192,221,105,176,316,158,63,33,21,10,240,1680,0,0,0,3,4,8,11,8,16,18,4,7,6,0,1255,1342,65,74,64,122,261,681,634,971,3578,2773,1850,2147,1646,578,2939,18386,8,8,8,24,0,128,220,251,638,283,112,95,33,6,245,2064,6,26,53,181,26,455,250,201,261,58,16,19,3,0,172,1735,0,0,8,20,0,38,28,23,46,21,10,10,0,0,40,246
LGA57980,5,3,3,3,5,4,3,40,0,0,0,0,0,0,3,8,37,49,53,64,133,31,36,422,0,0,0,0,0,0,0,4,4,8,5,8,10,7,3,54,0,0,0,0,0,3,3,7,45,25,9,113,35,15,18,277,0,0,0,3,0,6,3,4,15,4,3,11,3,0,5,67,0,0,0,0,0,0,0,0,6,0,3,6,0,0,0,21,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,15,9,0,3,3,3,6,6,3,6,3,5,3,0,0,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,123,8,3,7,7,3,22,19,38,142,121,107,269,260,110,228,1330,0,0,0,4,0,4,12,18,66,34,12,27,5,0,20,199,0,4,8,10,0,16,20,11,26,3,0,4,0,0,14,116,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,14
LGA58050,111,54,29,19,15,8,33,360,3,4,3,4,6,36,69,175,1170,855,415,225,176,38,255,3441,0,0,0,0,3,9,15,34,152,138,80,37,29,9,62,573,4,11,7,20,6,145,232,412,1159,386,116,220,51,20,216,2997,0,4,5,17,21,78,51,66,130,33,20,16,9,0,59,515,0,0,6,7,5,17,25,47,90,28,6,21,0,0,41,294,0,0,0,0,0,0,3,6,42,20,26,12,11,0,39,168,17,25,18,22,110,140,67,102,127,55,19,19,3,4,124,845,0,0,0,3,3,3,13,7,16,7,4,4,0,0,932,992,41,45,50,73,171,472,505,919,3449,2144,1137,811,476,131,2007,12432,6,3,4,25,3,122,155,148,355,134,57,27,16,0,137,1183,0,7,35,150,10,317,153,107,125,30,11,9,0,0,75,1032,3,0,3,16,0,19,8,15,24,11,3,3,0,0,20,137
LGA58190,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,7,6,8,3,0,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,3,0,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,5,5,11,13,5,8,3,0,0,15,74,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,5,0,0,3,3,0,0,19,0,0,0,0,0,5,3,4,38,19,8,0,9,0,14,102,0,0,0,0,0,0,0,0,6,5,0,0,3,0,3,22,0,0,0,0,0,3,6,13,36,14,3,4,0,0,12,99,0,0,0,0,0,6,3,4,3,0,0,0,0,0,3,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,5,3,0,5,3,0,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,51,3,3,0,5,4,25,20,26,110,59,20,15,18,8,111,434,0,0,0,0,0,3,6,4,10,0,0,6,0,0,3,33,0,0,0,8,0,16,5,3,3,0,0,0,0,0,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,6,3,11,5,0,0,0,0,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,18,12,7,0,8,0,11,82,0,0,0,0,0,5,12,28,146,121,84,53,49,12,33,540,0,0,0,0,0,0,4,4,27,17,13,7,9,4,13,108,0,0,0,3,0,19,40,50,117,67,12,78,14,3,50,461,0,0,7,9,4,29,5,15,25,4,3,6,3,0,5,109,0,0,0,3,3,0,0,0,12,4,0,7,0,0,9,31,0,0,0,0,0,0,0,0,6,5,4,7,0,0,0,22,10,0,3,0,17,25,18,18,18,17,6,0,0,0,23,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,157,16,10,9,18,33,91,87,127,417,310,207,217,123,37,323,2019,0,3,0,0,0,14,44,42,98,50,12,10,3,0,39,320,0,4,8,31,0,60,39,23,23,7,0,0,0,0,15,225,0,0,0,4,0,6,6,7,4,3,0,0,0,0,3,36
LGA58540,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,3,7,3,0,3,0,3,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,3,6,8,6,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,15,9,16,29,6,8,3,0,4,18,114,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,24,16,11,10,5,0,5,95,0,0,0,0,0,10,11,26,111,143,127,107,118,26,30,711,0,0,0,0,0,0,0,3,17,27,18,20,19,7,13,116,0,3,3,0,0,13,23,24,130,68,24,138,38,8,34,505,0,0,0,0,0,11,8,6,8,4,6,4,0,0,7,70,0,0,0,0,0,3,6,0,12,0,0,8,5,0,8,41,0,0,0,0,0,0,0,0,4,7,0,6,9,0,3,31,3,0,6,7,18,25,14,15,28,25,10,3,0,0,24,185,0,0,0,0,0,0,0,0,4,0,0,0,0,0,163,171,7,4,12,8,28,76,75,85,381,339,272,376,267,64,329,2319,0,3,3,0,0,14,21,33,79,32,16,17,7,0,41,255,0,3,9,21,0,50,25,26,26,5,0,0,0,0,7,177,0,0,0,3,0,3,3,0,6,0,0,0,0,0,9,31
LGA58610,7,3,0,0,0,0,0,12,0,0,0,0,0,4,3,8,19,11,3,3,3,0,10,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,11,5,13,3,0,0,0,0,4,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,4,3,14,17,14,52,28,13,8,4,0,36,196,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,4,0,0,3,0,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
