LGA_CODE_2016,C11_F_NatPhy_sci_15_19,C11_F_NatPhy_sci_20_24,C11_F_NatPhy_sci_25_34,C11_F_NatPhy_sci_35_44,C11_F_NatPhy_sci_45_54,C11_F_NatPhy_sci_55_64,C11_F_NatPhy_sci_65_74,C11_F_NatPhy_sci_75_84,C11_F_NatPhy_sci_85o,C11_F_NatPhy_sci_T,C11_F_InfTec_15_19,C11_F_InfTec_20_24,C11_F_InfTec_25_34,C11_F_InfTec_35_44,C11_F_InfTec_45_54,C11_F_InfTec_55_64,C11_F_InfTec_65_74,C11_F_InfTec_75_84,C11_F_InfTec_85_ov,C11_F_InfTec_Tot,C11_F_EngRT_15_19,C11_F_EngRT_20_24,C11_F_EngRT_25_34,C11_F_EngRT_35_44,C11_F_EngRT_45_54,C11_F_EngRT_55_64,C11_F_EngRT_65_74,C11_F_EngRT_75_84,C11_F_EngRT_85_ov,C11_F_EngRT_Tot,C11_F_ArchBuild_15_19,C11_F_ArchBuild_20_24,C11_F_ArchBuild_25_34,C11_F_ArchBuild_35_44,C11_F_ArchBuild_45_54,C11_F_ArchBuild_55_64,C11_F_ArchBuild_65_74,C11_F_ArchBuild_75_84,C11_F_ArchBuild_85o,C11_F_Arch_building_Tot,C11_F_AgEnv_RS_15_19,C11_F_AgEnv_RS_20_24,C11_F_AgEnv_RS_25_34,C11_F_AgEnv_RS_35_44,C11_F_AgEnv_RS_45_54,C11_F_AgEnv_RS_55_64,C11_F_AgEnv_RS_65_74,C11_F_AgEnv_RS_75_84,C11_F_Agr_env_re_st_85o,C11_F_AgEnv_RS_Tot,C11_F_Health_15_19,C11_F_Health_20_24,C11_F_Health_25_34,C11_F_Health_35_44,C11_F_Health_45_54,C11_F_Health_55_64,C11_F_Health_65_74,C11_F_Health_75_84,C11_F_Health_85o,C11_F_Healt_To,C11_F_Educ_15_19,C11_F_Educ_20_24,C11_F_Educ_25_34,C11_F_Educ_35_44,C11_F_Educ_45_54,C11_F_Educ_55_64,C11_F_Educ_65_74,C11_F_Educ_75_84,C11_F_Educ_85o,C11_F_Educ_Tot,C11_F_MngtCom_15_19,C11_F_MngtCom_20_24,C11_F_MngtCom_25_34,C11_F_MngtCom_35_44,C11_F_MngtCom_45_54,C11_F_MngtCom_55_64,C11_F_MngtCom_65_74,C11_F_MngtCom_75_84,C11_F_MngtCom_85o,C11_F_MngtCom_Tot,C11_F_Soc_cult_15_19,C11_F_Soc_cult_20_24,C11_F_Soc_cult_25_34,C11_F_Soc_cult_35_44,C11_F_Soc_cult_45_54,C11_F_Soc_cult_55_64,C11_F_Soc_cult_65_74,C11_F_Soc_cult_75_84,C11_F_Soc_cult_85o,C11_F_Society_cultur_Tot,C11_F_Creative_art_15_19,C11_F_Creative_art_20_24,C11_F_Creative_art_25_34,C11_F_Creative_art_35_44,C11_F_Creative_art_45_54,C11_F_Creative_art_55_64,C11_F_Creative_art_65_74,C11_F_Creative_art_75_84,C11_F_Create_arts_85ov,C11_F_Creative_arts_Tot,C11_F_FoodHos_PS_15_19,C11_F_FoodHos_PS_20_24,C11_F_FoodHos_PS_25_34,C11_F_FoodHos_PS_35_44,C11_F_FoodHos_PS_45_54,C11_F_FoodHos_PS_55_64,C11_F_FoodHos_PS_65_74,C11_F_FoodHos_PS_75_84,C11_F_FoodHos_PS_85o,C11_F_Foo_hos_pers_S_Tot,C11_F_MixFld_pr_15_19,C11_F_MixFld_pr_20_24,C11_F_MixFld_pr_25_34,C11_F_MixFld_pr_35_44,C11_F_MixFld_pr_45_54,C11_F_MixFld_pr_55_64,C11_F_MixFld_pr_65_74,C11_F_MixFld_pr_75_84,C11_F_MixFld_pr_85_ov,C11_F_MixFld_pr_Tot,C11_F_FldStu_ID_15_19,C11_F_FldStu_ID_20_24,C11_F_FldStu_ID_25_34,C11_F_FldStu_ID_35_44,C11_F_FldStu_ID_45_54,C11_F_FldStu_ID_55_64,C11_F_FldStu_ID_65_74,C11_F_FldStu_ID_75_84,C11_F_FldStu_ID_85o,C11_F_FldStu_ID_Tot,C11_F_FldStu_NS_15_19,C11_F_FldStu_NS_20_24,C11_F_FldStu_NS_25_34,C11_F_FldStu_NS_35_44,C11_F_FldStu_NS_45_54,C11_F_FldStu_NS_55_64,C11_F_FldStu_NS_65_74,C11_F_FldStu_NS_75_84,C11_F_FldStu_NS_85o,C11_F_FldStu_NS_T,C11_F_Tot_15_19,C11_F_Tot_20_24,C11_F_Tot_25_34,C11_F_Tot_35_44,C11_F_Tot_45_54,C11_F_Tot_55_64,C11_F_Tot_65_74,C11_F_Tot_75_84,C11_F_Tot_85o,C11_F_T_T,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85_ov,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85_o,C16_F_InfTec_T,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85_o,C16_F_EngRT_T,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85o,C16_F_ArchBuild_T,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RE_85o,C16_F_AgEnv_RS_T
LGA52240,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,15,0,0,3,6,4,3,5,0,0,21,0,0,8,5,6,4,3,0,0,30,0,0,13,7,5,3,0,0,0,30,0,0,3,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,3,4,0,36,3,10,40,42,31,19,13,7,0,162,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,0,0,0,24
LGA52310,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,11,0,0,5,8,6,9,4,0,4,31,0,0,0,8,7,3,3,0,0,20,0,0,9,0,6,0,0,0,0,21,0,0,3,7,3,3,3,0,0,18,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,6,3,3,4,0,26,6,0,26,31,30,26,14,4,5,143,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,9
LGA52380,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,6,0,0,0,18,0,3,7,0,10,10,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,14,0,0,0,5,6,10,5,0,0,33,0,4,7,6,6,3,0,0,0,36,0,3,13,11,5,5,0,0,0,38,0,3,3,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,9,0,5,3,7,3,39,9,15,49,34,27,38,15,7,8,194,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,13,0,0,6,6,12,8,5,3,0,37,0,3,8,8,5,4,6,0,0,43,0,7,16,3,0,0,0,0,0,29,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,6,5,4,28,3,14,44,24,33,20,13,10,8,176,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,15
LGA52590,0,0,4,7,3,0,0,0,0,12,0,0,0,3,3,0,0,0,0,4,0,0,5,0,4,0,4,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,22,0,0,11,8,22,21,15,4,0,88,0,0,14,16,22,18,16,3,0,90,3,4,20,22,15,17,6,4,0,88,0,5,16,15,5,5,3,0,0,46,0,0,3,3,5,6,0,0,0,15,0,5,12,9,4,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,11,4,26,24,19,26,15,20,8,151,19,26,105,118,106,110,64,28,8,577,0,0,3,3,3,0,0,0,0,13,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,5,14,5,4,0,0,0,31
LGA52660,0,4,15,18,17,3,0,0,0,52,0,0,0,0,3,0,0,0,0,5,0,5,12,19,10,3,6,4,0,60,0,3,3,4,3,0,0,0,0,11,0,3,11,19,7,7,0,0,0,50,3,12,70,69,73,43,36,11,0,320,5,11,61,91,73,51,13,3,7,316,19,63,137,124,92,39,16,9,0,506,9,34,79,67,50,36,14,3,0,285,0,7,15,10,5,5,0,0,0,43,6,44,62,52,27,8,11,0,0,212,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,17,35,28,32,56,55,39,43,79,68,430,82,217,503,528,415,237,141,108,73,2305,0,3,12,14,11,3,0,0,0,53,0,0,4,4,3,3,0,0,0,18,3,6,24,16,15,9,3,3,3,78,0,3,11,5,5,0,0,0,0,26,3,3,12,9,8,6,0,0,0,46
LGA52730,0,0,4,12,8,11,6,0,0,44,0,0,0,0,0,0,5,0,0,9,0,0,0,0,3,0,0,3,0,12,0,0,3,3,3,0,0,0,0,9,3,0,11,19,16,3,5,0,0,58,4,4,24,48,60,58,34,10,0,239,0,0,21,33,41,54,38,10,0,193,3,3,25,42,36,36,22,4,3,179,0,6,29,37,50,35,28,11,3,188,3,0,8,17,18,18,13,3,0,75,0,3,12,20,11,11,3,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,3,6,0,0,18,6,5,6,17,37,15,20,19,9,136,25,27,146,251,282,248,174,66,16,1231,0,0,3,16,11,12,9,3,0,56,0,0,0,0,0,3,3,0,0,10,0,0,3,0,3,3,10,0,0,19,0,0,5,4,3,3,0,0,0,20,3,0,8,15,12,11,0,0,0,57
LGA52800,0,0,9,7,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,12,0,0,3,0,3,0,0,0,0,10,6,5,11,8,3,3,0,0,0,30,0,5,36,33,47,25,11,0,0,153,0,20,64,44,35,25,0,0,0,185,9,15,46,38,19,11,3,0,0,135,6,7,31,30,18,21,0,0,0,112,0,0,6,0,6,0,3,0,0,17,5,5,15,4,3,3,0,0,0,28,0,3,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,9,41,46,107,84,70,43,17,3,3,405,60,106,326,256,207,128,37,3,3,1122,0,0,10,4,0,0,0,0,0,19,0,3,4,3,0,0,0,0,0,12,0,7,3,3,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,3,5,14,10,5,0,0,0,0,33
LGA52870,0,0,3,6,4,6,0,0,0,22,0,0,0,5,3,3,0,0,0,9,0,0,3,7,3,0,3,3,0,25,0,0,0,3,0,0,0,0,0,8,4,0,12,11,10,7,0,0,0,43,3,7,23,33,62,43,21,9,3,193,0,10,18,42,33,42,26,3,0,169,3,16,25,35,39,36,13,3,3,182,4,10,25,30,37,29,13,0,0,144,0,3,9,3,8,5,3,0,3,38,4,4,13,12,12,11,10,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,13,23,25,29,23,17,15,145,21,50,133,212,241,219,107,41,18,1042,0,5,9,10,8,9,5,0,0,36,0,0,0,0,3,4,5,0,0,12,0,0,3,4,4,4,0,3,0,19,0,0,0,3,3,0,0,0,0,7,0,3,15,15,0,9,3,0,0,48
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,6,3,3,0,20,0,3,9,6,0,7,0,0,0,27,0,0,3,3,6,3,0,0,0,19,0,0,4,3,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,21,21,17,23,7,7,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,3,3,7,0,0,0,0,19,0,0,9,4,5,8,0,0,0,25,0,0,4,3,0,5,3,0,0,12,0,0,7,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,10,0,0,26,23,25,13,9,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
LGA53080,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,5,5,0,0,0,21,0,0,3,9,6,3,0,0,0,22,0,3,0,3,3,3,0,0,0,14,0,0,7,3,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,8,5,4,4,3,0,46,5,12,40,24,20,18,12,4,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,12,13,19,17,7,4,0,0,74,0,0,0,3,4,0,0,0,0,11,0,3,9,12,7,4,0,0,0,41,0,3,3,5,8,3,0,0,0,23,0,0,9,5,8,5,0,0,0,26,0,11,54,70,113,62,27,5,3,353,0,12,26,60,98,73,39,15,3,327,6,19,59,96,79,38,18,9,0,328,0,20,35,71,87,61,21,9,0,304,3,6,26,23,28,14,5,3,0,100,0,7,9,23,12,13,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,0,0,0,24,19,19,21,34,35,27,26,42,38,259,27,108,270,431,489,310,158,88,47,1928,0,10,18,26,23,18,4,3,0,104,0,0,0,7,5,3,0,0,0,16,0,3,13,9,6,3,4,0,0,36,0,3,4,9,10,8,0,0,0,36,0,3,13,8,4,8,4,0,0,35
LGA53220,0,3,28,9,6,0,0,0,0,45,0,0,8,9,4,0,0,0,0,17,3,11,33,15,5,3,0,0,0,72,0,3,0,0,5,0,0,0,0,10,0,4,21,6,3,3,0,0,0,35,7,13,58,36,22,9,4,0,0,147,0,15,60,44,25,13,4,0,0,161,4,42,114,65,34,11,0,0,0,269,3,13,51,27,24,10,3,0,0,133,0,0,18,6,0,0,0,0,0,27,3,26,59,30,23,8,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,3,0,0,0,22,52,68,182,143,86,51,11,5,0,597,65,205,633,399,238,108,26,7,0,1690,0,3,21,14,3,0,0,0,0,41,0,0,7,3,0,0,0,0,0,13,3,11,47,18,11,4,0,0,0,91,0,0,0,0,0,4,0,0,0,10,0,0,15,10,9,3,0,0,0,40
LGA53290,0,0,15,10,6,0,0,0,0,29,0,0,4,0,6,3,0,0,0,12,0,0,5,8,10,4,3,0,0,30,0,0,0,0,3,0,0,0,0,7,3,12,22,37,15,4,4,0,0,93,0,16,59,67,92,51,51,15,0,361,0,10,77,88,87,67,27,9,3,368,19,35,93,116,74,56,24,10,4,434,5,21,55,68,61,44,20,6,0,279,0,10,24,20,16,7,9,3,0,81,12,36,35,50,35,20,6,0,0,188,0,0,0,0,0,3,0,0,0,3,3,0,3,4,4,0,3,0,0,21,51,35,55,61,72,57,76,82,48,542,100,172,445,522,477,319,221,131,63,2452,0,3,5,16,5,3,0,0,0,36,0,0,0,0,5,8,0,0,0,9,0,3,7,3,5,0,4,3,3,31,0,0,3,4,3,0,0,0,0,12,5,8,33,39,24,5,0,3,0,121
LGA53360,0,0,7,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,11,4,3,0,0,0,0,19,0,0,16,15,17,8,3,0,0,65,0,6,15,12,17,9,0,0,0,55,3,7,21,26,13,5,8,0,0,89,3,6,13,11,7,3,0,0,0,50,0,0,3,7,0,0,0,0,0,7,0,6,14,9,6,7,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,12,22,13,9,7,3,0,82,8,34,119,122,81,44,30,6,0,451,0,0,14,12,5,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,6,0,0,7,4,0,4,0,0,0,20
LGA53430,0,17,110,81,62,30,11,8,0,322,0,4,19,14,15,13,3,0,0,61,3,16,49,33,21,21,10,8,3,166,0,10,30,34,14,10,0,0,0,110,0,10,48,40,28,14,0,0,0,147,0,67,300,257,265,190,99,30,5,1220,9,31,137,154,216,222,86,21,10,878,13,67,260,245,215,135,66,26,10,1040,5,66,243,315,287,235,97,25,3,1267,3,56,148,148,91,69,25,3,0,546,13,46,75,68,61,46,14,3,3,326,0,0,0,0,0,3,0,0,0,5,0,3,12,20,16,13,6,3,0,79,69,50,136,126,136,147,161,207,129,1161,118,436,1562,1548,1419,1158,587,346,171,7335,0,46,119,92,66,42,19,6,5,404,0,3,13,12,20,18,3,0,0,73,0,8,50,42,28,19,17,16,6,178,0,14,64,41,32,9,6,0,0,167,0,11,37,54,30,16,3,0,0,157
LGA53570,0,0,7,3,3,3,3,0,0,15,0,0,0,0,3,3,0,0,0,11,0,0,0,4,0,7,8,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,6,9,3,3,3,0,0,24,0,0,17,8,22,22,23,3,0,99,0,3,15,22,27,29,3,3,0,102,3,13,17,27,30,31,12,4,0,137,3,3,12,14,12,15,7,0,0,62,0,0,3,7,7,0,0,0,0,20,0,7,14,23,7,14,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,4,11,36,13,46,22,13,6,171,31,34,113,155,120,167,87,33,5,751,0,0,4,3,3,3,3,0,0,17,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,8,6,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,10,18,6,3,3,0,0,46
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,0,19,0,0,0,6,8,11,4,0,0,26,0,0,5,14,5,6,0,0,0,33,3,3,6,7,7,4,0,0,0,34,0,3,7,6,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,7,10,3,0,0,0,32,8,18,34,45,40,27,6,3,0,184,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,20
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,0,0,4,8,3,11,3,0,0,31,0,0,12,3,3,11,4,0,0,33,0,3,10,4,10,0,3,0,0,28,0,3,3,3,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,4,3,23,9,11,36,36,32,22,12,4,8,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7
LGA53780,3,74,227,143,78,42,14,3,0,585,3,24,128,94,45,15,7,0,0,312,8,37,136,114,70,49,35,15,6,475,3,19,44,25,15,10,0,5,0,117,11,24,93,45,37,9,6,3,0,221,28,203,582,505,517,351,191,71,16,2466,19,120,472,506,456,286,127,41,8,2027,115,455,1533,1173,755,469,203,70,9,4784,82,282,774,598,513,329,107,24,0,2707,27,80,205,123,62,35,23,16,0,571,89,268,451,356,177,146,66,14,0,1568,4,3,3,7,3,5,4,3,0,34,3,14,50,45,28,18,10,0,0,170,361,247,604,608,514,489,398,395,210,3825,753,1848,5305,4345,3270,2243,1179,660,258,19860,3,68,304,241,115,59,33,0,4,830,3,30,247,135,56,21,8,4,0,493,12,59,268,203,122,66,37,27,13,812,0,21,78,34,27,8,0,3,0,172,5,23,66,71,25,21,5,0,0,220
LGA53800,0,11,27,37,17,9,3,0,0,98,3,3,19,18,9,5,3,0,0,63,3,7,19,26,17,6,8,10,0,90,0,6,16,11,7,0,0,0,0,51,5,12,62,21,25,9,3,0,0,137,15,78,202,252,222,189,87,45,11,1098,5,38,169,232,240,132,63,19,9,900,54,129,291,303,271,167,46,20,4,1296,36,73,166,194,180,117,17,0,0,794,4,23,48,37,33,10,8,5,0,163,42,75,123,149,65,39,23,15,4,532,0,3,0,3,3,0,0,0,0,13,0,7,3,12,15,10,5,0,0,57,151,104,157,182,183,157,170,149,69,1319,328,557,1302,1477,1274,861,442,270,98,6605,3,8,48,42,24,19,6,0,0,143,0,5,11,11,9,9,5,0,0,46,5,11,21,28,28,18,5,4,0,124,0,5,22,10,8,3,0,0,0,56,9,27,21,44,18,17,5,0,0,143
LGA53920,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,17,0,4,9,11,10,8,0,0,0,44,0,8,20,10,13,23,0,0,0,86,3,3,27,11,5,8,0,0,0,58,0,3,13,7,12,9,0,0,0,48,0,0,3,3,4,0,3,0,0,12,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,12,29,12,17,11,4,3,7,111,19,38,119,62,75,65,14,9,7,405,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7
LGA53990,0,4,21,29,25,4,3,0,0,91,0,0,9,5,6,8,0,0,0,25,0,8,27,22,20,6,10,4,4,96,0,8,9,7,3,3,0,0,0,34,10,6,15,32,13,7,5,0,0,88,9,27,115,131,176,141,67,14,0,677,3,20,87,200,164,110,54,10,4,649,40,88,188,200,146,86,42,6,3,801,19,40,126,139,108,93,19,7,0,550,4,8,24,23,15,15,4,6,0,106,9,46,84,93,54,23,19,4,0,331,0,0,0,0,0,0,0,3,0,8,0,0,3,12,11,8,4,0,0,28,74,49,104,123,118,114,82,78,23,759,168,303,813,1016,864,612,300,131,36,4247,0,3,24,31,32,20,3,0,0,123,0,0,14,12,12,4,0,0,0,43,3,9,34,34,25,12,12,3,0,123,0,0,9,13,4,3,0,0,0,38,6,6,20,25,18,5,3,3,0,87
LGA54060,0,4,8,3,3,0,0,0,0,15,0,0,0,3,4,0,0,0,0,3,3,0,0,0,3,3,3,0,0,10,0,0,0,3,0,7,0,0,0,8,0,0,9,8,3,0,0,0,0,18,0,3,10,23,21,27,20,3,0,102,0,0,14,20,20,23,14,0,3,95,3,8,17,18,16,22,5,7,0,97,0,3,4,23,8,8,7,0,0,56,0,0,6,3,3,0,3,0,0,19,0,5,14,20,6,8,7,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,7,0,8,18,20,12,27,22,10,118,15,27,87,140,107,106,82,37,12,600,0,0,0,6,3,0,0,0,0,13,0,0,3,3,0,0,0,0,0,9,0,0,0,4,0,0,4,0,0,9,0,0,0,0,3,7,0,0,0,10,0,0,5,14,0,8,0,0,0,26
