LGA_NAME16	Year	Sex	labourForceParticipation
Livingstone (S)	2016	F	55.8
Livingstone (S)	2016	M	58
Lockhart River (S)	2006	F	39.2
Lockhart River (S)	2006	M	66.5
Lockhart River (S)	2011	F	46.7
Lockhart River (S)	2011	M	60.6
Lockhart River (S)	2016	F	40.9
Lockhart River (S)	2016	M	49.6
Lockyer Valley (R)	2006	F	50.5
Lockyer Valley (R)	2006	M	63
Lockyer Valley (R)	2011	F	52
Lockyer Valley (R)	2011	M	63.4
Lockyer Valley (R)	2016	F	51.8
Lockyer Valley (R)	2016	M	58.7
Logan (C)	2006	F	57.3
Logan (C)	2006	M	71.8
Logan (C)	2011	F	58.2
Logan (C)	2011	M	70.5
Logan (C)	2016	F	56.3
Logan (C)	2016	M	67.2
Longreach (R)	2006	F	67.6
Longreach (R)	2006	M	74.8
Longreach (R)	2011	F	67.9
Longreach (R)	2011	M	76.5
Longreach (R)	2016	F	65.7
Longreach (R)	2016	M	70
Mackay (R)	2006	F	56
Mackay (R)	2006	M	70.9
Mackay (R)	2011	F	60.6
Mackay (R)	2011	M	72.9
Mackay (R)	2016	F	58.8
Mackay (R)	2016	M	67.6
McKinlay (S)	2006	F	70.7
McKinlay (S)	2006	M	83.7
McKinlay (S)	2011	F	71
McKinlay (S)	2011	M	80.7
McKinlay (S)	2016	F	73.4
McKinlay (S)	2016	M	79.3
Mapoon (S)	2006	F	51.3
Mapoon (S)	2006	M	74.7
Mapoon (S)	2011	F	36.2
Mapoon (S)	2011	M	57.9
Mapoon (S)	2016	F	41.1
Mapoon (S)	2016	M	57.7
Maranoa (R)	2006	F	64.8
Maranoa (R)	2006	M	77.1
Maranoa (R)	2011	F	63.2
Maranoa (R)	2011	M	73.1
Maranoa (R)	2016	F	62.8
Maranoa (R)	2016	M	70.4
Mareeba (S)	2006	F	52.2
Mareeba (S)	2006	M	56.9
Mareeba (S)	2011	F	53.3
Mareeba (S)	2011	M	56.6
Mareeba (S)	2016	F	51.6
Mareeba (S)	2016	M	50.6
Moreton Bay (R)	2006	F	55.9
Moreton Bay (R)	2006	M	68.5
Moreton Bay (R)	2011	F	57.7
Moreton Bay (R)	2011	M	68.6
Moreton Bay (R)	2016	F	56.9
Moreton Bay (R)	2016	M	65.6
Mornington (S)	2006	F	33.5
Mornington (S)	2006	M	74.8
Mornington (S)	2011	F	32.7
Mornington (S)	2011	M	58.2
Mornington (S)	2016	F	46.7
Mornington (S)	2016	M	56.3
Mount Isa (C)	2006	F	59.2
Mount Isa (C)	2006	M	72.7
Mount Isa (C)	2011	F	61.5
Mount Isa (C)	2011	M	71.6
Mount Isa (C)	2016	F	64.1
Mount Isa (C)	2016	M	72.2
Murweh (S)	2006	F	61.9
Murweh (S)	2006	M	72.2
Murweh (S)	2011	F	61.8
Murweh (S)	2011	M	70.4
Murweh (S)	2016	F	60.6
Murweh (S)	2016	M	66.2
Napranum (S)	2006	F	32.4
Napranum (S)	2006	M	61.8
Napranum (S)	2011	F	29.5
Napranum (S)	2011	M	52.2
Napranum (S)	2016	F	24.1
Napranum (S)	2016	M	41.7
Noosa (S)	2006	F	50.6
Noosa (S)	2006	M	59
Noosa (S)	2011	F	52
Noosa (S)	2011	M	59.6
Noosa (S)	2016	F	51.3
Noosa (S)	2016	M	56.9
North Burnett (R)	2006	F	54.5
North Burnett (R)	2006	M	66.8
North Burnett (R)	2011	F	52.5
North Burnett (R)	2011	M	61.9
North Burnett (R)	2016	F	50
North Burnett (R)	2016	M	56.1
Northern Peninsula Area (R)	2006	F	61.6
Northern Peninsula Area (R)	2006	M	73.4
Northern Peninsula Area (R)	2011	F	53.9
Northern Peninsula Area (R)	2011	M	58.7
Northern Peninsula Area (R)	2016	F	55.3
Northern Peninsula Area (R)	2016	M	57.8
Palm Island (S)	2006	F	36.6
Palm Island (S)	2006	M	52.1
Palm Island (S)	2011	F	48.1
Palm Island (S)	2011	M	54.9
Palm Island (S)	2016	F	41.2
Palm Island (S)	2016	M	42.4
Paroo (S)	2006	F	56.2
Paroo (S)	2006	M	62.3
Paroo (S)	2011	F	57.6
Paroo (S)	2011	M	65.1
Paroo (S)	2016	F	56.1
Paroo (S)	2016	M	59.3
Pormpuraaw (S)	2006	F	59.8
Pormpuraaw (S)	2006	M	71.5
Pormpuraaw (S)	2011	F	51.6
Pormpuraaw (S)	2011	M	68.5
Pormpuraaw (S)	2016	F	43.6
Pormpuraaw (S)	2016	M	51.6
Quilpie (S)	2006	F	63.2
Quilpie (S)	2006	M	77.5
Quilpie (S)	2011	F	65.4
Quilpie (S)	2011	M	77
Quilpie (S)	2016	F	68.1
Quilpie (S)	2016	M	76.2
Redland (C)	2006	F	57.7
Redland (C)	2006	M	70.3
Redland (C)	2011	F	59.9
Redland (C)	2011	M	70
Redland (C)	2016	F	58.6
Redland (C)	2016	M	66.8
Richmond (S)	2006	F	64.3
Richmond (S)	2006	M	71.2
Richmond (S)	2011	F	67.9
Richmond (S)	2011	M	76.8
Richmond (S)	2016	F	67.5
Richmond (S)	2016	M	70.8
Rockhampton (R)	2006	F	52.7
Rockhampton (R)	2006	M	66
Rockhampton (R)	2011	F	55.9
Rockhampton (R)	2011	M	67
Rockhampton (R)	2016	F	55.9
Rockhampton (R)	2016	M	64
Scenic Rim (R)	2006	F	53.2
Scenic Rim (R)	2006	M	65.2
Scenic Rim (R)	2011	F	54.1
Scenic Rim (R)	2011	M	64.5
Scenic Rim (R)	2016	F	51.9
Scenic Rim (R)	2016	M	59.1
Somerset (R)	2006	F	48.2
Somerset (R)	2006	M	60.5
Somerset (R)	2011	F	50.2
Somerset (R)	2011	M	59.6
Somerset (R)	2016	F	47.8
Somerset (R)	2016	M	55.2
South Burnett (R)	2006	F	47.5
South Burnett (R)	2006	M	58.3
South Burnett (R)	2011	F	47.5
South Burnett (R)	2011	M	57
South Burnett (R)	2016	F	45.4
South Burnett (R)	2016	M	51.3
Southern Downs (R)	2006	F	50.5
Southern Downs (R)	2006	M	64
Southern Downs (R)	2011	F	50.8
Southern Downs (R)	2011	M	61.9
Southern Downs (R)	2016	F	48.6
Southern Downs (R)	2016	M	57.1
Sunshine Coast (R)	2006	F	52.4
Sunshine Coast (R)	2006	M	63.2
Sunshine Coast (R)	2011	F	54.7
Sunshine Coast (R)	2011	M	63.6
Sunshine Coast (R)	2016	F	54.5
Sunshine Coast (R)	2016	M	61.8
Tablelands (R)	2006	F	49.6
Tablelands (R)	2006	M	59.1
Tablelands (R)	2011	F	50.6
Tablelands (R)	2011	M	58.3
Tablelands (R)	2016	F	48.8
Tablelands (R)	2016	M	54.3
Toowoomba (R)	2006	F	54.3
Toowoomba (R)	2006	M	68.2
Toowoomba (R)	2011	F	55.1
Toowoomba (R)	2011	M	67.1
Toowoomba (R)	2016	F	54.9
Toowoomba (R)	2016	M	64.6
Torres (S)	2006	F	58.7
Torres (S)	2006	M	67.8
Torres (S)	2011	F	60
Torres (S)	2011	M	63.8
Torres (S)	2016	F	56.6
Torres (S)	2016	M	57.7
Torres Strait Island (R)	2006	F	58.8
Torres Strait Island (R)	2006	M	79.1
Torres Strait Island (R)	2011	F	51.8
Torres Strait Island (R)	2011	M	69.2
Torres Strait Island (R)	2016	F	34.9
Torres Strait Island (R)	2016	M	43
Townsville (C)	2006	F	60.4
Townsville (C)	2006	M	71.5
Townsville (C)	2011	F	62.8
Townsville (C)	2011	M	70.5
Townsville (C)	2016	F	61.1
Townsville (C)	2016	M	66.3
Weipa (T)	2006	F	74.1
Weipa (T)	2006	M	85.4
Weipa (T)	2011	F	71.4
Weipa (T)	2011	M	81.8
Weipa (T)	2016	F	70.8
Weipa (T)	2016	M	82
Western Downs (R)	2006	F	54.7
Western Downs (R)	2006	M	70
Western Downs (R)	2011	F	55.6
Western Downs (R)	2011	M	68.6
Western Downs (R)	2016	F	53.6
Western Downs (R)	2016	M	64.3
Whitsunday (R)	2006	F	59.5
Whitsunday (R)	2006	M	65.7
Whitsunday (R)	2011	F	59.9
Whitsunday (R)	2011	M	66.9
Whitsunday (R)	2016	F	57.8
Whitsunday (R)	2016	M	63.5
Winton (S)	2006	F	60.7
Winton (S)	2006	M	64.8
Winton (S)	2011	F	62.8
Winton (S)	2011	M	68.7
Winton (S)	2016	F	60.2
Winton (S)	2016	M	64.4
Woorabinda (S)	2006	F	47.3
Woorabinda (S)	2006	M	56.7
Woorabinda (S)	2011	F	41.9
Woorabinda (S)	2011	M	48.7
Woorabinda (S)	2016	F	33.3
Woorabinda (S)	2016	M	40.7
Wujal Wujal (S)	2006	F	63.6
Wujal Wujal (S)	2006	M	64.6
Wujal Wujal (S)	2011	F	50
Wujal Wujal (S)	2011	M	65.7
Wujal Wujal (S)	2016	F	34.7
Wujal Wujal (S)	2016	M	48
Yarrabah (S)	2006	F	63.9
Yarrabah (S)	2006	M	74.2
Yarrabah (S)	2011	F	43.7
Yarrabah (S)	2011	M	58.9
Yarrabah (S)	2016	F	34.3
Yarrabah (S)	2016	M	40.1
No usual address (Qld)	2006	F	38.1
No usual address (Qld)	2006	M	46.8
No usual address (Qld)	2011	F	36.6
No usual address (Qld)	2011	M	42
No usual address (Qld)	2016	F	33.1
No usual address (Qld)	2016	M	36.3
Migratory - Offshore - Shipping (Qld)	2006	F	127.3
Migratory - Offshore - Shipping (Qld)	2006	M	85.5
Migratory - Offshore - Shipping (Qld)	2011	F	46.5
Migratory - Offshore - Shipping (Qld)	2011	M	59.6
Migratory - Offshore - Shipping (Qld)	2016	F	43.2
Migratory - Offshore - Shipping (Qld)	2016	M	46.2
Adelaide (C)	2006	F	51.3
Adelaide (C)	2006	M	55.7
Adelaide (C)	2011	F	52.6
Adelaide (C)	2011	M	55.5
Adelaide (C)	2016	F	49.5
Adelaide (C)	2016	M	51.5
Adelaide Hills (DC)	2006	F	63
Adelaide Hills (DC)	2006	M	72.3
Adelaide Hills (DC)	2011	F	63.4
Adelaide Hills (DC)	2011	M	72.3
Adelaide Hills (DC)	2016	F	61.7
Adelaide Hills (DC)	2016	M	67.5
Alexandrina (DC)	2006	F	46.4
Alexandrina (DC)	2006	M	56.3
Alexandrina (DC)	2011	F	49.3
Alexandrina (DC)	2011	M	57.9
Alexandrina (DC)	2016	F	46.3
Alexandrina (DC)	2016	M	52
Anangu Pitjantjatjara (AC)	2006	F	48.4
Anangu Pitjantjatjara (AC)	2006	M	55.6
Anangu Pitjantjatjara (AC)	2011	F	43.4
Anangu Pitjantjatjara (AC)	2011	M	46.6
Anangu Pitjantjatjara (AC)	2016	F	41.3
Anangu Pitjantjatjara (AC)	2016	M	38
Barossa (DC)	2006	F	57.4
Barossa (DC)	2006	M	71.9
Barossa (DC)	2011	F	58.2
Barossa (DC)	2011	M	70.4
Barossa (DC)	2016	F	55.9
Barossa (DC)	2016	M	66.3
Barunga West (DC)	2006	F	42.5
Barunga West (DC)	2006	M	52.3
Barunga West (DC)	2011	F	42.4
Barunga West (DC)	2011	M	51.4
Barunga West (DC)	2016	F	39.6
Barunga West (DC)	2016	M	48
Berri and Barmera (DC)	2006	F	54.3
Berri and Barmera (DC)	2006	M	64.6
Berri and Barmera (DC)	2011	F	50.7
Berri and Barmera (DC)	2011	M	59.1
Berri and Barmera (DC)	2016	F	50.2
Berri and Barmera (DC)	2016	M	57.1
Burnside (C)	2006	F	53.8
Burnside (C)	2006	M	65.6
Burnside (C)	2011	F	55.3
Burnside (C)	2011	M	65.1
Burnside (C)	2016	F	54.2
Burnside (C)	2016	M	63.9
Campbelltown (C) (SA)	2006	F	51.5
Campbelltown (C) (SA)	2006	M	62.9
Campbelltown (C) (SA)	2011	F	53.6
Campbelltown (C) (SA)	2011	M	63.9
Campbelltown (C) (SA)	2016	F	54.6
Campbelltown (C) (SA)	2016	M	63.3
Ceduna (DC)	2006	F	58.6
Ceduna (DC)	2006	M	66.3
Ceduna (DC)	2011	F	61.6
Ceduna (DC)	2011	M	68.7
Ceduna (DC)	2016	F	55.5
Ceduna (DC)	2016	M	61.8
Charles Sturt (C)	2006	F	49.9
Charles Sturt (C)	2006	M	61.2
Charles Sturt (C)	2011	F	53.3
Charles Sturt (C)	2011	M	63.3
Charles Sturt (C)	2016	F	55.1
Charles Sturt (C)	2016	M	63.1
Clare and Gilbert Valleys (DC)	2006	F	56.4
Clare and Gilbert Valleys (DC)	2006	M	68.9
Clare and Gilbert Valleys (DC)	2011	F	56.6
Clare and Gilbert Valleys (DC)	2011	M	67.6
Clare and Gilbert Valleys (DC)	2016	F	54.3
Clare and Gilbert Valleys (DC)	2016	M	62
Cleve (DC)	2006	F	57.7
Cleve (DC)	2006	M	72.9
Cleve (DC)	2011	F	58.9
Cleve (DC)	2011	M	74.1
Cleve (DC)	2016	F	56.4
Cleve (DC)	2016	M	67.2
Coober Pedy (DC)	2006	F	50.8
Coober Pedy (DC)	2006	M	46.8
Coober Pedy (DC)	2011	F	56.3
Coober Pedy (DC)	2011	M	51.3
Coober Pedy (DC)	2016	F	48.7
Coober Pedy (DC)	2016	M	46.8
Copper Coast (DC)	2006	F	42.1
Copper Coast (DC)	2006	M	51.8
Copper Coast (DC)	2011	F	43.9
Copper Coast (DC)	2011	M	52.9
Copper Coast (DC)	2016	F	42.3
Copper Coast (DC)	2016	M	48.8
Elliston (DC)	2006	F	61.9
Elliston (DC)	2006	M	71.6
Elliston (DC)	2011	F	62.5
Elliston (DC)	2011	M	70.5
Elliston (DC)	2016	F	58.5
Elliston (DC)	2016	M	65
Flinders Ranges (DC)	2006	F	46.5
Flinders Ranges (DC)	2006	M	53.9
Flinders Ranges (DC)	2011	F	55.1
Flinders Ranges (DC)	2011	M	60.6
Flinders Ranges (DC)	2016	F	50.8
Flinders Ranges (DC)	2016	M	54.7
Franklin Harbour (DC)	2006	F	52.3
Franklin Harbour (DC)	2006	M	65
Franklin Harbour (DC)	2011	F	52.9
Franklin Harbour (DC)	2011	M	62.6
Franklin Harbour (DC)	2016	F	48.6
Franklin Harbour (DC)	2016	M	57.6
Gawler (T)	2006	F	51.3
Gawler (T)	2006	M	64
Gawler (T)	2011	F	54
Gawler (T)	2011	M	64
Gawler (T)	2016	F	53.2
Gawler (T)	2016	M	60.6
Goyder (DC)	2006	F	49.3
Goyder (DC)	2006	M	64
Goyder (DC)	2011	F	49.2
Goyder (DC)	2011	M	60.1
Goyder (DC)	2016	F	47.3
Goyder (DC)	2016	M	58.1
Grant (DC)	2006	F	63.6
Grant (DC)	2006	M	71.8
Grant (DC)	2011	F	64.8
Grant (DC)	2011	M	68.6
Grant (DC)	2016	F	61.3
Grant (DC)	2016	M	59.4
Holdfast Bay (C)	2006	F	51.9
Holdfast Bay (C)	2006	M	63.5
Holdfast Bay (C)	2011	F	54.5
Holdfast Bay (C)	2011	M	65.1
Holdfast Bay (C)	2016	F	54.9
Holdfast Bay (C)	2016	M	62.6
Kangaroo Island (DC)	2006	F	61.4
Kangaroo Island (DC)	2006	M	67.4
Kangaroo Island (DC)	2011	F	60.3
Kangaroo Island (DC)	2011	M	66.1
Kangaroo Island (DC)	2016	F	57.2
Kangaroo Island (DC)	2016	M	59.3
Karoonda East Murray (DC)	2006	F	53.7
Karoonda East Murray (DC)	2006	M	69.7
Karoonda East Murray (DC)	2011	F	53.6
Karoonda East Murray (DC)	2011	M	66.2
Karoonda East Murray (DC)	2016	F	50.5
Karoonda East Murray (DC)	2016	M	62.8
Kimba (DC)	2006	F	62.5
Kimba (DC)	2006	M	75.7
Kimba (DC)	2011	F	59
Kimba (DC)	2011	M	74.1
Kimba (DC)	2016	F	60.1
Kimba (DC)	2016	M	71
Kingston (DC) (SA)	2006	F	52.2
Kingston (DC) (SA)	2006	M	70.1
Kingston (DC) (SA)	2011	F	50.8
Kingston (DC) (SA)	2011	M	64.5
Kingston (DC) (SA)	2016	F	51
Kingston (DC) (SA)	2016	M	60.2
Light (RegC)	2006	F	59.7
Light (RegC)	2006	M	72.7
Light (RegC)	2011	F	62.7
Light (RegC)	2011	M	72.5
Light (RegC)	2016	F	63
Light (RegC)	2016	M	70.7
Lower Eyre Peninsula (DC)	2006	F	55.7
Lower Eyre Peninsula (DC)	2006	M	65.1
Lower Eyre Peninsula (DC)	2011	F	61
Lower Eyre Peninsula (DC)	2011	M	65.6
Lower Eyre Peninsula (DC)	2016	F	60.8
Lower Eyre Peninsula (DC)	2016	M	59.9
Loxton Waikerie (DC)	2006	F	55.4
Loxton Waikerie (DC)	2006	M	68
Loxton Waikerie (DC)	2011	F	54
Loxton Waikerie (DC)	2011	M	64.2
Loxton Waikerie (DC)	2016	F	51.5
Loxton Waikerie (DC)	2016	M	59.4
Mallala (DC)	2006	F	55.9
Mallala (DC)	2006	M	67.4
Mallala (DC)	2011	F	58.3
Mallala (DC)	2011	M	68.1
Mallala (DC)	2016	F	57.8
Mallala (DC)	2016	M	66.2
Maralinga Tjarutja (AC)	2006	F	44.7
Maralinga Tjarutja (AC)	2006	M	41.7
Maralinga Tjarutja (AC)	2011	F	43.3
Maralinga Tjarutja (AC)	2011	M	45.8
Maralinga Tjarutja (AC)	2016	F	25
Maralinga Tjarutja (AC)	2016	M	10.3
Marion (C)	2006	F	54
Marion (C)	2006	M	65.3
Marion (C)	2011	F	56.8
Marion (C)	2011	M	66.1
Marion (C)	2016	F	57
Marion (C)	2016	M	64.7
Mid Murray (DC)	2006	F	49.1
Mid Murray (DC)	2006	M	54.9
Mid Murray (DC)	2011	F	47.4
Mid Murray (DC)	2011	M	53
Mid Murray (DC)	2016	F	44.7
Mid Murray (DC)	2016	M	48.6
Mitcham (C)	2006	F	56.7
Mitcham (C)	2006	M	67.8
Mitcham (C)	2011	F	58.5
Mitcham (C)	2011	M	67.7
Mitcham (C)	2016	F	58.2
Mitcham (C)	2016	M	65.3
Mount Barker (DC)	2006	F	60.1
Mount Barker (DC)	2006	M	72.9
Mount Barker (DC)	2011	F	62.8
Mount Barker (DC)	2011	M	74
Mount Barker (DC)	2016	F	60.7
Mount Barker (DC)	2016	M	69.3
Mount Gambier (C)	2006	F	55.2
Mount Gambier (C)	2006	M	70.9
Mount Gambier (C)	2011	F	55.5
Mount Gambier (C)	2011	M	68.4
Mount Gambier (C)	2016	F	54.5
Mount Gambier (C)	2016	M	64.1
Mount Remarkable (DC)	2006	F	51.6
Mount Remarkable (DC)	2006	M	60.4
Mount Remarkable (DC)	2011	F	50.6
Mount Remarkable (DC)	2011	M	59.5
Mount Remarkable (DC)	2016	F	49.9
Mount Remarkable (DC)	2016	M	58.1
Murray Bridge (RC)	2006	F	50.4
Murray Bridge (RC)	2006	M	60.8
Murray Bridge (RC)	2011	F	49.7
Murray Bridge (RC)	2011	M	58.8
Murray Bridge (RC)	2016	F	50.7
Murray Bridge (RC)	2016	M	57
Naracoorte and Lucindale (DC)	2006	F	60.4
Naracoorte and Lucindale (DC)	2006	M	75.8
Naracoorte and Lucindale (DC)	2011	F	60.1
Naracoorte and Lucindale (DC)	2011	M	74.7
Naracoorte and Lucindale (DC)	2016	F	59
Naracoorte and Lucindale (DC)	2016	M	72.5
Northern Areas (DC)	2006	F	50.4
Northern Areas (DC)	2006	M	63.5
Northern Areas (DC)	2011	F	53.9
Northern Areas (DC)	2011	M	64.2
Northern Areas (DC)	2016	F	52.4
Northern Areas (DC)	2016	M	59.8
Norwood Payneham St Peters (C)	2006	F	54
Norwood Payneham St Peters (C)	2006	M	63.6
Norwood Payneham St Peters (C)	2011	F	56.7
Norwood Payneham St Peters (C)	2011	M	64.9
Norwood Payneham St Peters (C)	2016	F	56.4
Norwood Payneham St Peters (C)	2016	M	64
Onkaparinga (C)	2006	F	56.9
Onkaparinga (C)	2006	M	68.5
Onkaparinga (C)	2011	F	57.9
Onkaparinga (C)	2011	M	68
Onkaparinga (C)	2016	F	56.1
Onkaparinga (C)	2016	M	63.9
Orroroo/Carrieton (DC)	2006	F	50.6
Orroroo/Carrieton (DC)	2006	M	67.5
Orroroo/Carrieton (DC)	2011	F	54.1
Orroroo/Carrieton (DC)	2011	M	68.7
Orroroo/Carrieton (DC)	2016	F	52
Orroroo/Carrieton (DC)	2016	M	60.5
Peterborough (DC)	2006	F	36
Peterborough (DC)	2006	M	42.2
Peterborough (DC)	2011	F	40.1
Peterborough (DC)	2011	M	40
Peterborough (DC)	2016	F	39.6
Peterborough (DC)	2016	M	39
Playford (C)	2006	F	45.6
Playford (C)	2006	M	62
Playford (C)	2011	F	48.9
Playford (C)	2011	M	62.4
Playford (C)	2016	F	48.7
Playford (C)	2016	M	60.3
Port Adelaide Enfield (C)	2006	F	48.1
Port Adelaide Enfield (C)	2006	M	59.1
Port Adelaide Enfield (C)	2011	F	51.7
Port Adelaide Enfield (C)	2011	M	61.4
Port Adelaide Enfield (C)	2016	F	53.2
Port Adelaide Enfield (C)	2016	M	61.2
Port Augusta (C)	2006	F	53.4
Port Augusta (C)	2006	M	57.6
Port Augusta (C)	2011	F	53
Port Augusta (C)	2011	M	56.3
Port Augusta (C)	2016	F	51.6
Port Augusta (C)	2016	M	53.3
Port Lincoln (C)	2006	F	54.2
Port Lincoln (C)	2006	M	66.7
Port Lincoln (C)	2011	F	55.2
Port Lincoln (C)	2011	M	66.2
Port Lincoln (C)	2016	F	53.8
Port Lincoln (C)	2016	M	61.8
Port Pirie City and Dists (M)	2006	F	44.9
Port Pirie City and Dists (M)	2006	M	57.1
Port Pirie City and Dists (M)	2011	F	46.8
Port Pirie City and Dists (M)	2011	M	56.7
Port Pirie City and Dists (M)	2016	F	47.1
Port Pirie City and Dists (M)	2016	M	55.4
Prospect (C)	2006	F	60.4
Prospect (C)	2006	M	70.1
Prospect (C)	2011	F	62.9
Prospect (C)	2011	M	70.5
Prospect (C)	2016	F	62.9
Prospect (C)	2016	M	70
Renmark Paringa (DC)	2006	F	53.3
Renmark Paringa (DC)	2006	M	66.1
Renmark Paringa (DC)	2011	F	53.2
Renmark Paringa (DC)	2011	M	63.1
Renmark Paringa (DC)	2016	F	50.5
Renmark Paringa (DC)	2016	M	61.1
Robe (DC)	2006	F	47.4
Robe (DC)	2006	M	52.1
Robe (DC)	2011	F	57.3
Robe (DC)	2011	M	66.8
Robe (DC)	2016	F	54.9
Robe (DC)	2016	M	63.2
Roxby Downs (M)	2006	F	73.8
Roxby Downs (M)	2006	M	87.9
Roxby Downs (M)	2011	F	73.8
Roxby Downs (M)	2011	M	80.6
Roxby Downs (M)	2016	F	74.1
Roxby Downs (M)	2016	M	83.9
Salisbury (C)	2006	F	52.2
Salisbury (C)	2006	M	66.6
Salisbury (C)	2011	F	53.2
Salisbury (C)	2011	M	65.7
Salisbury (C)	2016	F	52.3
Salisbury (C)	2016	M	63.1
Southern Mallee (DC)	2006	F	60.8
Southern Mallee (DC)	2006	M	74.3
Southern Mallee (DC)	2011	F	56.2
Southern Mallee (DC)	2011	M	69.5
Southern Mallee (DC)	2016	F	56.7
Southern Mallee (DC)	2016	M	65.2
Streaky Bay (DC)	2006	F	59.4
Streaky Bay (DC)	2006	M	69.2
Streaky Bay (DC)	2011	F	59.9
Streaky Bay (DC)	2011	M	65.5
Streaky Bay (DC)	2016	F	57.3
Streaky Bay (DC)	2016	M	65.1
Tatiara (DC)	2006	F	61.1
Tatiara (DC)	2006	M	76.7
Tatiara (DC)	2011	F	60.2
Tatiara (DC)	2011	M	74.8
Tatiara (DC)	2016	F	60.3
Tatiara (DC)	2016	M	70.3
Tea Tree Gully (C)	2006	F	59.8
Tea Tree Gully (C)	2006	M	71.9
Tea Tree Gully (C)	2011	F	60.4
Tea Tree Gully (C)	2011	M	70.1
Tea Tree Gully (C)	2016	F	58.9
Tea Tree Gully (C)	2016	M	66.9
The Coorong (DC)	2006	F	53.6
The Coorong (DC)	2006	M	67.1
The Coorong (DC)	2011	F	52.3
The Coorong (DC)	2011	M	62.8
The Coorong (DC)	2016	F	49.6
The Coorong (DC)	2016	M	59.6
Tumby Bay (DC)	2006	F	47.3
Tumby Bay (DC)	2006	M	61.8
Tumby Bay (DC)	2011	F	50.7
Tumby Bay (DC)	2011	M	64.9
Tumby Bay (DC)	2016	F	46.2
Tumby Bay (DC)	2016	M	57.4
Unley (C)	2006	F	58.7
Unley (C)	2006	M	69.5
Unley (C)	2011	F	59.6
Unley (C)	2011	M	69.4
Unley (C)	2016	F	58.1
Unley (C)	2016	M	66.3
Victor Harbor (C)	2006	F	36.6
Victor Harbor (C)	2006	M	47.1
Victor Harbor (C)	2011	F	37.8
Victor Harbor (C)	2011	M	45.7
Victor Harbor (C)	2016	F	35.9
Victor Harbor (C)	2016	M	43.2
Wakefield (DC)	2006	F	48
Wakefield (DC)	2006	M	62.5
Wakefield (DC)	2011	F	49.5
Wakefield (DC)	2011	M	62.1
Wakefield (DC)	2016	F	48.8
Wakefield (DC)	2016	M	60
Walkerville (M)	2006	F	51.2
Walkerville (M)	2006	M	63.1
Walkerville (M)	2011	F	52.2
Walkerville (M)	2011	M	62.2
Walkerville (M)	2016	F	52.1
Walkerville (M)	2016	M	60.6
Wattle Range (DC)	2006	F	53.8
Wattle Range (DC)	2006	M	69.9
Wattle Range (DC)	2011	F	55
Wattle Range (DC)	2011	M	66.8
Wattle Range (DC)	2016	F	52.1
Wattle Range (DC)	2016	M	60.3
West Torrens (C)	2006	F	52.1
West Torrens (C)	2006	M	62.1
West Torrens (C)	2011	F	55.7
West Torrens (C)	2011	M	65
West Torrens (C)	2016	F	56.7
West Torrens (C)	2016	M	64.9
Whyalla (C)	2006	F	47.9
Whyalla (C)	2006	M	63.1
Whyalla (C)	2011	F	50.1
Whyalla (C)	2011	M	62.8
Whyalla (C)	2016	F	48.7
Whyalla (C)	2016	M	58.8
Wudinna (DC)	2006	F	61.7
Wudinna (DC)	2006	M	77.7
Wudinna (DC)	2011	F	65.7
Wudinna (DC)	2011	M	79.5
Wudinna (DC)	2016	F	62.1
Wudinna (DC)	2016	M	73
Yankalilla (DC)	2006	F	43.5
Yankalilla (DC)	2006	M	54.9
Yankalilla (DC)	2011	F	46.9
Yankalilla (DC)	2011	M	56.6
Yankalilla (DC)	2016	F	45.4
Yankalilla (DC)	2016	M	49.9
Yorke Peninsula (DC)	2006	F	42
Yorke Peninsula (DC)	2006	M	51.9
Yorke Peninsula (DC)	2011	F	42.9
Yorke Peninsula (DC)	2011	M	51.3
Yorke Peninsula (DC)	2016	F	41.5
Yorke Peninsula (DC)	2016	M	48.9
Unincorporated SA	2006	F	59.6
Unincorporated SA	2006	M	70.5
Unincorporated SA	2011	F	56.8
Unincorporated SA	2011	M	71.2
Unincorporated SA	2016	F	52.7
Unincorporated SA	2016	M	61.6
No usual address (SA)	2006	F	43.4
No usual address (SA)	2006	M	52.9
No usual address (SA)	2011	F	36.2
No usual address (SA)	2011	M	45.9
No usual address (SA)	2016	F	36.1
No usual address (SA)	2016	M	41.1
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	85.7
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	100
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	100
Albany (C)	2006	F	52.6
Albany (C)	2006	M	63.9
Albany (C)	2011	F	54.2
Albany (C)	2011	M	63.4
Albany (C)	2016	F	53.1
Albany (C)	2016	M	60.3
Armadale (C)	2006	F	52.8
Armadale (C)	2006	M	69.6
Armadale (C)	2011	F	57.2
Armadale (C)	2011	M	71.6
Armadale (C)	2016	F	58.5
Armadale (C)	2016	M	70.8
Ashburton (S)	2006	F	65.7
Ashburton (S)	2006	M	81
Ashburton (S)	2011	F	69.3
Ashburton (S)	2011	M	77.4
Ashburton (S)	2016	F	67.7
Ashburton (S)	2016	M	77.3
Augusta-Margaret River (S)	2006	F	60.2
Augusta-Margaret River (S)	2006	M	70.2
