LGA_NAME16	Year	IndigenousStatus	persons
Quilpie (S)	2011	Non-indigenous	867
Quilpie (S)	2011	Torres Strait Islander	0
Quilpie (S)	2016	Aboriginal	128
Quilpie (S)	2016	Both Aboriginal & Torres Strait Islander	5
Quilpie (S)	2016	Non-indigenous	680
Quilpie (S)	2016	Torres Strait Islander	0
Redland (C)	2006	Aboriginal	1719
Redland (C)	2006	Both Aboriginal & Torres Strait Islander	84
Redland (C)	2006	Non-indigenous	125691
Redland (C)	2006	Torres Strait Islander	133
Redland (C)	2011	Aboriginal	2326
Redland (C)	2011	Both Aboriginal & Torres Strait Islander	132
Redland (C)	2011	Non-indigenous	136044
Redland (C)	2011	Torres Strait Islander	165
Redland (C)	2016	Aboriginal	3073
Redland (C)	2016	Both Aboriginal & Torres Strait Islander	171
Redland (C)	2016	Non-indigenous	143580
Redland (C)	2016	Torres Strait Islander	186
Richmond (S)	2006	Aboriginal	51
Richmond (S)	2006	Both Aboriginal & Torres Strait Islander	0
Richmond (S)	2006	Non-indigenous	849
Richmond (S)	2006	Torres Strait Islander	0
Richmond (S)	2011	Aboriginal	45
Richmond (S)	2011	Both Aboriginal & Torres Strait Islander	0
Richmond (S)	2011	Non-indigenous	782
Richmond (S)	2011	Torres Strait Islander	0
Richmond (S)	2016	Aboriginal	44
Richmond (S)	2016	Both Aboriginal & Torres Strait Islander	4
Richmond (S)	2016	Non-indigenous	743
Richmond (S)	2016	Torres Strait Islander	0
Rockhampton (R)	2006	Aboriginal	3760
Rockhampton (R)	2006	Both Aboriginal & Torres Strait Islander	246
Rockhampton (R)	2006	Non-indigenous	68007
Rockhampton (R)	2006	Torres Strait Islander	292
Rockhampton (R)	2011	Aboriginal	4243
Rockhampton (R)	2011	Both Aboriginal & Torres Strait Islander	312
Rockhampton (R)	2011	Non-indigenous	71893
Rockhampton (R)	2011	Torres Strait Islander	329
Rockhampton (R)	2016	Aboriginal	5140
Rockhampton (R)	2016	Both Aboriginal & Torres Strait Islander	375
Rockhampton (R)	2016	Non-indigenous	73854
Rockhampton (R)	2016	Torres Strait Islander	357
Scenic Rim (R)	2006	Aboriginal	534
Scenic Rim (R)	2006	Both Aboriginal & Torres Strait Islander	41
Scenic Rim (R)	2006	Non-indigenous	32239
Scenic Rim (R)	2006	Torres Strait Islander	59
Scenic Rim (R)	2011	Aboriginal	853
Scenic Rim (R)	2011	Both Aboriginal & Torres Strait Islander	30
Scenic Rim (R)	2011	Non-indigenous	35526
Scenic Rim (R)	2011	Torres Strait Islander	51
Scenic Rim (R)	2016	Aboriginal	1096
Scenic Rim (R)	2016	Both Aboriginal & Torres Strait Islander	70
Scenic Rim (R)	2016	Non-indigenous	38850
Scenic Rim (R)	2016	Torres Strait Islander	56
Somerset (R)	2006	Aboriginal	408
Somerset (R)	2006	Both Aboriginal & Torres Strait Islander	7
Somerset (R)	2006	Non-indigenous	18156
Somerset (R)	2006	Torres Strait Islander	25
Somerset (R)	2011	Aboriginal	555
Somerset (R)	2011	Both Aboriginal & Torres Strait Islander	22
Somerset (R)	2011	Non-indigenous	21028
Somerset (R)	2011	Torres Strait Islander	36
Somerset (R)	2016	Aboriginal	824
Somerset (R)	2016	Both Aboriginal & Torres Strait Islander	46
Somerset (R)	2016	Non-indigenous	23700
Somerset (R)	2016	Torres Strait Islander	27
South Burnett (R)	2006	Aboriginal	951
South Burnett (R)	2006	Both Aboriginal & Torres Strait Islander	31
South Burnett (R)	2006	Non-indigenous	28073
South Burnett (R)	2006	Torres Strait Islander	35
South Burnett (R)	2011	Aboriginal	1257
South Burnett (R)	2011	Both Aboriginal & Torres Strait Islander	60
South Burnett (R)	2011	Non-indigenous	29668
South Burnett (R)	2011	Torres Strait Islander	44
South Burnett (R)	2016	Aboriginal	1618
South Burnett (R)	2016	Both Aboriginal & Torres Strait Islander	91
South Burnett (R)	2016	Non-indigenous	30428
South Burnett (R)	2016	Torres Strait Islander	49
Southern Downs (R)	2006	Aboriginal	744
Southern Downs (R)	2006	Both Aboriginal & Torres Strait Islander	34
Southern Downs (R)	2006	Non-indigenous	30847
Southern Downs (R)	2006	Torres Strait Islander	37
Southern Downs (R)	2011	Aboriginal	1035
Southern Downs (R)	2011	Both Aboriginal & Torres Strait Islander	42
Southern Downs (R)	2011	Non-indigenous	32755
Southern Downs (R)	2011	Torres Strait Islander	51
Southern Downs (R)	2016	Aboriginal	1483
Southern Downs (R)	2016	Both Aboriginal & Torres Strait Islander	37
Southern Downs (R)	2016	Non-indigenous	33543
Southern Downs (R)	2016	Torres Strait Islander	47
Sunshine Coast (R)	2006	Aboriginal	2547
Sunshine Coast (R)	2006	Both Aboriginal & Torres Strait Islander	162
Sunshine Coast (R)	2006	Non-indigenous	226941
Sunshine Coast (R)	2006	Torres Strait Islander	219
Sunshine Coast (R)	2011	Aboriginal	3649
Sunshine Coast (R)	2011	Both Aboriginal & Torres Strait Islander	172
Sunshine Coast (R)	2011	Non-indigenous	253905
Sunshine Coast (R)	2011	Torres Strait Islander	227
Sunshine Coast (R)	2016	Aboriginal	5170
Sunshine Coast (R)	2016	Both Aboriginal & Torres Strait Islander	243
Sunshine Coast (R)	2016	Non-indigenous	288651
Sunshine Coast (R)	2016	Torres Strait Islander	303
Tablelands (R)	2006	Aboriginal	1233
Tablelands (R)	2006	Both Aboriginal & Torres Strait Islander	168
Tablelands (R)	2006	Non-indigenous	21187
Tablelands (R)	2006	Torres Strait Islander	105
Tablelands (R)	2011	Aboriginal	1473
Tablelands (R)	2011	Both Aboriginal & Torres Strait Islander	205
Tablelands (R)	2011	Non-indigenous	21875
Tablelands (R)	2011	Torres Strait Islander	158
Tablelands (R)	2016	Aboriginal	1479
Tablelands (R)	2016	Both Aboriginal & Torres Strait Islander	195
Tablelands (R)	2016	Non-indigenous	23003
Tablelands (R)	2016	Torres Strait Islander	150
Toowoomba (R)	2006	Aboriginal	3795
Toowoomba (R)	2006	Both Aboriginal & Torres Strait Islander	138
Toowoomba (R)	2006	Non-indigenous	138154
Toowoomba (R)	2006	Torres Strait Islander	196
Toowoomba (R)	2011	Aboriginal	4929
Toowoomba (R)	2011	Both Aboriginal & Torres Strait Islander	123
Toowoomba (R)	2011	Non-indigenous	145952
Toowoomba (R)	2011	Torres Strait Islander	185
Toowoomba (R)	2016	Aboriginal	6060
Toowoomba (R)	2016	Both Aboriginal & Torres Strait Islander	183
Toowoomba (R)	2016	Non-indigenous	154344
Toowoomba (R)	2016	Torres Strait Islander	192
Torres (S)	2006	Aboriginal	76
Torres (S)	2006	Both Aboriginal & Torres Strait Islander	470
Torres (S)	2006	Non-indigenous	985
Torres (S)	2006	Torres Strait Islander	1702
Torres (S)	2011	Aboriginal	93
Torres (S)	2011	Both Aboriginal & Torres Strait Islander	359
Torres (S)	2011	Non-indigenous	1197
Torres (S)	2011	Torres Strait Islander	1610
Torres (S)	2016	Aboriginal	88
Torres (S)	2016	Both Aboriginal & Torres Strait Islander	594
Torres (S)	2016	Non-indigenous	1126
Torres (S)	2016	Torres Strait Islander	1802
Torres Strait Island (R)	2006	Aboriginal	54
Torres Strait Island (R)	2006	Both Aboriginal & Torres Strait Islander	411
Torres Strait Island (R)	2006	Non-indigenous	357
Torres Strait Island (R)	2006	Torres Strait Islander	3574
Torres Strait Island (R)	2011	Aboriginal	47
Torres Strait Island (R)	2011	Both Aboriginal & Torres Strait Islander	512
Torres Strait Island (R)	2011	Non-indigenous	389
Torres Strait Island (R)	2011	Torres Strait Islander	3302
Torres Strait Island (R)	2016	Aboriginal	46
Torres Strait Island (R)	2016	Both Aboriginal & Torres Strait Islander	502
Torres Strait Island (R)	2016	Non-indigenous	376
Torres Strait Island (R)	2016	Torres Strait Islander	3590
Townsville (C)	2006	Aboriginal	6053
Townsville (C)	2006	Both Aboriginal & Torres Strait Islander	962
Townsville (C)	2006	Non-indigenous	146101
Townsville (C)	2006	Torres Strait Islander	1512
Townsville (C)	2011	Aboriginal	7800
Townsville (C)	2011	Both Aboriginal & Torres Strait Islander	1177
Townsville (C)	2011	Non-indigenous	163759
Townsville (C)	2011	Torres Strait Islander	1725
Townsville (C)	2016	Aboriginal	9591
Townsville (C)	2016	Both Aboriginal & Torres Strait Islander	1549
Townsville (C)	2016	Non-indigenous	173724
Townsville (C)	2016	Torres Strait Islander	1893
Weipa (T)	2006	Aboriginal	226
Weipa (T)	2006	Both Aboriginal & Torres Strait Islander	138
Weipa (T)	2006	Non-indigenous	2347
Weipa (T)	2006	Torres Strait Islander	121
Weipa (T)	2011	Aboriginal	275
Weipa (T)	2011	Both Aboriginal & Torres Strait Islander	168
Weipa (T)	2011	Non-indigenous	2716
Weipa (T)	2011	Torres Strait Islander	173
Weipa (T)	2016	Aboriginal	260
Weipa (T)	2016	Both Aboriginal & Torres Strait Islander	289
Weipa (T)	2016	Non-indigenous	3138
Weipa (T)	2016	Torres Strait Islander	218
Western Downs (R)	2006	Aboriginal	1126
Western Downs (R)	2006	Both Aboriginal & Torres Strait Islander	32
Western Downs (R)	2006	Non-indigenous	27212
Western Downs (R)	2006	Torres Strait Islander	36
Western Downs (R)	2011	Aboriginal	1342
Western Downs (R)	2011	Both Aboriginal & Torres Strait Islander	31
Western Downs (R)	2011	Non-indigenous	30179
Western Downs (R)	2011	Torres Strait Islander	39
Western Downs (R)	2016	Aboriginal	1759
Western Downs (R)	2016	Both Aboriginal & Torres Strait Islander	60
Western Downs (R)	2016	Non-indigenous	31565
Western Downs (R)	2016	Torres Strait Islander	60
Whitsunday (R)	2006	Aboriginal	916
Whitsunday (R)	2006	Both Aboriginal & Torres Strait Islander	88
Whitsunday (R)	2006	Non-indigenous	28206
Whitsunday (R)	2006	Torres Strait Islander	127
Whitsunday (R)	2011	Aboriginal	1068
Whitsunday (R)	2011	Both Aboriginal & Torres Strait Islander	143
Whitsunday (R)	2011	Non-indigenous	30089
Whitsunday (R)	2011	Torres Strait Islander	127
Whitsunday (R)	2016	Aboriginal	1346
Whitsunday (R)	2016	Both Aboriginal & Torres Strait Islander	143
Whitsunday (R)	2016	Non-indigenous	32139
Whitsunday (R)	2016	Torres Strait Islander	150
Winton (S)	2006	Aboriginal	101
Winton (S)	2006	Both Aboriginal & Torres Strait Islander	5
Winton (S)	2006	Non-indigenous	1254
Winton (S)	2006	Torres Strait Islander	22
Winton (S)	2011	Aboriginal	102
Winton (S)	2011	Both Aboriginal & Torres Strait Islander	15
Winton (S)	2011	Non-indigenous	1206
Winton (S)	2011	Torres Strait Islander	14
Winton (S)	2016	Aboriginal	78
Winton (S)	2016	Both Aboriginal & Torres Strait Islander	6
Winton (S)	2016	Non-indigenous	1035
Winton (S)	2016	Torres Strait Islander	15
Woorabinda (S)	2006	Aboriginal	752
Woorabinda (S)	2006	Both Aboriginal & Torres Strait Islander	51
Woorabinda (S)	2006	Non-indigenous	45
Woorabinda (S)	2006	Torres Strait Islander	0
Woorabinda (S)	2011	Aboriginal	835
Woorabinda (S)	2011	Both Aboriginal & Torres Strait Islander	45
Woorabinda (S)	2011	Non-indigenous	64
Woorabinda (S)	2011	Torres Strait Islander	0
Woorabinda (S)	2016	Aboriginal	851
Woorabinda (S)	2016	Both Aboriginal & Torres Strait Islander	51
Woorabinda (S)	2016	Non-indigenous	57
Woorabinda (S)	2016	Torres Strait Islander	3
Wujal Wujal (S)	2006	Aboriginal	294
Wujal Wujal (S)	2006	Both Aboriginal & Torres Strait Islander	11
Wujal Wujal (S)	2006	Non-indigenous	21
Wujal Wujal (S)	2006	Torres Strait Islander	0
Wujal Wujal (S)	2011	Aboriginal	247
Wujal Wujal (S)	2011	Both Aboriginal & Torres Strait Islander	3
Wujal Wujal (S)	2011	Non-indigenous	19
Wujal Wujal (S)	2011	Torres Strait Islander	0
Wujal Wujal (S)	2016	Aboriginal	258
Wujal Wujal (S)	2016	Both Aboriginal & Torres Strait Islander	6
Wujal Wujal (S)	2016	Non-indigenous	18
Wujal Wujal (S)	2016	Torres Strait Islander	0
Yarrabah (S)	2006	Aboriginal	2188
Yarrabah (S)	2006	Both Aboriginal & Torres Strait Islander	87
Yarrabah (S)	2006	Non-indigenous	77
Yarrabah (S)	2006	Torres Strait Islander	23
Yarrabah (S)	2011	Aboriginal	2257
Yarrabah (S)	2011	Both Aboriginal & Torres Strait Islander	78
Yarrabah (S)	2011	Non-indigenous	61
Yarrabah (S)	2011	Torres Strait Islander	12
Yarrabah (S)	2016	Aboriginal	2335
Yarrabah (S)	2016	Both Aboriginal & Torres Strait Islander	140
Yarrabah (S)	2016	Non-indigenous	66
Yarrabah (S)	2016	Torres Strait Islander	18
No usual address (Qld)	2006	Aboriginal	409
No usual address (Qld)	2006	Both Aboriginal & Torres Strait Islander	33
No usual address (Qld)	2006	Torres Strait Islander	58
No usual address (Qld)	2011	Aboriginal	601
No usual address (Qld)	2011	Both Aboriginal & Torres Strait Islander	49
No usual address (Qld)	2011	Torres Strait Islander	71
No usual address (Qld)	2016	Aboriginal	678
No usual address (Qld)	2016	Both Aboriginal & Torres Strait Islander	51
No usual address (Qld)	2016	Torres Strait Islander	67
Migratory - Offshore - Shipping (Qld)	2006	Aboriginal	0
Migratory - Offshore - Shipping (Qld)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Qld)	2006	Torres Strait Islander	6
Migratory - Offshore - Shipping (Qld)	2011	Aboriginal	6
Migratory - Offshore - Shipping (Qld)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Qld)	2011	Torres Strait Islander	6
Migratory - Offshore - Shipping (Qld)	2016	Aboriginal	6
Migratory - Offshore - Shipping (Qld)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Qld)	2016	Torres Strait Islander	0
Adelaide (C)	2006	Aboriginal	155
Adelaide (C)	2006	Both Aboriginal & Torres Strait Islander	0
Adelaide (C)	2006	Non-indigenous	16496
Adelaide (C)	2006	Torres Strait Islander	7
Adelaide (C)	2011	Aboriginal	211
Adelaide (C)	2011	Both Aboriginal & Torres Strait Islander	0
Adelaide (C)	2011	Non-indigenous	19418
Adelaide (C)	2011	Torres Strait Islander	9
Adelaide (C)	2016	Aboriginal	234
Adelaide (C)	2016	Both Aboriginal & Torres Strait Islander	7
Adelaide (C)	2016	Non-indigenous	21805
Adelaide (C)	2016	Torres Strait Islander	17
Adelaide Hills (DC)	2006	Aboriginal	104
Adelaide Hills (DC)	2006	Both Aboriginal & Torres Strait Islander	4
Adelaide Hills (DC)	2006	Non-indigenous	37725
Adelaide Hills (DC)	2006	Torres Strait Islander	27
Adelaide Hills (DC)	2011	Aboriginal	189
Adelaide Hills (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Adelaide Hills (DC)	2011	Non-indigenous	38424
Adelaide Hills (DC)	2011	Torres Strait Islander	12
Adelaide Hills (DC)	2016	Aboriginal	201
Adelaide Hills (DC)	2016	Both Aboriginal & Torres Strait Islander	6
Adelaide Hills (DC)	2016	Non-indigenous	38647
Adelaide Hills (DC)	2016	Torres Strait Islander	9
Alexandrina (DC)	2006	Aboriginal	199
Alexandrina (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Alexandrina (DC)	2006	Non-indigenous	20498
Alexandrina (DC)	2006	Torres Strait Islander	16
Alexandrina (DC)	2011	Aboriginal	261
Alexandrina (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Alexandrina (DC)	2011	Non-indigenous	23414
Alexandrina (DC)	2011	Torres Strait Islander	21
Alexandrina (DC)	2016	Aboriginal	378
Alexandrina (DC)	2016	Both Aboriginal & Torres Strait Islander	7
Alexandrina (DC)	2016	Non-indigenous	25479
Alexandrina (DC)	2016	Torres Strait Islander	9
Anangu Pitjantjatjara (AC)	2006	Aboriginal	1871
Anangu Pitjantjatjara (AC)	2006	Both Aboriginal & Torres Strait Islander	14
Anangu Pitjantjatjara (AC)	2006	Non-indigenous	350
Anangu Pitjantjatjara (AC)	2006	Torres Strait Islander	0
Anangu Pitjantjatjara (AC)	2011	Aboriginal	2084
Anangu Pitjantjatjara (AC)	2011	Both Aboriginal & Torres Strait Islander	17
Anangu Pitjantjatjara (AC)	2011	Non-indigenous	338
Anangu Pitjantjatjara (AC)	2011	Torres Strait Islander	0
Anangu Pitjantjatjara (AC)	2016	Aboriginal	1892
Anangu Pitjantjatjara (AC)	2016	Both Aboriginal & Torres Strait Islander	8
Anangu Pitjantjatjara (AC)	2016	Non-indigenous	373
Anangu Pitjantjatjara (AC)	2016	Torres Strait Islander	3
Barossa (DC)	2006	Aboriginal	118
Barossa (DC)	2006	Both Aboriginal & Torres Strait Islander	3
Barossa (DC)	2006	Non-indigenous	20410
Barossa (DC)	2006	Torres Strait Islander	19
Barossa (DC)	2011	Aboriginal	115
Barossa (DC)	2011	Both Aboriginal & Torres Strait Islander	4
Barossa (DC)	2011	Non-indigenous	22027
Barossa (DC)	2011	Torres Strait Islander	21
Barossa (DC)	2016	Aboriginal	198
Barossa (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Barossa (DC)	2016	Non-indigenous	23347
Barossa (DC)	2016	Torres Strait Islander	13
Barunga West (DC)	2006	Aboriginal	16
Barunga West (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Barunga West (DC)	2006	Non-indigenous	2525
Barunga West (DC)	2006	Torres Strait Islander	3
Barunga West (DC)	2011	Aboriginal	45
Barunga West (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Barunga West (DC)	2011	Non-indigenous	2411
Barunga West (DC)	2011	Torres Strait Islander	0
Barunga West (DC)	2016	Aboriginal	52
Barunga West (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Barunga West (DC)	2016	Non-indigenous	2488
Barunga West (DC)	2016	Torres Strait Islander	4
Berri and Barmera (DC)	2006	Aboriginal	322
Berri and Barmera (DC)	2006	Both Aboriginal & Torres Strait Islander	7
Berri and Barmera (DC)	2006	Non-indigenous	10597
Berri and Barmera (DC)	2006	Torres Strait Islander	9
Berri and Barmera (DC)	2011	Aboriginal	428
Berri and Barmera (DC)	2011	Both Aboriginal & Torres Strait Islander	12
Berri and Barmera (DC)	2011	Non-indigenous	10116
Berri and Barmera (DC)	2011	Torres Strait Islander	11
Berri and Barmera (DC)	2016	Aboriginal	435
Berri and Barmera (DC)	2016	Both Aboriginal & Torres Strait Islander	12
Berri and Barmera (DC)	2016	Non-indigenous	10086
Berri and Barmera (DC)	2016	Torres Strait Islander	12
Burnside (C)	2006	Aboriginal	89
Burnside (C)	2006	Both Aboriginal & Torres Strait Islander	3
Burnside (C)	2006	Non-indigenous	41856
Burnside (C)	2006	Torres Strait Islander	7
Burnside (C)	2011	Aboriginal	119
Burnside (C)	2011	Both Aboriginal & Torres Strait Islander	0
Burnside (C)	2011	Non-indigenous	42065
Burnside (C)	2011	Torres Strait Islander	8
Burnside (C)	2016	Aboriginal	126
Burnside (C)	2016	Both Aboriginal & Torres Strait Islander	7
Burnside (C)	2016	Non-indigenous	43768
Burnside (C)	2016	Torres Strait Islander	10
Campbelltown (C) (SA)	2006	Aboriginal	212
Campbelltown (C) (SA)	2006	Both Aboriginal & Torres Strait Islander	3
Campbelltown (C) (SA)	2006	Non-indigenous	45901
Campbelltown (C) (SA)	2006	Torres Strait Islander	43
Campbelltown (C) (SA)	2011	Aboriginal	210
Campbelltown (C) (SA)	2011	Both Aboriginal & Torres Strait Islander	3
Campbelltown (C) (SA)	2011	Non-indigenous	47928
Campbelltown (C) (SA)	2011	Torres Strait Islander	21
Campbelltown (C) (SA)	2016	Aboriginal	253
Campbelltown (C) (SA)	2016	Both Aboriginal & Torres Strait Islander	12
Campbelltown (C) (SA)	2016	Non-indigenous	49882
Campbelltown (C) (SA)	2016	Torres Strait Islander	17
Ceduna (DC)	2006	Aboriginal	854
Ceduna (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Ceduna (DC)	2006	Non-indigenous	2720
Ceduna (DC)	2006	Torres Strait Islander	0
Ceduna (DC)	2011	Aboriginal	858
Ceduna (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Ceduna (DC)	2011	Non-indigenous	2618
Ceduna (DC)	2011	Torres Strait Islander	4
Ceduna (DC)	2016	Aboriginal	731
Ceduna (DC)	2016	Both Aboriginal & Torres Strait Islander	12
Ceduna (DC)	2016	Non-indigenous	2665
Ceduna (DC)	2016	Torres Strait Islander	0
Charles Sturt (C)	2006	Aboriginal	1096
Charles Sturt (C)	2006	Both Aboriginal & Torres Strait Islander	43
Charles Sturt (C)	2006	Non-indigenous	99319
Charles Sturt (C)	2006	Torres Strait Islander	75
Charles Sturt (C)	2011	Aboriginal	1253
Charles Sturt (C)	2011	Both Aboriginal & Torres Strait Islander	33
Charles Sturt (C)	2011	Non-indigenous	103652
Charles Sturt (C)	2011	Torres Strait Islander	46
Charles Sturt (C)	2016	Aboriginal	1473
Charles Sturt (C)	2016	Both Aboriginal & Torres Strait Islander	27
Charles Sturt (C)	2016	Non-indigenous	110192
Charles Sturt (C)	2016	Torres Strait Islander	67
Clare and Gilbert Valleys (DC)	2006	Aboriginal	65
Clare and Gilbert Valleys (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Clare and Gilbert Valleys (DC)	2006	Non-indigenous	8074
Clare and Gilbert Valleys (DC)	2006	Torres Strait Islander	5
Clare and Gilbert Valleys (DC)	2011	Aboriginal	82
Clare and Gilbert Valleys (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Clare and Gilbert Valleys (DC)	2011	Non-indigenous	8666
Clare and Gilbert Valleys (DC)	2011	Torres Strait Islander	3
Clare and Gilbert Valleys (DC)	2016	Aboriginal	103
Clare and Gilbert Valleys (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Clare and Gilbert Valleys (DC)	2016	Non-indigenous	8912
Clare and Gilbert Valleys (DC)	2016	Torres Strait Islander	8
Cleve (DC)	2006	Aboriginal	12
Cleve (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Cleve (DC)	2006	Non-indigenous	2017
Cleve (DC)	2006	Torres Strait Islander	0
Cleve (DC)	2011	Aboriginal	10
Cleve (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Cleve (DC)	2011	Non-indigenous	1780
Cleve (DC)	2011	Torres Strait Islander	0
Cleve (DC)	2016	Aboriginal	8
Cleve (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Cleve (DC)	2016	Non-indigenous	1763
Cleve (DC)	2016	Torres Strait Islander	0
Coober Pedy (DC)	2006	Aboriginal	262
Coober Pedy (DC)	2006	Both Aboriginal & Torres Strait Islander	10
Coober Pedy (DC)	2006	Non-indigenous	1636
Coober Pedy (DC)	2006	Torres Strait Islander	3
Coober Pedy (DC)	2011	Aboriginal	272
Coober Pedy (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Coober Pedy (DC)	2011	Non-indigenous	1419
Coober Pedy (DC)	2011	Torres Strait Islander	3
Coober Pedy (DC)	2016	Aboriginal	291
Coober Pedy (DC)	2016	Both Aboriginal & Torres Strait Islander	5
Coober Pedy (DC)	2016	Non-indigenous	1466
Coober Pedy (DC)	2016	Torres Strait Islander	0
Copper Coast (DC)	2006	Aboriginal	148
Copper Coast (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Copper Coast (DC)	2006	Non-indigenous	11277
Copper Coast (DC)	2006	Torres Strait Islander	20
Copper Coast (DC)	2011	Aboriginal	260
Copper Coast (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Copper Coast (DC)	2011	Non-indigenous	12673
Copper Coast (DC)	2011	Torres Strait Islander	14
Copper Coast (DC)	2016	Aboriginal	371
Copper Coast (DC)	2016	Both Aboriginal & Torres Strait Islander	3
Copper Coast (DC)	2016	Non-indigenous	13754
Copper Coast (DC)	2016	Torres Strait Islander	11
Elliston (DC)	2006	Aboriginal	13
Elliston (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Elliston (DC)	2006	Non-indigenous	1119
Elliston (DC)	2006	Torres Strait Islander	0
Elliston (DC)	2011	Aboriginal	19
Elliston (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Elliston (DC)	2011	Non-indigenous	1029
Elliston (DC)	2011	Torres Strait Islander	0
Elliston (DC)	2016	Aboriginal	30
Elliston (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Elliston (DC)	2016	Non-indigenous	1015
Elliston (DC)	2016	Torres Strait Islander	0
Flinders Ranges (DC)	2006	Aboriginal	143
Flinders Ranges (DC)	2006	Both Aboriginal & Torres Strait Islander	3
Flinders Ranges (DC)	2006	Non-indigenous	1581
Flinders Ranges (DC)	2006	Torres Strait Islander	0
Flinders Ranges (DC)	2011	Aboriginal	181
Flinders Ranges (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Flinders Ranges (DC)	2011	Non-indigenous	1520
Flinders Ranges (DC)	2011	Torres Strait Islander	0
Flinders Ranges (DC)	2016	Aboriginal	220
Flinders Ranges (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Flinders Ranges (DC)	2016	Non-indigenous	1423
Flinders Ranges (DC)	2016	Torres Strait Islander	0
Franklin Harbour (DC)	2006	Aboriginal	9
Franklin Harbour (DC)	2006	Both Aboriginal & Torres Strait Islander	3
Franklin Harbour (DC)	2006	Non-indigenous	1134
Franklin Harbour (DC)	2006	Torres Strait Islander	0
Franklin Harbour (DC)	2011	Aboriginal	12
Franklin Harbour (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Franklin Harbour (DC)	2011	Non-indigenous	1201
Franklin Harbour (DC)	2011	Torres Strait Islander	0
Franklin Harbour (DC)	2016	Aboriginal	28
Franklin Harbour (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Franklin Harbour (DC)	2016	Non-indigenous	1270
Franklin Harbour (DC)	2016	Torres Strait Islander	0
Gawler (T)	2006	Aboriginal	212
Gawler (T)	2006	Both Aboriginal & Torres Strait Islander	0
Gawler (T)	2006	Non-indigenous	18681
Gawler (T)	2006	Torres Strait Islander	18
Gawler (T)	2011	Aboriginal	290
Gawler (T)	2011	Both Aboriginal & Torres Strait Islander	7
Gawler (T)	2011	Non-indigenous	20226
Gawler (T)	2011	Torres Strait Islander	14
Gawler (T)	2016	Aboriginal	357
Gawler (T)	2016	Both Aboriginal & Torres Strait Islander	10
Gawler (T)	2016	Non-indigenous	22646
Gawler (T)	2016	Torres Strait Islander	21
Goyder (DC)	2006	Aboriginal	33
Goyder (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Goyder (DC)	2006	Non-indigenous	4138
Goyder (DC)	2006	Torres Strait Islander	10
Goyder (DC)	2011	Aboriginal	62
Goyder (DC)	2011	Both Aboriginal & Torres Strait Islander	0
Goyder (DC)	2011	Non-indigenous	4097
Goyder (DC)	2011	Torres Strait Islander	4
Goyder (DC)	2016	Aboriginal	61
Goyder (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Goyder (DC)	2016	Non-indigenous	4069
Goyder (DC)	2016	Torres Strait Islander	6
Grant (DC)	2006	Aboriginal	58
Grant (DC)	2006	Both Aboriginal & Torres Strait Islander	0
Grant (DC)	2006	Non-indigenous	7211
Grant (DC)	2006	Torres Strait Islander	5
Grant (DC)	2011	Aboriginal	97
Grant (DC)	2011	Both Aboriginal & Torres Strait Islander	3
Grant (DC)	2011	Non-indigenous	7752
Grant (DC)	2011	Torres Strait Islander	4
Grant (DC)	2016	Aboriginal	127
Grant (DC)	2016	Both Aboriginal & Torres Strait Islander	0
Grant (DC)	2016	Non-indigenous	8076
Grant (DC)	2016	Torres Strait Islander	0
Holdfast Bay (C)	2006	Aboriginal	132
Holdfast Bay (C)	2006	Both Aboriginal & Torres Strait Islander	8
Holdfast Bay (C)	2006	Non-indigenous	33145
Holdfast Bay (C)	2006	Torres Strait Islander	16
Holdfast Bay (C)	2011	Aboriginal	151
