LGA_NAME16	Year	SameAddress5YearsAgo	persons
Moreland (C)	2016		20577
Moreland (C)	2016	0	65392
Moreland (C)	2016	1	76589
Mornington Peninsula (S)	2006		17903
Mornington Peninsula (S)	2006	0	49386
Mornington Peninsula (S)	2006	1	69194
Mornington Peninsula (S)	2011		16014
Mornington Peninsula (S)	2011	0	51568
Mornington Peninsula (S)	2011	1	77026
Mornington Peninsula (S)	2016		17979
Mornington Peninsula (S)	2016	0	56090
Mornington Peninsula (S)	2016	1	80930
Mount Alexander (S)	2006		2263
Mount Alexander (S)	2006	0	5372
Mount Alexander (S)	2006	1	9433
Mount Alexander (S)	2011		2175
Mount Alexander (S)	2011	0	5356
Mount Alexander (S)	2011	1	10061
Mount Alexander (S)	2016		3155
Mount Alexander (S)	2016	0	5450
Mount Alexander (S)	2016	1	10156
Moyne (S)	2006		1737
Moyne (S)	2006	0	4613
Moyne (S)	2006	1	9103
Moyne (S)	2011		1772
Moyne (S)	2011	0	4658
Moyne (S)	2011	1	9526
Moyne (S)	2016		2254
Moyne (S)	2016	0	4612
Moyne (S)	2016	1	9629
Murrindindi (S)	2006		1725
Murrindindi (S)	2006	0	4508
Murrindindi (S)	2006	1	7439
Murrindindi (S)	2011		1424
Murrindindi (S)	2011	0	3961
Murrindindi (S)	2011	1	7672
Murrindindi (S)	2016		1855
Murrindindi (S)	2016	0	4028
Murrindindi (S)	2016	1	7849
Nillumbik (S)	2006		5892
Nillumbik (S)	2006	0	15562
Nillumbik (S)	2006	1	38336
Nillumbik (S)	2011		5252
Nillumbik (S)	2011	0	15051
Nillumbik (S)	2011	1	40041
Nillumbik (S)	2016		5833
Nillumbik (S)	2016	0	15747
Nillumbik (S)	2016	1	39693
Northern Grampians (S)	2006		1195
Northern Grampians (S)	2006	0	3573
Northern Grampians (S)	2006	1	7143
Northern Grampians (S)	2011		1140
Northern Grampians (S)	2011	0	3512
Northern Grampians (S)	2011	1	7192
Northern Grampians (S)	2016		1407
Northern Grampians (S)	2016	0	3110
Northern Grampians (S)	2016	1	6922
Port Phillip (C)	2006		15370
Port Phillip (C)	2006	0	40985
Port Phillip (C)	2006	1	28741
Port Phillip (C)	2011		12321
Port Phillip (C)	2011	0	46042
Port Phillip (C)	2011	1	33007
Port Phillip (C)	2016		15217
Port Phillip (C)	2016	0	50708
Port Phillip (C)	2016	1	34938
Pyrenees (S)	2006		747
Pyrenees (S)	2006	0	1943
Pyrenees (S)	2006	1	3865
Pyrenees (S)	2011		773
Pyrenees (S)	2011	0	1844
Pyrenees (S)	2011	1	4051
Pyrenees (S)	2016		1367
Pyrenees (S)	2016	0	1806
Pyrenees (S)	2016	1	4065
Queenscliffe (B)	2006		301
Queenscliffe (B)	2006	0	963
Queenscliffe (B)	2006	1	1754
Queenscliffe (B)	2011		268
Queenscliffe (B)	2011	0	1048
Queenscliffe (B)	2011	1	1682
Queenscliffe (B)	2016		333
Queenscliffe (B)	2016	0	850
Queenscliffe (B)	2016	1	1670
South Gippsland (S)	2006		2762
South Gippsland (S)	2006	0	8215
South Gippsland (S)	2006	1	14762
South Gippsland (S)	2011		2777
South Gippsland (S)	2011	0	8904
South Gippsland (S)	2011	1	15529
South Gippsland (S)	2016		4012
South Gippsland (S)	2016	0	8653
South Gippsland (S)	2016	1	16038
Southern Grampians (S)	2006		1506
Southern Grampians (S)	2006	0	5249
Southern Grampians (S)	2006	1	9879
Southern Grampians (S)	2011		1520
Southern Grampians (S)	2011	0	4900
Southern Grampians (S)	2011	1	9941
Southern Grampians (S)	2016		1905
Southern Grampians (S)	2016	0	4416
Southern Grampians (S)	2016	1	9623
Stonnington (C)	2006		12670
Stonnington (C)	2006	0	37853
Stonnington (C)	2006	1	39362
Stonnington (C)	2011		10696
Stonnington (C)	2011	0	40368
Stonnington (C)	2011	1	42079
Stonnington (C)	2016		12175
Stonnington (C)	2016	0	50206
Stonnington (C)	2016	1	41451
Strathbogie (S)	2006		936
Strathbogie (S)	2006	0	2974
Strathbogie (S)	2006	1	5386
Strathbogie (S)	2011		988
Strathbogie (S)	2011	0	2853
Strathbogie (S)	2011	1	5644
Strathbogie (S)	2016		1355
Strathbogie (S)	2016	0	3127
Strathbogie (S)	2016	1	5792
Surf Coast (S)	2006		2633
Surf Coast (S)	2006	0	7779
Surf Coast (S)	2006	1	11354
Surf Coast (S)	2011		2966
Surf Coast (S)	2011	0	9810
Surf Coast (S)	2011	1	13092
Surf Coast (S)	2016		3597
Surf Coast (S)	2016	0	10946
Surf Coast (S)	2016	1	14854
Swan Hill (RC)	2006		2662
Swan Hill (RC)	2006	0	6775
Swan Hill (RC)	2006	1	11194
Swan Hill (RC)	2011		2665
Swan Hill (RC)	2011	0	6537
Swan Hill (RC)	2011	1	11247
Swan Hill (RC)	2016		3918
Swan Hill (RC)	2016	0	5889
Swan Hill (RC)	2016	1	10777
Towong (S)	2006		563
Towong (S)	2006	0	1802
Towong (S)	2006	1	3653
Towong (S)	2011		462
Towong (S)	2011	0	1579
Towong (S)	2011	1	3848
Towong (S)	2016		762
Towong (S)	2016	0	1595
Towong (S)	2016	1	3628
Wangaratta (RC)	2006		2755
Wangaratta (RC)	2006	0	8734
Wangaratta (RC)	2006	1	14901
Wangaratta (RC)	2011		2676
Wangaratta (RC)	2011	0	8169
Wangaratta (RC)	2011	1	15969
Wangaratta (RC)	2016		3708
Wangaratta (RC)	2016	0	8511
Wangaratta (RC)	2016	1	16091
Warrnambool (C)	2006		3673
Warrnambool (C)	2006	0	11334
Warrnambool (C)	2006	1	15387
Warrnambool (C)	2011		3756
Warrnambool (C)	2011	0	11369
Warrnambool (C)	2011	1	16901
Warrnambool (C)	2016		4582
Warrnambool (C)	2016	0	12064
Warrnambool (C)	2016	1	17009
Wellington (S)	2006		4952
Wellington (S)	2006	0	14021
Wellington (S)	2006	1	21107
Wellington (S)	2011		5345
Wellington (S)	2011	0	13628
Wellington (S)	2011	1	22468
Wellington (S)	2016		6729
Wellington (S)	2016	0	13275
Wellington (S)	2016	1	22979
West Wimmera (S)	2006		350
West Wimmera (S)	2006	0	1124
West Wimmera (S)	2006	1	2998
West Wimmera (S)	2011		391
West Wimmera (S)	2011	0	1047
West Wimmera (S)	2011	1	2813
West Wimmera (S)	2016		436
West Wimmera (S)	2016	0	913
West Wimmera (S)	2016	1	2554
Whitehorse (C)	2006		15236
Whitehorse (C)	2006	0	44571
Whitehorse (C)	2006	1	84960
Whitehorse (C)	2011		15374
Whitehorse (C)	2011	0	47453
Whitehorse (C)	2011	1	88507
Whitehorse (C)	2016		15767
Whitehorse (C)	2016	0	59267
Whitehorse (C)	2016	1	87044
Whittlesea (C)	2006		14657
Whittlesea (C)	2006	0	37098
Whittlesea (C)	2006	1	72896
Whittlesea (C)	2011		18275
Whittlesea (C)	2011	0	55272
Whittlesea (C)	2011	1	81333
Whittlesea (C)	2016		26367
Whittlesea (C)	2016	0	74181
Whittlesea (C)	2016	1	96943
Wodonga (C)	2006		3677
Wodonga (C)	2006	0	14342
Wodonga (C)	2006	1	14987
Wodonga (C)	2011		4146
Wodonga (C)	2011	0	14451
Wodonga (C)	2011	1	16922
Wodonga (C)	2016		5484
Wodonga (C)	2016	0	15920
Wodonga (C)	2016	1	17947
Wyndham (C)	2006		16378
Wyndham (C)	2006	0	45790
Wyndham (C)	2006	1	50530
Wyndham (C)	2011		23593
Wyndham (C)	2011	0	68798
Wyndham (C)	2011	1	69186
Wyndham (C)	2016		33833
Wyndham (C)	2016	0	90488
Wyndham (C)	2016	1	92801
Yarra (C)	2006		10787
Yarra (C)	2006	0	32494
Yarra (C)	2006	1	26048
Yarra (C)	2011		9761
Yarra (C)	2011	0	34533
Yarra (C)	2011	1	29797
Yarra (C)	2016		12032
Yarra (C)	2016	0	43492
Yarra (C)	2016	1	31133
Yarra Ranges (S)	2006		15613
Yarra Ranges (S)	2006	0	42113
Yarra Ranges (S)	2006	1	82490
Yarra Ranges (S)	2011		14881
Yarra Ranges (S)	2011	0	41778
Yarra Ranges (S)	2011	1	87882
Yarra Ranges (S)	2016		16828
Yarra Ranges (S)	2016	0	44408
Yarra Ranges (S)	2016	1	88301
Yarriambiack (S)	2006		725
Yarriambiack (S)	2006	0	1842
Yarriambiack (S)	2006	1	4949
Yarriambiack (S)	2011		809
Yarriambiack (S)	2011	0	1694
Yarriambiack (S)	2011	1	4587
Yarriambiack (S)	2016		891
Yarriambiack (S)	2016	0	1627
Yarriambiack (S)	2016	1	4156
Unincorporated Vic	2006		119
Unincorporated Vic	2006	0	331
Unincorporated Vic	2006	1	278
Unincorporated Vic	2011		113
Unincorporated Vic	2011	0	324
Unincorporated Vic	2011	1	327
Unincorporated Vic	2016		273
Unincorporated Vic	2016	0	310
Unincorporated Vic	2016	1	293
No usual address (Vic.)	2006	0	4457
No usual address (Vic.)	2006	1	751
No usual address (Vic.)	2011	0	5194
No usual address (Vic.)	2011	1	805
No usual address (Vic.)	2016	0	4223
No usual address (Vic.)	2016	1	849
Migratory - Offshore - Shipping (Vic.)	2006	0	15
Migratory - Offshore - Shipping (Vic.)	2006	1	22
Migratory - Offshore - Shipping (Vic.)	2011	0	13
Migratory - Offshore - Shipping (Vic.)	2011	1	17
Migratory - Offshore - Shipping (Vic.)	2016	0	13
Migratory - Offshore - Shipping (Vic.)	2016	1	7
Aurukun (S)	2006		136
Aurukun (S)	2006	0	94
Aurukun (S)	2006	1	816
Aurukun (S)	2011		153
Aurukun (S)	2011	0	95
Aurukun (S)	2011	1	1047
Aurukun (S)	2016		140
Aurukun (S)	2016	0	118
Aurukun (S)	2016	1	1011
Balonne (S)	2006		710
Balonne (S)	2006	0	1862
Balonne (S)	2006	1	2057
Balonne (S)	2011		772
Balonne (S)	2011	0	1622
Balonne (S)	2011	1	2325
Balonne (S)	2016		670
Balonne (S)	2016	0	1391
Balonne (S)	2016	1	2316
Banana (S)	2006		1989
Banana (S)	2006	0	5635
Banana (S)	2006	1	7027
Banana (S)	2011		1929
Banana (S)	2011	0	5316
Banana (S)	2011	1	7210
Banana (S)	2016		2237
Banana (S)	2016	0	4676
Banana (S)	2016	1	7406
Barcaldine (R)	2006		430
Barcaldine (R)	2006	0	1107
Barcaldine (R)	2006	1	1723
Barcaldine (R)	2011		448
Barcaldine (R)	2011	0	990
Barcaldine (R)	2011	1	1777
Barcaldine (R)	2016		407
Barcaldine (R)	2016	0	764
Barcaldine (R)	2016	1	1694
Barcoo (S)	2006		35
Barcoo (S)	2006	0	150
Barcoo (S)	2006	1	175
Barcoo (S)	2011		42
Barcoo (S)	2011	0	142
Barcoo (S)	2011	1	168
Barcoo (S)	2016		32
Barcoo (S)	2016	0	115
Barcoo (S)	2016	1	120
Blackall-Tambo (R)	2006		198
Blackall-Tambo (R)	2006	0	721
Blackall-Tambo (R)	2006	1	1098
Blackall-Tambo (R)	2011		264
Blackall-Tambo (R)	2011	0	777
Blackall-Tambo (R)	2011	1	1158
Blackall-Tambo (R)	2016		238
Blackall-Tambo (R)	2016	0	566
Blackall-Tambo (R)	2016	1	1099
Boulia (S)	2006		49
Boulia (S)	2006	0	191
Boulia (S)	2006	1	179
Boulia (S)	2011		92
Boulia (S)	2011	0	153
Boulia (S)	2011	1	236
Boulia (S)	2016		98
Boulia (S)	2016	0	204
Boulia (S)	2016	1	124
Brisbane (C)	2006		123221
Brisbane (C)	2006	0	417764
Brisbane (C)	2006	1	415145
Brisbane (C)	2011		122259
Brisbane (C)	2011	0	446443
Brisbane (C)	2011	1	473140
Brisbane (C)	2016		136271
Brisbane (C)	2016	0	498599
Brisbane (C)	2016	1	496285
Bulloo (S)	2006		42
Bulloo (S)	2006	0	144
Bulloo (S)	2006	1	188
Bulloo (S)	2011		68
Bulloo (S)	2011	0	175
Bulloo (S)	2011	1	162
Bulloo (S)	2016		62
Bulloo (S)	2016	0	127
Bulloo (S)	2016	1	164
Bundaberg (R)	2006		10166
Bundaberg (R)	2006	0	36377
Bundaberg (R)	2006	1	36414
Bundaberg (R)	2011		10416
Bundaberg (R)	2011	0	36191
Bundaberg (R)	2011	1	43206
Bundaberg (R)	2016		12104
Bundaberg (R)	2016	0	34266
Bundaberg (R)	2016	1	46527
Burdekin (S)	2006		2049
Burdekin (S)	2006	0	5437
Burdekin (S)	2006	1	9530
Burdekin (S)	2011		2098
Burdekin (S)	2011	0	5198
Burdekin (S)	2011	1	10066
Burdekin (S)	2016		2295
Burdekin (S)	2016	0	4701
Burdekin (S)	2016	1	10078
Burke (S)	2006		133
Burke (S)	2006	0	199
Burke (S)	2006	1	165
Burke (S)	2011		117
Burke (S)	2011	0	175
Burke (S)	2011	1	221
Burke (S)	2016		80
Burke (S)	2016	0	101
Burke (S)	2016	1	147
Cairns (R)	2006		21432
Cairns (R)	2006	0	58910
Cairns (R)	2006	1	47092
Cairns (R)	2011		22406
Cairns (R)	2011	0	64594
Cairns (R)	2011	1	58338
Cairns (R)	2016		25136
Cairns (R)	2016	0	65680
Cairns (R)	2016	1	66085
Carpentaria (S)	2006		448
Carpentaria (S)	2006	0	774
Carpentaria (S)	2006	1	715
Carpentaria (S)	2011		428
Carpentaria (S)	2011	0	781
Carpentaria (S)	2011	1	845
Carpentaria (S)	2016		367
Carpentaria (S)	2016	0	705
Carpentaria (S)	2016	1	886
Cassowary Coast (R)	2006		3888
Cassowary Coast (R)	2006	0	10387
Cassowary Coast (R)	2006	1	13507
Cassowary Coast (R)	2011		3341
Cassowary Coast (R)	2011	0	9328
Cassowary Coast (R)	2011	1	14998
Cassowary Coast (R)	2016		4543
Cassowary Coast (R)	2016	0	9045
Cassowary Coast (R)	2016	1	15138
Central Highlands (R) (Qld)	2006		4263
Central Highlands (R) (Qld)	2006	0	13129
Central Highlands (R) (Qld)	2006	1	9085
Central Highlands (R) (Qld)	2011		5143
Central Highlands (R) (Qld)	2011	0	13057
Central Highlands (R) (Qld)	2011	1	10515
Central Highlands (R) (Qld)	2016		5944
Central Highlands (R) (Qld)	2016	0	10821
Central Highlands (R) (Qld)	2016	1	11234
Charters Towers (R)	2006		1451
Charters Towers (R)	2006	0	4972
Charters Towers (R)	2006	1	5056
Charters Towers (R)	2011		1766
Charters Towers (R)	2011	0	4642
Charters Towers (R)	2011	1	5761
Charters Towers (R)	2016		1883
Charters Towers (R)	2016	0	3912
Charters Towers (R)	2016	1	6081
Cherbourg (S)	2006		184
Cherbourg (S)	2006	0	132
Cherbourg (S)	2006	1	815
Cherbourg (S)	2011		185
Cherbourg (S)	2011	0	113
Cherbourg (S)	2011	1	925
Cherbourg (S)	2016		201
Cherbourg (S)	2016	0	151
Cherbourg (S)	2016	1	917
Cloncurry (S)	2006		584
Cloncurry (S)	2006	0	1420
Cloncurry (S)	2006	1	1131
Cloncurry (S)	2011		666
Cloncurry (S)	2011	0	1338
Cloncurry (S)	2011	1	1224
Cloncurry (S)	2016		698
Cloncurry (S)	2016	0	1162
Cloncurry (S)	2016	1	1172
Cook (S)	2006		748
Cook (S)	2006	0	1290
Cook (S)	2006	1	1425
Cook (S)	2011		1068
Cook (S)	2011	0	1365
Cook (S)	2011	1	1720
Cook (S)	2016		929
Cook (S)	2016	0	1441
Cook (S)	2016	1	1856
Croydon (S)	2006		57
Croydon (S)	2006	0	105
Croydon (S)	2006	1	92
Croydon (S)	2011		67
Croydon (S)	2011	0	94
Croydon (S)	2011	1	153
Croydon (S)	2016		102
Croydon (S)	2016	0	79
Croydon (S)	2016	1	113
Diamantina (S)	2006		44
Diamantina (S)	2006	0	146
Diamantina (S)	2006	1	94
Diamantina (S)	2011		32
Diamantina (S)	2011	0	152
Diamantina (S)	2011	1	99
Diamantina (S)	2016		67
Diamantina (S)	2016	0	106
Diamantina (S)	2016	1	118
Doomadgee (S)	2006		346
Doomadgee (S)	2006	0	96
Doomadgee (S)	2006	1	641
Doomadgee (S)	2011		190
Doomadgee (S)	2011	0	150
Doomadgee (S)	2011	1	949
Doomadgee (S)	2016		202
Doomadgee (S)	2016	0	192
Doomadgee (S)	2016	1	1011
Douglas (S)	2006		1585
Douglas (S)	2006	0	4667
Douglas (S)	2006	1	3939
Douglas (S)	2011		1743
Douglas (S)	2011	0	4308
Douglas (S)	2011	1	4776
Douglas (S)	2016		2233
Douglas (S)	2016	0	4647
Douglas (S)	2016	1	4834
Etheridge (S)	2006		133
Etheridge (S)	2006	0	304
Etheridge (S)	2006	1	412
Etheridge (S)	2011		131
Etheridge (S)	2011	0	273
Etheridge (S)	2011	1	491
Etheridge (S)	2016		140
Etheridge (S)	2016	0	222
Etheridge (S)	2016	1	437
Flinders (S) (Qld)	2006		249
Flinders (S) (Qld)	2006	0	618
Flinders (S) (Qld)	2006	1	921
Flinders (S) (Qld)	2011		288
Flinders (S) (Qld)	2011	0	633
Flinders (S) (Qld)	2011	1	871
Flinders (S) (Qld)	2016		251
Flinders (S) (Qld)	2016	0	495
Flinders (S) (Qld)	2016	1	790
Fraser Coast (R)	2006		9585
Fraser Coast (R)	2006	0	40637
Fraser Coast (R)	2006	1	34117
Fraser Coast (R)	2011		11122
Fraser Coast (R)	2011	0	40207
Fraser Coast (R)	2011	1	43981
Fraser Coast (R)	2016		13947
Fraser Coast (R)	2016	0	39274
Fraser Coast (R)	2016	1	48283
Gladstone (R)	2006		7100
Gladstone (R)	2006	0	23372
Gladstone (R)	2006	1	20287
Gladstone (R)	2011		8915
Gladstone (R)	2011	0	24178
Gladstone (R)	2011	1	24799
Gladstone (R)	2016		9331
Gladstone (R)	2016	0	25892
Gladstone (R)	2016	1	26417
Gold Coast (C)	2006		63143
Gold Coast (C)	2006	0	214684
Gold Coast (C)	2006	1	156133
Gold Coast (C)	2011		65526
Gold Coast (C)	2011	0	226406
Gold Coast (C)	2011	1	202567
Gold Coast (C)	2016		76435
Gold Coast (C)	2016	0	254248
Gold Coast (C)	2016	1	225038
Goondiwindi (R)	2006		1647
Goondiwindi (R)	2006	0	4062
Goondiwindi (R)	2006	1	4408
Goondiwindi (R)	2011		1641
Goondiwindi (R)	2011	0	3781
Goondiwindi (R)	2011	1	5206
Goondiwindi (R)	2016		1842
Goondiwindi (R)	2016	0	3454
Goondiwindi (R)	2016	1	5334
Gympie (R)	2006		4770
Gympie (R)	2006	0	18274
Gympie (R)	2006	1	18825
Gympie (R)	2011		5685
Gympie (R)	2011	0	17441
Gympie (R)	2011	1	22622
Gympie (R)	2016		7060
Gympie (R)	2016	0	17884
Gympie (R)	2016	1	24615
Hinchinbrook (S)	2006		1039
Hinchinbrook (S)	2006	0	3583
Hinchinbrook (S)	2006	1	6936
Hinchinbrook (S)	2011		1094
Hinchinbrook (S)	2011	0	3222
Hinchinbrook (S)	2011	1	7252
Hinchinbrook (S)	2016		1416
Hinchinbrook (S)	2016	0	2617
Hinchinbrook (S)	2016	1	6852
Hope Vale (S)	2006		104
Hope Vale (S)	2006	0	93
Hope Vale (S)	2006	1	585
Hope Vale (S)	2011		122
Hope Vale (S)	2011	0	107
Hope Vale (S)	2011	1	754
Hope Vale (S)	2016		172
Hope Vale (S)	2016	0	120
Hope Vale (S)	2016	1	626
Ipswich (C)	2006		20037
Ipswich (C)	2006	0	58153
Ipswich (C)	2006	1	60919
Ipswich (C)	2011		24089
Ipswich (C)	2011	0	71136
Ipswich (C)	2011	1	71678
Ipswich (C)	2016		29424
Ipswich (C)	2016	0	81141
Ipswich (C)	2016	1	83168
Isaac (R)	2006		3930
Isaac (R)	2006	0	9064
Isaac (R)	2006	1	6829
Isaac (R)	2011		4433
Isaac (R)	2011	0	10690
Isaac (R)	2011	1	7464
Isaac (R)	2016		5041
Isaac (R)	2016	0	9182
Isaac (R)	2016	1	6717
Kowanyama (S)	2006		113
Kowanyama (S)	2006	0	82
Kowanyama (S)	2006	1	828
Kowanyama (S)	2011		118
Kowanyama (S)	2011	0	98
Kowanyama (S)	2011	1	814
Kowanyama (S)	2016		101
Kowanyama (S)	2016	0	102
Kowanyama (S)	2016	1	741
Livingstone (S)	2006		3924
Livingstone (S)	2006	0	12739
Livingstone (S)	2006	1	12205
Livingstone (S)	2011		4449
Livingstone (S)	2011	0	13054
Livingstone (S)	2011	1	15060
Livingstone (S)	2016		5702
Livingstone (S)	2016	0	13574
Livingstone (S)	2016	1	16996
Lockhart River (S)	2006		83
Lockhart River (S)	2006	0	83
Lockhart River (S)	2006	1	384
Lockhart River (S)	2011		58
Lockhart River (S)	2011	0	62
Lockhart River (S)	2011	1	362
Lockhart River (S)	2016		121
Lockhart River (S)	2016	0	97
Lockhart River (S)	2016	1	494
Lockyer Valley (R)	2006		3901
Lockyer Valley (R)	2006	0	12162
Lockyer Valley (R)	2006	1	14058
Lockyer Valley (R)	2011		4756
Lockyer Valley (R)	2011	0	13751
Lockyer Valley (R)	2011	1	16449
Lockyer Valley (R)	2016		6057
Lockyer Valley (R)	2016	0	14008
Lockyer Valley (R)	2016	1	18544
Logan (C)	2006		35717
Logan (C)	2006	0	105583
Logan (C)	2006	1	109571
Logan (C)	2011		38303
Logan (C)	2011	0	108282
Logan (C)	2011	1	131466
Logan (C)	2016		43229
Logan (C)	2016	0	116235
Logan (C)	2016	1	143922
Longreach (R)	2006		583
Longreach (R)	2006	0	1607
Longreach (R)	2006	1	1862
Longreach (R)	2011		584
Longreach (R)	2011	0	1773
Longreach (R)	2011	1	1831
Longreach (R)	2016		567
Longreach (R)	2016	0	1328
Longreach (R)	2016	1	1765
Mackay (R)	2006		15057
Mackay (R)	2006	0	42858
Mackay (R)	2006	1	43101
Mackay (R)	2011		15646
Mackay (R)	2011	0	45936
Mackay (R)	2011	1	51215
Mackay (R)	2016		17430
Mackay (R)	2016	0	42855
Mackay (R)	2016	1	54684
McKinlay (S)	2006		142
McKinlay (S)	2006	0	320
McKinlay (S)	2006	1	431
McKinlay (S)	2011		184
McKinlay (S)	2011	0	398
McKinlay (S)	2011	1	466
McKinlay (S)	2016		125
McKinlay (S)	2016	0	254
McKinlay (S)	2016	1	417
Mapoon (S)	2006		38
Mapoon (S)	2006	0	63
Mapoon (S)	2006	1	141
Mapoon (S)	2011		25
Mapoon (S)	2011	0	62
Mapoon (S)	2011	1	177
Mapoon (S)	2016		47
Mapoon (S)	2016	0	83
Mapoon (S)	2016	1	180
Maranoa (R)	2006		1585
Maranoa (R)	2006	0	4984
Maranoa (R)	2006	1	5721
Maranoa (R)	2011		2216
Maranoa (R)	2011	0	4734
Maranoa (R)	2011	1	6124
Maranoa (R)	2016		2277
Maranoa (R)	2016	0	4550
Maranoa (R)	2016	1	5839
Mareeba (S)	2006		3155
Mareeba (S)	2006	0	6131
Mareeba (S)	2006	1	8925
Mareeba (S)	2011		3151
Mareeba (S)	2011	0	6505
Mareeba (S)	2011	1	10363
Mareeba (S)	2016		4266
Mareeba (S)	2016	0	6439
Mareeba (S)	2016	1	10852
Moreton Bay (R)	2006		40536
Moreton Bay (R)	2006	0	141465
Moreton Bay (R)	2006	1	142790
Moreton Bay (R)	2011		46860
Moreton Bay (R)	2011	0	156142
Moreton Bay (R)	2011	1	175045
Moreton Bay (R)	2016		54475
Moreton Bay (R)	2016	0	172274
Moreton Bay (R)	2016	1	198553
Mornington (S)	2006		167
Mornington (S)	2006	0	105
Mornington (S)	2006	1	764
Mornington (S)	2011		149
Mornington (S)	2011	0	156
Mornington (S)	2011	1	838
Mornington (S)	2016		127
Mornington (S)	2016	0	178
Mornington (S)	2016	1	838
Mount Isa (C)	2006		4472
Mount Isa (C)	2006	0	8582
Mount Isa (C)	2006	1	6606
Mount Isa (C)	2011		4807
Mount Isa (C)	2011	0	8967
Mount Isa (C)	2011	1	7464
Mount Isa (C)	2016		3936
Mount Isa (C)	2016	0	7377
Mount Isa (C)	2016	1	7358
Murweh (S)	2006		681
Murweh (S)	2006	0	1600
Murweh (S)	2006	1	2298
Murweh (S)	2011		702
Murweh (S)	2011	0	1673
Murweh (S)	2011	1	2242
Murweh (S)	2016		681
Murweh (S)	2016	0	1424
Murweh (S)	2016	1	2202
Napranum (S)	2006		122
Napranum (S)	2006	0	113
Napranum (S)	2006	1	603
Napranum (S)	2011		101
Napranum (S)	2011	0	72
Napranum (S)	2011	1	683
Napranum (S)	2016		125
Napranum (S)	2016	0	128
Napranum (S)	2016	1	704
Noosa (S)	2006		5746
Noosa (S)	2006	0	21777
Noosa (S)	2006	1	18878
Noosa (S)	2011		5097
Noosa (S)	2011	0	20100
Noosa (S)	2011	1	23765
Noosa (S)	2016		5612
Noosa (S)	2016	0	22394
Noosa (S)	2016	1	24143
North Burnett (R)	2006		1150
North Burnett (R)	2006	0	3787
North Burnett (R)	2006	1	5209
North Burnett (R)	2011		1300
North Burnett (R)	2011	0	3315
North Burnett (R)	2011	1	5527
North Burnett (R)	2016		1824
North Burnett (R)	2016	0	3028
North Burnett (R)	2016	1	5626
Northern Peninsula Area (R)	2006		288
Northern Peninsula Area (R)	2006	0	298
Northern Peninsula Area (R)	2006	1	1354
Northern Peninsula Area (R)	2011		417
Northern Peninsula Area (R)	2011	0	356
Northern Peninsula Area (R)	2011	1	1526
Northern Peninsula Area (R)	2016		481
Northern Peninsula Area (R)	2016	0	499
Northern Peninsula Area (R)	2016	1	1816
Palm Island (S)	2006		334
Palm Island (S)	2006	0	146
Palm Island (S)	2006	1	1501
Palm Island (S)	2011		285
Palm Island (S)	2011	0	202
Palm Island (S)	2011	1	1852
Palm Island (S)	2016		361
Palm Island (S)	2016	0	266
Palm Island (S)	2016	1	1819
Paroo (S)	2006		284
Paroo (S)	2006	0	648
Paroo (S)	2006	1	995
Paroo (S)	2011		274
Paroo (S)	2011	0	613
Paroo (S)	2011	1	971
Paroo (S)	2016		256
Paroo (S)	2016	0	490
Paroo (S)	2016	1	894
Pormpuraaw (S)	2006		80
Pormpuraaw (S)	2006	0	97
Pormpuraaw (S)	2006	1	420
Pormpuraaw (S)	2011		64
Pormpuraaw (S)	2011	0	102
Pormpuraaw (S)	2011	1	497
Pormpuraaw (S)	2016		79
Pormpuraaw (S)	2016	0	103
Pormpuraaw (S)	2016	1	567
Quilpie (S)	2006		144
Quilpie (S)	2006	0	385
Quilpie (S)	2006	1	453
Quilpie (S)	2011		119
Quilpie (S)	2011	0	365
Quilpie (S)	2011	1	490
Quilpie (S)	2016		106
Quilpie (S)	2016	0	314
Quilpie (S)	2016	1	393
Redland (C)	2006		14050
Redland (C)	2006	0	56082
Redland (C)	2006	1	57495
Redland (C)	2011		14084
Redland (C)	2011	0	55897
Redland (C)	2011	1	68686
Redland (C)	2016		15255
Redland (C)	2016	0	57378
Redland (C)	2016	1	74377
Richmond (S)	2006		158
Richmond (S)	2006	0	345
Richmond (S)	2006	1	397
Richmond (S)	2011		121
Richmond (S)	2011	0	295
Richmond (S)	2011	1	411
Richmond (S)	2016		131
Richmond (S)	2016	0	319
Richmond (S)	2016	1	341
Rockhampton (R)	2006		10554
Rockhampton (R)	2006	0	30527
Rockhampton (R)	2006	1	31224
Rockhampton (R)	2011		11542
Rockhampton (R)	2011	0	29674
Rockhampton (R)	2011	1	35561
Rockhampton (R)	2016		11717
Rockhampton (R)	2016	0	30648
Rockhampton (R)	2016	1	37361
Scenic Rim (R)	2006		3738
Scenic Rim (R)	2006	0	14001
Scenic Rim (R)	2006	1	15134
Scenic Rim (R)	2011		4008
Scenic Rim (R)	2011	0	13514
Scenic Rim (R)	2011	1	18938
Scenic Rim (R)	2016		5425
Scenic Rim (R)	2016	0	14159
Scenic Rim (R)	2016	1	20488
Somerset (R)	2006		2309
Somerset (R)	2006	0	7277
Somerset (R)	2006	1	9010
Somerset (R)	2011		2642
Somerset (R)	2011	0	8133
Somerset (R)	2011	1	10866
Somerset (R)	2016		3815
Somerset (R)	2016	0	8534
Somerset (R)	2016	1	12248
South Burnett (R)	2006		3858
South Burnett (R)	2006	0	12252
South Burnett (R)	2006	1	12980
