LGA_NAME16	Year	Sex	employmentToPopulation
Livingstone (S)	2016	F	51.8
Livingstone (S)	2016	M	53
Lockhart River (S)	2006	F	37.6
Lockhart River (S)	2006	M	65.4
Lockhart River (S)	2011	F	45.6
Lockhart River (S)	2011	M	51.8
Lockhart River (S)	2016	F	34.1
Lockhart River (S)	2016	M	41.3
Lockyer Valley (R)	2006	F	47.6
Lockyer Valley (R)	2006	M	60
Lockyer Valley (R)	2011	F	48.4
Lockyer Valley (R)	2011	M	59.6
Lockyer Valley (R)	2016	F	47.4
Lockyer Valley (R)	2016	M	54.2
Logan (C)	2006	F	53.6
Logan (C)	2006	M	68.4
Logan (C)	2011	F	53.9
Logan (C)	2011	M	65.6
Logan (C)	2016	F	51.1
Logan (C)	2016	M	61.5
Longreach (R)	2006	F	66
Longreach (R)	2006	M	72.8
Longreach (R)	2011	F	66.3
Longreach (R)	2011	M	74.3
Longreach (R)	2016	F	64.3
Longreach (R)	2016	M	67
Mackay (R)	2006	F	53.3
Mackay (R)	2006	M	68.7
Mackay (R)	2011	F	57.8
Mackay (R)	2011	M	70.9
Mackay (R)	2016	F	53.7
Mackay (R)	2016	M	61.9
McKinlay (S)	2006	F	70.4
McKinlay (S)	2006	M	81
McKinlay (S)	2011	F	71.9
McKinlay (S)	2011	M	79.9
McKinlay (S)	2016	F	70.3
McKinlay (S)	2016	M	76.1
Mapoon (S)	2006	F	44.9
Mapoon (S)	2006	M	74.7
Mapoon (S)	2011	F	33
Mapoon (S)	2011	M	54.2
Mapoon (S)	2016	F	33
Mapoon (S)	2016	M	36.9
Maranoa (R)	2006	F	62.9
Maranoa (R)	2006	M	75.5
Maranoa (R)	2011	F	61.6
Maranoa (R)	2011	M	71.3
Maranoa (R)	2016	F	60.7
Maranoa (R)	2016	M	67.4
Mareeba (S)	2006	F	49.6
Mareeba (S)	2006	M	54
Mareeba (S)	2011	F	49.8
Mareeba (S)	2011	M	52.3
Mareeba (S)	2016	F	47.8
Mareeba (S)	2016	M	46.1
Moreton Bay (R)	2006	F	53
Moreton Bay (R)	2006	M	65.6
Moreton Bay (R)	2011	F	54.1
Moreton Bay (R)	2011	M	64.4
Moreton Bay (R)	2016	F	52.5
Moreton Bay (R)	2016	M	60.5
Mornington (S)	2006	F	33.5
Mornington (S)	2006	M	71.4
Mornington (S)	2011	F	26.6
Mornington (S)	2011	M	47.6
Mornington (S)	2016	F	37.3
Mornington (S)	2016	M	39.7
Mount Isa (C)	2006	F	56.7
Mount Isa (C)	2006	M	70
Mount Isa (C)	2011	F	58.6
Mount Isa (C)	2011	M	68.7
Mount Isa (C)	2016	F	60.1
Mount Isa (C)	2016	M	67.9
Murweh (S)	2006	F	60.2
Murweh (S)	2006	M	70.9
Murweh (S)	2011	F	58.8
Murweh (S)	2011	M	67.5
Murweh (S)	2016	F	58.1
Murweh (S)	2016	M	62.1
Napranum (S)	2006	F	29.3
Napranum (S)	2006	M	58.8
Napranum (S)	2011	F	21.1
Napranum (S)	2011	M	40.5
Napranum (S)	2016	F	15.4
Napranum (S)	2016	M	29.2
Noosa (S)	2006	F	47.2
Noosa (S)	2006	M	55.5
Noosa (S)	2011	F	48.4
Noosa (S)	2011	M	55
Noosa (S)	2016	F	48.1
Noosa (S)	2016	M	52.8
North Burnett (R)	2006	F	52.3
North Burnett (R)	2006	M	64.3
North Burnett (R)	2011	F	49.8
North Burnett (R)	2011	M	59.1
North Burnett (R)	2016	F	47.5
North Burnett (R)	2016	M	52.9
Northern Peninsula Area (R)	2006	F	57.1
Northern Peninsula Area (R)	2006	M	67.7
Northern Peninsula Area (R)	2011	F	50.2
Northern Peninsula Area (R)	2011	M	53.4
Northern Peninsula Area (R)	2016	F	46.2
Northern Peninsula Area (R)	2016	M	44.4
Palm Island (S)	2006	F	28.9
Palm Island (S)	2006	M	45.4
Palm Island (S)	2011	F	36
Palm Island (S)	2011	M	39
Palm Island (S)	2016	F	29.5
Palm Island (S)	2016	M	28.6
Paroo (S)	2006	F	52.4
Paroo (S)	2006	M	56.8
Paroo (S)	2011	F	55.3
Paroo (S)	2011	M	61.1
Paroo (S)	2016	F	54.3
Paroo (S)	2016	M	54.9
Pormpuraaw (S)	2006	F	58.9
Pormpuraaw (S)	2006	M	70.6
Pormpuraaw (S)	2011	F	39.8
Pormpuraaw (S)	2011	M	60.1
Pormpuraaw (S)	2016	F	34.2
Pormpuraaw (S)	2016	M	42.9
Quilpie (S)	2006	F	59.3
Quilpie (S)	2006	M	74.4
Quilpie (S)	2011	F	63.7
Quilpie (S)	2011	M	74.4
Quilpie (S)	2016	F	65.8
Quilpie (S)	2016	M	72.4
Redland (C)	2006	F	55
Redland (C)	2006	M	67.7
Redland (C)	2011	F	56.6
Redland (C)	2011	M	66.3
Redland (C)	2016	F	55.2
Redland (C)	2016	M	62.5
Richmond (S)	2006	F	63.4
Richmond (S)	2006	M	69.6
Richmond (S)	2011	F	65.6
Richmond (S)	2011	M	74.2
Richmond (S)	2016	F	65.6
Richmond (S)	2016	M	68.2
Rockhampton (R)	2006	F	49.7
Rockhampton (R)	2006	M	62.4
Rockhampton (R)	2011	F	53.1
Rockhampton (R)	2011	M	63.4
Rockhampton (R)	2016	F	51.5
Rockhampton (R)	2016	M	57.4
Scenic Rim (R)	2006	F	50.8
Scenic Rim (R)	2006	M	62.9
Scenic Rim (R)	2011	F	51
Scenic Rim (R)	2011	M	60.9
Scenic Rim (R)	2016	F	48.8
Scenic Rim (R)	2016	M	55.5
Somerset (R)	2006	F	45.2
Somerset (R)	2006	M	57.6
Somerset (R)	2011	F	46.8
Somerset (R)	2011	M	55.8
Somerset (R)	2016	F	43.9
Somerset (R)	2016	M	50.7
South Burnett (R)	2006	F	44.7
South Burnett (R)	2006	M	55
South Burnett (R)	2011	F	44.7
South Burnett (R)	2011	M	53.1
South Burnett (R)	2016	F	42.2
South Burnett (R)	2016	M	47.3
Southern Downs (R)	2006	F	47.7
Southern Downs (R)	2006	M	60.7
Southern Downs (R)	2011	F	48.1
Southern Downs (R)	2011	M	58.8
Southern Downs (R)	2016	F	45.6
Southern Downs (R)	2016	M	53.4
Sunshine Coast (R)	2006	F	49.3
Sunshine Coast (R)	2006	M	59.8
Sunshine Coast (R)	2011	F	50.9
Sunshine Coast (R)	2011	M	59.1
Sunshine Coast (R)	2016	F	50.6
Sunshine Coast (R)	2016	M	57.3
Tablelands (R)	2006	F	47
Tablelands (R)	2006	M	55.8
Tablelands (R)	2011	F	47.7
Tablelands (R)	2011	M	54.4
Tablelands (R)	2016	F	45.4
Tablelands (R)	2016	M	49.8
Toowoomba (R)	2006	F	51.7
Toowoomba (R)	2006	M	65.5
Toowoomba (R)	2011	F	52.4
Toowoomba (R)	2011	M	64
Toowoomba (R)	2016	F	51.3
Toowoomba (R)	2016	M	60.1
Torres (S)	2006	F	55.7
Torres (S)	2006	M	63.9
Torres (S)	2011	F	57.3
Torres (S)	2011	M	59.9
Torres (S)	2016	F	52.9
Torres (S)	2016	M	52.7
Torres Strait Island (R)	2006	F	56.5
Torres Strait Island (R)	2006	M	76.9
Torres Strait Island (R)	2011	F	47.1
Torres Strait Island (R)	2011	M	64.3
Torres Strait Island (R)	2016	F	30.6
Torres Strait Island (R)	2016	M	35.5
Townsville (C)	2006	F	57.4
Townsville (C)	2006	M	68.7
Townsville (C)	2011	F	59.4
Townsville (C)	2011	M	67.1
Townsville (C)	2016	F	56.1
Townsville (C)	2016	M	60
Weipa (T)	2006	F	73.8
Weipa (T)	2006	M	84
Weipa (T)	2011	F	69.6
Weipa (T)	2011	M	80.7
Weipa (T)	2016	F	68.6
Weipa (T)	2016	M	80.3
Western Downs (R)	2006	F	52.1
Western Downs (R)	2006	M	67
Western Downs (R)	2011	F	53.4
Western Downs (R)	2011	M	66.4
Western Downs (R)	2016	F	50.1
Western Downs (R)	2016	M	60.3
Whitsunday (R)	2006	F	57.2
Whitsunday (R)	2006	M	63.3
Whitsunday (R)	2011	F	56.7
Whitsunday (R)	2011	M	64
Whitsunday (R)	2016	F	54.3
Whitsunday (R)	2016	M	59
Winton (S)	2006	F	59.3
Winton (S)	2006	M	62.6
Winton (S)	2011	F	61
Winton (S)	2011	M	66.6
Winton (S)	2016	F	58.2
Winton (S)	2016	M	59.7
Woorabinda (S)	2006	F	41.8
Woorabinda (S)	2006	M	55.5
Woorabinda (S)	2011	F	33.1
Woorabinda (S)	2011	M	33.6
Woorabinda (S)	2016	F	26.8
Woorabinda (S)	2016	M	32
Wujal Wujal (S)	2006	F	57.3
Wujal Wujal (S)	2006	M	58.4
Wujal Wujal (S)	2011	F	40.2
Wujal Wujal (S)	2011	M	50
Wujal Wujal (S)	2016	F	27.1
Wujal Wujal (S)	2016	M	32
Yarrabah (S)	2006	F	59.6
Yarrabah (S)	2006	M	68
Yarrabah (S)	2011	F	20.7
Yarrabah (S)	2011	M	18.7
Yarrabah (S)	2016	F	21
Yarrabah (S)	2016	M	18.4
No usual address (Qld)	2006	F	30.3
No usual address (Qld)	2006	M	39.2
No usual address (Qld)	2011	F	28.6
No usual address (Qld)	2011	M	33.3
No usual address (Qld)	2016	F	25.9
No usual address (Qld)	2016	M	26.7
Migratory - Offshore - Shipping (Qld)	2006	F	63.6
Migratory - Offshore - Shipping (Qld)	2006	M	88
Migratory - Offshore - Shipping (Qld)	2011	F	40.6
Migratory - Offshore - Shipping (Qld)	2011	M	58.5
Migratory - Offshore - Shipping (Qld)	2016	F	43.2
Migratory - Offshore - Shipping (Qld)	2016	M	52.3
Adelaide (C)	2006	F	47.4
Adelaide (C)	2006	M	51.2
Adelaide (C)	2011	F	47.8
Adelaide (C)	2011	M	50.4
Adelaide (C)	2016	F	43.6
Adelaide (C)	2016	M	45.3
Adelaide Hills (DC)	2006	F	61.2
Adelaide Hills (DC)	2006	M	70.1
Adelaide Hills (DC)	2011	F	61.1
Adelaide Hills (DC)	2011	M	69.7
Adelaide Hills (DC)	2016	F	59
Adelaide Hills (DC)	2016	M	64.6
Alexandrina (DC)	2006	F	44.1
Alexandrina (DC)	2006	M	53.4
Alexandrina (DC)	2011	F	46.6
Alexandrina (DC)	2011	M	54.5
Alexandrina (DC)	2016	F	43.9
Alexandrina (DC)	2016	M	48.6
Anangu Pitjantjatjara (AC)	2006	F	46.2
Anangu Pitjantjatjara (AC)	2006	M	53.1
Anangu Pitjantjatjara (AC)	2011	F	38.5
Anangu Pitjantjatjara (AC)	2011	M	40.2
Anangu Pitjantjatjara (AC)	2016	F	31.6
Anangu Pitjantjatjara (AC)	2016	M	26.7
Barossa (DC)	2006	F	55.2
Barossa (DC)	2006	M	69.8
Barossa (DC)	2011	F	56
Barossa (DC)	2011	M	67.9
Barossa (DC)	2016	F	53.3
Barossa (DC)	2016	M	63.4
Barunga West (DC)	2006	F	38.9
Barunga West (DC)	2006	M	49.9
Barunga West (DC)	2011	F	41.1
Barunga West (DC)	2011	M	49.1
Barunga West (DC)	2016	F	38.4
Barunga West (DC)	2016	M	45.1
Berri and Barmera (DC)	2006	F	51.2
Berri and Barmera (DC)	2006	M	60
Berri and Barmera (DC)	2011	F	47.4
Berri and Barmera (DC)	2011	M	54.5
Berri and Barmera (DC)	2016	F	47.4
Berri and Barmera (DC)	2016	M	52.6
Burnside (C)	2006	F	51.9
Burnside (C)	2006	M	63.2
Burnside (C)	2011	F	52.9
Burnside (C)	2011	M	62.2
Burnside (C)	2016	F	51.2
Burnside (C)	2016	M	60
Campbelltown (C) (SA)	2006	F	49.4
Campbelltown (C) (SA)	2006	M	59.8
Campbelltown (C) (SA)	2011	F	50.8
Campbelltown (C) (SA)	2011	M	60.5
Campbelltown (C) (SA)	2016	F	50.9
Campbelltown (C) (SA)	2016	M	58.8
Ceduna (DC)	2006	F	56.1
Ceduna (DC)	2006	M	63.8
Ceduna (DC)	2011	F	58.4
Ceduna (DC)	2011	M	65.9
Ceduna (DC)	2016	F	54.4
Ceduna (DC)	2016	M	59
Charles Sturt (C)	2006	F	47.5
Charles Sturt (C)	2006	M	57.6
Charles Sturt (C)	2011	F	50.6
Charles Sturt (C)	2011	M	59.4
Charles Sturt (C)	2016	F	51.6
Charles Sturt (C)	2016	M	58.2
Clare and Gilbert Valleys (DC)	2006	F	54.5
Clare and Gilbert Valleys (DC)	2006	M	67
Clare and Gilbert Valleys (DC)	2011	F	54.9
Clare and Gilbert Valleys (DC)	2011	M	65.3
Clare and Gilbert Valleys (DC)	2016	F	52.4
Clare and Gilbert Valleys (DC)	2016	M	59.8
Cleve (DC)	2006	F	56.1
Cleve (DC)	2006	M	71.8
Cleve (DC)	2011	F	57.4
Cleve (DC)	2011	M	73.9
Cleve (DC)	2016	F	54.9
Cleve (DC)	2016	M	66
Coober Pedy (DC)	2006	F	48
Coober Pedy (DC)	2006	M	40.3
Coober Pedy (DC)	2011	F	54.5
Coober Pedy (DC)	2011	M	45.1
Coober Pedy (DC)	2016	F	46.3
Coober Pedy (DC)	2016	M	40.7
Copper Coast (DC)	2006	F	38.7
Copper Coast (DC)	2006	M	46.8
Copper Coast (DC)	2011	F	41.5
Copper Coast (DC)	2011	M	48.7
Copper Coast (DC)	2016	F	38.7
Copper Coast (DC)	2016	M	44.4
Elliston (DC)	2006	F	59.5
Elliston (DC)	2006	M	67
Elliston (DC)	2011	F	58
Elliston (DC)	2011	M	66.2
Elliston (DC)	2016	F	56
Elliston (DC)	2016	M	59.4
Flinders Ranges (DC)	2006	F	45.9
Flinders Ranges (DC)	2006	M	48.8
Flinders Ranges (DC)	2011	F	53.6
Flinders Ranges (DC)	2011	M	57.5
Flinders Ranges (DC)	2016	F	48.3
Flinders Ranges (DC)	2016	M	49.7
Franklin Harbour (DC)	2006	F	50.5
Franklin Harbour (DC)	2006	M	63.3
Franklin Harbour (DC)	2011	F	51.4
Franklin Harbour (DC)	2011	M	59.9
Franklin Harbour (DC)	2016	F	46.7
Franklin Harbour (DC)	2016	M	53
Gawler (T)	2006	F	48.2
Gawler (T)	2006	M	60.5
Gawler (T)	2011	F	50.7
Gawler (T)	2011	M	60.3
Gawler (T)	2016	F	49
Gawler (T)	2016	M	55.2
Goyder (DC)	2006	F	47.2
Goyder (DC)	2006	M	61.4
Goyder (DC)	2011	F	46.8
Goyder (DC)	2011	M	56.9
Goyder (DC)	2016	F	44.3
Goyder (DC)	2016	M	54.3
Grant (DC)	2006	F	61.1
Grant (DC)	2006	M	69
Grant (DC)	2011	F	62.1
Grant (DC)	2011	M	65.2
Grant (DC)	2016	F	58.8
Grant (DC)	2016	M	57.3
Holdfast Bay (C)	2006	F	49.9
Holdfast Bay (C)	2006	M	60.5
Holdfast Bay (C)	2011	F	52.2
Holdfast Bay (C)	2011	M	61.8
Holdfast Bay (C)	2016	F	52.2
Holdfast Bay (C)	2016	M	58.7
Kangaroo Island (DC)	2006	F	59.6
Kangaroo Island (DC)	2006	M	63.7
Kangaroo Island (DC)	2011	F	58.8
Kangaroo Island (DC)	2011	M	62.6
Kangaroo Island (DC)	2016	F	55.4
Kangaroo Island (DC)	2016	M	55.1
Karoonda East Murray (DC)	2006	F	51.8
Karoonda East Murray (DC)	2006	M	67.2
Karoonda East Murray (DC)	2011	F	53.1
Karoonda East Murray (DC)	2011	M	64.6
Karoonda East Murray (DC)	2016	F	46.5
Karoonda East Murray (DC)	2016	M	60
Kimba (DC)	2006	F	61.6
Kimba (DC)	2006	M	73.5
Kimba (DC)	2011	F	58.5
Kimba (DC)	2011	M	72.7
Kimba (DC)	2016	F	60.1
Kimba (DC)	2016	M	70
Kingston (DC) (SA)	2006	F	48.7
Kingston (DC) (SA)	2006	M	67.5
Kingston (DC) (SA)	2011	F	48.8
Kingston (DC) (SA)	2011	M	62.6
Kingston (DC) (SA)	2016	F	48
Kingston (DC) (SA)	2016	M	57.4
Light (RegC)	2006	F	56.9
Light (RegC)	2006	M	70
Light (RegC)	2011	F	59.8
Light (RegC)	2011	M	69.8
Light (RegC)	2016	F	59.8
Light (RegC)	2016	M	66.9
Lower Eyre Peninsula (DC)	2006	F	53.9
Lower Eyre Peninsula (DC)	2006	M	62.3
Lower Eyre Peninsula (DC)	2011	F	58.9
Lower Eyre Peninsula (DC)	2011	M	63
Lower Eyre Peninsula (DC)	2016	F	58
Lower Eyre Peninsula (DC)	2016	M	57.1
Loxton Waikerie (DC)	2006	F	53.8
Loxton Waikerie (DC)	2006	M	65.4
Loxton Waikerie (DC)	2011	F	51.5
Loxton Waikerie (DC)	2011	M	60.6
Loxton Waikerie (DC)	2016	F	49.2
Loxton Waikerie (DC)	2016	M	56.4
Mallala (DC)	2006	F	53.4
Mallala (DC)	2006	M	64
Mallala (DC)	2011	F	55.1
Mallala (DC)	2011	M	64.8
Mallala (DC)	2016	F	53.8
Mallala (DC)	2016	M	61.9
Maralinga Tjarutja (AC)	2006	F	36.8
Maralinga Tjarutja (AC)	2006	M	52.8
Maralinga Tjarutja (AC)	2011	F	53.3
Maralinga Tjarutja (AC)	2011	M	50
Maralinga Tjarutja (AC)	2016	F	25
Maralinga Tjarutja (AC)	2016	M	10.3
Marion (C)	2006	F	51.5
Marion (C)	2006	M	61.7
Marion (C)	2011	F	53.9
Marion (C)	2011	M	62.3
Marion (C)	2016	F	53.6
Marion (C)	2016	M	59.5
Mid Murray (DC)	2006	F	46.3
Mid Murray (DC)	2006	M	51.5
Mid Murray (DC)	2011	F	44.7
Mid Murray (DC)	2011	M	49.5
Mid Murray (DC)	2016	F	42.5
Mid Murray (DC)	2016	M	45
Mitcham (C)	2006	F	54.7
Mitcham (C)	2006	M	65.1
Mitcham (C)	2011	F	56.1
Mitcham (C)	2011	M	64.6
Mitcham (C)	2016	F	55.2
Mitcham (C)	2016	M	60.9
Mount Barker (DC)	2006	F	57.5
Mount Barker (DC)	2006	M	70.4
Mount Barker (DC)	2011	F	60
Mount Barker (DC)	2011	M	70.6
Mount Barker (DC)	2016	F	57.6
Mount Barker (DC)	2016	M	65.5
Mount Gambier (C)	2006	F	51.3
Mount Gambier (C)	2006	M	66.1
Mount Gambier (C)	2011	F	51.9
Mount Gambier (C)	2011	M	63.4
Mount Gambier (C)	2016	F	51.2
Mount Gambier (C)	2016	M	59.4
Mount Remarkable (DC)	2006	F	50.7
Mount Remarkable (DC)	2006	M	57.5
Mount Remarkable (DC)	2011	F	48.5
Mount Remarkable (DC)	2011	M	56.4
Mount Remarkable (DC)	2016	F	47.6
Mount Remarkable (DC)	2016	M	54.4
Murray Bridge (RC)	2006	F	46.9
Murray Bridge (RC)	2006	M	56.9
Murray Bridge (RC)	2011	F	45.9
Murray Bridge (RC)	2011	M	54.6
Murray Bridge (RC)	2016	F	46.4
Murray Bridge (RC)	2016	M	51.8
Naracoorte and Lucindale (DC)	2006	F	58.3
Naracoorte and Lucindale (DC)	2006	M	73.4
Naracoorte and Lucindale (DC)	2011	F	58.4
Naracoorte and Lucindale (DC)	2011	M	72
Naracoorte and Lucindale (DC)	2016	F	56.9
Naracoorte and Lucindale (DC)	2016	M	69.6
Northern Areas (DC)	2006	F	48.6
Northern Areas (DC)	2006	M	60.4
Northern Areas (DC)	2011	F	52.3
Northern Areas (DC)	2011	M	61.5
Northern Areas (DC)	2016	F	50.4
Northern Areas (DC)	2016	M	57
Norwood Payneham St Peters (C)	2006	F	51.9
Norwood Payneham St Peters (C)	2006	M	60.5
Norwood Payneham St Peters (C)	2011	F	53.9
Norwood Payneham St Peters (C)	2011	M	61.4
Norwood Payneham St Peters (C)	2016	F	52.9
Norwood Payneham St Peters (C)	2016	M	59.5
Onkaparinga (C)	2006	F	53.9
Onkaparinga (C)	2006	M	64.5
Onkaparinga (C)	2011	F	54.6
Onkaparinga (C)	2011	M	63.8
Onkaparinga (C)	2016	F	52.1
Onkaparinga (C)	2016	M	58.6
Orroroo/Carrieton (DC)	2006	F	48.3
Orroroo/Carrieton (DC)	2006	M	65.3
Orroroo/Carrieton (DC)	2011	F	53
Orroroo/Carrieton (DC)	2011	M	67.4
Orroroo/Carrieton (DC)	2016	F	49.6
Orroroo/Carrieton (DC)	2016	M	55.9
Peterborough (DC)	2006	F	31.5
Peterborough (DC)	2006	M	34.6
Peterborough (DC)	2011	F	36.7
Peterborough (DC)	2011	M	34.7
Peterborough (DC)	2016	F	35
Peterborough (DC)	2016	M	32.3
Playford (C)	2006	F	41.9
Playford (C)	2006	M	56.5
Playford (C)	2011	F	44.3
Playford (C)	2011	M	56.4
Playford (C)	2016	F	42.8
Playford (C)	2016	M	52.3
Port Adelaide Enfield (C)	2006	F	45.1
Port Adelaide Enfield (C)	2006	M	54.7
Port Adelaide Enfield (C)	2011	F	48.5
Port Adelaide Enfield (C)	2011	M	56.9
Port Adelaide Enfield (C)	2016	F	48.7
Port Adelaide Enfield (C)	2016	M	55
Port Augusta (C)	2006	F	50.2
Port Augusta (C)	2006	M	52.9
Port Augusta (C)	2011	F	50.7
Port Augusta (C)	2011	M	52.3
Port Augusta (C)	2016	F	48.1
Port Augusta (C)	2016	M	46.7
Port Lincoln (C)	2006	F	51.5
Port Lincoln (C)	2006	M	62.8
Port Lincoln (C)	2011	F	52.2
Port Lincoln (C)	2011	M	62.5
Port Lincoln (C)	2016	F	50.9
Port Lincoln (C)	2016	M	57.4
Port Pirie City and Dists (M)	2006	F	41
Port Pirie City and Dists (M)	2006	M	50.8
Port Pirie City and Dists (M)	2011	F	43.7
Port Pirie City and Dists (M)	2011	M	52.1
Port Pirie City and Dists (M)	2016	F	42.9
Port Pirie City and Dists (M)	2016	M	48.5
Prospect (C)	2006	F	58.5
Prospect (C)	2006	M	66.6
Prospect (C)	2011	F	60.3
Prospect (C)	2011	M	66.9
Prospect (C)	2016	F	59.3
Prospect (C)	2016	M	65.1
Renmark Paringa (DC)	2006	F	51.1
Renmark Paringa (DC)	2006	M	63.3
Renmark Paringa (DC)	2011	F	50.6
Renmark Paringa (DC)	2011	M	59.1
Renmark Paringa (DC)	2016	F	47.2
Renmark Paringa (DC)	2016	M	56.6
Robe (DC)	2006	F	46
Robe (DC)	2006	M	49.5
Robe (DC)	2011	F	56.9
Robe (DC)	2011	M	64.8
Robe (DC)	2016	F	53
Robe (DC)	2016	M	61.2
Roxby Downs (M)	2006	F	70.4
Roxby Downs (M)	2006	M	86.8
Roxby Downs (M)	2011	F	70.9
Roxby Downs (M)	2011	M	79.4
Roxby Downs (M)	2016	F	69.5
Roxby Downs (M)	2016	M	82.1
Salisbury (C)	2006	F	49.1
Salisbury (C)	2006	M	62.9
Salisbury (C)	2011	F	49.3
Salisbury (C)	2011	M	60.9
Salisbury (C)	2016	F	47.4
Salisbury (C)	2016	M	56.3
Southern Mallee (DC)	2006	F	58.9
Southern Mallee (DC)	2006	M	73.2
Southern Mallee (DC)	2011	F	54.6
Southern Mallee (DC)	2011	M	67.2
Southern Mallee (DC)	2016	F	53.8
Southern Mallee (DC)	2016	M	62.8
Streaky Bay (DC)	2006	F	57.1
Streaky Bay (DC)	2006	M	65.3
Streaky Bay (DC)	2011	F	56.5
Streaky Bay (DC)	2011	M	62.1
Streaky Bay (DC)	2016	F	56.4
Streaky Bay (DC)	2016	M	61.4
Tatiara (DC)	2006	F	60
Tatiara (DC)	2006	M	75.5
Tatiara (DC)	2011	F	58.6
Tatiara (DC)	2011	M	73.1
Tatiara (DC)	2016	F	58.6
Tatiara (DC)	2016	M	68.2
Tea Tree Gully (C)	2006	F	57.4
Tea Tree Gully (C)	2006	M	69
Tea Tree Gully (C)	2011	F	57.7
Tea Tree Gully (C)	2011	M	66.7
Tea Tree Gully (C)	2016	F	55.5
Tea Tree Gully (C)	2016	M	62.2
The Coorong (DC)	2006	F	51.4
The Coorong (DC)	2006	M	63.8
The Coorong (DC)	2011	F	49.3
The Coorong (DC)	2011	M	59.8
The Coorong (DC)	2016	F	47.1
The Coorong (DC)	2016	M	56.9
Tumby Bay (DC)	2006	F	46.1
Tumby Bay (DC)	2006	M	59.2
Tumby Bay (DC)	2011	F	49.2
Tumby Bay (DC)	2011	M	62.3
Tumby Bay (DC)	2016	F	44.5
Tumby Bay (DC)	2016	M	55.2
Unley (C)	2006	F	56.7
Unley (C)	2006	M	66.5
Unley (C)	2011	F	57
Unley (C)	2011	M	66
Unley (C)	2016	F	54.9
Unley (C)	2016	M	62.1
Victor Harbor (C)	2006	F	34.7
Victor Harbor (C)	2006	M	44.2
Victor Harbor (C)	2011	F	35.2
Victor Harbor (C)	2011	M	42.6
Victor Harbor (C)	2016	F	34
Victor Harbor (C)	2016	M	39.3
Wakefield (DC)	2006	F	46.1
Wakefield (DC)	2006	M	60.3
Wakefield (DC)	2011	F	46.9
Wakefield (DC)	2011	M	59.5
Wakefield (DC)	2016	F	45.7
Wakefield (DC)	2016	M	56.1
Walkerville (M)	2006	F	49.6
Walkerville (M)	2006	M	60
Walkerville (M)	2011	F	49.9
Walkerville (M)	2011	M	59.1
Walkerville (M)	2016	F	49.3
Walkerville (M)	2016	M	56.7
Wattle Range (DC)	2006	F	51.1
Wattle Range (DC)	2006	M	66.6
Wattle Range (DC)	2011	F	51.8
Wattle Range (DC)	2011	M	62.4
Wattle Range (DC)	2016	F	49.2
Wattle Range (DC)	2016	M	56.2
West Torrens (C)	2006	F	49.8
West Torrens (C)	2006	M	58.2
West Torrens (C)	2011	F	52.7
West Torrens (C)	2011	M	61.2
West Torrens (C)	2016	F	52.8
West Torrens (C)	2016	M	59.6
Whyalla (C)	2006	F	43.9
Whyalla (C)	2006	M	57.4
Whyalla (C)	2011	F	46.1
Whyalla (C)	2011	M	57.6
Whyalla (C)	2016	F	43.8
Whyalla (C)	2016	M	50.4
Wudinna (DC)	2006	F	60.9
Wudinna (DC)	2006	M	74
Wudinna (DC)	2011	F	65
Wudinna (DC)	2011	M	79.1
Wudinna (DC)	2016	F	61.7
Wudinna (DC)	2016	M	70.6
Yankalilla (DC)	2006	F	41.4
Yankalilla (DC)	2006	M	51
Yankalilla (DC)	2011	F	44.8
Yankalilla (DC)	2011	M	52.1
Yankalilla (DC)	2016	F	42.9
Yankalilla (DC)	2016	M	46.6
Yorke Peninsula (DC)	2006	F	40.2
Yorke Peninsula (DC)	2006	M	48.5
Yorke Peninsula (DC)	2011	F	41
Yorke Peninsula (DC)	2011	M	48.9
Yorke Peninsula (DC)	2016	F	39.6
Yorke Peninsula (DC)	2016	M	45.6
Unincorporated SA	2006	F	56.7
Unincorporated SA	2006	M	67.5
Unincorporated SA	2011	F	54.7
Unincorporated SA	2011	M	68.8
Unincorporated SA	2016	F	49.3
Unincorporated SA	2016	M	58.3
No usual address (SA)	2006	F	35.6
No usual address (SA)	2006	M	41.9
No usual address (SA)	2011	F	27.8
No usual address (SA)	2011	M	35.9
No usual address (SA)	2016	F	26.1
No usual address (SA)	2016	M	28.6
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	57.1
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	100
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	100
Albany (C)	2006	F	50.5
Albany (C)	2006	M	61.3
Albany (C)	2011	F	51.9
Albany (C)	2011	M	60
Albany (C)	2016	F	50.8
Albany (C)	2016	M	56.7
Armadale (C)	2006	F	50
Armadale (C)	2006	M	67.1
Armadale (C)	2011	F	54
Armadale (C)	2011	M	67.8
Armadale (C)	2016	F	53
Armadale (C)	2016	M	64.5
Ashburton (S)	2006	F	63.4
Ashburton (S)	2006	M	79.4
Ashburton (S)	2011	F	67.1
Ashburton (S)	2011	M	76.5
Ashburton (S)	2016	F	64.5
Ashburton (S)	2016	M	76.3
Augusta-Margaret River (S)	2006	F	58.3
Augusta-Margaret River (S)	2006	M	68.1
Augusta-Margaret River (S)	2011	F	57.2
