LGA_NAME16	Year	AustCitizen	persons
Northern Peninsula Area (R)	2016	1	2684
Palm Island (S)	2006	0	4
Palm Island (S)	2006	1	1977
Palm Island (S)	2011	0	20
Palm Island (S)	2011	1	2319
Palm Island (S)	2016	0	58
Palm Island (S)	2016	1	2388
Paroo (S)	2006	0	150
Paroo (S)	2006	1	1777
Paroo (S)	2011	0	151
Paroo (S)	2011	1	1707
Paroo (S)	2016	0	157
Paroo (S)	2016	1	1483
Pormpuraaw (S)	2006	0	3
Pormpuraaw (S)	2006	1	594
Pormpuraaw (S)	2011	0	3
Pormpuraaw (S)	2011	1	660
Pormpuraaw (S)	2016	0	22
Pormpuraaw (S)	2016	1	727
Quilpie (S)	2006	0	89
Quilpie (S)	2006	1	893
Quilpie (S)	2011	0	73
Quilpie (S)	2011	1	901
Quilpie (S)	2016	0	66
Quilpie (S)	2016	1	747
Redland (C)	2006	0	16404
Redland (C)	2006	1	111223
Redland (C)	2011	0	18317
Redland (C)	2011	1	120350
Redland (C)	2016	0	19545
Redland (C)	2016	1	127465
Richmond (S)	2006	0	100
Richmond (S)	2006	1	800
Richmond (S)	2011	0	89
Richmond (S)	2011	1	738
Richmond (S)	2016	0	90
Richmond (S)	2016	1	701
Rockhampton (R)	2006	0	7862
Rockhampton (R)	2006	1	64443
Rockhampton (R)	2011	0	9869
Rockhampton (R)	2011	1	66908
Rockhampton (R)	2016	0	9527
Rockhampton (R)	2016	1	70199
Scenic Rim (R)	2006	0	3510
Scenic Rim (R)	2006	1	29363
Scenic Rim (R)	2011	0	3795
Scenic Rim (R)	2011	1	32665
Scenic Rim (R)	2016	0	5305
Scenic Rim (R)	2016	1	34767
Somerset (R)	2006	0	1999
Somerset (R)	2006	1	16597
Somerset (R)	2011	0	2137
Somerset (R)	2011	1	19504
Somerset (R)	2016	0	3310
Somerset (R)	2016	1	21287
South Burnett (R)	2006	0	2681
South Burnett (R)	2006	1	26409
South Burnett (R)	2011	0	2572
South Burnett (R)	2011	1	28457
South Burnett (R)	2016	0	3410
South Burnett (R)	2016	1	28776
Southern Downs (R)	2006	0	2429
Southern Downs (R)	2006	1	29233
Southern Downs (R)	2011	0	2636
Southern Downs (R)	2011	1	31247
Southern Downs (R)	2016	0	3493
Southern Downs (R)	2016	1	31617
Sunshine Coast (R)	2006	0	29180
Sunshine Coast (R)	2006	1	200689
Sunshine Coast (R)	2011	0	33218
Sunshine Coast (R)	2011	1	224735
Sunshine Coast (R)	2016	0	41317
Sunshine Coast (R)	2016	1	253050
Tablelands (R)	2006	0	2443
Tablelands (R)	2006	1	20250
Tablelands (R)	2011	0	2388
Tablelands (R)	2011	1	21323
Tablelands (R)	2016	0	3038
Tablelands (R)	2016	1	21789
Toowoomba (R)	2006	0	12777
Toowoomba (R)	2006	1	129506
Toowoomba (R)	2011	0	15166
Toowoomba (R)	2011	1	136023
Toowoomba (R)	2016	0	19866
Toowoomba (R)	2016	1	140913
Torres (S)	2006	0	61
Torres (S)	2006	1	3172
Torres (S)	2011	0	509
Torres (S)	2011	1	2750
Torres (S)	2016	0	560
Torres (S)	2016	1	3050
Torres Strait Island (R)	2006	0	23
Torres Strait Island (R)	2006	1	4373
Torres Strait Island (R)	2011	0	68
Torres Strait Island (R)	2011	1	4182
Torres Strait Island (R)	2016	0	199
Torres Strait Island (R)	2016	1	4315
Townsville (C)	2006	0	17742
Townsville (C)	2006	1	136886
Townsville (C)	2011	0	23260
Townsville (C)	2011	1	151201
Townsville (C)	2016	0	26098
Townsville (C)	2016	1	160659
Weipa (T)	2006	0	436
Weipa (T)	2006	1	2396
Weipa (T)	2011	0	592
Weipa (T)	2011	1	2740
Weipa (T)	2016	0	561
Weipa (T)	2016	1	3344
Western Downs (R)	2006	0	2245
Western Downs (R)	2006	1	26161
Western Downs (R)	2011	0	3581
Western Downs (R)	2011	1	28010
Western Downs (R)	2016	0	4945
Western Downs (R)	2016	1	28499
Whitsunday (R)	2006	0	5035
Whitsunday (R)	2006	1	24302
Whitsunday (R)	2011	0	5747
Whitsunday (R)	2011	1	25680
Whitsunday (R)	2016	0	7177
Whitsunday (R)	2016	1	26601
Winton (S)	2006	0	186
Winton (S)	2006	1	1196
Winton (S)	2011	0	80
Winton (S)	2011	1	1257
Winton (S)	2016	0	141
Winton (S)	2016	1	993
Woorabinda (S)	2006	0	1
Woorabinda (S)	2006	1	847
Woorabinda (S)	2011	0	8
Woorabinda (S)	2011	1	936
Woorabinda (S)	2016	0	35
Woorabinda (S)	2016	1	927
Wujal Wujal (S)	2006	0	0
Wujal Wujal (S)	2006	1	326
Wujal Wujal (S)	2011	0	7
Wujal Wujal (S)	2011	1	262
Wujal Wujal (S)	2016	0	9
Wujal Wujal (S)	2016	1	273
Yarrabah (S)	2006	0	25
Yarrabah (S)	2006	1	2350
Yarrabah (S)	2011	0	10
Yarrabah (S)	2011	1	2398
Yarrabah (S)	2016	0	22
Yarrabah (S)	2016	1	2537
No usual address (Qld)	2006	1	9572
No usual address (Qld)	2011	1	8782
No usual address (Qld)	2016	1	8050
Migratory - Offshore - Shipping (Qld)	2006	1	81
Migratory - Offshore - Shipping (Qld)	2011	1	329
Migratory - Offshore - Shipping (Qld)	2016	1	116
Adelaide (C)	2006	0	5970
Adelaide (C)	2006	1	10688
Adelaide (C)	2011	0	7755
Adelaide (C)	2011	1	11883
Adelaide (C)	2016	0	9568
Adelaide (C)	2016	1	12495
Adelaide Hills (DC)	2006	0	3370
Adelaide Hills (DC)	2006	1	34490
Adelaide Hills (DC)	2011	0	3274
Adelaide Hills (DC)	2011	1	35354
Adelaide Hills (DC)	2016	0	3521
Adelaide Hills (DC)	2016	1	35342
Alexandrina (DC)	2006	0	2445
Alexandrina (DC)	2006	1	18268
Alexandrina (DC)	2011	0	2028
Alexandrina (DC)	2011	1	21671
Alexandrina (DC)	2016	0	2659
Alexandrina (DC)	2016	1	23214
Anangu Pitjantjatjara (AC)	2006	0	45
Anangu Pitjantjatjara (AC)	2006	1	2190
Anangu Pitjantjatjara (AC)	2011	0	37
Anangu Pitjantjatjara (AC)	2011	1	2402
Anangu Pitjantjatjara (AC)	2016	0	185
Anangu Pitjantjatjara (AC)	2016	1	2091
Barossa (DC)	2006	0	1467
Barossa (DC)	2006	1	19083
Barossa (DC)	2011	0	1613
Barossa (DC)	2011	1	20554
Barossa (DC)	2016	0	2079
Barossa (DC)	2016	1	21479
Barunga West (DC)	2006	0	192
Barunga West (DC)	2006	1	2352
Barunga West (DC)	2011	0	172
Barunga West (DC)	2011	1	2284
Barunga West (DC)	2016	0	227
Barunga West (DC)	2016	1	2317
Berri and Barmera (DC)	2006	0	965
Berri and Barmera (DC)	2006	1	9970
Berri and Barmera (DC)	2011	0	983
Berri and Barmera (DC)	2011	1	9584
Berri and Barmera (DC)	2016	0	1079
Berri and Barmera (DC)	2016	1	9466
Burnside (C)	2006	0	5223
Burnside (C)	2006	1	36732
Burnside (C)	2011	0	6079
Burnside (C)	2011	1	36113
Burnside (C)	2016	0	7501
Burnside (C)	2016	1	36410
Campbelltown (C) (SA)	2006	0	6262
Campbelltown (C) (SA)	2006	1	39897
Campbelltown (C) (SA)	2011	0	7773
Campbelltown (C) (SA)	2011	1	40389
Campbelltown (C) (SA)	2016	0	8628
Campbelltown (C) (SA)	2016	1	41536
Ceduna (DC)	2006	0	363
Ceduna (DC)	2006	1	3211
Ceduna (DC)	2011	0	279
Ceduna (DC)	2011	1	3201
Ceduna (DC)	2016	0	464
Ceduna (DC)	2016	1	2944
Charles Sturt (C)	2006	0	12072
Charles Sturt (C)	2006	1	88461
Charles Sturt (C)	2011	0	14213
Charles Sturt (C)	2011	1	90771
Charles Sturt (C)	2016	0	16212
Charles Sturt (C)	2016	1	95547
Clare and Gilbert Valleys (DC)	2006	0	591
Clare and Gilbert Valleys (DC)	2006	1	7553
Clare and Gilbert Valleys (DC)	2011	0	564
Clare and Gilbert Valleys (DC)	2011	1	8187
Clare and Gilbert Valleys (DC)	2016	0	866
Clare and Gilbert Valleys (DC)	2016	1	8157
Cleve (DC)	2006	0	116
Cleve (DC)	2006	1	1913
Cleve (DC)	2011	0	80
Cleve (DC)	2011	1	1710
Cleve (DC)	2016	0	142
Cleve (DC)	2016	1	1629
Coober Pedy (DC)	2006	0	406
Coober Pedy (DC)	2006	1	1505
Coober Pedy (DC)	2011	0	304
Coober Pedy (DC)	2011	1	1390
Coober Pedy (DC)	2016	0	418
Coober Pedy (DC)	2016	1	1344
Copper Coast (DC)	2006	0	866
Copper Coast (DC)	2006	1	10579
Copper Coast (DC)	2011	0	896
Copper Coast (DC)	2011	1	12051
Copper Coast (DC)	2016	0	1457
Copper Coast (DC)	2016	1	12682
Elliston (DC)	2006	0	75
Elliston (DC)	2006	1	1057
Elliston (DC)	2011	0	43
Elliston (DC)	2011	1	1005
Elliston (DC)	2016	0	85
Elliston (DC)	2016	1	960
Flinders Ranges (DC)	2006	0	184
Flinders Ranges (DC)	2006	1	1543
Flinders Ranges (DC)	2011	0	138
Flinders Ranges (DC)	2011	1	1563
Flinders Ranges (DC)	2016	0	134
Flinders Ranges (DC)	2016	1	1509
Franklin Harbour (DC)	2006	0	45
Franklin Harbour (DC)	2006	1	1101
Franklin Harbour (DC)	2011	0	127
Franklin Harbour (DC)	2011	1	1086
Franklin Harbour (DC)	2016	0	177
Franklin Harbour (DC)	2016	1	1121
Gawler (T)	2006	0	2013
Gawler (T)	2006	1	16898
Gawler (T)	2011	0	2164
Gawler (T)	2011	1	18373
Gawler (T)	2016	0	2510
Gawler (T)	2016	1	20524
Goyder (DC)	2006	0	317
Goyder (DC)	2006	1	3864
Goyder (DC)	2011	0	312
Goyder (DC)	2011	1	3851
Goyder (DC)	2016	0	409
Goyder (DC)	2016	1	3727
Grant (DC)	2006	0	586
Grant (DC)	2006	1	6688
Grant (DC)	2011	0	626
Grant (DC)	2011	1	7230
Grant (DC)	2016	0	1124
Grant (DC)	2016	1	7079
Holdfast Bay (C)	2006	0	4097
Holdfast Bay (C)	2006	1	29204
Holdfast Bay (C)	2011	0	5031
Holdfast Bay (C)	2011	1	29573
Holdfast Bay (C)	2016	0	5186
Holdfast Bay (C)	2016	1	30174
Kangaroo Island (DC)	2006	0	408
Kangaroo Island (DC)	2006	1	3850
Kangaroo Island (DC)	2011	0	460
Kangaroo Island (DC)	2011	1	3956
Kangaroo Island (DC)	2016	0	676
Kangaroo Island (DC)	2016	1	4026
Karoonda East Murray (DC)	2006	0	73
Karoonda East Murray (DC)	2006	1	1090
Karoonda East Murray (DC)	2011	0	88
Karoonda East Murray (DC)	2011	1	945
Karoonda East Murray (DC)	2016	0	90
Karoonda East Murray (DC)	2016	1	1000
Kimba (DC)	2006	0	34
Kimba (DC)	2006	1	1080
Kimba (DC)	2011	0	72
Kimba (DC)	2011	1	1017
Kimba (DC)	2016	0	89
Kimba (DC)	2016	1	972
Kingston (DC) (SA)	2006	0	166
Kingston (DC) (SA)	2006	1	2161
Kingston (DC) (SA)	2011	0	129
Kingston (DC) (SA)	2011	1	2151
Kingston (DC) (SA)	2016	0	205
Kingston (DC) (SA)	2016	1	2144
Light (RegC)	2006	0	1104
Light (RegC)	2006	1	11258
Light (RegC)	2011	0	1180
Light (RegC)	2011	1	12603
Light (RegC)	2016	0	1202
Light (RegC)	2016	1	13534
Lower Eyre Peninsula (DC)	2006	0	379
Lower Eyre Peninsula (DC)	2006	1	4025
Lower Eyre Peninsula (DC)	2011	0	356
Lower Eyre Peninsula (DC)	2011	1	4560
Lower Eyre Peninsula (DC)	2016	0	666
Lower Eyre Peninsula (DC)	2016	1	4844
Loxton Waikerie (DC)	2006	0	727
Loxton Waikerie (DC)	2006	1	10880
Loxton Waikerie (DC)	2011	0	772
Loxton Waikerie (DC)	2011	1	10516
Loxton Waikerie (DC)	2016	0	1041
Loxton Waikerie (DC)	2016	1	10446
Mallala (DC)	2006	0	879
Mallala (DC)	2006	1	7025
Mallala (DC)	2011	0	739
Mallala (DC)	2011	1	7607
Mallala (DC)	2016	0	926
Mallala (DC)	2016	1	7875
Maralinga Tjarutja (AC)	2006	0	0
Maralinga Tjarutja (AC)	2006	1	105
Maralinga Tjarutja (AC)	2011	0	-3
Maralinga Tjarutja (AC)	2011	1	76
Maralinga Tjarutja (AC)	2016	0	11
Maralinga Tjarutja (AC)	2016	1	48
Marion (C)	2006	0	9075
Marion (C)	2006	1	69628
Marion (C)	2011	0	11459
Marion (C)	2011	1	71532
Marion (C)	2016	0	14033
Marion (C)	2016	1	74585
Mid Murray (DC)	2006	0	844
Mid Murray (DC)	2006	1	7195
Mid Murray (DC)	2011	0	955
Mid Murray (DC)	2011	1	7181
Mid Murray (DC)	2016	0	1117
Mid Murray (DC)	2016	1	7525
Mitcham (C)	2006	0	6417
Mitcham (C)	2006	1	55432
Mitcham (C)	2011	0	7102
Mitcham (C)	2011	1	55797
Mitcham (C)	2016	0	8150
Mitcham (C)	2016	1	56655
Mount Barker (DC)	2006	0	2374
Mount Barker (DC)	2006	1	24061
Mount Barker (DC)	2011	0	2387
Mount Barker (DC)	2011	1	27379
Mount Barker (DC)	2016	0	3151
Mount Barker (DC)	2016	1	30246
Mount Gambier (C)	2006	0	2028
Mount Gambier (C)	2006	1	22059
Mount Gambier (C)	2011	0	2077
Mount Gambier (C)	2011	1	23172
Mount Gambier (C)	2016	0	2577
Mount Gambier (C)	2016	1	23699
Mount Remarkable (DC)	2006	0	226
Mount Remarkable (DC)	2006	1	2617
Mount Remarkable (DC)	2011	0	204
Mount Remarkable (DC)	2011	1	2670
Mount Remarkable (DC)	2016	0	284
Mount Remarkable (DC)	2016	1	2580
Murray Bridge (RC)	2006	0	1882
Murray Bridge (RC)	2006	1	15796
Murray Bridge (RC)	2011	0	2720
Murray Bridge (RC)	2011	1	17022
Murray Bridge (RC)	2016	0	3311
Murray Bridge (RC)	2016	1	17547
Naracoorte and Lucindale (DC)	2006	0	562
Naracoorte and Lucindale (DC)	2006	1	7520
Naracoorte and Lucindale (DC)	2011	0	881
Naracoorte and Lucindale (DC)	2011	1	7234
Naracoorte and Lucindale (DC)	2016	0	1140
Naracoorte and Lucindale (DC)	2016	1	7151
Northern Areas (DC)	2006	0	316
Northern Areas (DC)	2006	1	4333
Northern Areas (DC)	2011	0	279
Northern Areas (DC)	2011	1	4226
Northern Areas (DC)	2016	0	391
Northern Areas (DC)	2016	1	4133
Norwood Payneham St Peters (C)	2006	0	5289
Norwood Payneham St Peters (C)	2006	1	28440
Norwood Payneham St Peters (C)	2011	0	6365
Norwood Payneham St Peters (C)	2011	1	28522
Norwood Payneham St Peters (C)	2016	0	6911
Norwood Payneham St Peters (C)	2016	1	28451
Onkaparinga (C)	2006	0	16502
Onkaparinga (C)	2006	1	133231
Onkaparinga (C)	2011	0	18273
Onkaparinga (C)	2011	1	141302
Onkaparinga (C)	2016	0	19800
Onkaparinga (C)	2016	1	146966
Orroroo/Carrieton (DC)	2006	0	37
Orroroo/Carrieton (DC)	2006	1	899
Orroroo/Carrieton (DC)	2011	0	49
Orroroo/Carrieton (DC)	2011	1	824
Orroroo/Carrieton (DC)	2016	0	88
Orroroo/Carrieton (DC)	2016	1	807
Peterborough (DC)	2006	0	240
Peterborough (DC)	2006	1	1664
Peterborough (DC)	2011	0	145
Peterborough (DC)	2011	1	1586
Peterborough (DC)	2016	0	192
Peterborough (DC)	2016	1	1486
Playford (C)	2006	0	10055
Playford (C)	2006	1	59958
Playford (C)	2011	0	10735
Playford (C)	2011	1	68383
Playford (C)	2016	0	12965
Playford (C)	2016	1	76407
Port Adelaide Enfield (C)	2006	0	15417
Port Adelaide Enfield (C)	2006	1	87512
Port Adelaide Enfield (C)	2011	0	20652
Port Adelaide Enfield (C)	2011	1	92164
Port Adelaide Enfield (C)	2016	0	23904
Port Adelaide Enfield (C)	2016	1	97326
Port Augusta (C)	2006	0	1734
Port Augusta (C)	2006	1	12141
Port Augusta (C)	2011	0	2074
Port Augusta (C)	2011	1	11912
Port Augusta (C)	2016	0	2040
Port Augusta (C)	2016	1	11768
Port Lincoln (C)	2006	0	1266
Port Lincoln (C)	2006	1	12338
Port Lincoln (C)	2011	0	1124
Port Lincoln (C)	2011	1	12962
Port Lincoln (C)	2016	0	1511
Port Lincoln (C)	2016	1	12553
Port Pirie City and Dists (M)	2006	0	1219
Port Pirie City and Dists (M)	2006	1	15920
Port Pirie City and Dists (M)	2011	0	1314
Port Pirie City and Dists (M)	2011	1	16018
Port Pirie City and Dists (M)	2016	0	1556
Port Pirie City and Dists (M)	2016	1	15808
Prospect (C)	2006	0	2581
Prospect (C)	2006	1	16712
Prospect (C)	2011	0	3212
Prospect (C)	2011	1	16743
Prospect (C)	2016	0	3383
Prospect (C)	2016	1	17144
Renmark Paringa (DC)	2006	0	964
Renmark Paringa (DC)	2006	1	8488
Renmark Paringa (DC)	2011	0	1040
Renmark Paringa (DC)	2011	1	8204
Renmark Paringa (DC)	2016	0	1186
Renmark Paringa (DC)	2016	1	8289
Robe (DC)	2006	0	489
Robe (DC)	2006	1	1213
Robe (DC)	2011	0	117
Robe (DC)	2011	1	1281
Robe (DC)	2016	0	150
Robe (DC)	2016	1	1228
Roxby Downs (M)	2006	0	543
Roxby Downs (M)	2006	1	3513
Roxby Downs (M)	2011	0	929
Roxby Downs (M)	2011	1	3773
Roxby Downs (M)	2016	0	605
Roxby Downs (M)	2016	1	3279
Salisbury (C)	2006	0	14894
Salisbury (C)	2006	1	103530
Salisbury (C)	2011	0	18967
Salisbury (C)	2011	1	110141
Salisbury (C)	2016	0	22209
Salisbury (C)	2016	1	115770
Southern Mallee (DC)	2006	0	136
Southern Mallee (DC)	2006	1	2002
Southern Mallee (DC)	2011	0	203
Southern Mallee (DC)	2011	1	1898
Southern Mallee (DC)	2016	0	292
Southern Mallee (DC)	2016	1	1735
Streaky Bay (DC)	2006	0	115
Streaky Bay (DC)	2006	1	1906
Streaky Bay (DC)	2011	0	184
Streaky Bay (DC)	2011	1	1918
Streaky Bay (DC)	2016	0	194
Streaky Bay (DC)	2016	1	1880
Tatiara (DC)	2006	0	517
Tatiara (DC)	2006	1	6348
Tatiara (DC)	2011	0	615
Tatiara (DC)	2011	1	5939
Tatiara (DC)	2016	0	966
Tatiara (DC)	2016	1	5654
Tea Tree Gully (C)	2006	0	9848
Tea Tree Gully (C)	2006	1	86125
Tea Tree Gully (C)	2011	0	9872
Tea Tree Gully (C)	2011	1	85595
Tea Tree Gully (C)	2016	0	11107
Tea Tree Gully (C)	2016	1	86627
The Coorong (DC)	2006	0	447
The Coorong (DC)	2006	1	5219
The Coorong (DC)	2011	0	559
The Coorong (DC)	2011	1	4964
The Coorong (DC)	2016	0	519
The Coorong (DC)	2016	1	4861
Tumby Bay (DC)	2006	0	157
Tumby Bay (DC)	2006	1	2381
Tumby Bay (DC)	2011	0	106
Tumby Bay (DC)	2011	1	2482
Tumby Bay (DC)	2016	0	170
Tumby Bay (DC)	2016	1	2440
Unley (C)	2006	0	4290
Unley (C)	2006	1	31709
Unley (C)	2011	0	5264
Unley (C)	2011	1	31574
Unley (C)	2016	0	5937
Unley (C)	2016	1	31784
Victor Harbor (C)	2006	0	1252
Victor Harbor (C)	2006	1	10761
Victor Harbor (C)	2011	0	1558
Victor Harbor (C)	2011	1	12283
Victor Harbor (C)	2016	0	1486
Victor Harbor (C)	2016	1	13179
Wakefield (DC)	2006	0	576
Wakefield (DC)	2006	1	5793
Wakefield (DC)	2011	0	604
Wakefield (DC)	2011	1	6056
Wakefield (DC)	2016	0	705
Wakefield (DC)	2016	1	6096
Walkerville (M)	2006	0	831
Walkerville (M)	2006	1	6131
Walkerville (M)	2011	0	942
Walkerville (M)	2011	1	6059
Walkerville (M)	2016	0	1165
Walkerville (M)	2016	1	6385
Wattle Range (DC)	2006	0	927
Wattle Range (DC)	2006	1	10961
Wattle Range (DC)	2011	0	777
Wattle Range (DC)	2011	1	10847
Wattle Range (DC)	2016	0	976
Wattle Range (DC)	2016	1	10701
West Torrens (C)	2006	0	7107
West Torrens (C)	2006	1	45052
West Torrens (C)	2011	0	9515
West Torrens (C)	2011	1	45447
West Torrens (C)	2016	0	11374
West Torrens (C)	2016	1	46527
Whyalla (C)	2006	0	2918
Whyalla (C)	2006	1	18499
Whyalla (C)	2011	0	3013
Whyalla (C)	2011	1	19076
Whyalla (C)	2016	0	2932
Whyalla (C)	2016	1	18896
Wudinna (DC)	2006	0	40
Wudinna (DC)	2006	1	1272
Wudinna (DC)	2011	0	38
Wudinna (DC)	2011	1	1215
Wudinna (DC)	2016	0	123
Wudinna (DC)	2016	1	1127
Yankalilla (DC)	2006	0	556
Yankalilla (DC)	2006	1	3595
Yankalilla (DC)	2011	0	418
Yankalilla (DC)	2011	1	3978
Yankalilla (DC)	2016	0	610
Yankalilla (DC)	2016	1	4549
Yorke Peninsula (DC)	2006	0	804
Yorke Peninsula (DC)	2006	1	10388
Yorke Peninsula (DC)	2011	0	686
Yorke Peninsula (DC)	2011	1	10339
Yorke Peninsula (DC)	2016	0	824
Yorke Peninsula (DC)	2016	1	10232
Unincorporated SA	2006	0	471
Unincorporated SA	2006	1	3272
Unincorporated SA	2011	0	661
Unincorporated SA	2011	1	3783
Unincorporated SA	2016	0	679
Unincorporated SA	2016	1	2845
No usual address (SA)	2006	1	2013
No usual address (SA)	2011	1	2196
No usual address (SA)	2016	1	1941
Migratory - Offshore - Shipping (SA)	2006	1	3
Migratory - Offshore - Shipping (SA)	2011	1	0
Migratory - Offshore - Shipping (SA)	2016	1	6
Albany (C)	2006	0	3491
Albany (C)	2006	1	28082
Albany (C)	2011	0	4009
Albany (C)	2011	1	29642
Albany (C)	2016	0	4919
Albany (C)	2016	1	31664
Armadale (C)	2006	0	7918
Armadale (C)	2006	1	42619
Armadale (C)	2011	0	11178
Armadale (C)	2011	1	51119
Armadale (C)	2016	0	16771
Armadale (C)	2016	1	62831
Ashburton (S)	2006	0	1145
Ashburton (S)	2006	1	4935
Ashburton (S)	2011	0	2620
Ashburton (S)	2011	1	7381
Ashburton (S)	2016	0	4170
Ashburton (S)	2016	1	8856
Augusta-Margaret River (S)	2006	0	1361
Augusta-Margaret River (S)	2006	1	8989
Augusta-Margaret River (S)	2011	0	1857
Augusta-Margaret River (S)	2011	1	9904
Augusta-Margaret River (S)	2016	0	2458
Augusta-Margaret River (S)	2016	1	11800
Bassendean (T)	2006	0	1685
Bassendean (T)	2006	1	11778
Bassendean (T)	2011	0	2139
Bassendean (T)	2011	1	12266
Bassendean (T)	2016	0	2540
Bassendean (T)	2016	1	12552
Bayswater (C)	2006	0	8655
Bayswater (C)	2006	1	47148
Bayswater (C)	2011	0	12565
Bayswater (C)	2011	1	48699
Bayswater (C)	2016	0	14734
Bayswater (C)	2016	1	49943
Belmont (C)	2006	0	5658
Belmont (C)	2006	1	24676
Belmont (C)	2011	0	9383
Belmont (C)	2011	1	25825
Belmont (C)	2016	0	12721
Belmont (C)	2016	1	26961
Beverley (S)	2006	0	170
Beverley (S)	2006	1	1393
Beverley (S)	2011	0	173
Beverley (S)	2011	1	1394
Beverley (S)	2016	0	308
Beverley (S)	2016	1	1437
Boddington (S)	2006	0	174
Boddington (S)	2006	1	1206
Boddington (S)	2011	0	593
Boddington (S)	2011	1	1635
Boddington (S)	2016	0	301
Boddington (S)	2016	1	1543
Boyup Brook (S)	2006	0	117
Boyup Brook (S)	2006	1	1365
Boyup Brook (S)	2011	0	135
Boyup Brook (S)	2011	1	1454
Boyup Brook (S)	2016	0	204
Boyup Brook (S)	2016	1	1497
Bridgetown-Greenbushes (S)	2006	0	418
Bridgetown-Greenbushes (S)	2006	1	3535
Bridgetown-Greenbushes (S)	2011	0	382
Bridgetown-Greenbushes (S)	2011	1	3936
Bridgetown-Greenbushes (S)	2016	0	635
Bridgetown-Greenbushes (S)	2016	1	4025
Brookton (S)	2006	0	94
Brookton (S)	2006	1	889
Brookton (S)	2011	0	106
Brookton (S)	2011	1	826
Brookton (S)	2016	0	154
Brookton (S)	2016	1	821
Broome (S)	2006	0	2629
Broome (S)	2006	1	10432
Broome (S)	2011	0	2694
Broome (S)	2011	1	12304
Broome (S)	2016	0	3224
Broome (S)	2016	1	12998
Broomehill-Tambellup (S)	2006	0	189
Broomehill-Tambellup (S)	2006	1	948
Broomehill-Tambellup (S)	2011	0	105
Broomehill-Tambellup (S)	2011	1	1035
Broomehill-Tambellup (S)	2016	0	181
Broomehill-Tambellup (S)	2016	1	963
Bruce Rock (S)	2006	0	79
Bruce Rock (S)	2006	1	872
Bruce Rock (S)	2011	0	103
Bruce Rock (S)	2011	1	872
Bruce Rock (S)	2016	0	136
Bruce Rock (S)	2016	1	794
Bunbury (C)	2006	0	3759
Bunbury (C)	2006	1	25941
Bunbury (C)	2011	0	5180
Bunbury (C)	2011	1	26168
Bunbury (C)	2016	0	5665
Bunbury (C)	2016	1	26254
Busselton (C)	2006	0	2729
Busselton (C)	2006	1	22629
Busselton (C)	2011	0	3510
Busselton (C)	2011	1	26821
Busselton (C)	2016	0	5099
Busselton (C)	2016	1	31587
Cambridge (T)	2006	0	3387
Cambridge (T)	2006	1	20367
Cambridge (T)	2011	0	3600
Cambridge (T)	2011	1	21365
Cambridge (T)	2016	0	4293
Cambridge (T)	2016	1	22490
Canning (C)	2006	0	16328
Canning (C)	2006	1	61197
Canning (C)	2011	0	23554
Canning (C)	2011	1	61961
Canning (C)	2016	0	27635
Canning (C)	2016	1	62549
Capel (S)	2006	0	1165
Capel (S)	2006	1	9044
Capel (S)	2011	0	2333
Capel (S)	2011	1	12304
Capel (S)	2016	0	2449
Capel (S)	2016	1	14674
Carnamah (S)	2006	0	113
Carnamah (S)	2006	1	634
Carnamah (S)	2011	0	80
Carnamah (S)	2011	1	467
Carnamah (S)	2016	0	91
Carnamah (S)	2016	1	457
Carnarvon (S)	2006	0	757
Carnarvon (S)	2006	1	4927
Carnarvon (S)	2011	0	1076
Carnarvon (S)	2011	1	4710
Carnarvon (S)	2016	0	1256
Carnarvon (S)	2016	1	4272
Chapman Valley (S)	2006	0	88
Chapman Valley (S)	2006	1	827
Chapman Valley (S)	2011	0	135
Chapman Valley (S)	2011	1	1038
Chapman Valley (S)	2016	0	241
Chapman Valley (S)	2016	1	1181
Chittering (S)	2006	0	382
Chittering (S)	2006	1	3135
Chittering (S)	2011	0	540
Chittering (S)	2011	1	3887
Chittering (S)	2016	0	823
Chittering (S)	2016	1	4649
Claremont (T)	2006	0	1469
Claremont (T)	2006	1	7473
Claremont (T)	2011	0	1800
Claremont (T)	2011	1	7479
Claremont (T)	2016	0	1921
Claremont (T)	2016	1	8133
Cockburn (C)	2006	0	11145
Cockburn (C)	2006	1	63326
Cockburn (C)	2011	0	15782
Cockburn (C)	2011	1	73903
Cockburn (C)	2016	0	21267
Cockburn (C)	2016	1	83206
Collie (S)	2006	0	933
Collie (S)	2006	1	7680
Collie (S)	2011	0	1068
Collie (S)	2011	1	8058
Collie (S)	2016	0	1130
Collie (S)	2016	1	7668
Coolgardie (S)	2006	0	897
Coolgardie (S)	2006	1	2903
Coolgardie (S)	2011	0	1126
Coolgardie (S)	2011	1	2874
Coolgardie (S)	2016	0	914
Coolgardie (S)	2016	1	2696
Coorow (S)	2006	0	101
Coorow (S)	2006	1	1100
Coorow (S)	2011	0	128
Coorow (S)	2011	1	937
Coorow (S)	2016	0	122
Coorow (S)	2016	1	914
Corrigin (S)	2006	0	83
Corrigin (S)	2006	1	1059
Corrigin (S)	2011	0	86
Corrigin (S)	2011	1	977
Corrigin (S)	2016	0	171
Corrigin (S)	2016	1	975
Cottesloe (T)	2006	0	1393
Cottesloe (T)	2006	1	5863
Cottesloe (T)	2011	0	1484
Cottesloe (T)	2011	1	6121
Cottesloe (T)	2016	0	1253
