LGA_NAME16	Year	SameAddress1YearAgo	persons
Mornington Peninsula (S)	2011	1	117402
Mornington Peninsula (S)	2016		13546
Mornington Peninsula (S)	2016	0	20616
Mornington Peninsula (S)	2016	1	120837
Mount Alexander (S)	2006		1392
Mount Alexander (S)	2006	0	2123
Mount Alexander (S)	2006	1	13553
Mount Alexander (S)	2011		1456
Mount Alexander (S)	2011	0	2042
Mount Alexander (S)	2011	1	14094
Mount Alexander (S)	2016		2548
Mount Alexander (S)	2016	0	1926
Mount Alexander (S)	2016	1	14287
Moyne (S)	2006		850
Moyne (S)	2006	0	1765
Moyne (S)	2006	1	12838
Moyne (S)	2011		789
Moyne (S)	2011	0	1853
Moyne (S)	2011	1	13314
Moyne (S)	2016		1534
Moyne (S)	2016	0	1774
Moyne (S)	2016	1	13187
Murrindindi (S)	2006		1051
Murrindindi (S)	2006	0	1631
Murrindindi (S)	2006	1	10990
Murrindindi (S)	2011		796
Murrindindi (S)	2011	0	1458
Murrindindi (S)	2011	1	10803
Murrindindi (S)	2016		1417
Murrindindi (S)	2016	0	1419
Murrindindi (S)	2016	1	10896
Nillumbik (S)	2006		2593
Nillumbik (S)	2006	0	5056
Nillumbik (S)	2006	1	52141
Nillumbik (S)	2011		2139
Nillumbik (S)	2011	0	5091
Nillumbik (S)	2011	1	53114
Nillumbik (S)	2016		4223
Nillumbik (S)	2016	0	5048
Nillumbik (S)	2016	1	52002
Northern Grampians (S)	2006		551
Northern Grampians (S)	2006	0	1469
Northern Grampians (S)	2006	1	9891
Northern Grampians (S)	2011		598
Northern Grampians (S)	2011	0	1410
Northern Grampians (S)	2011	1	9836
Northern Grampians (S)	2016		1043
Northern Grampians (S)	2016	0	1259
Northern Grampians (S)	2016	1	9137
Port Phillip (C)	2006		12146
Port Phillip (C)	2006	0	19164
Port Phillip (C)	2006	1	53786
Port Phillip (C)	2011		8452
Port Phillip (C)	2011	0	20564
Port Phillip (C)	2011	1	62354
Port Phillip (C)	2016		13618
Port Phillip (C)	2016	0	21715
Port Phillip (C)	2016	1	65530
Pyrenees (S)	2006		450
Pyrenees (S)	2006	0	673
Pyrenees (S)	2006	1	5432
Pyrenees (S)	2011		446
Pyrenees (S)	2011	0	769
Pyrenees (S)	2011	1	5453
Pyrenees (S)	2016		1088
Pyrenees (S)	2016	0	630
Pyrenees (S)	2016	1	5520
Queenscliffe (B)	2006		182
Queenscliffe (B)	2006	0	390
Queenscliffe (B)	2006	1	2446
Queenscliffe (B)	2011		178
Queenscliffe (B)	2011	0	390
Queenscliffe (B)	2011	1	2430
Queenscliffe (B)	2016		308
Queenscliffe (B)	2016	0	280
Queenscliffe (B)	2016	1	2265
South Gippsland (S)	2006		1440
South Gippsland (S)	2006	0	3053
South Gippsland (S)	2006	1	21246
South Gippsland (S)	2011		1315
South Gippsland (S)	2011	0	3536
South Gippsland (S)	2011	1	22359
South Gippsland (S)	2016		2874
South Gippsland (S)	2016	0	3262
South Gippsland (S)	2016	1	22567
Southern Grampians (S)	2006		661
Southern Grampians (S)	2006	0	2076
Southern Grampians (S)	2006	1	13897
Southern Grampians (S)	2011		684
Southern Grampians (S)	2011	0	1833
Southern Grampians (S)	2011	1	13844
Southern Grampians (S)	2016		1258
Southern Grampians (S)	2016	0	1814
Southern Grampians (S)	2016	1	12872
Stonnington (C)	2006		8938
Stonnington (C)	2006	0	16725
Stonnington (C)	2006	1	64222
Stonnington (C)	2011		6723
Stonnington (C)	2011	0	17645
Stonnington (C)	2011	1	68775
Stonnington (C)	2016		10786
Stonnington (C)	2016	0	21701
Stonnington (C)	2016	1	71345
Strathbogie (S)	2006		537
Strathbogie (S)	2006	0	1123
Strathbogie (S)	2006	1	7636
Strathbogie (S)	2011		539
Strathbogie (S)	2011	0	1024
Strathbogie (S)	2011	1	7922
Strathbogie (S)	2016		1023
Strathbogie (S)	2016	0	1159
Strathbogie (S)	2016	1	8092
Surf Coast (S)	2006		1330
Surf Coast (S)	2006	0	2958
Surf Coast (S)	2006	1	17478
Surf Coast (S)	2011		1402
Surf Coast (S)	2011	0	3975
Surf Coast (S)	2011	1	20491
Surf Coast (S)	2016		2531
Surf Coast (S)	2016	0	4234
Surf Coast (S)	2016	1	22632
Swan Hill (RC)	2006		1392
Swan Hill (RC)	2006	0	2936
Swan Hill (RC)	2006	1	16303
Swan Hill (RC)	2011		1389
Swan Hill (RC)	2011	0	2696
Swan Hill (RC)	2011	1	16364
Swan Hill (RC)	2016		2940
Swan Hill (RC)	2016	0	2273
Swan Hill (RC)	2016	1	15371
Towong (S)	2006		255
Towong (S)	2006	0	664
Towong (S)	2006	1	5099
Towong (S)	2011		195
Towong (S)	2011	0	676
Towong (S)	2011	1	5018
Towong (S)	2016		581
Towong (S)	2016	0	611
Towong (S)	2016	1	4793
Wangaratta (RC)	2006		1229
Wangaratta (RC)	2006	0	3407
Wangaratta (RC)	2006	1	21754
Wangaratta (RC)	2011		1134
Wangaratta (RC)	2011	0	3147
Wangaratta (RC)	2011	1	22533
Wangaratta (RC)	2016		2689
Wangaratta (RC)	2016	0	3195
Wangaratta (RC)	2016	1	22426
Warrnambool (C)	2006		1878
Warrnambool (C)	2006	0	5128
Warrnambool (C)	2006	1	23388
Warrnambool (C)	2011		1916
Warrnambool (C)	2011	0	4729
Warrnambool (C)	2011	1	25381
Warrnambool (C)	2016		3447
Warrnambool (C)	2016	0	4830
Warrnambool (C)	2016	1	25378
Wellington (S)	2006		2833
Wellington (S)	2006	0	5439
Wellington (S)	2006	1	31808
Wellington (S)	2011		3031
Wellington (S)	2011	0	5268
Wellington (S)	2011	1	33142
Wellington (S)	2016		5084
Wellington (S)	2016	0	5153
Wellington (S)	2016	1	32746
West Wimmera (S)	2006		146
West Wimmera (S)	2006	0	420
West Wimmera (S)	2006	1	3906
West Wimmera (S)	2011		185
West Wimmera (S)	2011	0	384
West Wimmera (S)	2011	1	3682
West Wimmera (S)	2016		286
West Wimmera (S)	2016	0	337
West Wimmera (S)	2016	1	3280
Whitehorse (C)	2006		7308
Whitehorse (C)	2006	0	17879
Whitehorse (C)	2006	1	119580
Whitehorse (C)	2011		7297
Whitehorse (C)	2011	0	18815
Whitehorse (C)	2011	1	125222
Whitehorse (C)	2016		10982
Whitehorse (C)	2016	0	24753
Whitehorse (C)	2016	1	126343
Whittlesea (C)	2006		6882
Whittlesea (C)	2006	0	13607
Whittlesea (C)	2006	1	104162
Whittlesea (C)	2011		8201
Whittlesea (C)	2011	0	21462
Whittlesea (C)	2011	1	125217
Whittlesea (C)	2016		15867
Whittlesea (C)	2016	0	27989
Whittlesea (C)	2016	1	153635
Wodonga (C)	2006		1483
Wodonga (C)	2006	0	6048
Wodonga (C)	2006	1	25475
Wodonga (C)	2011		1776
Wodonga (C)	2011	0	6306
Wodonga (C)	2011	1	27437
Wodonga (C)	2016		3708
Wodonga (C)	2016	0	6649
Wodonga (C)	2016	1	28994
Wyndham (C)	2006		8304
Wyndham (C)	2006	0	17396
Wyndham (C)	2006	1	86998
Wyndham (C)	2011		10905
Wyndham (C)	2011	0	28966
Wyndham (C)	2011	1	121706
Wyndham (C)	2016		19668
Wyndham (C)	2016	0	34795
Wyndham (C)	2016	1	162659
Yarra (C)	2006		7773
Yarra (C)	2006	0	15624
Yarra (C)	2006	1	45932
Yarra (C)	2011		6420
Yarra (C)	2011	0	15726
Yarra (C)	2011	1	51945
Yarra (C)	2016		10544
Yarra (C)	2016	0	19138
Yarra (C)	2016	1	56975
Yarra Ranges (S)	2006		7588
Yarra Ranges (S)	2006	0	14493
Yarra Ranges (S)	2006	1	118135
Yarra Ranges (S)	2011		6547
Yarra Ranges (S)	2011	0	14524
Yarra Ranges (S)	2011	1	123470
Yarra Ranges (S)	2016		11608
Yarra Ranges (S)	2016	0	15058
Yarra Ranges (S)	2016	1	122871
Yarriambiack (S)	2006		370
Yarriambiack (S)	2006	0	729
Yarriambiack (S)	2006	1	6417
Yarriambiack (S)	2011		411
Yarriambiack (S)	2011	0	719
Yarriambiack (S)	2011	1	5960
Yarriambiack (S)	2016		664
Yarriambiack (S)	2016	0	571
Yarriambiack (S)	2016	1	5439
Unincorporated Vic	2006		92
Unincorporated Vic	2006	0	167
Unincorporated Vic	2006	1	469
Unincorporated Vic	2011		91
Unincorporated Vic	2011	0	185
Unincorporated Vic	2011	1	488
Unincorporated Vic	2016		250
Unincorporated Vic	2016	0	156
Unincorporated Vic	2016	1	470
No usual address (Vic.)	2006	0	4406
No usual address (Vic.)	2006	1	1110
No usual address (Vic.)	2011	0	5042
No usual address (Vic.)	2011	1	1275
No usual address (Vic.)	2016	0	3954
No usual address (Vic.)	2016	1	1354
Migratory - Offshore - Shipping (Vic.)	2006	0	4
Migratory - Offshore - Shipping (Vic.)	2006	1	34
Migratory - Offshore - Shipping (Vic.)	2011	0	10
Migratory - Offshore - Shipping (Vic.)	2011	1	22
Migratory - Offshore - Shipping (Vic.)	2016	0	11
Migratory - Offshore - Shipping (Vic.)	2016	1	12
Aurukun (S)	2006		29
Aurukun (S)	2006	0	60
Aurukun (S)	2006	1	957
Aurukun (S)	2011		23
Aurukun (S)	2011	0	49
Aurukun (S)	2011	1	1223
Aurukun (S)	2016		51
Aurukun (S)	2016	0	86
Aurukun (S)	2016	1	1132
Balonne (S)	2006		331
Balonne (S)	2006	0	954
Balonne (S)	2006	1	3344
Balonne (S)	2011		351
Balonne (S)	2011	0	720
Balonne (S)	2011	1	3648
Balonne (S)	2016		462
Balonne (S)	2016	0	537
Balonne (S)	2016	1	3378
Banana (S)	2006		978
Banana (S)	2006	0	2690
Banana (S)	2006	1	10983
Banana (S)	2011		859
Banana (S)	2011	0	2476
Banana (S)	2011	1	11120
Banana (S)	2016		1448
Banana (S)	2016	0	1821
Banana (S)	2016	1	11050
Barcaldine (R)	2006		220
Barcaldine (R)	2006	0	493
Barcaldine (R)	2006	1	2547
Barcaldine (R)	2011		220
Barcaldine (R)	2011	0	444
Barcaldine (R)	2011	1	2551
Barcaldine (R)	2016		259
Barcaldine (R)	2016	0	337
Barcaldine (R)	2016	1	2269
Barcoo (S)	2006		13
Barcoo (S)	2006	0	81
Barcoo (S)	2006	1	266
Barcoo (S)	2011		19
Barcoo (S)	2011	0	90
Barcoo (S)	2011	1	243
Barcoo (S)	2016		15
Barcoo (S)	2016	0	49
Barcoo (S)	2016	1	203
Blackall-Tambo (R)	2006		84
Blackall-Tambo (R)	2006	0	339
Blackall-Tambo (R)	2006	1	1594
Blackall-Tambo (R)	2011		111
Blackall-Tambo (R)	2011	0	294
Blackall-Tambo (R)	2011	1	1794
Blackall-Tambo (R)	2016		158
Blackall-Tambo (R)	2016	0	219
Blackall-Tambo (R)	2016	1	1526
Boulia (S)	2006		27
Boulia (S)	2006	0	85
Boulia (S)	2006	1	307
Boulia (S)	2011		43
Boulia (S)	2011	0	85
Boulia (S)	2011	1	353
Boulia (S)	2016		91
Boulia (S)	2016	0	82
Boulia (S)	2016	1	253
Brisbane (C)	2006		69844
Brisbane (C)	2006	0	187087
Brisbane (C)	2006	1	699199
Brisbane (C)	2011		63735
Brisbane (C)	2011	0	190227
Brisbane (C)	2011	1	787880
Brisbane (C)	2016		101026
Brisbane (C)	2016	0	215621
Brisbane (C)	2016	1	814508
Bulloo (S)	2006		24
Bulloo (S)	2006	0	56
Bulloo (S)	2006	1	294
Bulloo (S)	2011		30
Bulloo (S)	2011	0	76
Bulloo (S)	2011	1	299
Bulloo (S)	2016		47
Bulloo (S)	2016	0	47
Bulloo (S)	2016	1	259
Bundaberg (R)	2006		5452
Bundaberg (R)	2006	0	15380
Bundaberg (R)	2006	1	62125
Bundaberg (R)	2011		5340
Bundaberg (R)	2011	0	14508
Bundaberg (R)	2011	1	69965
Bundaberg (R)	2016		9109
Bundaberg (R)	2016	0	13760
Bundaberg (R)	2016	1	70028
Burdekin (S)	2006		969
Burdekin (S)	2006	0	2510
Burdekin (S)	2006	1	13537
Burdekin (S)	2011		1072
Burdekin (S)	2011	0	2064
Burdekin (S)	2011	1	14226
Burdekin (S)	2016		1604
Burdekin (S)	2016	0	1906
Burdekin (S)	2016	1	13564
Burke (S)	2006		111
Burke (S)	2006	0	114
Burke (S)	2006	1	272
Burke (S)	2011		98
Burke (S)	2011	0	86
Burke (S)	2011	1	329
Burke (S)	2016		74
Burke (S)	2016	0	58
Burke (S)	2016	1	196
Cairns (R)	2006		13022
Cairns (R)	2006	0	27903
Cairns (R)	2006	1	86509
Cairns (R)	2011		12637
Cairns (R)	2011	0	28650
Cairns (R)	2011	1	104051
Cairns (R)	2016		19220
Cairns (R)	2016	0	28060
Cairns (R)	2016	1	109621
Carpentaria (S)	2006		289
Carpentaria (S)	2006	0	456
Carpentaria (S)	2006	1	1192
Carpentaria (S)	2011		296
Carpentaria (S)	2011	0	376
Carpentaria (S)	2011	1	1382
Carpentaria (S)	2016		212
Carpentaria (S)	2016	0	377
Carpentaria (S)	2016	1	1369
Cassowary Coast (R)	2006		2297
Cassowary Coast (R)	2006	0	4628
Cassowary Coast (R)	2006	1	20857
Cassowary Coast (R)	2011		1698
Cassowary Coast (R)	2011	0	4096
Cassowary Coast (R)	2011	1	21873
Cassowary Coast (R)	2016		3296
Cassowary Coast (R)	2016	0	4080
Cassowary Coast (R)	2016	1	21350
Central Highlands (R) (Qld)	2006		2262
Central Highlands (R) (Qld)	2006	0	6381
Central Highlands (R) (Qld)	2006	1	17834
Central Highlands (R) (Qld)	2011		2859
Central Highlands (R) (Qld)	2011	0	6212
Central Highlands (R) (Qld)	2011	1	19644
Central Highlands (R) (Qld)	2016		4141
Central Highlands (R) (Qld)	2016	0	4566
Central Highlands (R) (Qld)	2016	1	19292
Charters Towers (R)	2006		695
Charters Towers (R)	2006	0	2303
Charters Towers (R)	2006	1	8481
Charters Towers (R)	2011		897
Charters Towers (R)	2011	0	1884
Charters Towers (R)	2011	1	9388
Charters Towers (R)	2016		1372
Charters Towers (R)	2016	0	1587
Charters Towers (R)	2016	1	8917
Cherbourg (S)	2006		45
Cherbourg (S)	2006	0	81
Cherbourg (S)	2006	1	1005
Cherbourg (S)	2011		53
Cherbourg (S)	2011	0	70
Cherbourg (S)	2011	1	1100
Cherbourg (S)	2016		59
Cherbourg (S)	2016	0	95
Cherbourg (S)	2016	1	1115
Cloncurry (S)	2006		315
Cloncurry (S)	2006	0	739
Cloncurry (S)	2006	1	2081
Cloncurry (S)	2011		418
Cloncurry (S)	2011	0	726
Cloncurry (S)	2011	1	2084
Cloncurry (S)	2016		524
Cloncurry (S)	2016	0	566
Cloncurry (S)	2016	1	1942
Cook (S)	2006		548
Cook (S)	2006	0	573
Cook (S)	2006	1	2342
Cook (S)	2011		791
Cook (S)	2011	0	659
Cook (S)	2011	1	2703
Cook (S)	2016		757
Cook (S)	2016	0	692
Cook (S)	2016	1	2777
Croydon (S)	2006		31
Croydon (S)	2006	0	45
Croydon (S)	2006	1	178
Croydon (S)	2011		36
Croydon (S)	2011	0	46
Croydon (S)	2011	1	232
Croydon (S)	2016		91
Croydon (S)	2016	0	42
Croydon (S)	2016	1	161
Diamantina (S)	2006		32
Diamantina (S)	2006	0	97
Diamantina (S)	2006	1	155
Diamantina (S)	2011		14
Diamantina (S)	2011	0	76
Diamantina (S)	2011	1	193
Diamantina (S)	2016		45
Diamantina (S)	2016	0	56
Diamantina (S)	2016	1	190
Doomadgee (S)	2006		251
Doomadgee (S)	2006	0	58
Doomadgee (S)	2006	1	774
Doomadgee (S)	2011		49
Doomadgee (S)	2011	0	103
Doomadgee (S)	2011	1	1137
Doomadgee (S)	2016		64
Doomadgee (S)	2016	0	108
Doomadgee (S)	2016	1	1233
Douglas (S)	2006		1011
Douglas (S)	2006	0	2298
Douglas (S)	2006	1	6882
Douglas (S)	2011		1153
Douglas (S)	2011	0	2124
Douglas (S)	2011	1	7550
Douglas (S)	2016		1818
Douglas (S)	2016	0	2080
Douglas (S)	2016	1	7816
Etheridge (S)	2006		65
Etheridge (S)	2006	0	130
Etheridge (S)	2006	1	654
Etheridge (S)	2011		73
Etheridge (S)	2011	0	140
Etheridge (S)	2011	1	682
Etheridge (S)	2016		93
Etheridge (S)	2016	0	87
Etheridge (S)	2016	1	619
Flinders (S) (Qld)	2006		99
Flinders (S) (Qld)	2006	0	310
Flinders (S) (Qld)	2006	1	1379
Flinders (S) (Qld)	2011		173
Flinders (S) (Qld)	2011	0	255
Flinders (S) (Qld)	2011	1	1364
Flinders (S) (Qld)	2016		166
Flinders (S) (Qld)	2016	0	211
Flinders (S) (Qld)	2016	1	1159
Fraser Coast (R)	2006		4998
Fraser Coast (R)	2006	0	16513
Fraser Coast (R)	2006	1	62828
Fraser Coast (R)	2011		5637
Fraser Coast (R)	2011	0	16220
Fraser Coast (R)	2011	1	73453
Fraser Coast (R)	2016		10931
Fraser Coast (R)	2016	0	15767
Fraser Coast (R)	2016	1	74806
Gladstone (R)	2006		3706
Gladstone (R)	2006	0	10977
Gladstone (R)	2006	1	36076
Gladstone (R)	2011		4855
Gladstone (R)	2011	0	11171
Gladstone (R)	2011	1	41866
Gladstone (R)	2016		6273
Gladstone (R)	2016	0	11093
Gladstone (R)	2016	1	44274
Gold Coast (C)	2006		39262
Gold Coast (C)	2006	0	93539
Gold Coast (C)	2006	1	301159
Gold Coast (C)	2011		37137
Gold Coast (C)	2011	0	93838
Gold Coast (C)	2011	1	363524
Gold Coast (C)	2016		58985
Gold Coast (C)	2016	0	105110
Gold Coast (C)	2016	1	391626
Goondiwindi (R)	2006		878
Goondiwindi (R)	2006	0	1878
Goondiwindi (R)	2006	1	7361
Goondiwindi (R)	2011		876
Goondiwindi (R)	2011	0	1600
Goondiwindi (R)	2011	1	8152
Goondiwindi (R)	2016		1295
Goondiwindi (R)	2016	0	1480
Goondiwindi (R)	2016	1	7855
Gympie (R)	2006		2239
Gympie (R)	2006	0	7380
Gympie (R)	2006	1	32250
Gympie (R)	2011		2882
Gympie (R)	2011	0	6894
Gympie (R)	2011	1	35972
Gympie (R)	2016		5264
Gympie (R)	2016	0	7219
Gympie (R)	2016	1	37076
Hinchinbrook (S)	2006		425
Hinchinbrook (S)	2006	0	1509
Hinchinbrook (S)	2006	1	9624
Hinchinbrook (S)	2011		552
Hinchinbrook (S)	2011	0	1324
Hinchinbrook (S)	2011	1	9692
Hinchinbrook (S)	2016		1029
Hinchinbrook (S)	2016	0	997
Hinchinbrook (S)	2016	1	8859
Hope Vale (S)	2006		37
Hope Vale (S)	2006	0	74
Hope Vale (S)	2006	1	671
Hope Vale (S)	2011		47
Hope Vale (S)	2011	0	67
Hope Vale (S)	2011	1	869
Hope Vale (S)	2016		90
Hope Vale (S)	2016	0	45
Hope Vale (S)	2016	1	783
Ipswich (C)	2006		10313
Ipswich (C)	2006	0	26122
Ipswich (C)	2006	1	102674
Ipswich (C)	2011		10937
Ipswich (C)	2011	0	30263
Ipswich (C)	2011	1	125703
Ipswich (C)	2016		19028
Ipswich (C)	2016	0	34377
Ipswich (C)	2016	1	140328
Isaac (R)	2006		2357
Isaac (R)	2006	0	4494
Isaac (R)	2006	1	12972
Isaac (R)	2011		2546
Isaac (R)	2011	0	5608
Isaac (R)	2011	1	14433
Isaac (R)	2016		3616
Isaac (R)	2016	0	3869
Isaac (R)	2016	1	13455
Kowanyama (S)	2006		36
Kowanyama (S)	2006	0	41
Kowanyama (S)	2006	1	946
Kowanyama (S)	2011		26
Kowanyama (S)	2011	0	75
Kowanyama (S)	2011	1	929
Kowanyama (S)	2016		42
Kowanyama (S)	2016	0	59
Kowanyama (S)	2016	1	843
Livingstone (S)	2006		2441
Livingstone (S)	2006	0	5530
Livingstone (S)	2006	1	20897
Livingstone (S)	2011		2721
Livingstone (S)	2011	0	5426
Livingstone (S)	2011	1	24416
Livingstone (S)	2016		4443
Livingstone (S)	2016	0	5264
Livingstone (S)	2016	1	26565
Lockhart River (S)	2006		27
Lockhart River (S)	2006	0	44
Lockhart River (S)	2006	1	479
Lockhart River (S)	2011		11
Lockhart River (S)	2011	0	44
Lockhart River (S)	2011	1	427
Lockhart River (S)	2016		74
Lockhart River (S)	2016	0	46
Lockhart River (S)	2016	1	592
Lockyer Valley (R)	2006		2088
Lockyer Valley (R)	2006	0	4820
Lockyer Valley (R)	2006	1	23213
Lockyer Valley (R)	2011		2617
Lockyer Valley (R)	2011	0	5621
Lockyer Valley (R)	2011	1	26718
Lockyer Valley (R)	2016		4183
Lockyer Valley (R)	2016	0	5834
Lockyer Valley (R)	2016	1	28592
Logan (C)	2006		18033
Logan (C)	2006	0	42827
Logan (C)	2006	1	190011
Logan (C)	2011		17898
Logan (C)	2011	0	42248
Logan (C)	2011	1	217905
Logan (C)	2016		28846
Logan (C)	2016	0	47731
Logan (C)	2016	1	226809
Longreach (R)	2006		317
Longreach (R)	2006	0	834
Longreach (R)	2006	1	2901
Longreach (R)	2011		282
Longreach (R)	2011	0	895
Longreach (R)	2011	1	3011
Longreach (R)	2016		397
Longreach (R)	2016	0	580
Longreach (R)	2016	1	2683
Mackay (R)	2006		8831
Mackay (R)	2006	0	18774
Mackay (R)	2006	1	73411
Mackay (R)	2011		8314
Mackay (R)	2011	0	19594
Mackay (R)	2011	1	84889
Mackay (R)	2016		12386
Mackay (R)	2016	0	17149
Mackay (R)	2016	1	85434
McKinlay (S)	2006		92
McKinlay (S)	2006	0	162
McKinlay (S)	2006	1	639
McKinlay (S)	2011		113
McKinlay (S)	2011	0	200
McKinlay (S)	2011	1	735
McKinlay (S)	2016		76
McKinlay (S)	2016	0	108
McKinlay (S)	2016	1	612
Mapoon (S)	2006		11
Mapoon (S)	2006	0	34
Mapoon (S)	2006	1	197
Mapoon (S)	2011		7
Mapoon (S)	2011	0	57
Mapoon (S)	2011	1	200
Mapoon (S)	2016		23
Mapoon (S)	2016	0	41
Mapoon (S)	2016	1	246
Maranoa (R)	2006		668
Maranoa (R)	2006	0	2382
Maranoa (R)	2006	1	9240
Maranoa (R)	2011		1301
Maranoa (R)	2011	0	2074
Maranoa (R)	2011	1	9699
Maranoa (R)	2016		1538
Maranoa (R)	2016	0	1956
Maranoa (R)	2016	1	9172
Mareeba (S)	2006		2059
Mareeba (S)	2006	0	2677
Mareeba (S)	2006	1	13475
Mareeba (S)	2011		1973
Mareeba (S)	2011	0	2685
Mareeba (S)	2011	1	15361
Mareeba (S)	2016		3442
Mareeba (S)	2016	0	2659
Mareeba (S)	2016	1	15456
Moreton Bay (R)	2006		19413
Moreton Bay (R)	2006	0	56722
Moreton Bay (R)	2006	1	248656
Moreton Bay (R)	2011		21471
Moreton Bay (R)	2011	0	61947
Moreton Bay (R)	2011	1	294629
Moreton Bay (R)	2016		37818
Moreton Bay (R)	2016	0	68194
Moreton Bay (R)	2016	1	319290
Mornington (S)	2006		43
Mornington (S)	2006	0	62
Mornington (S)	2006	1	931
Mornington (S)	2011		44
Mornington (S)	2011	0	92
Mornington (S)	2011	1	1007
Mornington (S)	2016		50
Mornington (S)	2016	0	142
Mornington (S)	2016	1	951
Mount Isa (C)	2006		2945
Mount Isa (C)	2006	0	4474
Mount Isa (C)	2006	1	12241
Mount Isa (C)	2011		3256
Mount Isa (C)	2011	0	4265
Mount Isa (C)	2011	1	13717
Mount Isa (C)	2016		2877
Mount Isa (C)	2016	0	3280
Mount Isa (C)	2016	1	12514
Murweh (S)	2006		350
Murweh (S)	2006	0	758
Murweh (S)	2006	1	3471
Murweh (S)	2011		383
Murweh (S)	2011	0	773
Murweh (S)	2011	1	3461
Murweh (S)	2016		402
Murweh (S)	2016	0	626
Murweh (S)	2016	1	3279
Napranum (S)	2006		41
Napranum (S)	2006	0	64
Napranum (S)	2006	1	733
Napranum (S)	2011		20
Napranum (S)	2011	0	38
Napranum (S)	2011	1	798
Napranum (S)	2016		38
Napranum (S)	2016	0	26
Napranum (S)	2016	1	893
Noosa (S)	2006		3395
Noosa (S)	2006	0	8364
Noosa (S)	2006	1	34642
Noosa (S)	2011		2745
Noosa (S)	2011	0	7919
Noosa (S)	2011	1	38298
Noosa (S)	2016		4628
Noosa (S)	2016	0	8532
Noosa (S)	2016	1	38989
North Burnett (R)	2006		555
North Burnett (R)	2006	0	1582
North Burnett (R)	2006	1	8009
North Burnett (R)	2011		748
North Burnett (R)	2011	0	1373
North Burnett (R)	2011	1	8021
North Burnett (R)	2016		1398
North Burnett (R)	2016	0	1280
North Burnett (R)	2016	1	7800
Northern Peninsula Area (R)	2006		84
Northern Peninsula Area (R)	2006	0	180
Northern Peninsula Area (R)	2006	1	1676
Northern Peninsula Area (R)	2011		169
Northern Peninsula Area (R)	2011	0	177
Northern Peninsula Area (R)	2011	1	1953
Northern Peninsula Area (R)	2016		167
Northern Peninsula Area (R)	2016	0	213
Northern Peninsula Area (R)	2016	1	2416
Palm Island (S)	2006		140
Palm Island (S)	2006	0	100
Palm Island (S)	2006	1	1741
Palm Island (S)	2011		64
Palm Island (S)	2011	0	117
Palm Island (S)	2011	1	2158
Palm Island (S)	2016		107
Palm Island (S)	2016	0	172
Palm Island (S)	2016	1	2167
Paroo (S)	2006		140
Paroo (S)	2006	0	292
Paroo (S)	2006	1	1495
Paroo (S)	2011		106
Paroo (S)	2011	0	302
Paroo (S)	2011	1	1450
Paroo (S)	2016		163
Paroo (S)	2016	0	177
Paroo (S)	2016	1	1300
Pormpuraaw (S)	2006		18
Pormpuraaw (S)	2006	0	72
Pormpuraaw (S)	2006	1	507
Pormpuraaw (S)	2011		15
Pormpuraaw (S)	2011	0	50
Pormpuraaw (S)	2011	1	598
Pormpuraaw (S)	2016		18
Pormpuraaw (S)	2016	0	52
Pormpuraaw (S)	2016	1	679
Quilpie (S)	2006		77
Quilpie (S)	2006	0	182
Quilpie (S)	2006	1	723
Quilpie (S)	2011		45
Quilpie (S)	2011	0	156
Quilpie (S)	2011	1	773
Quilpie (S)	2016		66
Quilpie (S)	2016	0	104
Quilpie (S)	2016	1	643
Redland (C)	2006		6708
Redland (C)	2006	0	21675
Redland (C)	2006	1	99244
Redland (C)	2011		6210
Redland (C)	2011	0	21010
Redland (C)	2011	1	111447
Redland (C)	2016		11141
Redland (C)	2016	0	21779
Redland (C)	2016	1	114090
Richmond (S)	2006		81
Richmond (S)	2006	0	183
Richmond (S)	2006	1	636
Richmond (S)	2011		73
Richmond (S)	2011	0	172
Richmond (S)	2011	1	582
Richmond (S)	2016		89
Richmond (S)	2016	0	144
Richmond (S)	2016	1	558
Rockhampton (R)	2006		6133
Rockhampton (R)	2006	0	14247
Rockhampton (R)	2006	1	51925
Rockhampton (R)	2011		6477
Rockhampton (R)	2011	0	12891
Rockhampton (R)	2011	1	57409
Rockhampton (R)	2016		8075
Rockhampton (R)	2016	0	12280
Rockhampton (R)	2016	1	59371
Scenic Rim (R)	2006		1934
Scenic Rim (R)	2006	0	5152
Scenic Rim (R)	2006	1	25787
Scenic Rim (R)	2011		1877
Scenic Rim (R)	2011	0	5170
Scenic Rim (R)	2011	1	29413
Scenic Rim (R)	2016		3869
Scenic Rim (R)	2016	0	5661
Scenic Rim (R)	2016	1	30542
Somerset (R)	2006		1187
Somerset (R)	2006	0	2826
Somerset (R)	2006	1	14583
Somerset (R)	2011		1281
Somerset (R)	2011	0	3316
Somerset (R)	2011	1	17044
Somerset (R)	2016		2574
Somerset (R)	2016	0	3402
Somerset (R)	2016	1	18621
South Burnett (R)	2006		2041
South Burnett (R)	2006	0	5079
South Burnett (R)	2006	1	21970
South Burnett (R)	2011		1670
South Burnett (R)	2011	0	4936
South Burnett (R)	2011	1	24423
South Burnett (R)	2016		3111
South Burnett (R)	2016	0	4723
South Burnett (R)	2016	1	24352
Southern Downs (R)	2006		1805
Southern Downs (R)	2006	0	5254
Southern Downs (R)	2006	1	24603
Southern Downs (R)	2011		1753
Southern Downs (R)	2011	0	5213
