LGA_NAME16	Year	Sex	overseas_visitors
South Burnett (R)	2011	F	47
South Burnett (R)	2011	M	43
South Burnett (R)	2016	F	44
South Burnett (R)	2016	M	37
Southern Downs (R)	2006	F	81
Southern Downs (R)	2006	M	57
Southern Downs (R)	2011	F	105
Southern Downs (R)	2011	M	78
Southern Downs (R)	2016	F	119
Southern Downs (R)	2016	M	96
Sunshine Coast (R)	2006	F	2457
Sunshine Coast (R)	2006	M	2174
Sunshine Coast (R)	2011	F	2368
Sunshine Coast (R)	2011	M	2041
Sunshine Coast (R)	2016	F	2895
Sunshine Coast (R)	2016	M	2278
Tablelands (R)	2006	F	188
Tablelands (R)	2006	M	161
Tablelands (R)	2011	F	180
Tablelands (R)	2011	M	143
Tablelands (R)	2016	F	290
Tablelands (R)	2016	M	295
Toowoomba (R)	2006	F	457
Toowoomba (R)	2006	M	407
Toowoomba (R)	2011	F	406
Toowoomba (R)	2011	M	311
Toowoomba (R)	2016	F	469
Toowoomba (R)	2016	M	361
Torres (S)	2006	F	10
Torres (S)	2006	M	13
Torres (S)	2011	F	32
Torres (S)	2011	M	20
Torres (S)	2016	F	26
Torres (S)	2016	M	8
Torres Strait Island (R)	2006	F	25
Torres Strait Island (R)	2006	M	26
Torres Strait Island (R)	2011	F	21
Torres Strait Island (R)	2011	M	32
Torres Strait Island (R)	2016	F	3
Torres Strait Island (R)	2016	M	7
Townsville (C)	2006	F	987
Townsville (C)	2006	M	874
Townsville (C)	2011	F	891
Townsville (C)	2011	M	725
Townsville (C)	2016	F	1104
Townsville (C)	2016	M	796
Weipa (T)	2006	F	11
Weipa (T)	2006	M	5
Weipa (T)	2011	F	10
Weipa (T)	2011	M	12
Weipa (T)	2016	F	8
Weipa (T)	2016	M	3
Western Downs (R)	2006	F	47
Western Downs (R)	2006	M	85
Western Downs (R)	2011	F	45
Western Downs (R)	2011	M	121
Western Downs (R)	2016	F	65
Western Downs (R)	2016	M	78
Whitsunday (R)	2006	F	1436
Whitsunday (R)	2006	M	1332
Whitsunday (R)	2011	F	900
Whitsunday (R)	2011	M	847
Whitsunday (R)	2016	F	1876
Whitsunday (R)	2016	M	1370
Winton (S)	2006	F	5
Winton (S)	2006	M	12
Winton (S)	2011	F	11
Winton (S)	2011	M	3
Winton (S)	2016	F	16
Winton (S)	2016	M	10
Woorabinda (S)	2006	F	0
Woorabinda (S)	2006	M	0
Woorabinda (S)	2011	F	0
Woorabinda (S)	2011	M	0
Woorabinda (S)	2016	F	0
Woorabinda (S)	2016	M	0
Wujal Wujal (S)	2006	F	0
Wujal Wujal (S)	2006	M	0
Wujal Wujal (S)	2011	F	0
Wujal Wujal (S)	2011	M	0
Wujal Wujal (S)	2016	F	0
Wujal Wujal (S)	2016	M	0
Yarrabah (S)	2006	F	0
Yarrabah (S)	2006	M	0
Yarrabah (S)	2011	F	0
Yarrabah (S)	2011	M	0
Yarrabah (S)	2016	F	0
Yarrabah (S)	2016	M	0
No usual address (Qld)	2006	F	0
No usual address (Qld)	2006	M	0
No usual address (Qld)	2011	F	0
No usual address (Qld)	2011	M	0
No usual address (Qld)	2016	F	0
No usual address (Qld)	2016	M	0
Migratory - Offshore - Shipping (Qld)	2006	F	187
Migratory - Offshore - Shipping (Qld)	2006	M	136
Migratory - Offshore - Shipping (Qld)	2011	F	446
Migratory - Offshore - Shipping (Qld)	2011	M	346
Migratory - Offshore - Shipping (Qld)	2016	F	231
Migratory - Offshore - Shipping (Qld)	2016	M	158
Adelaide (C)	2006	F	780
Adelaide (C)	2006	M	930
Adelaide (C)	2011	F	912
Adelaide (C)	2011	M	1036
Adelaide (C)	2016	F	1232
Adelaide (C)	2016	M	1155
Adelaide Hills (DC)	2006	F	114
Adelaide Hills (DC)	2006	M	83
Adelaide Hills (DC)	2011	F	83
Adelaide Hills (DC)	2011	M	71
Adelaide Hills (DC)	2016	F	106
Adelaide Hills (DC)	2016	M	79
Alexandrina (DC)	2006	F	36
Alexandrina (DC)	2006	M	45
Alexandrina (DC)	2011	F	43
Alexandrina (DC)	2011	M	22
Alexandrina (DC)	2016	F	42
Alexandrina (DC)	2016	M	34
Anangu Pitjantjatjara (AC)	2006	F	0
Anangu Pitjantjatjara (AC)	2006	M	9
Anangu Pitjantjatjara (AC)	2011	F	0
Anangu Pitjantjatjara (AC)	2011	M	0
Anangu Pitjantjatjara (AC)	2016	F	4
Anangu Pitjantjatjara (AC)	2016	M	4
Barossa (DC)	2006	F	47
Barossa (DC)	2006	M	34
Barossa (DC)	2011	F	66
Barossa (DC)	2011	M	42
Barossa (DC)	2016	F	69
Barossa (DC)	2016	M	47
Barunga West (DC)	2006	F	0
Barunga West (DC)	2006	M	0
Barunga West (DC)	2011	F	9
Barunga West (DC)	2011	M	3
Barunga West (DC)	2016	F	0
Barunga West (DC)	2016	M	0
Berri and Barmera (DC)	2006	F	37
Berri and Barmera (DC)	2006	M	28
Berri and Barmera (DC)	2011	F	20
Berri and Barmera (DC)	2011	M	22
Berri and Barmera (DC)	2016	F	53
Berri and Barmera (DC)	2016	M	54
Burnside (C)	2006	F	246
Burnside (C)	2006	M	186
Burnside (C)	2011	F	247
Burnside (C)	2011	M	222
Burnside (C)	2016	F	340
Burnside (C)	2016	M	259
Campbelltown (C) (SA)	2006	F	161
Campbelltown (C) (SA)	2006	M	134
Campbelltown (C) (SA)	2011	F	207
Campbelltown (C) (SA)	2011	M	137
Campbelltown (C) (SA)	2016	F	302
Campbelltown (C) (SA)	2016	M	227
Ceduna (DC)	2006	F	9
Ceduna (DC)	2006	M	8
Ceduna (DC)	2011	F	6
Ceduna (DC)	2011	M	3
Ceduna (DC)	2016	F	3
Ceduna (DC)	2016	M	13
Charles Sturt (C)	2006	F	214
Charles Sturt (C)	2006	M	176
Charles Sturt (C)	2011	F	289
Charles Sturt (C)	2011	M	205
Charles Sturt (C)	2016	F	452
Charles Sturt (C)	2016	M	300
Clare and Gilbert Valleys (DC)	2006	F	17
Clare and Gilbert Valleys (DC)	2006	M	13
Clare and Gilbert Valleys (DC)	2011	F	18
Clare and Gilbert Valleys (DC)	2011	M	23
Clare and Gilbert Valleys (DC)	2016	F	24
Clare and Gilbert Valleys (DC)	2016	M	6
Cleve (DC)	2006	F	0
Cleve (DC)	2006	M	0
Cleve (DC)	2011	F	0
Cleve (DC)	2011	M	0
Cleve (DC)	2016	F	0
Cleve (DC)	2016	M	0
Coober Pedy (DC)	2006	F	52
Coober Pedy (DC)	2006	M	34
Coober Pedy (DC)	2011	F	12
Coober Pedy (DC)	2011	M	8
Coober Pedy (DC)	2016	F	24
Coober Pedy (DC)	2016	M	26
Copper Coast (DC)	2006	F	8
Copper Coast (DC)	2006	M	8
Copper Coast (DC)	2011	F	12
Copper Coast (DC)	2011	M	6
Copper Coast (DC)	2016	F	15
Copper Coast (DC)	2016	M	11
Elliston (DC)	2006	F	0
Elliston (DC)	2006	M	0
Elliston (DC)	2011	F	0
Elliston (DC)	2011	M	3
Elliston (DC)	2016	F	0
Elliston (DC)	2016	M	0
Flinders Ranges (DC)	2006	F	0
Flinders Ranges (DC)	2006	M	3
Flinders Ranges (DC)	2011	F	15
Flinders Ranges (DC)	2011	M	11
Flinders Ranges (DC)	2016	F	3
Flinders Ranges (DC)	2016	M	4
Franklin Harbour (DC)	2006	F	3
Franklin Harbour (DC)	2006	M	0
Franklin Harbour (DC)	2011	F	0
Franklin Harbour (DC)	2011	M	3
Franklin Harbour (DC)	2016	F	5
Franklin Harbour (DC)	2016	M	3
Gawler (T)	2006	F	30
Gawler (T)	2006	M	29
Gawler (T)	2011	F	29
Gawler (T)	2011	M	20
Gawler (T)	2016	F	34
Gawler (T)	2016	M	26
Goyder (DC)	2006	F	7
Goyder (DC)	2006	M	7
Goyder (DC)	2011	F	8
Goyder (DC)	2011	M	5
Goyder (DC)	2016	F	10
Goyder (DC)	2016	M	4
Grant (DC)	2006	F	10
Grant (DC)	2006	M	15
Grant (DC)	2011	F	9
Grant (DC)	2011	M	6
Grant (DC)	2016	F	12
Grant (DC)	2016	M	12
Holdfast Bay (C)	2006	F	217
Holdfast Bay (C)	2006	M	158
Holdfast Bay (C)	2011	F	216
Holdfast Bay (C)	2011	M	190
Holdfast Bay (C)	2016	F	187
Holdfast Bay (C)	2016	M	132
Kangaroo Island (DC)	2006	F	112
Kangaroo Island (DC)	2006	M	71
Kangaroo Island (DC)	2011	F	136
Kangaroo Island (DC)	2011	M	105
Kangaroo Island (DC)	2016	F	135
Kangaroo Island (DC)	2016	M	131
Karoonda East Murray (DC)	2006	F	0
Karoonda East Murray (DC)	2006	M	0
Karoonda East Murray (DC)	2011	F	0
Karoonda East Murray (DC)	2011	M	0
Karoonda East Murray (DC)	2016	F	0
Karoonda East Murray (DC)	2016	M	0
Kimba (DC)	2006	F	0
Kimba (DC)	2006	M	0
Kimba (DC)	2011	F	3
Kimba (DC)	2011	M	4
Kimba (DC)	2016	F	0
Kimba (DC)	2016	M	0
Kingston (DC) (SA)	2006	F	3
Kingston (DC) (SA)	2006	M	0
Kingston (DC) (SA)	2011	F	12
Kingston (DC) (SA)	2011	M	6
Kingston (DC) (SA)	2016	F	10
Kingston (DC) (SA)	2016	M	4
Light (RegC)	2006	F	34
Light (RegC)	2006	M	31
Light (RegC)	2011	F	15
Light (RegC)	2011	M	19
Light (RegC)	2016	F	39
Light (RegC)	2016	M	23
Lower Eyre Peninsula (DC)	2006	F	3
Lower Eyre Peninsula (DC)	2006	M	3
Lower Eyre Peninsula (DC)	2011	F	3
Lower Eyre Peninsula (DC)	2011	M	3
Lower Eyre Peninsula (DC)	2016	F	10
Lower Eyre Peninsula (DC)	2016	M	7
Loxton Waikerie (DC)	2006	F	37
Loxton Waikerie (DC)	2006	M	38
Loxton Waikerie (DC)	2011	F	48
Loxton Waikerie (DC)	2011	M	40
Loxton Waikerie (DC)	2016	F	43
Loxton Waikerie (DC)	2016	M	44
Mallala (DC)	2006	F	8
Mallala (DC)	2006	M	3
Mallala (DC)	2011	F	0
Mallala (DC)	2011	M	3
Mallala (DC)	2016	F	9
Mallala (DC)	2016	M	11
Maralinga Tjarutja (AC)	2006	F	0
Maralinga Tjarutja (AC)	2006	M	0
Maralinga Tjarutja (AC)	2011	F	0
Maralinga Tjarutja (AC)	2011	M	0
Maralinga Tjarutja (AC)	2016	F	0
Maralinga Tjarutja (AC)	2016	M	0
Marion (C)	2006	F	253
Marion (C)	2006	M	145
Marion (C)	2011	F	294
Marion (C)	2011	M	248
Marion (C)	2016	F	485
Marion (C)	2016	M	347
Mid Murray (DC)	2006	F	30
Mid Murray (DC)	2006	M	17
Mid Murray (DC)	2011	F	23
Mid Murray (DC)	2011	M	12
Mid Murray (DC)	2016	F	16
Mid Murray (DC)	2016	M	10
Mitcham (C)	2006	F	313
Mitcham (C)	2006	M	218
Mitcham (C)	2011	F	302
Mitcham (C)	2011	M	216
Mitcham (C)	2016	F	352
Mitcham (C)	2016	M	255
Mount Barker (DC)	2006	F	65
Mount Barker (DC)	2006	M	30
Mount Barker (DC)	2011	F	81
Mount Barker (DC)	2011	M	55
Mount Barker (DC)	2016	F	60
Mount Barker (DC)	2016	M	28
Mount Gambier (C)	2006	F	44
Mount Gambier (C)	2006	M	42
Mount Gambier (C)	2011	F	34
Mount Gambier (C)	2011	M	26
Mount Gambier (C)	2016	F	49
Mount Gambier (C)	2016	M	53
Mount Remarkable (DC)	2006	F	9
Mount Remarkable (DC)	2006	M	3
Mount Remarkable (DC)	2011	F	3
Mount Remarkable (DC)	2011	M	9
Mount Remarkable (DC)	2016	F	4
Mount Remarkable (DC)	2016	M	0
Murray Bridge (RC)	2006	F	16
Murray Bridge (RC)	2006	M	11
Murray Bridge (RC)	2011	F	25
Murray Bridge (RC)	2011	M	36
Murray Bridge (RC)	2016	F	76
Murray Bridge (RC)	2016	M	97
Naracoorte and Lucindale (DC)	2006	F	17
Naracoorte and Lucindale (DC)	2006	M	17
Naracoorte and Lucindale (DC)	2011	F	21
Naracoorte and Lucindale (DC)	2011	M	18
Naracoorte and Lucindale (DC)	2016	F	24
Naracoorte and Lucindale (DC)	2016	M	42
Northern Areas (DC)	2006	F	3
Northern Areas (DC)	2006	M	0
Northern Areas (DC)	2011	F	4
Northern Areas (DC)	2011	M	3
Northern Areas (DC)	2016	F	3
Northern Areas (DC)	2016	M	10
Norwood Payneham St Peters (C)	2006	F	181
Norwood Payneham St Peters (C)	2006	M	126
Norwood Payneham St Peters (C)	2011	F	229
Norwood Payneham St Peters (C)	2011	M	188
Norwood Payneham St Peters (C)	2016	F	258
Norwood Payneham St Peters (C)	2016	M	166
Onkaparinga (C)	2006	F	321
Onkaparinga (C)	2006	M	196
Onkaparinga (C)	2011	F	287
Onkaparinga (C)	2011	M	229
Onkaparinga (C)	2016	F	419
Onkaparinga (C)	2016	M	264
Orroroo/Carrieton (DC)	2006	F	3
Orroroo/Carrieton (DC)	2006	M	3
Orroroo/Carrieton (DC)	2011	F	0
Orroroo/Carrieton (DC)	2011	M	0
Orroroo/Carrieton (DC)	2016	F	0
Orroroo/Carrieton (DC)	2016	M	8
Peterborough (DC)	2006	F	0
Peterborough (DC)	2006	M	0
Peterborough (DC)	2011	F	0
Peterborough (DC)	2011	M	3
Peterborough (DC)	2016	F	3
Peterborough (DC)	2016	M	10
Playford (C)	2006	F	52
Playford (C)	2006	M	46
Playford (C)	2011	F	70
Playford (C)	2011	M	69
Playford (C)	2016	F	123
Playford (C)	2016	M	93
Port Adelaide Enfield (C)	2006	F	293
Port Adelaide Enfield (C)	2006	M	198
Port Adelaide Enfield (C)	2011	F	369
Port Adelaide Enfield (C)	2011	M	255
Port Adelaide Enfield (C)	2016	F	795
Port Adelaide Enfield (C)	2016	M	507
Port Augusta (C)	2006	F	11
Port Augusta (C)	2006	M	17
Port Augusta (C)	2011	F	21
Port Augusta (C)	2011	M	19
Port Augusta (C)	2016	F	61
Port Augusta (C)	2016	M	44
Port Lincoln (C)	2006	F	11
Port Lincoln (C)	2006	M	13
Port Lincoln (C)	2011	F	12
Port Lincoln (C)	2011	M	14
Port Lincoln (C)	2016	F	26
Port Lincoln (C)	2016	M	30
Port Pirie City and Dists (M)	2006	F	11
Port Pirie City and Dists (M)	2006	M	7
Port Pirie City and Dists (M)	2011	F	15
Port Pirie City and Dists (M)	2011	M	10
Port Pirie City and Dists (M)	2016	F	21
Port Pirie City and Dists (M)	2016	M	26
Prospect (C)	2006	F	65
Prospect (C)	2006	M	45
Prospect (C)	2011	F	79
Prospect (C)	2011	M	83
Prospect (C)	2016	F	125
Prospect (C)	2016	M	85
Renmark Paringa (DC)	2006	F	20
Renmark Paringa (DC)	2006	M	24
Renmark Paringa (DC)	2011	F	54
Renmark Paringa (DC)	2011	M	46
Renmark Paringa (DC)	2016	F	113
Renmark Paringa (DC)	2016	M	170
Robe (DC)	2006	F	7
Robe (DC)	2006	M	6
Robe (DC)	2011	F	3
Robe (DC)	2011	M	4
Robe (DC)	2016	F	23
Robe (DC)	2016	M	15
Roxby Downs (M)	2006	F	5
Roxby Downs (M)	2006	M	10
Roxby Downs (M)	2011	F	10
Roxby Downs (M)	2011	M	14
Roxby Downs (M)	2016	F	7
Roxby Downs (M)	2016	M	3
Salisbury (C)	2006	F	194
Salisbury (C)	2006	M	184
Salisbury (C)	2011	F	279
Salisbury (C)	2011	M	266
Salisbury (C)	2016	F	569
Salisbury (C)	2016	M	453
Southern Mallee (DC)	2006	F	5
Southern Mallee (DC)	2006	M	7
Southern Mallee (DC)	2011	F	10
Southern Mallee (DC)	2011	M	9
Southern Mallee (DC)	2016	F	40
Southern Mallee (DC)	2016	M	21
Streaky Bay (DC)	2006	F	7
Streaky Bay (DC)	2006	M	6
Streaky Bay (DC)	2011	F	4
Streaky Bay (DC)	2011	M	9
Streaky Bay (DC)	2016	F	9
Streaky Bay (DC)	2016	M	7
Tatiara (DC)	2006	F	21
Tatiara (DC)	2006	M	22
Tatiara (DC)	2011	F	35
Tatiara (DC)	2011	M	33
Tatiara (DC)	2016	F	14
Tatiara (DC)	2016	M	22
Tea Tree Gully (C)	2006	F	258
Tea Tree Gully (C)	2006	M	177
Tea Tree Gully (C)	2011	F	249
Tea Tree Gully (C)	2011	M	197
Tea Tree Gully (C)	2016	F	339
Tea Tree Gully (C)	2016	M	220
The Coorong (DC)	2006	F	7
The Coorong (DC)	2006	M	12
The Coorong (DC)	2011	F	12
The Coorong (DC)	2011	M	20
The Coorong (DC)	2016	F	14
The Coorong (DC)	2016	M	17
Tumby Bay (DC)	2006	F	0
Tumby Bay (DC)	2006	M	4
Tumby Bay (DC)	2011	F	3
Tumby Bay (DC)	2011	M	0
Tumby Bay (DC)	2016	F	3
Tumby Bay (DC)	2016	M	4
Unley (C)	2006	F	189
Unley (C)	2006	M	141
Unley (C)	2011	F	167
Unley (C)	2011	M	136
Unley (C)	2016	F	226
Unley (C)	2016	M	162
Victor Harbor (C)	2006	F	22
Victor Harbor (C)	2006	M	21
Victor Harbor (C)	2011	F	47
Victor Harbor (C)	2011	M	32
Victor Harbor (C)	2016	F	40
Victor Harbor (C)	2016	M	25
Wakefield (DC)	2006	F	14
Wakefield (DC)	2006	M	16
Wakefield (DC)	2011	F	30
Wakefield (DC)	2011	M	17
Wakefield (DC)	2016	F	20
Wakefield (DC)	2016	M	9
Walkerville (M)	2006	F	41
Walkerville (M)	2006	M	26
Walkerville (M)	2011	F	26
Walkerville (M)	2011	M	22
Walkerville (M)	2016	F	62
Walkerville (M)	2016	M	41
Wattle Range (DC)	2006	F	14
Wattle Range (DC)	2006	M	16
Wattle Range (DC)	2011	F	15
Wattle Range (DC)	2011	M	16
Wattle Range (DC)	2016	F	26
Wattle Range (DC)	2016	M	41
West Torrens (C)	2006	F	208
West Torrens (C)	2006	M	156
West Torrens (C)	2011	F	218
West Torrens (C)	2011	M	205
West Torrens (C)	2016	F	348
West Torrens (C)	2016	M	242
Whyalla (C)	2006	F	33
Whyalla (C)	2006	M	25
Whyalla (C)	2011	F	13
Whyalla (C)	2011	M	23
Whyalla (C)	2016	F	28
Whyalla (C)	2016	M	22
Wudinna (DC)	2006	F	3
Wudinna (DC)	2006	M	0
Wudinna (DC)	2011	F	3
Wudinna (DC)	2011	M	4
Wudinna (DC)	2016	F	4
Wudinna (DC)	2016	M	3
Yankalilla (DC)	2006	F	14
Yankalilla (DC)	2006	M	14
Yankalilla (DC)	2011	F	13
Yankalilla (DC)	2011	M	9
Yankalilla (DC)	2016	F	16
Yankalilla (DC)	2016	M	19
Yorke Peninsula (DC)	2006	F	6
Yorke Peninsula (DC)	2006	M	8
Yorke Peninsula (DC)	2011	F	15
Yorke Peninsula (DC)	2011	M	12
Yorke Peninsula (DC)	2016	F	11
Yorke Peninsula (DC)	2016	M	4
Unincorporated SA	2006	F	60
Unincorporated SA	2006	M	88
Unincorporated SA	2011	F	50
Unincorporated SA	2011	M	66
Unincorporated SA	2016	F	47
Unincorporated SA	2016	M	87
No usual address (SA)	2006	F	0
No usual address (SA)	2006	M	0
No usual address (SA)	2011	F	0
No usual address (SA)	2011	M	0
No usual address (SA)	2016	F	0
No usual address (SA)	2016	M	0
Migratory - Offshore - Shipping (SA)	2006	F	19
Migratory - Offshore - Shipping (SA)	2006	M	18
Migratory - Offshore - Shipping (SA)	2011	F	15
Migratory - Offshore - Shipping (SA)	2011	M	23
Migratory - Offshore - Shipping (SA)	2016	F	9
Migratory - Offshore - Shipping (SA)	2016	M	12
Albany (C)	2006	F	104
Albany (C)	2006	M	99
Albany (C)	2011	F	88
Albany (C)	2011	M	81
Albany (C)	2016	F	187
Albany (C)	2016	M	132
Armadale (C)	2006	F	134
Armadale (C)	2006	M	84
Armadale (C)	2011	F	176
Armadale (C)	2011	M	110
Armadale (C)	2016	F	493
Armadale (C)	2016	M	305
Ashburton (S)	2006	F	41
Ashburton (S)	2006	M	63
Ashburton (S)	2011	F	48
Ashburton (S)	2011	M	127
Ashburton (S)	2016	F	107
Ashburton (S)	2016	M	413
Augusta-Margaret River (S)	2006	F	115
Augusta-Margaret River (S)	2006	M	166
Augusta-Margaret River (S)	2011	F	137
Augusta-Margaret River (S)	2011	M	126
Augusta-Margaret River (S)	2016	F	261
Augusta-Margaret River (S)	2016	M	251
Bassendean (T)	2006	F	41
Bassendean (T)	2006	M	50
Bassendean (T)	2011	F	41
Bassendean (T)	2011	M	52
Bassendean (T)	2016	F	59
Bassendean (T)	2016	M	50
Bayswater (C)	2006	F	199
Bayswater (C)	2006	M	152
Bayswater (C)	2011	F	304
Bayswater (C)	2011	M	249
Bayswater (C)	2016	F	465
Bayswater (C)	2016	M	297
Belmont (C)	2006	F	126
Belmont (C)	2006	M	139
Belmont (C)	2011	F	226
Belmont (C)	2011	M	213
Belmont (C)	2016	F	355
Belmont (C)	2016	M	261
Beverley (S)	2006	F	0
Beverley (S)	2006	M	0
Beverley (S)	2011	F	5
Beverley (S)	2011	M	0
Beverley (S)	2016	F	4
Beverley (S)	2016	M	4
Boddington (S)	2006	F	0
Boddington (S)	2006	M	3
Boddington (S)	2011	F	0
Boddington (S)	2011	M	10
Boddington (S)	2016	F	7
Boddington (S)	2016	M	3
Boyup Brook (S)	2006	F	7
Boyup Brook (S)	2006	M	9
Boyup Brook (S)	2011	F	4
Boyup Brook (S)	2011	M	0
Boyup Brook (S)	2016	F	7
Boyup Brook (S)	2016	M	7
Bridgetown-Greenbushes (S)	2006	F	11
Bridgetown-Greenbushes (S)	2006	M	14
Bridgetown-Greenbushes (S)	2011	F	3
Bridgetown-Greenbushes (S)	2011	M	7
Bridgetown-Greenbushes (S)	2016	F	10
Bridgetown-Greenbushes (S)	2016	M	13
Brookton (S)	2006	F	0
Brookton (S)	2006	M	0
Brookton (S)	2011	F	6
Brookton (S)	2011	M	0
Brookton (S)	2016	F	3
Brookton (S)	2016	M	0
Broome (S)	2006	F	325
Broome (S)	2006	M	292
Broome (S)	2011	F	342
Broome (S)	2011	M	347
Broome (S)	2016	F	363
Broome (S)	2016	M	289
Broomehill-Tambellup (S)	2006	F	0
Broomehill-Tambellup (S)	2006	M	0
Broomehill-Tambellup (S)	2011	F	0
Broomehill-Tambellup (S)	2011	M	4
Broomehill-Tambellup (S)	2016	F	3
Broomehill-Tambellup (S)	2016	M	3
Bruce Rock (S)	2006	F	0
Bruce Rock (S)	2006	M	3
Bruce Rock (S)	2011	F	0
Bruce Rock (S)	2011	M	0
Bruce Rock (S)	2016	F	4
Bruce Rock (S)	2016	M	5
Bunbury (C)	2006	F	49
Bunbury (C)	2006	M	54
Bunbury (C)	2011	F	79
Bunbury (C)	2011	M	89
Bunbury (C)	2016	F	126
Bunbury (C)	2016	M	89
Busselton (C)	2006	F	128
Busselton (C)	2006	M	175
Busselton (C)	2011	F	146
Busselton (C)	2011	M	124
Busselton (C)	2016	F	265
Busselton (C)	2016	M	200
Cambridge (T)	2006	F	132
Cambridge (T)	2006	M	111
Cambridge (T)	2011	F	150
Cambridge (T)	2011	M	127
Cambridge (T)	2016	F	191
Cambridge (T)	2016	M	115
Canning (C)	2006	F	440
Canning (C)	2006	M	347
Canning (C)	2011	F	575
Canning (C)	2011	M	489
Canning (C)	2016	F	934
Canning (C)	2016	M	729
Capel (S)	2006	F	20
Capel (S)	2006	M	14
Capel (S)	2011	F	34
Capel (S)	2011	M	24
Capel (S)	2016	F	50
Capel (S)	2016	M	24
Carnamah (S)	2006	F	3
Carnamah (S)	2006	M	6
Carnamah (S)	2011	F	0
Carnamah (S)	2011	M	3
Carnamah (S)	2016	F	3
Carnamah (S)	2016	M	11
Carnarvon (S)	2006	F	128
Carnarvon (S)	2006	M	115
Carnarvon (S)	2011	F	123
Carnarvon (S)	2011	M	105
Carnarvon (S)	2016	F	108
Carnarvon (S)	2016	M	87
Chapman Valley (S)	2006	F	0
Chapman Valley (S)	2006	M	0
Chapman Valley (S)	2011	F	7
Chapman Valley (S)	2011	M	0
Chapman Valley (S)	2016	F	0
Chapman Valley (S)	2016	M	0
Chittering (S)	2006	F	19
Chittering (S)	2006	M	20
Chittering (S)	2011	F	18
Chittering (S)	2011	M	7
Chittering (S)	2016	F	10
Chittering (S)	2016	M	7
Claremont (T)	2006	F	76
Claremont (T)	2006	M	83
Claremont (T)	2011	F	77
Claremont (T)	2011	M	74
Claremont (T)	2016	F	77
Claremont (T)	2016	M	49
Cockburn (C)	2006	F	212
Cockburn (C)	2006	M	306
Cockburn (C)	2011	F	317
Cockburn (C)	2011	M	281
Cockburn (C)	2016	F	625
Cockburn (C)	2016	M	449
Collie (S)	2006	F	5
Collie (S)	2006	M	8
Collie (S)	2011	F	5
Collie (S)	2011	M	19
Collie (S)	2016	F	16
Collie (S)	2016	M	9
Coolgardie (S)	2006	F	8
Coolgardie (S)	2006	M	15
Coolgardie (S)	2011	F	13
Coolgardie (S)	2011	M	14
Coolgardie (S)	2016	F	7
Coolgardie (S)	2016	M	11
Coorow (S)	2006	F	4
Coorow (S)	2006	M	0
Coorow (S)	2011	F	17
Coorow (S)	2011	M	9
Coorow (S)	2016	F	3
Coorow (S)	2016	M	4
Corrigin (S)	2006	F	3
Corrigin (S)	2006	M	0
Corrigin (S)	2011	F	0
Corrigin (S)	2011	M	0
Corrigin (S)	2016	F	0
Corrigin (S)	2016	M	5
Cottesloe (T)	2006	F	80
Cottesloe (T)	2006	M	95
Cottesloe (T)	2011	F	95
Cottesloe (T)	2011	M	79
Cottesloe (T)	2016	F	71
Cottesloe (T)	2016	M	44
Cranbrook (S)	2006	F	5
Cranbrook (S)	2006	M	9
Cranbrook (S)	2011	F	13
Cranbrook (S)	2011	M	18
Cranbrook (S)	2016	F	3
Cranbrook (S)	2016	M	0
Cuballing (S)	2006	F	3
Cuballing (S)	2006	M	0
Cuballing (S)	2011	F	3
Cuballing (S)	2011	M	0
Cuballing (S)	2016	F	0
Cuballing (S)	2016	M	0
Cue (S)	2006	F	0
Cue (S)	2006	M	0
Cue (S)	2011	F	3
Cue (S)	2011	M	0
Cue (S)	2016	F	5
Cue (S)	2016	M	3
Cunderdin (S)	2006	F	3
Cunderdin (S)	2006	M	0
Cunderdin (S)	2011	F	4
Cunderdin (S)	2011	M	6
Cunderdin (S)	2016	F	3
Cunderdin (S)	2016	M	0
Dalwallinu (S)	2006	F	4
Dalwallinu (S)	2006	M	0
Dalwallinu (S)	2011	F	12
Dalwallinu (S)	2011	M	3
Dalwallinu (S)	2016	F	11
Dalwallinu (S)	2016	M	9
Dandaragan (S)	2006	F	54
Dandaragan (S)	2006	M	51
Dandaragan (S)	2011	F	55
Dandaragan (S)	2011	M	71
Dandaragan (S)	2016	F	36
Dandaragan (S)	2016	M	49
Dardanup (S)	2006	F	10
Dardanup (S)	2006	M	30
Dardanup (S)	2011	F	22
Dardanup (S)	2011	M	8
Dardanup (S)	2016	F	36
Dardanup (S)	2016	M	15
Denmark (S)	2006	F	14
Denmark (S)	2006	M	13
Denmark (S)	2011	F	20
Denmark (S)	2011	M	19
Denmark (S)	2016	F	11
Denmark (S)	2016	M	18
Derby-West Kimberley (S)	2006	F	51
Derby-West Kimberley (S)	2006	M	52
Derby-West Kimberley (S)	2011	F	111
Derby-West Kimberley (S)	2011	M	88
Derby-West Kimberley (S)	2016	F	94
Derby-West Kimberley (S)	2016	M	81
Donnybrook-Balingup (S)	2006	F	23
Donnybrook-Balingup (S)	2006	M	9
Donnybrook-Balingup (S)	2011	F	55
Donnybrook-Balingup (S)	2011	M	48
Donnybrook-Balingup (S)	2016	F	35
Donnybrook-Balingup (S)	2016	M	28
Dowerin (S)	2006	F	3
Dowerin (S)	2006	M	3
Dowerin (S)	2011	F	0
Dowerin (S)	2011	M	0
Dowerin (S)	2016	F	0
Dowerin (S)	2016	M	0
Dumbleyung (S)	2006	F	0
