LGA_NAME16	Year	AustCitizen	Sex	persons
Wickepin (S)	2016	1	F	305
Wickepin (S)	2016	1	M	334
Williams (S)	2006	0		77
Williams (S)	2006	1	F	374
Williams (S)	2006	1	M	413
Williams (S)	2011	0		80
Williams (S)	2011	1	F	393
Williams (S)	2011	1	M	441
Williams (S)	2016	0		134
Williams (S)	2016	1	F	404
Williams (S)	2016	1	M	443
Wiluna (S)	2006	0		101
Wiluna (S)	2006	1	F	195
Wiluna (S)	2006	1	M	384
Wiluna (S)	2011	0		306
Wiluna (S)	2011	1	F	269
Wiluna (S)	2011	1	M	585
Wiluna (S)	2016	0		213
Wiluna (S)	2016	1	F	186
Wiluna (S)	2016	1	M	343
Wongan-Ballidu (S)	2006	0		127
Wongan-Ballidu (S)	2006	1	F	626
Wongan-Ballidu (S)	2006	1	M	632
Wongan-Ballidu (S)	2011	0		159
Wongan-Ballidu (S)	2011	1	F	620
Wongan-Ballidu (S)	2011	1	M	655
Wongan-Ballidu (S)	2016	0		140
Wongan-Ballidu (S)	2016	1	F	560
Wongan-Ballidu (S)	2016	1	M	631
Woodanilling (S)	2006	0		35
Woodanilling (S)	2006	1	F	168
Woodanilling (S)	2006	1	M	199
Woodanilling (S)	2011	0		16
Woodanilling (S)	2011	1	F	189
Woodanilling (S)	2011	1	M	212
Woodanilling (S)	2016	0		47
Woodanilling (S)	2016	1	F	167
Woodanilling (S)	2016	1	M	195
Wyalkatchem (S)	2006	0		33
Wyalkatchem (S)	2006	1	F	261
Wyalkatchem (S)	2006	1	M	268
Wyalkatchem (S)	2011	0		72
Wyalkatchem (S)	2011	1	F	214
Wyalkatchem (S)	2011	1	M	237
Wyalkatchem (S)	2016	0		82
Wyalkatchem (S)	2016	1	F	203
Wyalkatchem (S)	2016	1	M	231
Wyndham-East Kimberley (S)	2006	0		1300
Wyndham-East Kimberley (S)	2006	1	F	2530
Wyndham-East Kimberley (S)	2006	1	M	2764
Wyndham-East Kimberley (S)	2011	0		1298
Wyndham-East Kimberley (S)	2011	1	F	3167
Wyndham-East Kimberley (S)	2011	1	M	3335
Wyndham-East Kimberley (S)	2016	0		1407
Wyndham-East Kimberley (S)	2016	1	F	2894
Wyndham-East Kimberley (S)	2016	1	M	2847
Yalgoo (S)	2006	0		38
Yalgoo (S)	2006	1	F	92
Yalgoo (S)	2006	1	M	112
Yalgoo (S)	2011	0		98
Yalgoo (S)	2011	1	F	94
Yalgoo (S)	2011	1	M	210
Yalgoo (S)	2016	0		105
Yalgoo (S)	2016	1	F	84
Yalgoo (S)	2016	1	M	148
Yilgarn (S)	2006	0		201
Yilgarn (S)	2006	1	F	547
Yilgarn (S)	2006	1	M	665
Yilgarn (S)	2011	0		356
Yilgarn (S)	2011	1	F	509
Yilgarn (S)	2011	1	M	772
Yilgarn (S)	2016	0		270
Yilgarn (S)	2016	1	F	373
Yilgarn (S)	2016	1	M	559
York (S)	2006	0		299
York (S)	2006	1	F	1388
York (S)	2006	1	M	1430
York (S)	2011	0		414
York (S)	2011	1	F	1513
York (S)	2011	1	M	1468
York (S)	2016	0		585
York (S)	2016	1	F	1505
York (S)	2016	1	M	1516
No usual address (WA)	2006	1	F	1882
No usual address (WA)	2006	1	M	2441
No usual address (WA)	2011	1	F	2012
No usual address (WA)	2011	1	M	2639
No usual address (WA)	2016	1	F	1447
No usual address (WA)	2016	1	M	2133
Migratory - Offshore - Shipping (WA)	2006	1	F	21
Migratory - Offshore - Shipping (WA)	2006	1	M	246
Migratory - Offshore - Shipping (WA)	2011	1	F	26
Migratory - Offshore - Shipping (WA)	2011	1	M	260
Migratory - Offshore - Shipping (WA)	2016	1	F	20
Migratory - Offshore - Shipping (WA)	2016	1	M	250
Break O'Day (M)	2006	0		639
Break O'Day (M)	2006	1	F	2713
Break O'Day (M)	2006	1	M	2716
Break O'Day (M)	2011	0		556
Break O'Day (M)	2011	1	F	2784
Break O'Day (M)	2011	1	M	2853
Break O'Day (M)	2016	0		655
Break O'Day (M)	2016	1	F	2687
Break O'Day (M)	2016	1	M	2762
Brighton (M)	2006	0		1537
Brighton (M)	2006	1	F	6451
Brighton (M)	2006	1	M	6134
Brighton (M)	2011	0		1410
Brighton (M)	2011	1	F	7260
Brighton (M)	2011	1	M	6790
Brighton (M)	2016	0		1408
Brighton (M)	2016	1	F	7718
Brighton (M)	2016	1	M	7386
Burnie (C)	2006	0		1488
Burnie (C)	2006	1	F	9090
Burnie (C)	2006	1	M	8478
Burnie (C)	2011	0		1536
Burnie (C)	2011	1	F	9262
Burnie (C)	2011	1	M	8532
Burnie (C)	2016	0		1657
Burnie (C)	2016	1	F	8951
Burnie (C)	2016	1	M	8287
Central Coast (M) (Tas.)	2006	0		1629
Central Coast (M) (Tas.)	2006	1	F	9767
Central Coast (M) (Tas.)	2006	1	M	9268
Central Coast (M) (Tas.)	2011	0		1481
Central Coast (M) (Tas.)	2011	1	F	10197
Central Coast (M) (Tas.)	2011	1	M	9676
Central Coast (M) (Tas.)	2016	0		1804
Central Coast (M) (Tas.)	2016	1	F	10060
Central Coast (M) (Tas.)	2016	1	M	9498
Central Highlands (M) (Tas.)	2006	0		210
Central Highlands (M) (Tas.)	2006	1	F	959
Central Highlands (M) (Tas.)	2006	1	M	1075
Central Highlands (M) (Tas.)	2011	0		217
Central Highlands (M) (Tas.)	2011	1	F	965
Central Highlands (M) (Tas.)	2011	1	M	1079
Central Highlands (M) (Tas.)	2016	0		203
Central Highlands (M) (Tas.)	2016	1	F	916
Central Highlands (M) (Tas.)	2016	1	M	1022
Circular Head (M)	2006	0		633
Circular Head (M)	2006	1	F	3582
Circular Head (M)	2006	1	M	3741
Circular Head (M)	2011	0		807
Circular Head (M)	2011	1	F	3560
Circular Head (M)	2011	1	M	3611
Circular Head (M)	2016	0		912
Circular Head (M)	2016	1	F	3441
Circular Head (M)	2016	1	M	3573
Clarence (C)	2006	0		4337
Clarence (C)	2006	1	F	23497
Clarence (C)	2006	1	M	21804
Clarence (C)	2011	0		4379
Clarence (C)	2011	1	F	24546
Clarence (C)	2011	1	M	22927
Clarence (C)	2016	0		5026
Clarence (C)	2016	1	F	25889
Clarence (C)	2016	1	M	23904
Derwent Valley (M)	2006	0		994
Derwent Valley (M)	2006	1	F	4270
Derwent Valley (M)	2006	1	M	4214
Derwent Valley (M)	2011	0		698
Derwent Valley (M)	2011	1	F	4459
Derwent Valley (M)	2011	1	M	4549
Derwent Valley (M)	2016	0		891
Derwent Valley (M)	2016	1	F	4569
Derwent Valley (M)	2016	1	M	4561
Devonport (C)	2006	0		1868
Devonport (C)	2006	1	F	11559
Devonport (C)	2006	1	M	10588
Devonport (C)	2011	0		1998
Devonport (C)	2011	1	F	11851
Devonport (C)	2011	1	M	10768
Devonport (C)	2016	0		2159
Devonport (C)	2016	1	F	11896
Devonport (C)	2016	1	M	10641
Dorset (M)	2006	0		554
Dorset (M)	2006	1	F	3185
Dorset (M)	2006	1	M	3257
Dorset (M)	2011	0		496
Dorset (M)	2011	1	F	3188
Dorset (M)	2011	1	M	3144
Dorset (M)	2016	0		654
Dorset (M)	2016	1	F	2989
Dorset (M)	2016	1	M	2974
Flinders (M) (Tas.)	2006	0		57
Flinders (M) (Tas.)	2006	1	F	377
Flinders (M) (Tas.)	2006	1	M	425
Flinders (M) (Tas.)	2011	0		77
Flinders (M) (Tas.)	2011	1	F	327
Flinders (M) (Tas.)	2011	1	M	372
Flinders (M) (Tas.)	2016	0		88
Flinders (M) (Tas.)	2016	1	F	375
Flinders (M) (Tas.)	2016	1	M	443
George Town (M)	2006	0		605
George Town (M)	2006	1	F	2927
George Town (M)	2006	1	M	2997
George Town (M)	2011	0		538
George Town (M)	2011	1	F	3073
George Town (M)	2011	1	M	3025
George Town (M)	2016	0		853
George Town (M)	2016	1	F	2965
George Town (M)	2016	1	M	2946
Glamorgan/Spring Bay (M)	2006	0		405
Glamorgan/Spring Bay (M)	2006	1	F	1863
Glamorgan/Spring Bay (M)	2006	1	M	1920
Glamorgan/Spring Bay (M)	2011	0		337
Glamorgan/Spring Bay (M)	2011	1	F	1898
Glamorgan/Spring Bay (M)	2011	1	M	1956
Glamorgan/Spring Bay (M)	2016	0		537
Glamorgan/Spring Bay (M)	2016	1	F	1872
Glamorgan/Spring Bay (M)	2016	1	M	1991
Glenorchy (C)	2006	0		4071
Glenorchy (C)	2006	1	F	20512
Glenorchy (C)	2006	1	M	18831
Glenorchy (C)	2011	0		3998
Glenorchy (C)	2011	1	F	21160
Glenorchy (C)	2011	1	M	19497
Glenorchy (C)	2016	0		5449
Glenorchy (C)	2016	1	F	21070
Glenorchy (C)	2016	1	M	19734
Hobart (C)	2006	0		6409
Hobart (C)	2006	1	F	21427
Hobart (C)	2006	1	M	19862
Hobart (C)	2011	0		6917
Hobart (C)	2011	1	F	21603
Hobart (C)	2011	1	M	20186
Hobart (C)	2016	0		8778
Hobart (C)	2016	1	F	21471
Hobart (C)	2016	1	M	20190
Huon Valley (M)	2006	0		1249
Huon Valley (M)	2006	1	F	6303
Huon Valley (M)	2006	1	M	6449
Huon Valley (M)	2011	0		1285
Huon Valley (M)	2011	1	F	6893
Huon Valley (M)	2011	1	M	6962
Huon Valley (M)	2016	0		1733
Huon Valley (M)	2016	1	F	7253
Huon Valley (M)	2016	1	M	7213
Kentish (M)	2006	0		461
Kentish (M)	2006	1	F	2602
Kentish (M)	2006	1	M	2696
Kentish (M)	2011	0		485
Kentish (M)	2011	1	F	2723
Kentish (M)	2011	1	M	2878
Kentish (M)	2016	0		635
Kentish (M)	2016	1	F	2685
Kentish (M)	2016	1	M	2808
King Island (M)	2006	0		163
King Island (M)	2006	1	F	703
King Island (M)	2006	1	M	775
King Island (M)	2011	0		155
King Island (M)	2011	1	F	667
King Island (M)	2011	1	M	741
King Island (M)	2016	0		217
King Island (M)	2016	1	F	659
King Island (M)	2016	1	M	709
Kingborough (M)	2006	0		2618
Kingborough (M)	2006	1	F	14526
Kingborough (M)	2006	1	M	13692
Kingborough (M)	2011	0		2976
Kingborough (M)	2011	1	F	15928
Kingborough (M)	2011	1	M	14988
Kingborough (M)	2016	0		3506
Kingborough (M)	2016	1	F	16730
Kingborough (M)	2016	1	M	15617
Latrobe (M) (Tas.)	2006	0		637
Latrobe (M) (Tas.)	2006	1	F	3965
Latrobe (M) (Tas.)	2006	1	M	4028
Latrobe (M) (Tas.)	2011	0		682
Latrobe (M) (Tas.)	2011	1	F	4630
Latrobe (M) (Tas.)	2011	1	M	4521
Latrobe (M) (Tas.)	2016	0		915
Latrobe (M) (Tas.)	2016	1	F	4989
Latrobe (M) (Tas.)	2016	1	M	4795
Launceston (C)	2006	0		6081
Launceston (C)	2006	1	F	29244
Launceston (C)	2006	1	M	26896
Launceston (C)	2011	0		6550
Launceston (C)	2011	1	F	29817
Launceston (C)	2011	1	M	27826
Launceston (C)	2016	0		8561
Launceston (C)	2016	1	F	29371
Launceston (C)	2016	1	M	27342
Meander Valley (M)	2006	0		1534
Meander Valley (M)	2006	1	F	8618
Meander Valley (M)	2006	1	M	8198
Meander Valley (M)	2011	0		1266
Meander Valley (M)	2011	1	F	9108
Meander Valley (M)	2011	1	M	8515
Meander Valley (M)	2016	0		1831
Meander Valley (M)	2016	1	F	8905
Meander Valley (M)	2016	1	M	8546
Northern Midlands (M)	2006	0		856
Northern Midlands (M)	2006	1	F	5592
Northern Midlands (M)	2006	1	M	5644
Northern Midlands (M)	2011	0		801
Northern Midlands (M)	2011	1	F	5726
Northern Midlands (M)	2011	1	M	5703
Northern Midlands (M)	2016	0		1226
Northern Midlands (M)	2016	1	F	5845
Northern Midlands (M)	2016	1	M	5751
Sorell (M)	2006	0		907
Sorell (M)	2006	1	F	5526
Sorell (M)	2006	1	M	5493
Sorell (M)	2011	0		1051
Sorell (M)	2011	1	F	6141
Sorell (M)	2011	1	M	6004
Sorell (M)	2016	0		1341
Sorell (M)	2016	1	F	6599
Sorell (M)	2016	1	M	6474
Southern Midlands (M)	2006	0		460
Southern Midlands (M)	2006	1	F	2530
Southern Midlands (M)	2006	1	M	2683
Southern Midlands (M)	2011	0		463
Southern Midlands (M)	2011	1	F	2727
Southern Midlands (M)	2011	1	M	2857
Southern Midlands (M)	2016	0		544
Southern Midlands (M)	2016	1	F	2660
Southern Midlands (M)	2016	1	M	2839
Tasman (M)	2006	0		225
Tasman (M)	2006	1	F	1007
Tasman (M)	2006	1	M	1009
Tasman (M)	2011	0		190
Tasman (M)	2011	1	F	1039
Tasman (M)	2011	1	M	1126
Tasman (M)	2016	0		333
Tasman (M)	2016	1	F	976
Tasman (M)	2016	1	M	1063
Waratah/Wynyard (M)	2006	0		918
Waratah/Wynyard (M)	2006	1	F	6414
Waratah/Wynyard (M)	2006	1	M	6080
Waratah/Wynyard (M)	2011	0		1009
Waratah/Wynyard (M)	2011	1	F	6444
Waratah/Wynyard (M)	2011	1	M	6254
Waratah/Wynyard (M)	2016	0		1250
Waratah/Wynyard (M)	2016	1	F	6232
Waratah/Wynyard (M)	2016	1	M	6096
West Coast (M)	2006	0		465
West Coast (M)	2006	1	F	2162
West Coast (M)	2006	1	M	2376
West Coast (M)	2011	0		504
West Coast (M)	2011	1	F	1997
West Coast (M)	2011	1	M	2178
West Coast (M)	2016	0		472
West Coast (M)	2016	1	F	1764
West Coast (M)	2016	1	M	1913
West Tamar (M)	2006	0		1853
West Tamar (M)	2006	1	F	9648
West Tamar (M)	2006	1	M	9314
West Tamar (M)	2011	0		1724
West Tamar (M)	2011	1	F	10299
West Tamar (M)	2011	1	M	9793
West Tamar (M)	2016	0		2209
West Tamar (M)	2016	1	F	10460
West Tamar (M)	2016	1	M	10049
No usual address (Tas.)	2006	1	F	356
No usual address (Tas.)	2006	1	M	371
No usual address (Tas.)	2011	1	F	374
No usual address (Tas.)	2011	1	M	450
No usual address (Tas.)	2016	1	F	301
No usual address (Tas.)	2016	1	M	363
Migratory - Offshore - Shipping (Tas.)	2006	1	F	15
Migratory - Offshore - Shipping (Tas.)	2006	1	M	60
Migratory - Offshore - Shipping (Tas.)	2011	1	F	28
Migratory - Offshore - Shipping (Tas.)	2011	1	M	63
Migratory - Offshore - Shipping (Tas.)	2016	1	F	19
Migratory - Offshore - Shipping (Tas.)	2016	1	M	34
Alice Springs (T)	2006	0		4274
Alice Springs (T)	2006	1	F	10051
Alice Springs (T)	2006	1	M	9563
Alice Springs (T)	2011	0		5283
Alice Springs (T)	2011	1	F	10118
Alice Springs (T)	2011	1	M	9786
Alice Springs (T)	2016	0		6238
Alice Springs (T)	2016	1	F	9435
Alice Springs (T)	2016	1	M	9080
Barkly (R)	2006	0		761
Barkly (R)	2006	1	F	2938
Barkly (R)	2006	1	M	2975
Barkly (R)	2011	0		652
Barkly (R)	2011	1	F	3097
Barkly (R)	2011	1	M	3075
Barkly (R)	2016	0		789
Barkly (R)	2016	1	F	2894
Barkly (R)	2016	1	M	2972
Belyuen (S)	2006	0		5
Belyuen (S)	2006	1	F	80
Belyuen (S)	2006	1	M	91
Belyuen (S)	2011	0		4
Belyuen (S)	2011	1	F	87
Belyuen (S)	2011	1	M	90
Belyuen (S)	2016	0		8
Belyuen (S)	2016	1	F	72
Belyuen (S)	2016	1	M	84
Central Desert (R)	2006	0		93
Central Desert (R)	2006	1	F	1990
Central Desert (R)	2006	1	M	1898
Central Desert (R)	2011	0		129
Central Desert (R)	2011	1	F	1779
Central Desert (R)	2011	1	M	1810
Central Desert (R)	2016	0		250
Central Desert (R)	2016	1	F	1763
Central Desert (R)	2016	1	M	1664
Coomalie (S)	2006	0		333
Coomalie (S)	2006	1	F	365
Coomalie (S)	2006	1	M	408
Coomalie (S)	2011	0		246
Coomalie (S)	2011	1	F	416
Coomalie (S)	2011	1	M	449
Coomalie (S)	2016	0		324
Coomalie (S)	2016	1	F	482
Coomalie (S)	2016	1	M	513
Darwin (C)	2006	0		11208
Darwin (C)	2006	1	F	26837
Darwin (C)	2006	1	M	28245
Darwin (C)	2011	0		17204
Darwin (C)	2011	1	F	27303
Darwin (C)	2011	1	M	28422
Darwin (C)	2016	0		21125
Darwin (C)	2016	1	F	28042
Darwin (C)	2016	1	M	29637
East Arnhem (R)	2006	0		62
East Arnhem (R)	2006	1	F	4108
East Arnhem (R)	2006	1	M	3999
East Arnhem (R)	2011	0		63
East Arnhem (R)	2011	1	F	4545
East Arnhem (R)	2011	1	M	4492
East Arnhem (R)	2016	0		250
East Arnhem (R)	2016	1	F	4417
East Arnhem (R)	2016	1	M	4359
Katherine (T)	2006	0		1644
Katherine (T)	2006	1	F	3521
Katherine (T)	2006	1	M	3578
Katherine (T)	2011	0		1391
Katherine (T)	2011	1	F	3838
Katherine (T)	2011	1	M	3956
Katherine (T)	2016	0		2391
Katherine (T)	2016	1	F	3519
Katherine (T)	2016	1	M	3807
Litchfield (M)	2006	0		2462
Litchfield (M)	2006	1	F	5923
Litchfield (M)	2006	1	M	7169
Litchfield (M)	2011	0		3189
Litchfield (M)	2011	1	F	7224
Litchfield (M)	2011	1	M	8581
Litchfield (M)	2016	0		5674
Litchfield (M)	2016	1	F	8004
Litchfield (M)	2016	1	M	10177
MacDonnell (R)	2006	0		526
MacDonnell (R)	2006	1	F	2735
MacDonnell (R)	2006	1	M	2601
MacDonnell (R)	2011	0		802
MacDonnell (R)	2011	1	F	2636
MacDonnell (R)	2011	1	M	2394
MacDonnell (R)	2016	0		1109
MacDonnell (R)	2016	1	F	2574
MacDonnell (R)	2016	1	M	2346
Palmerston (C)	2006	0		3912
Palmerston (C)	2006	1	F	9895
Palmerston (C)	2006	1	M	9909
Palmerston (C)	2011	0		4321
Palmerston (C)	2011	1	F	11537
Palmerston (C)	2011	1	M	11847
Palmerston (C)	2016	0		6129
Palmerston (C)	2016	1	F	13602
Palmerston (C)	2016	1	M	14055
Roper Gulf (R)	2006	0		215
Roper Gulf (R)	2006	1	F	2628
Roper Gulf (R)	2006	1	M	2765
Roper Gulf (R)	2011	0		206
Roper Gulf (R)	2011	1	F	2963
Roper Gulf (R)	2011	1	M	2952
Roper Gulf (R)	2016	0		554
Roper Gulf (R)	2016	1	F	2911
Roper Gulf (R)	2016	1	M	3040
Tiwi Islands (R)	2006	0		20
Tiwi Islands (R)	2006	1	F	1032
Tiwi Islands (R)	2006	1	M	1077
Tiwi Islands (R)	2011	0		23
Tiwi Islands (R)	2011	1	F	1248
Tiwi Islands (R)	2011	1	M	1308
Tiwi Islands (R)	2016	0		114
Tiwi Islands (R)	2016	1	F	1175
Tiwi Islands (R)	2016	1	M	1164
Victoria Daly (R)	2006	0		257
Victoria Daly (R)	2006	1	F	1323
Victoria Daly (R)	2006	1	M	1324
Victoria Daly (R)	2011	0		186
Victoria Daly (R)	2011	1	F	1339
Victoria Daly (R)	2011	1	M	1376
Victoria Daly (R)	2016	0		433
Victoria Daly (R)	2016	1	F	1153
Victoria Daly (R)	2016	1	M	1224
Wagait (S)	2006	0		41
Wagait (S)	2006	1	F	130
Wagait (S)	2006	1	M	123
Wagait (S)	2011	0		41
Wagait (S)	2011	1	F	158
Wagait (S)	2011	1	M	171
Wagait (S)	2016	0		44
Wagait (S)	2016	1	F	205
Wagait (S)	2016	1	M	214
West Arnhem (R)	2006	0		481
West Arnhem (R)	2006	1	F	2510
West Arnhem (R)	2006	1	M	2711
West Arnhem (R)	2011	0		383
West Arnhem (R)	2011	1	F	2803
West Arnhem (R)	2011	1	M	3046
West Arnhem (R)	2016	0		603
West Arnhem (R)	2016	1	F	2732
West Arnhem (R)	2016	1	M	2853
West Daly (R)	2006	0		9
West Daly (R)	2006	1	F	1327
West Daly (R)	2006	1	M	1287
West Daly (R)	2011	0		20
West Daly (R)	2011	1	F	1501
West Daly (R)	2011	1	M	1503
West Daly (R)	2016	0		163
West Daly (R)	2016	1	F	1532
West Daly (R)	2016	1	M	1471
Unincorporated NT	2006	0		1950
Unincorporated NT	2006	1	F	2419
Unincorporated NT	2006	1	M	3100
Unincorporated NT	2011	0		2202
Unincorporated NT	2011	1	F	2565
Unincorporated NT	2011	1	M	3208
Unincorporated NT	2016	0		1886
Unincorporated NT	2016	1	F	2297
Unincorporated NT	2016	1	M	2724
No usual address (NT)	2006	1	F	636
No usual address (NT)	2006	1	M	790
No usual address (NT)	2011	1	F	619
No usual address (NT)	2011	1	M	756
No usual address (NT)	2016	1	F	813
No usual address (NT)	2016	1	M	945
Migratory - Offshore - Shipping (NT)	2006	1	F	15
Migratory - Offshore - Shipping (NT)	2006	1	M	56
Migratory - Offshore - Shipping (NT)	2011	1	F	13
Migratory - Offshore - Shipping (NT)	2011	1	M	65
Migratory - Offshore - Shipping (NT)	2016	1	F	7
Migratory - Offshore - Shipping (NT)	2016	1	M	11
Unincorporated ACT	2006	0		33742
Unincorporated ACT	2006	1	F	147329
Unincorporated ACT	2006	1	M	142254
Unincorporated ACT	2011	0		43320
Unincorporated ACT	2011	1	F	158717
Unincorporated ACT	2011	1	M	154549
Unincorporated ACT	2016	0		61278
Unincorporated ACT	2016	1	F	170137
Unincorporated ACT	2016	1	M	165442
No usual address (ACT)	2006	1	F	272
No usual address (ACT)	2006	1	M	292
No usual address (ACT)	2011	1	F	245
No usual address (ACT)	2011	1	M	239
No usual address (ACT)	2016	1	F	166
No usual address (ACT)	2016	1	M	208
Migratory - Offshore - Shipping (ACT)	2006	1	F	0
Migratory - Offshore - Shipping (ACT)	2006	1	M	0
Migratory - Offshore - Shipping (ACT)	2011	1	F	0
Migratory - Offshore - Shipping (ACT)	2011	1	M	0
Migratory - Offshore - Shipping (ACT)	2016	1	F	0
Migratory - Offshore - Shipping (ACT)	2016	1	M	0
Unincorp. Other Territories	2006	0		485
Unincorp. Other Territories	2006	1	F	842
Unincorp. Other Territories	2006	1	M	963
Unincorp. Other Territories	2011	0		1201
Unincorp. Other Territories	2011	1	F	824
Unincorp. Other Territories	2011	1	M	979
Unincorp. Other Territories	2016	0		1261
Unincorp. Other Territories	2016	1	F	1570
Unincorp. Other Territories	2016	1	M	1692
No usual address (OT)	2006	1	F	0
No usual address (OT)	2006	1	M	15
No usual address (OT)	2011	1	F	16
No usual address (OT)	2011	1	M	4
No usual address (OT)	2016	1	F	19
No usual address (OT)	2016	1	M	16
Migratory - Offshore - Shipping (OT)	2006	1	F	0
Migratory - Offshore - Shipping (OT)	2006	1	M	0
Migratory - Offshore - Shipping (OT)	2011	1	F	0
Migratory - Offshore - Shipping (OT)	2011	1	M	0
Migratory - Offshore - Shipping (OT)	2016	1	F	0
Migratory - Offshore - Shipping (OT)	2016	1	M	3
