LGA_NAME16	Year	SameAddress5YearsAgo	Sex	persons
Gilgandra (A)	2006		M	272
Gilgandra (A)	2006	0	F	766
Gilgandra (A)	2006	0	M	670
Gilgandra (A)	2006	1	F	1292
Gilgandra (A)	2006	1	M	1255
Gilgandra (A)	2011		F	282
Gilgandra (A)	2011		M	284
Gilgandra (A)	2011	0	F	645
Gilgandra (A)	2011	0	M	535
Gilgandra (A)	2011	1	F	1335
Gilgandra (A)	2011	1	M	1287
Gilgandra (A)	2016		F	292
Gilgandra (A)	2016		M	330
Gilgandra (A)	2016	0	F	627
Gilgandra (A)	2016	0	M	571
Gilgandra (A)	2016	1	F	1223
Gilgandra (A)	2016	1	M	1188
Glen Innes Severn (A)	2006		F	500
Glen Innes Severn (A)	2006		M	598
Glen Innes Severn (A)	2006	0	F	1655
Glen Innes Severn (A)	2006	0	M	1509
Glen Innes Severn (A)	2006	1	F	2296
Glen Innes Severn (A)	2006	1	M	2226
Glen Innes Severn (A)	2011		F	462
Glen Innes Severn (A)	2011		M	585
Glen Innes Severn (A)	2011	0	F	1429
Glen Innes Severn (A)	2011	0	M	1333
Glen Innes Severn (A)	2011	1	F	2481
Glen Innes Severn (A)	2011	1	M	2368
Glen Innes Severn (A)	2016		F	712
Glen Innes Severn (A)	2016		M	812
Glen Innes Severn (A)	2016	0	F	1343
Glen Innes Severn (A)	2016	0	M	1220
Glen Innes Severn (A)	2016	1	F	2398
Glen Innes Severn (A)	2016	1	M	2348
Goulburn Mulwaree (A)	2006		F	1387
Goulburn Mulwaree (A)	2006		M	2035
Goulburn Mulwaree (A)	2006	0	F	4788
Goulburn Mulwaree (A)	2006	0	M	4599
Goulburn Mulwaree (A)	2006	1	F	6713
Goulburn Mulwaree (A)	2006	1	M	6563
Goulburn Mulwaree (A)	2011		F	1416
Goulburn Mulwaree (A)	2011		M	2112
Goulburn Mulwaree (A)	2011	0	F	4774
Goulburn Mulwaree (A)	2011	0	M	4508
Goulburn Mulwaree (A)	2011	1	F	7411
Goulburn Mulwaree (A)	2011	1	M	7261
Goulburn Mulwaree (A)	2016		F	2049
Goulburn Mulwaree (A)	2016		M	2611
Goulburn Mulwaree (A)	2016	0	F	5222
Goulburn Mulwaree (A)	2016	0	M	5034
Goulburn Mulwaree (A)	2016	1	F	7360
Goulburn Mulwaree (A)	2016	1	M	7337
Greater Hume Shire (A)	2006		F	463
Greater Hume Shire (A)	2006		M	506
Greater Hume Shire (A)	2006	0	F	1561
Greater Hume Shire (A)	2006	0	M	1508
Greater Hume Shire (A)	2006	1	F	2778
Greater Hume Shire (A)	2006	1	M	2912
Greater Hume Shire (A)	2011		F	533
Greater Hume Shire (A)	2011		M	568
Greater Hume Shire (A)	2011	0	F	1439
Greater Hume Shire (A)	2011	0	M	1311
Greater Hume Shire (A)	2011	1	F	2883
Greater Hume Shire (A)	2011	1	M	3078
Greater Hume Shire (A)	2016		F	709
Greater Hume Shire (A)	2016		M	693
Greater Hume Shire (A)	2016	0	F	1556
Greater Hume Shire (A)	2016	0	M	1392
Greater Hume Shire (A)	2016	1	F	2905
Greater Hume Shire (A)	2016	1	M	3102
Griffith (C)	2006		F	1653
Griffith (C)	2006		M	1792
Griffith (C)	2006	0	F	4065
Griffith (C)	2006	0	M	3941
Griffith (C)	2006	1	F	6181
Griffith (C)	2006	1	M	6170
Griffith (C)	2011		F	1593
Griffith (C)	2011		M	1808
Griffith (C)	2011	0	F	3847
Griffith (C)	2011	0	M	3779
Griffith (C)	2011	1	F	6689
Griffith (C)	2011	1	M	6649
Griffith (C)	2016		F	2163
Griffith (C)	2016		M	2188
Griffith (C)	2016	0	F	3931
Griffith (C)	2016	0	M	3838
Griffith (C)	2016	1	F	6753
Griffith (C)	2016	1	M	6769
Gundagai (A)	2006		F	528
Gundagai (A)	2006		M	541
Gundagai (A)	2006	0	F	1800
Gundagai (A)	2006	0	M	1583
Gundagai (A)	2006	1	F	3312
Gundagai (A)	2006	1	M	3245
Gundagai (A)	2011		F	582
Gundagai (A)	2011		M	630
Gundagai (A)	2011	0	F	1633
Gundagai (A)	2011	0	M	1471
Gundagai (A)	2011	1	F	3359
Gundagai (A)	2011	1	M	3322
Gundagai (A)	2016		F	707
Gundagai (A)	2016		M	774
Gundagai (A)	2016	0	F	1642
Gundagai (A)	2016	0	M	1536
Gundagai (A)	2016	1	F	3275
Gundagai (A)	2016	1	M	3204
Gunnedah (A)	2006		F	624
Gunnedah (A)	2006		M	698
Gunnedah (A)	2006	0	F	2016
Gunnedah (A)	2006	0	M	1912
Gunnedah (A)	2006	1	F	3143
Gunnedah (A)	2006	1	M	3138
Gunnedah (A)	2011		F	835
Gunnedah (A)	2011		M	850
Gunnedah (A)	2011	0	F	2013
Gunnedah (A)	2011	0	M	1901
Gunnedah (A)	2011	1	F	3186
Gunnedah (A)	2011	1	M	3282
Gunnedah (A)	2016		F	958
Gunnedah (A)	2016		M	1013
Gunnedah (A)	2016	0	F	2110
Gunnedah (A)	2016	0	M	1978
Gunnedah (A)	2016	1	F	3039
Gunnedah (A)	2016	1	M	3114
Gwydir (A)	2006		F	255
Gwydir (A)	2006		M	289
Gwydir (A)	2006	0	F	843
Gwydir (A)	2006	0	M	840
Gwydir (A)	2006	1	F	1516
Gwydir (A)	2006	1	M	1568
Gwydir (A)	2011		F	215
Gwydir (A)	2011		M	253
Gwydir (A)	2011	0	F	694
Gwydir (A)	2011	0	M	673
Gwydir (A)	2011	1	F	1544
Gwydir (A)	2011	1	M	1586
Gwydir (A)	2016		F	424
Gwydir (A)	2016		M	463
Gwydir (A)	2016	0	F	709
Gwydir (A)	2016	0	M	680
Gwydir (A)	2016	1	F	1459
Gwydir (A)	2016	1	M	1514
Hawkesbury (C)	2006		F	3729
Hawkesbury (C)	2006		M	4025
Hawkesbury (C)	2006	0	F	9924
Hawkesbury (C)	2006	0	M	9523
Hawkesbury (C)	2006	1	F	16766
Hawkesbury (C)	2006	1	M	16593
Hawkesbury (C)	2011		F	3585
Hawkesbury (C)	2011		M	3800
Hawkesbury (C)	2011	0	F	9678
Hawkesbury (C)	2011	0	M	9336
Hawkesbury (C)	2011	1	F	18034
Hawkesbury (C)	2011	1	M	17920
Hawkesbury (C)	2016		F	3952
Hawkesbury (C)	2016		M	4064
Hawkesbury (C)	2016	0	F	10806
Hawkesbury (C)	2016	0	M	10252
Hawkesbury (C)	2016	1	F	17877
Hawkesbury (C)	2016	1	M	17636
Hay (A)	2006		F	200
Hay (A)	2006		M	179
Hay (A)	2006	0	F	540
Hay (A)	2006	0	M	537
Hay (A)	2006	1	F	938
Hay (A)	2006	1	M	985
Hay (A)	2011		F	155
Hay (A)	2011		M	169
Hay (A)	2011	0	F	402
Hay (A)	2011	0	M	392
Hay (A)	2011	1	F	919
Hay (A)	2011	1	M	915
Hay (A)	2016		F	249
Hay (A)	2016		M	268
Hay (A)	2016	0	F	411
Hay (A)	2016	0	M	385
Hay (A)	2016	1	F	801
Hay (A)	2016	1	M	827
Hilltops (A)	2006		F	930
Hilltops (A)	2006		M	949
Hilltops (A)	2006	0	F	3228
Hilltops (A)	2006	0	M	3062
Hilltops (A)	2006	1	F	4881
Hilltops (A)	2006	1	M	4810
Hilltops (A)	2011		F	1102
Hilltops (A)	2011		M	1143
Hilltops (A)	2011	0	F	2870
Hilltops (A)	2011	0	M	2643
Hilltops (A)	2011	1	F	5289
Hilltops (A)	2011	1	M	5163
Hilltops (A)	2016		F	1214
Hilltops (A)	2016		M	1237
Hilltops (A)	2016	0	F	2961
Hilltops (A)	2016	0	M	2695
Hilltops (A)	2016	1	F	5227
Hilltops (A)	2016	1	M	5156
Hornsby (A)	2006		F	6286
Hornsby (A)	2006		M	6710
Hornsby (A)	2006	0	F	23195
Hornsby (A)	2006	0	M	21113
Hornsby (A)	2006	1	F	38612
Hornsby (A)	2006	1	M	36336
Hornsby (A)	2011		F	6479
Hornsby (A)	2011		M	6564
Hornsby (A)	2011	0	F	22434
Hornsby (A)	2011	0	M	20979
Hornsby (A)	2011	1	F	41457
Hornsby (A)	2011	1	M	39326
Hornsby (A)	2016		F	6606
Hornsby (A)	2016		M	6791
Hornsby (A)	2016	0	F	24450
Hornsby (A)	2016	0	M	22952
Hornsby (A)	2016	1	F	41971
Hornsby (A)	2016	1	M	39891
Hunters Hill (A)	2006		F	808
Hunters Hill (A)	2006		M	805
Hunters Hill (A)	2006	0	F	2338
Hunters Hill (A)	2006	0	M	2634
Hunters Hill (A)	2006	1	F	3482
Hunters Hill (A)	2006	1	M	3180
Hunters Hill (A)	2011		F	679
Hunters Hill (A)	2011		M	647
Hunters Hill (A)	2011	0	F	2232
Hunters Hill (A)	2011	0	M	2494
Hunters Hill (A)	2011	1	F	3766
Hunters Hill (A)	2011	1	M	3396
Hunters Hill (A)	2016		F	848
Hunters Hill (A)	2016		M	832
Hunters Hill (A)	2016	0	F	2393
Hunters Hill (A)	2016	0	M	2710
Hunters Hill (A)	2016	1	F	3775
Hunters Hill (A)	2016	1	M	3445
Inner West (A)	2006		F	11531
Inner West (A)	2006		M	12702
Inner West (A)	2006	0	F	33872
Inner West (A)	2006	0	M	31146
Inner West (A)	2006	1	F	36637
Inner West (A)	2006	1	M	34372
Inner West (A)	2011		F	11194
Inner West (A)	2011		M	12070
Inner West (A)	2011	0	F	36387
Inner West (A)	2011	0	M	33591
Inner West (A)	2011	1	F	39738
Inner West (A)	2011	1	M	36935
Inner West (A)	2016		F	12082
Inner West (A)	2016		M	12284
Inner West (A)	2016	0	F	39332
Inner West (A)	2016	0	M	37220
Inner West (A)	2016	1	F	41888
Inner West (A)	2016	1	M	39232
Inverell (A)	2006		F	864
Inverell (A)	2006		M	896
Inverell (A)	2006	0	F	3056
Inverell (A)	2006	0	M	2911
Inverell (A)	2006	1	F	3938
Inverell (A)	2006	1	M	3842
Inverell (A)	2011		F	890
Inverell (A)	2011		M	955
Inverell (A)	2011	0	F	2918
Inverell (A)	2011	0	M	2678
Inverell (A)	2011	1	F	4368
Inverell (A)	2011	1	M	4264
Inverell (A)	2016		F	1298
Inverell (A)	2016		M	1277
Inverell (A)	2016	0	F	2733
Inverell (A)	2016	0	M	2458
Inverell (A)	2016	1	F	4392
Inverell (A)	2016	1	M	4326
Junee (A)	2006		F	284
Junee (A)	2006		M	1078
Junee (A)	2006	0	F	739
Junee (A)	2006	0	M	750
Junee (A)	2006	1	F	1473
Junee (A)	2006	1	M	1456
Junee (A)	2011		F	324
Junee (A)	2011		M	1098
Junee (A)	2011	0	F	726
Junee (A)	2011	0	M	701
Junee (A)	2011	1	F	1489
Junee (A)	2011	1	M	1539
Junee (A)	2016		F	443
Junee (A)	2016		M	1299
Junee (A)	2016	0	F	788
Junee (A)	2016	0	M	741
Junee (A)	2016	1	F	1489
Junee (A)	2016	1	M	1534
Kempsey (A)	2006		F	1605
Kempsey (A)	2006		M	2070
Kempsey (A)	2006	0	F	4730
Kempsey (A)	2006	0	M	4500
Kempsey (A)	2006	1	F	7266
Kempsey (A)	2006	1	M	7215
Kempsey (A)	2011		F	1693
Kempsey (A)	2011		M	2127
Kempsey (A)	2011	0	F	4370
Kempsey (A)	2011	0	M	4022
Kempsey (A)	2011	1	F	7959
Kempsey (A)	2011	1	M	7962
Kempsey (A)	2016		F	2295
Kempsey (A)	2016		M	2643
Kempsey (A)	2016	0	F	4334
Kempsey (A)	2016	0	M	3990
Kempsey (A)	2016	1	F	7810
Kempsey (A)	2016	1	M	7814
Kiama (A)	2006		F	854
Kiama (A)	2006		M	898
Kiama (A)	2006	0	F	3018
Kiama (A)	2006	0	M	2782
Kiama (A)	2006	1	F	5813
Kiama (A)	2006	1	M	5616
Kiama (A)	2011		F	769
Kiama (A)	2011		M	875
Kiama (A)	2011	0	F	3459
Kiama (A)	2011	0	M	3172
Kiama (A)	2011	1	F	5968
Kiama (A)	2011	1	M	5745
Kiama (A)	2016		F	1249
Kiama (A)	2016		M	1240
Kiama (A)	2016	0	F	3733
Kiama (A)	2016	0	M	3548
Kiama (A)	2016	1	F	5954
Kiama (A)	2016	1	M	5740
Ku-ring-gai (A)	2006		F	4262
Ku-ring-gai (A)	2006		M	4350
Ku-ring-gai (A)	2006	0	F	17042
Ku-ring-gai (A)	2006	0	M	15535
Ku-ring-gai (A)	2006	1	F	31372
Ku-ring-gai (A)	2006	1	M	28518
Ku-ring-gai (A)	2011		F	4916
Ku-ring-gai (A)	2011		M	4858
Ku-ring-gai (A)	2011	0	F	19883
Ku-ring-gai (A)	2011	0	M	17883
Ku-ring-gai (A)	2011	1	F	32237
Ku-ring-gai (A)	2011	1	M	29516
Ku-ring-gai (A)	2016		F	5310
Ku-ring-gai (A)	2016		M	5077
Ku-ring-gai (A)	2016	0	F	23180
Ku-ring-gai (A)	2016	0	M	21482
Ku-ring-gai (A)	2016	1	F	32904
Ku-ring-gai (A)	2016	1	M	30098
Kyogle (A)	2006		F	472
Kyogle (A)	2006		M	462
Kyogle (A)	2006	0	F	1569
Kyogle (A)	2006	0	M	1502
Kyogle (A)	2006	1	F	2558
Kyogle (A)	2006	1	M	2699
Kyogle (A)	2011		F	485
Kyogle (A)	2011		M	545
Kyogle (A)	2011	0	F	1394
Kyogle (A)	2011	0	M	1320
Kyogle (A)	2011	1	F	2707
Kyogle (A)	2011	1	M	2777
Kyogle (A)	2016		F	633
Kyogle (A)	2016		M	686
Kyogle (A)	2016	0	F	1213
Kyogle (A)	2016	0	M	1151
Kyogle (A)	2016	1	F	2565
Kyogle (A)	2016	1	M	2692
Lachlan (A)	2006		F	414
Lachlan (A)	2006		M	392
Lachlan (A)	2006	0	F	979
Lachlan (A)	2006	0	M	902
Lachlan (A)	2006	1	F	1945
Lachlan (A)	2006	1	M	2041
Lachlan (A)	2011		F	380
Lachlan (A)	2011		M	432
Lachlan (A)	2011	0	F	873
Lachlan (A)	2011	0	M	802
Lachlan (A)	2011	1	F	1975
Lachlan (A)	2011	1	M	2012
Lachlan (A)	2016		F	586
Lachlan (A)	2016		M	658
Lachlan (A)	2016	0	F	844
Lachlan (A)	2016	0	M	745
Lachlan (A)	2016	1	F	1669
Lachlan (A)	2016	1	M	1697
Lake Macquarie (C)	2006		F	9088
Lake Macquarie (C)	2006		M	9607
Lake Macquarie (C)	2006	0	F	29902
Lake Macquarie (C)	2006	0	M	27670
Lake Macquarie (C)	2006	1	F	54511
Lake Macquarie (C)	2006	1	M	52360
Lake Macquarie (C)	2011		F	9271
Lake Macquarie (C)	2011		M	9528
Lake Macquarie (C)	2011	0	F	30111
Lake Macquarie (C)	2011	0	M	27936
Lake Macquarie (C)	2011	1	F	57314
Lake Macquarie (C)	2011	1	M	54847
Lake Macquarie (C)	2016		F	10678
Lake Macquarie (C)	2016		M	10685
Lake Macquarie (C)	2016	0	F	33702
Lake Macquarie (C)	2016	0	M	31211
Lake Macquarie (C)	2016	1	F	56697
Lake Macquarie (C)	2016	1	M	54398
Lane Cove (A)	2006		F	1931
Lane Cove (A)	2006		M	1952
Lane Cove (A)	2006	0	F	5830
Lane Cove (A)	2006	0	M	5843
Lane Cove (A)	2006	1	F	7781
Lane Cove (A)	2006	1	M	7089
Lane Cove (A)	2011		F	1671
Lane Cove (A)	2011		M	1708
Lane Cove (A)	2011	0	F	6314
Lane Cove (A)	2011	0	M	6000
Lane Cove (A)	2011	1	F	8267
Lane Cove (A)	2011	1	M	7550
Lane Cove (A)	2016		F	2058
Lane Cove (A)	2016		M	2091
Lane Cove (A)	2016	0	F	7923
Lane Cove (A)	2016	0	M	7944
Lane Cove (A)	2016	1	F	8332
Lane Cove (A)	2016	1	M	7698
Leeton (A)	2006		F	641
Leeton (A)	2006		M	806
Leeton (A)	2006	0	F	1897
Leeton (A)	2006	0	M	1816
Leeton (A)	2006	1	F	2938
Leeton (A)	2006	1	M	3009
Leeton (A)	2011		F	746
Leeton (A)	2011		M	677
Leeton (A)	2011	0	F	1845
Leeton (A)	2011	0	M	1752
Leeton (A)	2011	1	F	3007
Leeton (A)	2011	1	M	3007
Leeton (A)	2016		F	939
Leeton (A)	2016		M	892
Leeton (A)	2016	0	F	1767
Leeton (A)	2016	0	M	1655
Leeton (A)	2016	1	F	2927
Leeton (A)	2016	1	M	2983
Lismore (C)	2006		F	2179
Lismore (C)	2006		M	2422
Lismore (C)	2006	0	F	8761
Lismore (C)	2006	0	M	7946
Lismore (C)	2006	1	F	10727
Lismore (C)	2006	1	M	10175
Lismore (C)	2011		F	2203
Lismore (C)	2011		M	2382
Lismore (C)	2011	0	F	7947
Lismore (C)	2011	0	M	7311
Lismore (C)	2011	1	F	11714
Lismore (C)	2011	1	M	11213
Lismore (C)	2016		F	2967
Lismore (C)	2016		M	2972
Lismore (C)	2016	0	F	7395
Lismore (C)	2016	0	M	6765
Lismore (C)	2016	1	F	11798
Lismore (C)	2016	1	M	11238
Lithgow (C)	2006		F	1025
Lithgow (C)	2006		M	1463
Lithgow (C)	2006	0	F	3184
Lithgow (C)	2006	0	M	2938
Lithgow (C)	2006	1	F	5530
Lithgow (C)	2006	1	M	5620
Lithgow (C)	2011		F	1127
Lithgow (C)	2011		M	1574
Lithgow (C)	2011	0	F	2903
Lithgow (C)	2011	0	M	2797
Lithgow (C)	2011	1	F	5839
Lithgow (C)	2011	1	M	5918
Lithgow (C)	2016		F	1679
Lithgow (C)	2016		M	2079
Lithgow (C)	2016	0	F	3052
Lithgow (C)	2016	0	M	2790
Lithgow (C)	2016	1	F	5670
Lithgow (C)	2016	1	M	5820
Liverpool (C)	2006		F	12656
Liverpool (C)	2006		M	13428
Liverpool (C)	2006	0	F	26762
Liverpool (C)	2006	0	M	25968
Liverpool (C)	2006	1	F	43310
Liverpool (C)	2006	1	M	42482
Liverpool (C)	2011		F	12265
Liverpool (C)	2011		M	12552
Liverpool (C)	2011	0	F	27479
Liverpool (C)	2011	0	M	26529
Liverpool (C)	2011	1	F	51079
Liverpool (C)	2011	1	M	50245
Liverpool (C)	2016		F	14515
Liverpool (C)	2016		M	15086
Liverpool (C)	2016	0	F	34199
Liverpool (C)	2016	0	M	33183
Liverpool (C)	2016	1	F	54261
Liverpool (C)	2016	1	M	53082
Liverpool Plains (A)	2006		F	502
Liverpool Plains (A)	2006		M	511
Liverpool Plains (A)	2006	0	F	1186
Liverpool Plains (A)	2006	0	M	1136
Liverpool Plains (A)	2006	1	F	2088
Liverpool Plains (A)	2006	1	M	2112
Liverpool Plains (A)	2011		F	403
Liverpool Plains (A)	2011		M	420
Liverpool Plains (A)	2011	0	F	1194
Liverpool Plains (A)	2011	0	M	1112
Liverpool Plains (A)	2011	1	F	2113
Liverpool Plains (A)	2011	1	M	2239
Liverpool Plains (A)	2016		F	611
Liverpool Plains (A)	2016		M	621
Liverpool Plains (A)	2016	0	F	1112
Liverpool Plains (A)	2016	0	M	1059
Liverpool Plains (A)	2016	1	F	2092
Liverpool Plains (A)	2016	1	M	2190
Lockhart (A)	2006		F	150
Lockhart (A)	2006		M	176
Lockhart (A)	2006	0	F	436
Lockhart (A)	2006	0	M	395
Lockhart (A)	2006	1	F	973
Lockhart (A)	2006	1	M	1055
Lockhart (A)	2011		F	161
Lockhart (A)	2011		M	148
Lockhart (A)	2011	0	F	384
Lockhart (A)	2011	0	M	370
Lockhart (A)	2011	1	F	929
Lockhart (A)	2011	1	M	1009
Lockhart (A)	2016		F	265
Lockhart (A)	2016		M	228
Lockhart (A)	2016	0	F	406
Lockhart (A)	2016	0	M	348
Lockhart (A)	2016	1	F	908
Lockhart (A)	2016	1	M	961
Maitland (C)	2006		F	3703
Maitland (C)	2006		M	3886
Maitland (C)	2006	0	F	12134
Maitland (C)	2006	0	M	11208
Maitland (C)	2006	1	F	15792
Maitland (C)	2006	1	M	15158
Maitland (C)	2011		F	3889
Maitland (C)	2011		M	4106
Maitland (C)	2011	0	F	12007
Maitland (C)	2011	0	M	11152
Maitland (C)	2011	1	F	18577
Maitland (C)	2011	1	M	17746
Maitland (C)	2016		F	4841
Maitland (C)	2016		M	5006
Maitland (C)	2016	0	F	15564
Maitland (C)	2016	0	M	14104
Maitland (C)	2016	1	F	19166
Maitland (C)	2016	1	M	18626
Mid-Coast (A)	2006		F	4078
Mid-Coast (A)	2006		M	4183
Mid-Coast (A)	2006	0	F	16388
Mid-Coast (A)	2006	0	M	15206
Mid-Coast (A)	2006	1	F	21728
Mid-Coast (A)	2006	1	M	21132
Mid-Coast (A)	2011		F	4585
Mid-Coast (A)	2011		M	4807
Mid-Coast (A)	2011	0	F	15004
Mid-Coast (A)	2011	0	M	13644
Mid-Coast (A)	2011	1	F	24313
Mid-Coast (A)	2011	1	M	23494
Mid-Coast (A)	2016		F	5710
Mid-Coast (A)	2016		M	5731
Mid-Coast (A)	2016	0	F	16587
Mid-Coast (A)	2016	0	M	15276
Mid-Coast (A)	2016	1	F	23918
Mid-Coast (A)	2016	1	M	23084
Mid-Western Regional (A)	2006		F	1172
Mid-Western Regional (A)	2006		M	1314
Mid-Western Regional (A)	2006	0	F	3818
Mid-Western Regional (A)	2006	0	M	3557
Mid-Western Regional (A)	2006	1	F	5538
Mid-Western Regional (A)	2006	1	M	5686
Mid-Western Regional (A)	2011		F	1257
Mid-Western Regional (A)	2011		M	1538
Mid-Western Regional (A)	2011	0	F	3930
Mid-Western Regional (A)	2011	0	M	3757
Mid-Western Regional (A)	2011	1	F	5846
Mid-Western Regional (A)	2011	1	M	5988
Mid-Western Regional (A)	2016		F	2131
Mid-Western Regional (A)	2016		M	2171
Mid-Western Regional (A)	2016	0	F	4225
Mid-Western Regional (A)	2016	0	M	4115
Mid-Western Regional (A)	2016	1	F	5619
Mid-Western Regional (A)	2016	1	M	5813
Moree Plains (A)	2006		F	1230
Moree Plains (A)	2006		M	1297
Moree Plains (A)	2006	0	F	2361
Moree Plains (A)	2006	0	M	2386
Moree Plains (A)	2006	1	F	3207
Moree Plains (A)	2006	1	M	3496
Moree Plains (A)	2011		F	1135
Moree Plains (A)	2011		M	1226
Moree Plains (A)	2011	0	F	2062
Moree Plains (A)	2011	0	M	2020
Moree Plains (A)	2011	1	F	3405
Moree Plains (A)	2011	1	M	3583
Moree Plains (A)	2016		F	1343
Moree Plains (A)	2016		M	1388
Moree Plains (A)	2016	0	F	1864
Moree Plains (A)	2016	0	M	1734
Moree Plains (A)	2016	1	F	3313
Moree Plains (A)	2016	1	M	3514
Mosman (A)	2006		F	1876
Mosman (A)	2006		M	1701
Mosman (A)	2006	0	F	5971
Mosman (A)	2006	0	M	5018
Mosman (A)	2006	1	F	6387
Mosman (A)	2006	1	M	5282
Mosman (A)	2011		F	1771
Mosman (A)	2011		M	1768
Mosman (A)	2011	0	F	6178
Mosman (A)	2011	0	M	5493
Mosman (A)	2011	1	F	6684
Mosman (A)	2011	1	M	5559
Mosman (A)	2016		F	1768
Mosman (A)	2016		M	1663
Mosman (A)	2016	0	F	6599
Mosman (A)	2016	0	M	5675
Mosman (A)	2016	1	F	6923
Mosman (A)	2016	1	M	5851
Murray River (A)	2006		F	556
Murray River (A)	2006		M	676
Murray River (A)	2006	0	F	2048
Murray River (A)	2006	0	M	1950
Murray River (A)	2006	1	F	2702
Murray River (A)	2006	1	M	2845
Murray River (A)	2011		F	528
Murray River (A)	2011		M	604
Murray River (A)	2011	0	F	1847
Murray River (A)	2011	0	M	1735
Murray River (A)	2011	1	F	3023
Murray River (A)	2011	1	M	3182
Murray River (A)	2016		F	814
Murray River (A)	2016		M	814
Murray River (A)	2016	0	F	2011
Murray River (A)	2016	0	M	1864
Murray River (A)	2016	1	F	3056
Murray River (A)	2016	1	M	3117
Murrumbidgee (A)	2006		F	229
Murrumbidgee (A)	2006		M	245
Murrumbidgee (A)	2006	0	F	658
Murrumbidgee (A)	2006	0	M	692
Murrumbidgee (A)	2006	1	F	1089
Murrumbidgee (A)	2006	1	M	1229
Murrumbidgee (A)	2011		F	230
Murrumbidgee (A)	2011		M	264
Murrumbidgee (A)	2011	0	F	460
Murrumbidgee (A)	2011	0	M	491
Murrumbidgee (A)	2011	1	F	1071
Murrumbidgee (A)	2011	1	M	1241
Murrumbidgee (A)	2016		F	316
Murrumbidgee (A)	2016		M	357
Murrumbidgee (A)	2016	0	F	507
Murrumbidgee (A)	2016	0	M	539
Murrumbidgee (A)	2016	1	F	989
Murrumbidgee (A)	2016	1	M	1130
Muswellbrook (A)	2006		F	1026
Muswellbrook (A)	2006		M	1418
Muswellbrook (A)	2006	0	F	2909
Muswellbrook (A)	2006	0	M	2784
Muswellbrook (A)	2006	1	F	3489
Muswellbrook (A)	2006	1	M	3609
Muswellbrook (A)	2011		F	1060
Muswellbrook (A)	2011		M	1446
Muswellbrook (A)	2011	0	F	2939
Muswellbrook (A)	2011	0	M	2903
Muswellbrook (A)	2011	1	F	3627
Muswellbrook (A)	2011	1	M	3813
Muswellbrook (A)	2016		F	1141
Muswellbrook (A)	2016		M	1509
Muswellbrook (A)	2016	0	F	3135
Muswellbrook (A)	2016	0	M	2965
Muswellbrook (A)	2016	1	F	3561
Muswellbrook (A)	2016	1	M	3769
Nambucca (A)	2006		F	997
Nambucca (A)	2006		M	1042
Nambucca (A)	2006	0	F	3511
Nambucca (A)	2006	0	M	3233
Nambucca (A)	2006	1	F	4608
Nambucca (A)	2006	1	M	4505
Nambucca (A)	2011		F	955
Nambucca (A)	2011		M	962
Nambucca (A)	2011	0	F	3233
Nambucca (A)	2011	0	M	2915
Nambucca (A)	2011	1	F	5363
Nambucca (A)	2011	1	M	5216
Nambucca (A)	2016		F	1330
Nambucca (A)	2016		M	1329
Nambucca (A)	2016	0	F	3138
Nambucca (A)	2016	0	M	2922
Nambucca (A)	2016	1	F	5326
Nambucca (A)	2016	1	M	5170
Narrabri (A)	2006		F	856
Narrabri (A)	2006		M	859
Narrabri (A)	2006	0	F	2149
Narrabri (A)	2006	0	M	2088
Narrabri (A)	2006	1	F	3519
Narrabri (A)	2006	1	M	3646
Narrabri (A)	2011		F	864
Narrabri (A)	2011		M	920
Narrabri (A)	2011	0	F	2026
Narrabri (A)	2011	0	M	1978
Narrabri (A)	2011	1	F	3555
Narrabri (A)	2011	1	M	3579
Narrabri (A)	2016		F	1265
Narrabri (A)	2016		M	1197
Narrabri (A)	2016	0	F	1807
Narrabri (A)	2016	0	M	1723
Narrabri (A)	2016	1	F	3487
Narrabri (A)	2016	1	M	3608
Narrandera (A)	2006		F	340
Narrandera (A)	2006		M	335
Narrandera (A)	2006	0	F	935
Narrandera (A)	2006	0	M	861
Narrandera (A)	2006	1	F	1761
Narrandera (A)	2006	1	M	1783
Narrandera (A)	2011		F	432
Narrandera (A)	2011		M	408
Narrandera (A)	2011	0	F	849
Narrandera (A)	2011	0	M	780
Narrandera (A)	2011	1	F	1704
Narrandera (A)	2011	1	M	1732
Narrandera (A)	2016		F	528
Narrandera (A)	2016		M	541
Narrandera (A)	2016	0	F	795
Narrandera (A)	2016	0	M	746
Narrandera (A)	2016	1	F	1630
Narrandera (A)	2016	1	M	1614
Narromine (A)	2006		F	385
Narromine (A)	2006		M	434
Narromine (A)	2006	0	F	1080
Narromine (A)	2006	0	M	1020
Narromine (A)	2006	1	F	1806
Narromine (A)	2006	1	M	1781
Narromine (A)	2011		F	411
Narromine (A)	2011		M	472
Narromine (A)	2011	0	F	1030
Narromine (A)	2011	0	M	931
Narromine (A)	2011	1	F	1852
Narromine (A)	2011	1	M	1890
Narromine (A)	2016		F	559
Narromine (A)	2016		M	561
Narromine (A)	2016	0	F	883
Narromine (A)	2016	0	M	800
Narromine (A)	2016	1	F	1784
Narromine (A)	2016	1	M	1853
Newcastle (C)	2006		F	8218
Newcastle (C)	2006		M	8772
Newcastle (C)	2006	0	F	27065
Newcastle (C)	2006	0	M	25491
Newcastle (C)	2006	1	F	37319
Newcastle (C)	2006	1	M	34887
