LGA_NAME16	Year	EduInstitutionType	students
Mount Alexander (S)	2016	Secondary	1012
Mount Alexander (S)	2016	Technical or Further Educational Institution	209
Mount Alexander (S)	2016	University or other tertiary	397
Moyne (S)	2006		1115
Moyne (S)	2006	Infants/Primary	1522
Moyne (S)	2006	Pre-school	260
Moyne (S)	2006	Secondary	1273
Moyne (S)	2006	Technical or Further Educational Institution	280
Moyne (S)	2006	University or other tertiary	207
Moyne (S)	2011		1050
Moyne (S)	2011	Infants/Primary	1463
Moyne (S)	2011	Pre-school	305
Moyne (S)	2011	Secondary	1206
Moyne (S)	2011	Technical or Further Educational Institution	314
Moyne (S)	2011	University or other tertiary	278
Moyne (S)	2016		1609
Moyne (S)	2016	Infants/Primary	1541
Moyne (S)	2016	Pre-school	275
Moyne (S)	2016	Secondary	1088
Moyne (S)	2016	Technical or Further Educational Institution	241
Moyne (S)	2016	University or other tertiary	267
Murrindindi (S)	2006		1330
Murrindindi (S)	2006	Infants/Primary	1139
Murrindindi (S)	2006	Pre-school	194
Murrindindi (S)	2006	Secondary	884
Murrindindi (S)	2006	Technical or Further Educational Institution	225
Murrindindi (S)	2006	University or other tertiary	186
Murrindindi (S)	2011		1038
Murrindindi (S)	2011	Infants/Primary	919
Murrindindi (S)	2011	Pre-school	227
Murrindindi (S)	2011	Secondary	783
Murrindindi (S)	2011	Technical or Further Educational Institution	245
Murrindindi (S)	2011	University or other tertiary	194
Murrindindi (S)	2016		1464
Murrindindi (S)	2016	Infants/Primary	1027
Murrindindi (S)	2016	Pre-school	179
Murrindindi (S)	2016	Secondary	692
Murrindindi (S)	2016	Technical or Further Educational Institution	195
Murrindindi (S)	2016	University or other tertiary	221
Nillumbik (S)	2006		3726
Nillumbik (S)	2006	Infants/Primary	6154
Nillumbik (S)	2006	Pre-school	1283
Nillumbik (S)	2006	Secondary	5592
Nillumbik (S)	2006	Technical or Further Educational Institution	1441
Nillumbik (S)	2006	University or other tertiary	2438
Nillumbik (S)	2011		2968
Nillumbik (S)	2011	Infants/Primary	5822
Nillumbik (S)	2011	Pre-school	1298
Nillumbik (S)	2011	Secondary	5353
Nillumbik (S)	2011	Technical or Further Educational Institution	1397
Nillumbik (S)	2011	University or other tertiary	2786
Nillumbik (S)	2016		3188
Nillumbik (S)	2016	Infants/Primary	5845
Nillumbik (S)	2016	Pre-school	1111
Nillumbik (S)	2016	Secondary	5129
Nillumbik (S)	2016	Technical or Further Educational Institution	1028
Nillumbik (S)	2016	University or other tertiary	3059
Northern Grampians (S)	2006		852
Northern Grampians (S)	2006	Infants/Primary	1018
Northern Grampians (S)	2006	Pre-school	186
Northern Grampians (S)	2006	Secondary	870
Northern Grampians (S)	2006	Technical or Further Educational Institution	209
Northern Grampians (S)	2006	University or other tertiary	120
Northern Grampians (S)	2011		802
Northern Grampians (S)	2011	Infants/Primary	936
Northern Grampians (S)	2011	Pre-school	148
Northern Grampians (S)	2011	Secondary	787
Northern Grampians (S)	2011	Technical or Further Educational Institution	168
Northern Grampians (S)	2011	University or other tertiary	144
Northern Grampians (S)	2016		1018
Northern Grampians (S)	2016	Infants/Primary	741
Northern Grampians (S)	2016	Pre-school	139
Northern Grampians (S)	2016	Secondary	702
Northern Grampians (S)	2016	Technical or Further Educational Institution	100
Northern Grampians (S)	2016	University or other tertiary	136
Port Phillip (C)	2006		13077
Port Phillip (C)	2006	Infants/Primary	2751
Port Phillip (C)	2006	Pre-school	917
Port Phillip (C)	2006	Secondary	2005
Port Phillip (C)	2006	Technical or Further Educational Institution	1510
Port Phillip (C)	2006	University or other tertiary	5591
Port Phillip (C)	2011		9164
Port Phillip (C)	2011	Infants/Primary	3634
Port Phillip (C)	2011	Pre-school	1158
Port Phillip (C)	2011	Secondary	2298
Port Phillip (C)	2011	Technical or Further Educational Institution	1663
Port Phillip (C)	2011	University or other tertiary	5932
Port Phillip (C)	2016		11562
Port Phillip (C)	2016	Infants/Primary	4620
Port Phillip (C)	2016	Pre-school	1228
Port Phillip (C)	2016	Secondary	2993
Port Phillip (C)	2016	Technical or Further Educational Institution	1529
Port Phillip (C)	2016	University or other tertiary	6489
Pyrenees (S)	2006		590
Pyrenees (S)	2006	Infants/Primary	572
Pyrenees (S)	2006	Pre-school	79
Pyrenees (S)	2006	Secondary	439
Pyrenees (S)	2006	Technical or Further Educational Institution	97
Pyrenees (S)	2006	University or other tertiary	78
Pyrenees (S)	2011		557
Pyrenees (S)	2011	Infants/Primary	489
Pyrenees (S)	2011	Pre-school	100
Pyrenees (S)	2011	Secondary	445
Pyrenees (S)	2011	Technical or Further Educational Institution	78
Pyrenees (S)	2011	University or other tertiary	116
Pyrenees (S)	2016		1065
Pyrenees (S)	2016	Infants/Primary	507
Pyrenees (S)	2016	Pre-school	96
Pyrenees (S)	2016	Secondary	379
Pyrenees (S)	2016	Technical or Further Educational Institution	63
Pyrenees (S)	2016	University or other tertiary	110
Queenscliffe (B)	2006		248
Queenscliffe (B)	2006	Infants/Primary	202
Queenscliffe (B)	2006	Pre-school	31
Queenscliffe (B)	2006	Secondary	177
Queenscliffe (B)	2006	Technical or Further Educational Institution	41
Queenscliffe (B)	2006	University or other tertiary	71
Queenscliffe (B)	2011		204
Queenscliffe (B)	2011	Infants/Primary	181
Queenscliffe (B)	2011	Pre-school	44
Queenscliffe (B)	2011	Secondary	174
Queenscliffe (B)	2011	Technical or Further Educational Institution	36
Queenscliffe (B)	2011	University or other tertiary	87
Queenscliffe (B)	2016		271
Queenscliffe (B)	2016	Infants/Primary	158
Queenscliffe (B)	2016	Pre-school	29
Queenscliffe (B)	2016	Secondary	151
Queenscliffe (B)	2016	Technical or Further Educational Institution	22
Queenscliffe (B)	2016	University or other tertiary	93
South Gippsland (S)	2006		1992
South Gippsland (S)	2006	Infants/Primary	2298
South Gippsland (S)	2006	Pre-school	371
South Gippsland (S)	2006	Secondary	1969
South Gippsland (S)	2006	Technical or Further Educational Institution	458
South Gippsland (S)	2006	University or other tertiary	278
South Gippsland (S)	2011		1698
South Gippsland (S)	2011	Infants/Primary	2194
South Gippsland (S)	2011	Pre-school	447
South Gippsland (S)	2011	Secondary	1900
South Gippsland (S)	2011	Technical or Further Educational Institution	502
South Gippsland (S)	2011	University or other tertiary	348
South Gippsland (S)	2016		2696
South Gippsland (S)	2016	Infants/Primary	2247
South Gippsland (S)	2016	Pre-school	438
South Gippsland (S)	2016	Secondary	1750
South Gippsland (S)	2016	Technical or Further Educational Institution	405
South Gippsland (S)	2016	University or other tertiary	443
Southern Grampians (S)	2006		1021
Southern Grampians (S)	2006	Infants/Primary	1457
Southern Grampians (S)	2006	Pre-school	298
Southern Grampians (S)	2006	Secondary	1338
Southern Grampians (S)	2006	Technical or Further Educational Institution	276
Southern Grampians (S)	2006	University or other tertiary	198
Southern Grampians (S)	2011		924
Southern Grampians (S)	2011	Infants/Primary	1327
Southern Grampians (S)	2011	Pre-school	304
Southern Grampians (S)	2011	Secondary	1255
Southern Grampians (S)	2011	Technical or Further Educational Institution	343
Southern Grampians (S)	2011	University or other tertiary	218
Southern Grampians (S)	2016		1245
Southern Grampians (S)	2016	Infants/Primary	1239
Southern Grampians (S)	2016	Pre-school	256
Southern Grampians (S)	2016	Secondary	1080
Southern Grampians (S)	2016	Technical or Further Educational Institution	222
Southern Grampians (S)	2016	University or other tertiary	184
Stonnington (C)	2006		10102
Stonnington (C)	2006	Infants/Primary	4763
Stonnington (C)	2006	Pre-school	1297
Stonnington (C)	2006	Secondary	4167
Stonnington (C)	2006	Technical or Further Educational Institution	1697
Stonnington (C)	2006	University or other tertiary	7493
Stonnington (C)	2011		7851
Stonnington (C)	2011	Infants/Primary	5210
Stonnington (C)	2011	Pre-school	1387
Stonnington (C)	2011	Secondary	4134
Stonnington (C)	2011	Technical or Further Educational Institution	1514
Stonnington (C)	2011	University or other tertiary	8004
Stonnington (C)	2016		8994
Stonnington (C)	2016	Infants/Primary	5633
Stonnington (C)	2016	Pre-school	1339
Stonnington (C)	2016	Secondary	4622
Stonnington (C)	2016	Technical or Further Educational Institution	1458
Stonnington (C)	2016	University or other tertiary	10132
Strathbogie (S)	2006		759
Strathbogie (S)	2006	Infants/Primary	671
Strathbogie (S)	2006	Pre-school	137
Strathbogie (S)	2006	Secondary	606
Strathbogie (S)	2006	Technical or Further Educational Institution	120
Strathbogie (S)	2006	University or other tertiary	106
Strathbogie (S)	2011		722
Strathbogie (S)	2011	Infants/Primary	608
Strathbogie (S)	2011	Pre-school	164
Strathbogie (S)	2011	Secondary	515
Strathbogie (S)	2011	Technical or Further Educational Institution	150
Strathbogie (S)	2011	University or other tertiary	108
Strathbogie (S)	2016		1050
Strathbogie (S)	2016	Infants/Primary	694
Strathbogie (S)	2016	Pre-school	138
Strathbogie (S)	2016	Secondary	516
Strathbogie (S)	2016	Technical or Further Educational Institution	146
Strathbogie (S)	2016	University or other tertiary	117
Surf Coast (S)	2006		1631
Surf Coast (S)	2006	Infants/Primary	1928
Surf Coast (S)	2006	Pre-school	461
Surf Coast (S)	2006	Secondary	1620
Surf Coast (S)	2006	Technical or Further Educational Institution	436
Surf Coast (S)	2006	University or other tertiary	597
Surf Coast (S)	2011		1665
Surf Coast (S)	2011	Infants/Primary	2436
Surf Coast (S)	2011	Pre-school	525
Surf Coast (S)	2011	Secondary	1762
Surf Coast (S)	2011	Technical or Further Educational Institution	491
Surf Coast (S)	2011	University or other tertiary	762
Surf Coast (S)	2016		2029
Surf Coast (S)	2016	Infants/Primary	2793
Surf Coast (S)	2016	Pre-school	594
Surf Coast (S)	2016	Secondary	2047
Surf Coast (S)	2016	Technical or Further Educational Institution	416
Surf Coast (S)	2016	University or other tertiary	950
Swan Hill (RC)	2006		1859
Swan Hill (RC)	2006	Infants/Primary	1895
Swan Hill (RC)	2006	Pre-school	326
Swan Hill (RC)	2006	Secondary	1517
Swan Hill (RC)	2006	Technical or Further Educational Institution	367
Swan Hill (RC)	2006	University or other tertiary	199
Swan Hill (RC)	2011		1781
Swan Hill (RC)	2011	Infants/Primary	1681
Swan Hill (RC)	2011	Pre-school	338
Swan Hill (RC)	2011	Secondary	1396
Swan Hill (RC)	2011	Technical or Further Educational Institution	423
Swan Hill (RC)	2011	University or other tertiary	201
Swan Hill (RC)	2016		2857
Swan Hill (RC)	2016	Infants/Primary	1591
Swan Hill (RC)	2016	Pre-school	323
Swan Hill (RC)	2016	Secondary	1306
Swan Hill (RC)	2016	Technical or Further Educational Institution	342
Swan Hill (RC)	2016	University or other tertiary	272
Towong (S)	2006		402
Towong (S)	2006	Infants/Primary	569
Towong (S)	2006	Pre-school	72
Towong (S)	2006	Secondary	442
Towong (S)	2006	Technical or Further Educational Institution	98
Towong (S)	2006	University or other tertiary	72
Towong (S)	2011		310
Towong (S)	2011	Infants/Primary	483
Towong (S)	2011	Pre-school	84
Towong (S)	2011	Secondary	467
Towong (S)	2011	Technical or Further Educational Institution	141
Towong (S)	2011	University or other tertiary	79
Towong (S)	2016		562
Towong (S)	2016	Infants/Primary	404
Towong (S)	2016	Pre-school	66
Towong (S)	2016	Secondary	399
Towong (S)	2016	Technical or Further Educational Institution	74
Towong (S)	2016	University or other tertiary	73
Wangaratta (RC)	2006		1787
Wangaratta (RC)	2006	Infants/Primary	2305
Wangaratta (RC)	2006	Pre-school	408
Wangaratta (RC)	2006	Secondary	1970
Wangaratta (RC)	2006	Technical or Further Educational Institution	543
Wangaratta (RC)	2006	University or other tertiary	369
Wangaratta (RC)	2011		1696
Wangaratta (RC)	2011	Infants/Primary	2232
Wangaratta (RC)	2011	Pre-school	387
Wangaratta (RC)	2011	Secondary	1878
Wangaratta (RC)	2011	Technical or Further Educational Institution	681
Wangaratta (RC)	2011	University or other tertiary	411
Wangaratta (RC)	2016		2577
Wangaratta (RC)	2016	Infants/Primary	2291
Wangaratta (RC)	2016	Pre-school	407
Wangaratta (RC)	2016	Secondary	1812
Wangaratta (RC)	2016	Technical or Further Educational Institution	456
Wangaratta (RC)	2016	University or other tertiary	472
Warrnambool (C)	2006		2447
Warrnambool (C)	2006	Infants/Primary	2858
Warrnambool (C)	2006	Pre-school	405
Warrnambool (C)	2006	Secondary	2153
Warrnambool (C)	2006	Technical or Further Educational Institution	882
Warrnambool (C)	2006	University or other tertiary	918
Warrnambool (C)	2011		2487
Warrnambool (C)	2011	Infants/Primary	2638
Warrnambool (C)	2011	Pre-school	426
Warrnambool (C)	2011	Secondary	2254
Warrnambool (C)	2011	Technical or Further Educational Institution	922
Warrnambool (C)	2011	University or other tertiary	1020
Warrnambool (C)	2016		2836
Warrnambool (C)	2016	Infants/Primary	2724
Warrnambool (C)	2016	Pre-school	441
Warrnambool (C)	2016	Secondary	2216
Warrnambool (C)	2016	Technical or Further Educational Institution	692
Warrnambool (C)	2016	University or other tertiary	868
Wellington (S)	2006		3661
Wellington (S)	2006	Infants/Primary	3605
Wellington (S)	2006	Pre-school	544
Wellington (S)	2006	Secondary	3064
Wellington (S)	2006	Technical or Further Educational Institution	738
Wellington (S)	2006	University or other tertiary	515
Wellington (S)	2011		3713
Wellington (S)	2011	Infants/Primary	3282
Wellington (S)	2011	Pre-school	640
Wellington (S)	2011	Secondary	2904
Wellington (S)	2011	Technical or Further Educational Institution	845
Wellington (S)	2011	University or other tertiary	606
Wellington (S)	2016		4748
Wellington (S)	2016	Infants/Primary	3387
Wellington (S)	2016	Pre-school	637
Wellington (S)	2016	Secondary	2642
Wellington (S)	2016	Technical or Further Educational Institution	574
Wellington (S)	2016	University or other tertiary	710
West Wimmera (S)	2006		255
West Wimmera (S)	2006	Infants/Primary	450
West Wimmera (S)	2006	Pre-school	48
West Wimmera (S)	2006	Secondary	341
West Wimmera (S)	2006	Technical or Further Educational Institution	55
West Wimmera (S)	2006	University or other tertiary	54
West Wimmera (S)	2011		261
West Wimmera (S)	2011	Infants/Primary	350
West Wimmera (S)	2011	Pre-school	61
West Wimmera (S)	2011	Secondary	281
West Wimmera (S)	2011	Technical or Further Educational Institution	48
West Wimmera (S)	2011	University or other tertiary	57
West Wimmera (S)	2016		271
West Wimmera (S)	2016	Infants/Primary	283
West Wimmera (S)	2016	Pre-school	52
West Wimmera (S)	2016	Secondary	269
West Wimmera (S)	2016	Technical or Further Educational Institution	30
West Wimmera (S)	2016	University or other tertiary	61
Whitehorse (C)	2006		9388
Whitehorse (C)	2006	Infants/Primary	10643
Whitehorse (C)	2006	Pre-school	2708
Whitehorse (C)	2006	Secondary	8907
Whitehorse (C)	2006	Technical or Further Educational Institution	3169
Whitehorse (C)	2006	University or other tertiary	8688
Whitehorse (C)	2011		9443
Whitehorse (C)	2011	Infants/Primary	11398
Whitehorse (C)	2011	Pre-school	2915
Whitehorse (C)	2011	Secondary	9450
Whitehorse (C)	2011	Technical or Further Educational Institution	3300
Whitehorse (C)	2011	University or other tertiary	11472
Whitehorse (C)	2016		9206
Whitehorse (C)	2016	Infants/Primary	12490
Whitehorse (C)	2016	Pre-school	2876
Whitehorse (C)	2016	Secondary	10620
Whitehorse (C)	2016	Technical or Further Educational Institution	2997
Whitehorse (C)	2016	University or other tertiary	14302
Whittlesea (C)	2006		9833
Whittlesea (C)	2006	Infants/Primary	11177
Whittlesea (C)	2006	Pre-school	2062
Whittlesea (C)	2006	Secondary	9060
Whittlesea (C)	2006	Technical or Further Educational Institution	2807
Whittlesea (C)	2006	University or other tertiary	3528
Whittlesea (C)	2011		11758
Whittlesea (C)	2011	Infants/Primary	12678
Whittlesea (C)	2011	Pre-school	2740
Whittlesea (C)	2011	Secondary	10261
Whittlesea (C)	2011	Technical or Further Educational Institution	3338
Whittlesea (C)	2011	University or other tertiary	5643
Whittlesea (C)	2016		13576
Whittlesea (C)	2016	Infants/Primary	17427
Whittlesea (C)	2016	Pre-school	3679
Whittlesea (C)	2016	Secondary	12190
Whittlesea (C)	2016	Technical or Further Educational Institution	3743
Whittlesea (C)	2016	University or other tertiary	9466
Wodonga (C)	2006		2111
Wodonga (C)	2006	Infants/Primary	3258
Wodonga (C)	2006	Pre-school	598
Wodonga (C)	2006	Secondary	2448
Wodonga (C)	2006	Technical or Further Educational Institution	1206
Wodonga (C)	2006	University or other tertiary	868
Wodonga (C)	2011		2362
Wodonga (C)	2011	Infants/Primary	3257
Wodonga (C)	2011	Pre-school	717
Wodonga (C)	2011	Secondary	2467
Wodonga (C)	2011	Technical or Further Educational Institution	1445
Wodonga (C)	2011	University or other tertiary	1012
Wodonga (C)	2016		3136
Wodonga (C)	2016	Infants/Primary	3575
Wodonga (C)	2016	Pre-school	807
Wodonga (C)	2016	Secondary	2601
Wodonga (C)	2016	Technical or Further Educational Institution	1142
Wodonga (C)	2016	University or other tertiary	984
Wyndham (C)	2006		10430
Wyndham (C)	2006	Infants/Primary	11034
Wyndham (C)	2006	Pre-school	1931
Wyndham (C)	2006	Secondary	8581
Wyndham (C)	2006	Technical or Further Educational Institution	1999
Wyndham (C)	2006	University or other tertiary	3133
Wyndham (C)	2011		13643
Wyndham (C)	2011	Infants/Primary	14764
Wyndham (C)	2011	Pre-school	2973
Wyndham (C)	2011	Secondary	10930
Wyndham (C)	2011	Technical or Further Educational Institution	3309
Wyndham (C)	2011	University or other tertiary	5585
Wyndham (C)	2016		17215
Wyndham (C)	2016	Infants/Primary	21939
Wyndham (C)	2016	Pre-school	4451
Wyndham (C)	2016	Secondary	13864
Wyndham (C)	2016	Technical or Further Educational Institution	3795
Wyndham (C)	2016	University or other tertiary	9226
