LGA_NAME16	Year	EduInstitutionType	students
Western Downs (R)	2011	Pre-school	353
Western Downs (R)	2011	Secondary	1806
Western Downs (R)	2011	Technical or Further Educational Institution	488
Western Downs (R)	2011	University or other tertiary	364
Western Downs (R)	2016		4199
Western Downs (R)	2016	Infants/Primary	3183
Western Downs (R)	2016	Pre-school	406
Western Downs (R)	2016	Secondary	2192
Western Downs (R)	2016	Technical or Further Educational Institution	456
Western Downs (R)	2016	University or other tertiary	445
Whitsunday (R)	2006		3891
Whitsunday (R)	2006	Infants/Primary	2300
Whitsunday (R)	2006	Pre-school	347
Whitsunday (R)	2006	Secondary	1457
Whitsunday (R)	2006	Technical or Further Educational Institution	477
Whitsunday (R)	2006	University or other tertiary	246
Whitsunday (R)	2011		3955
Whitsunday (R)	2011	Infants/Primary	2408
Whitsunday (R)	2011	Pre-school	266
Whitsunday (R)	2011	Secondary	1396
Whitsunday (R)	2011	Technical or Further Educational Institution	595
Whitsunday (R)	2011	University or other tertiary	279
Whitsunday (R)	2016		4812
Whitsunday (R)	2016	Infants/Primary	2574
Whitsunday (R)	2016	Pre-school	345
Whitsunday (R)	2016	Secondary	1709
Whitsunday (R)	2016	Technical or Further Educational Institution	463
Whitsunday (R)	2016	University or other tertiary	388
Winton (S)	2006		179
Winton (S)	2006	Infants/Primary	104
Winton (S)	2006	Pre-school	16
Winton (S)	2006	Secondary	37
Winton (S)	2006	Technical or Further Educational Institution	13
Winton (S)	2006	University or other tertiary	20
Winton (S)	2011		94
Winton (S)	2011	Infants/Primary	115
Winton (S)	2011	Pre-school	17
Winton (S)	2011	Secondary	29
Winton (S)	2011	Technical or Further Educational Institution	26
Winton (S)	2011	University or other tertiary	21
Winton (S)	2016		126
Winton (S)	2016	Infants/Primary	75
Winton (S)	2016	Pre-school	5
Winton (S)	2016	Secondary	43
Winton (S)	2016	Technical or Further Educational Institution	14
Winton (S)	2016	University or other tertiary	22
Woorabinda (S)	2006		143
Woorabinda (S)	2006	Infants/Primary	129
Woorabinda (S)	2006	Pre-school	8
Woorabinda (S)	2006	Secondary	57
Woorabinda (S)	2006	Technical or Further Educational Institution	8
Woorabinda (S)	2006	University or other tertiary	7
Woorabinda (S)	2011		49
Woorabinda (S)	2011	Infants/Primary	158
Woorabinda (S)	2011	Pre-school	10
Woorabinda (S)	2011	Secondary	42
Woorabinda (S)	2011	Technical or Further Educational Institution	6
Woorabinda (S)	2011	University or other tertiary	0
Woorabinda (S)	2016		95
Woorabinda (S)	2016	Infants/Primary	123
Woorabinda (S)	2016	Pre-school	14
Woorabinda (S)	2016	Secondary	83
Woorabinda (S)	2016	Technical or Further Educational Institution	3
Woorabinda (S)	2016	University or other tertiary	3
Wujal Wujal (S)	2006		11
Wujal Wujal (S)	2006	Infants/Primary	58
Wujal Wujal (S)	2006	Pre-school	0
Wujal Wujal (S)	2006	Secondary	13
Wujal Wujal (S)	2006	Technical or Further Educational Institution	5
Wujal Wujal (S)	2006	University or other tertiary	0
Wujal Wujal (S)	2011		3
Wujal Wujal (S)	2011	Infants/Primary	29
Wujal Wujal (S)	2011	Pre-school	7
Wujal Wujal (S)	2011	Secondary	3
Wujal Wujal (S)	2011	Technical or Further Educational Institution	3
Wujal Wujal (S)	2011	University or other tertiary	0
Wujal Wujal (S)	2016		16
Wujal Wujal (S)	2016	Infants/Primary	24
Wujal Wujal (S)	2016	Pre-school	3
Wujal Wujal (S)	2016	Secondary	8
Wujal Wujal (S)	2016	Technical or Further Educational Institution	0
Wujal Wujal (S)	2016	University or other tertiary	0
Yarrabah (S)	2006		111
Yarrabah (S)	2006	Infants/Primary	394
Yarrabah (S)	2006	Pre-school	66
Yarrabah (S)	2006	Secondary	182
Yarrabah (S)	2006	Technical or Further Educational Institution	17
Yarrabah (S)	2006	University or other tertiary	6
Yarrabah (S)	2011		62
Yarrabah (S)	2011	Infants/Primary	387
Yarrabah (S)	2011	Pre-school	47
Yarrabah (S)	2011	Secondary	158
Yarrabah (S)	2011	Technical or Further Educational Institution	8
Yarrabah (S)	2011	University or other tertiary	11
Yarrabah (S)	2016		154
Yarrabah (S)	2016	Infants/Primary	423
Yarrabah (S)	2016	Pre-school	47
Yarrabah (S)	2016	Secondary	229
Yarrabah (S)	2016	Technical or Further Educational Institution	21
Yarrabah (S)	2016	University or other tertiary	10
No usual address (Qld)	2006		1866
No usual address (Qld)	2006	Infants/Primary	393
No usual address (Qld)	2006	Pre-school	68
No usual address (Qld)	2006	Secondary	163
No usual address (Qld)	2006	Technical or Further Educational Institution	114
No usual address (Qld)	2006	University or other tertiary	302
No usual address (Qld)	2011		2031
No usual address (Qld)	2011	Infants/Primary	330
No usual address (Qld)	2011	Pre-school	41
No usual address (Qld)	2011	Secondary	139
No usual address (Qld)	2011	Technical or Further Educational Institution	139
No usual address (Qld)	2011	University or other tertiary	275
No usual address (Qld)	2016		2762
No usual address (Qld)	2016	Infants/Primary	264
No usual address (Qld)	2016	Pre-school	31
No usual address (Qld)	2016	Secondary	128
No usual address (Qld)	2016	Technical or Further Educational Institution	136
No usual address (Qld)	2016	University or other tertiary	301
Migratory - Offshore - Shipping (Qld)	2006		4
Migratory - Offshore - Shipping (Qld)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (Qld)	2006	Pre-school	0
Migratory - Offshore - Shipping (Qld)	2006	Secondary	0
Migratory - Offshore - Shipping (Qld)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Qld)	2006	University or other tertiary	0
Migratory - Offshore - Shipping (Qld)	2011		86
Migratory - Offshore - Shipping (Qld)	2011	Infants/Primary	9
Migratory - Offshore - Shipping (Qld)	2011	Pre-school	0
Migratory - Offshore - Shipping (Qld)	2011	Secondary	15
Migratory - Offshore - Shipping (Qld)	2011	Technical or Further Educational Institution	6
Migratory - Offshore - Shipping (Qld)	2011	University or other tertiary	7
Migratory - Offshore - Shipping (Qld)	2016		21
Migratory - Offshore - Shipping (Qld)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (Qld)	2016	Pre-school	0
Migratory - Offshore - Shipping (Qld)	2016	Secondary	7
Migratory - Offshore - Shipping (Qld)	2016	Technical or Further Educational Institution	3
Migratory - Offshore - Shipping (Qld)	2016	University or other tertiary	3
Adelaide (C)	2006		2653
Adelaide (C)	2006	Infants/Primary	339
Adelaide (C)	2006	Pre-school	64
Adelaide (C)	2006	Secondary	332
Adelaide (C)	2006	Technical or Further Educational Institution	369
Adelaide (C)	2006	University or other tertiary	3574
Adelaide (C)	2011		2440
Adelaide (C)	2011	Infants/Primary	397
Adelaide (C)	2011	Pre-school	90
Adelaide (C)	2011	Secondary	389
Adelaide (C)	2011	Technical or Further Educational Institution	502
Adelaide (C)	2011	University or other tertiary	4849
Adelaide (C)	2016		2802
Adelaide (C)	2016	Infants/Primary	499
Adelaide (C)	2016	Pre-school	104
Adelaide (C)	2016	Secondary	409
Adelaide (C)	2016	Technical or Further Educational Institution	518
Adelaide (C)	2016	University or other tertiary	5964
Adelaide Hills (DC)	2006		2260
Adelaide Hills (DC)	2006	Infants/Primary	3973
Adelaide Hills (DC)	2006	Pre-school	483
Adelaide Hills (DC)	2006	Secondary	2776
Adelaide Hills (DC)	2006	Technical or Further Educational Institution	765
Adelaide Hills (DC)	2006	University or other tertiary	1578
Adelaide Hills (DC)	2011		1962
Adelaide Hills (DC)	2011	Infants/Primary	4026
Adelaide Hills (DC)	2011	Pre-school	515
Adelaide Hills (DC)	2011	Secondary	2646
Adelaide Hills (DC)	2011	Technical or Further Educational Institution	712
Adelaide Hills (DC)	2011	University or other tertiary	1825
Adelaide Hills (DC)	2016		2216
Adelaide Hills (DC)	2016	Infants/Primary	3945
Adelaide Hills (DC)	2016	Pre-school	497
Adelaide Hills (DC)	2016	Secondary	2696
Adelaide Hills (DC)	2016	Technical or Further Educational Institution	566
Adelaide Hills (DC)	2016	University or other tertiary	1734
Alexandrina (DC)	2006		1915
Alexandrina (DC)	2006	Infants/Primary	1749
Alexandrina (DC)	2006	Pre-school	244
Alexandrina (DC)	2006	Secondary	1299
Alexandrina (DC)	2006	Technical or Further Educational Institution	352
Alexandrina (DC)	2006	University or other tertiary	252
Alexandrina (DC)	2011		1277
Alexandrina (DC)	2011	Infants/Primary	1930
Alexandrina (DC)	2011	Pre-school	269
Alexandrina (DC)	2011	Secondary	1348
Alexandrina (DC)	2011	Technical or Further Educational Institution	427
Alexandrina (DC)	2011	University or other tertiary	386
Alexandrina (DC)	2016		2026
Alexandrina (DC)	2016	Infants/Primary	1994
Alexandrina (DC)	2016	Pre-school	239
Alexandrina (DC)	2016	Secondary	1358
Alexandrina (DC)	2016	Technical or Further Educational Institution	381
Alexandrina (DC)	2016	University or other tertiary	444
Anangu Pitjantjatjara (AC)	2006		251
Anangu Pitjantjatjara (AC)	2006	Infants/Primary	238
Anangu Pitjantjatjara (AC)	2006	Pre-school	27
Anangu Pitjantjatjara (AC)	2006	Secondary	101
Anangu Pitjantjatjara (AC)	2006	Technical or Further Educational Institution	16
Anangu Pitjantjatjara (AC)	2006	University or other tertiary	17
Anangu Pitjantjatjara (AC)	2011		137
Anangu Pitjantjatjara (AC)	2011	Infants/Primary	314
Anangu Pitjantjatjara (AC)	2011	Pre-school	67
Anangu Pitjantjatjara (AC)	2011	Secondary	180
Anangu Pitjantjatjara (AC)	2011	Technical or Further Educational Institution	28
Anangu Pitjantjatjara (AC)	2011	University or other tertiary	20
Anangu Pitjantjatjara (AC)	2016		327
Anangu Pitjantjatjara (AC)	2016	Infants/Primary	219
Anangu Pitjantjatjara (AC)	2016	Pre-school	39
Anangu Pitjantjatjara (AC)	2016	Secondary	133
Anangu Pitjantjatjara (AC)	2016	Technical or Further Educational Institution	51
Anangu Pitjantjatjara (AC)	2016	University or other tertiary	17
Barossa (DC)	2006		1073
Barossa (DC)	2006	Infants/Primary	2174
Barossa (DC)	2006	Pre-school	252
Barossa (DC)	2006	Secondary	1275
Barossa (DC)	2006	Technical or Further Educational Institution	487
Barossa (DC)	2006	University or other tertiary	340
Barossa (DC)	2011		1096
Barossa (DC)	2011	Infants/Primary	2253
Barossa (DC)	2011	Pre-school	330
Barossa (DC)	2011	Secondary	1296
Barossa (DC)	2011	Technical or Further Educational Institution	510
Barossa (DC)	2011	University or other tertiary	368
Barossa (DC)	2016		1616
Barossa (DC)	2016	Infants/Primary	2304
Barossa (DC)	2016	Pre-school	301
Barossa (DC)	2016	Secondary	1417
Barossa (DC)	2016	Technical or Further Educational Institution	379
Barossa (DC)	2016	University or other tertiary	458
Barunga West (DC)	2006		198
Barunga West (DC)	2006	Infants/Primary	238
Barunga West (DC)	2006	Pre-school	26
Barunga West (DC)	2006	Secondary	129
Barunga West (DC)	2006	Technical or Further Educational Institution	16
Barunga West (DC)	2006	University or other tertiary	8
Barunga West (DC)	2011		177
Barunga West (DC)	2011	Infants/Primary	178
Barunga West (DC)	2011	Pre-school	27
Barunga West (DC)	2011	Secondary	125
Barunga West (DC)	2011	Technical or Further Educational Institution	18
Barunga West (DC)	2011	University or other tertiary	16
Barunga West (DC)	2016		232
Barunga West (DC)	2016	Infants/Primary	164
Barunga West (DC)	2016	Pre-school	28
Barunga West (DC)	2016	Secondary	106
Barunga West (DC)	2016	Technical or Further Educational Institution	30
Barunga West (DC)	2016	University or other tertiary	12
Berri and Barmera (DC)	2006		878
Berri and Barmera (DC)	2006	Infants/Primary	1106
Berri and Barmera (DC)	2006	Pre-school	147
Berri and Barmera (DC)	2006	Secondary	629
Berri and Barmera (DC)	2006	Technical or Further Educational Institution	229
Berri and Barmera (DC)	2006	University or other tertiary	86
Berri and Barmera (DC)	2011		849
Berri and Barmera (DC)	2011	Infants/Primary	1045
Berri and Barmera (DC)	2011	Pre-school	140
Berri and Barmera (DC)	2011	Secondary	599
Berri and Barmera (DC)	2011	Technical or Further Educational Institution	233
Berri and Barmera (DC)	2011	University or other tertiary	112
Berri and Barmera (DC)	2016		893
Berri and Barmera (DC)	2016	Infants/Primary	956
Berri and Barmera (DC)	2016	Pre-school	106
Berri and Barmera (DC)	2016	Secondary	607
Berri and Barmera (DC)	2016	Technical or Further Educational Institution	155
Berri and Barmera (DC)	2016	University or other tertiary	111
Burnside (C)	2006		3051
Burnside (C)	2006	Infants/Primary	3340
Burnside (C)	2006	Pre-school	511
Burnside (C)	2006	Secondary	2990
Burnside (C)	2006	Technical or Further Educational Institution	602
Burnside (C)	2006	University or other tertiary	3046
Burnside (C)	2011		2310
Burnside (C)	2011	Infants/Primary	3660
Burnside (C)	2011	Pre-school	479
Burnside (C)	2011	Secondary	2879
Burnside (C)	2011	Technical or Further Educational Institution	611
Burnside (C)	2011	University or other tertiary	3416
Burnside (C)	2016		2219
Burnside (C)	2016	Infants/Primary	4006
Burnside (C)	2016	Pre-school	595
Burnside (C)	2016	Secondary	3261
Burnside (C)	2016	Technical or Further Educational Institution	587
Burnside (C)	2016	University or other tertiary	3449
Campbelltown (C) (SA)	2006		3101
Campbelltown (C) (SA)	2006	Infants/Primary	3970
Campbelltown (C) (SA)	2006	Pre-school	518
Campbelltown (C) (SA)	2006	Secondary	2671
Campbelltown (C) (SA)	2006	Technical or Further Educational Institution	959
Campbelltown (C) (SA)	2006	University or other tertiary	2313
Campbelltown (C) (SA)	2011		2802
Campbelltown (C) (SA)	2011	Infants/Primary	4021
Campbelltown (C) (SA)	2011	Pre-school	571
Campbelltown (C) (SA)	2011	Secondary	2734
Campbelltown (C) (SA)	2011	Technical or Further Educational Institution	1037
Campbelltown (C) (SA)	2011	University or other tertiary	2724
Campbelltown (C) (SA)	2016		2395
Campbelltown (C) (SA)	2016	Infants/Primary	4173
Campbelltown (C) (SA)	2016	Pre-school	616
Campbelltown (C) (SA)	2016	Secondary	2855
Campbelltown (C) (SA)	2016	Technical or Further Educational Institution	924
Campbelltown (C) (SA)	2016	University or other tertiary	3195
Ceduna (DC)	2006		404
Ceduna (DC)	2006	Infants/Primary	407
Ceduna (DC)	2006	Pre-school	51
Ceduna (DC)	2006	Secondary	175
Ceduna (DC)	2006	Technical or Further Educational Institution	61
Ceduna (DC)	2006	University or other tertiary	32
Ceduna (DC)	2011		260
Ceduna (DC)	2011	Infants/Primary	376
Ceduna (DC)	2011	Pre-school	53
Ceduna (DC)	2011	Secondary	195
Ceduna (DC)	2011	Technical or Further Educational Institution	56
Ceduna (DC)	2011	University or other tertiary	26
Ceduna (DC)	2016		522
Ceduna (DC)	2016	Infants/Primary	283
Ceduna (DC)	2016	Pre-school	51
Ceduna (DC)	2016	Secondary	205
Ceduna (DC)	2016	Technical or Further Educational Institution	48
Ceduna (DC)	2016	University or other tertiary	37
Charles Sturt (C)	2006		7993
Charles Sturt (C)	2006	Infants/Primary	8049
Charles Sturt (C)	2006	Pre-school	1039
Charles Sturt (C)	2006	Secondary	5001
Charles Sturt (C)	2006	Technical or Further Educational Institution	2173
Charles Sturt (C)	2006	University or other tertiary	3749
Charles Sturt (C)	2011		7524
Charles Sturt (C)	2011	Infants/Primary	7786
Charles Sturt (C)	2011	Pre-school	1191
Charles Sturt (C)	2011	Secondary	5373
Charles Sturt (C)	2011	Technical or Further Educational Institution	2333
Charles Sturt (C)	2011	University or other tertiary	4645
Charles Sturt (C)	2016		7188
Charles Sturt (C)	2016	Infants/Primary	8476
Charles Sturt (C)	2016	Pre-school	1200
Charles Sturt (C)	2016	Secondary	5603
Charles Sturt (C)	2016	Technical or Further Educational Institution	2038
Charles Sturt (C)	2016	University or other tertiary	6018
Clare and Gilbert Valleys (DC)	2006		504
Clare and Gilbert Valleys (DC)	2006	Infants/Primary	792
Clare and Gilbert Valleys (DC)	2006	Pre-school	109
Clare and Gilbert Valleys (DC)	2006	Secondary	511
Clare and Gilbert Valleys (DC)	2006	Technical or Further Educational Institution	190
Clare and Gilbert Valleys (DC)	2006	University or other tertiary	69
Clare and Gilbert Valleys (DC)	2011		511
Clare and Gilbert Valleys (DC)	2011	Infants/Primary	837
Clare and Gilbert Valleys (DC)	2011	Pre-school	112
Clare and Gilbert Valleys (DC)	2011	Secondary	532
Clare and Gilbert Valleys (DC)	2011	Technical or Further Educational Institution	164
Clare and Gilbert Valleys (DC)	2011	University or other tertiary	103
Clare and Gilbert Valleys (DC)	2016		717
Clare and Gilbert Valleys (DC)	2016	Infants/Primary	822
Clare and Gilbert Valleys (DC)	2016	Pre-school	124
Clare and Gilbert Valleys (DC)	2016	Secondary	512
Clare and Gilbert Valleys (DC)	2016	Technical or Further Educational Institution	124
Clare and Gilbert Valleys (DC)	2016	University or other tertiary	109
Cleve (DC)	2006		109
Cleve (DC)	2006	Infants/Primary	228
Cleve (DC)	2006	Pre-school	34
Cleve (DC)	2006	Secondary	139
Cleve (DC)	2006	Technical or Further Educational Institution	26
Cleve (DC)	2006	University or other tertiary	13
Cleve (DC)	2011		58
Cleve (DC)	2011	Infants/Primary	205
Cleve (DC)	2011	Pre-school	34
Cleve (DC)	2011	Secondary	81
Cleve (DC)	2011	Technical or Further Educational Institution	24
Cleve (DC)	2011	University or other tertiary	16
Cleve (DC)	2016		149
Cleve (DC)	2016	Infants/Primary	163
Cleve (DC)	2016	Pre-school	26
Cleve (DC)	2016	Secondary	112
Cleve (DC)	2016	Technical or Further Educational Institution	17
Cleve (DC)	2016	University or other tertiary	12
Coober Pedy (DC)	2006		370
Coober Pedy (DC)	2006	Infants/Primary	106
Coober Pedy (DC)	2006	Pre-school	12
Coober Pedy (DC)	2006	Secondary	64
Coober Pedy (DC)	2006	Technical or Further Educational Institution	29
Coober Pedy (DC)	2006	University or other tertiary	10
Coober Pedy (DC)	2011		262
Coober Pedy (DC)	2011	Infants/Primary	93
Coober Pedy (DC)	2011	Pre-school	22
Coober Pedy (DC)	2011	Secondary	54
Coober Pedy (DC)	2011	Technical or Further Educational Institution	27
Coober Pedy (DC)	2011	University or other tertiary	10
Coober Pedy (DC)	2016		337
Coober Pedy (DC)	2016	Infants/Primary	114
Coober Pedy (DC)	2016	Pre-school	21
Coober Pedy (DC)	2016	Secondary	44
Coober Pedy (DC)	2016	Technical or Further Educational Institution	34
Coober Pedy (DC)	2016	University or other tertiary	20
Copper Coast (DC)	2006		814
Copper Coast (DC)	2006	Infants/Primary	1065
Copper Coast (DC)	2006	Pre-school	126
Copper Coast (DC)	2006	Secondary	614
Copper Coast (DC)	2006	Technical or Further Educational Institution	213
Copper Coast (DC)	2006	University or other tertiary	50
Copper Coast (DC)	2011		744
Copper Coast (DC)	2011	Infants/Primary	1095
Copper Coast (DC)	2011	Pre-school	133
Copper Coast (DC)	2011	Secondary	670
Copper Coast (DC)	2011	Technical or Further Educational Institution	215
Copper Coast (DC)	2011	University or other tertiary	83
Copper Coast (DC)	2016		1347
Copper Coast (DC)	2016	Infants/Primary	1051
Copper Coast (DC)	2016	Pre-school	138
Copper Coast (DC)	2016	Secondary	750
Copper Coast (DC)	2016	Technical or Further Educational Institution	156
Copper Coast (DC)	2016	University or other tertiary	97
Elliston (DC)	2006		60
Elliston (DC)	2006	Infants/Primary	149
Elliston (DC)	2006	Pre-school	17
Elliston (DC)	2006	Secondary	62
Elliston (DC)	2006	Technical or Further Educational Institution	26
Elliston (DC)	2006	University or other tertiary	10
Elliston (DC)	2011		40
Elliston (DC)	2011	Infants/Primary	107
Elliston (DC)	2011	Pre-school	21
Elliston (DC)	2011	Secondary	60
Elliston (DC)	2011	Technical or Further Educational Institution	19
Elliston (DC)	2011	University or other tertiary	9
Elliston (DC)	2016		81
Elliston (DC)	2016	Infants/Primary	94
Elliston (DC)	2016	Pre-school	13
Elliston (DC)	2016	Secondary	45
Elliston (DC)	2016	Technical or Further Educational Institution	4
Elliston (DC)	2016	University or other tertiary	16
Flinders Ranges (DC)	2006		183
Flinders Ranges (DC)	2006	Infants/Primary	187
Flinders Ranges (DC)	2006	Pre-school	23
Flinders Ranges (DC)	2006	Secondary	92
Flinders Ranges (DC)	2006	Technical or Further Educational Institution	17
Flinders Ranges (DC)	2006	University or other tertiary	11
Flinders Ranges (DC)	2011		121
Flinders Ranges (DC)	2011	Infants/Primary	154
Flinders Ranges (DC)	2011	Pre-school	30
Flinders Ranges (DC)	2011	Secondary	102
Flinders Ranges (DC)	2011	Technical or Further Educational Institution	30
Flinders Ranges (DC)	2011	University or other tertiary	20
Flinders Ranges (DC)	2016		157
Flinders Ranges (DC)	2016	Infants/Primary	118
Flinders Ranges (DC)	2016	Pre-school	20
Flinders Ranges (DC)	2016	Secondary	81
Flinders Ranges (DC)	2016	Technical or Further Educational Institution	20
Flinders Ranges (DC)	2016	University or other tertiary	27
Franklin Harbour (DC)	2006		63
Franklin Harbour (DC)	2006	Infants/Primary	93
Franklin Harbour (DC)	2006	Pre-school	21
Franklin Harbour (DC)	2006	Secondary	67
Franklin Harbour (DC)	2006	Technical or Further Educational Institution	16
Franklin Harbour (DC)	2006	University or other tertiary	6
Franklin Harbour (DC)	2011		118
Franklin Harbour (DC)	2011	Infants/Primary	106
Franklin Harbour (DC)	2011	Pre-school	12
Franklin Harbour (DC)	2011	Secondary	50
Franklin Harbour (DC)	2011	Technical or Further Educational Institution	13
Franklin Harbour (DC)	2011	University or other tertiary	3
Franklin Harbour (DC)	2016		145
Franklin Harbour (DC)	2016	Infants/Primary	112
Franklin Harbour (DC)	2016	Pre-school	6
Franklin Harbour (DC)	2016	Secondary	43
Franklin Harbour (DC)	2016	Technical or Further Educational Institution	14
Franklin Harbour (DC)	2016	University or other tertiary	9
Gawler (T)	2006		1334
Gawler (T)	2006	Infants/Primary	1875
Gawler (T)	2006	Pre-school	219
Gawler (T)	2006	Secondary	1216
Gawler (T)	2006	Technical or Further Educational Institution	493
Gawler (T)	2006	University or other tertiary	423
Gawler (T)	2011		1365
Gawler (T)	2011	Infants/Primary	1782
Gawler (T)	2011	Pre-school	247
Gawler (T)	2011	Secondary	1239
Gawler (T)	2011	Technical or Further Educational Institution	496
Gawler (T)	2011	University or other tertiary	537
Gawler (T)	2016		1573
Gawler (T)	2016	Infants/Primary	1979
Gawler (T)	2016	Pre-school	268
Gawler (T)	2016	Secondary	1344
Gawler (T)	2016	Technical or Further Educational Institution	486
Gawler (T)	2016	University or other tertiary	664
Goyder (DC)	2006		266
Goyder (DC)	2006	Infants/Primary	407
Goyder (DC)	2006	Pre-school	58
Goyder (DC)	2006	Secondary	254
Goyder (DC)	2006	Technical or Further Educational Institution	78
Goyder (DC)	2006	University or other tertiary	22
Goyder (DC)	2011		276
Goyder (DC)	2011	Infants/Primary	388
Goyder (DC)	2011	Pre-school	46
Goyder (DC)	2011	Secondary	246
Goyder (DC)	2011	Technical or Further Educational Institution	73
Goyder (DC)	2011	University or other tertiary	30
Goyder (DC)	2016		372
Goyder (DC)	2016	Infants/Primary	332
Goyder (DC)	2016	Pre-school	43
Goyder (DC)	2016	Secondary	248
Goyder (DC)	2016	Technical or Further Educational Institution	63
Goyder (DC)	2016	University or other tertiary	39
Grant (DC)	2006		513
Grant (DC)	2006	Infants/Primary	863
Grant (DC)	2006	Pre-school	103
Grant (DC)	2006	Secondary	446
Grant (DC)	2006	Technical or Further Educational Institution	138
Grant (DC)	2006	University or other tertiary	81
Grant (DC)	2011		582
Grant (DC)	2011	Infants/Primary	842
Grant (DC)	2011	Pre-school	123
Grant (DC)	2011	Secondary	547
Grant (DC)	2011	Technical or Further Educational Institution	167
Grant (DC)	2011	University or other tertiary	99
Grant (DC)	2016		1061
Grant (DC)	2016	Infants/Primary	822
Grant (DC)	2016	Pre-school	79
Grant (DC)	2016	Secondary	513
Grant (DC)	2016	Technical or Further Educational Institution	126
Grant (DC)	2016	University or other tertiary	95
Holdfast Bay (C)	2006		2535
Holdfast Bay (C)	2006	Infants/Primary	2033
Holdfast Bay (C)	2006	Pre-school	311
Holdfast Bay (C)	2006	Secondary	1650
Holdfast Bay (C)	2006	Technical or Further Educational Institution	629
Holdfast Bay (C)	2006	University or other tertiary	1698
Holdfast Bay (C)	2011		2356
Holdfast Bay (C)	2011	Infants/Primary	2104
Holdfast Bay (C)	2011	Pre-school	286
Holdfast Bay (C)	2011	Secondary	1713
Holdfast Bay (C)	2011	Technical or Further Educational Institution	633
Holdfast Bay (C)	2011	University or other tertiary	1978
Holdfast Bay (C)	2016		2341
Holdfast Bay (C)	2016	Infants/Primary	2387
Holdfast Bay (C)	2016	Pre-school	357
Holdfast Bay (C)	2016	Secondary	1717
Holdfast Bay (C)	2016	Technical or Further Educational Institution	584
Holdfast Bay (C)	2016	University or other tertiary	2034
Kangaroo Island (DC)	2006		356
Kangaroo Island (DC)	2006	Infants/Primary	441
Kangaroo Island (DC)	2006	Pre-school	50
Kangaroo Island (DC)	2006	Secondary	217
Kangaroo Island (DC)	2006	Technical or Further Educational Institution	92
Kangaroo Island (DC)	2006	University or other tertiary	25
Kangaroo Island (DC)	2011		294
Kangaroo Island (DC)	2011	Infants/Primary	390
Kangaroo Island (DC)	2011	Pre-school	42
Kangaroo Island (DC)	2011	Secondary	214
Kangaroo Island (DC)	2011	Technical or Further Educational Institution	75
Kangaroo Island (DC)	2011	University or other tertiary	46
Kangaroo Island (DC)	2016		497
Kangaroo Island (DC)	2016	Infants/Primary	347
Kangaroo Island (DC)	2016	Pre-school	55
Kangaroo Island (DC)	2016	Secondary	240
Kangaroo Island (DC)	2016	Technical or Further Educational Institution	51
Kangaroo Island (DC)	2016	University or other tertiary	32
Karoonda East Murray (DC)	2006		67
Karoonda East Murray (DC)	2006	Infants/Primary	112
Karoonda East Murray (DC)	2006	Pre-school	18
Karoonda East Murray (DC)	2006	Secondary	86
Karoonda East Murray (DC)	2006	Technical or Further Educational Institution	20
Karoonda East Murray (DC)	2006	University or other tertiary	3
Karoonda East Murray (DC)	2011		67
Karoonda East Murray (DC)	2011	Infants/Primary	94
Karoonda East Murray (DC)	2011	Pre-school	16
Karoonda East Murray (DC)	2011	Secondary	67
Karoonda East Murray (DC)	2011	Technical or Further Educational Institution	11
Karoonda East Murray (DC)	2011	University or other tertiary	0
Karoonda East Murray (DC)	2016		90
Karoonda East Murray (DC)	2016	Infants/Primary	110
Karoonda East Murray (DC)	2016	Pre-school	11
Karoonda East Murray (DC)	2016	Secondary	59
Karoonda East Murray (DC)	2016	Technical or Further Educational Institution	12
Karoonda East Murray (DC)	2016	University or other tertiary	6
Kimba (DC)	2006		54
Kimba (DC)	2006	Infants/Primary	111
Kimba (DC)	2006	Pre-school	10
Kimba (DC)	2006	Secondary	72
Kimba (DC)	2006	Technical or Further Educational Institution	16
Kimba (DC)	2006	University or other tertiary	5
Kimba (DC)	2011		74
Kimba (DC)	2011	Infants/Primary	91
Kimba (DC)	2011	Pre-school	21
Kimba (DC)	2011	Secondary	65
Kimba (DC)	2011	Technical or Further Educational Institution	9
Kimba (DC)	2011	University or other tertiary	3
Kimba (DC)	2016		86
Kimba (DC)	2016	Infants/Primary	113
Kimba (DC)	2016	Pre-school	24
Kimba (DC)	2016	Secondary	40
Kimba (DC)	2016	Technical or Further Educational Institution	3
Kimba (DC)	2016	University or other tertiary	9
Kingston (DC) (SA)	2006		128
Kingston (DC) (SA)	2006	Infants/Primary	246
Kingston (DC) (SA)	2006	Pre-school	23
Kingston (DC) (SA)	2006	Secondary	147
Kingston (DC) (SA)	2006	Technical or Further Educational Institution	48
Kingston (DC) (SA)	2006	University or other tertiary	13
Kingston (DC) (SA)	2011		155
Kingston (DC) (SA)	2011	Infants/Primary	170
Kingston (DC) (SA)	2011	Pre-school	28
Kingston (DC) (SA)	2011	Secondary	125
Kingston (DC) (SA)	2011	Technical or Further Educational Institution	39
Kingston (DC) (SA)	2011	University or other tertiary	12
Kingston (DC) (SA)	2016		218
Kingston (DC) (SA)	2016	Infants/Primary	179
Kingston (DC) (SA)	2016	Pre-school	18
Kingston (DC) (SA)	2016	Secondary	99
