LGA_NAME16	Year	Age	Sex	persons
Streaky Bay (DC)	2006	55-64	F	103
Streaky Bay (DC)	2006	55-64	M	145
Streaky Bay (DC)	2006	65-74	F	58
Streaky Bay (DC)	2006	65-74	M	78
Streaky Bay (DC)	2006	75-84	F	54
Streaky Bay (DC)	2006	75-84	M	59
Streaky Bay (DC)	2006	85+	F	17
Streaky Bay (DC)	2006	85+	M	14
Streaky Bay (DC)	2011	0-4	F	70
Streaky Bay (DC)	2011	0-4	M	67
Streaky Bay (DC)	2011	5-14	F	148
Streaky Bay (DC)	2011	5-14	M	142
Streaky Bay (DC)	2011	15-19	F	59
Streaky Bay (DC)	2011	15-19	M	71
Streaky Bay (DC)	2011	20-24	F	40
Streaky Bay (DC)	2011	20-24	M	37
Streaky Bay (DC)	2011	25-34	F	94
Streaky Bay (DC)	2011	25-34	M	115
Streaky Bay (DC)	2011	35-44	F	142
Streaky Bay (DC)	2011	35-44	M	130
Streaky Bay (DC)	2011	45-54	F	138
Streaky Bay (DC)	2011	45-54	M	175
Streaky Bay (DC)	2011	55-64	F	150
Streaky Bay (DC)	2011	55-64	M	189
Streaky Bay (DC)	2011	65-74	F	78
Streaky Bay (DC)	2011	65-74	M	108
Streaky Bay (DC)	2011	75-84	F	60
Streaky Bay (DC)	2011	75-84	M	46
Streaky Bay (DC)	2011	85+	F	31
Streaky Bay (DC)	2011	85+	M	23
Streaky Bay (DC)	2016	0-4	F	73
Streaky Bay (DC)	2016	0-4	M	62
Streaky Bay (DC)	2016	5-14	F	145
Streaky Bay (DC)	2016	5-14	M	143
Streaky Bay (DC)	2016	15-19	F	32
Streaky Bay (DC)	2016	15-19	M	48
Streaky Bay (DC)	2016	20-24	F	39
Streaky Bay (DC)	2016	20-24	M	49
Streaky Bay (DC)	2016	25-34	F	93
Streaky Bay (DC)	2016	25-34	M	97
Streaky Bay (DC)	2016	35-44	F	118
Streaky Bay (DC)	2016	35-44	M	124
Streaky Bay (DC)	2016	45-54	F	133
Streaky Bay (DC)	2016	45-54	M	160
Streaky Bay (DC)	2016	55-64	F	168
Streaky Bay (DC)	2016	55-64	M	208
Streaky Bay (DC)	2016	65-74	F	100
Streaky Bay (DC)	2016	65-74	M	131
Streaky Bay (DC)	2016	75-84	F	45
Streaky Bay (DC)	2016	75-84	M	58
Streaky Bay (DC)	2016	85+	F	33
Streaky Bay (DC)	2016	85+	M	21
Tatiara (DC)	2006	0-4	F	206
Tatiara (DC)	2006	0-4	M	198
Tatiara (DC)	2006	5-14	F	552
Tatiara (DC)	2006	5-14	M	605
Tatiara (DC)	2006	15-19	F	171
Tatiara (DC)	2006	15-19	M	222
Tatiara (DC)	2006	20-24	F	154
Tatiara (DC)	2006	20-24	M	221
Tatiara (DC)	2006	25-34	F	389
Tatiara (DC)	2006	25-34	M	422
Tatiara (DC)	2006	35-44	F	499
Tatiara (DC)	2006	35-44	M	561
Tatiara (DC)	2006	45-54	F	453
Tatiara (DC)	2006	45-54	M	513
Tatiara (DC)	2006	55-64	F	356
Tatiara (DC)	2006	55-64	M	410
Tatiara (DC)	2006	65-74	F	237
Tatiara (DC)	2006	65-74	M	231
Tatiara (DC)	2006	75-84	F	179
Tatiara (DC)	2006	75-84	M	145
Tatiara (DC)	2006	85+	F	81
Tatiara (DC)	2006	85+	M	41
Tatiara (DC)	2011	0-4	F	229
Tatiara (DC)	2011	0-4	M	216
Tatiara (DC)	2011	5-14	F	475
Tatiara (DC)	2011	5-14	M	496
Tatiara (DC)	2011	15-19	F	196
Tatiara (DC)	2011	15-19	M	246
Tatiara (DC)	2011	20-24	F	138
Tatiara (DC)	2011	20-24	M	158
Tatiara (DC)	2011	25-34	F	358
Tatiara (DC)	2011	25-34	M	373
Tatiara (DC)	2011	35-44	F	455
Tatiara (DC)	2011	35-44	M	464
Tatiara (DC)	2011	45-54	F	415
Tatiara (DC)	2011	45-54	M	489
Tatiara (DC)	2011	55-64	F	382
Tatiara (DC)	2011	55-64	M	448
Tatiara (DC)	2011	65-74	F	251
Tatiara (DC)	2011	65-74	M	262
Tatiara (DC)	2011	75-84	F	171
Tatiara (DC)	2011	75-84	M	166
Tatiara (DC)	2011	85+	F	112
Tatiara (DC)	2011	85+	M	59
Tatiara (DC)	2016	0-4	F	192
Tatiara (DC)	2016	0-4	M	182
Tatiara (DC)	2016	5-14	F	434
Tatiara (DC)	2016	5-14	M	443
Tatiara (DC)	2016	15-19	F	196
Tatiara (DC)	2016	15-19	M	226
Tatiara (DC)	2016	20-24	F	126
Tatiara (DC)	2016	20-24	M	207
Tatiara (DC)	2016	25-34	F	349
Tatiara (DC)	2016	25-34	M	384
Tatiara (DC)	2016	35-44	F	389
Tatiara (DC)	2016	35-44	M	424
Tatiara (DC)	2016	45-54	F	434
Tatiara (DC)	2016	45-54	M	551
Tatiara (DC)	2016	55-64	F	401
Tatiara (DC)	2016	55-64	M	466
Tatiara (DC)	2016	65-74	F	325
Tatiara (DC)	2016	65-74	M	333
Tatiara (DC)	2016	75-84	F	175
Tatiara (DC)	2016	75-84	M	185
Tatiara (DC)	2016	85+	F	124
Tatiara (DC)	2016	85+	M	77
Tea Tree Gully (C)	2006	0-4	F	2647
Tea Tree Gully (C)	2006	0-4	M	2903
Tea Tree Gully (C)	2006	5-14	F	6334
Tea Tree Gully (C)	2006	5-14	M	6587
Tea Tree Gully (C)	2006	15-19	F	3376
Tea Tree Gully (C)	2006	15-19	M	3548
Tea Tree Gully (C)	2006	20-24	F	3188
Tea Tree Gully (C)	2006	20-24	M	3315
Tea Tree Gully (C)	2006	25-34	F	5935
Tea Tree Gully (C)	2006	25-34	M	5928
Tea Tree Gully (C)	2006	35-44	F	7372
Tea Tree Gully (C)	2006	35-44	M	7006
Tea Tree Gully (C)	2006	45-54	F	7517
Tea Tree Gully (C)	2006	45-54	M	6724
Tea Tree Gully (C)	2006	55-64	F	6154
Tea Tree Gully (C)	2006	55-64	M	5928
Tea Tree Gully (C)	2006	65-74	F	3353
Tea Tree Gully (C)	2006	65-74	M	3171
Tea Tree Gully (C)	2006	75-84	F	2243
Tea Tree Gully (C)	2006	75-84	M	1658
Tea Tree Gully (C)	2006	85+	F	741
Tea Tree Gully (C)	2006	85+	M	356
Tea Tree Gully (C)	2011	0-4	F	2706
Tea Tree Gully (C)	2011	0-4	M	2810
Tea Tree Gully (C)	2011	5-14	F	5624
Tea Tree Gully (C)	2011	5-14	M	6048
Tea Tree Gully (C)	2011	15-19	F	3197
Tea Tree Gully (C)	2011	15-19	M	3373
Tea Tree Gully (C)	2011	20-24	F	2886
Tea Tree Gully (C)	2011	20-24	M	3067
Tea Tree Gully (C)	2011	25-34	F	5785
Tea Tree Gully (C)	2011	25-34	M	5754
Tea Tree Gully (C)	2011	35-44	F	6884
Tea Tree Gully (C)	2011	35-44	M	6625
Tea Tree Gully (C)	2011	45-54	F	7270
Tea Tree Gully (C)	2011	45-54	M	6630
Tea Tree Gully (C)	2011	55-64	F	6643
Tea Tree Gully (C)	2011	55-64	M	6082
Tea Tree Gully (C)	2011	65-74	F	4177
Tea Tree Gully (C)	2011	65-74	M	3912
Tea Tree Gully (C)	2011	75-84	F	2359
Tea Tree Gully (C)	2011	75-84	M	1985
Tea Tree Gully (C)	2011	85+	F	1101
Tea Tree Gully (C)	2011	85+	M	562
Tea Tree Gully (C)	2016	0-4	F	2730
Tea Tree Gully (C)	2016	0-4	M	2815
Tea Tree Gully (C)	2016	5-14	F	5610
Tea Tree Gully (C)	2016	5-14	M	6024
Tea Tree Gully (C)	2016	15-19	F	2968
Tea Tree Gully (C)	2016	15-19	M	3152
Tea Tree Gully (C)	2016	20-24	F	2805
Tea Tree Gully (C)	2016	20-24	M	2961
Tea Tree Gully (C)	2016	25-34	F	6046
Tea Tree Gully (C)	2016	25-34	M	5848
Tea Tree Gully (C)	2016	35-44	F	6464
Tea Tree Gully (C)	2016	35-44	M	6321
Tea Tree Gully (C)	2016	45-54	F	7032
Tea Tree Gully (C)	2016	45-54	M	6667
Tea Tree Gully (C)	2016	55-64	F	6653
Tea Tree Gully (C)	2016	55-64	M	5843
Tea Tree Gully (C)	2016	65-74	F	5525
Tea Tree Gully (C)	2016	65-74	M	4904
Tea Tree Gully (C)	2016	75-84	F	2812
Tea Tree Gully (C)	2016	75-84	M	2478
Tea Tree Gully (C)	2016	85+	F	1283
Tea Tree Gully (C)	2016	85+	M	803
The Coorong (DC)	2006	0-4	F	180
The Coorong (DC)	2006	0-4	M	187
The Coorong (DC)	2006	5-14	F	431
The Coorong (DC)	2006	5-14	M	422
The Coorong (DC)	2006	15-19	F	140
The Coorong (DC)	2006	15-19	M	180
The Coorong (DC)	2006	20-24	F	109
The Coorong (DC)	2006	20-24	M	149
The Coorong (DC)	2006	25-34	F	303
The Coorong (DC)	2006	25-34	M	281
The Coorong (DC)	2006	35-44	F	404
The Coorong (DC)	2006	35-44	M	388
The Coorong (DC)	2006	45-54	F	385
The Coorong (DC)	2006	45-54	M	418
The Coorong (DC)	2006	55-64	F	392
The Coorong (DC)	2006	55-64	M	421
The Coorong (DC)	2006	65-74	F	229
The Coorong (DC)	2006	65-74	M	265
The Coorong (DC)	2006	75-84	F	157
The Coorong (DC)	2006	75-84	M	139
The Coorong (DC)	2006	85+	F	53
The Coorong (DC)	2006	85+	M	22
The Coorong (DC)	2011	0-4	F	148
The Coorong (DC)	2011	0-4	M	148
The Coorong (DC)	2011	5-14	F	372
The Coorong (DC)	2011	5-14	M	388
The Coorong (DC)	2011	15-19	F	147
The Coorong (DC)	2011	15-19	M	182
The Coorong (DC)	2011	20-24	F	111
The Coorong (DC)	2011	20-24	M	127
The Coorong (DC)	2011	25-34	F	254
The Coorong (DC)	2011	25-34	M	274
The Coorong (DC)	2011	35-44	F	318
The Coorong (DC)	2011	35-44	M	320
The Coorong (DC)	2011	45-54	F	431
The Coorong (DC)	2011	45-54	M	442
The Coorong (DC)	2011	55-64	F	383
The Coorong (DC)	2011	55-64	M	421
The Coorong (DC)	2011	65-74	F	317
The Coorong (DC)	2011	65-74	M	338
The Coorong (DC)	2011	75-84	F	142
The Coorong (DC)	2011	75-84	M	149
The Coorong (DC)	2011	85+	F	60
The Coorong (DC)	2011	85+	M	41
The Coorong (DC)	2016	0-4	F	163
The Coorong (DC)	2016	0-4	M	155
The Coorong (DC)	2016	5-14	F	310
The Coorong (DC)	2016	5-14	M	345
The Coorong (DC)	2016	15-19	F	142
The Coorong (DC)	2016	15-19	M	152
The Coorong (DC)	2016	20-24	F	103
The Coorong (DC)	2016	20-24	M	136
The Coorong (DC)	2016	25-34	F	250
The Coorong (DC)	2016	25-34	M	257
The Coorong (DC)	2016	35-44	F	293
The Coorong (DC)	2016	35-44	M	281
The Coorong (DC)	2016	45-54	F	370
The Coorong (DC)	2016	45-54	M	386
The Coorong (DC)	2016	55-64	F	394
The Coorong (DC)	2016	55-64	M	432
The Coorong (DC)	2016	65-74	F	356
The Coorong (DC)	2016	65-74	M	396
The Coorong (DC)	2016	75-84	F	175
The Coorong (DC)	2016	75-84	M	184
The Coorong (DC)	2016	85+	F	63
The Coorong (DC)	2016	85+	M	50
Tumby Bay (DC)	2006	0-4	F	60
Tumby Bay (DC)	2006	0-4	M	67
Tumby Bay (DC)	2006	5-14	F	146
Tumby Bay (DC)	2006	5-14	M	153
Tumby Bay (DC)	2006	15-19	F	64
Tumby Bay (DC)	2006	15-19	M	86
Tumby Bay (DC)	2006	20-24	F	44
Tumby Bay (DC)	2006	20-24	M	51
Tumby Bay (DC)	2006	25-34	F	83
Tumby Bay (DC)	2006	25-34	M	107
Tumby Bay (DC)	2006	35-44	F	159
Tumby Bay (DC)	2006	35-44	M	167
Tumby Bay (DC)	2006	45-54	F	211
Tumby Bay (DC)	2006	45-54	M	204
Tumby Bay (DC)	2006	55-64	F	196
Tumby Bay (DC)	2006	55-64	M	203
Tumby Bay (DC)	2006	65-74	F	141
Tumby Bay (DC)	2006	65-74	M	162
Tumby Bay (DC)	2006	75-84	F	103
Tumby Bay (DC)	2006	75-84	M	78
Tumby Bay (DC)	2006	85+	F	40
Tumby Bay (DC)	2006	85+	M	26
Tumby Bay (DC)	2011	0-4	F	93
Tumby Bay (DC)	2011	0-4	M	66
Tumby Bay (DC)	2011	5-14	F	148
Tumby Bay (DC)	2011	5-14	M	158
Tumby Bay (DC)	2011	15-19	F	53
Tumby Bay (DC)	2011	15-19	M	75
Tumby Bay (DC)	2011	20-24	F	44
Tumby Bay (DC)	2011	20-24	M	35
Tumby Bay (DC)	2011	25-34	F	103
Tumby Bay (DC)	2011	25-34	M	125
Tumby Bay (DC)	2011	35-44	F	146
Tumby Bay (DC)	2011	35-44	M	135
Tumby Bay (DC)	2011	45-54	F	190
Tumby Bay (DC)	2011	45-54	M	179
Tumby Bay (DC)	2011	55-64	F	191
Tumby Bay (DC)	2011	55-64	M	219
Tumby Bay (DC)	2011	65-74	F	162
Tumby Bay (DC)	2011	65-74	M	161
Tumby Bay (DC)	2011	75-84	F	99
Tumby Bay (DC)	2011	75-84	M	106
Tumby Bay (DC)	2011	85+	F	57
Tumby Bay (DC)	2011	85+	M	33
Tumby Bay (DC)	2016	0-4	F	79
Tumby Bay (DC)	2016	0-4	M	64
Tumby Bay (DC)	2016	5-14	F	166
Tumby Bay (DC)	2016	5-14	M	130
Tumby Bay (DC)	2016	15-19	F	54
Tumby Bay (DC)	2016	15-19	M	61
Tumby Bay (DC)	2016	20-24	F	44
Tumby Bay (DC)	2016	20-24	M	47
Tumby Bay (DC)	2016	25-34	F	119
Tumby Bay (DC)	2016	25-34	M	114
Tumby Bay (DC)	2016	35-44	F	116
Tumby Bay (DC)	2016	35-44	M	130
Tumby Bay (DC)	2016	45-54	F	175
Tumby Bay (DC)	2016	45-54	M	183
Tumby Bay (DC)	2016	55-64	F	217
Tumby Bay (DC)	2016	55-64	M	217
Tumby Bay (DC)	2016	65-74	F	198
Tumby Bay (DC)	2016	65-74	M	197
Tumby Bay (DC)	2016	75-84	F	106
Tumby Bay (DC)	2016	75-84	M	112
Tumby Bay (DC)	2016	85+	F	69
Tumby Bay (DC)	2016	85+	M	28
Unley (C)	2006	0-4	F	984
Unley (C)	2006	0-4	M	1020
Unley (C)	2006	5-14	F	1847
Unley (C)	2006	5-14	M	1835
Unley (C)	2006	15-19	F	1224
Unley (C)	2006	15-19	M	1054
Unley (C)	2006	20-24	F	1569
Unley (C)	2006	20-24	M	1335
Unley (C)	2006	25-34	F	2542
Unley (C)	2006	25-34	M	2388
Unley (C)	2006	35-44	F	2710
Unley (C)	2006	35-44	M	2587
Unley (C)	2006	45-54	F	2745
Unley (C)	2006	45-54	M	2544
Unley (C)	2006	55-64	F	2004
Unley (C)	2006	55-64	M	1889
Unley (C)	2006	65-74	F	1197
Unley (C)	2006	65-74	M	952
Unley (C)	2006	75-84	F	1394
Unley (C)	2006	75-84	M	808
Unley (C)	2006	85+	F	1017
Unley (C)	2006	85+	M	359
Unley (C)	2011	0-4	F	977
Unley (C)	2011	0-4	M	1024
Unley (C)	2011	5-14	F	1987
Unley (C)	2011	5-14	M	1943
Unley (C)	2011	15-19	F	1067
Unley (C)	2011	15-19	M	981
Unley (C)	2011	20-24	F	1508
Unley (C)	2011	20-24	M	1305
Unley (C)	2011	25-34	F	2550
Unley (C)	2011	25-34	M	2573
Unley (C)	2011	35-44	F	2647
Unley (C)	2011	35-44	M	2501
Unley (C)	2011	45-54	F	2669
Unley (C)	2011	45-54	M	2419
Unley (C)	2011	55-64	F	2454
Unley (C)	2011	55-64	M	2222
Unley (C)	2011	65-74	F	1413
Unley (C)	2011	65-74	M	1194
Unley (C)	2011	75-84	F	1159
Unley (C)	2011	75-84	M	741
Unley (C)	2011	85+	F	1074
Unley (C)	2011	85+	M	438
Unley (C)	2016	0-4	F	842
Unley (C)	2016	0-4	M	925
Unley (C)	2016	5-14	F	2112
Unley (C)	2016	5-14	M	2111
Unley (C)	2016	15-19	F	1118
Unley (C)	2016	15-19	M	1078
Unley (C)	2016	20-24	F	1357
Unley (C)	2016	20-24	M	1210
Unley (C)	2016	25-34	F	2615
Unley (C)	2016	25-34	M	2488
Unley (C)	2016	35-44	F	2583
Unley (C)	2016	35-44	M	2357
Unley (C)	2016	45-54	F	2544
Unley (C)	2016	45-54	M	2431
Unley (C)	2016	55-64	F	2532
Unley (C)	2016	55-64	M	2191
Unley (C)	2016	65-74	F	1932
Unley (C)	2016	65-74	M	1652
Unley (C)	2016	75-84	F	1161
Unley (C)	2016	75-84	M	843
Unley (C)	2016	85+	F	1146
Unley (C)	2016	85+	M	490
Victor Harbor (C)	2006	0-4	F	255
Victor Harbor (C)	2006	0-4	M	236
Victor Harbor (C)	2006	5-14	F	544
Victor Harbor (C)	2006	5-14	M	632
Victor Harbor (C)	2006	15-19	F	258
Victor Harbor (C)	2006	15-19	M	329
Victor Harbor (C)	2006	20-24	F	194
Victor Harbor (C)	2006	20-24	M	206
Victor Harbor (C)	2006	25-34	F	427
Victor Harbor (C)	2006	25-34	M	395
Victor Harbor (C)	2006	35-44	F	632
Victor Harbor (C)	2006	35-44	M	563
Victor Harbor (C)	2006	45-54	F	757
Victor Harbor (C)	2006	45-54	M	716
Victor Harbor (C)	2006	55-64	F	1103
Victor Harbor (C)	2006	55-64	M	896
Victor Harbor (C)	2006	65-74	F	983
Victor Harbor (C)	2006	65-74	M	901
Victor Harbor (C)	2006	75-84	F	827
Victor Harbor (C)	2006	75-84	M	702
Victor Harbor (C)	2006	85+	F	312
Victor Harbor (C)	2006	85+	M	151
Victor Harbor (C)	2011	0-4	F	264
Victor Harbor (C)	2011	0-4	M	286
Victor Harbor (C)	2011	5-14	F	632
Victor Harbor (C)	2011	5-14	M	654
Victor Harbor (C)	2011	15-19	F	296
Victor Harbor (C)	2011	15-19	M	324
Victor Harbor (C)	2011	20-24	F	221
Victor Harbor (C)	2011	20-24	M	235
Victor Harbor (C)	2011	25-34	F	486
Victor Harbor (C)	2011	25-34	M	446
Victor Harbor (C)	2011	35-44	F	634
Victor Harbor (C)	2011	35-44	M	601
Victor Harbor (C)	2011	45-54	F	852
Victor Harbor (C)	2011	45-54	M	728
Victor Harbor (C)	2011	55-64	F	1314
Victor Harbor (C)	2011	55-64	M	1059
Victor Harbor (C)	2011	65-74	F	1277
Victor Harbor (C)	2011	65-74	M	1162
Victor Harbor (C)	2011	75-84	F	909
Victor Harbor (C)	2011	75-84	M	768
Victor Harbor (C)	2011	85+	F	391
Victor Harbor (C)	2011	85+	M	292
Victor Harbor (C)	2016	0-4	F	295
Victor Harbor (C)	2016	0-4	M	297
Victor Harbor (C)	2016	5-14	F	653
Victor Harbor (C)	2016	5-14	M	675
Victor Harbor (C)	2016	15-19	F	301
Victor Harbor (C)	2016	15-19	M	334
Victor Harbor (C)	2016	20-24	F	215
Victor Harbor (C)	2016	20-24	M	250
Victor Harbor (C)	2016	25-34	F	491
Victor Harbor (C)	2016	25-34	M	479
Victor Harbor (C)	2016	35-44	F	650
Victor Harbor (C)	2016	35-44	M	580
Victor Harbor (C)	2016	45-54	F	831
Victor Harbor (C)	2016	45-54	M	692
Victor Harbor (C)	2016	55-64	F	1224
Victor Harbor (C)	2016	55-64	M	963
Victor Harbor (C)	2016	65-74	F	1712
Victor Harbor (C)	2016	65-74	M	1445
Victor Harbor (C)	2016	75-84	F	917
Victor Harbor (C)	2016	75-84	M	882
Victor Harbor (C)	2016	85+	F	460
Victor Harbor (C)	2016	85+	M	330
Wakefield (DC)	2006	0-4	F	199
Wakefield (DC)	2006	0-4	M	192
Wakefield (DC)	2006	5-14	F	450
Wakefield (DC)	2006	5-14	M	465
Wakefield (DC)	2006	15-19	F	191
Wakefield (DC)	2006	15-19	M	227
Wakefield (DC)	2006	20-24	F	129
Wakefield (DC)	2006	20-24	M	142
Wakefield (DC)	2006	25-34	F	299
Wakefield (DC)	2006	25-34	M	308
Wakefield (DC)	2006	35-44	F	441
Wakefield (DC)	2006	35-44	M	440
Wakefield (DC)	2006	45-54	F	474
Wakefield (DC)	2006	45-54	M	496
Wakefield (DC)	2006	55-64	F	403
Wakefield (DC)	2006	55-64	M	423
Wakefield (DC)	2006	65-74	F	242
Wakefield (DC)	2006	65-74	M	275
Wakefield (DC)	2006	75-84	F	210
Wakefield (DC)	2006	75-84	M	179
Wakefield (DC)	2006	85+	F	121
Wakefield (DC)	2006	85+	M	50
Wakefield (DC)	2011	0-4	F	200
Wakefield (DC)	2011	0-4	M	228
Wakefield (DC)	2011	5-14	F	456
Wakefield (DC)	2011	5-14	M	489
Wakefield (DC)	2011	15-19	F	192
Wakefield (DC)	2011	15-19	M	223
Wakefield (DC)	2011	20-24	F	125
Wakefield (DC)	2011	20-24	M	167
Wakefield (DC)	2011	25-34	F	334
Wakefield (DC)	2011	25-34	M	334
Wakefield (DC)	2011	35-44	F	415
Wakefield (DC)	2011	35-44	M	412
Wakefield (DC)	2011	45-54	F	458
Wakefield (DC)	2011	45-54	M	472
Wakefield (DC)	2011	55-64	F	459
Wakefield (DC)	2011	55-64	M	516
Wakefield (DC)	2011	65-74	F	285
Wakefield (DC)	2011	65-74	M	328
Wakefield (DC)	2011	75-84	F	205
Wakefield (DC)	2011	75-84	M	172
Wakefield (DC)	2011	85+	F	127
Wakefield (DC)	2011	85+	M	66
Wakefield (DC)	2016	0-4	F	216
Wakefield (DC)	2016	0-4	M	236
Wakefield (DC)	2016	5-14	F	436
Wakefield (DC)	2016	5-14	M	450
Wakefield (DC)	2016	15-19	F	184
Wakefield (DC)	2016	15-19	M	217
Wakefield (DC)	2016	20-24	F	140
Wakefield (DC)	2016	20-24	M	181
Wakefield (DC)	2016	25-34	F	359
Wakefield (DC)	2016	25-34	M	325
Wakefield (DC)	2016	35-44	F	361
Wakefield (DC)	2016	35-44	M	396
Wakefield (DC)	2016	45-54	F	470
Wakefield (DC)	2016	45-54	M	471
Wakefield (DC)	2016	55-64	F	486
Wakefield (DC)	2016	55-64	M	519
Wakefield (DC)	2016	65-74	F	369
Wakefield (DC)	2016	65-74	M	418
Wakefield (DC)	2016	75-84	F	197
Wakefield (DC)	2016	75-84	M	185
Wakefield (DC)	2016	85+	F	130
Wakefield (DC)	2016	85+	M	73
Walkerville (M)	2006	0-4	F	138
Walkerville (M)	2006	0-4	M	134
Walkerville (M)	2006	5-14	F	357
Walkerville (M)	2006	5-14	M	391
Walkerville (M)	2006	15-19	F	256
Walkerville (M)	2006	15-19	M	209
Walkerville (M)	2006	20-24	F	217
Walkerville (M)	2006	20-24	M	279
Walkerville (M)	2006	25-34	F	328
Walkerville (M)	2006	25-34	M	342
Walkerville (M)	2006	35-44	F	448
Walkerville (M)	2006	35-44	M	407
Walkerville (M)	2006	45-54	F	538
Walkerville (M)	2006	45-54	M	506
Walkerville (M)	2006	55-64	F	461
Walkerville (M)	2006	55-64	M	454
Walkerville (M)	2006	65-74	F	364
Walkerville (M)	2006	65-74	M	295
Walkerville (M)	2006	75-84	F	337
Walkerville (M)	2006	75-84	M	233
Walkerville (M)	2006	85+	F	190
Walkerville (M)	2006	85+	M	78
Walkerville (M)	2011	0-4	F	136
Walkerville (M)	2011	0-4	M	148
Walkerville (M)	2011	5-14	F	354
Walkerville (M)	2011	5-14	M	392
Walkerville (M)	2011	15-19	F	253
Walkerville (M)	2011	15-19	M	206
Walkerville (M)	2011	20-24	F	219
Walkerville (M)	2011	20-24	M	272
Walkerville (M)	2011	25-34	F	305
Walkerville (M)	2011	25-34	M	352
Walkerville (M)	2011	35-44	F	455
Walkerville (M)	2011	35-44	M	434
Walkerville (M)	2011	45-54	F	493
Walkerville (M)	2011	45-54	M	464
Walkerville (M)	2011	55-64	F	508
Walkerville (M)	2011	55-64	M	505
Walkerville (M)	2011	65-74	F	365
Walkerville (M)	2011	65-74	M	340
Walkerville (M)	2011	75-84	F	314
Walkerville (M)	2011	75-84	M	212
Walkerville (M)	2011	85+	F	189
Walkerville (M)	2011	85+	M	78
Walkerville (M)	2016	0-4	F	127
Walkerville (M)	2016	0-4	M	176
Walkerville (M)	2016	5-14	F	441
Walkerville (M)	2016	5-14	M	378
Walkerville (M)	2016	15-19	F	272
Walkerville (M)	2016	15-19	M	237
Walkerville (M)	2016	20-24	F	247
Walkerville (M)	2016	20-24	M	280
Walkerville (M)	2016	25-34	F	388
Walkerville (M)	2016	25-34	M	421
Walkerville (M)	2016	35-44	F	429
Walkerville (M)	2016	35-44	M	403
Walkerville (M)	2016	45-54	F	519
Walkerville (M)	2016	45-54	M	496
Walkerville (M)	2016	55-64	F	531
Walkerville (M)	2016	55-64	M	510
Walkerville (M)	2016	65-74	F	437
Walkerville (M)	2016	65-74	M	389
Walkerville (M)	2016	75-84	F	297
Walkerville (M)	2016	75-84	M	260
Walkerville (M)	2016	85+	F	191
Walkerville (M)	2016	85+	M	123
Wattle Range (DC)	2006	0-4	F	383
Wattle Range (DC)	2006	0-4	M	430
Wattle Range (DC)	2006	5-14	F	852
Wattle Range (DC)	2006	5-14	M	903
Wattle Range (DC)	2006	15-19	F	323
Wattle Range (DC)	2006	15-19	M	379
Wattle Range (DC)	2006	20-24	F	251
Wattle Range (DC)	2006	20-24	M	274
Wattle Range (DC)	2006	25-34	F	655
Wattle Range (DC)	2006	25-34	M	677
Wattle Range (DC)	2006	35-44	F	898
Wattle Range (DC)	2006	35-44	M	943
Wattle Range (DC)	2006	45-54	F	853
Wattle Range (DC)	2006	45-54	M	886
Wattle Range (DC)	2006	55-64	F	667
Wattle Range (DC)	2006	55-64	M	743
Wattle Range (DC)	2006	65-74	F	480
Wattle Range (DC)	2006	65-74	M	425
Wattle Range (DC)	2006	75-84	F	353
Wattle Range (DC)	2006	75-84	M	288
Wattle Range (DC)	2006	85+	F	145
Wattle Range (DC)	2006	85+	M	70
Wattle Range (DC)	2011	0-4	F	318
Wattle Range (DC)	2011	0-4	M	392
Wattle Range (DC)	2011	5-14	F	768
Wattle Range (DC)	2011	5-14	M	809
Wattle Range (DC)	2011	15-19	F	351
Wattle Range (DC)	2011	15-19	M	378
Wattle Range (DC)	2011	20-24	F	208
Wattle Range (DC)	2011	20-24	M	275
Wattle Range (DC)	2011	25-34	F	586
Wattle Range (DC)	2011	25-34	M	547
Wattle Range (DC)	2011	35-44	F	789
Wattle Range (DC)	2011	35-44	M	791
Wattle Range (DC)	2011	45-54	F	874
Wattle Range (DC)	2011	45-54	M	883
Wattle Range (DC)	2011	55-64	F	783
Wattle Range (DC)	2011	55-64	M	897
Wattle Range (DC)	2011	65-74	F	552
Wattle Range (DC)	2011	65-74	M	518
Wattle Range (DC)	2011	75-84	F	368
Wattle Range (DC)	2011	75-84	M	276
Wattle Range (DC)	2011	85+	F	170
Wattle Range (DC)	2011	85+	M	81
Wattle Range (DC)	2016	0-4	F	326
Wattle Range (DC)	2016	0-4	M	316
Wattle Range (DC)	2016	5-14	F	693
Wattle Range (DC)	2016	5-14	M	798
Wattle Range (DC)	2016	15-19	F	300
Wattle Range (DC)	2016	15-19	M	352
Wattle Range (DC)	2016	20-24	F	240
Wattle Range (DC)	2016	20-24	M	283
Wattle Range (DC)	2016	25-34	F	520
Wattle Range (DC)	2016	25-34	M	496
Wattle Range (DC)	2016	35-44	F	669
Wattle Range (DC)	2016	35-44	M	662
Wattle Range (DC)	2016	45-54	F	855
Wattle Range (DC)	2016	45-54	M	867
Wattle Range (DC)	2016	55-64	F	917
Wattle Range (DC)	2016	55-64	M	926
Wattle Range (DC)	2016	65-74	F	678
Wattle Range (DC)	2016	65-74	M	759
Wattle Range (DC)	2016	75-84	F	384
Wattle Range (DC)	2016	75-84	M	317
Wattle Range (DC)	2016	85+	F	207
Wattle Range (DC)	2016	85+	M	117
West Torrens (C)	2006	0-4	F	1264
West Torrens (C)	2006	0-4	M	1343
