LGA_NAME16	Year	Sex	persons
Murweh (S)	2016	M	2131
Napranum (S)	2006	F	415
Napranum (S)	2006	M	426
Napranum (S)	2011	F	413
Napranum (S)	2011	M	442
Napranum (S)	2016	F	464
Napranum (S)	2016	M	495
Noosa (S)	2006	F	23698
Noosa (S)	2006	M	22701
Noosa (S)	2011	F	25238
Noosa (S)	2011	M	23724
Noosa (S)	2016	F	26810
Noosa (S)	2016	M	25340
North Burnett (R)	2006	F	4984
North Burnett (R)	2006	M	5165
North Burnett (R)	2011	F	5008
North Burnett (R)	2011	M	5135
North Burnett (R)	2016	F	5129
North Burnett (R)	2016	M	5353
Northern Peninsula Area (R)	2006	F	1000
Northern Peninsula Area (R)	2006	M	934
Northern Peninsula Area (R)	2011	F	1182
Northern Peninsula Area (R)	2011	M	1114
Northern Peninsula Area (R)	2016	F	1434
Northern Peninsula Area (R)	2016	M	1359
Palm Island (S)	2006	F	992
Palm Island (S)	2006	M	990
Palm Island (S)	2011	F	1109
Palm Island (S)	2011	M	1223
Palm Island (S)	2016	F	1235
Palm Island (S)	2016	M	1209
Paroo (S)	2006	F	933
Paroo (S)	2006	M	997
Paroo (S)	2011	F	908
Paroo (S)	2011	M	948
Paroo (S)	2016	F	824
Paroo (S)	2016	M	815
Pormpuraaw (S)	2006	F	289
Pormpuraaw (S)	2006	M	313
Pormpuraaw (S)	2011	F	320
Pormpuraaw (S)	2011	M	342
Pormpuraaw (S)	2016	F	378
Pormpuraaw (S)	2016	M	375
Quilpie (S)	2006	F	467
Quilpie (S)	2006	M	519
Quilpie (S)	2011	F	449
Quilpie (S)	2011	M	531
Quilpie (S)	2016	F	377
Quilpie (S)	2016	M	436
Redland (C)	2006	F	65131
Redland (C)	2006	M	62501
Redland (C)	2011	F	70779
Redland (C)	2011	M	67886
Redland (C)	2016	F	75022
Redland (C)	2016	M	71985
Richmond (S)	2006	F	409
Richmond (S)	2006	M	495
Richmond (S)	2011	F	392
Richmond (S)	2011	M	435
Richmond (S)	2016	F	378
Richmond (S)	2016	M	410
Rockhampton (R)	2006	F	36564
Rockhampton (R)	2006	M	35736
Rockhampton (R)	2011	F	38841
Rockhampton (R)	2011	M	37932
Rockhampton (R)	2016	F	40321
Rockhampton (R)	2016	M	39402
Scenic Rim (R)	2006	F	16540
Scenic Rim (R)	2006	M	16339
Scenic Rim (R)	2011	F	18471
Scenic Rim (R)	2011	M	17991
Scenic Rim (R)	2016	F	20308
Scenic Rim (R)	2016	M	19761
Somerset (R)	2006	F	9228
Somerset (R)	2006	M	9372
Somerset (R)	2011	F	10712
Somerset (R)	2011	M	10925
Somerset (R)	2016	F	12215
Somerset (R)	2016	M	12381
South Burnett (R)	2006	F	14556
South Burnett (R)	2006	M	14533
South Burnett (R)	2011	F	15595
South Burnett (R)	2011	M	15431
South Burnett (R)	2016	F	16071
South Burnett (R)	2016	M	16111
Southern Downs (R)	2006	F	16046
Southern Downs (R)	2006	M	15617
Southern Downs (R)	2011	F	17290
Southern Downs (R)	2011	M	16593
Southern Downs (R)	2016	F	17831
Southern Downs (R)	2016	M	17285
Sunshine Coast (R)	2006	F	118013
Sunshine Coast (R)	2006	M	111849
Sunshine Coast (R)	2011	F	133033
Sunshine Coast (R)	2011	M	124920
Sunshine Coast (R)	2016	F	152403
Sunshine Coast (R)	2016	M	141965
Tablelands (R)	2006	F	11500
Tablelands (R)	2006	M	11196
Tablelands (R)	2011	F	12032
Tablelands (R)	2011	M	11684
Tablelands (R)	2016	F	12617
Tablelands (R)	2016	M	12214
Toowoomba (R)	2006	F	73025
Toowoomba (R)	2006	M	69260
Toowoomba (R)	2011	F	77638
Toowoomba (R)	2011	M	73553
Toowoomba (R)	2016	F	82607
Toowoomba (R)	2016	M	78166
Torres (S)	2006	F	1612
Torres (S)	2006	M	1617
Torres (S)	2011	F	1632
Torres (S)	2011	M	1618
Torres (S)	2016	F	1826
Torres (S)	2016	M	1788
Torres Strait Island (R)	2006	F	2163
Torres Strait Island (R)	2006	M	2235
Torres Strait Island (R)	2011	F	2067
Torres Strait Island (R)	2011	M	2178
Torres Strait Island (R)	2016	F	2221
Torres Strait Island (R)	2016	M	2295
Townsville (C)	2006	F	76874
Townsville (C)	2006	M	77762
Townsville (C)	2011	F	87358
Townsville (C)	2011	M	87106
Townsville (C)	2016	F	93402
Townsville (C)	2016	M	93352
Weipa (T)	2006	F	1284
Weipa (T)	2006	M	1549
Weipa (T)	2011	F	1560
Weipa (T)	2011	M	1777
Weipa (T)	2016	F	1806
Weipa (T)	2016	M	2097
Western Downs (R)	2006	F	13894
Western Downs (R)	2006	M	14515
Western Downs (R)	2011	F	15307
Western Downs (R)	2011	M	16282
Western Downs (R)	2016	F	16322
Western Downs (R)	2016	M	17128
Whitsunday (R)	2006	F	13809
Whitsunday (R)	2006	M	15526
Whitsunday (R)	2011	F	14882
Whitsunday (R)	2011	M	16542
Whitsunday (R)	2016	F	16284
Whitsunday (R)	2016	M	17495
Winton (S)	2006	F	634
Winton (S)	2006	M	745
Winton (S)	2011	F	628
Winton (S)	2011	M	707
Winton (S)	2016	F	538
Winton (S)	2016	M	590
Woorabinda (S)	2006	F	428
Woorabinda (S)	2006	M	423
Woorabinda (S)	2011	F	498
Woorabinda (S)	2011	M	448
Woorabinda (S)	2016	F	492
Woorabinda (S)	2016	M	470
Wujal Wujal (S)	2006	F	158
Wujal Wujal (S)	2006	M	173
Wujal Wujal (S)	2011	F	138
Wujal Wujal (S)	2011	M	134
Wujal Wujal (S)	2016	F	148
Wujal Wujal (S)	2016	M	131
Yarrabah (S)	2006	F	1210
Yarrabah (S)	2006	M	1164
Yarrabah (S)	2011	F	1208
Yarrabah (S)	2011	M	1203
Yarrabah (S)	2016	F	1278
Yarrabah (S)	2016	M	1278
No usual address (Qld)	2006	F	5542
No usual address (Qld)	2006	M	7268
No usual address (Qld)	2011	F	5396
No usual address (Qld)	2011	M	7153
No usual address (Qld)	2016	F	5572
No usual address (Qld)	2016	M	6937
Migratory - Offshore - Shipping (Qld)	2006	F	11
Migratory - Offshore - Shipping (Qld)	2006	M	83
Migratory - Offshore - Shipping (Qld)	2011	F	193
Migratory - Offshore - Shipping (Qld)	2011	M	275
Migratory - Offshore - Shipping (Qld)	2016	F	87
Migratory - Offshore - Shipping (Qld)	2016	M	66
Adelaide (C)	2006	F	7907
Adelaide (C)	2006	M	8750
Adelaide (C)	2011	F	9493
Adelaide (C)	2011	M	10149
Adelaide (C)	2016	F	10753
Adelaide (C)	2016	M	11310
Adelaide Hills (DC)	2006	F	18849
Adelaide Hills (DC)	2006	M	19010
Adelaide Hills (DC)	2011	F	19269
Adelaide Hills (DC)	2011	M	19360
Adelaide Hills (DC)	2016	F	19528
Adelaide Hills (DC)	2016	M	19338
Alexandrina (DC)	2006	F	10524
Alexandrina (DC)	2006	M	10188
Alexandrina (DC)	2011	F	12155
Alexandrina (DC)	2011	M	11545
Alexandrina (DC)	2016	F	13271
Alexandrina (DC)	2016	M	12601
Anangu Pitjantjatjara (AC)	2006	F	1128
Anangu Pitjantjatjara (AC)	2006	M	1102
Anangu Pitjantjatjara (AC)	2011	F	1243
Anangu Pitjantjatjara (AC)	2011	M	1197
Anangu Pitjantjatjara (AC)	2016	F	1190
Anangu Pitjantjatjara (AC)	2016	M	1080
Barossa (DC)	2006	F	10321
Barossa (DC)	2006	M	10231
Barossa (DC)	2011	F	11206
Barossa (DC)	2011	M	10968
Barossa (DC)	2016	F	11921
Barossa (DC)	2016	M	11638
Barunga West (DC)	2006	F	1233
Barunga West (DC)	2006	M	1304
Barunga West (DC)	2011	F	1195
Barunga West (DC)	2011	M	1263
Barunga West (DC)	2016	F	1234
Barunga West (DC)	2016	M	1307
Berri and Barmera (DC)	2006	F	5561
Berri and Barmera (DC)	2006	M	5370
Berri and Barmera (DC)	2011	F	5311
Berri and Barmera (DC)	2011	M	5256
Berri and Barmera (DC)	2016	F	5274
Berri and Barmera (DC)	2016	M	5268
Burnside (C)	2006	F	22266
Burnside (C)	2006	M	19688
Burnside (C)	2011	F	22272
Burnside (C)	2011	M	19921
Burnside (C)	2016	F	23185
Burnside (C)	2016	M	20723
Campbelltown (C) (SA)	2006	F	23920
Campbelltown (C) (SA)	2006	M	22240
Campbelltown (C) (SA)	2011	F	24946
Campbelltown (C) (SA)	2011	M	23216
Campbelltown (C) (SA)	2016	F	25775
Campbelltown (C) (SA)	2016	M	24386
Ceduna (DC)	2006	F	1761
Ceduna (DC)	2006	M	1806
Ceduna (DC)	2011	F	1730
Ceduna (DC)	2011	M	1752
Ceduna (DC)	2016	F	1716
Ceduna (DC)	2016	M	1697
Charles Sturt (C)	2006	F	51424
Charles Sturt (C)	2006	M	49107
Charles Sturt (C)	2011	F	53594
Charles Sturt (C)	2011	M	51383
Charles Sturt (C)	2016	F	57111
Charles Sturt (C)	2016	M	54650
Clare and Gilbert Valleys (DC)	2006	F	4089
Clare and Gilbert Valleys (DC)	2006	M	4057
Clare and Gilbert Valleys (DC)	2011	F	4407
Clare and Gilbert Valleys (DC)	2011	M	4338
Clare and Gilbert Valleys (DC)	2016	F	4531
Clare and Gilbert Valleys (DC)	2016	M	4488
Cleve (DC)	2006	F	961
Cleve (DC)	2006	M	1074
Cleve (DC)	2011	F	855
Cleve (DC)	2011	M	938
Cleve (DC)	2016	F	843
Cleve (DC)	2016	M	925
Coober Pedy (DC)	2006	F	829
Coober Pedy (DC)	2006	M	1081
Coober Pedy (DC)	2011	F	742
Coober Pedy (DC)	2011	M	953
Coober Pedy (DC)	2016	F	801
Coober Pedy (DC)	2016	M	962
Copper Coast (DC)	2006	F	5855
Copper Coast (DC)	2006	M	5589
Copper Coast (DC)	2011	F	6593
Copper Coast (DC)	2011	M	6358
Copper Coast (DC)	2016	F	7100
Copper Coast (DC)	2016	M	7038
Elliston (DC)	2006	F	538
Elliston (DC)	2006	M	594
Elliston (DC)	2011	F	491
Elliston (DC)	2011	M	551
Elliston (DC)	2016	F	484
Elliston (DC)	2016	M	561
Flinders Ranges (DC)	2006	F	849
Flinders Ranges (DC)	2006	M	879
Flinders Ranges (DC)	2011	F	840
Flinders Ranges (DC)	2011	M	862
Flinders Ranges (DC)	2016	F	836
Flinders Ranges (DC)	2016	M	806
Franklin Harbour (DC)	2006	F	567
Franklin Harbour (DC)	2006	M	576
Franklin Harbour (DC)	2011	F	593
Franklin Harbour (DC)	2011	M	622
Franklin Harbour (DC)	2016	F	608
Franklin Harbour (DC)	2016	M	685
Gawler (T)	2006	F	9791
Gawler (T)	2006	M	9122
Gawler (T)	2011	F	10665
Gawler (T)	2011	M	9871
Gawler (T)	2016	F	11937
Gawler (T)	2016	M	11098
Goyder (DC)	2006	F	2079
Goyder (DC)	2006	M	2106
Goyder (DC)	2011	F	2070
Goyder (DC)	2011	M	2091
Goyder (DC)	2016	F	2059
Goyder (DC)	2016	M	2079
Grant (DC)	2006	F	3465
Grant (DC)	2006	M	3813
Grant (DC)	2011	F	3710
Grant (DC)	2011	M	4144
Grant (DC)	2016	F	3690
Grant (DC)	2016	M	4507
Holdfast Bay (C)	2006	F	17616
Holdfast Bay (C)	2006	M	15689
Holdfast Bay (C)	2011	F	18155
Holdfast Bay (C)	2011	M	16451
Holdfast Bay (C)	2016	F	18514
Holdfast Bay (C)	2016	M	16847
Kangaroo Island (DC)	2006	F	2075
Kangaroo Island (DC)	2006	M	2184
Kangaroo Island (DC)	2011	F	2158
Kangaroo Island (DC)	2011	M	2259
Kangaroo Island (DC)	2016	F	2297
Kangaroo Island (DC)	2016	M	2405
Karoonda East Murray (DC)	2006	F	576
Karoonda East Murray (DC)	2006	M	591
Karoonda East Murray (DC)	2011	F	495
Karoonda East Murray (DC)	2011	M	536
Karoonda East Murray (DC)	2016	F	526
Karoonda East Murray (DC)	2016	M	566
Kimba (DC)	2006	F	557
Kimba (DC)	2006	M	554
Kimba (DC)	2011	F	530
Kimba (DC)	2011	M	556
Kimba (DC)	2016	F	516
Kimba (DC)	2016	M	543
Kingston (DC) (SA)	2006	F	1146
Kingston (DC) (SA)	2006	M	1183
Kingston (DC) (SA)	2011	F	1114
Kingston (DC) (SA)	2011	M	1165
Kingston (DC) (SA)	2016	F	1132
Kingston (DC) (SA)	2016	M	1215
Light (RegC)	2006	F	6072
Light (RegC)	2006	M	6286
Light (RegC)	2011	F	6775
Light (RegC)	2011	M	7010
Light (RegC)	2016	F	7290
Light (RegC)	2016	M	7438
Lower Eyre Peninsula (DC)	2006	F	2075
Lower Eyre Peninsula (DC)	2006	M	2329
Lower Eyre Peninsula (DC)	2011	F	2309
Lower Eyre Peninsula (DC)	2011	M	2607
Lower Eyre Peninsula (DC)	2016	F	2561
Lower Eyre Peninsula (DC)	2016	M	2954
Loxton Waikerie (DC)	2006	F	5697
Loxton Waikerie (DC)	2006	M	5908
Loxton Waikerie (DC)	2011	F	5627
Loxton Waikerie (DC)	2011	M	5659
Loxton Waikerie (DC)	2016	F	5747
Loxton Waikerie (DC)	2016	M	5737
Mallala (DC)	2006	F	3862
Mallala (DC)	2006	M	4038
Mallala (DC)	2011	F	4089
Mallala (DC)	2011	M	4250
Mallala (DC)	2016	F	4246
Mallala (DC)	2016	M	4560
Maralinga Tjarutja (AC)	2006	F	57
Maralinga Tjarutja (AC)	2006	M	51
Maralinga Tjarutja (AC)	2011	F	35
Maralinga Tjarutja (AC)	2011	M	38
Maralinga Tjarutja (AC)	2016	F	30
Maralinga Tjarutja (AC)	2016	M	25
Marion (C)	2006	F	40860
Marion (C)	2006	M	37837
Marion (C)	2011	F	42967
Marion (C)	2011	M	40024
Marion (C)	2016	F	46003
Marion (C)	2016	M	42609
Mid Murray (DC)	2006	F	3800
Mid Murray (DC)	2006	M	4236
Mid Murray (DC)	2011	F	3812
Mid Murray (DC)	2011	M	4324
Mid Murray (DC)	2016	F	4020
Mid Murray (DC)	2016	M	4617
Mitcham (C)	2006	F	32061
Mitcham (C)	2006	M	29791
Mitcham (C)	2011	F	32467
Mitcham (C)	2011	M	30431
Mitcham (C)	2016	F	33531
Mitcham (C)	2016	M	31270
Mount Barker (DC)	2006	F	13582
Mount Barker (DC)	2006	M	12851
Mount Barker (DC)	2011	F	15305
Mount Barker (DC)	2011	M	14464
Mount Barker (DC)	2016	F	17149
Mount Barker (DC)	2016	M	16246
Mount Gambier (C)	2006	F	12434
Mount Gambier (C)	2006	M	11652
Mount Gambier (C)	2011	F	13040
Mount Gambier (C)	2011	M	12203
Mount Gambier (C)	2016	F	13538
Mount Gambier (C)	2016	M	12737
Mount Remarkable (DC)	2006	F	1366
Mount Remarkable (DC)	2006	M	1478
Mount Remarkable (DC)	2011	F	1421
Mount Remarkable (DC)	2011	M	1451
Mount Remarkable (DC)	2016	F	1401
Mount Remarkable (DC)	2016	M	1458
Murray Bridge (RC)	2006	F	8888
Murray Bridge (RC)	2006	M	8791
Murray Bridge (RC)	2011	F	9794
Murray Bridge (RC)	2011	M	9949
Murray Bridge (RC)	2016	F	10381
Murray Bridge (RC)	2016	M	10474
Naracoorte and Lucindale (DC)	2006	F	3975
Naracoorte and Lucindale (DC)	2006	M	4104
Naracoorte and Lucindale (DC)	2011	F	3952
Naracoorte and Lucindale (DC)	2011	M	4164
Naracoorte and Lucindale (DC)	2016	F	3984
Naracoorte and Lucindale (DC)	2016	M	4308
Northern Areas (DC)	2006	F	2294
Northern Areas (DC)	2006	M	2360
Northern Areas (DC)	2011	F	2200
Northern Areas (DC)	2011	M	2304
Northern Areas (DC)	2016	F	2213
Northern Areas (DC)	2016	M	2315
Norwood Payneham St Peters (C)	2006	F	17749
Norwood Payneham St Peters (C)	2006	M	15986
Norwood Payneham St Peters (C)	2011	F	18168
Norwood Payneham St Peters (C)	2011	M	16720
Norwood Payneham St Peters (C)	2016	F	18425
Norwood Payneham St Peters (C)	2016	M	16931
Onkaparinga (C)	2006	F	76021
Onkaparinga (C)	2006	M	73719
Onkaparinga (C)	2011	F	81168
Onkaparinga (C)	2011	M	78410
Onkaparinga (C)	2016	F	85155
Onkaparinga (C)	2016	M	81610
Orroroo/Carrieton (DC)	2006	F	476
Orroroo/Carrieton (DC)	2006	M	458
Orroroo/Carrieton (DC)	2011	F	424
Orroroo/Carrieton (DC)	2011	M	454
Orroroo/Carrieton (DC)	2016	F	449
Orroroo/Carrieton (DC)	2016	M	447
Peterborough (DC)	2006	F	942
Peterborough (DC)	2006	M	959
Peterborough (DC)	2011	F	864
Peterborough (DC)	2011	M	867
Peterborough (DC)	2016	F	848
Peterborough (DC)	2016	M	830
Playford (C)	2006	F	35280
Playford (C)	2006	M	34734
Playford (C)	2011	F	39831
Playford (C)	2011	M	39279
Playford (C)	2016	F	45075
Playford (C)	2016	M	44296
Port Adelaide Enfield (C)	2006	F	52248
Port Adelaide Enfield (C)	2006	M	50683
Port Adelaide Enfield (C)	2011	F	56668
Port Adelaide Enfield (C)	2011	M	56146
Port Adelaide Enfield (C)	2016	F	61132
Port Adelaide Enfield (C)	2016	M	60100
Port Augusta (C)	2006	F	6855
Port Augusta (C)	2006	M	7024
Port Augusta (C)	2011	F	6875
Port Augusta (C)	2011	M	7110
Port Augusta (C)	2016	F	6772
Port Augusta (C)	2016	M	7036
Port Lincoln (C)	2006	F	6816
Port Lincoln (C)	2006	M	6785
Port Lincoln (C)	2011	F	7215
Port Lincoln (C)	2011	M	6873
Port Lincoln (C)	2016	F	7138
Port Lincoln (C)	2016	M	6930
Port Pirie City and Dists (M)	2006	F	8782
Port Pirie City and Dists (M)	2006	M	8355
Port Pirie City and Dists (M)	2011	F	8814
Port Pirie City and Dists (M)	2011	M	8522
Port Pirie City and Dists (M)	2016	F	8861
Port Pirie City and Dists (M)	2016	M	8501
Prospect (C)	2006	F	9745
Prospect (C)	2006	M	9552
Prospect (C)	2011	F	10058
Prospect (C)	2011	M	9898
Prospect (C)	2016	F	10226
Prospect (C)	2016	M	10296
Renmark Paringa (DC)	2006	F	4703
Renmark Paringa (DC)	2006	M	4747
Renmark Paringa (DC)	2011	F	4644
Renmark Paringa (DC)	2011	M	4603
Renmark Paringa (DC)	2016	F	4755
Renmark Paringa (DC)	2016	M	4720
Robe (DC)	2006	F	832
Robe (DC)	2006	M	870
Robe (DC)	2011	F	671
Robe (DC)	2011	M	726
Robe (DC)	2016	F	675
Robe (DC)	2016	M	705
Roxby Downs (M)	2006	F	1779
Roxby Downs (M)	2006	M	2276
Roxby Downs (M)	2011	F	1936
Roxby Downs (M)	2011	M	2766
Roxby Downs (M)	2016	F	1663
Roxby Downs (M)	2016	M	2217
Salisbury (C)	2006	F	59501
Salisbury (C)	2006	M	58916
Salisbury (C)	2011	F	64859
Salisbury (C)	2011	M	64253
Salisbury (C)	2016	F	69229
Salisbury (C)	2016	M	68753
Southern Mallee (DC)	2006	F	1034
Southern Mallee (DC)	2006	M	1095
Southern Mallee (DC)	2011	F	1024
Southern Mallee (DC)	2011	M	1076
Southern Mallee (DC)	2016	F	984
Southern Mallee (DC)	2016	M	1047
Streaky Bay (DC)	2006	F	945
Streaky Bay (DC)	2006	M	1075
Streaky Bay (DC)	2011	F	998
Streaky Bay (DC)	2011	M	1104
Streaky Bay (DC)	2016	F	976
Streaky Bay (DC)	2016	M	1101
Tatiara (DC)	2006	F	3285
Tatiara (DC)	2006	M	3579
Tatiara (DC)	2011	F	3186
Tatiara (DC)	2011	M	3372
Tatiara (DC)	2016	F	3139
Tatiara (DC)	2016	M	3480
Tea Tree Gully (C)	2006	F	48857
Tea Tree Gully (C)	2006	M	47116
Tea Tree Gully (C)	2011	F	48628
Tea Tree Gully (C)	2011	M	46839
Tea Tree Gully (C)	2016	F	49918
Tea Tree Gully (C)	2016	M	47813
The Coorong (DC)	2006	F	2793
The Coorong (DC)	2006	M	2877
The Coorong (DC)	2011	F	2683
The Coorong (DC)	2011	M	2845
The Coorong (DC)	2016	F	2619
The Coorong (DC)	2016	M	2758
Tumby Bay (DC)	2006	F	1241
Tumby Bay (DC)	2006	M	1304
Tumby Bay (DC)	2011	F	1293
Tumby Bay (DC)	2011	M	1291
Tumby Bay (DC)	2016	F	1326
Tumby Bay (DC)	2016	M	1281
Unley (C)	2006	F	19229
Unley (C)	2006	M	16771
Unley (C)	2011	F	19509
Unley (C)	2011	M	17334
Unley (C)	2016	F	19949
Unley (C)	2016	M	17771
Victor Harbor (C)	2006	F	6284
Victor Harbor (C)	2006	M	5733
Victor Harbor (C)	2011	F	7274
Victor Harbor (C)	2011	M	6568
Victor Harbor (C)	2016	F	7749
Victor Harbor (C)	2016	M	6914
Wakefield (DC)	2006	F	3165
Wakefield (DC)	2006	M	3207
Wakefield (DC)	2011	F	3262
Wakefield (DC)	2011	M	3404
Wakefield (DC)	2016	F	3338
Wakefield (DC)	2016	M	3465
Walkerville (M)	2006	F	3641
Walkerville (M)	2006	M	3329
Walkerville (M)	2011	F	3596
Walkerville (M)	2011	M	3403
Walkerville (M)	2016	F	3879
Walkerville (M)	2016	M	3676
Wattle Range (DC)	2006	F	5872
Wattle Range (DC)	2006	M	6022
Wattle Range (DC)	2011	F	5762
Wattle Range (DC)	2011	M	5862
Wattle Range (DC)	2016	F	5784
Wattle Range (DC)	2016	M	5893
West Torrens (C)	2006	F	26654
West Torrens (C)	2006	M	25507
West Torrens (C)	2011	F	28108
West Torrens (C)	2011	M	26853
West Torrens (C)	2016	F	29646
West Torrens (C)	2016	M	28250
Whyalla (C)	2006	F	10564
Whyalla (C)	2006	M	10854
Whyalla (C)	2011	F	10913
Whyalla (C)	2011	M	11174
Whyalla (C)	2016	F	10910
Whyalla (C)	2016	M	10920
Wudinna (DC)	2006	F	638
Wudinna (DC)	2006	M	671
Wudinna (DC)	2011	F	613
Wudinna (DC)	2011	M	638
Wudinna (DC)	2016	F	608
Wudinna (DC)	2016	M	639
Yankalilla (DC)	2006	F	2087
Yankalilla (DC)	2006	M	2064
Yankalilla (DC)	2011	F	2226
Yankalilla (DC)	2011	M	2171
Yankalilla (DC)	2016	F	2612
Yankalilla (DC)	2016	M	2550
Yorke Peninsula (DC)	2006	F	5485
Yorke Peninsula (DC)	2006	M	5705
Yorke Peninsula (DC)	2011	F	5394
Yorke Peninsula (DC)	2011	M	5629
Yorke Peninsula (DC)	2016	F	5357
Yorke Peninsula (DC)	2016	M	5704
Unincorporated SA	2006	F	1609
Unincorporated SA	2006	M	2130
Unincorporated SA	2011	F	1789
Unincorporated SA	2011	M	2659
Unincorporated SA	2016	F	1370
Unincorporated SA	2016	M	2154
No usual address (SA)	2006	F	1125
No usual address (SA)	2006	M	1494
No usual address (SA)	2011	F	1287
No usual address (SA)	2011	M	1778
No usual address (SA)	2016	F	1129
No usual address (SA)	2016	M	1734
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	7
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	5
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	6
Albany (C)	2006	F	15960
Albany (C)	2006	M	15617
Albany (C)	2011	F	17073
Albany (C)	2011	M	16577
Albany (C)	2016	F	18528
Albany (C)	2016	M	18051
Armadale (C)	2006	F	25497
Armadale (C)	2006	M	25046
Armadale (C)	2011	F	31253
Armadale (C)	2011	M	31042
Armadale (C)	2016	F	40002
Armadale (C)	2016	M	39594
Ashburton (S)	2006	F	2643
Ashburton (S)	2006	M	3436
Ashburton (S)	2011	F	3480
Ashburton (S)	2011	M	6522
Ashburton (S)	2016	F	3600
Ashburton (S)	2016	M	9427
Augusta-Margaret River (S)	2006	F	5134
Augusta-Margaret River (S)	2006	M	5220
Augusta-Margaret River (S)	2011	F	5863
Augusta-Margaret River (S)	2011	M	5898
Augusta-Margaret River (S)	2016	F	7133
Augusta-Margaret River (S)	2016	M	7131
Bassendean (T)	2006	F	6876
Bassendean (T)	2006	M	6585
Bassendean (T)	2011	F	7230
Bassendean (T)	2011	M	7174
Bassendean (T)	2016	F	7663
Bassendean (T)	2016	M	7427
Bayswater (C)	2006	F	27967
Bayswater (C)	2006	M	27832
Bayswater (C)	2011	F	30546
Bayswater (C)	2011	M	30714
Bayswater (C)	2016	F	32501
Bayswater (C)	2016	M	32178
Belmont (C)	2006	F	15257
Belmont (C)	2006	M	15074
Belmont (C)	2011	F	17323
Belmont (C)	2011	M	17889
Belmont (C)	2016	F	19437
Belmont (C)	2016	M	20248
Beverley (S)	2006	F	755
Beverley (S)	2006	M	810
Beverley (S)	2011	F	758
Beverley (S)	2011	M	809
Beverley (S)	2016	F	854
Beverley (S)	2016	M	889
Boddington (S)	2006	F	665
Boddington (S)	2006	M	714
Boddington (S)	2011	F	837
Boddington (S)	2011	M	1387
Boddington (S)	2016	F	868
Boddington (S)	2016	M	982
Boyup Brook (S)	2006	F	721
Boyup Brook (S)	2006	M	758
Boyup Brook (S)	2011	F	799
Boyup Brook (S)	2011	M	787
Boyup Brook (S)	2016	F	850
Boyup Brook (S)	2016	M	858
Bridgetown-Greenbushes (S)	2006	F	2015
Bridgetown-Greenbushes (S)	2006	M	1935
Bridgetown-Greenbushes (S)	2011	F	2203
Bridgetown-Greenbushes (S)	2011	M	2120
Bridgetown-Greenbushes (S)	2016	F	2394
Bridgetown-Greenbushes (S)	2016	M	2263
Brookton (S)	2006	F	503
Brookton (S)	2006	M	480
Brookton (S)	2011	F	464
Brookton (S)	2011	M	475
Brookton (S)	2016	F	482
Brookton (S)	2016	M	492
Broome (S)	2006	F	6314
Broome (S)	2006	M	6744
Broome (S)	2011	F	7332
Broome (S)	2011	M	7664
Broome (S)	2016	F	8098
Broome (S)	2016	M	8117
Broomehill-Tambellup (S)	2006	F	544
Broomehill-Tambellup (S)	2006	M	592
Broomehill-Tambellup (S)	2011	F	566
Broomehill-Tambellup (S)	2011	M	572
Broomehill-Tambellup (S)	2016	F	564
Broomehill-Tambellup (S)	2016	M	579
Bruce Rock (S)	2006	F	467
Bruce Rock (S)	2006	M	487
Bruce Rock (S)	2011	F	484
Bruce Rock (S)	2011	M	487
Bruce Rock (S)	2016	F	449
Bruce Rock (S)	2016	M	482
Bunbury (C)	2006	F	14997
Bunbury (C)	2006	M	14703
Bunbury (C)	2011	F	15754
Bunbury (C)	2011	M	15595
Bunbury (C)	2016	F	16275
Bunbury (C)	2016	M	15645
Busselton (C)	2006	F	12856
Busselton (C)	2006	M	12498
Busselton (C)	2011	F	15563
Busselton (C)	2011	M	14767
Busselton (C)	2016	F	18787
Busselton (C)	2016	M	17908
Cambridge (T)	2006	F	12195
Cambridge (T)	2006	M	11558
Cambridge (T)	2011	F	12787
Cambridge (T)	2011	M	12179
Cambridge (T)	2016	F	13657
Cambridge (T)	2016	M	13123
Canning (C)	2006	F	39287
Canning (C)	2006	M	38236
Canning (C)	2011	F	42660
Canning (C)	2011	M	42854
Canning (C)	2016	F	44887
Canning (C)	2016	M	45294
Capel (S)	2006	F	5132
Capel (S)	2006	M	5075
Capel (S)	2011	F	7377
Capel (S)	2011	M	7263
Capel (S)	2016	F	8733
Capel (S)	2016	M	8387
Carnamah (S)	2006	F	347
Carnamah (S)	2006	M	400
Carnamah (S)	2011	F	260
Carnamah (S)	2011	M	283
Carnamah (S)	2016	F	260
Carnamah (S)	2016	M	294
Carnarvon (S)	2006	F	2766
Carnarvon (S)	2006	M	2916
Carnarvon (S)	2011	F	2825
Carnarvon (S)	2011	M	2965
Carnarvon (S)	2016	F	2641
Carnarvon (S)	2016	M	2889
Chapman Valley (S)	2006	F	438
Chapman Valley (S)	2006	M	472
Chapman Valley (S)	2011	F	564
Chapman Valley (S)	2011	M	611
Chapman Valley (S)	2016	F	708
Chapman Valley (S)	2016	M	716
Chittering (S)	2006	F	1734
Chittering (S)	2006	M	1789
