LGA_NAME16	Year	SpeaksEnglishOnly	persons
North Burnett (R)	2016	1	8803
Northern Peninsula Area (R)	2006	0	1516
Northern Peninsula Area (R)	2006	1	309
Northern Peninsula Area (R)	2011	0	1755
Northern Peninsula Area (R)	2011	1	409
Northern Peninsula Area (R)	2016	0	2237
Northern Peninsula Area (R)	2016	1	400
Palm Island (S)	2006	0	25
Palm Island (S)	2006	1	1885
Palm Island (S)	2011	0	70
Palm Island (S)	2011	1	2215
Palm Island (S)	2016	0	142
Palm Island (S)	2016	1	2238
Paroo (S)	2006	0	15
Paroo (S)	2006	1	1817
Paroo (S)	2011	0	36
Paroo (S)	2011	1	1732
Paroo (S)	2016	0	19
Paroo (S)	2016	1	1503
Pormpuraaw (S)	2006	0	338
Pormpuraaw (S)	2006	1	238
Pormpuraaw (S)	2011	0	450
Pormpuraaw (S)	2011	1	183
Pormpuraaw (S)	2016	0	452
Pormpuraaw (S)	2016	1	268
Quilpie (S)	2006	0	15
Quilpie (S)	2006	1	908
Quilpie (S)	2011	0	22
Quilpie (S)	2011	1	916
Quilpie (S)	2016	0	9
Quilpie (S)	2016	1	764
Redland (C)	2006	0	6516
Redland (C)	2006	1	116021
Redland (C)	2011	0	7948
Redland (C)	2011	1	126217
Redland (C)	2016	0	9772
Redland (C)	2016	1	130749
Richmond (S)	2006	0	0
Richmond (S)	2006	1	825
Richmond (S)	2011	0	22
Richmond (S)	2011	1	757
Richmond (S)	2016	0	18
Richmond (S)	2016	1	710
Rockhampton (R)	2006	0	1896
Rockhampton (R)	2006	1	65599
Rockhampton (R)	2011	0	3558
Rockhampton (R)	2011	1	67884
Rockhampton (R)	2016	0	4624
Rockhampton (R)	2016	1	69520
Scenic Rim (R)	2006	0	881
Scenic Rim (R)	2006	1	30429
Scenic Rim (R)	2011	0	1135
Scenic Rim (R)	2011	1	33903
Scenic Rim (R)	2016	0	1282
Scenic Rim (R)	2016	1	35640
Somerset (R)	2006	0	478
Somerset (R)	2006	1	17150
Somerset (R)	2011	0	733
Somerset (R)	2011	1	20010
Somerset (R)	2016	0	1012
Somerset (R)	2016	1	21618
South Burnett (R)	2006	0	534
South Burnett (R)	2006	1	26998
South Burnett (R)	2011	0	663
South Burnett (R)	2011	1	29035
South Burnett (R)	2016	0	792
South Burnett (R)	2016	1	28966
Southern Downs (R)	2006	0	1243
Southern Downs (R)	2006	1	29211
Southern Downs (R)	2011	0	1452
Southern Downs (R)	2011	1	31139
Southern Downs (R)	2016	0	1536
Southern Downs (R)	2016	1	31421
Sunshine Coast (R)	2006	0	7732
Sunshine Coast (R)	2006	1	210919
Sunshine Coast (R)	2011	0	10421
Sunshine Coast (R)	2011	1	236865
Sunshine Coast (R)	2016	0	14832
Sunshine Coast (R)	2016	1	262574
Tablelands (R)	2006	0	929
Tablelands (R)	2006	1	20401
Tablelands (R)	2011	0	1054
Tablelands (R)	2011	1	21410
Tablelands (R)	2016	0	1064
Tablelands (R)	2016	1	21661
Toowoomba (R)	2006	0	4881
Toowoomba (R)	2006	1	131399
Toowoomba (R)	2011	0	6979
Toowoomba (R)	2011	1	137403
Toowoomba (R)	2016	0	10471
Toowoomba (R)	2016	1	139538
Torres (S)	2006	0	1576
Torres (S)	2006	1	1339
Torres (S)	2011	0	1286
Torres (S)	2011	1	1568
Torres (S)	2016	0	1689
Torres (S)	2016	1	1335
Torres Strait Island (R)	2006	0	3786
Torres Strait Island (R)	2006	1	451
Torres Strait Island (R)	2011	0	3665
Torres Strait Island (R)	2011	1	338
Torres Strait Island (R)	2016	0	3901
Torres Strait Island (R)	2016	1	243
Townsville (C)	2006	0	7191
Townsville (C)	2006	1	138224
Townsville (C)	2011	0	10470
Townsville (C)	2011	1	152608
Townsville (C)	2016	0	13417
Townsville (C)	2016	1	159081
Weipa (T)	2006	0	178
Weipa (T)	2006	1	2410
Weipa (T)	2011	0	290
Weipa (T)	2011	1	2679
Weipa (T)	2016	0	331
Weipa (T)	2016	1	3173
Western Downs (R)	2006	0	368
Western Downs (R)	2006	1	26516
Western Downs (R)	2011	0	731
Western Downs (R)	2011	1	28704
Western Downs (R)	2016	0	1181
Western Downs (R)	2016	1	28657
Whitsunday (R)	2006	0	1122
Whitsunday (R)	2006	1	25101
Whitsunday (R)	2011	0	1433
Whitsunday (R)	2011	1	26787
Whitsunday (R)	2016	0	2127
Whitsunday (R)	2016	1	27373
Winton (S)	2006	0	20
Winton (S)	2006	1	1222
Winton (S)	2011	0	23
Winton (S)	2011	1	1251
Winton (S)	2016	0	19
Winton (S)	2016	1	1004
Woorabinda (S)	2006	0	11
Woorabinda (S)	2006	1	787
Woorabinda (S)	2011	0	19
Woorabinda (S)	2011	1	913
Woorabinda (S)	2016	0	90
Woorabinda (S)	2016	1	817
Wujal Wujal (S)	2006	0	220
Wujal Wujal (S)	2006	1	102
Wujal Wujal (S)	2011	0	122
Wujal Wujal (S)	2011	1	147
Wujal Wujal (S)	2016	0	186
Wujal Wujal (S)	2016	1	88
Yarrabah (S)	2006	0	73
Yarrabah (S)	2006	1	2263
Yarrabah (S)	2011	0	413
Yarrabah (S)	2011	1	1967
Yarrabah (S)	2016	0	303
Yarrabah (S)	2016	1	2165
No usual address (Qld)	2006	0	859
No usual address (Qld)	2006	1	10476
No usual address (Qld)	2011	0	1019
No usual address (Qld)	2011	1	9760
No usual address (Qld)	2016	0	1293
No usual address (Qld)	2016	1	8697
Migratory - Offshore - Shipping (Qld)	2006	0	15
Migratory - Offshore - Shipping (Qld)	2006	1	76
Migratory - Offshore - Shipping (Qld)	2011	0	40
Migratory - Offshore - Shipping (Qld)	2011	1	359
Migratory - Offshore - Shipping (Qld)	2016	0	21
Migratory - Offshore - Shipping (Qld)	2016	1	110
Adelaide (C)	2006	0	3971
Adelaide (C)	2006	1	10341
Adelaide (C)	2011	0	6203
Adelaide (C)	2011	1	11399
Adelaide (C)	2016	0	8011
Adelaide (C)	2016	1	11637
Adelaide Hills (DC)	2006	0	1769
Adelaide Hills (DC)	2006	1	34738
Adelaide Hills (DC)	2011	0	2067
Adelaide Hills (DC)	2011	1	35321
Adelaide Hills (DC)	2016	0	2171
Adelaide Hills (DC)	2016	1	34930
Alexandrina (DC)	2006	0	517
Alexandrina (DC)	2006	1	18838
Alexandrina (DC)	2011	0	672
Alexandrina (DC)	2011	1	22337
Alexandrina (DC)	2016	0	660
Alexandrina (DC)	2016	1	23629
Anangu Pitjantjatjara (AC)	2006	0	1710
Anangu Pitjantjatjara (AC)	2006	1	420
Anangu Pitjantjatjara (AC)	2011	0	2004
Anangu Pitjantjatjara (AC)	2011	1	346
Anangu Pitjantjatjara (AC)	2016	0	1718
Anangu Pitjantjatjara (AC)	2016	1	292
Barossa (DC)	2006	0	472
Barossa (DC)	2006	1	19506
Barossa (DC)	2011	0	515
Barossa (DC)	2011	1	21046
Barossa (DC)	2016	0	540
Barossa (DC)	2016	1	21788
Barunga West (DC)	2006	0	30
Barunga West (DC)	2006	1	2387
Barunga West (DC)	2011	0	22
Barunga West (DC)	2011	1	2353
Barunga West (DC)	2016	0	18
Barunga West (DC)	2016	1	2337
Berri and Barmera (DC)	2006	0	1003
Berri and Barmera (DC)	2006	1	9438
Berri and Barmera (DC)	2011	0	1030
Berri and Barmera (DC)	2011	1	9075
Berri and Barmera (DC)	2016	0	960
Berri and Barmera (DC)	2016	1	8858
Burnside (C)	2006	0	6688
Burnside (C)	2006	1	33425
Burnside (C)	2011	0	8037
Burnside (C)	2011	1	32548
Burnside (C)	2016	0	10604
Burnside (C)	2016	1	31629
Campbelltown (C) (SA)	2006	0	13883
Campbelltown (C) (SA)	2006	1	30525
Campbelltown (C) (SA)	2011	0	15898
Campbelltown (C) (SA)	2011	1	30813
Campbelltown (C) (SA)	2016	0	17358
Campbelltown (C) (SA)	2016	1	31131
Ceduna (DC)	2006	0	171
Ceduna (DC)	2006	1	3133
Ceduna (DC)	2011	0	227
Ceduna (DC)	2011	1	3101
Ceduna (DC)	2016	0	231
Ceduna (DC)	2016	1	2723
Charles Sturt (C)	2006	0	25354
Charles Sturt (C)	2006	1	70727
Charles Sturt (C)	2011	0	28294
Charles Sturt (C)	2011	1	72700
Charles Sturt (C)	2016	0	30471
Charles Sturt (C)	2016	1	75979
Clare and Gilbert Valleys (DC)	2006	0	109
Clare and Gilbert Valleys (DC)	2006	1	7726
Clare and Gilbert Valleys (DC)	2011	0	157
Clare and Gilbert Valleys (DC)	2011	1	8340
Clare and Gilbert Valleys (DC)	2016	0	197
Clare and Gilbert Valleys (DC)	2016	1	8273
Cleve (DC)	2006	0	19
Cleve (DC)	2006	1	1950
Cleve (DC)	2011	0	23
Cleve (DC)	2011	1	1739
Cleve (DC)	2016	0	20
Cleve (DC)	2016	1	1634
Coober Pedy (DC)	2006	0	457
Coober Pedy (DC)	2006	1	1117
Coober Pedy (DC)	2011	0	408
Coober Pedy (DC)	2011	1	1111
Coober Pedy (DC)	2016	0	431
Coober Pedy (DC)	2016	1	1059
Copper Coast (DC)	2006	0	152
Copper Coast (DC)	2006	1	10872
Copper Coast (DC)	2011	0	247
Copper Coast (DC)	2011	1	12351
Copper Coast (DC)	2016	0	300
Copper Coast (DC)	2016	1	12742
Elliston (DC)	2006	0	7
Elliston (DC)	2006	1	1082
Elliston (DC)	2011	0	10
Elliston (DC)	2011	1	1018
Elliston (DC)	2016	0	7
Elliston (DC)	2016	1	986
Flinders Ranges (DC)	2006	0	41
Flinders Ranges (DC)	2006	1	1542
Flinders Ranges (DC)	2011	0	67
Flinders Ranges (DC)	2011	1	1559
Flinders Ranges (DC)	2016	0	59
Flinders Ranges (DC)	2016	1	1458
Franklin Harbour (DC)	2006	0	8
Franklin Harbour (DC)	2006	1	1111
Franklin Harbour (DC)	2011	0	14
Franklin Harbour (DC)	2011	1	1107
Franklin Harbour (DC)	2016	0	10
Franklin Harbour (DC)	2016	1	1152
Gawler (T)	2006	0	653
Gawler (T)	2006	1	17560
Gawler (T)	2011	0	829
Gawler (T)	2011	1	18932
Gawler (T)	2016	0	993
Gawler (T)	2016	1	20809
Goyder (DC)	2006	0	70
Goyder (DC)	2006	1	3963
Goyder (DC)	2011	0	84
Goyder (DC)	2011	1	3934
Goyder (DC)	2016	0	81
Goyder (DC)	2016	1	3775
Grant (DC)	2006	0	114
Grant (DC)	2006	1	6830
Grant (DC)	2011	0	164
Grant (DC)	2011	1	7310
Grant (DC)	2016	0	158
Grant (DC)	2016	1	7118
Holdfast Bay (C)	2006	0	2436
Holdfast Bay (C)	2006	1	29363
Holdfast Bay (C)	2011	0	3177
Holdfast Bay (C)	2011	1	29782
Holdfast Bay (C)	2016	0	3423
Holdfast Bay (C)	2016	1	29888
Kangaroo Island (DC)	2006	0	98
Kangaroo Island (DC)	2006	1	3928
Kangaroo Island (DC)	2011	0	146
Kangaroo Island (DC)	2011	1	4076
Kangaroo Island (DC)	2016	0	160
Kangaroo Island (DC)	2016	1	4113
Karoonda East Murray (DC)	2006	0	17
Karoonda East Murray (DC)	2006	1	1111
Karoonda East Murray (DC)	2011	0	25
Karoonda East Murray (DC)	2011	1	958
Karoonda East Murray (DC)	2016	0	20
Karoonda East Murray (DC)	2016	1	1003
Kimba (DC)	2006	0	7
Kimba (DC)	2006	1	1082
Kimba (DC)	2011	0	8
Kimba (DC)	2011	1	1040
Kimba (DC)	2016	0	20
Kimba (DC)	2016	1	979
Kingston (DC) (SA)	2006	0	27
Kingston (DC) (SA)	2006	1	2231
Kingston (DC) (SA)	2011	0	27
Kingston (DC) (SA)	2011	1	2177
Kingston (DC) (SA)	2016	0	26
Kingston (DC) (SA)	2016	1	2159
Light (RegC)	2006	0	248
Light (RegC)	2006	1	11706
Light (RegC)	2011	0	345
Light (RegC)	2011	1	13069
Light (RegC)	2016	0	353
Light (RegC)	2016	1	13715
Lower Eyre Peninsula (DC)	2006	0	55
Lower Eyre Peninsula (DC)	2006	1	4105
Lower Eyre Peninsula (DC)	2011	0	71
Lower Eyre Peninsula (DC)	2011	1	4619
Lower Eyre Peninsula (DC)	2016	0	75
Lower Eyre Peninsula (DC)	2016	1	4868
Loxton Waikerie (DC)	2006	0	495
Loxton Waikerie (DC)	2006	1	10771
Loxton Waikerie (DC)	2011	0	545
Loxton Waikerie (DC)	2011	1	10383
Loxton Waikerie (DC)	2016	0	497
Loxton Waikerie (DC)	2016	1	10272
Mallala (DC)	2006	0	352
Mallala (DC)	2006	1	7128
Mallala (DC)	2011	0	424
Mallala (DC)	2011	1	7609
Mallala (DC)	2016	0	398
Mallala (DC)	2016	1	7826
Maralinga Tjarutja (AC)	2006	0	55
Maralinga Tjarutja (AC)	2006	1	33
Maralinga Tjarutja (AC)	2011	0	54
Maralinga Tjarutja (AC)	2011	1	15
Maralinga Tjarutja (AC)	2016	0	7
Maralinga Tjarutja (AC)	2016	1	12
Marion (C)	2006	0	9532
Marion (C)	2006	1	66399
Marion (C)	2011	0	12575
Marion (C)	2011	1	67638
Marion (C)	2016	0	16684
Marion (C)	2016	1	68154
Mid Murray (DC)	2006	0	151
Mid Murray (DC)	2006	1	7404
Mid Murray (DC)	2011	0	196
Mid Murray (DC)	2011	1	7329
Mid Murray (DC)	2016	0	205
Mid Murray (DC)	2016	1	7618
Mitcham (C)	2006	0	7251
Mitcham (C)	2006	1	52736
Mitcham (C)	2011	0	8413
Mitcham (C)	2011	1	52834
Mitcham (C)	2016	0	9542
Mitcham (C)	2016	1	52904
Mount Barker (DC)	2006	0	894
Mount Barker (DC)	2006	1	24630
Mount Barker (DC)	2011	0	1149
Mount Barker (DC)	2011	1	27895
Mount Barker (DC)	2016	0	1359
Mount Barker (DC)	2016	1	30357
Mount Gambier (C)	2006	0	1013
Mount Gambier (C)	2006	1	22107
Mount Gambier (C)	2011	0	1283
Mount Gambier (C)	2011	1	23275
Mount Gambier (C)	2016	0	1589
Mount Gambier (C)	2016	1	23266
Mount Remarkable (DC)	2006	0	53
Mount Remarkable (DC)	2006	1	2643
Mount Remarkable (DC)	2011	0	76
Mount Remarkable (DC)	2011	1	2681
Mount Remarkable (DC)	2016	0	58
Mount Remarkable (DC)	2016	1	2614
Murray Bridge (RC)	2006	0	916
Murray Bridge (RC)	2006	1	15877
Murray Bridge (RC)	2011	0	1417
Murray Bridge (RC)	2011	1	17027
Murray Bridge (RC)	2016	0	2096
Murray Bridge (RC)	2016	1	17158
Naracoorte and Lucindale (DC)	2006	0	204
Naracoorte and Lucindale (DC)	2006	1	7646
Naracoorte and Lucindale (DC)	2011	0	455
Naracoorte and Lucindale (DC)	2011	1	7374
Naracoorte and Lucindale (DC)	2016	0	791
Naracoorte and Lucindale (DC)	2016	1	7103
Northern Areas (DC)	2006	0	40
Northern Areas (DC)	2006	1	4440
Northern Areas (DC)	2011	0	59
Northern Areas (DC)	2011	1	4324
Northern Areas (DC)	2016	0	52
Northern Areas (DC)	2016	1	4210
Norwood Payneham St Peters (C)	2006	0	7278
Norwood Payneham St Peters (C)	2006	1	24729
Norwood Payneham St Peters (C)	2011	0	8682
Norwood Payneham St Peters (C)	2011	1	24724
Norwood Payneham St Peters (C)	2016	0	9375
Norwood Payneham St Peters (C)	2016	1	24346
Onkaparinga (C)	2006	0	8168
Onkaparinga (C)	2006	1	136699
Onkaparinga (C)	2011	0	9649
Onkaparinga (C)	2011	1	144758
Onkaparinga (C)	2016	0	11131
Onkaparinga (C)	2016	1	147295
Orroroo/Carrieton (DC)	2006	0	12
Orroroo/Carrieton (DC)	2006	1	905
Orroroo/Carrieton (DC)	2011	0	14
Orroroo/Carrieton (DC)	2011	1	841
Orroroo/Carrieton (DC)	2016	0	11
Orroroo/Carrieton (DC)	2016	1	809
Peterborough (DC)	2006	0	46
Peterborough (DC)	2006	1	1727
Peterborough (DC)	2011	0	22
Peterborough (DC)	2011	1	1618
Peterborough (DC)	2016	0	22
Peterborough (DC)	2016	1	1528
Playford (C)	2006	0	4804
Playford (C)	2006	1	61529
Playford (C)	2011	0	7438
Playford (C)	2011	1	68081
Playford (C)	2016	0	11131
Playford (C)	2016	1	72276
Port Adelaide Enfield (C)	2006	0	23452
Port Adelaide Enfield (C)	2006	1	73035
Port Adelaide Enfield (C)	2011	0	31641
Port Adelaide Enfield (C)	2011	1	75284
Port Adelaide Enfield (C)	2016	0	39171
Port Adelaide Enfield (C)	2016	1	74953
Port Augusta (C)	2006	0	504
Port Augusta (C)	2006	1	12112
Port Augusta (C)	2011	0	583
Port Augusta (C)	2011	1	11846
Port Augusta (C)	2016	0	605
Port Augusta (C)	2016	1	11479
Port Lincoln (C)	2006	0	422
Port Lincoln (C)	2006	1	12418
Port Lincoln (C)	2011	0	471
Port Lincoln (C)	2011	1	13072
Port Lincoln (C)	2016	0	514
Port Lincoln (C)	2016	1	12475
Port Pirie City and Dists (M)	2006	0	652
Port Pirie City and Dists (M)	2006	1	15867
Port Pirie City and Dists (M)	2011	0	708
Port Pirie City and Dists (M)	2011	1	16061
Port Pirie City and Dists (M)	2016	0	737
Port Pirie City and Dists (M)	2016	1	15561
Prospect (C)	2006	0	3962
Prospect (C)	2006	1	14459
Prospect (C)	2011	0	5043
Prospect (C)	2011	1	14238
Prospect (C)	2016	0	5367
Prospect (C)	2016	1	14245
Renmark Paringa (DC)	2006	0	1224
Renmark Paringa (DC)	2006	1	7717
Renmark Paringa (DC)	2011	0	1325
Renmark Paringa (DC)	2011	1	7419
Renmark Paringa (DC)	2016	0	1287
Renmark Paringa (DC)	2016	1	7509
Robe (DC)	2006	0	10
Robe (DC)	2006	1	1230
Robe (DC)	2011	0	19
Robe (DC)	2011	1	1303
Robe (DC)	2016	0	31
Robe (DC)	2016	1	1233
Roxby Downs (M)	2006	0	189
Roxby Downs (M)	2006	1	3621
Roxby Downs (M)	2011	0	353
Roxby Downs (M)	2011	1	3882
Roxby Downs (M)	2016	0	298
Roxby Downs (M)	2016	1	3252
Salisbury (C)	2006	0	21242
Salisbury (C)	2006	1	91880
Salisbury (C)	2011	0	28335
Salisbury (C)	2011	1	95125
Salisbury (C)	2016	0	38707
Salisbury (C)	2016	1	92667
Southern Mallee (DC)	2006	0	46
Southern Mallee (DC)	2006	1	2054
Southern Mallee (DC)	2011	0	70
Southern Mallee (DC)	2011	1	1966
Southern Mallee (DC)	2016	0	101
Southern Mallee (DC)	2016	1	1764
Streaky Bay (DC)	2006	0	14
Streaky Bay (DC)	2006	1	1915
Streaky Bay (DC)	2011	0	37
Streaky Bay (DC)	2011	1	1944
Streaky Bay (DC)	2016	0	30
Streaky Bay (DC)	2016	1	1900
Tatiara (DC)	2006	0	178
Tatiara (DC)	2006	1	6444
Tatiara (DC)	2011	0	364
Tatiara (DC)	2011	1	6076
Tatiara (DC)	2016	0	396
Tatiara (DC)	2016	1	5679
Tea Tree Gully (C)	2006	0	8683
Tea Tree Gully (C)	2006	1	84708
Tea Tree Gully (C)	2011	0	10404
Tea Tree Gully (C)	2011	1	82584
Tea Tree Gully (C)	2016	0	12352
Tea Tree Gully (C)	2016	1	81943
The Coorong (DC)	2006	0	150
The Coorong (DC)	2006	1	5277
The Coorong (DC)	2011	0	175
The Coorong (DC)	2011	1	5000
The Coorong (DC)	2016	0	211
The Coorong (DC)	2016	1	4826
Tumby Bay (DC)	2006	0	21
Tumby Bay (DC)	2006	1	2433
Tumby Bay (DC)	2011	0	37
Tumby Bay (DC)	2011	1	2516
Tumby Bay (DC)	2016	0	27
Tumby Bay (DC)	2016	1	2450
Unley (C)	2006	0	5544
Unley (C)	2006	1	28814
Unley (C)	2011	0	6415
Unley (C)	2011	1	28843
Unley (C)	2016	0	7309
Unley (C)	2016	1	28689
Victor Harbor (C)	2006	0	287
Victor Harbor (C)	2006	1	11138
Victor Harbor (C)	2011	0	403
Victor Harbor (C)	2011	1	12654
Victor Harbor (C)	2016	0	468
Victor Harbor (C)	2016	1	13386
Wakefield (DC)	2006	0	68
Wakefield (DC)	2006	1	5990
Wakefield (DC)	2011	0	175
Wakefield (DC)	2011	1	6218
Wakefield (DC)	2016	0	257
Wakefield (DC)	2016	1	6139
Walkerville (M)	2006	0	898
Walkerville (M)	2006	1	5686
Walkerville (M)	2011	0	1260
Walkerville (M)	2011	1	5415
Walkerville (M)	2016	0	1632
Walkerville (M)	2016	1	5547
Wattle Range (DC)	2006	0	290
Wattle Range (DC)	2006	1	11165
Wattle Range (DC)	2011	0	268
Wattle Range (DC)	2011	1	11039
Wattle Range (DC)	2016	0	303
Wattle Range (DC)	2016	1	10621
West Torrens (C)	2006	0	13329
West Torrens (C)	2006	1	36547
West Torrens (C)	2011	0	16000
West Torrens (C)	2011	1	36733
West Torrens (C)	2016	0	17840
West Torrens (C)	2016	1	37240
Whyalla (C)	2006	0	1080
Whyalla (C)	2006	1	19274
Whyalla (C)	2011	0	1317
Whyalla (C)	2011	1	19598
Whyalla (C)	2016	0	1346
Whyalla (C)	2016	1	18963
Wudinna (DC)	2006	0	13
Wudinna (DC)	2006	1	1272
Wudinna (DC)	2011	0	21
Wudinna (DC)	2011	1	1200
Wudinna (DC)	2016	0	17
Wudinna (DC)	2016	1	1146
Yankalilla (DC)	2006	0	120
Yankalilla (DC)	2006	1	3741
Yankalilla (DC)	2011	0	69
Yankalilla (DC)	2011	1	4198
Yankalilla (DC)	2016	0	132
Yankalilla (DC)	2016	1	4691
Yorke Peninsula (DC)	2006	0	152
Yorke Peninsula (DC)	2006	1	10652
Yorke Peninsula (DC)	2011	0	163
Yorke Peninsula (DC)	2011	1	10571
Yorke Peninsula (DC)	2016	0	174
Yorke Peninsula (DC)	2016	1	10276
Unincorporated SA	2006	0	314
Unincorporated SA	2006	1	3095
Unincorporated SA	2011	0	342
Unincorporated SA	2011	1	3460
Unincorporated SA	2016	0	402
Unincorporated SA	2016	1	2537
No usual address (SA)	2006	0	312
No usual address (SA)	2006	1	2075
No usual address (SA)	2011	0	336
No usual address (SA)	2011	1	2231
No usual address (SA)	2016	0	347
No usual address (SA)	2016	1	1933
Migratory - Offshore - Shipping (SA)	2006	0	4
Migratory - Offshore - Shipping (SA)	2006	1	8
Migratory - Offshore - Shipping (SA)	2011	0	3
Migratory - Offshore - Shipping (SA)	2011	1	7
Migratory - Offshore - Shipping (SA)	2016	0	4
Migratory - Offshore - Shipping (SA)	2016	1	0
Albany (C)	2006	0	1149
Albany (C)	2006	1	28892
Albany (C)	2011	0	1761
Albany (C)	2011	1	30379
Albany (C)	2016	0	2191
Albany (C)	2016	1	31789
Armadale (C)	2006	0	2906
Armadale (C)	2006	1	44713
Armadale (C)	2011	0	6017
Armadale (C)	2011	1	52781
Armadale (C)	2016	0	14919
Armadale (C)	2016	1	59756
Ashburton (S)	2006	0	394
Ashburton (S)	2006	1	5054
Ashburton (S)	2011	0	706
Ashburton (S)	2011	1	7850
Ashburton (S)	2016	0	1490
Ashburton (S)	2016	1	9395
Augusta-Margaret River (S)	2006	0	308
Augusta-Margaret River (S)	2006	1	9400
Augusta-Margaret River (S)	2011	0	628
Augusta-Margaret River (S)	2011	1	10288
Augusta-Margaret River (S)	2016	0	955
Augusta-Margaret River (S)	2016	1	12146
Bassendean (T)	2006	0	1598
Bassendean (T)	2006	1	11291
Bassendean (T)	2011	0	1877
Bassendean (T)	2011	1	11857
Bassendean (T)	2016	0	2278
Bassendean (T)	2016	1	11956
Bayswater (C)	2006	0	12223
Bayswater (C)	2006	1	40350
Bayswater (C)	2011	0	16076
Bayswater (C)	2011	1	41979
Bayswater (C)	2016	0	18357
Bayswater (C)	2016	1	42335
Belmont (C)	2006	0	4535
Belmont (C)	2006	1	23335
Belmont (C)	2011	0	8379
Belmont (C)	2011	1	24170
Belmont (C)	2016	0	11721
Belmont (C)	2016	1	23908
Beverley (S)	2006	0	34
Beverley (S)	2006	1	1453
Beverley (S)	2011	0	48
Beverley (S)	2011	1	1443
Beverley (S)	2016	0	80
Beverley (S)	2016	1	1468
Boddington (S)	2006	0	20
Boddington (S)	2006	1	1283
Boddington (S)	2011	0	109
Boddington (S)	2011	1	1752
Boddington (S)	2016	0	99
Boddington (S)	2016	1	1596
Boyup Brook (S)	2006	0	27
Boyup Brook (S)	2006	1	1413
Boyup Brook (S)	2011	0	58
Boyup Brook (S)	2011	1	1495
Boyup Brook (S)	2016	0	43
Boyup Brook (S)	2016	1	1532
Bridgetown-Greenbushes (S)	2006	0	94
Bridgetown-Greenbushes (S)	2006	1	3713
Bridgetown-Greenbushes (S)	2011	0	139
Bridgetown-Greenbushes (S)	2011	1	4085
Bridgetown-Greenbushes (S)	2016	0	148
Bridgetown-Greenbushes (S)	2016	1	4151
Brookton (S)	2006	0	22
Brookton (S)	2006	1	916
Brookton (S)	2011	0	14
Brookton (S)	2011	1	863
Brookton (S)	2016	0	30
Brookton (S)	2016	1	829
Broome (S)	2006	0	616
Broome (S)	2006	1	10368
Broome (S)	2011	0	1399
Broome (S)	2011	1	12016
Broome (S)	2016	0	1876
Broome (S)	2016	1	12309
Broomehill-Tambellup (S)	2006	0	24
Broomehill-Tambellup (S)	2006	1	984
Broomehill-Tambellup (S)	2011	0	44
Broomehill-Tambellup (S)	2011	1	1053
Broomehill-Tambellup (S)	2016	0	29
Broomehill-Tambellup (S)	2016	1	969
Bruce Rock (S)	2006	0	23
Bruce Rock (S)	2006	1	898
Bruce Rock (S)	2011	0	23
Bruce Rock (S)	2011	1	898
Bruce Rock (S)	2016	0	33
Bruce Rock (S)	2016	1	815
Bunbury (C)	2006	0	1552
Bunbury (C)	2006	1	26169
Bunbury (C)	2011	0	2366
Bunbury (C)	2011	1	26775
Bunbury (C)	2016	0	2947
Bunbury (C)	2016	1	26310
Busselton (C)	2006	0	659
Busselton (C)	2006	1	23436
Busselton (C)	2011	0	1115
Busselton (C)	2011	1	27790
Busselton (C)	2016	0	1710
Busselton (C)	2016	1	32394
Cambridge (T)	2006	0	2208
Cambridge (T)	2006	1	20141
Cambridge (T)	2011	0	2966
Cambridge (T)	2011	1	20987
Cambridge (T)	2016	0	3707
Cambridge (T)	2016	1	21708
Canning (C)	2006	0	17452
Canning (C)	2006	1	56065
Canning (C)	2011	0	27072
Canning (C)	2011	1	54547
Canning (C)	2016	0	35815
Canning (C)	2016	1	50086
Capel (S)	2006	0	305
Capel (S)	2006	1	9506
Capel (S)	2011	0	855
Capel (S)	2011	1	13022
Capel (S)	2016	0	1361
Capel (S)	2016	1	14774
Carnamah (S)	2006	0	10
Carnamah (S)	2006	1	671
Carnamah (S)	2011	0	16
Carnamah (S)	2011	1	484
Carnamah (S)	2016	0	25
Carnamah (S)	2016	1	482
Carnarvon (S)	2006	0	550
Carnarvon (S)	2006	1	4692
Carnarvon (S)	2011	0	596
Carnarvon (S)	2011	1	4545
Carnarvon (S)	2016	0	697
Carnarvon (S)	2016	1	3961
Chapman Valley (S)	2006	0	17
Chapman Valley (S)	2006	1	883
Chapman Valley (S)	2011	0	31
Chapman Valley (S)	2011	1	1082
Chapman Valley (S)	2016	0	39
Chapman Valley (S)	2016	1	1196
Chittering (S)	2006	0	82
Chittering (S)	2006	1	3287
Chittering (S)	2011	0	158
Chittering (S)	2011	1	4072
Chittering (S)	2016	0	184
Chittering (S)	2016	1	4822
Claremont (T)	2006	0	756
Claremont (T)	2006	1	7613
Claremont (T)	2011	0	995
Claremont (T)	2011	1	7628
Claremont (T)	2016	0	1241
Claremont (T)	2016	1	8041
Cockburn (C)	2006	0	12230
Cockburn (C)	2006	1	58055
Cockburn (C)	2011	0	17104
Cockburn (C)	2011	1	68728
Cockburn (C)	2016	0	22460
Cockburn (C)	2016	1	75591
Collie (S)	2006	0	290
Collie (S)	2006	1	7787
Collie (S)	2011	0	354
Collie (S)	2011	1	8296
Collie (S)	2016	0	276
Collie (S)	2016	1	7789
Coolgardie (S)	2006	0	215
Coolgardie (S)	2006	1	3147
