LGA_NAME16	Year	BornAust	persons
North Burnett (R)	2006	0	671
North Burnett (R)	2006	1	8827
North Burnett (R)	2011	0	829
North Burnett (R)	2011	1	8581
North Burnett (R)	2016	0	982
North Burnett (R)	2016	1	8176
Northern Peninsula Area (R)	2006	0	0
Northern Peninsula Area (R)	2006	1	1912
Northern Peninsula Area (R)	2011	0	14
Northern Peninsula Area (R)	2011	1	2250
Northern Peninsula Area (R)	2016	0	80
Northern Peninsula Area (R)	2016	1	2630
Palm Island (S)	2006	0	0
Palm Island (S)	2006	1	1968
Palm Island (S)	2011	0	0
Palm Island (S)	2011	1	2319
Palm Island (S)	2016	0	47
Palm Island (S)	2016	1	2362
Paroo (S)	2006	0	72
Paroo (S)	2006	1	1710
Paroo (S)	2011	0	78
Paroo (S)	2011	1	1659
Paroo (S)	2016	0	67
Paroo (S)	2016	1	1424
Pormpuraaw (S)	2006	0	0
Pormpuraaw (S)	2006	1	598
Pormpuraaw (S)	2011	0	0
Pormpuraaw (S)	2011	1	657
Pormpuraaw (S)	2016	0	32
Pormpuraaw (S)	2016	1	707
Quilpie (S)	2006	0	47
Quilpie (S)	2006	1	867
Quilpie (S)	2011	0	63
Quilpie (S)	2011	1	871
Quilpie (S)	2016	0	49
Quilpie (S)	2016	1	721
Redland (C)	2006	0	26594
Redland (C)	2006	1	94440
Redland (C)	2011	0	31407
Redland (C)	2011	1	101847
Redland (C)	2016	0	33203
Redland (C)	2016	1	106607
Richmond (S)	2006	0	28
Richmond (S)	2006	1	786
Richmond (S)	2011	0	49
Richmond (S)	2011	1	718
Richmond (S)	2016	0	46
Richmond (S)	2016	1	667
Rockhampton (R)	2006	0	4755
Rockhampton (R)	2006	1	61877
Rockhampton (R)	2011	0	6693
Rockhampton (R)	2011	1	64100
Rockhampton (R)	2016	0	7494
Rockhampton (R)	2016	1	65958
Scenic Rim (R)	2006	0	4605
Scenic Rim (R)	2006	1	26453
Scenic Rim (R)	2011	0	5425
Scenic Rim (R)	2011	1	29359
Scenic Rim (R)	2016	0	5716
Scenic Rim (R)	2016	1	30803
Somerset (R)	2006	0	2081
Somerset (R)	2006	1	15186
Somerset (R)	2011	0	2609
Somerset (R)	2011	1	17933
Somerset (R)	2016	0	2977
Somerset (R)	2016	1	19297
South Burnett (R)	2006	0	2454
South Burnett (R)	2006	1	24661
South Burnett (R)	2011	0	2907
South Burnett (R)	2011	1	26619
South Burnett (R)	2016	0	2966
South Burnett (R)	2016	1	26503
Southern Downs (R)	2006	0	2869
Southern Downs (R)	2006	1	27007
Southern Downs (R)	2011	0	3350
Southern Downs (R)	2011	1	28937
Southern Downs (R)	2016	0	3639
Southern Downs (R)	2016	1	28899
Sunshine Coast (R)	2006	0	40690
Sunshine Coast (R)	2006	1	175201
Sunshine Coast (R)	2011	0	50087
Sunshine Coast (R)	2011	1	195448
Sunshine Coast (R)	2016	0	57556
Sunshine Coast (R)	2016	1	218114
Tablelands (R)	2006	0	2942
Tablelands (R)	2006	1	18004
Tablelands (R)	2011	0	3076
Tablelands (R)	2011	1	19143
Tablelands (R)	2016	0	3121
Tablelands (R)	2016	1	19204
Toowoomba (R)	2006	0	12884
Toowoomba (R)	2006	1	122047
Toowoomba (R)	2011	0	15783
Toowoomba (R)	2011	1	127653
Toowoomba (R)	2016	0	18807
Toowoomba (R)	2016	1	130242
Torres (S)	2006	0	38
Torres (S)	2006	1	3143
Torres (S)	2011	0	240
Torres (S)	2011	1	2637
Torres (S)	2016	0	238
Torres (S)	2016	1	2876
Torres Strait Island (R)	2006	0	5
Torres Strait Island (R)	2006	1	4358
Torres Strait Island (R)	2011	0	17
Torres Strait Island (R)	2011	1	4176
Torres Strait Island (R)	2016	0	178
Torres Strait Island (R)	2016	1	4232
Townsville (C)	2006	0	18001
Townsville (C)	2006	1	126217
Townsville (C)	2011	0	23181
Townsville (C)	2011	1	139830
Townsville (C)	2016	0	25588
Townsville (C)	2016	1	146744
Weipa (T)	2006	0	285
Weipa (T)	2006	1	2264
Weipa (T)	2011	0	358
Weipa (T)	2011	1	2594
Weipa (T)	2016	0	398
Weipa (T)	2016	1	3072
Western Downs (R)	2006	0	1401
Western Downs (R)	2006	1	25195
Western Downs (R)	2011	0	2003
Western Downs (R)	2011	1	27162
Western Downs (R)	2016	0	2388
Western Downs (R)	2016	1	27024
Whitsunday (R)	2006	0	3829
Whitsunday (R)	2006	1	22007
Whitsunday (R)	2011	0	4435
Whitsunday (R)	2011	1	23468
Whitsunday (R)	2016	0	5189
Whitsunday (R)	2016	1	23857
Winton (S)	2006	0	67
Winton (S)	2006	1	1146
Winton (S)	2011	0	71
Winton (S)	2011	1	1188
Winton (S)	2016	0	53
Winton (S)	2016	1	945
Woorabinda (S)	2006	0	0
Woorabinda (S)	2006	1	847
Woorabinda (S)	2011	0	0
Woorabinda (S)	2011	1	933
Woorabinda (S)	2016	0	14
Woorabinda (S)	2016	1	922
Wujal Wujal (S)	2006	0	0
Wujal Wujal (S)	2006	1	322
Wujal Wujal (S)	2011	0	0
Wujal Wujal (S)	2011	1	266
Wujal Wujal (S)	2016	0	4
Wujal Wujal (S)	2016	1	275
Yarrabah (S)	2006	0	0
Yarrabah (S)	2006	1	2355
Yarrabah (S)	2011	0	0
Yarrabah (S)	2011	1	2394
Yarrabah (S)	2016	0	7
Yarrabah (S)	2016	1	2538
No usual address (Qld)	2006	0	2982
No usual address (Qld)	2006	1	8208
No usual address (Qld)	2011	0	3316
No usual address (Qld)	2011	1	7922
No usual address (Qld)	2016	0	3157
No usual address (Qld)	2016	1	7348
Migratory - Offshore - Shipping (Qld)	2006	0	33
Migratory - Offshore - Shipping (Qld)	2006	1	57
Migratory - Offshore - Shipping (Qld)	2011	0	110
Migratory - Offshore - Shipping (Qld)	2011	1	281
Migratory - Offshore - Shipping (Qld)	2016	0	40
Migratory - Offshore - Shipping (Qld)	2016	1	89
Adelaide (C)	2006	0	5607
Adelaide (C)	2006	1	8970
Adelaide (C)	2011	0	8017
Adelaide (C)	2011	1	9777
Adelaide (C)	2016	0	9768
Adelaide (C)	2016	1	10050
Adelaide Hills (DC)	2006	0	6535
Adelaide Hills (DC)	2006	1	29550
Adelaide Hills (DC)	2011	0	6973
Adelaide Hills (DC)	2011	1	30473
Adelaide Hills (DC)	2016	0	6583
Adelaide Hills (DC)	2016	1	30228
Alexandrina (DC)	2006	0	3251
Alexandrina (DC)	2006	1	15844
Alexandrina (DC)	2011	0	3992
Alexandrina (DC)	2011	1	18780
Alexandrina (DC)	2016	0	4188
Alexandrina (DC)	2016	1	19803
Anangu Pitjantjatjara (AC)	2006	0	37
Anangu Pitjantjatjara (AC)	2006	1	2161
Anangu Pitjantjatjara (AC)	2011	0	35
Anangu Pitjantjatjara (AC)	2011	1	2376
Anangu Pitjantjatjara (AC)	2016	0	65
Anangu Pitjantjatjara (AC)	2016	1	2072
Barossa (DC)	2006	0	2398
Barossa (DC)	2006	1	17355
Barossa (DC)	2011	0	2674
Barossa (DC)	2011	1	18736
Barossa (DC)	2016	0	2693
Barossa (DC)	2016	1	19419
Barunga West (DC)	2006	0	170
Barunga West (DC)	2006	1	2193
Barunga West (DC)	2011	0	200
Barunga West (DC)	2011	1	2151
Barunga West (DC)	2016	0	199
Barunga West (DC)	2016	1	2120
Berri and Barmera (DC)	2006	0	1255
Berri and Barmera (DC)	2006	1	8995
Berri and Barmera (DC)	2011	0	1257
Berri and Barmera (DC)	2011	1	8747
Berri and Barmera (DC)	2016	0	1242
Berri and Barmera (DC)	2016	1	8449
Burnside (C)	2006	0	10327
Burnside (C)	2006	1	29486
Burnside (C)	2011	0	11486
Burnside (C)	2011	1	28888
Burnside (C)	2016	0	13389
Burnside (C)	2016	1	28641
Campbelltown (C) (SA)	2006	0	13620
Campbelltown (C) (SA)	2006	1	30196
Campbelltown (C) (SA)	2011	0	15806
Campbelltown (C) (SA)	2011	1	30580
Campbelltown (C) (SA)	2016	0	17102
Campbelltown (C) (SA)	2016	1	31062
Ceduna (DC)	2006	0	203
Ceduna (DC)	2006	1	3051
Ceduna (DC)	2011	0	236
Ceduna (DC)	2011	1	3069
Ceduna (DC)	2016	0	226
Ceduna (DC)	2016	1	2781
Charles Sturt (C)	2006	0	25676
Charles Sturt (C)	2006	1	68730
Charles Sturt (C)	2011	0	28694
Charles Sturt (C)	2011	1	71443
Charles Sturt (C)	2016	0	30790
Charles Sturt (C)	2016	1	74780
Clare and Gilbert Valleys (DC)	2006	0	751
Clare and Gilbert Valleys (DC)	2006	1	6984
Clare and Gilbert Valleys (DC)	2011	0	822
Clare and Gilbert Valleys (DC)	2011	1	7591
Clare and Gilbert Valleys (DC)	2016	0	851
Clare and Gilbert Valleys (DC)	2016	1	7488
Cleve (DC)	2006	0	79
Cleve (DC)	2006	1	1856
Cleve (DC)	2011	0	81
Cleve (DC)	2011	1	1672
Cleve (DC)	2016	0	83
Cleve (DC)	2016	1	1561
Coober Pedy (DC)	2006	0	518
Coober Pedy (DC)	2006	1	1044
Coober Pedy (DC)	2011	0	452
Coober Pedy (DC)	2011	1	1048
Coober Pedy (DC)	2016	0	458
Coober Pedy (DC)	2016	1	1011
Copper Coast (DC)	2006	0	1126
Copper Coast (DC)	2006	1	9631
Copper Coast (DC)	2011	0	1277
Copper Coast (DC)	2011	1	11185
Copper Coast (DC)	2016	0	1284
Copper Coast (DC)	2016	1	11545
Elliston (DC)	2006	0	55
Elliston (DC)	2006	1	1011
Elliston (DC)	2011	0	62
Elliston (DC)	2011	1	953
Elliston (DC)	2016	0	63
Elliston (DC)	2016	1	907
Flinders Ranges (DC)	2006	0	103
Flinders Ranges (DC)	2006	1	1451
Flinders Ranges (DC)	2011	0	117
Flinders Ranges (DC)	2011	1	1480
Flinders Ranges (DC)	2016	0	114
Flinders Ranges (DC)	2016	1	1390
Franklin Harbour (DC)	2006	0	53
Franklin Harbour (DC)	2006	1	1031
Franklin Harbour (DC)	2011	0	72
Franklin Harbour (DC)	2011	1	1044
Franklin Harbour (DC)	2016	0	68
Franklin Harbour (DC)	2016	1	1084
Gawler (T)	2006	0	3528
Gawler (T)	2006	1	14411
Gawler (T)	2011	0	3840
Gawler (T)	2011	1	15762
Gawler (T)	2016	0	4065
Gawler (T)	2016	1	17578
Goyder (DC)	2006	0	387
Goyder (DC)	2006	1	3569
Goyder (DC)	2011	0	397
Goyder (DC)	2011	1	3570
Goyder (DC)	2016	0	409
Goyder (DC)	2016	1	3369
Grant (DC)	2006	0	552
Grant (DC)	2006	1	6393
Grant (DC)	2011	0	568
Grant (DC)	2011	1	7012
Grant (DC)	2016	0	596
Grant (DC)	2016	1	7029
Holdfast Bay (C)	2006	0	6768
Holdfast Bay (C)	2006	1	24607
Holdfast Bay (C)	2011	0	7881
Holdfast Bay (C)	2011	1	24902
Holdfast Bay (C)	2016	0	7904
Holdfast Bay (C)	2016	1	25235
Kangaroo Island (DC)	2006	0	478
Kangaroo Island (DC)	2006	1	3479
Kangaroo Island (DC)	2011	0	594
Kangaroo Island (DC)	2011	1	3590
Kangaroo Island (DC)	2016	0	618
Kangaroo Island (DC)	2016	1	3571
Karoonda East Murray (DC)	2006	0	75
Karoonda East Murray (DC)	2006	1	1028
Karoonda East Murray (DC)	2011	0	74
Karoonda East Murray (DC)	2011	1	905
Karoonda East Murray (DC)	2016	0	68
Karoonda East Murray (DC)	2016	1	931
Kimba (DC)	2006	0	26
Kimba (DC)	2006	1	1032
Kimba (DC)	2011	0	39
Kimba (DC)	2011	1	996
Kimba (DC)	2016	0	42
Kimba (DC)	2016	1	944
Kingston (DC) (SA)	2006	0	140
Kingston (DC) (SA)	2006	1	2081
Kingston (DC) (SA)	2011	0	140
Kingston (DC) (SA)	2011	1	2055
Kingston (DC) (SA)	2016	0	143
Kingston (DC) (SA)	2016	1	2016
Light (RegC)	2006	0	1676
Light (RegC)	2006	1	10124
Light (RegC)	2011	0	1823
Light (RegC)	2011	1	11472
Light (RegC)	2016	0	1722
Light (RegC)	2016	1	12187
Lower Eyre Peninsula (DC)	2006	0	303
Lower Eyre Peninsula (DC)	2006	1	3869
Lower Eyre Peninsula (DC)	2011	0	354
Lower Eyre Peninsula (DC)	2011	1	4396
Lower Eyre Peninsula (DC)	2016	0	358
Lower Eyre Peninsula (DC)	2016	1	4711
Loxton Waikerie (DC)	2006	0	843
Loxton Waikerie (DC)	2006	1	10206
Loxton Waikerie (DC)	2011	0	896
Loxton Waikerie (DC)	2011	1	9950
Loxton Waikerie (DC)	2016	0	932
Loxton Waikerie (DC)	2016	1	9704
Mallala (DC)	2006	0	1105
Mallala (DC)	2006	1	6216
Mallala (DC)	2011	0	1187
Mallala (DC)	2011	1	6774
Mallala (DC)	2016	0	1140
Mallala (DC)	2016	1	6972
Maralinga Tjarutja (AC)	2006	0	0
Maralinga Tjarutja (AC)	2006	1	103
Maralinga Tjarutja (AC)	2011	0	0
Maralinga Tjarutja (AC)	2011	1	76
Maralinga Tjarutja (AC)	2016	0	0
Maralinga Tjarutja (AC)	2016	1	49
Marion (C)	2006	0	17611
Marion (C)	2006	1	57278
Marion (C)	2011	0	20929
Marion (C)	2011	1	58802
Marion (C)	2016	0	24243
Marion (C)	2016	1	60239
Mid Murray (DC)	2006	0	906
Mid Murray (DC)	2006	1	6618
Mid Murray (DC)	2011	0	940
Mid Murray (DC)	2011	1	6649
Mid Murray (DC)	2016	0	922
Mid Murray (DC)	2016	1	6949
Mitcham (C)	2006	0	12906
Mitcham (C)	2006	1	46526
Mitcham (C)	2011	0	13957
Mitcham (C)	2011	1	46928
Mitcham (C)	2016	0	14643
Mitcham (C)	2016	1	47546
Mount Barker (DC)	2006	0	3652
Mount Barker (DC)	2006	1	21570
Mount Barker (DC)	2011	0	4311
Mount Barker (DC)	2011	1	24531
Mount Barker (DC)	2016	0	4651
Mount Barker (DC)	2016	1	26723
Mount Gambier (C)	2006	0	2330
Mount Gambier (C)	2006	1	20483
Mount Gambier (C)	2011	0	2601
Mount Gambier (C)	2011	1	21693
Mount Gambier (C)	2016	0	2850
Mount Gambier (C)	2016	1	21789
Mount Remarkable (DC)	2006	0	217
Mount Remarkable (DC)	2006	1	2448
Mount Remarkable (DC)	2011	0	241
Mount Remarkable (DC)	2011	1	2492
Mount Remarkable (DC)	2016	0	204
Mount Remarkable (DC)	2016	1	2413
Murray Bridge (RC)	2006	0	1802
Murray Bridge (RC)	2006	1	14944
Murray Bridge (RC)	2011	0	2399
Murray Bridge (RC)	2011	1	16160
Murray Bridge (RC)	2016	0	3072
Murray Bridge (RC)	2016	1	16269
Naracoorte and Lucindale (DC)	2006	0	599
Naracoorte and Lucindale (DC)	2006	1	7113
Naracoorte and Lucindale (DC)	2011	0	871
Naracoorte and Lucindale (DC)	2011	1	6894
Naracoorte and Lucindale (DC)	2016	0	1130
Naracoorte and Lucindale (DC)	2016	1	6660
Northern Areas (DC)	2006	0	315
Northern Areas (DC)	2006	1	4103
Northern Areas (DC)	2011	0	341
Northern Areas (DC)	2011	1	4004
Northern Areas (DC)	2016	0	313
Northern Areas (DC)	2016	1	3881
Norwood Payneham St Peters (C)	2006	0	8746
Norwood Payneham St Peters (C)	2006	1	22827
Norwood Payneham St Peters (C)	2011	0	10156
Norwood Payneham St Peters (C)	2011	1	23061
Norwood Payneham St Peters (C)	2016	0	10711
Norwood Payneham St Peters (C)	2016	1	22889
Onkaparinga (C)	2006	0	31327
Onkaparinga (C)	2006	1	111456
Onkaparinga (C)	2011	0	34844
Onkaparinga (C)	2011	1	118599
Onkaparinga (C)	2016	0	35313
Onkaparinga (C)	2016	1	121930
Orroroo/Carrieton (DC)	2006	0	51
Orroroo/Carrieton (DC)	2006	1	853
Orroroo/Carrieton (DC)	2011	0	71
Orroroo/Carrieton (DC)	2011	1	773
Orroroo/Carrieton (DC)	2016	0	68
Orroroo/Carrieton (DC)	2016	1	735
Peterborough (DC)	2006	0	208
Peterborough (DC)	2006	1	1518
Peterborough (DC)	2011	0	180
Peterborough (DC)	2011	1	1441
Peterborough (DC)	2016	0	180
Peterborough (DC)	2016	1	1353
Playford (C)	2006	0	15586
Playford (C)	2006	1	49591
Playford (C)	2011	0	17179
Playford (C)	2011	1	57732
Playford (C)	2016	0	18947
Playford (C)	2016	1	63603
Port Adelaide Enfield (C)	2006	0	26966
Port Adelaide Enfield (C)	2006	1	68380
Port Adelaide Enfield (C)	2011	0	34446
Port Adelaide Enfield (C)	2011	1	72141
Port Adelaide Enfield (C)	2016	0	40467
Port Adelaide Enfield (C)	2016	1	73693
Port Augusta (C)	2006	0	1109
Port Augusta (C)	2006	1	11660
Port Augusta (C)	2011	0	1042
Port Augusta (C)	2011	1	11629
Port Augusta (C)	2016	0	946
Port Augusta (C)	2016	1	11560
Port Lincoln (C)	2006	0	1108
Port Lincoln (C)	2006	1	11515
Port Lincoln (C)	2011	0	1205
Port Lincoln (C)	2011	1	12191
Port Lincoln (C)	2016	0	1164
Port Lincoln (C)	2016	1	11718
Port Pirie City and Dists (M)	2006	0	1247
Port Pirie City and Dists (M)	2006	1	14954
Port Pirie City and Dists (M)	2011	0	1310
Port Pirie City and Dists (M)	2011	1	15254
Port Pirie City and Dists (M)	2016	0	1348
Port Pirie City and Dists (M)	2016	1	14857
Prospect (C)	2006	0	4362
Prospect (C)	2006	1	13813
Prospect (C)	2011	0	5304
Prospect (C)	2011	1	13832
Prospect (C)	2016	0	5498
Prospect (C)	2016	1	14044
Renmark Paringa (DC)	2006	0	1183
Renmark Paringa (DC)	2006	1	7597
Renmark Paringa (DC)	2011	0	1268
Renmark Paringa (DC)	2011	1	7339
Renmark Paringa (DC)	2016	0	1276
Renmark Paringa (DC)	2016	1	7359
Robe (DC)	2006	0	99
Robe (DC)	2006	1	1121
Robe (DC)	2011	0	96
Robe (DC)	2011	1	1208
Robe (DC)	2016	0	117
Robe (DC)	2016	1	1130
Roxby Downs (M)	2006	0	427
Roxby Downs (M)	2006	1	3370
Roxby Downs (M)	2011	0	624
Roxby Downs (M)	2011	1	3589
Roxby Downs (M)	2016	0	506
Roxby Downs (M)	2016	1	3004
Salisbury (C)	2006	0	30497
Salisbury (C)	2006	1	80685
Salisbury (C)	2011	0	35987
Salisbury (C)	2011	1	86478
Salisbury (C)	2016	0	42882
Salisbury (C)	2016	1	87490
Southern Mallee (DC)	2006	0	140
Southern Mallee (DC)	2006	1	1924
Southern Mallee (DC)	2011	0	175
Southern Mallee (DC)	2011	1	1846
Southern Mallee (DC)	2016	0	219
Southern Mallee (DC)	2016	1	1618
Streaky Bay (DC)	2006	0	106
Streaky Bay (DC)	2006	1	1785
Streaky Bay (DC)	2011	0	117
Streaky Bay (DC)	2011	1	1840
Streaky Bay (DC)	2016	0	106
Streaky Bay (DC)	2016	1	1803
Tatiara (DC)	2006	0	452
Tatiara (DC)	2006	1	6075
Tatiara (DC)	2011	0	659
Tatiara (DC)	2011	1	5696
Tatiara (DC)	2016	0	668
Tatiara (DC)	2016	1	5320
Tea Tree Gully (C)	2006	0	22025
Tea Tree Gully (C)	2006	1	70021
Tea Tree Gully (C)	2011	0	22890
Tea Tree Gully (C)	2011	1	69542
Tea Tree Gully (C)	2016	0	23335
Tea Tree Gully (C)	2016	1	70508
The Coorong (DC)	2006	0	399
The Coorong (DC)	2006	1	4918
The Coorong (DC)	2011	0	420
The Coorong (DC)	2011	1	4672
The Coorong (DC)	2016	0	446
The Coorong (DC)	2016	1	4503
Tumby Bay (DC)	2006	0	151
Tumby Bay (DC)	2006	1	2234
Tumby Bay (DC)	2011	0	146
Tumby Bay (DC)	2011	1	2366
Tumby Bay (DC)	2016	0	136
Tumby Bay (DC)	2016	1	2294
Unley (C)	2006	0	7523
Unley (C)	2006	1	26483
Unley (C)	2011	0	8533
Unley (C)	2011	1	26596
Unley (C)	2016	0	9348
Unley (C)	2016	1	26554
Victor Harbor (C)	2006	0	2222
Victor Harbor (C)	2006	1	9036
Victor Harbor (C)	2011	0	2661
Victor Harbor (C)	2011	1	10269
Victor Harbor (C)	2016	0	2783
Victor Harbor (C)	2016	1	10948
Wakefield (DC)	2006	0	551
Wakefield (DC)	2006	1	5416
Wakefield (DC)	2011	0	664
Wakefield (DC)	2011	1	5695
Wakefield (DC)	2016	0	702
Wakefield (DC)	2016	1	5624
Walkerville (M)	2006	0	1542
Walkerville (M)	2006	1	4972
Walkerville (M)	2011	0	1818
Walkerville (M)	2011	1	4847
Walkerville (M)	2016	0	2080
Walkerville (M)	2016	1	5052
Wattle Range (DC)	2006	0	1031
Wattle Range (DC)	2006	1	10169
Wattle Range (DC)	2011	0	1058
Wattle Range (DC)	2011	1	10147
Wattle Range (DC)	2016	0	969
Wattle Range (DC)	2016	1	9815
West Torrens (C)	2006	0	13440
West Torrens (C)	2006	1	35754
West Torrens (C)	2011	0	16159
West Torrens (C)	2011	1	36386
West Torrens (C)	2016	0	17744
West Torrens (C)	2016	1	37115
Whyalla (C)	2006	0	4372
Whyalla (C)	2006	1	15665
Whyalla (C)	2011	0	4368
Whyalla (C)	2011	1	16382
Whyalla (C)	2016	0	4021
Whyalla (C)	2016	1	16093
Wudinna (DC)	2006	0	53
Wudinna (DC)	2006	1	1203
Wudinna (DC)	2011	0	54
Wudinna (DC)	2011	1	1175
Wudinna (DC)	2016	0	53
Wudinna (DC)	2016	1	1095
Yankalilla (DC)	2006	0	747
Yankalilla (DC)	2006	1	3033
Yankalilla (DC)	2011	0	825
Yankalilla (DC)	2011	1	3394
Yankalilla (DC)	2016	0	914
Yankalilla (DC)	2016	1	3869
Yorke Peninsula (DC)	2006	0	1021
Yorke Peninsula (DC)	2006	1	9566
Yorke Peninsula (DC)	2011	0	1004
Yorke Peninsula (DC)	2011	1	9573
Yorke Peninsula (DC)	2016	0	1026
Yorke Peninsula (DC)	2016	1	9294
Unincorporated SA	2006	0	358
Unincorporated SA	2006	1	3039
Unincorporated SA	2011	0	434
Unincorporated SA	2011	1	3498
Unincorporated SA	2016	0	337
Unincorporated SA	2016	1	2630
No usual address (SA)	2006	0	658
No usual address (SA)	2006	1	1699
No usual address (SA)	2011	0	668
No usual address (SA)	2011	1	1996
No usual address (SA)	2016	0	605
No usual address (SA)	2016	1	1886
Migratory - Offshore - Shipping (SA)	2006	0	5
Migratory - Offshore - Shipping (SA)	2006	1	4
Migratory - Offshore - Shipping (SA)	2011	0	0
Migratory - Offshore - Shipping (SA)	2011	1	0
Migratory - Offshore - Shipping (SA)	2016	0	3
Migratory - Offshore - Shipping (SA)	2016	1	3
Albany (C)	2006	0	5521
Albany (C)	2006	1	24294
Albany (C)	2011	0	6549
Albany (C)	2011	1	25629
Albany (C)	2016	0	6922
Albany (C)	2016	1	27191
Armadale (C)	2006	0	14260
Armadale (C)	2006	1	32742
Armadale (C)	2011	0	18679
Armadale (C)	2011	1	39617
Armadale (C)	2016	0	27554
Armadale (C)	2016	1	46722
Ashburton (S)	2006	0	936
Ashburton (S)	2006	1	4448
Ashburton (S)	2011	0	1945
Ashburton (S)	2011	1	6609
Ashburton (S)	2016	0	3462
Ashburton (S)	2016	1	7321
Augusta-Margaret River (S)	2006	0	1775
Augusta-Margaret River (S)	2006	1	7761
Augusta-Margaret River (S)	2011	0	2337
Augusta-Margaret River (S)	2011	1	8525
Augusta-Margaret River (S)	2016	0	3015
Augusta-Margaret River (S)	2016	1	9884
Bassendean (T)	2006	0	3696
Bassendean (T)	2006	1	9004
Bassendean (T)	2011	0	4056
Bassendean (T)	2011	1	9586
Bassendean (T)	2016	0	4326
Bassendean (T)	2016	1	9809
Bayswater (C)	2006	0	19026
Bayswater (C)	2006	1	32748
Bayswater (C)	2011	0	23489
Bayswater (C)	2011	1	34204
Bayswater (C)	2016	0	25348
Bayswater (C)	2016	1	35050
Belmont (C)	2006	0	8938
Belmont (C)	2006	1	18599
Belmont (C)	2011	0	13083
Belmont (C)	2011	1	19320
Belmont (C)	2016	0	16075
Belmont (C)	2016	1	19461
Beverley (S)	2006	0	237
Beverley (S)	2006	1	1239
Beverley (S)	2011	0	257
Beverley (S)	2011	1	1225
Beverley (S)	2016	0	296
Beverley (S)	2016	1	1204
Boddington (S)	2006	0	182
Boddington (S)	2006	1	1092
Boddington (S)	2011	0	371
Boddington (S)	2011	1	1479
Boddington (S)	2016	0	323
Boddington (S)	2016	1	1350
Boyup Brook (S)	2006	0	210
Boyup Brook (S)	2006	1	1202
Boyup Brook (S)	2011	0	255
Boyup Brook (S)	2011	1	1286
Boyup Brook (S)	2016	0	232
Boyup Brook (S)	2016	1	1317
Bridgetown-Greenbushes (S)	2006	0	815
Bridgetown-Greenbushes (S)	2006	1	2917
Bridgetown-Greenbushes (S)	2011	0	967
Bridgetown-Greenbushes (S)	2011	1	3220
Bridgetown-Greenbushes (S)	2016	0	1058
Bridgetown-Greenbushes (S)	2016	1	3193
Brookton (S)	2006	0	91
Brookton (S)	2006	1	836
Brookton (S)	2011	0	100
Brookton (S)	2011	1	774
Brookton (S)	2016	0	97
Brookton (S)	2016	1	749
Broome (S)	2006	0	1266
Broome (S)	2006	1	9752
Broome (S)	2011	0	2033
Broome (S)	2011	1	11484
Broome (S)	2016	0	2413
Broome (S)	2016	1	11795
Broomehill-Tambellup (S)	2006	0	103
Broomehill-Tambellup (S)	2006	1	881
Broomehill-Tambellup (S)	2011	0	114
Broomehill-Tambellup (S)	2011	1	971
Broomehill-Tambellup (S)	2016	0	113
Broomehill-Tambellup (S)	2016	1	880
Bruce Rock (S)	2006	0	74
Bruce Rock (S)	2006	1	807
Bruce Rock (S)	2011	0	110
Bruce Rock (S)	2011	1	817
Bruce Rock (S)	2016	0	113
Bruce Rock (S)	2016	1	729
Bunbury (C)	2006	0	4864
Bunbury (C)	2006	1	22571
Bunbury (C)	2011	0	6475
Bunbury (C)	2011	1	22799
Bunbury (C)	2016	0	6574
Bunbury (C)	2016	1	22745
Busselton (C)	2006	0	3862
Busselton (C)	2006	1	19971
Busselton (C)	2011	0	5283
Busselton (C)	2011	1	23495
Busselton (C)	2016	0	6680
Busselton (C)	2016	1	27225
Cambridge (T)	2006	0	6095
Cambridge (T)	2006	1	16127
Cambridge (T)	2011	0	7205
Cambridge (T)	2011	1	16671
Cambridge (T)	2016	0	7819
Cambridge (T)	2016	1	17550
Canning (C)	2006	0	29805
Canning (C)	2006	1	42788
Canning (C)	2011	0	39221
Canning (C)	2011	1	42100
Canning (C)	2016	0	45346
Canning (C)	2016	1	40310
Capel (S)	2006	0	1707
Capel (S)	2006	1	8019
Capel (S)	2011	0	3045
Capel (S)	2011	1	10692
Capel (S)	2016	0	3736
Capel (S)	2016	1	12280
Carnamah (S)	2006	0	81
Carnamah (S)	2006	1	600
Carnamah (S)	2011	0	71
Carnamah (S)	2011	1	429
Carnamah (S)	2016	0	83
Carnamah (S)	2016	1	403
Carnarvon (S)	2006	0	889
Carnarvon (S)	2006	1	4293
Carnarvon (S)	2011	0	970
Carnarvon (S)	2011	1	4133
Carnarvon (S)	2016	0	955
Carnarvon (S)	2016	1	3620
Chapman Valley (S)	2006	0	120
Chapman Valley (S)	2006	1	752
Chapman Valley (S)	2011	0	166
Chapman Valley (S)	2011	1	941
Chapman Valley (S)	2016	0	186
Chapman Valley (S)	2016	1	1035
Chittering (S)	2006	0	769
Chittering (S)	2006	1	2535
Chittering (S)	2011	0	1054
Chittering (S)	2011	1	3141
Chittering (S)	2016	0	1270
Chittering (S)	2016	1	3649
Claremont (T)	2006	0	2384
Claremont (T)	2006	1	5874
Claremont (T)	2011	0	2740
Claremont (T)	2011	1	5852
Claremont (T)	2016	0	2988
Claremont (T)	2016	1	6309
Cockburn (C)	2006	0	21408
Cockburn (C)	2006	1	47947
Cockburn (C)	2011	0	29093
Cockburn (C)	2011	1	56358
Cockburn (C)	2016	0	35738
Cockburn (C)	2016	1	61872
