LGA_NAME16	Year	Sex	unemployment
Lockhart River (S)	2006	F	7.9
Lockhart River (S)	2006	M	9.1
Lockhart River (S)	2011	F	13.1
Lockhart River (S)	2011	M	19.4
Lockhart River (S)	2016	F	16.5
Lockhart River (S)	2016	M	15
Lockyer Valley (R)	2006	F	5.7
Lockyer Valley (R)	2006	M	4.7
Lockyer Valley (R)	2011	F	7
Lockyer Valley (R)	2011	M	6.1
Lockyer Valley (R)	2016	F	8.4
Lockyer Valley (R)	2016	M	7.9
Logan (C)	2006	F	6.5
Logan (C)	2006	M	4.7
Logan (C)	2011	F	7.4
Logan (C)	2011	M	6.9
Logan (C)	2016	F	9.3
Logan (C)	2016	M	8.5
Longreach (R)	2006	F	3.1
Longreach (R)	2006	M	2.6
Longreach (R)	2011	F	2.5
Longreach (R)	2011	M	2.2
Longreach (R)	2016	F	2.6
Longreach (R)	2016	M	4.6
Mackay (R)	2006	F	4.7
Mackay (R)	2006	M	3
Mackay (R)	2011	F	4.6
Mackay (R)	2011	M	2.8
Mackay (R)	2016	F	8.8
Mackay (R)	2016	M	8.4
McKinlay (S)	2006	F	1.4
McKinlay (S)	2006	M	2.3
McKinlay (S)	2011	F	1.6
McKinlay (S)	2011	M	0.7
McKinlay (S)	2016	F	2.3
McKinlay (S)	2016	M	3.1
Mapoon (S)	2006	F	0
Mapoon (S)	2006	M	4.1
Mapoon (S)	2011	F	14.7
Mapoon (S)	2011	M	8.1
Mapoon (S)	2016	F	19.6
Mapoon (S)	2016	M	28.1
Maranoa (R)	2006	F	2.9
Maranoa (R)	2006	M	2.2
Maranoa (R)	2011	F	2.7
Maranoa (R)	2011	M	2.3
Maranoa (R)	2016	F	3.3
Maranoa (R)	2016	M	4.2
Mareeba (S)	2006	F	5.1
Mareeba (S)	2006	M	5.1
Mareeba (S)	2011	F	6.5
Mareeba (S)	2011	M	7.7
Mareeba (S)	2016	F	7.4
Mareeba (S)	2016	M	9.1
Moreton Bay (R)	2006	F	5.2
Moreton Bay (R)	2006	M	4.3
Moreton Bay (R)	2011	F	6.2
Moreton Bay (R)	2011	M	6.1
Moreton Bay (R)	2016	F	7.8
Moreton Bay (R)	2016	M	7.7
Mornington (S)	2006	F	7.6
Mornington (S)	2006	M	3
Mornington (S)	2011	F	12.5
Mornington (S)	2011	M	14.3
Mornington (S)	2016	F	18.5
Mornington (S)	2016	M	28.2
Mount Isa (C)	2006	F	4.1
Mount Isa (C)	2006	M	3.8
Mount Isa (C)	2011	F	4.6
Mount Isa (C)	2011	M	4.1
Mount Isa (C)	2016	F	6.3
Mount Isa (C)	2016	M	5.8
Murweh (S)	2006	F	2.7
Murweh (S)	2006	M	2.2
Murweh (S)	2011	F	5.1
Murweh (S)	2011	M	4.4
Murweh (S)	2016	F	4.1
Murweh (S)	2016	M	5.9
Napranum (S)	2006	F	9.7
Napranum (S)	2006	M	6
Napranum (S)	2011	F	22.2
Napranum (S)	2011	M	20.4
Napranum (S)	2016	F	37.2
Napranum (S)	2016	M	27.3
Noosa (S)	2006	F	6.6
Noosa (S)	2006	M	5.9
Noosa (S)	2011	F	6.9
Noosa (S)	2011	M	7.9
Noosa (S)	2016	F	6.1
Noosa (S)	2016	M	7.2
North Burnett (R)	2006	F	4
North Burnett (R)	2006	M	3.7
North Burnett (R)	2011	F	4.7
North Burnett (R)	2011	M	4.9
North Burnett (R)	2016	F	4.9
North Burnett (R)	2016	M	5.4
Northern Peninsula Area (R)	2006	F	5.5
Northern Peninsula Area (R)	2006	M	5.9
Northern Peninsula Area (R)	2011	F	6.7
Northern Peninsula Area (R)	2011	M	9
Northern Peninsula Area (R)	2016	F	16.8
Northern Peninsula Area (R)	2016	M	24.4
Palm Island (S)	2006	F	20.3
Palm Island (S)	2006	M	12.6
Palm Island (S)	2011	F	23.9
Palm Island (S)	2011	M	28
Palm Island (S)	2016	F	26.2
Palm Island (S)	2016	M	33.7
Paroo (S)	2006	F	6
Paroo (S)	2006	M	6.8
Paroo (S)	2011	F	5
Paroo (S)	2011	M	6.5
Paroo (S)	2016	F	3.5
Paroo (S)	2016	M	6.8
Pormpuraaw (S)	2006	F	4.8
Pormpuraaw (S)	2006	M	6.7
Pormpuraaw (S)	2011	F	24.6
Pormpuraaw (S)	2011	M	15.9
Pormpuraaw (S)	2016	F	19.2
Pormpuraaw (S)	2016	M	20.6
Quilpie (S)	2006	F	4.5
Quilpie (S)	2006	M	2.2
Quilpie (S)	2011	F	3.9
Quilpie (S)	2011	M	2.1
Quilpie (S)	2016	F	1.4
Quilpie (S)	2016	M	5
Redland (C)	2006	F	4.6
Redland (C)	2006	M	3.6
Redland (C)	2011	F	5.4
Redland (C)	2011	M	5.3
Redland (C)	2016	F	5.8
Redland (C)	2016	M	6.4
Richmond (S)	2006	F	1.5
Richmond (S)	2006	M	1.9
Richmond (S)	2011	F	4.4
Richmond (S)	2011	M	3.4
Richmond (S)	2016	F	3.4
Richmond (S)	2016	M	2.5
Rockhampton (R)	2006	F	5.8
Rockhampton (R)	2006	M	5.4
Rockhampton (R)	2011	F	5.2
Rockhampton (R)	2011	M	5.4
Rockhampton (R)	2016	F	7.9
Rockhampton (R)	2016	M	10.4
Scenic Rim (R)	2006	F	4.5
Scenic Rim (R)	2006	M	3.6
Scenic Rim (R)	2011	F	5.7
Scenic Rim (R)	2011	M	5.6
Scenic Rim (R)	2016	F	6
Scenic Rim (R)	2016	M	6
Somerset (R)	2006	F	6.3
Somerset (R)	2006	M	4.8
Somerset (R)	2011	F	6.7
Somerset (R)	2011	M	6.3
Somerset (R)	2016	F	8.1
Somerset (R)	2016	M	8.1
South Burnett (R)	2006	F	5.8
South Burnett (R)	2006	M	5.6
South Burnett (R)	2011	F	5.8
South Burnett (R)	2011	M	7
South Burnett (R)	2016	F	7.1
South Burnett (R)	2016	M	7.8
Southern Downs (R)	2006	F	5.5
Southern Downs (R)	2006	M	5.1
Southern Downs (R)	2011	F	5.3
Southern Downs (R)	2011	M	5
Southern Downs (R)	2016	F	6.1
Southern Downs (R)	2016	M	6.5
Sunshine Coast (R)	2006	F	6
Sunshine Coast (R)	2006	M	5.3
Sunshine Coast (R)	2011	F	6.8
Sunshine Coast (R)	2011	M	7.2
Sunshine Coast (R)	2016	F	7
Sunshine Coast (R)	2016	M	7.3
Tablelands (R)	2006	F	5.4
Tablelands (R)	2006	M	5.5
Tablelands (R)	2011	F	6
Tablelands (R)	2011	M	6.6
Tablelands (R)	2016	F	6.9
Tablelands (R)	2016	M	8.4
Toowoomba (R)	2006	F	4.8
Toowoomba (R)	2006	M	4.1
Toowoomba (R)	2011	F	4.8
Toowoomba (R)	2011	M	4.7
Toowoomba (R)	2016	F	6.5
Toowoomba (R)	2016	M	6.9
Torres (S)	2006	F	4.7
Torres (S)	2006	M	5.9
Torres (S)	2011	F	3.6
Torres (S)	2011	M	6.5
Torres (S)	2016	F	6.9
Torres (S)	2016	M	8.4
Torres Strait Island (R)	2006	F	4.9
Torres Strait Island (R)	2006	M	3
Torres Strait Island (R)	2011	F	8.8
Torres Strait Island (R)	2011	M	6.4
Torres Strait Island (R)	2016	F	12.6
Torres Strait Island (R)	2016	M	17.8
Townsville (C)	2006	F	5
Townsville (C)	2006	M	3.9
Townsville (C)	2011	F	5.4
Townsville (C)	2011	M	4.9
Townsville (C)	2016	F	8.2
Townsville (C)	2016	M	9.6
Weipa (T)	2006	F	0.9
Weipa (T)	2006	M	1.5
Weipa (T)	2011	F	3.6
Weipa (T)	2011	M	2
Weipa (T)	2016	F	2.7
Weipa (T)	2016	M	2
Western Downs (R)	2006	F	4.6
Western Downs (R)	2006	M	4.1
Western Downs (R)	2011	F	3.9
Western Downs (R)	2011	M	3.4
Western Downs (R)	2016	F	6.5
Western Downs (R)	2016	M	6.1
Whitsunday (R)	2006	F	3.7
Whitsunday (R)	2006	M	3.6
Whitsunday (R)	2011	F	5.3
Whitsunday (R)	2011	M	4.4
Whitsunday (R)	2016	F	6.2
Whitsunday (R)	2016	M	7
Winton (S)	2006	F	1.6
Winton (S)	2006	M	1.8
Winton (S)	2011	F	3.2
Winton (S)	2011	M	2.8
Winton (S)	2016	F	3.3
Winton (S)	2016	M	6
Woorabinda (S)	2006	F	3.1
Woorabinda (S)	2006	M	6.4
Woorabinda (S)	2011	F	23.9
Woorabinda (S)	2011	M	27.4
Woorabinda (S)	2016	F	17.7
Woorabinda (S)	2016	M	17.2
Wujal Wujal (S)	2006	F	10
Wujal Wujal (S)	2006	M	5.5
Wujal Wujal (S)	2011	F	19.6
Wujal Wujal (S)	2011	M	20.9
Wujal Wujal (S)	2016	F	22
Wujal Wujal (S)	2016	M	22.9
Yarrabah (S)	2006	F	8
Yarrabah (S)	2006	M	9
Yarrabah (S)	2011	F	52.3
Yarrabah (S)	2011	M	68
Yarrabah (S)	2016	F	38.4
Yarrabah (S)	2016	M	52.2
No usual address (Qld)	2006	F	20.5
No usual address (Qld)	2006	M	16.3
No usual address (Qld)	2011	F	22.2
No usual address (Qld)	2011	M	20.6
No usual address (Qld)	2016	F	21.9
No usual address (Qld)	2016	M	25.9
Migratory - Offshore - Shipping (Qld)	2006	F	0
Migratory - Offshore - Shipping (Qld)	2006	M	5.6
Migratory - Offshore - Shipping (Qld)	2011	F	3.4
Migratory - Offshore - Shipping (Qld)	2011	M	5.1
Migratory - Offshore - Shipping (Qld)	2016	F	0
Migratory - Offshore - Shipping (Qld)	2016	M	0
Adelaide (C)	2006	F	7.5
Adelaide (C)	2006	M	8.1
Adelaide (C)	2011	F	9.2
Adelaide (C)	2011	M	9.2
Adelaide (C)	2016	F	11.8
Adelaide (C)	2016	M	11.9
Adelaide Hills (DC)	2006	F	2.8
Adelaide Hills (DC)	2006	M	3.2
Adelaide Hills (DC)	2011	F	3.5
Adelaide Hills (DC)	2011	M	3.6
Adelaide Hills (DC)	2016	F	4.4
Adelaide Hills (DC)	2016	M	4.4
Alexandrina (DC)	2006	F	4.8
Alexandrina (DC)	2006	M	5.1
Alexandrina (DC)	2011	F	5.4
Alexandrina (DC)	2011	M	6
Alexandrina (DC)	2016	F	5.2
Alexandrina (DC)	2016	M	6.4
Anangu Pitjantjatjara (AC)	2006	F	4.5
Anangu Pitjantjatjara (AC)	2006	M	5.7
Anangu Pitjantjatjara (AC)	2011	F	10.2
Anangu Pitjantjatjara (AC)	2011	M	12.8
Anangu Pitjantjatjara (AC)	2016	F	22.1
Anangu Pitjantjatjara (AC)	2016	M	29.5
Barossa (DC)	2006	F	3.8
Barossa (DC)	2006	M	2.8
Barossa (DC)	2011	F	3.7
Barossa (DC)	2011	M	3.5
Barossa (DC)	2016	F	4.8
Barossa (DC)	2016	M	4.3
Barunga West (DC)	2006	F	7.2
Barunga West (DC)	2006	M	5
Barunga West (DC)	2011	F	4.7
Barunga West (DC)	2011	M	5.5
Barunga West (DC)	2016	F	5.4
Barunga West (DC)	2016	M	6.9
Berri and Barmera (DC)	2006	F	5.8
Berri and Barmera (DC)	2006	M	7.1
Berri and Barmera (DC)	2011	F	6.6
Berri and Barmera (DC)	2011	M	8
Berri and Barmera (DC)	2016	F	5.5
Berri and Barmera (DC)	2016	M	8.2
Burnside (C)	2006	F	3.5
Burnside (C)	2006	M	3.7
Burnside (C)	2011	F	4.3
Burnside (C)	2011	M	4.5
Burnside (C)	2016	F	5.7
Burnside (C)	2016	M	6.1
Campbelltown (C) (SA)	2006	F	4.2
Campbelltown (C) (SA)	2006	M	4.8
Campbelltown (C) (SA)	2011	F	5.1
Campbelltown (C) (SA)	2011	M	5.3
Campbelltown (C) (SA)	2016	F	6.7
Campbelltown (C) (SA)	2016	M	7.2
Ceduna (DC)	2006	F	4
Ceduna (DC)	2006	M	3.7
Ceduna (DC)	2011	F	4
Ceduna (DC)	2011	M	4.6
Ceduna (DC)	2016	F	2.5
Ceduna (DC)	2016	M	4.1
Charles Sturt (C)	2006	F	4.8
Charles Sturt (C)	2006	M	5.8
Charles Sturt (C)	2011	F	5.1
Charles Sturt (C)	2011	M	6.1
Charles Sturt (C)	2016	F	6.4
Charles Sturt (C)	2016	M	7.8
Clare and Gilbert Valleys (DC)	2006	F	3.9
Clare and Gilbert Valleys (DC)	2006	M	2.7
Clare and Gilbert Valleys (DC)	2011	F	3.2
Clare and Gilbert Valleys (DC)	2011	M	3.4
Clare and Gilbert Valleys (DC)	2016	F	3.5
Clare and Gilbert Valleys (DC)	2016	M	3.4
Cleve (DC)	2006	F	3.2
Cleve (DC)	2006	M	0.8
Cleve (DC)	2011	F	1.3
Cleve (DC)	2011	M	1.3
Cleve (DC)	2016	F	3.6
Cleve (DC)	2016	M	1.6
Coober Pedy (DC)	2006	F	6.2
Coober Pedy (DC)	2006	M	12.2
Coober Pedy (DC)	2011	F	5.3
Coober Pedy (DC)	2011	M	12.1
Coober Pedy (DC)	2016	F	5
Coober Pedy (DC)	2016	M	14.3
Copper Coast (DC)	2006	F	8
Copper Coast (DC)	2006	M	9.6
Copper Coast (DC)	2011	F	5.4
Copper Coast (DC)	2011	M	8
Copper Coast (DC)	2016	F	8.5
Copper Coast (DC)	2016	M	9.2
Elliston (DC)	2006	F	3.1
Elliston (DC)	2006	M	4.3
Elliston (DC)	2011	F	4.9
Elliston (DC)	2011	M	5.7
Elliston (DC)	2016	F	5.7
Elliston (DC)	2016	M	4.8
Flinders Ranges (DC)	2006	F	4.6
Flinders Ranges (DC)	2006	M	6.5
Flinders Ranges (DC)	2011	F	4.2
Flinders Ranges (DC)	2011	M	6.2
Flinders Ranges (DC)	2016	F	5
Flinders Ranges (DC)	2016	M	7.8
Franklin Harbour (DC)	2006	F	4.6
Franklin Harbour (DC)	2006	M	1.9
Franklin Harbour (DC)	2011	F	4.3
Franklin Harbour (DC)	2011	M	5
Franklin Harbour (DC)	2016	F	4.4
Franklin Harbour (DC)	2016	M	8.4
Gawler (T)	2006	F	6
Gawler (T)	2006	M	5.5
Gawler (T)	2011	F	6
Gawler (T)	2011	M	5.7
Gawler (T)	2016	F	7.8
Gawler (T)	2016	M	8.9
Goyder (DC)	2006	F	5.1
Goyder (DC)	2006	M	4.5
Goyder (DC)	2011	F	4.6
Goyder (DC)	2011	M	5.2
Goyder (DC)	2016	F	6.9
Goyder (DC)	2016	M	6.6
Grant (DC)	2006	F	3.8
Grant (DC)	2006	M	3.7
Grant (DC)	2011	F	4.1
Grant (DC)	2011	M	4.7
Grant (DC)	2016	F	4
Grant (DC)	2016	M	3.4
Holdfast Bay (C)	2006	F	3.8
Holdfast Bay (C)	2006	M	4.5
Holdfast Bay (C)	2011	F	4.2
Holdfast Bay (C)	2011	M	5
Holdfast Bay (C)	2016	F	4.9
Holdfast Bay (C)	2016	M	6.3
Kangaroo Island (DC)	2006	F	2.6
Kangaroo Island (DC)	2006	M	5.5
Kangaroo Island (DC)	2011	F	2.9
Kangaroo Island (DC)	2011	M	5.7
Kangaroo Island (DC)	2016	F	3.6
Kangaroo Island (DC)	2016	M	6.8
Karoonda East Murray (DC)	2006	F	1.6
Karoonda East Murray (DC)	2006	M	4.1
Karoonda East Murray (DC)	2011	F	2.8
Karoonda East Murray (DC)	2011	M	3.4
Karoonda East Murray (DC)	2016	F	5.1
Karoonda East Murray (DC)	2016	M	3.4
Kimba (DC)	2006	F	2.5
Kimba (DC)	2006	M	1.5
Kimba (DC)	2011	F	0
Kimba (DC)	2011	M	0.9
Kimba (DC)	2016	F	2.1
Kimba (DC)	2016	M	1
Kingston (DC) (SA)	2006	F	3.9
Kingston (DC) (SA)	2006	M	3.1
Kingston (DC) (SA)	2011	F	2.7
Kingston (DC) (SA)	2011	M	2.4
Kingston (DC) (SA)	2016	F	3.8
Kingston (DC) (SA)	2016	M	4.7
Light (RegC)	2006	F	4.6
Light (RegC)	2006	M	3.7
Light (RegC)	2011	F	4.8
Light (RegC)	2011	M	3.9
Light (RegC)	2016	F	5.4
Light (RegC)	2016	M	5.3
Lower Eyre Peninsula (DC)	2006	F	3.5
Lower Eyre Peninsula (DC)	2006	M	4.4
Lower Eyre Peninsula (DC)	2011	F	3.5
Lower Eyre Peninsula (DC)	2011	M	4.2
Lower Eyre Peninsula (DC)	2016	F	4.6
Lower Eyre Peninsula (DC)	2016	M	4.7
Loxton Waikerie (DC)	2006	F	2.9
Loxton Waikerie (DC)	2006	M	3.9
Loxton Waikerie (DC)	2011	F	4.5
Loxton Waikerie (DC)	2011	M	5.6
Loxton Waikerie (DC)	2016	F	4.3
Loxton Waikerie (DC)	2016	M	5.2
Mallala (DC)	2006	F	4.8
Mallala (DC)	2006	M	4.8
Mallala (DC)	2011	F	5.3
Mallala (DC)	2011	M	4.9
Mallala (DC)	2016	F	7.1
Mallala (DC)	2016	M	6.8
Maralinga Tjarutja (AC)	2006	F	0
Maralinga Tjarutja (AC)	2006	M	0
Maralinga Tjarutja (AC)	2011	F	0
Maralinga Tjarutja (AC)	2011	M	0
Maralinga Tjarutja (AC)	2016	F	0
Maralinga Tjarutja (AC)	2016	M	0
Marion (C)	2006	F	4.5
Marion (C)	2006	M	5.5
Marion (C)	2011	F	5
Marion (C)	2011	M	5.7
Marion (C)	2016	F	6.1
Marion (C)	2016	M	7.9
Mid Murray (DC)	2006	F	5.6
Mid Murray (DC)	2006	M	6
Mid Murray (DC)	2011	F	5.9
Mid Murray (DC)	2011	M	6.4
Mid Murray (DC)	2016	F	5.4
Mid Murray (DC)	2016	M	7.1
Mitcham (C)	2006	F	3.6
Mitcham (C)	2006	M	4.1
Mitcham (C)	2011	F	4.2
Mitcham (C)	2011	M	4.7
Mitcham (C)	2016	F	5.2
Mitcham (C)	2016	M	6.7
Mount Barker (DC)	2006	F	4.4
Mount Barker (DC)	2006	M	3.4
Mount Barker (DC)	2011	F	4.4
Mount Barker (DC)	2011	M	4.5
Mount Barker (DC)	2016	F	5
Mount Barker (DC)	2016	M	5.4
Mount Gambier (C)	2006	F	7
Mount Gambier (C)	2006	M	6.8
Mount Gambier (C)	2011	F	6.6
Mount Gambier (C)	2011	M	7.3
Mount Gambier (C)	2016	F	6.1
Mount Gambier (C)	2016	M	7.2
Mount Remarkable (DC)	2006	F	2.5
Mount Remarkable (DC)	2006	M	4
Mount Remarkable (DC)	2011	F	4.2
Mount Remarkable (DC)	2011	M	3.9
Mount Remarkable (DC)	2016	F	4.5
Mount Remarkable (DC)	2016	M	6.3
Murray Bridge (RC)	2006	F	7.2
Murray Bridge (RC)	2006	M	6.3
Murray Bridge (RC)	2011	F	7.5
Murray Bridge (RC)	2011	M	7
Murray Bridge (RC)	2016	F	8.4
Murray Bridge (RC)	2016	M	9.1
Naracoorte and Lucindale (DC)	2006	F	3.7
Naracoorte and Lucindale (DC)	2006	M	3.1
Naracoorte and Lucindale (DC)	2011	F	2.9
Naracoorte and Lucindale (DC)	2011	M	3.8
Naracoorte and Lucindale (DC)	2016	F	3.8
Naracoorte and Lucindale (DC)	2016	M	4.1
Northern Areas (DC)	2006	F	4.1
Northern Areas (DC)	2006	M	4.6
Northern Areas (DC)	2011	F	3.1
Northern Areas (DC)	2011	M	3.9
Northern Areas (DC)	2016	F	4
Northern Areas (DC)	2016	M	5.6
Norwood Payneham St Peters (C)	2006	F	4
Norwood Payneham St Peters (C)	2006	M	4.9
Norwood Payneham St Peters (C)	2011	F	4.9
Norwood Payneham St Peters (C)	2011	M	5.5
Norwood Payneham St Peters (C)	2016	F	6.3
Norwood Payneham St Peters (C)	2016	M	7
Onkaparinga (C)	2006	F	5.3
Onkaparinga (C)	2006	M	5.9
Onkaparinga (C)	2011	F	5.6
Onkaparinga (C)	2011	M	6.2
Onkaparinga (C)	2016	F	7
Onkaparinga (C)	2016	M	8.3
Orroroo/Carrieton (DC)	2006	F	4.5
Orroroo/Carrieton (DC)	2006	M	3.1
Orroroo/Carrieton (DC)	2011	F	1.5
Orroroo/Carrieton (DC)	2011	M	3.4
Orroroo/Carrieton (DC)	2016	F	1.5
Orroroo/Carrieton (DC)	2016	M	4
Peterborough (DC)	2006	F	12.1
Peterborough (DC)	2006	M	15.8
Peterborough (DC)	2011	F	8.1
Peterborough (DC)	2011	M	10.5
Peterborough (DC)	2016	F	11
Peterborough (DC)	2016	M	16.6
Playford (C)	2006	F	8.1
Playford (C)	2006	M	8.8
Playford (C)	2011	F	9.4
Playford (C)	2011	M	9.7
Playford (C)	2016	F	12.1
Playford (C)	2016	M	13.3
Port Adelaide Enfield (C)	2006	F	6.4
Port Adelaide Enfield (C)	2006	M	7.4
Port Adelaide Enfield (C)	2011	F	6.1
Port Adelaide Enfield (C)	2011	M	7.3
Port Adelaide Enfield (C)	2016	F	8.4
Port Adelaide Enfield (C)	2016	M	10.2
Port Augusta (C)	2006	F	5.9
Port Augusta (C)	2006	M	7.9
Port Augusta (C)	2011	F	4.5
Port Augusta (C)	2011	M	7.1
Port Augusta (C)	2016	F	6.7
Port Augusta (C)	2016	M	12.3
Port Lincoln (C)	2006	F	5
Port Lincoln (C)	2006	M	6
Port Lincoln (C)	2011	F	5.5
Port Lincoln (C)	2011	M	5.6
Port Lincoln (C)	2016	F	5.7
Port Lincoln (C)	2016	M	7.2
Port Pirie City and Dists (M)	2006	F	8.7
Port Pirie City and Dists (M)	2006	M	11.1
Port Pirie City and Dists (M)	2011	F	6.8
Port Pirie City and Dists (M)	2011	M	7.9
Port Pirie City and Dists (M)	2016	F	8.9
Port Pirie City and Dists (M)	2016	M	12.3
Prospect (C)	2006	F	3
Prospect (C)	2006	M	5.1
Prospect (C)	2011	F	4
Prospect (C)	2011	M	5
Prospect (C)	2016	F	5.7
Prospect (C)	2016	M	7.1
Renmark Paringa (DC)	2006	F	4.2
Renmark Paringa (DC)	2006	M	4.4
Renmark Paringa (DC)	2011	F	4.9
Renmark Paringa (DC)	2011	M	6.4
Renmark Paringa (DC)	2016	F	6.6
Renmark Paringa (DC)	2016	M	7.3
Robe (DC)	2006	F	3.2
Robe (DC)	2006	M	3.9
Robe (DC)	2011	F	2.2
Robe (DC)	2011	M	4
Robe (DC)	2016	F	3.4
Robe (DC)	2016	M	3.7
Roxby Downs (M)	2006	F	4.3
Roxby Downs (M)	2006	M	1.2
Roxby Downs (M)	2011	F	3.5
Roxby Downs (M)	2011	M	1.1
Roxby Downs (M)	2016	F	6.3
Roxby Downs (M)	2016	M	1.5
Salisbury (C)	2006	F	5.9
Salisbury (C)	2006	M	5.7
Salisbury (C)	2011	F	7.3
Salisbury (C)	2011	M	7.3
Salisbury (C)	2016	F	9.3
Salisbury (C)	2016	M	10.7
Southern Mallee (DC)	2006	F	1.2
Southern Mallee (DC)	2006	M	1.7
Southern Mallee (DC)	2011	F	2
Southern Mallee (DC)	2011	M	2.9
Southern Mallee (DC)	2016	F	4.1
Southern Mallee (DC)	2016	M	3.7
Streaky Bay (DC)	2006	F	2.3
Streaky Bay (DC)	2006	M	5.1
Streaky Bay (DC)	2011	F	4.9
Streaky Bay (DC)	2011	M	6.5
Streaky Bay (DC)	2016	F	3
Streaky Bay (DC)	2016	M	4.9
Tatiara (DC)	2006	F	2.1
Tatiara (DC)	2006	M	1.9
Tatiara (DC)	2011	F	3.3
Tatiara (DC)	2011	M	2.4
Tatiara (DC)	2016	F	2.6
Tatiara (DC)	2016	M	2.7
Tea Tree Gully (C)	2006	F	4.1
Tea Tree Gully (C)	2006	M	4.1
Tea Tree Gully (C)	2011	F	4.5
Tea Tree Gully (C)	2011	M	4.9
Tea Tree Gully (C)	2016	F	5.9
Tea Tree Gully (C)	2016	M	7.1
The Coorong (DC)	2006	F	4.9
The Coorong (DC)	2006	M	4.4
The Coorong (DC)	2011	F	5.4
The Coorong (DC)	2011	M	4.8
The Coorong (DC)	2016	F	5.7
The Coorong (DC)	2016	M	4.6
Tumby Bay (DC)	2006	F	4.3
Tumby Bay (DC)	2006	M	3.5
Tumby Bay (DC)	2011	F	4.3
Tumby Bay (DC)	2011	M	3.5
Tumby Bay (DC)	2016	F	4.2
Tumby Bay (DC)	2016	M	3.4
Unley (C)	2006	F	3.4
Unley (C)	2006	M	4.3
Unley (C)	2011	F	4.4
Unley (C)	2011	M	4.9
Unley (C)	2016	F	5.3
Unley (C)	2016	M	6.3
Victor Harbor (C)	2006	F	5.1
Victor Harbor (C)	2006	M	6
Victor Harbor (C)	2011	F	6.8
Victor Harbor (C)	2011	M	6.8
Victor Harbor (C)	2016	F	5.5
Victor Harbor (C)	2016	M	8.8
Wakefield (DC)	2006	F	4.6
Wakefield (DC)	2006	M	3.5
Wakefield (DC)	2011	F	5.1
Wakefield (DC)	2011	M	4.1
Wakefield (DC)	2016	F	6.2
Wakefield (DC)	2016	M	6.5
Walkerville (M)	2006	F	3.5
Walkerville (M)	2006	M	4.6
Walkerville (M)	2011	F	4
Walkerville (M)	2011	M	4.8
Walkerville (M)	2016	F	5.5
Walkerville (M)	2016	M	6.3
Wattle Range (DC)	2006	F	5
Wattle Range (DC)	2006	M	5.1
Wattle Range (DC)	2011	F	5.7
Wattle Range (DC)	2011	M	6.3
Wattle Range (DC)	2016	F	5.5
Wattle Range (DC)	2016	M	6.8
West Torrens (C)	2006	F	4.6
West Torrens (C)	2006	M	6.3
West Torrens (C)	2011	F	5.5
West Torrens (C)	2011	M	5.9
West Torrens (C)	2016	F	6.9
West Torrens (C)	2016	M	8.1
Whyalla (C)	2006	F	8.4
Whyalla (C)	2006	M	9.2
Whyalla (C)	2011	F	8
Whyalla (C)	2011	M	8.2
Whyalla (C)	2016	F	10.2
Whyalla (C)	2016	M	14.4
Wudinna (DC)	2006	F	1.3
Wudinna (DC)	2006	M	3.8
Wudinna (DC)	2011	F	1
Wudinna (DC)	2011	M	1
Wudinna (DC)	2016	F	1.8
Wudinna (DC)	2016	M	1.3
Yankalilla (DC)	2006	F	5.4
Yankalilla (DC)	2006	M	6.8
Yankalilla (DC)	2011	F	4.6
Yankalilla (DC)	2011	M	6.9
Yankalilla (DC)	2016	F	5.9
Yankalilla (DC)	2016	M	6.9
Yorke Peninsula (DC)	2006	F	4.2
Yorke Peninsula (DC)	2006	M	6.4
Yorke Peninsula (DC)	2011	F	4.3
Yorke Peninsula (DC)	2011	M	4.6
Yorke Peninsula (DC)	2016	F	4.6
Yorke Peninsula (DC)	2016	M	6.7
Unincorporated SA	2006	F	4.7
Unincorporated SA	2006	M	3.8
Unincorporated SA	2011	F	3.9
Unincorporated SA	2011	M	3.9
Unincorporated SA	2016	F	5.6
Unincorporated SA	2016	M	5.4
No usual address (SA)	2006	F	17.2
No usual address (SA)	2006	M	20.5
No usual address (SA)	2011	F	21.8
No usual address (SA)	2011	M	21.4
No usual address (SA)	2016	F	28.9
No usual address (SA)	2016	M	29.7
Migratory - Offshore - Shipping (SA)	2006	F	0
Migratory - Offshore - Shipping (SA)	2006	M	0
Migratory - Offshore - Shipping (SA)	2011	F	0
Migratory - Offshore - Shipping (SA)	2011	M	0
Migratory - Offshore - Shipping (SA)	2016	F	0
Migratory - Offshore - Shipping (SA)	2016	M	0
Albany (C)	2006	F	4.1
Albany (C)	2006	M	4.1
Albany (C)	2011	F	4.3
Albany (C)	2011	M	5.4
Albany (C)	2016	F	4.3
Albany (C)	2016	M	5.9
Armadale (C)	2006	F	5.3
Armadale (C)	2006	M	3.7
Armadale (C)	2011	F	5.6
Armadale (C)	2011	M	5.2
Armadale (C)	2016	F	9.4
Armadale (C)	2016	M	8.9
Ashburton (S)	2006	F	3.3
Ashburton (S)	2006	M	1.9
Ashburton (S)	2011	F	2.9
Ashburton (S)	2011	M	1.2
Ashburton (S)	2016	F	4.2
Ashburton (S)	2016	M	1.3
Augusta-Margaret River (S)	2006	F	3.3
Augusta-Margaret River (S)	2006	M	2.8
Augusta-Margaret River (S)	2011	F	3.9
Augusta-Margaret River (S)	2011	M	4.4
Augusta-Margaret River (S)	2016	F	4.3
