LGA_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Torres (S)	2016	F	0	882
Torres (S)	2016	F	1	653
Torres (S)	2016	M	0	810
Torres (S)	2016	M	1	682
Torres Strait Island (R)	2006	F	0	1862
Torres Strait Island (R)	2006	F	1	216
Torres Strait Island (R)	2006	M	0	1932
Torres Strait Island (R)	2006	M	1	235
Torres Strait Island (R)	2011	F	0	1800
Torres Strait Island (R)	2011	F	1	162
Torres Strait Island (R)	2011	M	0	1868
Torres Strait Island (R)	2011	M	1	176
Torres Strait Island (R)	2016	F	0	1942
Torres Strait Island (R)	2016	F	1	114
Torres Strait Island (R)	2016	M	0	1960
Torres Strait Island (R)	2016	M	1	126
Townsville (C)	2006	F	0	3774
Townsville (C)	2006	F	1	69045
Townsville (C)	2006	M	0	3413
Townsville (C)	2006	M	1	69176
Townsville (C)	2011	F	0	5540
Townsville (C)	2011	F	1	76889
Townsville (C)	2011	M	0	4935
Townsville (C)	2011	M	1	75717
Townsville (C)	2016	F	0	7144
Townsville (C)	2016	F	1	79963
Townsville (C)	2016	M	0	6270
Townsville (C)	2016	M	1	79112
Weipa (T)	2006	F	0	92
Weipa (T)	2006	F	1	1080
Weipa (T)	2006	M	0	87
Weipa (T)	2006	M	1	1326
Weipa (T)	2011	F	0	164
Weipa (T)	2011	F	1	1248
Weipa (T)	2011	M	0	125
Weipa (T)	2011	M	1	1439
Weipa (T)	2016	F	0	168
Weipa (T)	2016	F	1	1461
Weipa (T)	2016	M	0	163
Weipa (T)	2016	M	1	1720
Western Downs (R)	2006	F	0	177
Western Downs (R)	2006	F	1	12957
Western Downs (R)	2006	M	0	191
Western Downs (R)	2006	M	1	13554
Western Downs (R)	2011	F	0	329
Western Downs (R)	2011	F	1	14046
Western Downs (R)	2011	M	0	401
Western Downs (R)	2011	M	1	14651
Western Downs (R)	2016	F	0	571
Western Downs (R)	2016	F	1	14066
Western Downs (R)	2016	M	0	608
Western Downs (R)	2016	M	1	14593
Whitsunday (R)	2006	F	0	551
Whitsunday (R)	2006	F	1	12025
Whitsunday (R)	2006	M	0	565
Whitsunday (R)	2006	M	1	13077
Whitsunday (R)	2011	F	0	763
Whitsunday (R)	2011	F	1	12873
Whitsunday (R)	2011	M	0	670
Whitsunday (R)	2011	M	1	13912
Whitsunday (R)	2016	F	0	1143
Whitsunday (R)	2016	F	1	13218
Whitsunday (R)	2016	M	0	985
Whitsunday (R)	2016	M	1	14147
Winton (S)	2006	F	0	7
Winton (S)	2006	F	1	583
Winton (S)	2006	M	0	15
Winton (S)	2006	M	1	642
Winton (S)	2011	F	0	11
Winton (S)	2011	F	1	591
Winton (S)	2011	M	0	15
Winton (S)	2011	M	1	664
Winton (S)	2016	F	0	9
Winton (S)	2016	F	1	482
Winton (S)	2016	M	0	7
Winton (S)	2016	M	1	517
Woorabinda (S)	2006	F	0	7
Woorabinda (S)	2006	F	1	397
Woorabinda (S)	2006	M	0	9
Woorabinda (S)	2006	M	1	386
Woorabinda (S)	2011	F	0	11
Woorabinda (S)	2011	F	1	477
Woorabinda (S)	2011	M	0	4
Woorabinda (S)	2011	M	1	432
Woorabinda (S)	2016	F	0	44
Woorabinda (S)	2016	F	1	429
Woorabinda (S)	2016	M	0	47
Woorabinda (S)	2016	M	1	395
Wujal Wujal (S)	2006	F	0	113
Wujal Wujal (S)	2006	F	1	41
Wujal Wujal (S)	2006	M	0	114
Wujal Wujal (S)	2006	M	1	57
Wujal Wujal (S)	2011	F	0	64
Wujal Wujal (S)	2011	F	1	70
Wujal Wujal (S)	2011	M	0	56
Wujal Wujal (S)	2011	M	1	72
Wujal Wujal (S)	2016	F	0	104
Wujal Wujal (S)	2016	F	1	43
Wujal Wujal (S)	2016	M	0	81
Wujal Wujal (S)	2016	M	1	47
Yarrabah (S)	2006	F	0	32
Yarrabah (S)	2006	F	1	1157
Yarrabah (S)	2006	M	0	38
Yarrabah (S)	2006	M	1	1103
Yarrabah (S)	2011	F	0	228
Yarrabah (S)	2011	F	1	975
Yarrabah (S)	2011	M	0	187
Yarrabah (S)	2011	M	1	997
Yarrabah (S)	2016	F	0	153
Yarrabah (S)	2016	F	1	1075
Yarrabah (S)	2016	M	0	148
Yarrabah (S)	2016	M	1	1087
No usual address (Qld)	2006	F	0	404
No usual address (Qld)	2006	F	1	4610
No usual address (Qld)	2006	M	0	453
No usual address (Qld)	2006	M	1	5868
No usual address (Qld)	2011	F	0	503
No usual address (Qld)	2011	F	1	4307
No usual address (Qld)	2011	M	0	515
No usual address (Qld)	2011	M	1	5453
No usual address (Qld)	2016	F	0	657
No usual address (Qld)	2016	F	1	3934
No usual address (Qld)	2016	M	0	636
No usual address (Qld)	2016	M	1	4759
Migratory - Offshore - Shipping (Qld)	2006	F	0	3
Migratory - Offshore - Shipping (Qld)	2006	F	1	10
Migratory - Offshore - Shipping (Qld)	2006	M	0	11
Migratory - Offshore - Shipping (Qld)	2006	M	1	63
Migratory - Offshore - Shipping (Qld)	2011	F	0	14
Migratory - Offshore - Shipping (Qld)	2011	F	1	150
Migratory - Offshore - Shipping (Qld)	2011	M	0	27
Migratory - Offshore - Shipping (Qld)	2011	M	1	210
Migratory - Offshore - Shipping (Qld)	2016	F	0	10
Migratory - Offshore - Shipping (Qld)	2016	F	1	56
Migratory - Offshore - Shipping (Qld)	2016	M	0	7
Migratory - Offshore - Shipping (Qld)	2016	M	1	56
Adelaide (C)	2006	F	0	2046
Adelaide (C)	2006	F	1	4988
Adelaide (C)	2006	M	0	1926
Adelaide (C)	2006	M	1	5353
Adelaide (C)	2011	F	0	3254
Adelaide (C)	2011	F	1	5486
Adelaide (C)	2011	M	0	2952
Adelaide (C)	2011	M	1	5915
Adelaide (C)	2016	F	0	4130
Adelaide (C)	2016	F	1	5663
Adelaide (C)	2016	M	0	3881
Adelaide (C)	2016	M	1	5971
Adelaide Hills (DC)	2006	F	0	916
Adelaide Hills (DC)	2006	F	1	17293
Adelaide Hills (DC)	2006	M	0	852
Adelaide Hills (DC)	2006	M	1	17444
Adelaide Hills (DC)	2011	F	0	1073
Adelaide Hills (DC)	2011	F	1	17618
Adelaide Hills (DC)	2011	M	0	991
Adelaide Hills (DC)	2011	M	1	17695
Adelaide Hills (DC)	2016	F	0	1128
Adelaide Hills (DC)	2016	F	1	17540
Adelaide Hills (DC)	2016	M	0	1046
Adelaide Hills (DC)	2016	M	1	17392
Alexandrina (DC)	2006	F	0	279
Alexandrina (DC)	2006	F	1	9566
Alexandrina (DC)	2006	M	0	238
Alexandrina (DC)	2006	M	1	9276
Alexandrina (DC)	2011	F	0	373
Alexandrina (DC)	2011	F	1	11453
Alexandrina (DC)	2011	M	0	295
Alexandrina (DC)	2011	M	1	10888
Alexandrina (DC)	2016	F	0	365
Alexandrina (DC)	2016	F	1	12112
Alexandrina (DC)	2016	M	0	298
Alexandrina (DC)	2016	M	1	11517
Anangu Pitjantjatjara (AC)	2006	F	0	862
Anangu Pitjantjatjara (AC)	2006	F	1	210
Anangu Pitjantjatjara (AC)	2006	M	0	844
Anangu Pitjantjatjara (AC)	2006	M	1	205
Anangu Pitjantjatjara (AC)	2011	F	0	1023
Anangu Pitjantjatjara (AC)	2011	F	1	169
Anangu Pitjantjatjara (AC)	2011	M	0	982
Anangu Pitjantjatjara (AC)	2011	M	1	174
Anangu Pitjantjatjara (AC)	2016	F	0	893
Anangu Pitjantjatjara (AC)	2016	F	1	161
Anangu Pitjantjatjara (AC)	2016	M	0	831
Anangu Pitjantjatjara (AC)	2016	M	1	132
Barossa (DC)	2006	F	0	251
Barossa (DC)	2006	F	1	9783
Barossa (DC)	2006	M	0	220
Barossa (DC)	2006	M	1	9718
Barossa (DC)	2011	F	0	282
Barossa (DC)	2011	F	1	10620
Barossa (DC)	2011	M	0	235
Barossa (DC)	2011	M	1	10428
Barossa (DC)	2016	F	0	307
Barossa (DC)	2016	F	1	10998
Barossa (DC)	2016	M	0	235
Barossa (DC)	2016	M	1	10790
Barunga West (DC)	2006	F	0	13
Barunga West (DC)	2006	F	1	1159
Barunga West (DC)	2006	M	0	10
Barunga West (DC)	2006	M	1	1226
Barunga West (DC)	2011	F	0	9
Barunga West (DC)	2011	F	1	1143
Barunga West (DC)	2011	M	0	6
Barunga West (DC)	2011	M	1	1210
Barunga West (DC)	2016	F	0	14
Barunga West (DC)	2016	F	1	1139
Barunga West (DC)	2016	M	0	5
Barunga West (DC)	2016	M	1	1196
Berri and Barmera (DC)	2006	F	0	487
Berri and Barmera (DC)	2006	F	1	4840
Berri and Barmera (DC)	2006	M	0	513
Berri and Barmera (DC)	2006	M	1	4602
Berri and Barmera (DC)	2011	F	0	497
Berri and Barmera (DC)	2011	F	1	4585
Berri and Barmera (DC)	2011	M	0	527
Berri and Barmera (DC)	2011	M	1	4487
Berri and Barmera (DC)	2016	F	0	483
Berri and Barmera (DC)	2016	F	1	4434
Berri and Barmera (DC)	2016	M	0	478
Berri and Barmera (DC)	2016	M	1	4427
Burnside (C)	2006	F	0	3586
Burnside (C)	2006	F	1	17766
Burnside (C)	2006	M	0	3102
Burnside (C)	2006	M	1	15659
Burnside (C)	2011	F	0	4283
Burnside (C)	2011	F	1	17154
Burnside (C)	2011	M	0	3757
Burnside (C)	2011	M	1	15401
Burnside (C)	2016	F	0	5745
Burnside (C)	2016	F	1	16577
Burnside (C)	2016	M	0	4858
Burnside (C)	2016	M	1	15052
Campbelltown (C) (SA)	2006	F	0	7211
Campbelltown (C) (SA)	2006	F	1	15806
Campbelltown (C) (SA)	2006	M	0	6672
Campbelltown (C) (SA)	2006	M	1	14714
Campbelltown (C) (SA)	2011	F	0	8344
Campbelltown (C) (SA)	2011	F	1	15851
Campbelltown (C) (SA)	2011	M	0	7549
Campbelltown (C) (SA)	2011	M	1	14959
Campbelltown (C) (SA)	2016	F	0	9050
Campbelltown (C) (SA)	2016	F	1	15888
Campbelltown (C) (SA)	2016	M	0	8305
Campbelltown (C) (SA)	2016	M	1	15239
Ceduna (DC)	2006	F	0	92
Ceduna (DC)	2006	F	1	1553
Ceduna (DC)	2006	M	0	74
Ceduna (DC)	2006	M	1	1579
Ceduna (DC)	2011	F	0	114
Ceduna (DC)	2011	F	1	1538
Ceduna (DC)	2011	M	0	111
Ceduna (DC)	2011	M	1	1567
Ceduna (DC)	2016	F	0	116
Ceduna (DC)	2016	F	1	1373
Ceduna (DC)	2016	M	0	119
Ceduna (DC)	2016	M	1	1351
Charles Sturt (C)	2006	F	0	13130
Charles Sturt (C)	2006	F	1	36166
Charles Sturt (C)	2006	M	0	12226
Charles Sturt (C)	2006	M	1	34563
Charles Sturt (C)	2011	F	0	14693
Charles Sturt (C)	2011	F	1	37008
Charles Sturt (C)	2011	M	0	13602
Charles Sturt (C)	2011	M	1	35698
Charles Sturt (C)	2016	F	0	15887
Charles Sturt (C)	2016	F	1	38573
Charles Sturt (C)	2016	M	0	14581
Charles Sturt (C)	2016	M	1	37406
Clare and Gilbert Valleys (DC)	2006	F	0	61
Clare and Gilbert Valleys (DC)	2006	F	1	3882
Clare and Gilbert Valleys (DC)	2006	M	0	43
Clare and Gilbert Valleys (DC)	2006	M	1	3840
Clare and Gilbert Valleys (DC)	2011	F	0	94
Clare and Gilbert Valleys (DC)	2011	F	1	4189
Clare and Gilbert Valleys (DC)	2011	M	0	59
Clare and Gilbert Valleys (DC)	2011	M	1	4146
Clare and Gilbert Valleys (DC)	2016	F	0	108
Clare and Gilbert Valleys (DC)	2016	F	1	4150
Clare and Gilbert Valleys (DC)	2016	M	0	87
Clare and Gilbert Valleys (DC)	2016	M	1	4123
Cleve (DC)	2006	F	0	8
Cleve (DC)	2006	F	1	916
Cleve (DC)	2006	M	0	9
Cleve (DC)	2006	M	1	1027
Cleve (DC)	2011	F	0	13
Cleve (DC)	2011	F	1	830
Cleve (DC)	2011	M	0	8
Cleve (DC)	2011	M	1	912
Cleve (DC)	2016	F	0	9
Cleve (DC)	2016	F	1	785
Cleve (DC)	2016	M	0	7
Cleve (DC)	2016	M	1	855
Coober Pedy (DC)	2006	F	0	175
Coober Pedy (DC)	2006	F	1	490
Coober Pedy (DC)	2006	M	0	279
Coober Pedy (DC)	2006	M	1	622
Coober Pedy (DC)	2011	F	0	159
Coober Pedy (DC)	2011	F	1	505
Coober Pedy (DC)	2011	M	0	243
Coober Pedy (DC)	2011	M	1	609
Coober Pedy (DC)	2016	F	0	189
Coober Pedy (DC)	2016	F	1	481
Coober Pedy (DC)	2016	M	0	248
Coober Pedy (DC)	2016	M	1	582
Copper Coast (DC)	2006	F	0	82
Copper Coast (DC)	2006	F	1	5564
Copper Coast (DC)	2006	M	0	72
Copper Coast (DC)	2006	M	1	5303
Copper Coast (DC)	2011	F	0	121
Copper Coast (DC)	2011	F	1	6313
Copper Coast (DC)	2011	M	0	126
Copper Coast (DC)	2011	M	1	6042
Copper Coast (DC)	2016	F	0	152
Copper Coast (DC)	2016	F	1	6390
Copper Coast (DC)	2016	M	0	148
Copper Coast (DC)	2016	M	1	6348
Elliston (DC)	2006	F	0	3
Elliston (DC)	2006	F	1	516
Elliston (DC)	2006	M	0	5
Elliston (DC)	2006	M	1	562
Elliston (DC)	2011	F	0	6
Elliston (DC)	2011	F	1	481
Elliston (DC)	2011	M	0	8
Elliston (DC)	2011	M	1	535
Elliston (DC)	2016	F	0	3
Elliston (DC)	2016	F	1	454
Elliston (DC)	2016	M	0	0
Elliston (DC)	2016	M	1	530
Flinders Ranges (DC)	2006	F	0	22
Flinders Ranges (DC)	2006	F	1	766
Flinders Ranges (DC)	2006	M	0	23
Flinders Ranges (DC)	2006	M	1	772
Flinders Ranges (DC)	2011	F	0	38
Flinders Ranges (DC)	2011	F	1	763
Flinders Ranges (DC)	2011	M	0	32
Flinders Ranges (DC)	2011	M	1	791
Flinders Ranges (DC)	2016	F	0	31
Flinders Ranges (DC)	2016	F	1	747
Flinders Ranges (DC)	2016	M	0	32
Flinders Ranges (DC)	2016	M	1	707
Franklin Harbour (DC)	2006	F	0	3
Franklin Harbour (DC)	2006	F	1	549
Franklin Harbour (DC)	2006	M	0	4
Franklin Harbour (DC)	2006	M	1	565
Franklin Harbour (DC)	2011	F	0	3
Franklin Harbour (DC)	2011	F	1	531
Franklin Harbour (DC)	2011	M	0	4
Franklin Harbour (DC)	2011	M	1	572
Franklin Harbour (DC)	2016	F	0	5
Franklin Harbour (DC)	2016	F	1	542
Franklin Harbour (DC)	2016	M	0	4
Franklin Harbour (DC)	2016	M	1	610
Gawler (T)	2006	F	0	349
Gawler (T)	2006	F	1	9080
Gawler (T)	2006	M	0	305
Gawler (T)	2006	M	1	8486
Gawler (T)	2011	F	0	423
Gawler (T)	2011	F	1	9864
Gawler (T)	2011	M	0	410
Gawler (T)	2011	M	1	9063
Gawler (T)	2016	F	0	519
Gawler (T)	2016	F	1	10779
Gawler (T)	2016	M	0	479
Gawler (T)	2016	M	1	10035
Goyder (DC)	2006	F	0	40
Goyder (DC)	2006	F	1	1957
Goyder (DC)	2006	M	0	30
Goyder (DC)	2006	M	1	2002
Goyder (DC)	2011	F	0	45
Goyder (DC)	2011	F	1	1956
Goyder (DC)	2011	M	0	39
Goyder (DC)	2011	M	1	1978
Goyder (DC)	2016	F	0	40
Goyder (DC)	2016	F	1	1884
Goyder (DC)	2016	M	0	43
Goyder (DC)	2016	M	1	1891
Grant (DC)	2006	F	0	58
Grant (DC)	2006	F	1	3306
Grant (DC)	2006	M	0	54
Grant (DC)	2006	M	1	3522
Grant (DC)	2011	F	0	89
Grant (DC)	2011	F	1	3518
Grant (DC)	2011	M	0	74
Grant (DC)	2011	M	1	3787
Grant (DC)	2016	F	0	82
Grant (DC)	2016	F	1	3396
Grant (DC)	2016	M	0	78
Grant (DC)	2016	M	1	3727
Holdfast Bay (C)	2006	F	0	1311
Holdfast Bay (C)	2006	F	1	15583
Holdfast Bay (C)	2006	M	0	1121
Holdfast Bay (C)	2006	M	1	13786
Holdfast Bay (C)	2011	F	0	1696
Holdfast Bay (C)	2011	F	1	15635
Holdfast Bay (C)	2011	M	0	1487
Holdfast Bay (C)	2011	M	1	14147
Holdfast Bay (C)	2016	F	0	1842
Holdfast Bay (C)	2016	F	1	15585
Holdfast Bay (C)	2016	M	0	1586
Holdfast Bay (C)	2016	M	1	14305
Kangaroo Island (DC)	2006	F	0	51
Kangaroo Island (DC)	2006	F	1	1924
Kangaroo Island (DC)	2006	M	0	41
Kangaroo Island (DC)	2006	M	1	2007
Kangaroo Island (DC)	2011	F	0	80
Kangaroo Island (DC)	2011	F	1	1990
Kangaroo Island (DC)	2011	M	0	65
Kangaroo Island (DC)	2011	M	1	2087
Kangaroo Island (DC)	2016	F	0	88
Kangaroo Island (DC)	2016	F	1	2005
Kangaroo Island (DC)	2016	M	0	67
Kangaroo Island (DC)	2016	M	1	2106
Karoonda East Murray (DC)	2006	F	0	15
Karoonda East Murray (DC)	2006	F	1	538
Karoonda East Murray (DC)	2006	M	0	9
Karoonda East Murray (DC)	2006	M	1	572
Karoonda East Murray (DC)	2011	F	0	16
Karoonda East Murray (DC)	2011	F	1	461
Karoonda East Murray (DC)	2011	M	0	11
Karoonda East Murray (DC)	2011	M	1	502
Karoonda East Murray (DC)	2016	F	0	11
Karoonda East Murray (DC)	2016	F	1	480
Karoonda East Murray (DC)	2016	M	0	9
Karoonda East Murray (DC)	2016	M	1	521
Kimba (DC)	2006	F	0	8
Kimba (DC)	2006	F	1	544
Kimba (DC)	2006	M	0	3
Kimba (DC)	2006	M	1	541
Kimba (DC)	2011	F	0	3
Kimba (DC)	2011	F	1	507
Kimba (DC)	2011	M	0	3
Kimba (DC)	2011	M	1	531
Kimba (DC)	2016	F	0	9
Kimba (DC)	2016	F	1	476
Kimba (DC)	2016	M	0	7
Kimba (DC)	2016	M	1	499
Kingston (DC) (SA)	2006	F	0	13
Kingston (DC) (SA)	2006	F	1	1100
Kingston (DC) (SA)	2006	M	0	17
Kingston (DC) (SA)	2006	M	1	1132
Kingston (DC) (SA)	2011	F	0	16
Kingston (DC) (SA)	2011	F	1	1081
Kingston (DC) (SA)	2011	M	0	13
Kingston (DC) (SA)	2011	M	1	1101
Kingston (DC) (SA)	2016	F	0	13
Kingston (DC) (SA)	2016	F	1	1044
Kingston (DC) (SA)	2016	M	0	15
Kingston (DC) (SA)	2016	M	1	1119
Light (RegC)	2006	F	0	121
Light (RegC)	2006	F	1	5780
Light (RegC)	2006	M	0	127
Light (RegC)	2006	M	1	5925
Light (RegC)	2011	F	0	163
Light (RegC)	2011	F	1	6452
Light (RegC)	2011	M	0	183
Light (RegC)	2011	M	1	6615
Light (RegC)	2016	F	0	193
Light (RegC)	2016	F	1	6793
Light (RegC)	2016	M	0	161
Light (RegC)	2016	M	1	6920
Lower Eyre Peninsula (DC)	2006	F	0	26
Lower Eyre Peninsula (DC)	2006	F	1	1975
Lower Eyre Peninsula (DC)	2006	M	0	28
Lower Eyre Peninsula (DC)	2006	M	1	2128
Lower Eyre Peninsula (DC)	2011	F	0	39
Lower Eyre Peninsula (DC)	2011	F	1	2216
Lower Eyre Peninsula (DC)	2011	M	0	35
Lower Eyre Peninsula (DC)	2011	M	1	2404
Lower Eyre Peninsula (DC)	2016	F	0	38
Lower Eyre Peninsula (DC)	2016	F	1	2363
Lower Eyre Peninsula (DC)	2016	M	0	38
Lower Eyre Peninsula (DC)	2016	M	1	2510
Loxton Waikerie (DC)	2006	F	0	251
Loxton Waikerie (DC)	2006	F	1	5284
Loxton Waikerie (DC)	2006	M	0	249
Loxton Waikerie (DC)	2006	M	1	5486
Loxton Waikerie (DC)	2011	F	0	266
Loxton Waikerie (DC)	2011	F	1	5195
Loxton Waikerie (DC)	2011	M	0	280
Loxton Waikerie (DC)	2011	M	1	5190
Loxton Waikerie (DC)	2016	F	0	252
Loxton Waikerie (DC)	2016	F	1	5137
Loxton Waikerie (DC)	2016	M	0	243
Loxton Waikerie (DC)	2016	M	1	5139
Mallala (DC)	2006	F	0	151
Mallala (DC)	2006	F	1	3527
Mallala (DC)	2006	M	0	205
Mallala (DC)	2006	M	1	3600
Mallala (DC)	2011	F	0	194
Mallala (DC)	2011	F	1	3754
Mallala (DC)	2011	M	0	226
Mallala (DC)	2011	M	1	3854
Mallala (DC)	2016	F	0	180
Mallala (DC)	2016	F	1	3781
Mallala (DC)	2016	M	0	215
Mallala (DC)	2016	M	1	4037
Maralinga Tjarutja (AC)	2006	F	0	24
Maralinga Tjarutja (AC)	2006	F	1	18
Maralinga Tjarutja (AC)	2006	M	0	26
Maralinga Tjarutja (AC)	2006	M	1	17
Maralinga Tjarutja (AC)	2011	F	0	25
Maralinga Tjarutja (AC)	2011	F	1	11
Maralinga Tjarutja (AC)	2011	M	0	33
Maralinga Tjarutja (AC)	2011	M	1	6
Maralinga Tjarutja (AC)	2016	F	0	7
Maralinga Tjarutja (AC)	2016	F	1	7
Maralinga Tjarutja (AC)	2016	M	0	4
Maralinga Tjarutja (AC)	2016	M	1	3
Marion (C)	2006	F	0	5013
Marion (C)	2006	F	1	34490
Marion (C)	2006	M	0	4520
Marion (C)	2006	M	1	31907
Marion (C)	2011	F	0	6633
Marion (C)	2011	F	1	34972
Marion (C)	2011	M	0	5945
Marion (C)	2011	M	1	32665
Marion (C)	2016	F	0	8782
Marion (C)	2016	F	1	35314
Marion (C)	2016	M	0	7902
Marion (C)	2016	M	1	32846
Mid Murray (DC)	2006	F	0	75
Mid Murray (DC)	2006	F	1	3560
Mid Murray (DC)	2006	M	0	78
Mid Murray (DC)	2006	M	1	3838
Mid Murray (DC)	2011	F	0	101
Mid Murray (DC)	2011	F	1	3521
Mid Murray (DC)	2011	M	0	89
Mid Murray (DC)	2011	M	1	3811
Mid Murray (DC)	2016	F	0	108
Mid Murray (DC)	2016	F	1	3621
Mid Murray (DC)	2016	M	0	105
Mid Murray (DC)	2016	M	1	3998
Mitcham (C)	2006	F	0	3830
Mitcham (C)	2006	F	1	27309
Mitcham (C)	2006	M	0	3422
Mitcham (C)	2006	M	1	25426
Mitcham (C)	2011	F	0	4449
Mitcham (C)	2011	F	1	27226
Mitcham (C)	2011	M	0	3965
Mitcham (C)	2011	M	1	25611
Mitcham (C)	2016	F	0	5110
Mitcham (C)	2016	F	1	27260
Mitcham (C)	2016	M	0	4434
Mitcham (C)	2016	M	1	25641
Mount Barker (DC)	2006	F	0	476
Mount Barker (DC)	2006	F	1	12660
Mount Barker (DC)	2006	M	0	418
Mount Barker (DC)	2006	M	1	11968
Mount Barker (DC)	2011	F	0	599
Mount Barker (DC)	2011	F	1	14374
Mount Barker (DC)	2011	M	0	550
Mount Barker (DC)	2011	M	1	13522
Mount Barker (DC)	2016	F	0	731
Mount Barker (DC)	2016	F	1	15566
Mount Barker (DC)	2016	M	0	625
Mount Barker (DC)	2016	M	1	14797
Mount Gambier (C)	2006	F	0	547
Mount Gambier (C)	2006	F	1	11426
Mount Gambier (C)	2006	M	0	467
Mount Gambier (C)	2006	M	1	10683
Mount Gambier (C)	2011	F	0	695
Mount Gambier (C)	2011	F	1	12018
Mount Gambier (C)	2011	M	0	588
Mount Gambier (C)	2011	M	1	11260
Mount Gambier (C)	2016	F	0	868
Mount Gambier (C)	2016	F	1	11925
Mount Gambier (C)	2016	M	0	720
Mount Gambier (C)	2016	M	1	11345
Mount Remarkable (DC)	2006	F	0	31
Mount Remarkable (DC)	2006	F	1	1276
Mount Remarkable (DC)	2006	M	0	29
Mount Remarkable (DC)	2006	M	1	1362
Mount Remarkable (DC)	2011	F	0	29
Mount Remarkable (DC)	2011	F	1	1331
Mount Remarkable (DC)	2011	M	0	40
Mount Remarkable (DC)	2011	M	1	1355
Mount Remarkable (DC)	2016	F	0	32
Mount Remarkable (DC)	2016	F	1	1278
Mount Remarkable (DC)	2016	M	0	29
Mount Remarkable (DC)	2016	M	1	1333
Murray Bridge (RC)	2006	F	0	445
Murray Bridge (RC)	2006	F	1	8129
Murray Bridge (RC)	2006	M	0	472
Murray Bridge (RC)	2006	M	1	7753
Murray Bridge (RC)	2011	F	0	668
Murray Bridge (RC)	2011	F	1	8658
Murray Bridge (RC)	2011	M	0	747
Murray Bridge (RC)	2011	M	1	8369
Murray Bridge (RC)	2016	F	0	1002
Murray Bridge (RC)	2016	F	1	8759
Murray Bridge (RC)	2016	M	0	1097
Murray Bridge (RC)	2016	M	1	8399
Naracoorte and Lucindale (DC)	2006	F	0	98
Naracoorte and Lucindale (DC)	2006	F	1	3774
Naracoorte and Lucindale (DC)	2006	M	0	108
Naracoorte and Lucindale (DC)	2006	M	1	3873
Naracoorte and Lucindale (DC)	2011	F	0	178
Naracoorte and Lucindale (DC)	2011	F	1	3639
Naracoorte and Lucindale (DC)	2011	M	0	278
Naracoorte and Lucindale (DC)	2011	M	1	3741
Naracoorte and Lucindale (DC)	2016	F	0	307
Naracoorte and Lucindale (DC)	2016	F	1	3475
Naracoorte and Lucindale (DC)	2016	M	0	487
Naracoorte and Lucindale (DC)	2016	M	1	3622
Northern Areas (DC)	2006	F	0	22
Northern Areas (DC)	2006	F	1	2172
Northern Areas (DC)	2006	M	0	20
Northern Areas (DC)	2006	M	1	2263
Northern Areas (DC)	2011	F	0	30
Northern Areas (DC)	2011	F	1	2126
Northern Areas (DC)	2011	M	0	30
Northern Areas (DC)	2011	M	1	2196
Northern Areas (DC)	2016	F	0	22
Northern Areas (DC)	2016	F	1	2069
Northern Areas (DC)	2016	M	0	26
Northern Areas (DC)	2016	M	1	2141
Norwood Payneham St Peters (C)	2006	F	0	3889
Norwood Payneham St Peters (C)	2006	F	1	13049
Norwood Payneham St Peters (C)	2006	M	0	3384
Norwood Payneham St Peters (C)	2006	M	1	11682
Norwood Payneham St Peters (C)	2011	F	0	4626
Norwood Payneham St Peters (C)	2011	F	1	12863
Norwood Payneham St Peters (C)	2011	M	0	4054
Norwood Payneham St Peters (C)	2011	M	1	11863
Norwood Payneham St Peters (C)	2016	F	0	4993
Norwood Payneham St Peters (C)	2016	F	1	12591
Norwood Payneham St Peters (C)	2016	M	0	4376
Norwood Payneham St Peters (C)	2016	M	1	11752
Onkaparinga (C)	2006	F	0	4333
Onkaparinga (C)	2006	F	1	69377
Onkaparinga (C)	2006	M	0	3831
Onkaparinga (C)	2006	M	1	67324
Onkaparinga (C)	2011	F	0	5153
Onkaparinga (C)	2011	F	1	73519
Onkaparinga (C)	2011	M	0	4494
Onkaparinga (C)	2011	M	1	71238
Onkaparinga (C)	2016	F	0	5930
Onkaparinga (C)	2016	F	1	74989
Onkaparinga (C)	2016	M	0	5203
Onkaparinga (C)	2016	M	1	72307
Orroroo/Carrieton (DC)	2006	F	0	10
Orroroo/Carrieton (DC)	2006	F	1	467
Orroroo/Carrieton (DC)	2006	M	0	4
Orroroo/Carrieton (DC)	2006	M	1	440
Orroroo/Carrieton (DC)	2011	F	0	10
Orroroo/Carrieton (DC)	2011	F	1	404
Orroroo/Carrieton (DC)	2011	M	0	10
Orroroo/Carrieton (DC)	2011	M	1	435
Orroroo/Carrieton (DC)	2016	F	0	5
Orroroo/Carrieton (DC)	2016	F	1	403
Orroroo/Carrieton (DC)	2016	M	0	6
Orroroo/Carrieton (DC)	2016	M	1	406
Peterborough (DC)	2006	F	0	25
Peterborough (DC)	2006	F	1	869
Peterborough (DC)	2006	M	0	19
Peterborough (DC)	2006	M	1	854
Peterborough (DC)	2011	F	0	18
Peterborough (DC)	2011	F	1	804
Peterborough (DC)	2011	M	0	6
Peterborough (DC)	2011	M	1	816
Peterborough (DC)	2016	F	0	16
Peterborough (DC)	2016	F	1	772
Peterborough (DC)	2016	M	0	5
Peterborough (DC)	2016	M	1	754
Playford (C)	2006	F	0	2457
Playford (C)	2006	F	1	30989
Playford (C)	2006	M	0	2346
Playford (C)	2006	M	1	30547
