LGA_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Swan (C)	2016	M	0	13536
Swan (C)	2016	M	1	48536
Tammin (S)	2006	F	0	3
Tammin (S)	2006	F	1	172
Tammin (S)	2006	M	0	0
Tammin (S)	2006	M	1	197
Tammin (S)	2011	F	0	3
Tammin (S)	2011	F	1	161
Tammin (S)	2011	M	0	3
Tammin (S)	2011	M	1	213
Tammin (S)	2016	F	0	6
Tammin (S)	2016	F	1	156
Tammin (S)	2016	M	0	4
Tammin (S)	2016	M	1	183
Three Springs (S)	2006	F	0	11
Three Springs (S)	2006	F	1	297
Three Springs (S)	2006	M	0	19
Three Springs (S)	2006	M	1	314
Three Springs (S)	2011	F	0	16
Three Springs (S)	2011	F	1	266
Three Springs (S)	2011	M	0	24
Three Springs (S)	2011	M	1	275
Three Springs (S)	2016	F	0	10
Three Springs (S)	2016	F	1	251
Three Springs (S)	2016	M	0	13
Three Springs (S)	2016	M	1	261
Toodyay (S)	2006	F	0	56
Toodyay (S)	2006	F	1	1862
Toodyay (S)	2006	M	0	53
Toodyay (S)	2006	M	1	1915
Toodyay (S)	2011	F	0	79
Toodyay (S)	2011	F	1	2002
Toodyay (S)	2011	M	0	52
Toodyay (S)	2011	M	1	1952
Toodyay (S)	2016	F	0	84
Toodyay (S)	2016	F	1	1914
Toodyay (S)	2016	M	0	73
Toodyay (S)	2016	M	1	1959
Trayning (S)	2006	F	0	3
Trayning (S)	2006	F	1	169
Trayning (S)	2006	M	0	3
Trayning (S)	2006	M	1	198
Trayning (S)	2011	F	0	3
Trayning (S)	2011	F	1	154
Trayning (S)	2011	M	0	3
Trayning (S)	2011	M	1	177
Trayning (S)	2016	F	0	3
Trayning (S)	2016	F	1	127
Trayning (S)	2016	M	0	3
Trayning (S)	2016	M	1	165
Upper Gascoyne (S)	2006	F	0	0
Upper Gascoyne (S)	2006	F	1	115
Upper Gascoyne (S)	2006	M	0	3
Upper Gascoyne (S)	2006	M	1	129
Upper Gascoyne (S)	2011	F	0	3
Upper Gascoyne (S)	2011	F	1	102
Upper Gascoyne (S)	2011	M	0	4
Upper Gascoyne (S)	2011	M	1	116
Upper Gascoyne (S)	2016	F	0	8
Upper Gascoyne (S)	2016	F	1	103
Upper Gascoyne (S)	2016	M	0	10
Upper Gascoyne (S)	2016	M	1	126
Victoria Park (T)	2006	F	0	2815
Victoria Park (T)	2006	F	1	10187
Victoria Park (T)	2006	M	0	2597
Victoria Park (T)	2006	M	1	9792
Victoria Park (T)	2011	F	0	4147
Victoria Park (T)	2011	F	1	10694
Victoria Park (T)	2011	M	0	4172
Victoria Park (T)	2011	M	1	10666
Victoria Park (T)	2016	F	0	4863
Victoria Park (T)	2016	F	1	11107
Victoria Park (T)	2016	M	0	4572
Victoria Park (T)	2016	M	1	11280
Victoria Plains (S)	2006	F	0	3
Victoria Plains (S)	2006	F	1	382
Victoria Plains (S)	2006	M	0	13
Victoria Plains (S)	2006	M	1	466
Victoria Plains (S)	2011	F	0	9
Victoria Plains (S)	2011	F	1	369
Victoria Plains (S)	2011	M	0	20
Victoria Plains (S)	2011	M	1	454
Victoria Plains (S)	2016	F	0	17
Victoria Plains (S)	2016	F	1	371
Victoria Plains (S)	2016	M	0	15
Victoria Plains (S)	2016	M	1	423
Vincent (C)	2006	F	0	3115
Vincent (C)	2006	F	1	9483
Vincent (C)	2006	M	0	2693
Vincent (C)	2006	M	1	9750
Vincent (C)	2011	F	0	3667
Vincent (C)	2011	F	1	10777
Vincent (C)	2011	M	0	3378
Vincent (C)	2011	M	1	11319
Vincent (C)	2016	F	0	3905
Vincent (C)	2016	F	1	11651
Vincent (C)	2016	M	0	3443
Vincent (C)	2016	M	1	11906
Wagin (S)	2006	F	0	15
Wagin (S)	2006	F	1	869
Wagin (S)	2006	M	0	10
Wagin (S)	2006	M	1	840
Wagin (S)	2011	F	0	30
Wagin (S)	2011	F	1	849
Wagin (S)	2011	M	0	25
Wagin (S)	2011	M	1	887
Wagin (S)	2016	F	0	18
Wagin (S)	2016	F	1	832
Wagin (S)	2016	M	0	15
Wagin (S)	2016	M	1	808
Wandering (S)	2006	F	0	4
Wandering (S)	2006	F	1	146
Wandering (S)	2006	M	0	3
Wandering (S)	2006	M	1	164
Wandering (S)	2011	F	0	8
Wandering (S)	2011	F	1	201
Wandering (S)	2011	M	0	10
Wandering (S)	2011	M	1	211
Wandering (S)	2016	F	0	8
Wandering (S)	2016	F	1	190
Wandering (S)	2016	M	0	3
Wandering (S)	2016	M	1	197
Wanneroo (C)	2006	F	0	8704
Wanneroo (C)	2006	F	1	44423
Wanneroo (C)	2006	M	0	8248
Wanneroo (C)	2006	M	1	43554
Wanneroo (C)	2011	F	0	13801
Wanneroo (C)	2011	F	1	59690
Wanneroo (C)	2011	M	0	13118
Wanneroo (C)	2011	M	1	58173
Wanneroo (C)	2016	F	0	19731
Wanneroo (C)	2016	F	1	70251
Wanneroo (C)	2016	M	0	18520
Wanneroo (C)	2016	M	1	69021
Waroona (S)	2006	F	0	112
Waroona (S)	2006	F	1	1519
Waroona (S)	2006	M	0	101
Waroona (S)	2006	M	1	1538
Waroona (S)	2011	F	0	123
Waroona (S)	2011	F	1	1633
Waroona (S)	2011	M	0	116
Waroona (S)	2011	M	1	1580
Waroona (S)	2016	F	0	119
Waroona (S)	2016	F	1	1727
Waroona (S)	2016	M	0	117
Waroona (S)	2016	M	1	1732
West Arthur (S)	2006	F	0	10
West Arthur (S)	2006	F	1	384
West Arthur (S)	2006	M	0	4
West Arthur (S)	2006	M	1	430
West Arthur (S)	2011	F	0	10
West Arthur (S)	2011	F	1	404
West Arthur (S)	2011	M	0	11
West Arthur (S)	2011	M	1	436
West Arthur (S)	2016	F	0	9
West Arthur (S)	2016	F	1	349
West Arthur (S)	2016	M	0	5
West Arthur (S)	2016	M	1	380
Westonia (S)	2006	F	0	3
Westonia (S)	2006	F	1	99
Westonia (S)	2006	M	0	5
Westonia (S)	2006	M	1	99
Westonia (S)	2011	F	0	3
Westonia (S)	2011	F	1	101
Westonia (S)	2011	M	0	10
Westonia (S)	2011	M	1	154
Westonia (S)	2016	F	0	12
Westonia (S)	2016	F	1	103
Westonia (S)	2016	M	0	8
Westonia (S)	2016	M	1	150
Wickepin (S)	2006	F	0	7
Wickepin (S)	2006	F	1	330
Wickepin (S)	2006	M	0	3
Wickepin (S)	2006	M	1	361
Wickepin (S)	2011	F	0	5
Wickepin (S)	2011	F	1	336
Wickepin (S)	2011	M	0	3
Wickepin (S)	2011	M	1	361
Wickepin (S)	2016	F	0	3
Wickepin (S)	2016	F	1	315
Wickepin (S)	2016	M	0	4
Wickepin (S)	2016	M	1	344
Williams (S)	2006	F	0	4
Williams (S)	2006	F	1	389
Williams (S)	2006	M	0	5
Williams (S)	2006	M	1	426
Williams (S)	2011	F	0	0
Williams (S)	2011	F	1	408
Williams (S)	2011	M	0	3
Williams (S)	2011	M	1	460
Williams (S)	2016	F	0	9
Williams (S)	2016	F	1	411
Williams (S)	2016	M	0	11
Williams (S)	2016	M	1	457
Wiluna (S)	2006	F	0	73
Wiluna (S)	2006	F	1	129
Wiluna (S)	2006	M	0	97
Wiluna (S)	2006	M	1	321
Wiluna (S)	2011	F	0	142
Wiluna (S)	2011	F	1	166
Wiluna (S)	2011	M	0	155
Wiluna (S)	2011	M	1	561
Wiluna (S)	2016	F	0	107
Wiluna (S)	2016	F	1	93
Wiluna (S)	2016	M	0	113
Wiluna (S)	2016	M	1	287
Wongan-Ballidu (S)	2006	F	0	17
Wongan-Ballidu (S)	2006	F	1	652
Wongan-Ballidu (S)	2006	M	0	16
Wongan-Ballidu (S)	2006	M	1	673
Wongan-Ballidu (S)	2011	F	0	20
Wongan-Ballidu (S)	2011	F	1	651
Wongan-Ballidu (S)	2011	M	0	20
Wongan-Ballidu (S)	2011	M	1	682
Wongan-Ballidu (S)	2016	F	0	21
Wongan-Ballidu (S)	2016	F	1	576
Wongan-Ballidu (S)	2016	M	0	30
Wongan-Ballidu (S)	2016	M	1	649
Woodanilling (S)	2006	F	0	3
Woodanilling (S)	2006	F	1	172
Woodanilling (S)	2006	M	0	0
Woodanilling (S)	2006	M	1	202
Woodanilling (S)	2011	F	0	3
Woodanilling (S)	2011	F	1	195
Woodanilling (S)	2011	M	0	0
Woodanilling (S)	2011	M	1	216
Woodanilling (S)	2016	F	0	6
Woodanilling (S)	2016	F	1	173
Woodanilling (S)	2016	M	0	4
Woodanilling (S)	2016	M	1	203
Wyalkatchem (S)	2006	F	0	4
Wyalkatchem (S)	2006	F	1	266
Wyalkatchem (S)	2006	M	0	0
Wyalkatchem (S)	2006	M	1	270
Wyalkatchem (S)	2011	F	0	9
Wyalkatchem (S)	2011	F	1	225
Wyalkatchem (S)	2011	M	0	4
Wyalkatchem (S)	2011	M	1	248
Wyalkatchem (S)	2016	F	0	4
Wyalkatchem (S)	2016	F	1	206
Wyalkatchem (S)	2016	M	0	6
Wyalkatchem (S)	2016	M	1	231
Wyndham-East Kimberley (S)	2006	F	0	278
Wyndham-East Kimberley (S)	2006	F	1	2412
Wyndham-East Kimberley (S)	2006	M	0	285
Wyndham-East Kimberley (S)	2006	M	1	2636
Wyndham-East Kimberley (S)	2011	F	0	396
Wyndham-East Kimberley (S)	2011	F	1	3019
Wyndham-East Kimberley (S)	2011	M	0	384
Wyndham-East Kimberley (S)	2011	M	1	3186
Wyndham-East Kimberley (S)	2016	F	0	453
Wyndham-East Kimberley (S)	2016	F	1	2717
Wyndham-East Kimberley (S)	2016	M	0	393
Wyndham-East Kimberley (S)	2016	M	1	2694
Yalgoo (S)	2006	F	0	0
Yalgoo (S)	2006	F	1	93
Yalgoo (S)	2006	M	0	4
Yalgoo (S)	2006	M	1	111
Yalgoo (S)	2011	F	0	8
Yalgoo (S)	2011	F	1	100
Yalgoo (S)	2011	M	0	14
Yalgoo (S)	2011	M	1	220
Yalgoo (S)	2016	F	0	3
Yalgoo (S)	2016	F	1	93
Yalgoo (S)	2016	M	0	18
Yalgoo (S)	2016	M	1	164
Yilgarn (S)	2006	F	0	17
Yilgarn (S)	2006	F	1	588
Yilgarn (S)	2006	M	0	24
Yilgarn (S)	2006	M	1	695
Yilgarn (S)	2011	F	0	22
Yilgarn (S)	2011	F	1	552
Yilgarn (S)	2011	M	0	43
Yilgarn (S)	2011	M	1	835
Yilgarn (S)	2016	F	0	17
Yilgarn (S)	2016	F	1	401
Yilgarn (S)	2016	M	0	30
Yilgarn (S)	2016	M	1	581
York (S)	2006	F	0	34
York (S)	2006	F	1	1447
York (S)	2006	M	0	38
York (S)	2006	M	1	1474
York (S)	2011	F	0	44
York (S)	2011	F	1	1576
York (S)	2011	M	0	44
York (S)	2011	M	1	1543
York (S)	2016	F	0	43
York (S)	2016	F	1	1561
York (S)	2016	M	0	41
York (S)	2016	M	1	1572
No usual address (WA)	2006	F	0	204
No usual address (WA)	2006	F	1	2088
No usual address (WA)	2006	M	0	255
No usual address (WA)	2006	M	1	2752
No usual address (WA)	2011	F	0	317
No usual address (WA)	2011	F	1	2288
No usual address (WA)	2011	M	0	380
No usual address (WA)	2011	M	1	3047
No usual address (WA)	2016	F	0	281
No usual address (WA)	2016	F	1	1559
No usual address (WA)	2016	M	0	305
No usual address (WA)	2016	M	1	2258
Migratory - Offshore - Shipping (WA)	2006	F	0	3
Migratory - Offshore - Shipping (WA)	2006	F	1	22
Migratory - Offshore - Shipping (WA)	2006	M	0	27
Migratory - Offshore - Shipping (WA)	2006	M	1	255
Migratory - Offshore - Shipping (WA)	2011	F	0	7
Migratory - Offshore - Shipping (WA)	2011	F	1	25
Migratory - Offshore - Shipping (WA)	2011	M	0	37
Migratory - Offshore - Shipping (WA)	2011	M	1	282
Migratory - Offshore - Shipping (WA)	2016	F	0	3
Migratory - Offshore - Shipping (WA)	2016	F	1	14
Migratory - Offshore - Shipping (WA)	2016	M	0	51
Migratory - Offshore - Shipping (WA)	2016	M	1	288
Break O'Day (M)	2006	F	0	47
Break O'Day (M)	2006	F	1	2806
Break O'Day (M)	2006	M	0	37
Break O'Day (M)	2006	M	1	2833
Break O'Day (M)	2011	F	0	69
Break O'Day (M)	2011	F	1	2856
Break O'Day (M)	2011	M	0	54
Break O'Day (M)	2011	M	1	2960
Break O'Day (M)	2016	F	0	80
Break O'Day (M)	2016	F	1	2724
Break O'Day (M)	2016	M	0	49
Break O'Day (M)	2016	M	1	2799
Brighton (M)	2006	F	0	117
Brighton (M)	2006	F	1	6602
Brighton (M)	2006	M	0	98
Brighton (M)	2006	M	1	6312
Brighton (M)	2011	F	0	156
Brighton (M)	2011	F	1	7364
Brighton (M)	2011	M	0	142
Brighton (M)	2011	M	1	6974
Brighton (M)	2016	F	0	173
Brighton (M)	2016	F	1	7709
Brighton (M)	2016	M	0	142
Brighton (M)	2016	M	1	7376
Burnie (C)	2006	F	0	219
Burnie (C)	2006	F	1	9266
Burnie (C)	2006	M	0	199
Burnie (C)	2006	M	1	8625
Burnie (C)	2011	F	0	287
Burnie (C)	2011	F	1	9332
Burnie (C)	2011	M	0	235
Burnie (C)	2011	M	1	8659
Burnie (C)	2016	F	0	295
Burnie (C)	2016	F	1	8988
Burnie (C)	2016	M	0	250
Burnie (C)	2016	M	1	8300
Central Coast (M) (Tas.)	2006	F	0	166
Central Coast (M) (Tas.)	2006	F	1	10047
Central Coast (M) (Tas.)	2006	M	0	121
Central Coast (M) (Tas.)	2006	M	1	9567
Central Coast (M) (Tas.)	2011	F	0	190
Central Coast (M) (Tas.)	2011	F	1	10342
Central Coast (M) (Tas.)	2011	M	0	145
Central Coast (M) (Tas.)	2011	M	1	9840
Central Coast (M) (Tas.)	2016	F	0	220
Central Coast (M) (Tas.)	2016	F	1	10128
Central Coast (M) (Tas.)	2016	M	0	159
Central Coast (M) (Tas.)	2016	M	1	9615
Central Highlands (M) (Tas.)	2006	F	0	13
Central Highlands (M) (Tas.)	2006	F	1	993
Central Highlands (M) (Tas.)	2006	M	0	15
Central Highlands (M) (Tas.)	2006	M	1	1099
Central Highlands (M) (Tas.)	2011	F	0	22
Central Highlands (M) (Tas.)	2011	F	1	997
Central Highlands (M) (Tas.)	2011	M	0	18
Central Highlands (M) (Tas.)	2011	M	1	1113
Central Highlands (M) (Tas.)	2016	F	0	15
Central Highlands (M) (Tas.)	2016	F	1	925
Central Highlands (M) (Tas.)	2016	M	0	8
Central Highlands (M) (Tas.)	2016	M	1	1049
Circular Head (M)	2006	F	0	62
Circular Head (M)	2006	F	1	3718
Circular Head (M)	2006	M	0	40
Circular Head (M)	2006	M	1	3893
Circular Head (M)	2011	F	0	81
Circular Head (M)	2011	F	1	3731
Circular Head (M)	2011	M	0	64
Circular Head (M)	2011	M	1	3779
Circular Head (M)	2016	F	0	84
Circular Head (M)	2016	F	1	3494
Circular Head (M)	2016	M	0	88
Circular Head (M)	2016	M	1	3655
Clarence (C)	2006	F	0	657
Clarence (C)	2006	F	1	23751
Clarence (C)	2006	M	0	615
Clarence (C)	2006	M	1	22127
Clarence (C)	2011	F	0	959
Clarence (C)	2011	F	1	24686
Clarence (C)	2011	M	0	891
Clarence (C)	2011	M	1	23107
Clarence (C)	2016	F	0	1201
Clarence (C)	2016	F	1	25651
Clarence (C)	2016	M	0	1029
Clarence (C)	2016	M	1	23819
Derwent Valley (M)	2006	F	0	59
Derwent Valley (M)	2006	F	1	4425
Derwent Valley (M)	2006	M	0	48
Derwent Valley (M)	2006	M	1	4386
Derwent Valley (M)	2011	F	0	65
Derwent Valley (M)	2011	F	1	4565
Derwent Valley (M)	2011	M	0	61
Derwent Valley (M)	2011	M	1	4653
Derwent Valley (M)	2016	F	0	84
Derwent Valley (M)	2016	F	1	4582
Derwent Valley (M)	2016	M	0	76
Derwent Valley (M)	2016	M	1	4622
Devonport (C)	2006	F	0	261
Devonport (C)	2006	F	1	11766
Devonport (C)	2006	M	0	253
Devonport (C)	2006	M	1	10823
Devonport (C)	2011	F	0	306
Devonport (C)	2011	F	1	12104
Devonport (C)	2011	M	0	249
Devonport (C)	2011	M	1	11022
Devonport (C)	2016	F	0	416
Devonport (C)	2016	F	1	11871
Devonport (C)	2016	M	0	310
Devonport (C)	2016	M	1	10656
Dorset (M)	2006	F	0	33
Dorset (M)	2006	F	1	3289
Dorset (M)	2006	M	0	35
Dorset (M)	2006	M	1	3350
Dorset (M)	2011	F	0	48
Dorset (M)	2011	F	1	3261
Dorset (M)	2011	M	0	48
Dorset (M)	2011	M	1	3222
Dorset (M)	2016	F	0	56
Dorset (M)	2016	F	1	3011
Dorset (M)	2016	M	0	66
Dorset (M)	2016	M	1	3006
Flinders (M) (Tas.)	2006	F	0	10
Flinders (M) (Tas.)	2006	F	1	385
Flinders (M) (Tas.)	2006	M	0	3
Flinders (M) (Tas.)	2006	M	1	441
Flinders (M) (Tas.)	2011	F	0	13
Flinders (M) (Tas.)	2011	F	1	339
Flinders (M) (Tas.)	2011	M	0	9
Flinders (M) (Tas.)	2011	M	1	380
Flinders (M) (Tas.)	2016	F	0	9
Flinders (M) (Tas.)	2016	F	1	388
Flinders (M) (Tas.)	2016	M	0	9
Flinders (M) (Tas.)	2016	M	1	452
George Town (M)	2006	F	0	60
George Town (M)	2006	F	1	3026
George Town (M)	2006	M	0	55
George Town (M)	2006	M	1	3087
George Town (M)	2011	F	0	66
George Town (M)	2011	F	1	3187
George Town (M)	2011	M	0	58
George Town (M)	2011	M	1	3129
George Town (M)	2016	F	0	63
George Town (M)	2016	F	1	3035
George Town (M)	2016	M	0	48
George Town (M)	2016	M	1	3026
Glamorgan/Spring Bay (M)	2006	F	0	51
Glamorgan/Spring Bay (M)	2006	F	1	1894
Glamorgan/Spring Bay (M)	2006	M	0	37
Glamorgan/Spring Bay (M)	2006	M	1	1972
Glamorgan/Spring Bay (M)	2011	F	0	48
Glamorgan/Spring Bay (M)	2011	F	1	1944
Glamorgan/Spring Bay (M)	2011	M	0	46
Glamorgan/Spring Bay (M)	2011	M	1	1993
Glamorgan/Spring Bay (M)	2016	F	0	70
Glamorgan/Spring Bay (M)	2016	F	1	1905
Glamorgan/Spring Bay (M)	2016	M	0	53
Glamorgan/Spring Bay (M)	2016	M	1	2004
Glenorchy (C)	2006	F	0	1203
Glenorchy (C)	2006	F	1	20267
Glenorchy (C)	2006	M	0	1076
Glenorchy (C)	2006	M	1	18598
Glenorchy (C)	2011	F	0	1745
Glenorchy (C)	2011	F	1	20563
Glenorchy (C)	2011	M	0	1547
Glenorchy (C)	2011	M	1	19037
Glenorchy (C)	2016	F	0	2315
Glenorchy (C)	2016	F	1	19961
Glenorchy (C)	2016	M	0	2072
Glenorchy (C)	2016	M	1	18823
Hobart (C)	2006	F	0	2464
Hobart (C)	2006	F	1	20844
Hobart (C)	2006	M	0	2371
Hobart (C)	2006	M	1	19350
Hobart (C)	2011	F	0	3098
Hobart (C)	2011	F	1	20818
Hobart (C)	2011	M	0	3020
Hobart (C)	2011	M	1	19515
Hobart (C)	2016	F	0	3938
Hobart (C)	2016	F	1	20476
Hobart (C)	2016	M	0	3654
Hobart (C)	2016	M	1	19403
Huon Valley (M)	2006	F	0	158
Huon Valley (M)	2006	F	1	6487
Huon Valley (M)	2006	M	0	160
Huon Valley (M)	2006	M	1	6635
Huon Valley (M)	2011	F	0	255
Huon Valley (M)	2011	F	1	7050
Huon Valley (M)	2011	M	0	196
Huon Valley (M)	2011	M	1	7177
Huon Valley (M)	2016	F	0	303
Huon Valley (M)	2016	F	1	7257
Huon Valley (M)	2016	M	0	262
Huon Valley (M)	2016	M	1	7278
Kentish (M)	2006	F	0	47
Kentish (M)	2006	F	1	2707
Kentish (M)	2006	M	0	39
Kentish (M)	2006	M	1	2805
Kentish (M)	2011	F	0	85
Kentish (M)	2011	F	1	2810
Kentish (M)	2011	M	0	80
Kentish (M)	2011	M	1	2962
Kentish (M)	2016	F	0	104
Kentish (M)	2016	F	1	2688
Kentish (M)	2016	M	0	92
Kentish (M)	2016	M	1	2837
King Island (M)	2006	F	0	27
King Island (M)	2006	F	1	726
King Island (M)	2006	M	0	19
King Island (M)	2006	M	1	807
King Island (M)	2011	F	0	39
King Island (M)	2011	F	1	693
King Island (M)	2011	M	0	30
King Island (M)	2011	M	1	764
King Island (M)	2016	F	0	34
King Island (M)	2016	F	1	663
King Island (M)	2016	M	0	38
King Island (M)	2016	M	1	715
Kingborough (M)	2006	F	0	768
Kingborough (M)	2006	F	1	14633
Kingborough (M)	2006	M	0	617
Kingborough (M)	2006	M	1	13829
Kingborough (M)	2011	F	0	1003
Kingborough (M)	2011	F	1	15918
Kingborough (M)	2011	M	0	843
Kingborough (M)	2011	M	1	15107
Kingborough (M)	2016	F	0	1208
Kingborough (M)	2016	F	1	16533
Kingborough (M)	2016	M	0	960
Kingborough (M)	2016	M	1	15557
Latrobe (M) (Tas.)	2006	F	0	62
Latrobe (M) (Tas.)	2006	F	1	4078
Latrobe (M) (Tas.)	2006	M	0	57
Latrobe (M) (Tas.)	2006	M	1	4137
Latrobe (M) (Tas.)	2011	F	0	106
Latrobe (M) (Tas.)	2011	F	1	4718
Latrobe (M) (Tas.)	2011	M	0	86
Latrobe (M) (Tas.)	2011	M	1	4642
Latrobe (M) (Tas.)	2016	F	0	120
Latrobe (M) (Tas.)	2016	F	1	5006
Latrobe (M) (Tas.)	2016	M	0	95
Latrobe (M) (Tas.)	2016	M	1	4818
Launceston (C)	2006	F	0	1233
Launceston (C)	2006	F	1	29595
Launceston (C)	2006	M	0	1217
Launceston (C)	2006	M	1	27233
Launceston (C)	2011	F	0	1796
Launceston (C)	2011	F	1	30072
Launceston (C)	2011	M	0	1748
Launceston (C)	2011	M	1	28042
Launceston (C)	2016	F	0	2309
Launceston (C)	2016	F	1	29029
Launceston (C)	2016	M	0	2342
Launceston (C)	2016	M	1	26989
Meander Valley (M)	2006	F	0	183
Meander Valley (M)	2006	F	1	8814
Meander Valley (M)	2006	M	0	172
Meander Valley (M)	2006	M	1	8432
Meander Valley (M)	2011	F	0	227
Meander Valley (M)	2011	F	1	9237
Meander Valley (M)	2011	M	0	189
Meander Valley (M)	2011	M	1	8679
Meander Valley (M)	2016	F	0	273
Meander Valley (M)	2016	F	1	8969
Meander Valley (M)	2016	M	0	225
Meander Valley (M)	2016	M	1	8625
Northern Midlands (M)	2006	F	0	77
Northern Midlands (M)	2006	F	1	5708
Northern Midlands (M)	2006	M	0	65
Northern Midlands (M)	2006	M	1	5743
Northern Midlands (M)	2011	F	0	99
Northern Midlands (M)	2011	F	1	5875
Northern Midlands (M)	2011	M	0	67
Northern Midlands (M)	2011	M	1	5864
Northern Midlands (M)	2016	F	0	110
Northern Midlands (M)	2016	F	1	5853
Northern Midlands (M)	2016	M	0	92
Northern Midlands (M)	2016	M	1	5793
Sorell (M)	2006	F	0	120
Sorell (M)	2006	F	1	5652
Sorell (M)	2006	M	0	92
Sorell (M)	2006	M	1	5621
Sorell (M)	2011	F	0	128
Sorell (M)	2011	F	1	6283
Sorell (M)	2011	M	0	108
Sorell (M)	2011	M	1	6148
Sorell (M)	2016	F	0	167
Sorell (M)	2016	F	1	6657
Sorell (M)	2016	M	0	128
Sorell (M)	2016	M	1	6583
Southern Midlands (M)	2006	F	0	24
Southern Midlands (M)	2006	F	1	2610
Southern Midlands (M)	2006	M	0	17
Southern Midlands (M)	2006	M	1	2745
Southern Midlands (M)	2011	F	0	37
Southern Midlands (M)	2011	F	1	2793
Southern Midlands (M)	2011	M	0	26
Southern Midlands (M)	2011	M	1	2914
Southern Midlands (M)	2016	F	0	33
Southern Midlands (M)	2016	F	1	2705
Southern Midlands (M)	2016	M	0	33
Southern Midlands (M)	2016	M	1	2862
Tasman (M)	2006	F	0	14
Tasman (M)	2006	F	1	1039
Tasman (M)	2006	M	0	13
Tasman (M)	2006	M	1	1052
Tasman (M)	2011	F	0	24
Tasman (M)	2011	F	1	1064
Tasman (M)	2011	M	0	21
Tasman (M)	2011	M	1	1156
Tasman (M)	2016	F	0	28
Tasman (M)	2016	F	1	986
Tasman (M)	2016	M	0	14
Tasman (M)	2016	M	1	1076
Waratah/Wynyard (M)	2006	F	0	114
Waratah/Wynyard (M)	2006	F	1	6562
Waratah/Wynyard (M)	2006	M	0	87
Waratah/Wynyard (M)	2006	M	1	6231
Waratah/Wynyard (M)	2011	F	0	126
Waratah/Wynyard (M)	2011	F	1	6623
Waratah/Wynyard (M)	2011	M	0	91
Waratah/Wynyard (M)	2011	M	1	6420
Waratah/Wynyard (M)	2016	F	0	132
Waratah/Wynyard (M)	2016	F	1	6312
Waratah/Wynyard (M)	2016	M	0	88
Waratah/Wynyard (M)	2016	M	1	6197
West Coast (M)	2006	F	0	58
West Coast (M)	2006	F	1	2235
West Coast (M)	2006	M	0	70
West Coast (M)	2006	M	1	2433
West Coast (M)	2011	F	0	62
West Coast (M)	2011	F	1	2059
West Coast (M)	2011	M	0	54
West Coast (M)	2011	M	1	2262
West Coast (M)	2016	F	0	49
West Coast (M)	2016	F	1	1798
West Coast (M)	2016	M	0	62
West Coast (M)	2016	M	1	1923
West Tamar (M)	2006	F	0	386
West Tamar (M)	2006	F	1	9767
West Tamar (M)	2006	M	0	336
West Tamar (M)	2006	M	1	9473
West Tamar (M)	2011	F	0	439
West Tamar (M)	2011	F	1	10420
West Tamar (M)	2011	M	0	373
West Tamar (M)	2011	M	1	9934
West Tamar (M)	2016	F	0	474
West Tamar (M)	2016	F	1	10448
West Tamar (M)	2016	M	0	416
West Tamar (M)	2016	M	1	10075
No usual address (Tas.)	2006	F	0	24
No usual address (Tas.)	2006	F	1	374
No usual address (Tas.)	2006	M	0	18
No usual address (Tas.)	2006	M	1	402
No usual address (Tas.)	2011	F	0	38
No usual address (Tas.)	2011	F	1	387
No usual address (Tas.)	2011	M	0	38
No usual address (Tas.)	2011	M	1	475
No usual address (Tas.)	2016	F	0	31
No usual address (Tas.)	2016	F	1	300
No usual address (Tas.)	2016	M	0	31
No usual address (Tas.)	2016	M	1	378
Migratory - Offshore - Shipping (Tas.)	2006	F	0	0
Migratory - Offshore - Shipping (Tas.)	2006	F	1	10
Migratory - Offshore - Shipping (Tas.)	2006	M	0	4
Migratory - Offshore - Shipping (Tas.)	2006	M	1	62
Migratory - Offshore - Shipping (Tas.)	2011	F	0	0
Migratory - Offshore - Shipping (Tas.)	2011	F	1	29
Migratory - Offshore - Shipping (Tas.)	2011	M	0	4
Migratory - Offshore - Shipping (Tas.)	2011	M	1	66
Migratory - Offshore - Shipping (Tas.)	2016	F	0	0
Migratory - Offshore - Shipping (Tas.)	2016	F	1	18
Migratory - Offshore - Shipping (Tas.)	2016	M	0	9
Migratory - Offshore - Shipping (Tas.)	2016	M	1	37
Alice Springs (T)	2006	F	0	1451
Alice Springs (T)	2006	F	1	9604
Alice Springs (T)	2006	M	0	1184
Alice Springs (T)	2006	M	1	9449
Alice Springs (T)	2011	F	0	2172
Alice Springs (T)	2011	F	1	9411
Alice Springs (T)	2011	M	0	1878
Alice Springs (T)	2011	M	1	9390
Alice Springs (T)	2016	F	0	2493
Alice Springs (T)	2016	F	1	8578
Alice Springs (T)	2016	M	0	2206
Alice Springs (T)	2016	M	1	8402
Barkly (R)	2006	F	0	1491
Barkly (R)	2006	F	1	1354
Barkly (R)	2006	M	0	1415
Barkly (R)	2006	M	1	1467
Barkly (R)	2011	F	0	1541
Barkly (R)	2011	F	1	1406
Barkly (R)	2011	M	0	1393
Barkly (R)	2011	M	1	1525
Barkly (R)	2016	F	0	1677
Barkly (R)	2016	F	1	1273
Barkly (R)	2016	M	0	1626
Barkly (R)	2016	M	1	1381
Belyuen (S)	2006	F	0	22
Belyuen (S)	2006	F	1	61
Belyuen (S)	2006	M	0	26
Belyuen (S)	2006	M	1	55
Belyuen (S)	2011	F	0	10
