LGA_NAME16	Year	Occupation	Sex	workers
Pormpuraaw (S)	2016	Machinery operators and drivers	F	0
Pormpuraaw (S)	2016	Machinery operators and drivers	M	13
Pormpuraaw (S)	2016	Managers	F	14
Pormpuraaw (S)	2016	Managers	M	16
Pormpuraaw (S)	2016	Professionals	F	8
Pormpuraaw (S)	2016	Professionals	M	14
Pormpuraaw (S)	2016	Sales workers	F	6
Pormpuraaw (S)	2016	Sales workers	M	4
Pormpuraaw (S)	2016	Technicians and trades workers	F	5
Pormpuraaw (S)	2016	Technicians and trades workers	M	17
Quilpie (S)	2006		F	4
Quilpie (S)	2006		M	11
Quilpie (S)	2006	Clerical and administrative workers	F	34
Quilpie (S)	2006	Clerical and administrative workers	M	9
Quilpie (S)	2006	Community and personal service workers	F	27
Quilpie (S)	2006	Community and personal service workers	M	8
Quilpie (S)	2006	Labourers	F	31
Quilpie (S)	2006	Labourers	M	53
Quilpie (S)	2006	Machinery operators and drivers	F	3
Quilpie (S)	2006	Machinery operators and drivers	M	55
Quilpie (S)	2006	Managers	F	61
Quilpie (S)	2006	Managers	M	110
Quilpie (S)	2006	Professionals	F	24
Quilpie (S)	2006	Professionals	M	13
Quilpie (S)	2006	Sales workers	F	9
Quilpie (S)	2006	Sales workers	M	6
Quilpie (S)	2006	Technicians and trades workers	F	12
Quilpie (S)	2006	Technicians and trades workers	M	43
Quilpie (S)	2011		F	4
Quilpie (S)	2011		M	10
Quilpie (S)	2011	Clerical and administrative workers	F	38
Quilpie (S)	2011	Clerical and administrative workers	M	11
Quilpie (S)	2011	Community and personal service workers	F	30
Quilpie (S)	2011	Community and personal service workers	M	9
Quilpie (S)	2011	Labourers	F	38
Quilpie (S)	2011	Labourers	M	51
Quilpie (S)	2011	Machinery operators and drivers	F	0
Quilpie (S)	2011	Machinery operators and drivers	M	62
Quilpie (S)	2011	Managers	F	59
Quilpie (S)	2011	Managers	M	116
Quilpie (S)	2011	Professionals	F	28
Quilpie (S)	2011	Professionals	M	12
Quilpie (S)	2011	Sales workers	F	13
Quilpie (S)	2011	Sales workers	M	5
Quilpie (S)	2011	Technicians and trades workers	F	11
Quilpie (S)	2011	Technicians and trades workers	M	43
Quilpie (S)	2016		F	8
Quilpie (S)	2016		M	9
Quilpie (S)	2016	Clerical and administrative workers	F	37
Quilpie (S)	2016	Clerical and administrative workers	M	8
Quilpie (S)	2016	Community and personal service workers	F	35
Quilpie (S)	2016	Community and personal service workers	M	8
Quilpie (S)	2016	Labourers	F	27
Quilpie (S)	2016	Labourers	M	56
Quilpie (S)	2016	Machinery operators and drivers	F	0
Quilpie (S)	2016	Machinery operators and drivers	M	46
Quilpie (S)	2016	Managers	F	42
Quilpie (S)	2016	Managers	M	73
Quilpie (S)	2016	Professionals	F	32
Quilpie (S)	2016	Professionals	M	9
Quilpie (S)	2016	Sales workers	F	12
Quilpie (S)	2016	Sales workers	M	5
Quilpie (S)	2016	Technicians and trades workers	F	14
Quilpie (S)	2016	Technicians and trades workers	M	41
Redland (C)	2006		F	403
Redland (C)	2006		M	598
Redland (C)	2006	Clerical and administrative workers	F	8392
Redland (C)	2006	Clerical and administrative workers	M	2216
Redland (C)	2006	Community and personal service workers	F	3972
Redland (C)	2006	Community and personal service workers	M	1345
Redland (C)	2006	Labourers	F	2532
Redland (C)	2006	Labourers	M	4291
Redland (C)	2006	Machinery operators and drivers	F	411
Redland (C)	2006	Machinery operators and drivers	M	3763
Redland (C)	2006	Managers	F	2432
Redland (C)	2006	Managers	M	4977
Redland (C)	2006	Professionals	F	4825
Redland (C)	2006	Professionals	M	4216
Redland (C)	2006	Sales workers	F	4345
Redland (C)	2006	Sales workers	M	2615
Redland (C)	2006	Technicians and trades workers	F	1403
Redland (C)	2006	Technicians and trades workers	M	9000
Redland (C)	2011		F	452
Redland (C)	2011		M	633
Redland (C)	2011	Clerical and administrative workers	F	9477
Redland (C)	2011	Clerical and administrative workers	M	2274
Redland (C)	2011	Community and personal service workers	F	4871
Redland (C)	2011	Community and personal service workers	M	1650
Redland (C)	2011	Labourers	F	2343
Redland (C)	2011	Labourers	M	4319
Redland (C)	2011	Machinery operators and drivers	F	327
Redland (C)	2011	Machinery operators and drivers	M	3909
Redland (C)	2011	Managers	F	2804
Redland (C)	2011	Managers	M	5536
Redland (C)	2011	Professionals	F	6213
Redland (C)	2011	Professionals	M	4841
Redland (C)	2011	Sales workers	F	4482
Redland (C)	2011	Sales workers	M	2711
Redland (C)	2011	Technicians and trades workers	F	1506
Redland (C)	2011	Technicians and trades workers	M	9618
Redland (C)	2016		F	420
Redland (C)	2016		M	614
Redland (C)	2016	Clerical and administrative workers	F	9019
Redland (C)	2016	Clerical and administrative workers	M	2187
Redland (C)	2016	Community and personal service workers	F	5772
Redland (C)	2016	Community and personal service workers	M	1886
Redland (C)	2016	Labourers	F	2400
Redland (C)	2016	Labourers	M	4474
Redland (C)	2016	Machinery operators and drivers	F	378
Redland (C)	2016	Machinery operators and drivers	M	4035
Redland (C)	2016	Managers	F	3092
Redland (C)	2016	Managers	M	5630
Redland (C)	2016	Professionals	F	7022
Redland (C)	2016	Professionals	M	5012
Redland (C)	2016	Sales workers	F	4392
Redland (C)	2016	Sales workers	M	2658
Redland (C)	2016	Technicians and trades workers	F	1586
Redland (C)	2016	Technicians and trades workers	M	9590
Richmond (S)	2006		F	7
Richmond (S)	2006		M	4
Richmond (S)	2006	Clerical and administrative workers	F	34
Richmond (S)	2006	Clerical and administrative workers	M	8
Richmond (S)	2006	Community and personal service workers	F	25
Richmond (S)	2006	Community and personal service workers	M	4
Richmond (S)	2006	Labourers	F	33
Richmond (S)	2006	Labourers	M	57
Richmond (S)	2006	Machinery operators and drivers	F	3
Richmond (S)	2006	Machinery operators and drivers	M	45
Richmond (S)	2006	Managers	F	59
Richmond (S)	2006	Managers	M	85
Richmond (S)	2006	Professionals	F	31
Richmond (S)	2006	Professionals	M	8
Richmond (S)	2006	Sales workers	F	9
Richmond (S)	2006	Sales workers	M	7
Richmond (S)	2006	Technicians and trades workers	F	8
Richmond (S)	2006	Technicians and trades workers	M	42
Richmond (S)	2011		F	5
Richmond (S)	2011		M	4
Richmond (S)	2011	Clerical and administrative workers	F	31
Richmond (S)	2011	Clerical and administrative workers	M	10
Richmond (S)	2011	Community and personal service workers	F	25
Richmond (S)	2011	Community and personal service workers	M	3
Richmond (S)	2011	Labourers	F	28
Richmond (S)	2011	Labourers	M	74
Richmond (S)	2011	Machinery operators and drivers	F	0
Richmond (S)	2011	Machinery operators and drivers	M	36
Richmond (S)	2011	Managers	F	50
Richmond (S)	2011	Managers	M	84
Richmond (S)	2011	Professionals	F	26
Richmond (S)	2011	Professionals	M	13
Richmond (S)	2011	Sales workers	F	12
Richmond (S)	2011	Sales workers	M	8
Richmond (S)	2011	Technicians and trades workers	F	8
Richmond (S)	2011	Technicians and trades workers	M	28
Richmond (S)	2016		F	4
Richmond (S)	2016		M	8
Richmond (S)	2016	Clerical and administrative workers	F	40
Richmond (S)	2016	Clerical and administrative workers	M	7
Richmond (S)	2016	Community and personal service workers	F	25
Richmond (S)	2016	Community and personal service workers	M	5
Richmond (S)	2016	Labourers	F	27
Richmond (S)	2016	Labourers	M	62
Richmond (S)	2016	Machinery operators and drivers	F	0
Richmond (S)	2016	Machinery operators and drivers	M	39
Richmond (S)	2016	Managers	F	50
Richmond (S)	2016	Managers	M	64
Richmond (S)	2016	Professionals	F	28
Richmond (S)	2016	Professionals	M	12
Richmond (S)	2016	Sales workers	F	13
Richmond (S)	2016	Sales workers	M	5
Richmond (S)	2016	Technicians and trades workers	F	11
Richmond (S)	2016	Technicians and trades workers	M	31
Rockhampton (R)	2006		F	191
Rockhampton (R)	2006		M	318
Rockhampton (R)	2006	Clerical and administrative workers	F	3759
Rockhampton (R)	2006	Clerical and administrative workers	M	966
Rockhampton (R)	2006	Community and personal service workers	F	2210
Rockhampton (R)	2006	Community and personal service workers	M	853
Rockhampton (R)	2006	Labourers	F	1501
Rockhampton (R)	2006	Labourers	M	2892
Rockhampton (R)	2006	Machinery operators and drivers	F	158
Rockhampton (R)	2006	Machinery operators and drivers	M	2423
Rockhampton (R)	2006	Managers	F	1147
Rockhampton (R)	2006	Managers	M	1868
Rockhampton (R)	2006	Professionals	F	2718
Rockhampton (R)	2006	Professionals	M	1997
Rockhampton (R)	2006	Sales workers	F	2059
Rockhampton (R)	2006	Sales workers	M	1234
Rockhampton (R)	2006	Technicians and trades workers	F	665
Rockhampton (R)	2006	Technicians and trades workers	M	4661
Rockhampton (R)	2011		F	283
Rockhampton (R)	2011		M	390
Rockhampton (R)	2011	Clerical and administrative workers	F	4046
Rockhampton (R)	2011	Clerical and administrative workers	M	950
Rockhampton (R)	2011	Community and personal service workers	F	2688
Rockhampton (R)	2011	Community and personal service workers	M	989
Rockhampton (R)	2011	Labourers	F	1714
Rockhampton (R)	2011	Labourers	M	2824
Rockhampton (R)	2011	Machinery operators and drivers	F	240
Rockhampton (R)	2011	Machinery operators and drivers	M	3071
Rockhampton (R)	2011	Managers	F	1223
Rockhampton (R)	2011	Managers	M	1841
Rockhampton (R)	2011	Professionals	F	3257
Rockhampton (R)	2011	Professionals	M	2221
Rockhampton (R)	2011	Sales workers	F	2218
Rockhampton (R)	2011	Sales workers	M	1122
Rockhampton (R)	2011	Technicians and trades workers	F	678
Rockhampton (R)	2011	Technicians and trades workers	M	5354
Rockhampton (R)	2016		F	189
Rockhampton (R)	2016		M	278
Rockhampton (R)	2016	Clerical and administrative workers	F	3717
Rockhampton (R)	2016	Clerical and administrative workers	M	789
Rockhampton (R)	2016	Community and personal service workers	F	3085
Rockhampton (R)	2016	Community and personal service workers	M	1163
Rockhampton (R)	2016	Labourers	F	1637
Rockhampton (R)	2016	Labourers	M	2697
Rockhampton (R)	2016	Machinery operators and drivers	F	234
Rockhampton (R)	2016	Machinery operators and drivers	M	2855
Rockhampton (R)	2016	Managers	F	1318
Rockhampton (R)	2016	Managers	M	1777
Rockhampton (R)	2016	Professionals	F	3457
Rockhampton (R)	2016	Professionals	M	2067
Rockhampton (R)	2016	Sales workers	F	2241
Rockhampton (R)	2016	Sales workers	M	1159
Rockhampton (R)	2016	Technicians and trades workers	F	709
Rockhampton (R)	2016	Technicians and trades workers	M	4953
Scenic Rim (R)	2006		F	110
Scenic Rim (R)	2006		M	147
Scenic Rim (R)	2006	Clerical and administrative workers	F	1433
Scenic Rim (R)	2006	Clerical and administrative workers	M	271
Scenic Rim (R)	2006	Community and personal service workers	F	1055
Scenic Rim (R)	2006	Community and personal service workers	M	349
Scenic Rim (R)	2006	Labourers	F	851
Scenic Rim (R)	2006	Labourers	M	1319
Scenic Rim (R)	2006	Machinery operators and drivers	F	92
Scenic Rim (R)	2006	Machinery operators and drivers	M	1026
Scenic Rim (R)	2006	Managers	F	853
Scenic Rim (R)	2006	Managers	M	1543
Scenic Rim (R)	2006	Professionals	F	1136
Scenic Rim (R)	2006	Professionals	M	878
Scenic Rim (R)	2006	Sales workers	F	709
Scenic Rim (R)	2006	Sales workers	M	453
Scenic Rim (R)	2006	Technicians and trades workers	F	415
Scenic Rim (R)	2006	Technicians and trades workers	M	2054
Scenic Rim (R)	2011		F	104
Scenic Rim (R)	2011		M	167
Scenic Rim (R)	2011	Clerical and administrative workers	F	1658
Scenic Rim (R)	2011	Clerical and administrative workers	M	328
Scenic Rim (R)	2011	Community and personal service workers	F	1222
Scenic Rim (R)	2011	Community and personal service workers	M	451
Scenic Rim (R)	2011	Labourers	F	835
Scenic Rim (R)	2011	Labourers	M	1269
Scenic Rim (R)	2011	Machinery operators and drivers	F	106
Scenic Rim (R)	2011	Machinery operators and drivers	M	1162
Scenic Rim (R)	2011	Managers	F	984
Scenic Rim (R)	2011	Managers	M	1635
Scenic Rim (R)	2011	Professionals	F	1356
Scenic Rim (R)	2011	Professionals	M	958
Scenic Rim (R)	2011	Sales workers	F	803
Scenic Rim (R)	2011	Sales workers	M	463
Scenic Rim (R)	2011	Technicians and trades workers	F	438
Scenic Rim (R)	2011	Technicians and trades workers	M	2219
Scenic Rim (R)	2016		F	103
Scenic Rim (R)	2016		M	140
Scenic Rim (R)	2016	Clerical and administrative workers	F	1702
Scenic Rim (R)	2016	Clerical and administrative workers	M	355
Scenic Rim (R)	2016	Community and personal service workers	F	1405
Scenic Rim (R)	2016	Community and personal service workers	M	473
Scenic Rim (R)	2016	Labourers	F	936
Scenic Rim (R)	2016	Labourers	M	1445
Scenic Rim (R)	2016	Machinery operators and drivers	F	104
Scenic Rim (R)	2016	Machinery operators and drivers	M	1192
Scenic Rim (R)	2016	Managers	F	973
Scenic Rim (R)	2016	Managers	M	1588
Scenic Rim (R)	2016	Professionals	F	1501
Scenic Rim (R)	2016	Professionals	M	927
Scenic Rim (R)	2016	Sales workers	F	873
Scenic Rim (R)	2016	Sales workers	M	488
Scenic Rim (R)	2016	Technicians and trades workers	F	497
Scenic Rim (R)	2016	Technicians and trades workers	M	2231
Somerset (R)	2006		F	57
Somerset (R)	2006		M	88
Somerset (R)	2006	Clerical and administrative workers	F	720
Somerset (R)	2006	Clerical and administrative workers	M	150
Somerset (R)	2006	Community and personal service workers	F	507
Somerset (R)	2006	Community and personal service workers	M	188
Somerset (R)	2006	Labourers	F	526
Somerset (R)	2006	Labourers	M	889
Somerset (R)	2006	Machinery operators and drivers	F	65
Somerset (R)	2006	Machinery operators and drivers	M	710
Somerset (R)	2006	Managers	F	405
Somerset (R)	2006	Managers	M	778
Somerset (R)	2006	Professionals	F	442
Somerset (R)	2006	Professionals	M	292
Somerset (R)	2006	Sales workers	F	376
Somerset (R)	2006	Sales workers	M	158
Somerset (R)	2006	Technicians and trades workers	F	187
Somerset (R)	2006	Technicians and trades workers	M	984
Somerset (R)	2011		F	54
Somerset (R)	2011		M	88
Somerset (R)	2011	Clerical and administrative workers	F	855
Somerset (R)	2011	Clerical and administrative workers	M	170
Somerset (R)	2011	Community and personal service workers	F	653
Somerset (R)	2011	Community and personal service workers	M	218
Somerset (R)	2011	Labourers	F	602
Somerset (R)	2011	Labourers	M	937
Somerset (R)	2011	Machinery operators and drivers	F	67
Somerset (R)	2011	Machinery operators and drivers	M	874
Somerset (R)	2011	Managers	F	496
Somerset (R)	2011	Managers	M	825
Somerset (R)	2011	Professionals	F	603
Somerset (R)	2011	Professionals	M	317
Somerset (R)	2011	Sales workers	F	470
Somerset (R)	2011	Sales workers	M	221
Somerset (R)	2011	Technicians and trades workers	F	204
Somerset (R)	2011	Technicians and trades workers	M	1106
Somerset (R)	2016		F	58
Somerset (R)	2016		M	104
Somerset (R)	2016	Clerical and administrative workers	F	853
Somerset (R)	2016	Clerical and administrative workers	M	175
Somerset (R)	2016	Community and personal service workers	F	758
Somerset (R)	2016	Community and personal service workers	M	277
Somerset (R)	2016	Labourers	F	641
Somerset (R)	2016	Labourers	M	1005
Somerset (R)	2016	Machinery operators and drivers	F	81
Somerset (R)	2016	Machinery operators and drivers	M	879
Somerset (R)	2016	Managers	F	472
Somerset (R)	2016	Managers	M	809
Somerset (R)	2016	Professionals	F	682
Somerset (R)	2016	Professionals	M	336
Somerset (R)	2016	Sales workers	F	492
Somerset (R)	2016	Sales workers	M	253
Somerset (R)	2016	Technicians and trades workers	F	245
Somerset (R)	2016	Technicians and trades workers	M	1137
South Burnett (R)	2006		F	78
South Burnett (R)	2006		M	108
South Burnett (R)	2006	Clerical and administrative workers	F	981
South Burnett (R)	2006	Clerical and administrative workers	M	184
South Burnett (R)	2006	Community and personal service workers	F	829
South Burnett (R)	2006	Community and personal service workers	M	203
South Burnett (R)	2006	Labourers	F	716
South Burnett (R)	2006	Labourers	M	1277
South Burnett (R)	2006	Machinery operators and drivers	F	79
South Burnett (R)	2006	Machinery operators and drivers	M	889
South Burnett (R)	2006	Managers	F	719
South Burnett (R)	2006	Managers	M	1325
South Burnett (R)	2006	Professionals	F	833
South Burnett (R)	2006	Professionals	M	485
South Burnett (R)	2006	Sales workers	F	621
South Burnett (R)	2006	Sales workers	M	357
South Burnett (R)	2006	Technicians and trades workers	F	239
South Burnett (R)	2006	Technicians and trades workers	M	1379
South Burnett (R)	2011		F	71
South Burnett (R)	2011		M	116
South Burnett (R)	2011	Clerical and administrative workers	F	1028
South Burnett (R)	2011	Clerical and administrative workers	M	229
South Burnett (R)	2011	Community and personal service workers	F	1003
South Burnett (R)	2011	Community and personal service workers	M	250
South Burnett (R)	2011	Labourers	F	667
South Burnett (R)	2011	Labourers	M	1260
South Burnett (R)	2011	Machinery operators and drivers	F	81
South Burnett (R)	2011	Machinery operators and drivers	M	994
South Burnett (R)	2011	Managers	F	691
South Burnett (R)	2011	Managers	M	1220
South Burnett (R)	2011	Professionals	F	991
South Burnett (R)	2011	Professionals	M	501
South Burnett (R)	2011	Sales workers	F	735
South Burnett (R)	2011	Sales workers	M	378
South Burnett (R)	2011	Technicians and trades workers	F	260
South Burnett (R)	2011	Technicians and trades workers	M	1439
South Burnett (R)	2016		F	86
South Burnett (R)	2016		M	124
South Burnett (R)	2016	Clerical and administrative workers	F	974
South Burnett (R)	2016	Clerical and administrative workers	M	184
South Burnett (R)	2016	Community and personal service workers	F	1071
South Burnett (R)	2016	Community and personal service workers	M	301
South Burnett (R)	2016	Labourers	F	660
South Burnett (R)	2016	Labourers	M	1247
South Burnett (R)	2016	Machinery operators and drivers	F	66
South Burnett (R)	2016	Machinery operators and drivers	M	986
South Burnett (R)	2016	Managers	F	670
South Burnett (R)	2016	Managers	M	1136
South Burnett (R)	2016	Professionals	F	1046
South Burnett (R)	2016	Professionals	M	468
South Burnett (R)	2016	Sales workers	F	675
South Burnett (R)	2016	Sales workers	M	357
South Burnett (R)	2016	Technicians and trades workers	F	288
South Burnett (R)	2016	Technicians and trades workers	M	1316
Southern Downs (R)	2006		F	91
Southern Downs (R)	2006		M	124
Southern Downs (R)	2006	Clerical and administrative workers	F	1213
Southern Downs (R)	2006	Clerical and administrative workers	M	250
Southern Downs (R)	2006	Community and personal service workers	F	924
Southern Downs (R)	2006	Community and personal service workers	M	256
Southern Downs (R)	2006	Labourers	F	994
Southern Downs (R)	2006	Labourers	M	1640
Southern Downs (R)	2006	Machinery operators and drivers	F	143
Southern Downs (R)	2006	Machinery operators and drivers	M	1049
Southern Downs (R)	2006	Managers	F	824
Southern Downs (R)	2006	Managers	M	1602
Southern Downs (R)	2006	Professionals	F	899
Southern Downs (R)	2006	Professionals	M	620
Southern Downs (R)	2006	Sales workers	F	729
Southern Downs (R)	2006	Sales workers	M	399
Southern Downs (R)	2006	Technicians and trades workers	F	309
Southern Downs (R)	2006	Technicians and trades workers	M	1361
Southern Downs (R)	2011		F	89
Southern Downs (R)	2011		M	120
Southern Downs (R)	2011	Clerical and administrative workers	F	1283
Southern Downs (R)	2011	Clerical and administrative workers	M	277
Southern Downs (R)	2011	Community and personal service workers	F	1122
Southern Downs (R)	2011	Community and personal service workers	M	282
Southern Downs (R)	2011	Labourers	F	928
Southern Downs (R)	2011	Labourers	M	1601
Southern Downs (R)	2011	Machinery operators and drivers	F	128
Southern Downs (R)	2011	Machinery operators and drivers	M	1182
Southern Downs (R)	2011	Managers	F	849
Southern Downs (R)	2011	Managers	M	1541
Southern Downs (R)	2011	Professionals	F	1063
Southern Downs (R)	2011	Professionals	M	630
Southern Downs (R)	2011	Sales workers	F	884
Southern Downs (R)	2011	Sales workers	M	458
Southern Downs (R)	2011	Technicians and trades workers	F	348
Southern Downs (R)	2011	Technicians and trades workers	M	1547
Southern Downs (R)	2016		F	95
Southern Downs (R)	2016		M	147
Southern Downs (R)	2016	Clerical and administrative workers	F	1244
Southern Downs (R)	2016	Clerical and administrative workers	M	267
Southern Downs (R)	2016	Community and personal service workers	F	1199
Southern Downs (R)	2016	Community and personal service workers	M	300
Southern Downs (R)	2016	Labourers	F	951
Southern Downs (R)	2016	Labourers	M	1564
Southern Downs (R)	2016	Machinery operators and drivers	F	103
Southern Downs (R)	2016	Machinery operators and drivers	M	1071
Southern Downs (R)	2016	Managers	F	777
Southern Downs (R)	2016	Managers	M	1466
Southern Downs (R)	2016	Professionals	F	1120
Southern Downs (R)	2016	Professionals	M	609
Southern Downs (R)	2016	Sales workers	F	850
Southern Downs (R)	2016	Sales workers	M	463
Southern Downs (R)	2016	Technicians and trades workers	F	349
Southern Downs (R)	2016	Technicians and trades workers	M	1515
Sunshine Coast (R)	2006		F	719
Sunshine Coast (R)	2006		M	1005
Sunshine Coast (R)	2006	Clerical and administrative workers	F	11137
Sunshine Coast (R)	2006	Clerical and administrative workers	M	2300
Sunshine Coast (R)	2006	Community and personal service workers	F	6936
Sunshine Coast (R)	2006	Community and personal service workers	M	2624
Sunshine Coast (R)	2006	Labourers	F	4308
Sunshine Coast (R)	2006	Labourers	M	7815
Sunshine Coast (R)	2006	Machinery operators and drivers	F	473
Sunshine Coast (R)	2006	Machinery operators and drivers	M	4798
Sunshine Coast (R)	2006	Managers	F	4736
Sunshine Coast (R)	2006	Managers	M	7939
Sunshine Coast (R)	2006	Professionals	F	8866
Sunshine Coast (R)	2006	Professionals	M	7239
Sunshine Coast (R)	2006	Sales workers	F	7750
Sunshine Coast (R)	2006	Sales workers	M	4674
Sunshine Coast (R)	2006	Technicians and trades workers	F	2371
Sunshine Coast (R)	2006	Technicians and trades workers	M	14641
Sunshine Coast (R)	2011		F	752
Sunshine Coast (R)	2011		M	1030
Sunshine Coast (R)	2011	Clerical and administrative workers	F	13053
Sunshine Coast (R)	2011	Clerical and administrative workers	M	2780
Sunshine Coast (R)	2011	Community and personal service workers	F	9011
Sunshine Coast (R)	2011	Community and personal service workers	M	3303
Sunshine Coast (R)	2011	Labourers	F	4182
Sunshine Coast (R)	2011	Labourers	M	7896
Sunshine Coast (R)	2011	Machinery operators and drivers	F	513
Sunshine Coast (R)	2011	Machinery operators and drivers	M	5655
Sunshine Coast (R)	2011	Managers	F	5245
Sunshine Coast (R)	2011	Managers	M	8466
Sunshine Coast (R)	2011	Professionals	F	11695
Sunshine Coast (R)	2011	Professionals	M	8892
Sunshine Coast (R)	2011	Sales workers	F	8273
Sunshine Coast (R)	2011	Sales workers	M	4956
Sunshine Coast (R)	2011	Technicians and trades workers	F	2787
Sunshine Coast (R)	2011	Technicians and trades workers	M	15810
Sunshine Coast (R)	2016		F	762
Sunshine Coast (R)	2016		M	1183
Sunshine Coast (R)	2016	Clerical and administrative workers	F	13738
Sunshine Coast (R)	2016	Clerical and administrative workers	M	3005
Sunshine Coast (R)	2016	Community and personal service workers	F	11566
Sunshine Coast (R)	2016	Community and personal service workers	M	4115
Sunshine Coast (R)	2016	Labourers	F	4758
Sunshine Coast (R)	2016	Labourers	M	8647
Sunshine Coast (R)	2016	Machinery operators and drivers	F	581
Sunshine Coast (R)	2016	Machinery operators and drivers	M	5971
Sunshine Coast (R)	2016	Managers	F	5830
Sunshine Coast (R)	2016	Managers	M	9277
Sunshine Coast (R)	2016	Professionals	F	14547
Sunshine Coast (R)	2016	Professionals	M	10271
Sunshine Coast (R)	2016	Sales workers	F	8998
Sunshine Coast (R)	2016	Sales workers	M	5429
Sunshine Coast (R)	2016	Technicians and trades workers	F	3236
Sunshine Coast (R)	2016	Technicians and trades workers	M	17738
Tablelands (R)	2006		F	81
Tablelands (R)	2006		M	107
Tablelands (R)	2006	Clerical and administrative workers	F	809
Tablelands (R)	2006	Clerical and administrative workers	M	141
Tablelands (R)	2006	Community and personal service workers	F	672
Tablelands (R)	2006	Community and personal service workers	M	255
Tablelands (R)	2006	Labourers	F	547
Tablelands (R)	2006	Labourers	M	814
Tablelands (R)	2006	Machinery operators and drivers	F	42
Tablelands (R)	2006	Machinery operators and drivers	M	651
Tablelands (R)	2006	Managers	F	586
Tablelands (R)	2006	Managers	M	1027
Tablelands (R)	2006	Professionals	F	784
Tablelands (R)	2006	Professionals	M	498
Tablelands (R)	2006	Sales workers	F	523
Tablelands (R)	2006	Sales workers	M	267
Tablelands (R)	2006	Technicians and trades workers	F	232
Tablelands (R)	2006	Technicians and trades workers	M	1108
Tablelands (R)	2011		F	72
Tablelands (R)	2011		M	103
Tablelands (R)	2011	Clerical and administrative workers	F	968
Tablelands (R)	2011	Clerical and administrative workers	M	149
Tablelands (R)	2011	Community and personal service workers	F	781
Tablelands (R)	2011	Community and personal service workers	M	285
Tablelands (R)	2011	Labourers	F	502
Tablelands (R)	2011	Labourers	M	754
Tablelands (R)	2011	Machinery operators and drivers	F	47
Tablelands (R)	2011	Machinery operators and drivers	M	721
Tablelands (R)	2011	Managers	F	564
Tablelands (R)	2011	Managers	M	979
Tablelands (R)	2011	Professionals	F	863
Tablelands (R)	2011	Professionals	M	532
Tablelands (R)	2011	Sales workers	F	573
Tablelands (R)	2011	Sales workers	M	262
Tablelands (R)	2011	Technicians and trades workers	F	247
Tablelands (R)	2011	Technicians and trades workers	M	1241
Tablelands (R)	2016		F	61
Tablelands (R)	2016		M	93
Tablelands (R)	2016	Clerical and administrative workers	F	939
Tablelands (R)	2016	Clerical and administrative workers	M	144
Tablelands (R)	2016	Community and personal service workers	F	819
Tablelands (R)	2016	Community and personal service workers	M	327
Tablelands (R)	2016	Labourers	F	512
Tablelands (R)	2016	Labourers	M	818
Tablelands (R)	2016	Machinery operators and drivers	F	48
Tablelands (R)	2016	Machinery operators and drivers	M	672
Tablelands (R)	2016	Managers	F	571
Tablelands (R)	2016	Managers	M	942
Tablelands (R)	2016	Professionals	F	948
Tablelands (R)	2016	Professionals	M	536
Tablelands (R)	2016	Sales workers	F	602
Tablelands (R)	2016	Sales workers	M	294
Tablelands (R)	2016	Technicians and trades workers	F	239
Tablelands (R)	2016	Technicians and trades workers	M	1090
Toowoomba (R)	2006		F	366
Toowoomba (R)	2006		M	570
Toowoomba (R)	2006	Clerical and administrative workers	F	7056
Toowoomba (R)	2006	Clerical and administrative workers	M	1732
Toowoomba (R)	2006	Community and personal service workers	F	4223
Toowoomba (R)	2006	Community and personal service workers	M	1533
Toowoomba (R)	2006	Labourers	F	3396
Toowoomba (R)	2006	Labourers	M	5806
Toowoomba (R)	2006	Machinery operators and drivers	F	303
Toowoomba (R)	2006	Machinery operators and drivers	M	4102
Toowoomba (R)	2006	Managers	F	2953
Toowoomba (R)	2006	Managers	M	5736
Toowoomba (R)	2006	Professionals	F	5889
Toowoomba (R)	2006	Professionals	M	4689
Toowoomba (R)	2006	Sales workers	F	4093
Toowoomba (R)	2006	Sales workers	M	2324
Toowoomba (R)	2006	Technicians and trades workers	F	1518
Toowoomba (R)	2006	Technicians and trades workers	M	8473
Toowoomba (R)	2011		F	446
Toowoomba (R)	2011		M	643
Toowoomba (R)	2011	Clerical and administrative workers	F	7685
Toowoomba (R)	2011	Clerical and administrative workers	M	1863
Toowoomba (R)	2011	Community and personal service workers	F	5003
Toowoomba (R)	2011	Community and personal service workers	M	1799
Toowoomba (R)	2011	Labourers	F	3301
Toowoomba (R)	2011	Labourers	M	5394
Toowoomba (R)	2011	Machinery operators and drivers	F	296
Toowoomba (R)	2011	Machinery operators and drivers	M	4606
Toowoomba (R)	2011	Managers	F	2915
Toowoomba (R)	2011	Managers	M	5722
Toowoomba (R)	2011	Professionals	F	7073
Toowoomba (R)	2011	Professionals	M	5114
Toowoomba (R)	2011	Sales workers	F	4036
Toowoomba (R)	2011	Sales workers	M	2367
Toowoomba (R)	2011	Technicians and trades workers	F	1541
Toowoomba (R)	2011	Technicians and trades workers	M	9033
Toowoomba (R)	2016		F	336
Toowoomba (R)	2016		M	572
Toowoomba (R)	2016	Clerical and administrative workers	F	7643
Toowoomba (R)	2016	Clerical and administrative workers	M	1855
Toowoomba (R)	2016	Community and personal service workers	F	5805
Toowoomba (R)	2016	Community and personal service workers	M	2109
Toowoomba (R)	2016	Labourers	F	3171
