SA3_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
40504,0,0,0,0,3,8,10,27,94,72,37,6,12,4,18,299,0,0,3,0,0,12,14,20,40,13,9,0,0,0,12,131,0,0,0,0,0,0,0,3,10,3,3,0,0,0,5,28,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,19,4,4,0,0,23,12,31,52,68,19,8,3,0,0,32,248,0,0,0,0,0,0,3,0,0,0,0,0,0,0,157,161,8,6,6,3,32,36,75,148,434,324,249,142,118,101,341,2035,0,3,0,5,4,3,17,18,40,30,10,3,4,0,28,159,0,3,7,15,23,33,31,18,36,15,4,3,0,0,21,201,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,0,14,9,20,12,7,5,5,0,0,0,0,0,3,76,5,4,19,27,36,60,61,67,54,17,5,0,5,3,53,414,0,0,0,0,0,0,0,0
40601,0,0,0,0,4,16,24,57,239,189,145,36,58,29,50,859,0,0,3,0,3,12,31,27,68,31,16,8,8,6,23,253,0,0,0,0,0,9,5,6,17,12,13,0,3,0,8,74,0,0,0,0,0,0,3,3,13,10,11,10,4,0,3,55,3,3,7,7,34,22,59,60,90,37,17,5,7,6,48,394,0,0,0,0,0,0,3,3,4,0,0,0,0,0,435,451,18,9,23,12,53,67,172,234,880,825,865,605,554,349,848,5506,0,0,0,0,4,15,24,65,156,108,48,20,13,3,62,525,3,3,13,26,39,110,98,62,97,33,11,3,0,3,49,551,0,0,0,8,0,6,3,7,13,13,0,0,0,0,9,68,4,3,26,27,37,32,14,11,7,3,0,0,0,0,15,197,24,18,64,92,111,142,139,115,90,33,19,10,8,3,121,997,0,0,0,0,0,4,3,3
40602,0,0,0,0,0,3,6,36,79,76,95,22,34,11,34,408,0,0,4,0,10,9,12,25,33,16,17,4,3,7,15,135,0,0,0,0,4,0,0,3,11,3,3,0,3,0,15,42,0,0,0,0,0,0,0,0,6,0,0,6,5,0,7,32,0,7,10,6,42,25,39,30,49,15,8,3,3,0,48,281,0,0,0,0,0,0,5,0,0,0,0,0,0,0,231,241,9,13,9,5,66,44,69,124,275,280,323,257,261,184,458,2364,0,0,3,0,0,12,7,21,61,44,36,12,16,5,39,252,3,0,13,10,21,39,30,29,41,8,6,3,0,3,20,218,0,0,0,0,0,6,4,6,11,7,3,0,0,0,6,45,3,0,13,10,6,7,3,14,5,6,0,0,0,0,5,79,11,4,30,42,65,58,76,40,58,19,3,4,3,0,88,498,0,0,0,0,0,0,0,0
40701,0,0,0,0,0,3,22,53,205,142,76,27,26,11,44,608,0,0,3,0,6,26,27,62,103,46,17,6,0,0,41,342,0,0,0,0,3,7,3,10,21,9,3,4,5,0,3,64,0,0,0,0,0,0,0,0,10,10,5,3,7,3,8,51,6,3,4,3,19,16,44,46,111,43,15,14,8,6,41,378,0,0,0,0,0,0,0,0,3,0,3,0,0,0,281,298,12,14,20,8,37,69,121,252,953,770,598,345,307,163,662,4313,0,0,3,3,5,20,37,40,109,60,30,9,4,5,60,379,0,3,10,27,46,97,87,66,82,28,10,0,0,0,71,530,0,0,0,4,0,5,3,4,10,0,0,0,0,0,8,44,4,3,10,13,12,16,5,3,3,3,0,0,0,0,11,82,15,4,28,40,68,106,125,92,114,26,9,5,3,0,60,707,0,0,0,0,0,0,3,0
40702,0,4,8,0,3,14,58,102,316,244,100,51,34,24,73,1036,0,3,3,3,17,18,25,50,94,39,24,11,5,4,20,317,0,0,0,0,4,3,0,6,26,12,8,3,3,0,3,75,0,0,0,0,0,0,0,3,15,18,11,8,0,5,14,77,12,5,3,3,27,24,34,66,109,39,15,9,10,6,39,409,0,0,0,0,0,0,0,0,4,4,5,4,0,0,373,393,29,20,30,12,67,84,184,348,1239,1292,1035,655,543,305,884,6721,0,0,0,0,3,16,47,103,159,113,51,16,8,3,67,596,0,3,18,28,59,114,115,100,120,39,10,3,5,0,60,676,0,0,3,0,5,8,5,9,12,0,0,0,0,0,7,57,6,3,19,20,21,27,17,8,4,3,0,0,0,0,10,138,12,7,33,70,130,147,132,101,110,25,19,6,3,0,84,884,0,0,0,0,0,0,5,0
40703,0,0,3,0,9,23,63,127,381,190,99,43,26,20,60,1047,0,0,0,0,10,18,38,56,113,38,16,14,0,3,34,348,0,0,0,0,7,6,5,5,27,8,8,3,3,3,12,89,0,0,0,0,0,0,3,3,25,10,10,5,4,0,5,73,13,4,6,4,51,48,93,99,127,69,21,5,7,10,92,648,0,0,0,0,0,0,0,0,6,6,0,0,0,0,354,375,33,17,23,4,93,127,251,409,1396,1147,941,537,382,216,921,6500,3,0,0,3,10,24,66,87,186,120,56,19,14,3,74,668,0,10,16,28,54,137,104,97,115,42,16,3,0,0,54,678,0,0,0,0,3,3,9,13,20,9,3,0,0,0,8,68,3,8,27,30,34,52,26,16,15,8,0,0,0,0,23,230,17,12,55,99,151,178,185,151,175,53,17,6,3,10,148,1279,0,0,0,3,0,0,0,0
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,0,0,5,0,3,9,20,40,213,229,161,50,65,34,46,875,0,0,6,0,8,17,29,36,84,53,17,14,21,17,25,328,0,0,0,0,0,4,0,3,6,17,9,3,13,4,11,76,0,0,0,0,0,0,0,6,0,5,9,14,7,7,4,61,8,3,11,6,13,13,31,26,50,38,24,17,19,7,23,278,0,0,0,0,0,0,0,0,3,6,3,0,0,3,713,726,23,11,18,7,34,56,109,180,776,951,820,616,590,400,1108,5690,3,0,5,0,4,16,29,58,161,77,50,11,13,7,63,499,0,6,18,30,49,106,87,76,110,38,17,8,11,3,45,602,0,0,0,0,6,12,5,5,6,3,7,0,3,0,13,65,6,0,11,16,15,19,15,6,10,0,3,0,0,0,7,106,25,12,20,35,61,82,66,55,84,24,12,4,5,3,65,565,0,0,4,0,0,0,0,0
50102,0,0,0,4,6,12,25,101,498,576,547,142,238,140,158,2449,0,5,7,6,10,20,47,68,114,89,48,25,29,19,44,540,3,0,0,0,3,3,0,8,39,38,41,9,22,15,26,218,0,0,0,0,0,0,0,0,11,11,19,15,9,19,20,105,17,12,17,5,53,41,82,82,141,94,56,19,16,12,89,743,0,0,0,0,0,0,3,0,4,3,3,5,0,0,1215,1242,26,18,36,15,79,92,199,312,1281,1716,1879,1338,1455,1074,2105,11632,0,3,0,3,11,37,69,97,248,209,158,51,45,16,118,1083,3,4,21,40,72,176,218,171,198,72,35,11,8,3,103,1155,0,0,0,3,4,17,9,10,33,10,9,6,3,0,26,139,18,7,31,37,60,57,34,9,29,7,6,4,8,0,22,331,58,17,83,93,180,247,206,142,198,89,23,16,10,9,168,1525,0,0,0,4,4,0,6,3
50103,0,0,0,0,0,3,11,25,99,91,57,19,22,11,24,371,0,0,0,0,10,8,20,16,27,15,11,0,3,3,12,119,0,0,0,0,0,0,4,0,11,7,3,0,0,3,9,41,0,0,0,0,0,0,0,0,3,7,3,7,8,9,8,35,0,0,0,0,14,3,22,16,32,19,8,3,4,4,24,155,0,0,0,0,0,0,0,0,0,0,3,0,0,0,203,207,4,6,5,3,26,29,69,92,337,345,284,216,197,129,422,2164,0,0,6,0,0,8,11,23,43,29,12,8,5,0,23,172,0,0,3,14,22,29,31,30,29,11,3,0,0,0,13,185,0,0,3,0,0,3,4,0,4,0,4,0,3,0,0,25,0,0,4,10,4,9,8,3,3,0,0,0,0,0,3,57,17,3,17,25,30,38,35,34,31,11,4,0,0,3,36,284,0,0,0,0,0,0,0,0
50201,3,0,0,4,4,15,33,85,389,457,463,136,229,152,130,2095,0,0,7,10,20,21,33,66,143,75,45,22,29,20,58,550,0,0,0,3,0,0,8,13,33,36,44,11,23,20,28,215,0,0,0,0,0,0,0,0,7,5,19,15,9,11,24,85,30,16,13,9,58,49,72,101,170,76,53,24,21,26,88,802,0,0,0,0,0,0,0,0,5,6,0,3,0,0,1294,1308,42,24,24,21,86,93,173,307,1129,1215,1446,1080,1180,1057,2035,9934,3,0,0,3,0,28,47,95,248,179,115,55,54,16,120,965,0,12,27,49,66,153,161,124,186,72,30,12,8,0,84,975,3,0,3,3,0,15,15,3,27,13,12,0,5,0,22,122,22,14,35,39,47,68,33,21,25,6,4,3,0,0,24,353,75,28,70,118,195,288,235,188,206,92,39,14,16,10,184,1768,4,0,0,0,0,0,0,0
50301,4,0,0,0,0,3,8,18,66,119,176,63,549,777,153,1925,3,3,5,10,6,12,21,14,49,32,35,34,51,132,43,437,0,0,0,0,0,0,0,0,6,3,4,3,17,14,13,64,0,0,0,0,0,0,0,0,0,5,3,9,4,23,4,46,20,9,7,3,7,22,16,20,60,33,31,31,49,75,69,443,0,0,0,0,0,0,0,0,0,0,0,0,0,3,717,729,37,13,11,17,14,42,54,67,278,327,490,495,1306,3985,1406,8544,0,3,0,3,0,7,5,27,63,87,83,35,101,86,95,599,4,5,3,11,13,25,42,46,98,55,39,14,29,26,56,460,0,0,0,3,0,3,3,0,7,3,0,3,4,3,10,37,9,4,5,4,5,6,3,8,6,7,4,7,0,0,9,86,63,12,20,15,23,43,44,42,76,70,42,24,23,29,79,602,0,0,0,0,0,0,0,0
50302,3,3,0,0,4,12,22,61,159,265,347,89,482,482,79,2012,4,0,4,5,16,16,27,42,62,38,56,27,50,57,28,433,0,0,0,0,5,0,4,0,6,10,16,3,18,20,9,101,0,0,0,0,0,0,0,0,3,3,4,5,13,26,7,61,34,7,12,4,27,20,18,42,71,46,44,34,35,51,42,498,0,0,0,0,0,0,0,0,3,0,0,0,0,0,702,711,53,12,26,15,52,53,99,197,533,687,951,751,1558,2921,1161,9070,3,0,3,0,6,10,23,39,143,157,152,52,107,73,93,846,0,7,12,16,14,51,76,72,125,57,41,23,26,6,53,571,0,0,0,0,0,3,3,6,11,10,10,0,5,8,4,63,14,3,18,19,18,16,4,5,20,6,14,3,0,0,9,152,62,23,27,29,61,58,76,58,125,69,50,25,20,12,75,767,0,0,0,0,0,0,0,0
50401,3,3,4,0,5,17,49,107,377,358,361,125,211,156,83,1871,3,6,7,9,17,28,52,44,107,75,41,30,27,20,37,506,0,0,0,0,0,0,6,6,18,23,14,5,11,6,14,118,0,0,0,0,0,0,0,0,3,12,6,11,17,11,9,67,42,13,20,13,33,37,48,64,166,108,66,29,35,23,70,763,0,0,0,0,0,0,0,0,3,0,0,0,0,0,561,577,58,20,41,22,57,94,179,301,1043,1168,1324,1022,1331,1185,1069,8920,0,0,0,0,5,14,50,71,247,181,152,76,73,39,105,1016,0,4,27,26,43,95,98,106,156,79,37,13,16,6,68,778,3,0,0,4,0,3,4,7,15,10,9,3,7,3,8,70,20,3,22,19,28,44,16,11,16,6,5,0,3,0,14,209,46,15,40,60,101,115,125,113,206,87,40,32,9,8,136,1139,0,0,0,0,0,0,0,0
50402,0,4,0,3,4,3,7,34,164,200,223,76,127,92,60,980,0,3,3,6,12,12,12,17,43,36,19,18,9,18,26,243,4,0,0,0,0,3,4,0,9,12,20,0,7,9,13,88,0,0,0,0,0,0,0,4,4,4,5,3,7,8,4,42,10,6,7,4,17,14,21,23,80,49,31,12,10,4,40,329,0,0,0,0,0,0,0,0,0,4,3,0,0,0,498,506,20,10,11,16,25,29,57,108,480,656,755,583,700,688,868,5020,0,0,0,3,0,9,20,42,128,117,91,38,22,19,79,567,0,0,12,11,17,38,49,61,65,35,18,4,3,3,56,374,0,3,0,3,3,3,3,0,8,4,11,0,0,0,10,50,5,3,9,12,9,14,3,3,11,0,3,0,0,0,11,87,25,10,27,17,53,63,66,55,81,37,26,10,7,9,66,552,0,0,0,0,0,0,0,0
50403,8,3,4,4,9,41,78,197,853,913,692,238,336,190,161,3719,4,0,7,9,24,51,65,108,201,127,79,45,39,25,69,847,0,0,3,0,3,10,10,16,55,46,42,18,17,13,28,267,0,0,0,0,0,0,0,4,17,29,24,14,22,20,28,158,60,23,25,18,75,71,112,115,213,143,87,42,26,23,137,1171,0,0,0,0,0,0,0,8,10,3,3,3,0,0,1399,1437,84,30,40,38,120,192,323,555,2131,2651,2818,1903,2055,1411,2470,16816,3,0,0,10,12,39,83,182,481,370,252,117,106,40,214,1901,5,12,28,52,91,182,150,172,298,119,54,24,17,3,112,1331,0,0,0,0,5,10,13,10,28,23,7,7,4,4,22,133,19,11,35,44,48,61,30,31,55,21,7,6,8,0,32,409,92,35,114,127,181,267,214,179,263,138,62,37,14,3,190,1922,0,4,0,0,0,5,0,0
50501,10,0,0,0,10,13,28,76,482,726,901,323,809,631,239,4249,4,4,8,7,24,32,50,60,177,151,129,89,77,93,96,994,0,0,0,0,0,3,8,10,31,37,39,20,34,39,34,255,0,0,0,0,0,0,0,0,7,20,12,26,31,39,46,173,50,15,21,10,37,42,60,84,236,157,127,64,84,57,140,1178,0,0,0,0,0,0,0,0,6,6,3,3,3,3,1821,1839,71,27,35,27,71,107,167,288,1424,2210,3066,2857,4065,4403,3464,22280,0,0,4,0,3,32,55,104,372,369,353,162,134,79,249,1923,0,17,23,37,72,154,167,220,323,155,81,37,22,13,124,1448,0,3,3,9,4,10,14,13,25,17,16,3,4,8,20,148,24,4,25,21,38,33,23,21,23,15,15,3,10,4,31,281,79,21,49,74,110,133,167,139,259,141,78,43,26,14,147,1481,0,0,0,0,0,0,0,0
50502,9,3,3,8,11,53,103,245,776,737,748,251,684,661,218,4519,17,7,24,16,29,82,109,120,242,159,125,67,89,95,90,1260,0,0,0,3,5,4,13,19,35,39,33,14,35,22,33,262,3,0,0,0,0,3,3,4,14,19,14,24,21,24,26,157,117,35,48,22,135,123,149,139,334,202,140,73,73,88,187,1857,0,0,0,0,0,0,0,6,6,11,7,3,3,0,1528,1568,159,57,79,52,197,281,455,640,2215,2364,2686,2136,3163,4303,2835,21623,3,3,4,3,9,30,72,153,482,392,342,130,173,80,281,2171,8,17,39,55,88,218,196,210,405,183,101,28,43,19,175,1779,0,0,3,8,3,13,19,19,29,22,20,12,14,5,31,193,23,14,46,43,74,69,37,27,55,15,16,0,8,0,45,471,102,44,110,135,197,292,303,255,437,243,119,69,41,35,265,2646,0,0,3,0,0,3,3,0
50503,8,3,14,8,21,53,120,254,1111,1153,1079,344,578,316,285,5356,0,10,21,14,33,78,101,140,300,195,123,55,64,36,100,1282,4,4,3,4,3,11,6,17,57,76,50,21,46,27,49,389,0,0,0,0,3,0,0,3,19,32,46,38,41,24,55,257,101,15,64,24,99,101,161,163,355,217,147,57,65,35,216,1825,0,0,3,0,0,3,5,7,4,11,13,10,0,3,2302,2362,135,44,116,51,175,277,471,720,3061,3829,4357,3127,3488,2384,4008,26227,3,5,3,9,12,45,120,201,637,533,383,159,114,38,279,2536,4,25,46,77,107,224,271,277,432,169,98,31,26,8,143,1938,4,0,10,6,13,16,17,23,47,27,17,11,6,4,49,246,41,14,71,49,79,117,57,46,62,28,12,6,3,0,65,643,142,35,135,170,266,402,309,257,352,173,67,28,22,15,244,2623,0,0,3,0,4,3,0,3
50601,3,0,3,0,3,24,58,133,633,621,512,137,233,106,97,2558,0,6,0,7,15,28,49,68,147,76,40,32,31,14,40,560,3,0,0,0,4,4,8,6,41,27,23,8,21,7,23,167,0,0,0,0,0,0,0,0,13,11,8,6,13,7,18,82,33,13,19,10,51,62,69,86,158,85,56,21,29,21,73,773,0,0,0,0,0,3,0,3,3,7,5,3,6,0,814,838,51,17,27,17,80,137,210,346,1467,1608,1714,1091,1216,860,1402,10252,0,0,0,3,3,13,51,93,275,211,129,53,34,24,127,1020,0,5,22,23,46,125,122,108,180,69,41,17,6,0,60,837,0,3,0,4,3,6,11,10,15,14,6,7,3,4,25,104,19,7,34,27,55,56,18,19,34,14,6,3,9,0,28,324,61,29,84,101,139,197,159,130,189,87,28,14,12,3,146,1388,0,0,0,0,0,0,0,4
50602,3,0,0,3,7,18,45,95,287,327,303,88,183,90,59,1518,0,3,6,7,27,36,33,42,79,52,29,21,20,20,20,397,0,0,0,0,3,0,5,9,15,10,16,7,5,10,13,100,0,0,0,0,0,0,0,0,3,5,9,6,13,12,3,52,40,3,21,6,47,34,40,63,101,82,48,20,29,7,43,588,0,0,0,0,0,0,0,0,3,0,3,0,0,0,521,530,47,11,35,17,97,97,146,251,754,905,920,647,926,797,839,6499,0,0,0,0,8,7,20,50,169,157,119,50,50,19,67,721,0,8,5,20,27,57,65,104,117,57,18,11,6,3,36,537,0,0,0,0,0,3,0,7,17,3,3,3,0,0,10,58,15,8,27,19,29,21,22,7,17,8,6,0,0,3,15,199,43,15,59,60,69,90,116,97,159,64,33,10,15,9,93,954,0,0,3,0,0,0,3,0
50603,4,4,4,3,12,32,72,148,549,516,496,167,315,253,130,2697,0,3,21,13,16,50,70,77,180,106,68,38,42,41,62,795,0,0,0,0,0,3,3,11,30,27,23,4,23,14,28,179,0,0,0,0,0,0,0,0,3,4,7,12,11,9,11,60,93,21,27,29,54,76,77,87,168,143,89,42,51,32,82,1072,0,0,0,0,0,0,0,5,0,4,4,0,0,3,880,900,112,25,58,47,94,181,258,403,1421,1531,1625,1193,1611,1532,1561,11659,8,0,0,3,7,16,33,75,246,209,166,53,78,26,95,1008,0,7,25,25,34,88,88,74,143,62,35,24,18,10,69,711,0,0,0,0,0,3,6,10,18,13,10,3,3,3,17,89,24,10,12,10,22,24,14,11,30,9,4,3,0,3,10,186,95,25,42,39,76,108,123,102,208,82,46,34,9,12,97,1095,0,0,0,0,0,0,0,0
50604,3,0,6,3,18,41,121,240,947,844,745,224,289,145,209,3838,0,3,17,17,45,64,77,106,274,124,101,36,43,26,64,1012,4,0,0,3,0,4,8,25,34,44,26,12,21,7,28,219,3,0,0,0,0,0,0,3,13,22,22,24,12,6,31,133,94,19,34,21,123,86,125,126,321,193,115,52,39,31,166,1539,0,0,0,0,0,0,0,3,3,5,4,0,8,4,1131,1159,114,34,68,55,192,217,369,603,2296,2427,2535,1671,1756,1127,2103,15563,0,0,4,3,11,26,67,119,399,267,219,100,77,28,146,1469,3,7,28,38,72,123,136,136,203,97,54,15,20,7,82,1024,0,0,0,0,8,9,9,16,16,12,11,3,8,3,21,112,30,4,36,32,42,67,39,23,39,7,8,8,3,0,41,390,145,31,98,86,168,226,225,196,285,125,65,26,14,12,148,1861,0,0,0,3,0,0,0,5
50605,3,3,3,0,0,10,15,65,263,336,315,105,211,142,84,1563,0,0,0,3,7,12,19,22,57,42,50,23,13,23,31,309,0,0,0,0,0,3,3,5,17,13,20,12,6,9,19,101,0,0,0,0,0,0,0,0,3,8,6,6,4,7,15,52,22,5,3,3,22,13,23,31,96,87,57,26,27,26,52,493,0,0,0,0,0,0,0,0,6,0,4,3,0,0,622,635,31,13,5,8,34,43,70,158,721,1009,1134,916,1090,923,1144,7291,0,0,0,0,0,8,25,50,207,147,121,57,53,28,89,792,0,0,10,17,30,62,61,82,116,51,30,13,8,0,55,546,0,0,0,0,0,3,0,6,10,15,8,5,3,0,12,61,7,3,8,5,18,16,9,8,13,4,5,3,3,0,12,130,21,16,23,56,58,85,65,51,127,46,31,25,4,3,78,692,0,0,3,0,0,0,0,0
50606,3,0,0,3,0,3,12,36,165,233,154,59,87,55,58,868,0,7,0,4,3,8,5,21,50,26,25,15,10,7,15,195,0,0,0,0,0,0,0,5,9,13,17,3,10,10,14,75,0,0,0,0,0,0,0,0,0,7,6,0,5,3,4,23,15,3,8,3,7,6,10,15,46,26,14,3,13,0,20,184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,355,360,17,9,11,9,15,26,43,101,433,600,634,427,467,361,610,3758,0,0,0,0,0,3,16,13,87,60,42,11,12,8,32,279,0,3,7,12,20,26,28,30,51,24,15,3,3,0,17,226,0,0,0,3,0,0,3,3,6,0,4,0,3,0,8,31,8,0,0,13,3,6,5,7,7,5,3,0,0,0,8,66,15,9,14,21,17,40,23,19,29,23,10,10,4,3,26,261,0,0,0,0,0,0,0,0
