STE_NAME16	Year	Age5yr	ChildrenEverBorn	females
Western Australia	2011	70-74	1	2158
Western Australia	2011	70-74	2	9043
Western Australia	2011	70-74	3	9399
Western Australia	2011	70-74	4	5394
Western Australia	2011	70-74	5	1984
Western Australia	2011	70-74	6	1431
Western Australia	2011	75-79		2177
Western Australia	2011	75-79	0	1784
Western Australia	2011	75-79	1	1552
Western Australia	2011	75-79	2	5909
Western Australia	2011	75-79	3	6780
Western Australia	2011	75-79	4	4700
Western Australia	2011	75-79	5	2172
Western Australia	2011	75-79	6	1694
Western Australia	2011	80-84		2224
Western Australia	2011	80-84	0	1428
Western Australia	2011	80-84	1	1415
Western Australia	2011	80-84	2	4649
Western Australia	2011	80-84	3	4933
Western Australia	2011	80-84	4	3596
Western Australia	2011	80-84	5	1718
Western Australia	2011	80-84	6	1682
Western Australia	2011	85+		3550
Western Australia	2011	85+	0	1636
Western Australia	2011	85+	1	1964
Western Australia	2011	85+	2	4892
Western Australia	2011	85+	3	4355
Western Australia	2011	85+	4	2992
Western Australia	2011	85+	5	1423
Western Australia	2011	85+	6	1483
Western Australia	2016	15-19		8370
Western Australia	2016	15-19	0	63595
Western Australia	2016	15-19	1	772
Western Australia	2016	15-19	2	94
Western Australia	2016	15-19	3	25
Western Australia	2016	15-19	4	4
Western Australia	2016	15-19	5	7
Western Australia	2016	15-19	6	13
Western Australia	2016	20-24		7726
Western Australia	2016	20-24	0	60847
Western Australia	2016	20-24	1	6079
Western Australia	2016	20-24	2	2436
Western Australia	2016	20-24	3	510
Western Australia	2016	20-24	4	119
Western Australia	2016	20-24	5	19
Western Australia	2016	20-24	6	39
Western Australia	2016	25-29		8615
Western Australia	2016	25-29	0	55169
Western Australia	2016	25-29	1	14178
Western Australia	2016	25-29	2	9537
Western Australia	2016	25-29	3	3236
Western Australia	2016	25-29	4	860
Western Australia	2016	25-29	5	228
Western Australia	2016	25-29	6	120
Western Australia	2016	30-34		7689
Western Australia	2016	30-34	0	34540
Western Australia	2016	30-34	1	20364
Western Australia	2016	30-34	2	22103
Western Australia	2016	30-34	3	8105
Western Australia	2016	30-34	4	2420
Western Australia	2016	30-34	5	681
Western Australia	2016	30-34	6	391
Western Australia	2016	35-39		5811
Western Australia	2016	35-39	0	17212
Western Australia	2016	35-39	1	14585
Western Australia	2016	35-39	2	29176
Western Australia	2016	35-39	3	13007
Western Australia	2016	35-39	4	3980
Western Australia	2016	35-39	5	1180
Western Australia	2016	35-39	6	793
Western Australia	2016	40-44		5643
Western Australia	2016	40-44	0	12671
Western Australia	2016	40-44	1	11884
Western Australia	2016	40-44	2	32160
Western Australia	2016	40-44	3	15623
Western Australia	2016	40-44	4	5067
Western Australia	2016	40-44	5	1572
Western Australia	2016	40-44	6	1162
Western Australia	2016	45-49		5656
Western Australia	2016	45-49	0	11800
Western Australia	2016	45-49	1	11326
Western Australia	2016	45-49	2	32378
Western Australia	2016	45-49	3	16375
Western Australia	2016	45-49	4	5509
Western Australia	2016	45-49	5	1658
Western Australia	2016	45-49	6	1245
Western Australia	2016	50-54		5451
Western Australia	2016	50-54	0	10399
Western Australia	2016	50-54	1	9449
Western Australia	2016	50-54	2	29612
Western Australia	2016	50-54	3	16941
Western Australia	2016	50-54	4	6055
Western Australia	2016	50-54	5	1756
Western Australia	2016	50-54	6	1226
Western Australia	2016	55-59		5256
Western Australia	2016	55-59	0	8539
Western Australia	2016	55-59	1	7863
Western Australia	2016	55-59	2	27402
Western Australia	2016	55-59	3	17274
Western Australia	2016	55-59	4	6464
Western Australia	2016	55-59	5	1875
Western Australia	2016	55-59	6	1099
Western Australia	2016	60-64		4702
Western Australia	2016	60-64	0	6709
Western Australia	2016	60-64	1	6672
Western Australia	2016	60-64	2	24445
Western Australia	2016	60-64	3	16012
Western Australia	2016	60-64	4	6052
Western Australia	2016	60-64	5	1678
Western Australia	2016	60-64	6	1043
Western Australia	2016	65-69		4409
Western Australia	2016	65-69	0	4795
Western Australia	2016	65-69	1	5007
Western Australia	2016	65-69	2	21994
Western Australia	2016	65-69	3	14422
Western Australia	2016	65-69	4	5678
Western Australia	2016	65-69	5	1623
Western Australia	2016	65-69	6	925
Western Australia	2016	70-74		3535
Western Australia	2016	70-74	0	3041
Western Australia	2016	70-74	1	3047
Western Australia	2016	70-74	2	13897
Western Australia	2016	70-74	3	11012
Western Australia	2016	70-74	4	4970
Western Australia	2016	70-74	5	1569
Western Australia	2016	70-74	6	985
Western Australia	2016	75-79		3248
Western Australia	2016	75-79	0	1992
Western Australia	2016	75-79	1	1948
Western Australia	2016	75-79	2	8277
Western Australia	2016	75-79	3	8635
Western Australia	2016	75-79	4	5077
Western Australia	2016	75-79	5	1904
Western Australia	2016	75-79	6	1365
Western Australia	2016	80-84		2959
Western Australia	2016	80-84	0	1387
Western Australia	2016	80-84	1	1309
Western Australia	2016	80-84	2	4956
Western Australia	2016	80-84	3	5777
Western Australia	2016	80-84	4	4015
Western Australia	2016	80-84	5	1853
Western Australia	2016	80-84	6	1533
Western Australia	2016	85+		5135
Western Australia	2016	85+	0	1505
Western Australia	2016	85+	1	1731
Western Australia	2016	85+	2	5322
Western Australia	2016	85+	3	5356
Western Australia	2016	85+	4	3791
Western Australia	2016	85+	5	1853
Western Australia	2016	85+	6	1885
Tasmania	2006	15-19		1524
Tasmania	2006	15-19	0	13943
Tasmania	2006	15-19	1	408
Tasmania	2006	15-19	2	51
Tasmania	2006	15-19	3	13
Tasmania	2006	15-19	4	18
Tasmania	2006	15-19	5	0
Tasmania	2006	15-19	6	3
Tasmania	2006	20-24		840
Tasmania	2006	20-24	0	10656
Tasmania	2006	20-24	1	1840
Tasmania	2006	20-24	2	843
Tasmania	2006	20-24	3	206
Tasmania	2006	20-24	4	52
Tasmania	2006	20-24	5	6
Tasmania	2006	20-24	6	8
Tasmania	2006	25-29		559
Tasmania	2006	25-29	0	6477
Tasmania	2006	25-29	1	2516
Tasmania	2006	25-29	2	2217
Tasmania	2006	25-29	3	860
Tasmania	2006	25-29	4	282
Tasmania	2006	25-29	5	61
Tasmania	2006	25-29	6	38
Tasmania	2006	30-34		658
Tasmania	2006	30-34	0	4106
Tasmania	2006	30-34	1	3000
Tasmania	2006	30-34	2	4337
Tasmania	2006	30-34	3	1862
Tasmania	2006	30-34	4	710
Tasmania	2006	30-34	5	190
Tasmania	2006	30-34	6	118
Tasmania	2006	35-39		692
Tasmania	2006	35-39	0	2875
Tasmania	2006	35-39	1	2533
Tasmania	2006	35-39	2	6098
Tasmania	2006	35-39	3	3166
Tasmania	2006	35-39	4	1048
Tasmania	2006	35-39	5	344
Tasmania	2006	35-39	6	189
Tasmania	2006	40-44		688
Tasmania	2006	40-44	0	2359
Tasmania	2006	40-44	1	2148
Tasmania	2006	40-44	2	6591
Tasmania	2006	40-44	3	3719
Tasmania	2006	40-44	4	1365
Tasmania	2006	40-44	5	439
Tasmania	2006	40-44	6	283
Tasmania	2006	45-49		718
Tasmania	2006	45-49	0	2431
Tasmania	2006	45-49	1	2054
Tasmania	2006	45-49	2	6689
Tasmania	2006	45-49	3	4231
Tasmania	2006	45-49	4	1629
Tasmania	2006	45-49	5	519
Tasmania	2006	45-49	6	265
Tasmania	2006	50-54		691
Tasmania	2006	50-54	0	1998
Tasmania	2006	50-54	1	1787
Tasmania	2006	50-54	2	6243
Tasmania	2006	50-54	3	4164
Tasmania	2006	50-54	4	1616
Tasmania	2006	50-54	5	449
Tasmania	2006	50-54	6	239
Tasmania	2006	55-59		692
Tasmania	2006	55-59	0	1753
Tasmania	2006	55-59	1	1565
Tasmania	2006	55-59	2	5861
Tasmania	2006	55-59	3	4138
Tasmania	2006	55-59	4	1670
Tasmania	2006	55-59	5	537
Tasmania	2006	55-59	6	249
Tasmania	2006	60-64		673
Tasmania	2006	60-64	0	1273
Tasmania	2006	60-64	1	1022
Tasmania	2006	60-64	2	4077
Tasmania	2006	60-64	3	3343
Tasmania	2006	60-64	4	1639
Tasmania	2006	60-64	5	561
Tasmania	2006	60-64	6	379
Tasmania	2006	65-69		610
Tasmania	2006	65-69	0	902
Tasmania	2006	65-69	1	740
Tasmania	2006	65-69	2	2606
Tasmania	2006	65-69	3	2682
Tasmania	2006	65-69	4	1663
Tasmania	2006	65-69	5	767
Tasmania	2006	65-69	6	604
Tasmania	2006	70-74		645
Tasmania	2006	70-74	0	694
Tasmania	2006	70-74	1	564
Tasmania	2006	70-74	2	1853
Tasmania	2006	70-74	3	1988
Tasmania	2006	70-74	4	1450
Tasmania	2006	70-74	5	795
Tasmania	2006	70-74	6	682
Tasmania	2006	75-79		675
Tasmania	2006	75-79	0	735
Tasmania	2006	75-79	1	605
Tasmania	2006	75-79	2	1589
Tasmania	2006	75-79	3	1643
Tasmania	2006	75-79	4	1150
Tasmania	2006	75-79	5	670
Tasmania	2006	75-79	6	735
Tasmania	2006	80-84		676
Tasmania	2006	80-84	0	639
Tasmania	2006	80-84	1	595
Tasmania	2006	80-84	2	1390
Tasmania	2006	80-84	3	1281
Tasmania	2006	80-84	4	903
Tasmania	2006	80-84	5	472
Tasmania	2006	80-84	6	538
Tasmania	2006	85+		827
Tasmania	2006	85+	0	681
Tasmania	2006	85+	1	654
Tasmania	2006	85+	2	1280
Tasmania	2006	85+	3	1020
Tasmania	2006	85+	4	654
Tasmania	2006	85+	5	341
Tasmania	2006	85+	6	401
Tasmania	2011	15-19		1204
Tasmania	2011	15-19	0	14159
Tasmania	2011	15-19	1	385
Tasmania	2011	15-19	2	69
Tasmania	2011	15-19	3	10
Tasmania	2011	15-19	4	9
Tasmania	2011	15-19	5	0
Tasmania	2011	15-19	6	4
Tasmania	2011	20-24		748
Tasmania	2011	20-24	0	11019
Tasmania	2011	20-24	1	1825
Tasmania	2011	20-24	2	822
Tasmania	2011	20-24	3	192
Tasmania	2011	20-24	4	38
Tasmania	2011	20-24	5	5
Tasmania	2011	20-24	6	6
Tasmania	2011	25-29		546
Tasmania	2011	25-29	0	7397
Tasmania	2011	25-29	1	2749
Tasmania	2011	25-29	2	2339
Tasmania	2011	25-29	3	963
Tasmania	2011	25-29	4	283
Tasmania	2011	25-29	5	79
Tasmania	2011	25-29	6	30
Tasmania	2011	30-34		517
Tasmania	2011	30-34	0	4118
Tasmania	2011	30-34	1	2911
Tasmania	2011	30-34	2	3883
Tasmania	2011	30-34	3	1749
Tasmania	2011	30-34	4	654
Tasmania	2011	30-34	5	194
Tasmania	2011	30-34	6	118
Tasmania	2011	35-39		571
Tasmania	2011	35-39	0	2913
Tasmania	2011	35-39	1	2524
Tasmania	2011	35-39	2	5748
Tasmania	2011	35-39	3	2781
Tasmania	2011	35-39	4	992
Tasmania	2011	35-39	5	351
Tasmania	2011	35-39	6	240
Tasmania	2011	40-44		564
Tasmania	2011	40-44	0	2651
Tasmania	2011	40-44	1	2450
Tasmania	2011	40-44	2	6495
Tasmania	2011	40-44	3	3502
Tasmania	2011	40-44	4	1266
Tasmania	2011	40-44	5	424
Tasmania	2011	40-44	6	262
Tasmania	2011	45-49		579
Tasmania	2011	45-49	0	2547
Tasmania	2011	45-49	1	2238
Tasmania	2011	45-49	2	6631
Tasmania	2011	45-49	3	3785
Tasmania	2011	45-49	4	1375
Tasmania	2011	45-49	5	478
Tasmania	2011	45-49	6	303
Tasmania	2011	50-54		652
Tasmania	2011	50-54	0	2606
Tasmania	2011	50-54	1	2090
Tasmania	2011	50-54	2	6762
Tasmania	2011	50-54	3	4230
Tasmania	2011	50-54	4	1637
Tasmania	2011	50-54	5	512
Tasmania	2011	50-54	6	292
Tasmania	2011	55-59		654
Tasmania	2011	55-59	0	2131
Tasmania	2011	55-59	1	1837
Tasmania	2011	55-59	2	6245
Tasmania	2011	55-59	3	4154
Tasmania	2011	55-59	4	1659
Tasmania	2011	55-59	5	466
Tasmania	2011	55-59	6	246
Tasmania	2011	60-64		633
Tasmania	2011	60-64	0	1791
Tasmania	2011	60-64	1	1547
Tasmania	2011	60-64	2	5901
Tasmania	2011	60-64	3	4157
Tasmania	2011	60-64	4	1678
Tasmania	2011	60-64	5	528
Tasmania	2011	60-64	6	260
Tasmania	2011	65-69		604
Tasmania	2011	65-69	0	1268
Tasmania	2011	65-69	1	994
Tasmania	2011	65-69	2	4050
Tasmania	2011	65-69	3	3287
Tasmania	2011	65-69	4	1602
Tasmania	2011	65-69	5	545
Tasmania	2011	65-69	6	372
Tasmania	2011	70-74		578
Tasmania	2011	70-74	0	821
Tasmania	2011	70-74	1	676
Tasmania	2011	70-74	2	2474
Tasmania	2011	70-74	3	2558
Tasmania	2011	70-74	4	1575
Tasmania	2011	70-74	5	717
Tasmania	2011	70-74	6	570
Tasmania	2011	75-79		567
Tasmania	2011	75-79	0	606
Tasmania	2011	75-79	1	518
Tasmania	2011	75-79	2	1671
Tasmania	2011	75-79	3	1841
Tasmania	2011	75-79	4	1346
Tasmania	2011	75-79	5	700
Tasmania	2011	75-79	6	584
Tasmania	2011	80-84		557
Tasmania	2011	80-84	0	553
Tasmania	2011	80-84	1	503
Tasmania	2011	80-84	2	1292
Tasmania	2011	80-84	3	1344
Tasmania	2011	80-84	4	968
Tasmania	2011	80-84	5	522
Tasmania	2011	80-84	6	594
Tasmania	2011	85+		855
Tasmania	2011	85+	0	660
Tasmania	2011	85+	1	690
Tasmania	2011	85+	2	1454
Tasmania	2011	85+	3	1329
Tasmania	2011	85+	4	828
Tasmania	2011	85+	5	427
Tasmania	2011	85+	6	492
Tasmania	2016	15-19		1721
Tasmania	2016	15-19	0	13107
Tasmania	2016	15-19	1	245
Tasmania	2016	15-19	2	30
Tasmania	2016	15-19	3	6
Tasmania	2016	15-19	4	4
Tasmania	2016	15-19	5	0
Tasmania	2016	15-19	6	9
Tasmania	2016	20-24		1209
Tasmania	2016	20-24	0	10923
Tasmania	2016	20-24	1	1567
Tasmania	2016	20-24	2	673
Tasmania	2016	20-24	3	156
Tasmania	2016	20-24	4	29
Tasmania	2016	20-24	5	4
Tasmania	2016	20-24	6	12
Tasmania	2016	25-29		1008
Tasmania	2016	25-29	0	7902
Tasmania	2016	25-29	1	2535
Tasmania	2016	25-29	2	2081
Tasmania	2016	25-29	3	768
Tasmania	2016	25-29	4	215
Tasmania	2016	25-29	5	68
Tasmania	2016	25-29	6	26
Tasmania	2016	30-34		942
Tasmania	2016	30-34	0	4417
Tasmania	2016	30-34	1	3022
Tasmania	2016	30-34	2	3973
Tasmania	2016	30-34	3	1834
Tasmania	2016	30-34	4	607
Tasmania	2016	30-34	5	184
Tasmania	2016	30-34	6	107
Tasmania	2016	35-39		871
Tasmania	2016	35-39	0	2705
Tasmania	2016	35-39	1	2375
Tasmania	2016	35-39	2	5016
Tasmania	2016	35-39	3	2409
Tasmania	2016	35-39	4	913
Tasmania	2016	35-39	5	305
Tasmania	2016	35-39	6	209
Tasmania	2016	40-44		955
Tasmania	2016	40-44	0	2541
Tasmania	2016	40-44	1	2257
Tasmania	2016	40-44	2	5826
Tasmania	2016	40-44	3	3049
Tasmania	2016	40-44	4	1098
Tasmania	2016	40-44	5	413
Tasmania	2016	40-44	6	277
Tasmania	2016	45-49		1005
Tasmania	2016	45-49	0	2614
Tasmania	2016	45-49	1	2405
Tasmania	2016	45-49	2	6360
Tasmania	2016	45-49	3	3493
Tasmania	2016	45-49	4	1270
Tasmania	2016	45-49	5	431
Tasmania	2016	45-49	6	275
Tasmania	2016	50-54		1160
Tasmania	2016	50-54	0	2618
Tasmania	2016	50-54	1	2208
Tasmania	2016	50-54	2	6471
Tasmania	2016	50-54	3	3683
Tasmania	2016	50-54	4	1347
Tasmania	2016	50-54	5	472
Tasmania	2016	50-54	6	326
Tasmania	2016	55-59		1279
Tasmania	2016	55-59	0	2657
Tasmania	2016	55-59	1	2104
Tasmania	2016	55-59	2	6570
Tasmania	2016	55-59	3	4227
Tasmania	2016	55-59	4	1665
Tasmania	2016	55-59	5	509
Tasmania	2016	55-59	6	296
Tasmania	2016	60-64		1231
Tasmania	2016	60-64	0	2139
Tasmania	2016	60-64	1	1834
Tasmania	2016	60-64	2	6118
Tasmania	2016	60-64	3	4058
Tasmania	2016	60-64	4	1655
Tasmania	2016	60-64	5	482
Tasmania	2016	60-64	6	274
Tasmania	2016	65-69		1299
Tasmania	2016	65-69	0	1766
Tasmania	2016	65-69	1	1524
Tasmania	2016	65-69	2	5731
Tasmania	2016	65-69	3	3989
Tasmania	2016	65-69	4	1645
Tasmania	2016	65-69	5	544
Tasmania	2016	65-69	6	282
Tasmania	2016	70-74		1048
Tasmania	2016	70-74	0	1158
Tasmania	2016	70-74	1	937
Tasmania	2016	70-74	2	3805
Tasmania	2016	70-74	3	3165
Tasmania	2016	70-74	4	1529
Tasmania	2016	70-74	5	547
Tasmania	2016	70-74	6	350
Tasmania	2016	75-79		872
Tasmania	2016	75-79	0	713
Tasmania	2016	75-79	1	576
Tasmania	2016	75-79	2	2174
Tasmania	2016	75-79	3	2341
Tasmania	2016	75-79	4	1453
Tasmania	2016	75-79	5	663
Tasmania	2016	75-79	6	484
Tasmania	2016	80-84		728
Tasmania	2016	80-84	0	456
Tasmania	2016	80-84	1	382
Tasmania	2016	80-84	2	1351
Tasmania	2016	80-84	3	1550
Tasmania	2016	80-84	4	1106
Tasmania	2016	80-84	5	601
Tasmania	2016	80-84	6	480
Tasmania	2016	85+		917
Tasmania	2016	85+	0	593
Tasmania	2016	85+	1	598
Tasmania	2016	85+	2	1532
Tasmania	2016	85+	3	1509
Tasmania	2016	85+	4	1083
Tasmania	2016	85+	5	583
Tasmania	2016	85+	6	603
Northern Territory	2006	15-19		1335
Northern Territory	2006	15-19	0	4911
Northern Territory	2006	15-19	1	459
Northern Territory	2006	15-19	2	88
Northern Territory	2006	15-19	3	17
Northern Territory	2006	15-19	4	5
Northern Territory	2006	15-19	5	3
Northern Territory	2006	15-19	6	5
Northern Territory	2006	20-24		1051
Northern Territory	2006	20-24	0	4292
Northern Territory	2006	20-24	1	1112
Northern Territory	2006	20-24	2	629
Northern Territory	2006	20-24	3	192
Northern Territory	2006	20-24	4	64
Northern Territory	2006	20-24	5	11
Northern Territory	2006	20-24	6	5
Northern Territory	2006	25-29		990
Northern Territory	2006	25-29	0	3546
Northern Territory	2006	25-29	1	1274
Northern Territory	2006	25-29	2	1185
Northern Territory	2006	25-29	3	600
Northern Territory	2006	25-29	4	224
Northern Territory	2006	25-29	5	82
Northern Territory	2006	25-29	6	40
Northern Territory	2006	30-34		988
Northern Territory	2006	30-34	0	2583
Northern Territory	2006	30-34	1	1354
Northern Territory	2006	30-34	2	1655
Northern Territory	2006	30-34	3	947
Northern Territory	2006	30-34	4	436
Northern Territory	2006	30-34	5	169
Northern Territory	2006	30-34	6	107
Northern Territory	2006	35-39		916
Northern Territory	2006	35-39	0	1575
Northern Territory	2006	35-39	1	1103
Northern Territory	2006	35-39	2	2122
Northern Territory	2006	35-39	3	1313
Northern Territory	2006	35-39	4	570
Northern Territory	2006	35-39	5	250
Northern Territory	2006	35-39	6	167
Northern Territory	2006	40-44		814
Northern Territory	2006	40-44	0	1282
Northern Territory	2006	40-44	1	842
Northern Territory	2006	40-44	2	2019
Northern Territory	2006	40-44	3	1328
Northern Territory	2006	40-44	4	543
Northern Territory	2006	40-44	5	193
Northern Territory	2006	40-44	6	188
Northern Territory	2006	45-49		763
Northern Territory	2006	45-49	0	1004
Northern Territory	2006	45-49	1	774
Northern Territory	2006	45-49	2	1922
Northern Territory	2006	45-49	3	1329
Northern Territory	2006	45-49	4	608
Northern Territory	2006	45-49	5	246
Northern Territory	2006	45-49	6	184
Northern Territory	2006	50-54		675
Northern Territory	2006	50-54	0	772
Northern Territory	2006	50-54	1	618
Northern Territory	2006	50-54	2	1784
Northern Territory	2006	50-54	3	1192
Northern Territory	2006	50-54	4	584
Northern Territory	2006	50-54	5	232
Northern Territory	2006	50-54	6	167
Northern Territory	2006	55-59		497
Northern Territory	2006	55-59	0	482
Northern Territory	2006	55-59	1	425
Northern Territory	2006	55-59	2	1355
Northern Territory	2006	55-59	3	1002
Northern Territory	2006	55-59	4	481
Northern Territory	2006	55-59	5	212
Northern Territory	2006	55-59	6	172
Northern Territory	2006	60-64		311
Northern Territory	2006	60-64	0	318
Northern Territory	2006	60-64	1	249
Northern Territory	2006	60-64	2	771
Northern Territory	2006	60-64	3	622
Northern Territory	2006	60-64	4	347
Northern Territory	2006	60-64	5	146
Northern Territory	2006	60-64	6	185
Northern Territory	2006	65-69		199
Northern Territory	2006	65-69	0	180
Northern Territory	2006	65-69	1	123
Northern Territory	2006	65-69	2	359
Northern Territory	2006	65-69	3	316
Northern Territory	2006	65-69	4	241
Northern Territory	2006	65-69	5	131
Northern Territory	2006	65-69	6	185
Northern Territory	2006	70-74		157
Northern Territory	2006	70-74	0	121
Northern Territory	2006	70-74	1	71
Northern Territory	2006	70-74	2	161
Northern Territory	2006	70-74	3	165
Northern Territory	2006	70-74	4	151
Northern Territory	2006	70-74	5	95
Northern Territory	2006	70-74	6	175
Northern Territory	2006	75-79		112
Northern Territory	2006	75-79	0	82
Northern Territory	2006	75-79	1	65
Northern Territory	2006	75-79	2	96
Northern Territory	2006	75-79	3	109
Northern Territory	2006	75-79	4	103
Northern Territory	2006	75-79	5	61
Northern Territory	2006	75-79	6	122
Northern Territory	2006	80-84		85
Northern Territory	2006	80-84	0	41
Northern Territory	2006	80-84	1	40
Northern Territory	2006	80-84	2	87
Northern Territory	2006	80-84	3	53
Northern Territory	2006	80-84	4	60
Northern Territory	2006	80-84	5	34
Northern Territory	2006	80-84	6	70
Northern Territory	2006	85+		59
Northern Territory	2006	85+	0	30
Northern Territory	2006	85+	1	60
Northern Territory	2006	85+	2	61
Northern Territory	2006	85+	3	60
Northern Territory	2006	85+	4	36
Northern Territory	2006	85+	5	33
Northern Territory	2006	85+	6	42
Northern Territory	2011	15-19		1139
Northern Territory	2011	15-19	0	5346
Northern Territory	2011	15-19	1	402
Northern Territory	2011	15-19	2	59
Northern Territory	2011	15-19	3	19
Northern Territory	2011	15-19	4	3
Northern Territory	2011	15-19	5	0
Northern Territory	2011	15-19	6	9
Northern Territory	2011	20-24		917
Northern Territory	2011	20-24	0	4785
Northern Territory	2011	20-24	1	1254
Northern Territory	2011	20-24	2	651
Northern Territory	2011	20-24	3	193
Northern Territory	2011	20-24	4	49
Northern Territory	2011	20-24	5	8
Northern Territory	2011	20-24	6	5
Northern Territory	2011	25-29		1050
Northern Territory	2011	25-29	0	4611
Northern Territory	2011	25-29	1	1543
Northern Territory	2011	25-29	2	1217
Northern Territory	2011	25-29	3	601
Northern Territory	2011	25-29	4	241
Northern Territory	2011	25-29	5	81
Northern Territory	2011	25-29	6	41
Northern Territory	2011	30-34		875
Northern Territory	2011	30-34	0	2777
Northern Territory	2011	30-34	1	1488
Northern Territory	2011	30-34	2	1816
Northern Territory	2011	30-34	3	945
Northern Territory	2011	30-34	4	453
Northern Territory	2011	30-34	5	168
Northern Territory	2011	30-34	6	95
Northern Territory	2011	35-39		906
Northern Territory	2011	35-39	0	1779
Northern Territory	2011	35-39	1	1224
Northern Territory	2011	35-39	2	2140
Northern Territory	2011	35-39	3	1195
Northern Territory	2011	35-39	4	602
Northern Territory	2011	35-39	5	264
Northern Territory	2011	35-39	6	177
Northern Territory	2011	40-44		886
Northern Territory	2011	40-44	0	1378
Northern Territory	2011	40-44	1	997
Northern Territory	2011	40-44	2	2264
Northern Territory	2011	40-44	3	1429
Northern Territory	2011	40-44	4	648
Northern Territory	2011	40-44	5	293
Northern Territory	2011	40-44	6	214
Northern Territory	2011	45-49		777
Northern Territory	2011	45-49	0	1242
Northern Territory	2011	45-49	1	828
Northern Territory	2011	45-49	2	1988
Northern Territory	2011	45-49	3	1331
Northern Territory	2011	45-49	4	594
Northern Territory	2011	45-49	5	244
Northern Territory	2011	45-49	6	188
Northern Territory	2011	50-54		656
Northern Territory	2011	50-54	0	952
Northern Territory	2011	50-54	1	748
Northern Territory	2011	50-54	2	1965
Northern Territory	2011	50-54	3	1327
Northern Territory	2011	50-54	4	642
Northern Territory	2011	50-54	5	259
Northern Territory	2011	50-54	6	189
Northern Territory	2011	55-59		550
Northern Territory	2011	55-59	0	683
Northern Territory	2011	55-59	1	584
Northern Territory	2011	55-59	2	1633
Northern Territory	2011	55-59	3	1161
Northern Territory	2011	55-59	4	573
Northern Territory	2011	55-59	5	218
Northern Territory	2011	55-59	6	145
Northern Territory	2011	60-64		409
Northern Territory	2011	60-64	0	454
Northern Territory	2011	60-64	1	390
Northern Territory	2011	60-64	2	1173
Northern Territory	2011	60-64	3	858
Northern Territory	2011	60-64	4	405
Northern Territory	2011	60-64	5	200
Northern Territory	2011	60-64	6	190
Northern Territory	2011	65-69		257
Northern Territory	2011	65-69	0	263
Northern Territory	2011	65-69	1	189
Northern Territory	2011	65-69	2	619
Northern Territory	2011	65-69	3	499
Northern Territory	2011	65-69	4	261
Northern Territory	2011	65-69	5	122
Northern Territory	2011	65-69	6	156
Northern Territory	2011	70-74		208
Northern Territory	2011	70-74	0	163
Northern Territory	2011	70-74	1	92
Northern Territory	2011	70-74	2	303
Northern Territory	2011	70-74	3	258
Northern Territory	2011	70-74	4	201
Northern Territory	2011	70-74	5	107
Northern Territory	2011	70-74	6	142
Northern Territory	2011	75-79		139
Northern Territory	2011	75-79	0	75
Northern Territory	2011	75-79	1	40
Northern Territory	2011	75-79	2	128
Northern Territory	2011	75-79	3	131
Northern Territory	2011	75-79	4	135
Northern Territory	2011	75-79	5	75
Northern Territory	2011	75-79	6	136
Northern Territory	2011	80-84		98
Northern Territory	2011	80-84	0	39
Northern Territory	2011	80-84	1	49
Northern Territory	2011	80-84	2	86
Northern Territory	2011	80-84	3	83
Northern Territory	2011	80-84	4	65
Northern Territory	2011	80-84	5	53
Northern Territory	2011	80-84	6	91
Northern Territory	2011	85+		102
Northern Territory	2011	85+	0	34
Northern Territory	2011	85+	1	42
Northern Territory	2011	85+	2	78
Northern Territory	2011	85+	3	53
Northern Territory	2011	85+	4	49
Northern Territory	2011	85+	5	24
Northern Territory	2011	85+	6	53
Northern Territory	2016	15-19		1558
Northern Territory	2016	15-19	0	4722
Northern Territory	2016	15-19	1	271
Northern Territory	2016	15-19	2	29
Northern Territory	2016	15-19	3	9
Northern Territory	2016	15-19	4	3
Northern Territory	2016	15-19	5	0
Northern Territory	2016	15-19	6	7
Northern Territory	2016	20-24		1392
Northern Territory	2016	20-24	0	4637
Northern Territory	2016	20-24	1	1098
Northern Territory	2016	20-24	2	532
Northern Territory	2016	20-24	3	106
Northern Territory	2016	20-24	4	21
Northern Territory	2016	20-24	5	4
Northern Territory	2016	20-24	6	10
Northern Territory	2016	25-29		1689
Northern Territory	2016	25-29	0	5302
Northern Territory	2016	25-29	1	1619
Northern Territory	2016	25-29	2	1225
Northern Territory	2016	25-29	3	527
Northern Territory	2016	25-29	4	146
Northern Territory	2016	25-29	5	42
Northern Territory	2016	25-29	6	21
Northern Territory	2016	30-34		1434
Northern Territory	2016	30-34	0	3432
Northern Territory	2016	30-34	1	1953
Northern Territory	2016	30-34	2	2043
Northern Territory	2016	30-34	3	985
Northern Territory	2016	30-34	4	388
Northern Territory	2016	30-34	5	152
Northern Territory	2016	30-34	6	76
Northern Territory	2016	35-39		1102
Northern Territory	2016	35-39	0	1790
Northern Territory	2016	35-39	1	1339
Northern Territory	2016	35-39	2	2327
Northern Territory	2016	35-39	3	1277
Northern Territory	2016	35-39	4	533
Northern Territory	2016	35-39	5	236
Northern Territory	2016	35-39	6	147
Northern Territory	2016	40-44		1055
Northern Territory	2016	40-44	0	1418
Northern Territory	2016	40-44	1	1047
Northern Territory	2016	40-44	2	2224
Northern Territory	2016	40-44	3	1260
Northern Territory	2016	40-44	4	620
Northern Territory	2016	40-44	5	218
