STE_NAME16	Year	Age	FOE	Sex	adults
Western Australia	2016	65-74	Agriculture environmental and related studies	M	1654
Western Australia	2016	65-74	Architecture and building	F	174
Western Australia	2016	65-74	Architecture and building	M	6143
Western Australia	2016	65-74	Creative arts	F	1230
Western Australia	2016	65-74	Creative arts	M	849
Western Australia	2016	65-74	Education	F	7329
Western Australia	2016	65-74	Education	M	2921
Western Australia	2016	65-74	Engineering and related technologies	F	799
Western Australia	2016	65-74	Engineering and related technologies	M	21638
Western Australia	2016	65-74	Field of study inadequately described	F	405
Western Australia	2016	65-74	Field of study inadequately described	M	649
Western Australia	2016	65-74	Field of study not stated	F	10051
Western Australia	2016	65-74	Field of study not stated	M	9964
Western Australia	2016	65-74	Food hospitality and personal services	F	2395
Western Australia	2016	65-74	Food hospitality and personal services	M	1549
Western Australia	2016	65-74	Health	F	8483
Western Australia	2016	65-74	Health	M	2241
Western Australia	2016	65-74	Information technology	F	223
Western Australia	2016	65-74	Information technology	M	470
Western Australia	2016	65-74	Management and commerce	F	8028
Western Australia	2016	65-74	Management and commerce	M	7191
Western Australia	2016	65-74	Mixed field programmes	F	289
Western Australia	2016	65-74	Mixed field programmes	M	193
Western Australia	2016	65-74	Natural and physical sciences	F	790
Western Australia	2016	65-74	Natural and physical sciences	M	2193
Western Australia	2016	65-74	Society and culture	F	5772
Western Australia	2016	65-74	Society and culture	M	3488
Western Australia	2016	75-84	Agriculture environmental and related studies	F	95
Western Australia	2016	75-84	Agriculture environmental and related studies	M	726
Western Australia	2016	75-84	Architecture and building	F	43
Western Australia	2016	75-84	Architecture and building	M	3328
Western Australia	2016	75-84	Creative arts	F	523
Western Australia	2016	75-84	Creative arts	M	309
Western Australia	2016	75-84	Education	F	2846
Western Australia	2016	75-84	Education	M	1223
Western Australia	2016	75-84	Engineering and related technologies	F	718
Western Australia	2016	75-84	Engineering and related technologies	M	9336
Western Australia	2016	75-84	Field of study inadequately described	F	204
Western Australia	2016	75-84	Field of study inadequately described	M	357
Western Australia	2016	75-84	Field of study not stated	F	9060
Western Australia	2016	75-84	Field of study not stated	M	6994
Western Australia	2016	75-84	Food hospitality and personal services	F	687
Western Australia	2016	75-84	Food hospitality and personal services	M	596
Western Australia	2016	75-84	Health	F	3918
Western Australia	2016	75-84	Health	M	969
Western Australia	2016	75-84	Information technology	F	44
Western Australia	2016	75-84	Information technology	M	63
Western Australia	2016	75-84	Management and commerce	F	3174
Western Australia	2016	75-84	Management and commerce	M	2448
Western Australia	2016	75-84	Mixed field programmes	F	251
Western Australia	2016	75-84	Mixed field programmes	M	166
Western Australia	2016	75-84	Natural and physical sciences	F	225
Western Australia	2016	75-84	Natural and physical sciences	M	677
Western Australia	2016	75-84	Society and culture	F	1495
Western Australia	2016	75-84	Society and culture	M	1172
Western Australia	2016	85+	Agriculture environmental and related studies	F	23
Western Australia	2016	85+	Agriculture environmental and related studies	M	184
Western Australia	2016	85+	Architecture and building	F	12
Western Australia	2016	85+	Architecture and building	M	808
Western Australia	2016	85+	Creative arts	F	176
Western Australia	2016	85+	Creative arts	M	89
Western Australia	2016	85+	Education	F	777
Western Australia	2016	85+	Education	M	311
Western Australia	2016	85+	Engineering and related technologies	F	331
Western Australia	2016	85+	Engineering and related technologies	M	2329
Western Australia	2016	85+	Field of study inadequately described	F	62
Western Australia	2016	85+	Field of study inadequately described	M	127
Western Australia	2016	85+	Field of study not stated	F	7057
Western Australia	2016	85+	Field of study not stated	M	3372
Western Australia	2016	85+	Food hospitality and personal services	F	285
Western Australia	2016	85+	Food hospitality and personal services	M	149
Western Australia	2016	85+	Health	F	1182
Western Australia	2016	85+	Health	M	322
Western Australia	2016	85+	Information technology	F	0
Western Australia	2016	85+	Information technology	M	8
Western Australia	2016	85+	Management and commerce	F	1115
Western Australia	2016	85+	Management and commerce	M	645
Western Australia	2016	85+	Mixed field programmes	F	86
Western Australia	2016	85+	Mixed field programmes	M	61
Western Australia	2016	85+	Natural and physical sciences	F	87
Western Australia	2016	85+	Natural and physical sciences	M	194
Western Australia	2016	85+	Society and culture	F	372
Western Australia	2016	85+	Society and culture	M	316
Tasmania	2006	15-19	Agriculture environmental and related studies	F	21
Tasmania	2006	15-19	Agriculture environmental and related studies	M	83
Tasmania	2006	15-19	Architecture and building	F	0
Tasmania	2006	15-19	Architecture and building	M	151
Tasmania	2006	15-19	Creative arts	F	34
Tasmania	2006	15-19	Creative arts	M	31
Tasmania	2006	15-19	Education	F	14
Tasmania	2006	15-19	Education	M	9
Tasmania	2006	15-19	Engineering and related technologies	F	15
Tasmania	2006	15-19	Engineering and related technologies	M	248
Tasmania	2006	15-19	Field of study inadequately described	F	9
Tasmania	2006	15-19	Field of study inadequately described	M	15
Tasmania	2006	15-19	Field of study not stated	F	1712
Tasmania	2006	15-19	Field of study not stated	M	2105
Tasmania	2006	15-19	Food hospitality and personal services	F	326
Tasmania	2006	15-19	Food hospitality and personal services	M	104
Tasmania	2006	15-19	Health	F	26
Tasmania	2006	15-19	Health	M	12
Tasmania	2006	15-19	Information technology	F	13
Tasmania	2006	15-19	Information technology	M	75
Tasmania	2006	15-19	Management and commerce	F	417
Tasmania	2006	15-19	Management and commerce	M	101
Tasmania	2006	15-19	Mixed field programmes	F	16
Tasmania	2006	15-19	Mixed field programmes	M	18
Tasmania	2006	15-19	Natural and physical sciences	F	0
Tasmania	2006	15-19	Natural and physical sciences	M	8
Tasmania	2006	15-19	Society and culture	F	171
Tasmania	2006	15-19	Society and culture	M	32
Tasmania	2006	20-24	Agriculture environmental and related studies	F	109
Tasmania	2006	20-24	Agriculture environmental and related studies	M	380
Tasmania	2006	20-24	Architecture and building	F	52
Tasmania	2006	20-24	Architecture and building	M	553
Tasmania	2006	20-24	Creative arts	F	272
Tasmania	2006	20-24	Creative arts	M	198
Tasmania	2006	20-24	Education	F	334
Tasmania	2006	20-24	Education	M	92
Tasmania	2006	20-24	Engineering and related technologies	F	121
Tasmania	2006	20-24	Engineering and related technologies	M	1366
Tasmania	2006	20-24	Field of study inadequately described	F	95
Tasmania	2006	20-24	Field of study inadequately described	M	81
Tasmania	2006	20-24	Field of study not stated	F	957
Tasmania	2006	20-24	Field of study not stated	M	1362
Tasmania	2006	20-24	Food hospitality and personal services	F	963
Tasmania	2006	20-24	Food hospitality and personal services	M	486
Tasmania	2006	20-24	Health	F	535
Tasmania	2006	20-24	Health	M	115
Tasmania	2006	20-24	Information technology	F	102
Tasmania	2006	20-24	Information technology	M	573
Tasmania	2006	20-24	Management and commerce	F	2054
Tasmania	2006	20-24	Management and commerce	M	704
Tasmania	2006	20-24	Mixed field programmes	F	8
Tasmania	2006	20-24	Mixed field programmes	M	8
Tasmania	2006	20-24	Natural and physical sciences	F	200
Tasmania	2006	20-24	Natural and physical sciences	M	137
Tasmania	2006	20-24	Society and culture	F	995
Tasmania	2006	20-24	Society and culture	M	281
Tasmania	2006	25-34	Agriculture environmental and related studies	F	453
Tasmania	2006	25-34	Agriculture environmental and related studies	M	988
Tasmania	2006	25-34	Architecture and building	F	116
Tasmania	2006	25-34	Architecture and building	M	1574
Tasmania	2006	25-34	Creative arts	F	606
Tasmania	2006	25-34	Creative arts	M	399
Tasmania	2006	25-34	Education	F	1488
Tasmania	2006	25-34	Education	M	486
Tasmania	2006	25-34	Engineering and related technologies	F	362
Tasmania	2006	25-34	Engineering and related technologies	M	4403
Tasmania	2006	25-34	Field of study inadequately described	F	191
Tasmania	2006	25-34	Field of study inadequately described	M	182
Tasmania	2006	25-34	Field of study not stated	F	1777
Tasmania	2006	25-34	Field of study not stated	M	2202
Tasmania	2006	25-34	Food hospitality and personal services	F	1595
Tasmania	2006	25-34	Food hospitality and personal services	M	999
Tasmania	2006	25-34	Health	F	1705
Tasmania	2006	25-34	Health	M	523
Tasmania	2006	25-34	Information technology	F	216
Tasmania	2006	25-34	Information technology	M	752
Tasmania	2006	25-34	Management and commerce	F	3571
Tasmania	2006	25-34	Management and commerce	M	1569
Tasmania	2006	25-34	Mixed field programmes	F	17
Tasmania	2006	25-34	Mixed field programmes	M	10
Tasmania	2006	25-34	Natural and physical sciences	F	570
Tasmania	2006	25-34	Natural and physical sciences	M	507
Tasmania	2006	25-34	Society and culture	F	2515
Tasmania	2006	25-34	Society and culture	M	834
Tasmania	2006	35-44	Agriculture environmental and related studies	F	385
Tasmania	2006	35-44	Agriculture environmental and related studies	M	1014
Tasmania	2006	35-44	Architecture and building	F	117
Tasmania	2006	35-44	Architecture and building	M	2312
Tasmania	2006	35-44	Creative arts	F	625
Tasmania	2006	35-44	Creative arts	M	379
Tasmania	2006	35-44	Education	F	1978
Tasmania	2006	35-44	Education	M	640
Tasmania	2006	35-44	Engineering and related technologies	F	390
Tasmania	2006	35-44	Engineering and related technologies	M	6020
Tasmania	2006	35-44	Field of study inadequately described	F	221
Tasmania	2006	35-44	Field of study inadequately described	M	233
Tasmania	2006	35-44	Field of study not stated	F	2407
Tasmania	2006	35-44	Field of study not stated	M	2707
Tasmania	2006	35-44	Food hospitality and personal services	F	1304
Tasmania	2006	35-44	Food hospitality and personal services	M	993
Tasmania	2006	35-44	Health	F	2784
Tasmania	2006	35-44	Health	M	734
Tasmania	2006	35-44	Information technology	F	177
Tasmania	2006	35-44	Information technology	M	492
Tasmania	2006	35-44	Management and commerce	F	3214
Tasmania	2006	35-44	Management and commerce	M	1926
Tasmania	2006	35-44	Mixed field programmes	F	19
Tasmania	2006	35-44	Mixed field programmes	M	6
Tasmania	2006	35-44	Natural and physical sciences	F	477
Tasmania	2006	35-44	Natural and physical sciences	M	639
Tasmania	2006	35-44	Society and culture	F	2838
Tasmania	2006	35-44	Society and culture	M	1066
Tasmania	2006	45-54	Agriculture environmental and related studies	F	222
Tasmania	2006	45-54	Agriculture environmental and related studies	M	755
Tasmania	2006	45-54	Architecture and building	F	90
Tasmania	2006	45-54	Architecture and building	M	2643
Tasmania	2006	45-54	Creative arts	F	522
Tasmania	2006	45-54	Creative arts	M	379
Tasmania	2006	45-54	Education	F	3099
Tasmania	2006	45-54	Education	M	1125
Tasmania	2006	45-54	Engineering and related technologies	F	348
Tasmania	2006	45-54	Engineering and related technologies	M	6252
Tasmania	2006	45-54	Field of study inadequately described	F	209
Tasmania	2006	45-54	Field of study inadequately described	M	254
Tasmania	2006	45-54	Field of study not stated	F	2372
Tasmania	2006	45-54	Field of study not stated	M	2902
Tasmania	2006	45-54	Food hospitality and personal services	F	848
Tasmania	2006	45-54	Food hospitality and personal services	M	696
Tasmania	2006	45-54	Health	F	3508
Tasmania	2006	45-54	Health	M	947
Tasmania	2006	45-54	Information technology	F	159
Tasmania	2006	45-54	Information technology	M	326
Tasmania	2006	45-54	Management and commerce	F	2731
Tasmania	2006	45-54	Management and commerce	M	2005
Tasmania	2006	45-54	Mixed field programmes	F	17
Tasmania	2006	45-54	Mixed field programmes	M	18
Tasmania	2006	45-54	Natural and physical sciences	F	346
Tasmania	2006	45-54	Natural and physical sciences	M	659
Tasmania	2006	45-54	Society and culture	F	2864
Tasmania	2006	45-54	Society and culture	M	1308
Tasmania	2006	55-64	Agriculture environmental and related studies	F	99
Tasmania	2006	55-64	Agriculture environmental and related studies	M	458
Tasmania	2006	55-64	Architecture and building	F	38
Tasmania	2006	55-64	Architecture and building	M	1845
Tasmania	2006	55-64	Creative arts	F	356
Tasmania	2006	55-64	Creative arts	M	346
Tasmania	2006	55-64	Education	F	2252
Tasmania	2006	55-64	Education	M	992
Tasmania	2006	55-64	Engineering and related technologies	F	244
Tasmania	2006	55-64	Engineering and related technologies	M	4813
Tasmania	2006	55-64	Field of study inadequately described	F	124
Tasmania	2006	55-64	Field of study inadequately described	M	219
Tasmania	2006	55-64	Field of study not stated	F	2622
Tasmania	2006	55-64	Field of study not stated	M	2666
Tasmania	2006	55-64	Food hospitality and personal services	F	591
Tasmania	2006	55-64	Food hospitality and personal services	M	481
Tasmania	2006	55-64	Health	F	2374
Tasmania	2006	55-64	Health	M	599
Tasmania	2006	55-64	Information technology	F	85
Tasmania	2006	55-64	Information technology	M	137
Tasmania	2006	55-64	Management and commerce	F	1514
Tasmania	2006	55-64	Management and commerce	M	1532
Tasmania	2006	55-64	Mixed field programmes	F	24
Tasmania	2006	55-64	Mixed field programmes	M	19
Tasmania	2006	55-64	Natural and physical sciences	F	211
Tasmania	2006	55-64	Natural and physical sciences	M	544
Tasmania	2006	55-64	Society and culture	F	1529
Tasmania	2006	55-64	Society and culture	M	981
Tasmania	2006	65-74	Agriculture environmental and related studies	F	33
Tasmania	2006	65-74	Agriculture environmental and related studies	M	226
Tasmania	2006	65-74	Architecture and building	F	5
Tasmania	2006	65-74	Architecture and building	M	1119
Tasmania	2006	65-74	Creative arts	F	176
Tasmania	2006	65-74	Creative arts	M	123
Tasmania	2006	65-74	Education	F	1317
Tasmania	2006	65-74	Education	M	443
Tasmania	2006	65-74	Engineering and related technologies	F	190
Tasmania	2006	65-74	Engineering and related technologies	M	2989
Tasmania	2006	65-74	Field of study inadequately described	F	39
Tasmania	2006	65-74	Field of study inadequately described	M	87
Tasmania	2006	65-74	Field of study not stated	F	3064
Tasmania	2006	65-74	Field of study not stated	M	2660
Tasmania	2006	65-74	Food hospitality and personal services	F	170
Tasmania	2006	65-74	Food hospitality and personal services	M	207
Tasmania	2006	65-74	Health	F	1209
Tasmania	2006	65-74	Health	M	345
Tasmania	2006	65-74	Information technology	F	22
Tasmania	2006	65-74	Information technology	M	25
Tasmania	2006	65-74	Management and commerce	F	610
Tasmania	2006	65-74	Management and commerce	M	622
Tasmania	2006	65-74	Mixed field programmes	F	20
Tasmania	2006	65-74	Mixed field programmes	M	9
Tasmania	2006	65-74	Natural and physical sciences	F	72
Tasmania	2006	65-74	Natural and physical sciences	M	220
Tasmania	2006	65-74	Society and culture	F	422
Tasmania	2006	65-74	Society and culture	M	414
Tasmania	2006	75-84	Agriculture environmental and related studies	F	19
Tasmania	2006	75-84	Agriculture environmental and related studies	M	130
Tasmania	2006	75-84	Architecture and building	F	3
Tasmania	2006	75-84	Architecture and building	M	533
Tasmania	2006	75-84	Creative arts	F	103
Tasmania	2006	75-84	Creative arts	M	54
Tasmania	2006	75-84	Education	F	536
Tasmania	2006	75-84	Education	M	182
Tasmania	2006	75-84	Engineering and related technologies	F	114
Tasmania	2006	75-84	Engineering and related technologies	M	1537
Tasmania	2006	75-84	Field of study inadequately described	F	34
Tasmania	2006	75-84	Field of study inadequately described	M	59
Tasmania	2006	75-84	Field of study not stated	F	3650
Tasmania	2006	75-84	Field of study not stated	M	2492
Tasmania	2006	75-84	Food hospitality and personal services	F	89
Tasmania	2006	75-84	Food hospitality and personal services	M	66
Tasmania	2006	75-84	Health	F	598
Tasmania	2006	75-84	Health	M	188
Tasmania	2006	75-84	Information technology	F	3
Tasmania	2006	75-84	Information technology	M	6
Tasmania	2006	75-84	Management and commerce	F	450
Tasmania	2006	75-84	Management and commerce	M	343
Tasmania	2006	75-84	Mixed field programmes	F	11
Tasmania	2006	75-84	Mixed field programmes	M	8
Tasmania	2006	75-84	Natural and physical sciences	F	37
Tasmania	2006	75-84	Natural and physical sciences	M	115
Tasmania	2006	75-84	Society and culture	F	169
Tasmania	2006	75-84	Society and culture	M	175
Tasmania	2006	85+	Agriculture environmental and related studies	F	0
Tasmania	2006	85+	Agriculture environmental and related studies	M	27
Tasmania	2006	85+	Architecture and building	F	3
Tasmania	2006	85+	Architecture and building	M	99
Tasmania	2006	85+	Creative arts	F	33
Tasmania	2006	85+	Creative arts	M	15
Tasmania	2006	85+	Education	F	182
Tasmania	2006	85+	Education	M	38
Tasmania	2006	85+	Engineering and related technologies	F	31
Tasmania	2006	85+	Engineering and related technologies	M	281
Tasmania	2006	85+	Field of study inadequately described	F	8
Tasmania	2006	85+	Field of study inadequately described	M	4
Tasmania	2006	85+	Field of study not stated	F	1736
Tasmania	2006	85+	Field of study not stated	M	789
Tasmania	2006	85+	Food hospitality and personal services	F	33
Tasmania	2006	85+	Food hospitality and personal services	M	21
Tasmania	2006	85+	Health	F	178
Tasmania	2006	85+	Health	M	46
Tasmania	2006	85+	Information technology	F	0
Tasmania	2006	85+	Information technology	M	0
Tasmania	2006	85+	Management and commerce	F	105
Tasmania	2006	85+	Management and commerce	M	74
Tasmania	2006	85+	Mixed field programmes	F	4
Tasmania	2006	85+	Mixed field programmes	M	3
Tasmania	2006	85+	Natural and physical sciences	F	10
Tasmania	2006	85+	Natural and physical sciences	M	19
Tasmania	2006	85+	Society and culture	F	33
Tasmania	2006	85+	Society and culture	M	32
Tasmania	2011	15-19	Agriculture environmental and related studies	F	32
Tasmania	2011	15-19	Agriculture environmental and related studies	M	81
Tasmania	2011	15-19	Architecture and building	F	10
Tasmania	2011	15-19	Architecture and building	M	227
Tasmania	2011	15-19	Creative arts	F	45
Tasmania	2011	15-19	Creative arts	M	27
Tasmania	2011	15-19	Education	F	12
Tasmania	2011	15-19	Education	M	5
Tasmania	2011	15-19	Engineering and related technologies	F	27
Tasmania	2011	15-19	Engineering and related technologies	M	303
Tasmania	2011	15-19	Field of study inadequately described	F	9
Tasmania	2011	15-19	Field of study inadequately described	M	21
Tasmania	2011	15-19	Field of study not stated	F	1418
Tasmania	2011	15-19	Field of study not stated	M	1598
Tasmania	2011	15-19	Food hospitality and personal services	F	393
Tasmania	2011	15-19	Food hospitality and personal services	M	139
Tasmania	2011	15-19	Health	F	43
Tasmania	2011	15-19	Health	M	9
Tasmania	2011	15-19	Information technology	F	12
Tasmania	2011	15-19	Information technology	M	87
Tasmania	2011	15-19	Management and commerce	F	434
Tasmania	2011	15-19	Management and commerce	M	106
Tasmania	2011	15-19	Mixed field programmes	F	8
Tasmania	2011	15-19	Mixed field programmes	M	12
Tasmania	2011	15-19	Natural and physical sciences	F	3
Tasmania	2011	15-19	Natural and physical sciences	M	5
Tasmania	2011	15-19	Society and culture	F	287
Tasmania	2011	15-19	Society and culture	M	44
Tasmania	2011	20-24	Agriculture environmental and related studies	F	118
Tasmania	2011	20-24	Agriculture environmental and related studies	M	309
Tasmania	2011	20-24	Architecture and building	F	70
Tasmania	2011	20-24	Architecture and building	M	1172
Tasmania	2011	20-24	Creative arts	F	267
Tasmania	2011	20-24	Creative arts	M	212
Tasmania	2011	20-24	Education	F	255
Tasmania	2011	20-24	Education	M	72
Tasmania	2011	20-24	Engineering and related technologies	F	91
Tasmania	2011	20-24	Engineering and related technologies	M	1705
Tasmania	2011	20-24	Field of study inadequately described	F	74
Tasmania	2011	20-24	Field of study inadequately described	M	56
Tasmania	2011	20-24	Field of study not stated	F	801
Tasmania	2011	20-24	Field of study not stated	M	1161
Tasmania	2011	20-24	Food hospitality and personal services	F	1184
Tasmania	2011	20-24	Food hospitality and personal services	M	461
Tasmania	2011	20-24	Health	F	754
Tasmania	2011	20-24	Health	M	156
Tasmania	2011	20-24	Information technology	F	51
Tasmania	2011	20-24	Information technology	M	402
Tasmania	2011	20-24	Management and commerce	F	1787
Tasmania	2011	20-24	Management and commerce	M	633
Tasmania	2011	20-24	Mixed field programmes	F	17
Tasmania	2011	20-24	Mixed field programmes	M	14
Tasmania	2011	20-24	Natural and physical sciences	F	165
Tasmania	2011	20-24	Natural and physical sciences	M	133
Tasmania	2011	20-24	Society and culture	F	1172
Tasmania	2011	20-24	Society and culture	M	358
Tasmania	2011	25-34	Agriculture environmental and related studies	F	426
Tasmania	2011	25-34	Agriculture environmental and related studies	M	979
Tasmania	2011	25-34	Architecture and building	F	163
Tasmania	2011	25-34	Architecture and building	M	1893
Tasmania	2011	25-34	Creative arts	F	762
Tasmania	2011	25-34	Creative arts	M	503
Tasmania	2011	25-34	Education	F	1730
Tasmania	2011	25-34	Education	M	572
Tasmania	2011	25-34	Engineering and related technologies	F	354
Tasmania	2011	25-34	Engineering and related technologies	M	4389
Tasmania	2011	25-34	Field of study inadequately described	F	202
Tasmania	2011	25-34	Field of study inadequately described	M	220
Tasmania	2011	25-34	Field of study not stated	F	1477
Tasmania	2011	25-34	Field of study not stated	M	1935
Tasmania	2011	25-34	Food hospitality and personal services	F	1871
Tasmania	2011	25-34	Food hospitality and personal services	M	1146
Tasmania	2011	25-34	Health	F	2299
Tasmania	2011	25-34	Health	M	663
Tasmania	2011	25-34	Information technology	F	238
Tasmania	2011	25-34	Information technology	M	1130
Tasmania	2011	25-34	Management and commerce	F	4696
Tasmania	2011	25-34	Management and commerce	M	2040
Tasmania	2011	25-34	Mixed field programmes	F	17
Tasmania	2011	25-34	Mixed field programmes	M	7
Tasmania	2011	25-34	Natural and physical sciences	F	624
Tasmania	2011	25-34	Natural and physical sciences	M	509
Tasmania	2011	25-34	Society and culture	F	3244
Tasmania	2011	25-34	Society and culture	M	1052
Tasmania	2011	35-44	Agriculture environmental and related studies	F	478
Tasmania	2011	35-44	Agriculture environmental and related studies	M	1116
Tasmania	2011	35-44	Architecture and building	F	175
Tasmania	2011	35-44	Architecture and building	M	2367
Tasmania	2011	35-44	Creative arts	F	767
Tasmania	2011	35-44	Creative arts	M	481
Tasmania	2011	35-44	Education	F	2123
Tasmania	2011	35-44	Education	M	674
Tasmania	2011	35-44	Engineering and related technologies	F	435
Tasmania	2011	35-44	Engineering and related technologies	M	5726
Tasmania	2011	35-44	Field of study inadequately described	F	243
Tasmania	2011	35-44	Field of study inadequately described	M	254
Tasmania	2011	35-44	Field of study not stated	F	1869
Tasmania	2011	35-44	Field of study not stated	M	2219
Tasmania	2011	35-44	Food hospitality and personal services	F	1689
Tasmania	2011	35-44	Food hospitality and personal services	M	1059
Tasmania	2011	35-44	Health	F	2786
Tasmania	2011	35-44	Health	M	852
Tasmania	2011	35-44	Information technology	F	206
Tasmania	2011	35-44	Information technology	M	634
Tasmania	2011	35-44	Management and commerce	F	4144
Tasmania	2011	35-44	Management and commerce	M	2241
Tasmania	2011	35-44	Mixed field programmes	F	8
Tasmania	2011	35-44	Mixed field programmes	M	8
Tasmania	2011	35-44	Natural and physical sciences	F	654
Tasmania	2011	35-44	Natural and physical sciences	M	707
Tasmania	2011	35-44	Society and culture	F	3743
Tasmania	2011	35-44	Society and culture	M	1285
Tasmania	2011	45-54	Agriculture environmental and related studies	F	355
Tasmania	2011	45-54	Agriculture environmental and related studies	M	1009
Tasmania	2011	45-54	Architecture and building	F	116
Tasmania	2011	45-54	Architecture and building	M	2798
Tasmania	2011	45-54	Creative arts	F	667
Tasmania	2011	45-54	Creative arts	M	402
Tasmania	2011	45-54	Education	F	2794
Tasmania	2011	45-54	Education	M	943
Tasmania	2011	45-54	Engineering and related technologies	F	413
Tasmania	2011	45-54	Engineering and related technologies	M	6621
Tasmania	2011	45-54	Field of study inadequately described	F	229
Tasmania	2011	45-54	Field of study inadequately described	M	264
Tasmania	2011	45-54	Field of study not stated	F	2089
Tasmania	2011	45-54	Field of study not stated	M	2492
Tasmania	2011	45-54	Food hospitality and personal services	F	1052
Tasmania	2011	45-54	Food hospitality and personal services	M	834
Tasmania	2011	45-54	Health	F	3781
Tasmania	2011	45-54	Health	M	1004
Tasmania	2011	45-54	Information technology	F	181
Tasmania	2011	45-54	Information technology	M	463
Tasmania	2011	45-54	Management and commerce	F	3688
Tasmania	2011	45-54	Management and commerce	M	2281
Tasmania	2011	45-54	Mixed field programmes	F	16
Tasmania	2011	45-54	Mixed field programmes	M	14
Tasmania	2011	45-54	Natural and physical sciences	F	465
Tasmania	2011	45-54	Natural and physical sciences	M	697
Tasmania	2011	45-54	Society and culture	F	3642
Tasmania	2011	45-54	Society and culture	M	1339
Tasmania	2011	55-64	Agriculture environmental and related studies	F	148
Tasmania	2011	55-64	Agriculture environmental and related studies	M	632
Tasmania	2011	55-64	Architecture and building	F	59
Tasmania	2011	55-64	Architecture and building	M	2151
Tasmania	2011	55-64	Creative arts	F	517
Tasmania	2011	55-64	Creative arts	M	427
Tasmania	2011	55-64	Education	F	2898
Tasmania	2011	55-64	Education	M	1227
Tasmania	2011	55-64	Engineering and related technologies	F	275
Tasmania	2011	55-64	Engineering and related technologies	M	5773
Tasmania	2011	55-64	Field of study inadequately described	F	196
Tasmania	2011	55-64	Field of study inadequately described	M	266
Tasmania	2011	55-64	Field of study not stated	F	2395
Tasmania	2011	55-64	Field of study not stated	M	2576
Tasmania	2011	55-64	Food hospitality and personal services	F	750
Tasmania	2011	55-64	Food hospitality and personal services	M	598
Tasmania	2011	55-64	Health	F	3312
Tasmania	2011	55-64	Health	M	864
Tasmania	2011	55-64	Information technology	F	115
Tasmania	2011	55-64	Information technology	M	226
Tasmania	2011	55-64	Management and commerce	F	2416
Tasmania	2011	55-64	Management and commerce	M	2051
Tasmania	2011	55-64	Mixed field programmes	F	15
Tasmania	2011	55-64	Mixed field programmes	M	13
Tasmania	2011	55-64	Natural and physical sciences	F	318
Tasmania	2011	55-64	Natural and physical sciences	M	679
Tasmania	2011	55-64	Society and culture	F	2647
Tasmania	2011	55-64	Society and culture	M	1407
Tasmania	2011	65-74	Agriculture environmental and related studies	F	50
Tasmania	2011	65-74	Agriculture environmental and related studies	M	317
Tasmania	2011	65-74	Architecture and building	F	24
Tasmania	2011	65-74	Architecture and building	M	1413
Tasmania	2011	65-74	Creative arts	F	279
Tasmania	2011	65-74	Creative arts	M	211
Tasmania	2011	65-74	Education	F	1701
Tasmania	2011	65-74	Education	M	647
Tasmania	2011	65-74	Engineering and related technologies	F	190
Tasmania	2011	65-74	Engineering and related technologies	M	3863
Tasmania	2011	65-74	Field of study inadequately described	F	92
Tasmania	2011	65-74	Field of study inadequately described	M	151
Tasmania	2011	65-74	Field of study not stated	F	2782
Tasmania	2011	65-74	Field of study not stated	M	2485
Tasmania	2011	65-74	Food hospitality and personal services	F	344
Tasmania	2011	65-74	Food hospitality and personal services	M	325
Tasmania	2011	65-74	Health	F	1660
Tasmania	2011	65-74	Health	M	438
Tasmania	2011	65-74	Information technology	F	29
Tasmania	2011	65-74	Information technology	M	53
Tasmania	2011	65-74	Management and commerce	F	938
Tasmania	2011	65-74	Management and commerce	M	943
Tasmania	2011	65-74	Mixed field programmes	F	21
Tasmania	2011	65-74	Mixed field programmes	M	11
Tasmania	2011	65-74	Natural and physical sciences	F	108
Tasmania	2011	65-74	Natural and physical sciences	M	374
Tasmania	2011	65-74	Society and culture	F	810
Tasmania	2011	65-74	Society and culture	M	649
Tasmania	2011	75-84	Agriculture environmental and related studies	F	16
Tasmania	2011	75-84	Agriculture environmental and related studies	M	160
Tasmania	2011	75-84	Architecture and building	F	3
Tasmania	2011	75-84	Architecture and building	M	691
Tasmania	2011	75-84	Creative arts	F	123
Tasmania	2011	75-84	Creative arts	M	83
Tasmania	2011	75-84	Education	F	725
Tasmania	2011	75-84	Education	M	240
Tasmania	2011	75-84	Engineering and related technologies	F	138
Tasmania	2011	75-84	Engineering and related technologies	M	1808
Tasmania	2011	75-84	Field of study inadequately described	F	30
Tasmania	2011	75-84	Field of study inadequately described	M	73
Tasmania	2011	75-84	Field of study not stated	F	2853
Tasmania	2011	75-84	Field of study not stated	M	2059
Tasmania	2011	75-84	Food hospitality and personal services	F	118
Tasmania	2011	75-84	Food hospitality and personal services	M	87
Tasmania	2011	75-84	Health	F	736
Tasmania	2011	75-84	Health	M	202
Tasmania	2011	75-84	Information technology	F	8
Tasmania	2011	75-84	Information technology	M	3
Tasmania	2011	75-84	Management and commerce	F	442
Tasmania	2011	75-84	Management and commerce	M	386
Tasmania	2011	75-84	Mixed field programmes	F	10
Tasmania	2011	75-84	Mixed field programmes	M	6
Tasmania	2011	75-84	Natural and physical sciences	F	49
Tasmania	2011	75-84	Natural and physical sciences	M	146
Tasmania	2011	75-84	Society and culture	F	239
Tasmania	2011	75-84	Society and culture	M	213
Tasmania	2011	85+	Agriculture environmental and related studies	F	7
Tasmania	2011	85+	Agriculture environmental and related studies	M	37
