SA3_NAME16	Year	IndustryOfEmployment	workers
Strathpine	2011	Manufacturing	2028
Strathpine	2011	Mining	165
Strathpine	2011	Other services	770
Strathpine	2011	Professional scientific and technical services	980
Strathpine	2011	Public administration and safety	1450
Strathpine	2011	Rental hiring and real estate services	219
Strathpine	2011	Retail trade	2069
Strathpine	2011	Transport postal and warehousing	1203
Strathpine	2011	Wholesale trade	764
Strathpine	2016		820
Strathpine	2016	Accommodation and food services	1062
Strathpine	2016	Administrative and support services	642
Strathpine	2016	Agriculture forestry and fishing	51
Strathpine	2016	Arts and recreation services	232
Strathpine	2016	Construction	1628
Strathpine	2016	Education and training	1322
Strathpine	2016	Electricity gas water and waste services	223
Strathpine	2016	Financial and insurance services	472
Strathpine	2016	Health care and social assistance	2323
Strathpine	2016	Information media and telecommunications	206
Strathpine	2016	Manufacturing	1291
Strathpine	2016	Mining	152
Strathpine	2016	Other services	836
Strathpine	2016	Professional scientific and technical services	907
Strathpine	2016	Public administration and safety	1355
Strathpine	2016	Rental hiring and real estate services	236
Strathpine	2016	Retail trade	2015
Strathpine	2016	Transport postal and warehousing	1132
Strathpine	2016	Wholesale trade	560
Far North	2006		650
Far North	2006	Accommodation and food services	588
Far North	2006	Administrative and support services	192
Far North	2006	Agriculture forestry and fishing	1246
Far North	2006	Arts and recreation services	73
Far North	2006	Construction	570
Far North	2006	Education and training	801
Far North	2006	Electricity gas water and waste services	77
Far North	2006	Financial and insurance services	41
Far North	2006	Health care and social assistance	1065
Far North	2006	Information media and telecommunications	53
Far North	2006	Manufacturing	801
Far North	2006	Mining	288
Far North	2006	Other services	168
Far North	2006	Professional scientific and technical services	104
Far North	2006	Public administration and safety	3973
Far North	2006	Rental hiring and real estate services	73
Far North	2006	Retail trade	615
Far North	2006	Transport postal and warehousing	345
Far North	2006	Wholesale trade	99
Far North	2011		439
Far North	2011	Accommodation and food services	610
Far North	2011	Administrative and support services	379
Far North	2011	Agriculture forestry and fishing	1124
Far North	2011	Arts and recreation services	188
Far North	2011	Construction	672
Far North	2011	Education and training	1140
Far North	2011	Electricity gas water and waste services	89
Far North	2011	Financial and insurance services	51
Far North	2011	Health care and social assistance	1380
Far North	2011	Information media and telecommunications	37
Far North	2011	Manufacturing	344
Far North	2011	Mining	889
Far North	2011	Other services	764
Far North	2011	Professional scientific and technical services	148
Far North	2011	Public administration and safety	2008
Far North	2011	Rental hiring and real estate services	66
Far North	2011	Retail trade	621
Far North	2011	Transport postal and warehousing	381
Far North	2011	Wholesale trade	94
Far North	2016		454
Far North	2016	Accommodation and food services	587
Far North	2016	Administrative and support services	271
Far North	2016	Agriculture forestry and fishing	1174
Far North	2016	Arts and recreation services	136
Far North	2016	Construction	754
Far North	2016	Education and training	1216
Far North	2016	Electricity gas water and waste services	89
Far North	2016	Financial and insurance services	45
Far North	2016	Health care and social assistance	1343
Far North	2016	Information media and telecommunications	26
Far North	2016	Manufacturing	269
Far North	2016	Mining	1102
Far North	2016	Other services	593
Far North	2016	Professional scientific and technical services	155
Far North	2016	Public administration and safety	1656
Far North	2016	Rental hiring and real estate services	64
Far North	2016	Retail trade	664
Far North	2016	Transport postal and warehousing	350
Far North	2016	Wholesale trade	64
Outback - North	2006		493
Outback - North	2006	Accommodation and food services	809
Outback - North	2006	Administrative and support services	317
Outback - North	2006	Agriculture forestry and fishing	1472
Outback - North	2006	Arts and recreation services	72
Outback - North	2006	Construction	839
Outback - North	2006	Education and training	1083
Outback - North	2006	Electricity gas water and waste services	155
Outback - North	2006	Financial and insurance services	134
Outback - North	2006	Health care and social assistance	1208
Outback - North	2006	Information media and telecommunications	95
Outback - North	2006	Manufacturing	674
Outback - North	2006	Mining	2889
Outback - North	2006	Other services	386
Outback - North	2006	Professional scientific and technical services	167
Outback - North	2006	Public administration and safety	1292
Outback - North	2006	Rental hiring and real estate services	172
Outback - North	2006	Retail trade	1164
Outback - North	2006	Transport postal and warehousing	783
Outback - North	2006	Wholesale trade	376
Outback - North	2011		408
Outback - North	2011	Accommodation and food services	791
Outback - North	2011	Administrative and support services	401
Outback - North	2011	Agriculture forestry and fishing	1392
Outback - North	2011	Arts and recreation services	64
Outback - North	2011	Construction	931
Outback - North	2011	Education and training	1046
Outback - North	2011	Electricity gas water and waste services	168
Outback - North	2011	Financial and insurance services	125
Outback - North	2011	Health care and social assistance	1291
Outback - North	2011	Information media and telecommunications	82
Outback - North	2011	Manufacturing	641
Outback - North	2011	Mining	3860
Outback - North	2011	Other services	544
Outback - North	2011	Professional scientific and technical services	276
Outback - North	2011	Public administration and safety	1221
Outback - North	2011	Rental hiring and real estate services	180
Outback - North	2011	Retail trade	1159
Outback - North	2011	Transport postal and warehousing	828
Outback - North	2011	Wholesale trade	351
Outback - North	2016		505
Outback - North	2016	Accommodation and food services	710
Outback - North	2016	Administrative and support services	429
Outback - North	2016	Agriculture forestry and fishing	1107
Outback - North	2016	Arts and recreation services	71
Outback - North	2016	Construction	669
Outback - North	2016	Education and training	1155
Outback - North	2016	Electricity gas water and waste services	141
Outback - North	2016	Financial and insurance services	101
Outback - North	2016	Health care and social assistance	1332
Outback - North	2016	Information media and telecommunications	69
Outback - North	2016	Manufacturing	325
Outback - North	2016	Mining	3231
Outback - North	2016	Other services	543
Outback - North	2016	Professional scientific and technical services	203
Outback - North	2016	Public administration and safety	1250
Outback - North	2016	Rental hiring and real estate services	139
Outback - North	2016	Retail trade	1023
Outback - North	2016	Transport postal and warehousing	639
Outback - North	2016	Wholesale trade	236
Outback - South	2006		307
Outback - South	2006	Accommodation and food services	512
Outback - South	2006	Administrative and support services	122
Outback - South	2006	Agriculture forestry and fishing	2799
Outback - South	2006	Arts and recreation services	78
Outback - South	2006	Construction	489
Outback - South	2006	Education and training	747
Outback - South	2006	Electricity gas water and waste services	81
Outback - South	2006	Financial and insurance services	95
Outback - South	2006	Health care and social assistance	959
Outback - South	2006	Information media and telecommunications	54
Outback - South	2006	Manufacturing	392
Outback - South	2006	Mining	89
Outback - South	2006	Other services	235
Outback - South	2006	Professional scientific and technical services	188
Outback - South	2006	Public administration and safety	1236
Outback - South	2006	Rental hiring and real estate services	42
Outback - South	2006	Retail trade	869
Outback - South	2006	Transport postal and warehousing	463
Outback - South	2006	Wholesale trade	259
Outback - South	2011		300
Outback - South	2011	Accommodation and food services	530
Outback - South	2011	Administrative and support services	120
Outback - South	2011	Agriculture forestry and fishing	2613
Outback - South	2011	Arts and recreation services	89
Outback - South	2011	Construction	795
Outback - South	2011	Education and training	737
Outback - South	2011	Electricity gas water and waste services	98
Outback - South	2011	Financial and insurance services	91
Outback - South	2011	Health care and social assistance	1009
Outback - South	2011	Information media and telecommunications	57
Outback - South	2011	Manufacturing	332
Outback - South	2011	Mining	160
Outback - South	2011	Other services	248
Outback - South	2011	Professional scientific and technical services	174
Outback - South	2011	Public administration and safety	1166
Outback - South	2011	Rental hiring and real estate services	56
Outback - South	2011	Retail trade	873
Outback - South	2011	Transport postal and warehousing	479
Outback - South	2011	Wholesale trade	264
Outback - South	2016		365
Outback - South	2016	Accommodation and food services	490
Outback - South	2016	Administrative and support services	176
Outback - South	2016	Agriculture forestry and fishing	2196
Outback - South	2016	Arts and recreation services	111
Outback - South	2016	Construction	551
Outback - South	2016	Education and training	741
Outback - South	2016	Electricity gas water and waste services	94
Outback - South	2016	Financial and insurance services	69
Outback - South	2016	Health care and social assistance	901
Outback - South	2016	Information media and telecommunications	49
Outback - South	2016	Manufacturing	246
Outback - South	2016	Mining	89
Outback - South	2016	Other services	247
Outback - South	2016	Professional scientific and technical services	186
Outback - South	2016	Public administration and safety	1057
Outback - South	2016	Rental hiring and real estate services	50
Outback - South	2016	Retail trade	690
Outback - South	2016	Transport postal and warehousing	408
Outback - South	2016	Wholesale trade	182
Buderim	2006		408
Buderim	2006	Accommodation and food services	1373
Buderim	2006	Administrative and support services	514
Buderim	2006	Agriculture forestry and fishing	161
Buderim	2006	Arts and recreation services	248
Buderim	2006	Construction	2154
Buderim	2006	Education and training	1675
Buderim	2006	Electricity gas water and waste services	118
Buderim	2006	Financial and insurance services	639
Buderim	2006	Health care and social assistance	2081
Buderim	2006	Information media and telecommunications	347
Buderim	2006	Manufacturing	1194
Buderim	2006	Mining	92
Buderim	2006	Other services	770
Buderim	2006	Professional scientific and technical services	1065
Buderim	2006	Public administration and safety	799
Buderim	2006	Rental hiring and real estate services	529
Buderim	2006	Retail trade	2753
Buderim	2006	Transport postal and warehousing	569
Buderim	2006	Wholesale trade	621
Buderim	2011		438
Buderim	2011	Accommodation and food services	1592
Buderim	2011	Administrative and support services	724
Buderim	2011	Agriculture forestry and fishing	144
Buderim	2011	Arts and recreation services	290
Buderim	2011	Construction	2235
Buderim	2011	Education and training	1953
Buderim	2011	Electricity gas water and waste services	193
Buderim	2011	Financial and insurance services	761
Buderim	2011	Health care and social assistance	2891
Buderim	2011	Information media and telecommunications	313
Buderim	2011	Manufacturing	1238
Buderim	2011	Mining	295
Buderim	2011	Other services	862
Buderim	2011	Professional scientific and technical services	1374
Buderim	2011	Public administration and safety	956
Buderim	2011	Rental hiring and real estate services	514
Buderim	2011	Retail trade	2819
Buderim	2011	Transport postal and warehousing	666
Buderim	2011	Wholesale trade	659
Buderim	2016		997
Buderim	2016	Accommodation and food services	2036
Buderim	2016	Administrative and support services	905
Buderim	2016	Agriculture forestry and fishing	208
Buderim	2016	Arts and recreation services	437
Buderim	2016	Construction	2620
Buderim	2016	Education and training	2561
Buderim	2016	Electricity gas water and waste services	208
Buderim	2016	Financial and insurance services	844
Buderim	2016	Health care and social assistance	3845
Buderim	2016	Information media and telecommunications	307
Buderim	2016	Manufacturing	1064
Buderim	2016	Mining	356
Buderim	2016	Other services	972
Buderim	2016	Professional scientific and technical services	1548
Buderim	2016	Public administration and safety	1047
Buderim	2016	Rental hiring and real estate services	588
Buderim	2016	Retail trade	2892
Buderim	2016	Transport postal and warehousing	726
Buderim	2016	Wholesale trade	534
Caloundra	2006		647
Caloundra	2006	Accommodation and food services	2129
Caloundra	2006	Administrative and support services	775
Caloundra	2006	Agriculture forestry and fishing	325
Caloundra	2006	Arts and recreation services	441
Caloundra	2006	Construction	3487
Caloundra	2006	Education and training	1823
Caloundra	2006	Electricity gas water and waste services	162
Caloundra	2006	Financial and insurance services	775
Caloundra	2006	Health care and social assistance	2684
Caloundra	2006	Information media and telecommunications	322
Caloundra	2006	Manufacturing	2037
Caloundra	2006	Mining	132
Caloundra	2006	Other services	982
Caloundra	2006	Professional scientific and technical services	1129
Caloundra	2006	Public administration and safety	1309
Caloundra	2006	Rental hiring and real estate services	746
Caloundra	2006	Retail trade	3729
Caloundra	2006	Transport postal and warehousing	962
Caloundra	2006	Wholesale trade	791
Caloundra	2011		654
Caloundra	2011	Accommodation and food services	2477
Caloundra	2011	Administrative and support services	959
Caloundra	2011	Agriculture forestry and fishing	226
Caloundra	2011	Arts and recreation services	508
Caloundra	2011	Construction	3673
Caloundra	2011	Education and training	2380
Caloundra	2011	Electricity gas water and waste services	321
Caloundra	2011	Financial and insurance services	882
Caloundra	2011	Health care and social assistance	3855
Caloundra	2011	Information media and telecommunications	301
Caloundra	2011	Manufacturing	2067
Caloundra	2011	Mining	367
Caloundra	2011	Other services	1134
Caloundra	2011	Professional scientific and technical services	1678
Caloundra	2011	Public administration and safety	1437
Caloundra	2011	Rental hiring and real estate services	748
Caloundra	2011	Retail trade	3872
Caloundra	2011	Transport postal and warehousing	1149
Caloundra	2011	Wholesale trade	903
Caloundra	2016		1468
Caloundra	2016	Accommodation and food services	2889
Caloundra	2016	Administrative and support services	1296
Caloundra	2016	Agriculture forestry and fishing	299
Caloundra	2016	Arts and recreation services	625
Caloundra	2016	Construction	4475
Caloundra	2016	Education and training	2941
Caloundra	2016	Electricity gas water and waste services	347
Caloundra	2016	Financial and insurance services	1102
Caloundra	2016	Health care and social assistance	5057
Caloundra	2016	Information media and telecommunications	293
Caloundra	2016	Manufacturing	1686
Caloundra	2016	Mining	507
Caloundra	2016	Other services	1353
Caloundra	2016	Professional scientific and technical services	1779
Caloundra	2016	Public administration and safety	1585
Caloundra	2016	Rental hiring and real estate services	801
Caloundra	2016	Retail trade	3929
Caloundra	2016	Transport postal and warehousing	1120
Caloundra	2016	Wholesale trade	676
Maroochy	2006		504
Maroochy	2006	Accommodation and food services	2731
Maroochy	2006	Administrative and support services	786
Maroochy	2006	Agriculture forestry and fishing	189
Maroochy	2006	Arts and recreation services	321
Maroochy	2006	Construction	2991
Maroochy	2006	Education and training	1444
Maroochy	2006	Electricity gas water and waste services	110
Maroochy	2006	Financial and insurance services	652
Maroochy	2006	Health care and social assistance	2196
Maroochy	2006	Information media and telecommunications	373
Maroochy	2006	Manufacturing	1470
Maroochy	2006	Mining	96
Maroochy	2006	Other services	869
Maroochy	2006	Professional scientific and technical services	1103
Maroochy	2006	Public administration and safety	947
Maroochy	2006	Rental hiring and real estate services	715
Maroochy	2006	Retail trade	3124
Maroochy	2006	Transport postal and warehousing	769
Maroochy	2006	Wholesale trade	657
Maroochy	2011		518
Maroochy	2011	Accommodation and food services	2918
Maroochy	2011	Administrative and support services	873
Maroochy	2011	Agriculture forestry and fishing	145
Maroochy	2011	Arts and recreation services	340
Maroochy	2011	Construction	2746
Maroochy	2011	Education and training	1788
Maroochy	2011	Electricity gas water and waste services	223
Maroochy	2011	Financial and insurance services	711
Maroochy	2011	Health care and social assistance	3083
Maroochy	2011	Information media and telecommunications	351
Maroochy	2011	Manufacturing	1479
Maroochy	2011	Mining	287
Maroochy	2011	Other services	894
Maroochy	2011	Professional scientific and technical services	1483
Maroochy	2011	Public administration and safety	936
Maroochy	2011	Rental hiring and real estate services	646
Maroochy	2011	Retail trade	2974
Maroochy	2011	Transport postal and warehousing	887
Maroochy	2011	Wholesale trade	681
Maroochy	2016		1100
Maroochy	2016	Accommodation and food services	2857
Maroochy	2016	Administrative and support services	1074
Maroochy	2016	Agriculture forestry and fishing	217
Maroochy	2016	Arts and recreation services	475
Maroochy	2016	Construction	3153
Maroochy	2016	Education and training	2208
Maroochy	2016	Electricity gas water and waste services	231
Maroochy	2016	Financial and insurance services	750
Maroochy	2016	Health care and social assistance	3930
Maroochy	2016	Information media and telecommunications	341
Maroochy	2016	Manufacturing	1082
Maroochy	2016	Mining	304
Maroochy	2016	Other services	1015
Maroochy	2016	Professional scientific and technical services	1577
Maroochy	2016	Public administration and safety	998
Maroochy	2016	Rental hiring and real estate services	694
Maroochy	2016	Retail trade	2757
Maroochy	2016	Transport postal and warehousing	893
Maroochy	2016	Wholesale trade	518
Noosa	2006		357
Noosa	2006	Accommodation and food services	2047
Noosa	2006	Administrative and support services	496
Noosa	2006	Agriculture forestry and fishing	104
Noosa	2006	Arts and recreation services	183
Noosa	2006	Construction	1605
Noosa	2006	Education and training	902
Noosa	2006	Electricity gas water and waste services	64
Noosa	2006	Financial and insurance services	364
Noosa	2006	Health care and social assistance	1294
Noosa	2006	Information media and telecommunications	185
Noosa	2006	Manufacturing	711
Noosa	2006	Mining	59
Noosa	2006	Other services	467
Noosa	2006	Professional scientific and technical services	812
Noosa	2006	Public administration and safety	454
Noosa	2006	Rental hiring and real estate services	544
Noosa	2006	Retail trade	1921
Noosa	2006	Transport postal and warehousing	386
Noosa	2006	Wholesale trade	430
Noosa	2011		375
Noosa	2011	Accommodation and food services	2173
Noosa	2011	Administrative and support services	649
Noosa	2011	Agriculture forestry and fishing	94
Noosa	2011	Arts and recreation services	228
Noosa	2011	Construction	1553
Noosa	2011	Education and training	1112
Noosa	2011	Electricity gas water and waste services	95
Noosa	2011	Financial and insurance services	389
Noosa	2011	Health care and social assistance	1752
Noosa	2011	Information media and telecommunications	207
Noosa	2011	Manufacturing	743
Noosa	2011	Mining	198
Noosa	2011	Other services	529
Noosa	2011	Professional scientific and technical services	1033
Noosa	2011	Public administration and safety	563
Noosa	2011	Rental hiring and real estate services	493
Noosa	2011	Retail trade	2069
Noosa	2011	Transport postal and warehousing	456
Noosa	2011	Wholesale trade	489
Noosa	2016		775
Noosa	2016	Accommodation and food services	2365
Noosa	2016	Administrative and support services	779
Noosa	2016	Agriculture forestry and fishing	112
Noosa	2016	Arts and recreation services	343
Noosa	2016	Construction	1780
Noosa	2016	Education and training	1472
Noosa	2016	Electricity gas water and waste services	113
Noosa	2016	Financial and insurance services	436
Noosa	2016	Health care and social assistance	2200
Noosa	2016	Information media and telecommunications	183
Noosa	2016	Manufacturing	619
Noosa	2016	Mining	187
Noosa	2016	Other services	690
Noosa	2016	Professional scientific and technical services	1111
Noosa	2016	Public administration and safety	603
Noosa	2016	Rental hiring and real estate services	622
Noosa	2016	Retail trade	2040
Noosa	2016	Transport postal and warehousing	489
Noosa	2016	Wholesale trade	385
Sunshine Coast Hinterland	2006		554
Sunshine Coast Hinterland	2006	Accommodation and food services	1203
Sunshine Coast Hinterland	2006	Administrative and support services	517
Sunshine Coast Hinterland	2006	Agriculture forestry and fishing	1343
Sunshine Coast Hinterland	2006	Arts and recreation services	371
Sunshine Coast Hinterland	2006	Construction	2150
Sunshine Coast Hinterland	2006	Education and training	1392
Sunshine Coast Hinterland	2006	Electricity gas water and waste services	128
Sunshine Coast Hinterland	2006	Financial and insurance services	304
Sunshine Coast Hinterland	2006	Health care and social assistance	1924
Sunshine Coast Hinterland	2006	Information media and telecommunications	213
Sunshine Coast Hinterland	2006	Manufacturing	1396
Sunshine Coast Hinterland	2006	Mining	134
Sunshine Coast Hinterland	2006	Other services	697
Sunshine Coast Hinterland	2006	Professional scientific and technical services	816
Sunshine Coast Hinterland	2006	Public administration and safety	831
Sunshine Coast Hinterland	2006	Rental hiring and real estate services	369
Sunshine Coast Hinterland	2006	Retail trade	2213
Sunshine Coast Hinterland	2006	Transport postal and warehousing	676
Sunshine Coast Hinterland	2006	Wholesale trade	648
Sunshine Coast Hinterland	2011		539
Sunshine Coast Hinterland	2011	Accommodation and food services	1325
Sunshine Coast Hinterland	2011	Administrative and support services	563
Sunshine Coast Hinterland	2011	Agriculture forestry and fishing	1112
Sunshine Coast Hinterland	2011	Arts and recreation services	410
Sunshine Coast Hinterland	2011	Construction	2437
Sunshine Coast Hinterland	2011	Education and training	1678
Sunshine Coast Hinterland	2011	Electricity gas water and waste services	259
Sunshine Coast Hinterland	2011	Financial and insurance services	389
Sunshine Coast Hinterland	2011	Health care and social assistance	2576
Sunshine Coast Hinterland	2011	Information media and telecommunications	205
Sunshine Coast Hinterland	2011	Manufacturing	1376
Sunshine Coast Hinterland	2011	Mining	308
Sunshine Coast Hinterland	2011	Other services	775
Sunshine Coast Hinterland	2011	Professional scientific and technical services	1102
Sunshine Coast Hinterland	2011	Public administration and safety	923
Sunshine Coast Hinterland	2011	Rental hiring and real estate services	351
Sunshine Coast Hinterland	2011	Retail trade	2375
Sunshine Coast Hinterland	2011	Transport postal and warehousing	819
Sunshine Coast Hinterland	2011	Wholesale trade	686
Sunshine Coast Hinterland	2016		1101
Sunshine Coast Hinterland	2016	Accommodation and food services	1452
Sunshine Coast Hinterland	2016	Administrative and support services	789
Sunshine Coast Hinterland	2016	Agriculture forestry and fishing	1112
Sunshine Coast Hinterland	2016	Arts and recreation services	456
Sunshine Coast Hinterland	2016	Construction	2673
Sunshine Coast Hinterland	2016	Education and training	1941
Sunshine Coast Hinterland	2016	Electricity gas water and waste services	253
Sunshine Coast Hinterland	2016	Financial and insurance services	364
Sunshine Coast Hinterland	2016	Health care and social assistance	2927
Sunshine Coast Hinterland	2016	Information media and telecommunications	198
Sunshine Coast Hinterland	2016	Manufacturing	1173
Sunshine Coast Hinterland	2016	Mining	374
Sunshine Coast Hinterland	2016	Other services	856
Sunshine Coast Hinterland	2016	Professional scientific and technical services	1141
Sunshine Coast Hinterland	2016	Public administration and safety	910
Sunshine Coast Hinterland	2016	Rental hiring and real estate services	402
Sunshine Coast Hinterland	2016	Retail trade	2099
Sunshine Coast Hinterland	2016	Transport postal and warehousing	835
Sunshine Coast Hinterland	2016	Wholesale trade	463
Nambour	2006		406
Nambour	2006	Accommodation and food services	1015
Nambour	2006	Administrative and support services	482
Nambour	2006	Agriculture forestry and fishing	485
Nambour	2006	Arts and recreation services	164
Nambour	2006	Construction	1824
Nambour	2006	Education and training	1165
Nambour	2006	Electricity gas water and waste services	103
Nambour	2006	Financial and insurance services	274
Nambour	2006	Health care and social assistance	2023
Nambour	2006	Information media and telecommunications	147
Nambour	2006	Manufacturing	1317
Nambour	2006	Mining	87
Nambour	2006	Other services	643
Nambour	2006	Professional scientific and technical services	642
Nambour	2006	Public administration and safety	700
Nambour	2006	Rental hiring and real estate services	296
Nambour	2006	Retail trade	1933
Nambour	2006	Transport postal and warehousing	579
Nambour	2006	Wholesale trade	565
Nambour	2011		388
Nambour	2011	Accommodation and food services	1090
Nambour	2011	Administrative and support services	521
Nambour	2011	Agriculture forestry and fishing	351
Nambour	2011	Arts and recreation services	185
Nambour	2011	Construction	1995
Nambour	2011	Education and training	1347
Nambour	2011	Electricity gas water and waste services	167
Nambour	2011	Financial and insurance services	308
Nambour	2011	Health care and social assistance	2699
Nambour	2011	Information media and telecommunications	189
Nambour	2011	Manufacturing	1337
Nambour	2011	Mining	194
Nambour	2011	Other services	696
Nambour	2011	Professional scientific and technical services	804
Nambour	2011	Public administration and safety	778
Nambour	2011	Rental hiring and real estate services	242
Nambour	2011	Retail trade	1962
Nambour	2011	Transport postal and warehousing	737
Nambour	2011	Wholesale trade	600
Nambour	2016		866
Nambour	2016	Accommodation and food services	1282
Nambour	2016	Administrative and support services	737
Nambour	2016	Agriculture forestry and fishing	426
Nambour	2016	Arts and recreation services	310
Nambour	2016	Construction	2283
Nambour	2016	Education and training	1529
Nambour	2016	Electricity gas water and waste services	177
Nambour	2016	Financial and insurance services	365
Nambour	2016	Health care and social assistance	3030
Nambour	2016	Information media and telecommunications	206
Nambour	2016	Manufacturing	1104
Nambour	2016	Mining	252
Nambour	2016	Other services	757
Nambour	2016	Professional scientific and technical services	902
Nambour	2016	Public administration and safety	775
Nambour	2016	Rental hiring and real estate services	318
Nambour	2016	Retail trade	1993
Nambour	2016	Transport postal and warehousing	717
Nambour	2016	Wholesale trade	432
Noosa Hinterland	2006		211
Noosa Hinterland	2006	Accommodation and food services	630
Noosa Hinterland	2006	Administrative and support services	275
Noosa Hinterland	2006	Agriculture forestry and fishing	351
Noosa Hinterland	2006	Arts and recreation services	109
Noosa Hinterland	2006	Construction	1071
Noosa Hinterland	2006	Education and training	597
Noosa Hinterland	2006	Electricity gas water and waste services	56
Noosa Hinterland	2006	Financial and insurance services	156
Noosa Hinterland	2006	Health care and social assistance	917
Noosa Hinterland	2006	Information media and telecommunications	77
Noosa Hinterland	2006	Manufacturing	607
Noosa Hinterland	2006	Mining	60
Noosa Hinterland	2006	Other services	292
Noosa Hinterland	2006	Professional scientific and technical services	432
Noosa Hinterland	2006	Public administration and safety	309
Noosa Hinterland	2006	Rental hiring and real estate services	220
Noosa Hinterland	2006	Retail trade	1039
Noosa Hinterland	2006	Transport postal and warehousing	270
Noosa Hinterland	2006	Wholesale trade	257
Noosa Hinterland	2011		229
Noosa Hinterland	2011	Accommodation and food services	649
Noosa Hinterland	2011	Administrative and support services	338
Noosa Hinterland	2011	Agriculture forestry and fishing	268
Noosa Hinterland	2011	Arts and recreation services	116
Noosa Hinterland	2011	Construction	991
Noosa Hinterland	2011	Education and training	698
Noosa Hinterland	2011	Electricity gas water and waste services	79
Noosa Hinterland	2011	Financial and insurance services	151
Noosa Hinterland	2011	Health care and social assistance	1150
Noosa Hinterland	2011	Information media and telecommunications	98
Noosa Hinterland	2011	Manufacturing	600
Noosa Hinterland	2011	Mining	174
Noosa Hinterland	2011	Other services	341
Noosa Hinterland	2011	Professional scientific and technical services	551
Noosa Hinterland	2011	Public administration and safety	369
Noosa Hinterland	2011	Rental hiring and real estate services	199
Noosa Hinterland	2011	Retail trade	1061
Noosa Hinterland	2011	Transport postal and warehousing	289
Noosa Hinterland	2011	Wholesale trade	260
Noosa Hinterland	2016		481
Noosa Hinterland	2016	Accommodation and food services	733
Noosa Hinterland	2016	Administrative and support services	416
Noosa Hinterland	2016	Agriculture forestry and fishing	267
Noosa Hinterland	2016	Arts and recreation services	158
Noosa Hinterland	2016	Construction	1146
Noosa Hinterland	2016	Education and training	813
Noosa Hinterland	2016	Electricity gas water and waste services	75
Noosa Hinterland	2016	Financial and insurance services	155
Noosa Hinterland	2016	Health care and social assistance	1295
Noosa Hinterland	2016	Information media and telecommunications	91
Noosa Hinterland	2016	Manufacturing	426
Noosa Hinterland	2016	Mining	181
Noosa Hinterland	2016	Other services	390
Noosa Hinterland	2016	Professional scientific and technical services	557
Noosa Hinterland	2016	Public administration and safety	372
Noosa Hinterland	2016	Rental hiring and real estate services	166
Noosa Hinterland	2016	Retail trade	1018
Noosa Hinterland	2016	Transport postal and warehousing	327
Noosa Hinterland	2016	Wholesale trade	207
Toowoomba	2006		1185
Toowoomba	2006	Accommodation and food services	3349
Toowoomba	2006	Administrative and support services	1267
Toowoomba	2006	Agriculture forestry and fishing	2411
Toowoomba	2006	Arts and recreation services	542
Toowoomba	2006	Construction	4497
Toowoomba	2006	Education and training	5986
Toowoomba	2006	Electricity gas water and waste services	561
Toowoomba	2006	Financial and insurance services	1898
Toowoomba	2006	Health care and social assistance	7319
Toowoomba	2006	Information media and telecommunications	687
Toowoomba	2006	Manufacturing	6726
Toowoomba	2006	Mining	378
Toowoomba	2006	Other services	2486
Toowoomba	2006	Professional scientific and technical services	2314
Toowoomba	2006	Public administration and safety	4182
Toowoomba	2006	Rental hiring and real estate services	927
Toowoomba	2006	Retail trade	7278
Toowoomba	2006	Transport postal and warehousing	2628
Toowoomba	2006	Wholesale trade	2328
Toowoomba	2011		1272
Toowoomba	2011	Accommodation and food services	3911
Toowoomba	2011	Administrative and support services	1534
Toowoomba	2011	Agriculture forestry and fishing	2433
Toowoomba	2011	Arts and recreation services	604
Toowoomba	2011	Construction	5148
Toowoomba	2011	Education and training	6639
Toowoomba	2011	Electricity gas water and waste services	678
Toowoomba	2011	Financial and insurance services	1917
Toowoomba	2011	Health care and social assistance	8929
Toowoomba	2011	Information media and telecommunications	668
Toowoomba	2011	Manufacturing	5788
Toowoomba	2011	Mining	1033
Toowoomba	2011	Other services	2620
Toowoomba	2011	Professional scientific and technical services	2903
Toowoomba	2011	Public administration and safety	4344
Toowoomba	2011	Rental hiring and real estate services	866
Toowoomba	2011	Retail trade	7336
Toowoomba	2011	Transport postal and warehousing	2989
Toowoomba	2011	Wholesale trade	2530
Toowoomba	2016		2310
Toowoomba	2016	Accommodation and food services	4206
Toowoomba	2016	Administrative and support services	1736
Toowoomba	2016	Agriculture forestry and fishing	2965
Toowoomba	2016	Arts and recreation services	651
Toowoomba	2016	Construction	5735
Toowoomba	2016	Education and training	7615
Toowoomba	2016	Electricity gas water and waste services	741
Toowoomba	2016	Financial and insurance services	1836
Toowoomba	2016	Health care and social assistance	10028
Toowoomba	2016	Information media and telecommunications	516
Toowoomba	2016	Manufacturing	4313
Toowoomba	2016	Mining	1065
Toowoomba	2016	Other services	2807
Toowoomba	2016	Professional scientific and technical services	3101
Toowoomba	2016	Public administration and safety	4432
Toowoomba	2016	Rental hiring and real estate services	1022
Toowoomba	2016	Retail trade	6531
Toowoomba	2016	Transport postal and warehousing	2803
Toowoomba	2016	Wholesale trade	1979
Charters Towers - Ayr - Ingham	2006		570
Charters Towers - Ayr - Ingham	2006	Accommodation and food services	1010
Charters Towers - Ayr - Ingham	2006	Administrative and support services	321
Charters Towers - Ayr - Ingham	2006	Agriculture forestry and fishing	3301
Charters Towers - Ayr - Ingham	2006	Arts and recreation services	82
Charters Towers - Ayr - Ingham	2006	Construction	933
