SA3_NAME16	Year	NonSchoolQualification	Sex	persons
Springwood - Kingston	2006	Certificate III and IV Level	F	2226
Springwood - Kingston	2006	Certificate III and IV Level	M	5984
Springwood - Kingston	2006	Advanced Diploma and Diploma	F	1817
Springwood - Kingston	2006	Advanced Diploma and Diploma	M	1365
Springwood - Kingston	2006	Bachelor	F	2336
Springwood - Kingston	2006	Bachelor	M	1625
Springwood - Kingston	2006	Graduate Diploma and Graduate Certificate	F	218
Springwood - Kingston	2006	Graduate Diploma and Graduate Certificate	M	144
Springwood - Kingston	2006	Postgraduate	F	246
Springwood - Kingston	2006	Postgraduate	M	327
Springwood - Kingston	2011		F	27534
Springwood - Kingston	2011		M	25484
Springwood - Kingston	2011	Certificate nfd	F	566
Springwood - Kingston	2011	Certificate nfd	M	326
Springwood - Kingston	2011	Certificate I and II Level	F	681
Springwood - Kingston	2011	Certificate I and II Level	M	402
Springwood - Kingston	2011	Certificate III and IV Level	F	3035
Springwood - Kingston	2011	Certificate III and IV Level	M	6502
Springwood - Kingston	2011	Advanced Diploma and Diploma	F	2252
Springwood - Kingston	2011	Advanced Diploma and Diploma	M	1713
Springwood - Kingston	2011	Bachelor	F	3081
Springwood - Kingston	2011	Bachelor	M	2166
Springwood - Kingston	2011	Graduate Diploma and Graduate Certificate	F	362
Springwood - Kingston	2011	Graduate Diploma and Graduate Certificate	M	193
Springwood - Kingston	2011	Postgraduate	F	490
Springwood - Kingston	2011	Postgraduate	M	568
Springwood - Kingston	2016		F	26066
Springwood - Kingston	2016		M	24853
Springwood - Kingston	2016	Certificate nfd	F	675
Springwood - Kingston	2016	Certificate nfd	M	447
Springwood - Kingston	2016	Certificate I and II Level	F	538
Springwood - Kingston	2016	Certificate I and II Level	M	362
Springwood - Kingston	2016	Certificate III and IV Level	F	3642
Springwood - Kingston	2016	Certificate III and IV Level	M	6757
Springwood - Kingston	2016	Advanced Diploma and Diploma	F	2929
Springwood - Kingston	2016	Advanced Diploma and Diploma	M	2144
Springwood - Kingston	2016	Bachelor	F	3691
Springwood - Kingston	2016	Bachelor	M	2694
Springwood - Kingston	2016	Graduate Diploma and Graduate Certificate	F	505
Springwood - Kingston	2016	Graduate Diploma and Graduate Certificate	M	263
Springwood - Kingston	2016	Postgraduate	F	858
Springwood - Kingston	2016	Postgraduate	M	847
Bowen Basin - North	2006		F	11918
Bowen Basin - North	2006		M	12769
Bowen Basin - North	2006	Certificate nfd	F	159
Bowen Basin - North	2006	Certificate nfd	M	110
Bowen Basin - North	2006	Certificate I and II Level	F	192
Bowen Basin - North	2006	Certificate I and II Level	M	93
Bowen Basin - North	2006	Certificate III and IV Level	F	883
Bowen Basin - North	2006	Certificate III and IV Level	M	3416
Bowen Basin - North	2006	Advanced Diploma and Diploma	F	567
Bowen Basin - North	2006	Advanced Diploma and Diploma	M	344
Bowen Basin - North	2006	Bachelor	F	858
Bowen Basin - North	2006	Bachelor	M	596
Bowen Basin - North	2006	Graduate Diploma and Graduate Certificate	F	82
Bowen Basin - North	2006	Graduate Diploma and Graduate Certificate	M	65
Bowen Basin - North	2006	Postgraduate	F	59
Bowen Basin - North	2006	Postgraduate	M	84
Bowen Basin - North	2011		F	12137
Bowen Basin - North	2011		M	13450
Bowen Basin - North	2011	Certificate nfd	F	195
Bowen Basin - North	2011	Certificate nfd	M	113
Bowen Basin - North	2011	Certificate I and II Level	F	220
Bowen Basin - North	2011	Certificate I and II Level	M	93
Bowen Basin - North	2011	Certificate III and IV Level	F	1375
Bowen Basin - North	2011	Certificate III and IV Level	M	4316
Bowen Basin - North	2011	Advanced Diploma and Diploma	F	742
Bowen Basin - North	2011	Advanced Diploma and Diploma	M	492
Bowen Basin - North	2011	Bachelor	F	1198
Bowen Basin - North	2011	Bachelor	M	734
Bowen Basin - North	2011	Graduate Diploma and Graduate Certificate	F	121
Bowen Basin - North	2011	Graduate Diploma and Graduate Certificate	M	67
Bowen Basin - North	2011	Postgraduate	F	101
Bowen Basin - North	2011	Postgraduate	M	124
Bowen Basin - North	2016		F	11221
Bowen Basin - North	2016		M	12154
Bowen Basin - North	2016	Certificate nfd	F	250
Bowen Basin - North	2016	Certificate nfd	M	175
Bowen Basin - North	2016	Certificate I and II Level	F	256
Bowen Basin - North	2016	Certificate I and II Level	M	139
Bowen Basin - North	2016	Certificate III and IV Level	F	1605
Bowen Basin - North	2016	Certificate III and IV Level	M	4023
Bowen Basin - North	2016	Advanced Diploma and Diploma	F	780
Bowen Basin - North	2016	Advanced Diploma and Diploma	M	525
Bowen Basin - North	2016	Bachelor	F	1201
Bowen Basin - North	2016	Bachelor	M	691
Bowen Basin - North	2016	Graduate Diploma and Graduate Certificate	F	144
Bowen Basin - North	2016	Graduate Diploma and Graduate Certificate	M	83
Bowen Basin - North	2016	Postgraduate	F	121
Bowen Basin - North	2016	Postgraduate	M	127
Mackay	2006		F	39210
Mackay	2006		M	35339
Mackay	2006	Certificate nfd	F	672
Mackay	2006	Certificate nfd	M	308
Mackay	2006	Certificate I and II Level	F	678
Mackay	2006	Certificate I and II Level	M	291
Mackay	2006	Certificate III and IV Level	F	3053
Mackay	2006	Certificate III and IV Level	M	11699
Mackay	2006	Advanced Diploma and Diploma	F	2154
Mackay	2006	Advanced Diploma and Diploma	M	1458
Mackay	2006	Bachelor	F	3157
Mackay	2006	Bachelor	M	1882
Mackay	2006	Graduate Diploma and Graduate Certificate	F	371
Mackay	2006	Graduate Diploma and Graduate Certificate	M	210
Mackay	2006	Postgraduate	F	242
Mackay	2006	Postgraduate	M	297
Mackay	2011		F	40113
Mackay	2011		M	37419
Mackay	2011	Certificate nfd	F	784
Mackay	2011	Certificate nfd	M	358
Mackay	2011	Certificate I and II Level	F	848
Mackay	2011	Certificate I and II Level	M	351
Mackay	2011	Certificate III and IV Level	F	4619
Mackay	2011	Certificate III and IV Level	M	15174
Mackay	2011	Advanced Diploma and Diploma	F	2971
Mackay	2011	Advanced Diploma and Diploma	M	1882
Mackay	2011	Bachelor	F	4241
Mackay	2011	Bachelor	M	2353
Mackay	2011	Graduate Diploma and Graduate Certificate	F	522
Mackay	2011	Graduate Diploma and Graduate Certificate	M	270
Mackay	2011	Postgraduate	F	464
Mackay	2011	Postgraduate	M	431
Mackay	2016		F	39036
Mackay	2016		M	36089
Mackay	2016	Certificate nfd	F	972
Mackay	2016	Certificate nfd	M	568
Mackay	2016	Certificate I and II Level	F	788
Mackay	2016	Certificate I and II Level	M	369
Mackay	2016	Certificate III and IV Level	F	6040
Mackay	2016	Certificate III and IV Level	M	15648
Mackay	2016	Advanced Diploma and Diploma	F	3516
Mackay	2016	Advanced Diploma and Diploma	M	2253
Mackay	2016	Bachelor	F	5018
Mackay	2016	Bachelor	M	2483
Mackay	2016	Graduate Diploma and Graduate Certificate	F	721
Mackay	2016	Graduate Diploma and Graduate Certificate	M	328
Mackay	2016	Postgraduate	F	622
Mackay	2016	Postgraduate	M	518
Whitsunday	2006		F	5739
Whitsunday	2006		M	5831
Whitsunday	2006	Certificate nfd	F	149
Whitsunday	2006	Certificate nfd	M	79
Whitsunday	2006	Certificate I and II Level	F	140
Whitsunday	2006	Certificate I and II Level	M	114
Whitsunday	2006	Certificate III and IV Level	F	696
Whitsunday	2006	Certificate III and IV Level	M	2152
Whitsunday	2006	Advanced Diploma and Diploma	F	504
Whitsunday	2006	Advanced Diploma and Diploma	M	399
Whitsunday	2006	Bachelor	F	598
Whitsunday	2006	Bachelor	M	359
Whitsunday	2006	Graduate Diploma and Graduate Certificate	F	81
Whitsunday	2006	Graduate Diploma and Graduate Certificate	M	24
Whitsunday	2006	Postgraduate	F	41
Whitsunday	2006	Postgraduate	M	51
Whitsunday	2011		F	6104
Whitsunday	2011		M	6021
Whitsunday	2011	Certificate nfd	F	147
Whitsunday	2011	Certificate nfd	M	90
Whitsunday	2011	Certificate I and II Level	F	155
Whitsunday	2011	Certificate I and II Level	M	124
Whitsunday	2011	Certificate III and IV Level	F	886
Whitsunday	2011	Certificate III and IV Level	M	2495
Whitsunday	2011	Advanced Diploma and Diploma	F	662
Whitsunday	2011	Advanced Diploma and Diploma	M	486
Whitsunday	2011	Bachelor	F	719
Whitsunday	2011	Bachelor	M	364
Whitsunday	2011	Graduate Diploma and Graduate Certificate	F	82
Whitsunday	2011	Graduate Diploma and Graduate Certificate	M	33
Whitsunday	2011	Postgraduate	F	75
Whitsunday	2011	Postgraduate	M	90
Whitsunday	2016		F	6646
Whitsunday	2016		M	6536
Whitsunday	2016	Certificate nfd	F	214
Whitsunday	2016	Certificate nfd	M	147
Whitsunday	2016	Certificate I and II Level	F	157
Whitsunday	2016	Certificate I and II Level	M	116
Whitsunday	2016	Certificate III and IV Level	F	1121
Whitsunday	2016	Certificate III and IV Level	M	2842
Whitsunday	2016	Advanced Diploma and Diploma	F	925
Whitsunday	2016	Advanced Diploma and Diploma	M	680
Whitsunday	2016	Bachelor	F	924
Whitsunday	2016	Bachelor	M	519
Whitsunday	2016	Graduate Diploma and Graduate Certificate	F	123
Whitsunday	2016	Graduate Diploma and Graduate Certificate	M	53
Whitsunday	2016	Postgraduate	F	117
Whitsunday	2016	Postgraduate	M	100
Bribie - Beachmere	2006		F	11143
Bribie - Beachmere	2006		M	8867
Bribie - Beachmere	2006	Certificate nfd	F	229
Bribie - Beachmere	2006	Certificate nfd	M	121
Bribie - Beachmere	2006	Certificate I and II Level	F	125
Bribie - Beachmere	2006	Certificate I and II Level	M	70
Bribie - Beachmere	2006	Certificate III and IV Level	F	861
Bribie - Beachmere	2006	Certificate III and IV Level	M	3010
Bribie - Beachmere	2006	Advanced Diploma and Diploma	F	773
Bribie - Beachmere	2006	Advanced Diploma and Diploma	M	607
Bribie - Beachmere	2006	Bachelor	F	664
Bribie - Beachmere	2006	Bachelor	M	499
Bribie - Beachmere	2006	Graduate Diploma and Graduate Certificate	F	108
Bribie - Beachmere	2006	Graduate Diploma and Graduate Certificate	M	62
Bribie - Beachmere	2006	Postgraduate	F	102
Bribie - Beachmere	2006	Postgraduate	M	114
Bribie - Beachmere	2011		F	11680
Bribie - Beachmere	2011		M	9391
Bribie - Beachmere	2011	Certificate nfd	F	304
Bribie - Beachmere	2011	Certificate nfd	M	147
Bribie - Beachmere	2011	Certificate I and II Level	F	224
Bribie - Beachmere	2011	Certificate I and II Level	M	120
Bribie - Beachmere	2011	Certificate III and IV Level	F	1269
Bribie - Beachmere	2011	Certificate III and IV Level	M	3532
Bribie - Beachmere	2011	Advanced Diploma and Diploma	F	1034
Bribie - Beachmere	2011	Advanced Diploma and Diploma	M	760
Bribie - Beachmere	2011	Bachelor	F	920
Bribie - Beachmere	2011	Bachelor	M	638
Bribie - Beachmere	2011	Graduate Diploma and Graduate Certificate	F	128
Bribie - Beachmere	2011	Graduate Diploma and Graduate Certificate	M	78
Bribie - Beachmere	2011	Postgraduate	F	148
Bribie - Beachmere	2011	Postgraduate	M	158
Bribie - Beachmere	2016		F	11607
Bribie - Beachmere	2016		M	9491
Bribie - Beachmere	2016	Certificate nfd	F	414
Bribie - Beachmere	2016	Certificate nfd	M	238
Bribie - Beachmere	2016	Certificate I and II Level	F	235
Bribie - Beachmere	2016	Certificate I and II Level	M	121
Bribie - Beachmere	2016	Certificate III and IV Level	F	1723
Bribie - Beachmere	2016	Certificate III and IV Level	M	4126
Bribie - Beachmere	2016	Advanced Diploma and Diploma	F	1410
Bribie - Beachmere	2016	Advanced Diploma and Diploma	M	982
Bribie - Beachmere	2016	Bachelor	F	1180
Bribie - Beachmere	2016	Bachelor	M	745
Bribie - Beachmere	2016	Graduate Diploma and Graduate Certificate	F	223
Bribie - Beachmere	2016	Graduate Diploma and Graduate Certificate	M	125
Bribie - Beachmere	2016	Postgraduate	F	236
Bribie - Beachmere	2016	Postgraduate	M	180
Caboolture	2006		F	18983
Caboolture	2006		M	16739
Caboolture	2006	Certificate nfd	F	346
Caboolture	2006	Certificate nfd	M	168
Caboolture	2006	Certificate I and II Level	F	344
Caboolture	2006	Certificate I and II Level	M	178
Caboolture	2006	Certificate III and IV Level	F	1670
Caboolture	2006	Certificate III and IV Level	M	4220
Caboolture	2006	Advanced Diploma and Diploma	F	1043
Caboolture	2006	Advanced Diploma and Diploma	M	773
Caboolture	2006	Bachelor	F	1114
Caboolture	2006	Bachelor	M	612
Caboolture	2006	Graduate Diploma and Graduate Certificate	F	133
Caboolture	2006	Graduate Diploma and Graduate Certificate	M	83
Caboolture	2006	Postgraduate	F	89
Caboolture	2006	Postgraduate	M	101
Caboolture	2011		F	22524
Caboolture	2011		M	20532
Caboolture	2011	Certificate nfd	F	509
Caboolture	2011	Certificate nfd	M	246
Caboolture	2011	Certificate I and II Level	F	593
Caboolture	2011	Certificate I and II Level	M	307
Caboolture	2011	Certificate III and IV Level	F	2979
Caboolture	2011	Certificate III and IV Level	M	5686
Caboolture	2011	Advanced Diploma and Diploma	F	1670
Caboolture	2011	Advanced Diploma and Diploma	M	1043
Caboolture	2011	Bachelor	F	1600
Caboolture	2011	Bachelor	M	860
Caboolture	2011	Graduate Diploma and Graduate Certificate	F	212
Caboolture	2011	Graduate Diploma and Graduate Certificate	M	119
Caboolture	2011	Postgraduate	F	171
Caboolture	2011	Postgraduate	M	167
Caboolture	2016		F	23521
Caboolture	2016		M	22007
Caboolture	2016	Certificate nfd	F	654
Caboolture	2016	Certificate nfd	M	425
Caboolture	2016	Certificate I and II Level	F	573
Caboolture	2016	Certificate I and II Level	M	360
Caboolture	2016	Certificate III and IV Level	F	4409
Caboolture	2016	Certificate III and IV Level	M	7216
Caboolture	2016	Advanced Diploma and Diploma	F	2673
Caboolture	2016	Advanced Diploma and Diploma	M	1462
Caboolture	2016	Bachelor	F	2121
Caboolture	2016	Bachelor	M	1070
Caboolture	2016	Graduate Diploma and Graduate Certificate	F	320
Caboolture	2016	Graduate Diploma and Graduate Certificate	M	150
Caboolture	2016	Postgraduate	F	278
Caboolture	2016	Postgraduate	M	224
Caboolture Hinterland	2006		F	3641
Caboolture Hinterland	2006		M	4230
Caboolture Hinterland	2006	Certificate nfd	F	78
Caboolture Hinterland	2006	Certificate nfd	M	34
Caboolture Hinterland	2006	Certificate I and II Level	F	59
Caboolture Hinterland	2006	Certificate I and II Level	M	37
Caboolture Hinterland	2006	Certificate III and IV Level	F	284
Caboolture Hinterland	2006	Certificate III and IV Level	M	858
Caboolture Hinterland	2006	Advanced Diploma and Diploma	F	238
Caboolture Hinterland	2006	Advanced Diploma and Diploma	M	138
Caboolture Hinterland	2006	Bachelor	F	204
Caboolture Hinterland	2006	Bachelor	M	145
Caboolture Hinterland	2006	Graduate Diploma and Graduate Certificate	F	54
Caboolture Hinterland	2006	Graduate Diploma and Graduate Certificate	M	25
Caboolture Hinterland	2006	Postgraduate	F	23
Caboolture Hinterland	2006	Postgraduate	M	25
Caboolture Hinterland	2011		F	3969
Caboolture Hinterland	2011		M	4251
Caboolture Hinterland	2011	Certificate nfd	F	91
Caboolture Hinterland	2011	Certificate nfd	M	32
Caboolture Hinterland	2011	Certificate I and II Level	F	93
Caboolture Hinterland	2011	Certificate I and II Level	M	52
Caboolture Hinterland	2011	Certificate III and IV Level	F	475
Caboolture Hinterland	2011	Certificate III and IV Level	M	1157
Caboolture Hinterland	2011	Advanced Diploma and Diploma	F	310
Caboolture Hinterland	2011	Advanced Diploma and Diploma	M	195
Caboolture Hinterland	2011	Bachelor	F	302
Caboolture Hinterland	2011	Bachelor	M	189
Caboolture Hinterland	2011	Graduate Diploma and Graduate Certificate	F	66
Caboolture Hinterland	2011	Graduate Diploma and Graduate Certificate	M	33
Caboolture Hinterland	2011	Postgraduate	F	44
Caboolture Hinterland	2011	Postgraduate	M	33
Caboolture Hinterland	2016		F	4217
Caboolture Hinterland	2016		M	5004
Caboolture Hinterland	2016	Certificate nfd	F	121
Caboolture Hinterland	2016	Certificate nfd	M	84
Caboolture Hinterland	2016	Certificate I and II Level	F	96
Caboolture Hinterland	2016	Certificate I and II Level	M	59
Caboolture Hinterland	2016	Certificate III and IV Level	F	623
Caboolture Hinterland	2016	Certificate III and IV Level	M	1396
Caboolture Hinterland	2016	Advanced Diploma and Diploma	F	492
Caboolture Hinterland	2016	Advanced Diploma and Diploma	M	263
Caboolture Hinterland	2016	Bachelor	F	403
Caboolture Hinterland	2016	Bachelor	M	253
Caboolture Hinterland	2016	Graduate Diploma and Graduate Certificate	F	81
Caboolture Hinterland	2016	Graduate Diploma and Graduate Certificate	M	31
Caboolture Hinterland	2016	Postgraduate	F	61
Caboolture Hinterland	2016	Postgraduate	M	47
Narangba - Burpengary	2006		F	20834
Narangba - Burpengary	2006		M	18342
Narangba - Burpengary	2006	Certificate nfd	F	436
Narangba - Burpengary	2006	Certificate nfd	M	195
Narangba - Burpengary	2006	Certificate I and II Level	F	326
Narangba - Burpengary	2006	Certificate I and II Level	M	158
Narangba - Burpengary	2006	Certificate III and IV Level	F	1900
Narangba - Burpengary	2006	Certificate III and IV Level	M	5272
Narangba - Burpengary	2006	Advanced Diploma and Diploma	F	1338
Narangba - Burpengary	2006	Advanced Diploma and Diploma	M	953
Narangba - Burpengary	2006	Bachelor	F	1308
Narangba - Burpengary	2006	Bachelor	M	806
Narangba - Burpengary	2006	Graduate Diploma and Graduate Certificate	F	183
Narangba - Burpengary	2006	Graduate Diploma and Graduate Certificate	M	105
Narangba - Burpengary	2006	Postgraduate	F	106
Narangba - Burpengary	2006	Postgraduate	M	134
Narangba - Burpengary	2011		F	21700
Narangba - Burpengary	2011		M	19314
Narangba - Burpengary	2011	Certificate nfd	F	504
Narangba - Burpengary	2011	Certificate nfd	M	212
Narangba - Burpengary	2011	Certificate I and II Level	F	459
Narangba - Burpengary	2011	Certificate I and II Level	M	232
Narangba - Burpengary	2011	Certificate III and IV Level	F	2811
Narangba - Burpengary	2011	Certificate III and IV Level	M	6347
Narangba - Burpengary	2011	Advanced Diploma and Diploma	F	1911
Narangba - Burpengary	2011	Advanced Diploma and Diploma	M	1254
Narangba - Burpengary	2011	Bachelor	F	1806
Narangba - Burpengary	2011	Bachelor	M	1093
Narangba - Burpengary	2011	Graduate Diploma and Graduate Certificate	F	254
Narangba - Burpengary	2011	Graduate Diploma and Graduate Certificate	M	139
Narangba - Burpengary	2011	Postgraduate	F	198
Narangba - Burpengary	2011	Postgraduate	M	193
Narangba - Burpengary	2016		F	21337
Narangba - Burpengary	2016		M	19428
Narangba - Burpengary	2016	Certificate nfd	F	599
Narangba - Burpengary	2016	Certificate nfd	M	378
Narangba - Burpengary	2016	Certificate I and II Level	F	418
Narangba - Burpengary	2016	Certificate I and II Level	M	273
Narangba - Burpengary	2016	Certificate III and IV Level	F	3849
Narangba - Burpengary	2016	Certificate III and IV Level	M	7411
Narangba - Burpengary	2016	Advanced Diploma and Diploma	F	2709
Narangba - Burpengary	2016	Advanced Diploma and Diploma	M	1665
Narangba - Burpengary	2016	Bachelor	F	2374
Narangba - Burpengary	2016	Bachelor	M	1280
Narangba - Burpengary	2016	Graduate Diploma and Graduate Certificate	F	397
Narangba - Burpengary	2016	Graduate Diploma and Graduate Certificate	M	190
Narangba - Burpengary	2016	Postgraduate	F	290
Narangba - Burpengary	2016	Postgraduate	M	283
Redcliffe	2006		F	20525
Redcliffe	2006		M	16887
Redcliffe	2006	Certificate nfd	F	419
Redcliffe	2006	Certificate nfd	M	235
Redcliffe	2006	Certificate I and II Level	F	316
Redcliffe	2006	Certificate I and II Level	M	172
Redcliffe	2006	Certificate III and IV Level	F	1757
Redcliffe	2006	Certificate III and IV Level	M	4784
Redcliffe	2006	Advanced Diploma and Diploma	F	1556
Redcliffe	2006	Advanced Diploma and Diploma	M	1126
Redcliffe	2006	Bachelor	F	1690
Redcliffe	2006	Bachelor	M	1104
Redcliffe	2006	Graduate Diploma and Graduate Certificate	F	250
Redcliffe	2006	Graduate Diploma and Graduate Certificate	M	136
Redcliffe	2006	Postgraduate	F	215
Redcliffe	2006	Postgraduate	M	253
Redcliffe	2011		F	20389
Redcliffe	2011		M	17370
Redcliffe	2011	Certificate nfd	F	521
Redcliffe	2011	Certificate nfd	M	255
Redcliffe	2011	Certificate I and II Level	F	397
Redcliffe	2011	Certificate I and II Level	M	227
Redcliffe	2011	Certificate III and IV Level	F	2590
Redcliffe	2011	Certificate III and IV Level	M	5805
Redcliffe	2011	Advanced Diploma and Diploma	F	2092
Redcliffe	2011	Advanced Diploma and Diploma	M	1419
Redcliffe	2011	Bachelor	F	2419
Redcliffe	2011	Bachelor	M	1511
Redcliffe	2011	Graduate Diploma and Graduate Certificate	F	386
Redcliffe	2011	Graduate Diploma and Graduate Certificate	M	182
Redcliffe	2011	Postgraduate	F	356
Redcliffe	2011	Postgraduate	M	373
Redcliffe	2016		F	19961
Redcliffe	2016		M	17053
Redcliffe	2016	Certificate nfd	F	695
Redcliffe	2016	Certificate nfd	M	434
Redcliffe	2016	Certificate I and II Level	F	373
Redcliffe	2016	Certificate I and II Level	M	235
Redcliffe	2016	Certificate III and IV Level	F	3270
Redcliffe	2016	Certificate III and IV Level	M	6416
Redcliffe	2016	Advanced Diploma and Diploma	F	2794
Redcliffe	2016	Advanced Diploma and Diploma	M	1806
Redcliffe	2016	Bachelor	F	2993
Redcliffe	2016	Bachelor	M	1677
Redcliffe	2016	Graduate Diploma and Graduate Certificate	F	503
Redcliffe	2016	Graduate Diploma and Graduate Certificate	M	238
Redcliffe	2016	Postgraduate	F	538
Redcliffe	2016	Postgraduate	M	483
The Hills District	2006		F	25185
The Hills District	2006		M	21595
The Hills District	2006	Certificate nfd	F	617
The Hills District	2006	Certificate nfd	M	341
The Hills District	2006	Certificate I and II Level	F	373
The Hills District	2006	Certificate I and II Level	M	187
The Hills District	2006	Certificate III and IV Level	F	2109
The Hills District	2006	Certificate III and IV Level	M	6996
The Hills District	2006	Advanced Diploma and Diploma	F	2812
The Hills District	2006	Advanced Diploma and Diploma	M	2452
The Hills District	2006	Bachelor	F	4155
The Hills District	2006	Bachelor	M	3251
The Hills District	2006	Graduate Diploma and Graduate Certificate	F	639
The Hills District	2006	Graduate Diploma and Graduate Certificate	M	408
The Hills District	2006	Postgraduate	F	583
The Hills District	2006	Postgraduate	M	855
The Hills District	2011		F	25793
The Hills District	2011		M	22629
The Hills District	2011	Certificate nfd	F	621
The Hills District	2011	Certificate nfd	M	335
The Hills District	2011	Certificate I and II Level	F	418
The Hills District	2011	Certificate I and II Level	M	236
The Hills District	2011	Certificate III and IV Level	F	2980
The Hills District	2011	Certificate III and IV Level	M	8004
The Hills District	2011	Advanced Diploma and Diploma	F	3386
The Hills District	2011	Advanced Diploma and Diploma	M	2994
The Hills District	2011	Bachelor	F	5437
The Hills District	2011	Bachelor	M	4172
The Hills District	2011	Graduate Diploma and Graduate Certificate	F	892
The Hills District	2011	Graduate Diploma and Graduate Certificate	M	544
The Hills District	2011	Postgraduate	F	936
The Hills District	2011	Postgraduate	M	1136
The Hills District	2016		F	24847
The Hills District	2016		M	22761
The Hills District	2016	Certificate nfd	F	805
The Hills District	2016	Certificate nfd	M	511
The Hills District	2016	Certificate I and II Level	F	402
The Hills District	2016	Certificate I and II Level	M	246
The Hills District	2016	Certificate III and IV Level	F	3718
The Hills District	2016	Certificate III and IV Level	M	8727
The Hills District	2016	Advanced Diploma and Diploma	F	4289
The Hills District	2016	Advanced Diploma and Diploma	M	3521
The Hills District	2016	Bachelor	F	6792
The Hills District	2016	Bachelor	M	4811
The Hills District	2016	Graduate Diploma and Graduate Certificate	F	1202
The Hills District	2016	Graduate Diploma and Graduate Certificate	M	689
The Hills District	2016	Postgraduate	F	1384
The Hills District	2016	Postgraduate	M	1485
North Lakes	2006		F	13264
North Lakes	2006		M	11297
North Lakes	2006	Certificate nfd	F	308
North Lakes	2006	Certificate nfd	M	162
North Lakes	2006	Certificate I and II Level	F	238
North Lakes	2006	Certificate I and II Level	M	108
North Lakes	2006	Certificate III and IV Level	F	1265
North Lakes	2006	Certificate III and IV Level	M	3360
North Lakes	2006	Advanced Diploma and Diploma	F	987
North Lakes	2006	Advanced Diploma and Diploma	M	847
North Lakes	2006	Bachelor	F	1172
North Lakes	2006	Bachelor	M	785
North Lakes	2006	Graduate Diploma and Graduate Certificate	F	144
North Lakes	2006	Graduate Diploma and Graduate Certificate	M	95
North Lakes	2006	Postgraduate	F	94
North Lakes	2006	Postgraduate	M	157
North Lakes	2011		F	18136
North Lakes	2011		M	16002
North Lakes	2011	Certificate nfd	F	477
North Lakes	2011	Certificate nfd	M	222
North Lakes	2011	Certificate I and II Level	F	436
North Lakes	2011	Certificate I and II Level	M	196
North Lakes	2011	Certificate III and IV Level	F	2465
North Lakes	2011	Certificate III and IV Level	M	5162
North Lakes	2011	Advanced Diploma and Diploma	F	1985
North Lakes	2011	Advanced Diploma and Diploma	M	1517
North Lakes	2011	Bachelor	F	2378
North Lakes	2011	Bachelor	M	1492
North Lakes	2011	Graduate Diploma and Graduate Certificate	F	294
North Lakes	2011	Graduate Diploma and Graduate Certificate	M	168
North Lakes	2011	Postgraduate	F	285
North Lakes	2011	Postgraduate	M	358
North Lakes	2016		F	23043
North Lakes	2016		M	21036
North Lakes	2016	Certificate nfd	F	699
North Lakes	2016	Certificate nfd	M	424
North Lakes	2016	Certificate I and II Level	F	482
North Lakes	2016	Certificate I and II Level	M	312
North Lakes	2016	Certificate III and IV Level	F	4287
North Lakes	2016	Certificate III and IV Level	M	7205
North Lakes	2016	Advanced Diploma and Diploma	F	3354
North Lakes	2016	Advanced Diploma and Diploma	M	2359
North Lakes	2016	Bachelor	F	3778
North Lakes	2016	Bachelor	M	2425
North Lakes	2016	Graduate Diploma and Graduate Certificate	F	511
North Lakes	2016	Graduate Diploma and Graduate Certificate	M	305
North Lakes	2016	Postgraduate	F	666
North Lakes	2016	Postgraduate	M	672
Strathpine	2006		F	13250
Strathpine	2006		M	11541
Strathpine	2006	Certificate nfd	F	334
Strathpine	2006	Certificate nfd	M	150
Strathpine	2006	Certificate I and II Level	F	222
Strathpine	2006	Certificate I and II Level	M	126
Strathpine	2006	Certificate III and IV Level	F	1264
Strathpine	2006	Certificate III and IV Level	M	3397
Strathpine	2006	Advanced Diploma and Diploma	F	973
Strathpine	2006	Advanced Diploma and Diploma	M	778
Strathpine	2006	Bachelor	F	1071
Strathpine	2006	Bachelor	M	718
Strathpine	2006	Graduate Diploma and Graduate Certificate	F	161
Strathpine	2006	Graduate Diploma and Graduate Certificate	M	83
Strathpine	2006	Postgraduate	F	91
Strathpine	2006	Postgraduate	M	139
Strathpine	2011		F	12430
Strathpine	2011		M	11153
Strathpine	2011	Certificate nfd	F	332
Strathpine	2011	Certificate nfd	M	186
Strathpine	2011	Certificate I and II Level	F	296
Strathpine	2011	Certificate I and II Level	M	183
Strathpine	2011	Certificate III and IV Level	F	1735
Strathpine	2011	Certificate III and IV Level	M	3820
Strathpine	2011	Advanced Diploma and Diploma	F	1274
Strathpine	2011	Advanced Diploma and Diploma	M	909
Strathpine	2011	Bachelor	F	1395
Strathpine	2011	Bachelor	M	907
Strathpine	2011	Graduate Diploma and Graduate Certificate	F	235
Strathpine	2011	Graduate Diploma and Graduate Certificate	M	118
Strathpine	2011	Postgraduate	F	172
Strathpine	2011	Postgraduate	M	205
Strathpine	2016		F	12138
Strathpine	2016		M	11152
Strathpine	2016	Certificate nfd	F	343
Strathpine	2016	Certificate nfd	M	226
Strathpine	2016	Certificate I and II Level	F	283
Strathpine	2016	Certificate I and II Level	M	190
Strathpine	2016	Certificate III and IV Level	F	2278
Strathpine	2016	Certificate III and IV Level	M	4179
Strathpine	2016	Advanced Diploma and Diploma	F	1595
Strathpine	2016	Advanced Diploma and Diploma	M	1165
Strathpine	2016	Bachelor	F	1660
Strathpine	2016	Bachelor	M	996
