SA3_NAME16	Year	Age	NonSchoolQualification	adults
South Coast	2011	35-44	Postgraduate	157
South Coast	2011	45-54		937
South Coast	2011	45-54	Certificate nfd	214
South Coast	2011	45-54	Certificate I and II Level	165
South Coast	2011	45-54	Certificate III and IV Level	2501
South Coast	2011	45-54	Advanced Diploma and Diploma	881
South Coast	2011	45-54	Bachelor	1060
South Coast	2011	45-54	Graduate Diploma and Graduate Certificate	249
South Coast	2011	45-54	Postgraduate	183
South Coast	2011	55-64		1280
South Coast	2011	55-64	Certificate nfd	298
South Coast	2011	55-64	Certificate I and II Level	145
South Coast	2011	55-64	Certificate III and IV Level	2249
South Coast	2011	55-64	Advanced Diploma and Diploma	1140
South Coast	2011	55-64	Bachelor	1292
South Coast	2011	55-64	Graduate Diploma and Graduate Certificate	349
South Coast	2011	55-64	Postgraduate	293
South Coast	2011	65-74		1310
South Coast	2011	65-74	Certificate nfd	195
South Coast	2011	65-74	Certificate I and II Level	48
South Coast	2011	65-74	Certificate III and IV Level	1432
South Coast	2011	65-74	Advanced Diploma and Diploma	681
South Coast	2011	65-74	Bachelor	763
South Coast	2011	65-74	Graduate Diploma and Graduate Certificate	146
South Coast	2011	65-74	Postgraduate	185
South Coast	2011	75-84		1094
South Coast	2011	75-84	Certificate nfd	71
South Coast	2011	75-84	Certificate I and II Level	17
South Coast	2011	75-84	Certificate III and IV Level	681
South Coast	2011	75-84	Advanced Diploma and Diploma	298
South Coast	2011	75-84	Bachelor	291
South Coast	2011	75-84	Graduate Diploma and Graduate Certificate	31
South Coast	2011	75-84	Postgraduate	58
South Coast	2011	85+		565
South Coast	2011	85+	Certificate nfd	17
South Coast	2011	85+	Certificate I and II Level	8
South Coast	2011	85+	Certificate III and IV Level	170
South Coast	2011	85+	Advanced Diploma and Diploma	100
South Coast	2011	85+	Bachelor	87
South Coast	2011	85+	Graduate Diploma and Graduate Certificate	8
South Coast	2011	85+	Postgraduate	14
South Coast	2016	15-19		474
South Coast	2016	15-19	Certificate nfd	20
South Coast	2016	15-19	Certificate I and II Level	40
South Coast	2016	15-19	Certificate III and IV Level	131
South Coast	2016	15-19	Advanced Diploma and Diploma	0
South Coast	2016	15-19	Bachelor	0
South Coast	2016	15-19	Graduate Diploma and Graduate Certificate	0
South Coast	2016	15-19	Postgraduate	0
South Coast	2016	20-24		265
South Coast	2016	20-24	Certificate nfd	61
South Coast	2016	20-24	Certificate I and II Level	89
South Coast	2016	20-24	Certificate III and IV Level	615
South Coast	2016	20-24	Advanced Diploma and Diploma	102
South Coast	2016	20-24	Bachelor	99
South Coast	2016	20-24	Graduate Diploma and Graduate Certificate	12
South Coast	2016	20-24	Postgraduate	3
South Coast	2016	25-34		526
South Coast	2016	25-34	Certificate nfd	109
South Coast	2016	25-34	Certificate I and II Level	132
South Coast	2016	25-34	Certificate III and IV Level	1560
South Coast	2016	25-34	Advanced Diploma and Diploma	366
South Coast	2016	25-34	Bachelor	596
South Coast	2016	25-34	Graduate Diploma and Graduate Certificate	74
South Coast	2016	25-34	Postgraduate	107
South Coast	2016	35-44		670
South Coast	2016	35-44	Certificate nfd	188
South Coast	2016	35-44	Certificate I and II Level	138
South Coast	2016	35-44	Certificate III and IV Level	1729
South Coast	2016	35-44	Advanced Diploma and Diploma	640
South Coast	2016	35-44	Bachelor	943
South Coast	2016	35-44	Graduate Diploma and Graduate Certificate	138
South Coast	2016	35-44	Postgraduate	161
South Coast	2016	45-54		1025
South Coast	2016	45-54	Certificate nfd	257
South Coast	2016	45-54	Certificate I and II Level	150
South Coast	2016	45-54	Certificate III and IV Level	2357
South Coast	2016	45-54	Advanced Diploma and Diploma	945
South Coast	2016	45-54	Bachelor	1061
South Coast	2016	45-54	Graduate Diploma and Graduate Certificate	226
South Coast	2016	45-54	Postgraduate	260
South Coast	2016	55-64		1429
South Coast	2016	55-64	Certificate nfd	428
South Coast	2016	55-64	Certificate I and II Level	182
South Coast	2016	55-64	Certificate III and IV Level	2722
South Coast	2016	55-64	Advanced Diploma and Diploma	1344
South Coast	2016	55-64	Bachelor	1488
South Coast	2016	55-64	Graduate Diploma and Graduate Certificate	446
South Coast	2016	55-64	Postgraduate	381
South Coast	2016	65-74		1632
South Coast	2016	65-74	Certificate nfd	389
South Coast	2016	65-74	Certificate I and II Level	115
South Coast	2016	65-74	Certificate III and IV Level	1848
South Coast	2016	65-74	Advanced Diploma and Diploma	1101
South Coast	2016	65-74	Bachelor	1184
South Coast	2016	65-74	Graduate Diploma and Graduate Certificate	253
South Coast	2016	65-74	Postgraduate	352
South Coast	2016	75-84		1317
South Coast	2016	75-84	Certificate nfd	145
South Coast	2016	75-84	Certificate I and II Level	33
South Coast	2016	75-84	Certificate III and IV Level	836
South Coast	2016	75-84	Advanced Diploma and Diploma	379
South Coast	2016	75-84	Bachelor	423
South Coast	2016	75-84	Graduate Diploma and Graduate Certificate	48
South Coast	2016	75-84	Postgraduate	85
South Coast	2016	85+		691
South Coast	2016	85+	Certificate nfd	47
South Coast	2016	85+	Certificate I and II Level	6
South Coast	2016	85+	Certificate III and IV Level	214
South Coast	2016	85+	Advanced Diploma and Diploma	122
South Coast	2016	85+	Bachelor	128
South Coast	2016	85+	Graduate Diploma and Graduate Certificate	15
South Coast	2016	85+	Postgraduate	24
Goulburn - Mulwaree	2006	15-19		259
Goulburn - Mulwaree	2006	15-19	Certificate nfd	13
Goulburn - Mulwaree	2006	15-19	Certificate I and II Level	36
Goulburn - Mulwaree	2006	15-19	Certificate III and IV Level	76
Goulburn - Mulwaree	2006	15-19	Advanced Diploma and Diploma	6
Goulburn - Mulwaree	2006	15-19	Bachelor	0
Goulburn - Mulwaree	2006	15-19	Graduate Diploma and Graduate Certificate	0
Goulburn - Mulwaree	2006	15-19	Postgraduate	0
Goulburn - Mulwaree	2006	20-24		183
Goulburn - Mulwaree	2006	20-24	Certificate nfd	34
Goulburn - Mulwaree	2006	20-24	Certificate I and II Level	63
Goulburn - Mulwaree	2006	20-24	Certificate III and IV Level	400
Goulburn - Mulwaree	2006	20-24	Advanced Diploma and Diploma	85
Goulburn - Mulwaree	2006	20-24	Bachelor	81
Goulburn - Mulwaree	2006	20-24	Graduate Diploma and Graduate Certificate	6
Goulburn - Mulwaree	2006	20-24	Postgraduate	0
Goulburn - Mulwaree	2006	25-34		541
Goulburn - Mulwaree	2006	25-34	Certificate nfd	80
Goulburn - Mulwaree	2006	25-34	Certificate I and II Level	81
Goulburn - Mulwaree	2006	25-34	Certificate III and IV Level	805
Goulburn - Mulwaree	2006	25-34	Advanced Diploma and Diploma	261
Goulburn - Mulwaree	2006	25-34	Bachelor	301
Goulburn - Mulwaree	2006	25-34	Graduate Diploma and Graduate Certificate	31
Goulburn - Mulwaree	2006	25-34	Postgraduate	27
Goulburn - Mulwaree	2006	35-44		584
Goulburn - Mulwaree	2006	35-44	Certificate nfd	126
Goulburn - Mulwaree	2006	35-44	Certificate I and II Level	80
Goulburn - Mulwaree	2006	35-44	Certificate III and IV Level	973
Goulburn - Mulwaree	2006	35-44	Advanced Diploma and Diploma	331
Goulburn - Mulwaree	2006	35-44	Bachelor	326
Goulburn - Mulwaree	2006	35-44	Graduate Diploma and Graduate Certificate	50
Goulburn - Mulwaree	2006	35-44	Postgraduate	57
Goulburn - Mulwaree	2006	45-54		570
Goulburn - Mulwaree	2006	45-54	Certificate nfd	121
Goulburn - Mulwaree	2006	45-54	Certificate I and II Level	65
Goulburn - Mulwaree	2006	45-54	Certificate III and IV Level	854
Goulburn - Mulwaree	2006	45-54	Advanced Diploma and Diploma	391
Goulburn - Mulwaree	2006	45-54	Bachelor	409
Goulburn - Mulwaree	2006	45-54	Graduate Diploma and Graduate Certificate	93
Goulburn - Mulwaree	2006	45-54	Postgraduate	90
Goulburn - Mulwaree	2006	55-64		589
Goulburn - Mulwaree	2006	55-64	Certificate nfd	101
Goulburn - Mulwaree	2006	55-64	Certificate I and II Level	35
Goulburn - Mulwaree	2006	55-64	Certificate III and IV Level	639
Goulburn - Mulwaree	2006	55-64	Advanced Diploma and Diploma	277
Goulburn - Mulwaree	2006	55-64	Bachelor	312
Goulburn - Mulwaree	2006	55-64	Graduate Diploma and Graduate Certificate	52
Goulburn - Mulwaree	2006	55-64	Postgraduate	66
Goulburn - Mulwaree	2006	65-74		518
Goulburn - Mulwaree	2006	65-74	Certificate nfd	37
Goulburn - Mulwaree	2006	65-74	Certificate I and II Level	7
Goulburn - Mulwaree	2006	65-74	Certificate III and IV Level	359
Goulburn - Mulwaree	2006	65-74	Advanced Diploma and Diploma	155
Goulburn - Mulwaree	2006	65-74	Bachelor	115
Goulburn - Mulwaree	2006	65-74	Graduate Diploma and Graduate Certificate	15
Goulburn - Mulwaree	2006	65-74	Postgraduate	25
Goulburn - Mulwaree	2006	75-84		413
Goulburn - Mulwaree	2006	75-84	Certificate nfd	23
Goulburn - Mulwaree	2006	75-84	Certificate I and II Level	4
Goulburn - Mulwaree	2006	75-84	Certificate III and IV Level	146
Goulburn - Mulwaree	2006	75-84	Advanced Diploma and Diploma	72
Goulburn - Mulwaree	2006	75-84	Bachelor	59
Goulburn - Mulwaree	2006	75-84	Graduate Diploma and Graduate Certificate	6
Goulburn - Mulwaree	2006	75-84	Postgraduate	12
Goulburn - Mulwaree	2006	85+		112
Goulburn - Mulwaree	2006	85+	Certificate nfd	0
Goulburn - Mulwaree	2006	85+	Certificate I and II Level	0
Goulburn - Mulwaree	2006	85+	Certificate III and IV Level	29
Goulburn - Mulwaree	2006	85+	Advanced Diploma and Diploma	19
Goulburn - Mulwaree	2006	85+	Bachelor	13
Goulburn - Mulwaree	2006	85+	Graduate Diploma and Graduate Certificate	3
Goulburn - Mulwaree	2006	85+	Postgraduate	0
Goulburn - Mulwaree	2011	15-19		226
Goulburn - Mulwaree	2011	15-19	Certificate nfd	3
Goulburn - Mulwaree	2011	15-19	Certificate I and II Level	33
Goulburn - Mulwaree	2011	15-19	Certificate III and IV Level	97
Goulburn - Mulwaree	2011	15-19	Advanced Diploma and Diploma	7
Goulburn - Mulwaree	2011	15-19	Bachelor	0
Goulburn - Mulwaree	2011	15-19	Graduate Diploma and Graduate Certificate	0
Goulburn - Mulwaree	2011	15-19	Postgraduate	0
Goulburn - Mulwaree	2011	20-24		193
Goulburn - Mulwaree	2011	20-24	Certificate nfd	42
Goulburn - Mulwaree	2011	20-24	Certificate I and II Level	50
Goulburn - Mulwaree	2011	20-24	Certificate III and IV Level	432
Goulburn - Mulwaree	2011	20-24	Advanced Diploma and Diploma	74
Goulburn - Mulwaree	2011	20-24	Bachelor	67
Goulburn - Mulwaree	2011	20-24	Graduate Diploma and Graduate Certificate	3
Goulburn - Mulwaree	2011	20-24	Postgraduate	0
Goulburn - Mulwaree	2011	25-34		433
Goulburn - Mulwaree	2011	25-34	Certificate nfd	65
Goulburn - Mulwaree	2011	25-34	Certificate I and II Level	93
Goulburn - Mulwaree	2011	25-34	Certificate III and IV Level	883
Goulburn - Mulwaree	2011	25-34	Advanced Diploma and Diploma	240
Goulburn - Mulwaree	2011	25-34	Bachelor	352
Goulburn - Mulwaree	2011	25-34	Graduate Diploma and Graduate Certificate	34
Goulburn - Mulwaree	2011	25-34	Postgraduate	40
Goulburn - Mulwaree	2011	35-44		477
Goulburn - Mulwaree	2011	35-44	Certificate nfd	104
Goulburn - Mulwaree	2011	35-44	Certificate I and II Level	99
Goulburn - Mulwaree	2011	35-44	Certificate III and IV Level	1061
Goulburn - Mulwaree	2011	35-44	Advanced Diploma and Diploma	387
Goulburn - Mulwaree	2011	35-44	Bachelor	426
Goulburn - Mulwaree	2011	35-44	Graduate Diploma and Graduate Certificate	55
Goulburn - Mulwaree	2011	35-44	Postgraduate	69
Goulburn - Mulwaree	2011	45-54		533
Goulburn - Mulwaree	2011	45-54	Certificate nfd	129
Goulburn - Mulwaree	2011	45-54	Certificate I and II Level	87
Goulburn - Mulwaree	2011	45-54	Certificate III and IV Level	1011
Goulburn - Mulwaree	2011	45-54	Advanced Diploma and Diploma	421
Goulburn - Mulwaree	2011	45-54	Bachelor	406
Goulburn - Mulwaree	2011	45-54	Graduate Diploma and Graduate Certificate	83
Goulburn - Mulwaree	2011	45-54	Postgraduate	98
Goulburn - Mulwaree	2011	55-64		526
Goulburn - Mulwaree	2011	55-64	Certificate nfd	119
Goulburn - Mulwaree	2011	55-64	Certificate I and II Level	48
Goulburn - Mulwaree	2011	55-64	Certificate III and IV Level	809
Goulburn - Mulwaree	2011	55-64	Advanced Diploma and Diploma	407
Goulburn - Mulwaree	2011	55-64	Bachelor	380
Goulburn - Mulwaree	2011	55-64	Graduate Diploma and Graduate Certificate	86
Goulburn - Mulwaree	2011	55-64	Postgraduate	125
Goulburn - Mulwaree	2011	65-74		530
Goulburn - Mulwaree	2011	65-74	Certificate nfd	49
Goulburn - Mulwaree	2011	65-74	Certificate I and II Level	23
Goulburn - Mulwaree	2011	65-74	Certificate III and IV Level	441
Goulburn - Mulwaree	2011	65-74	Advanced Diploma and Diploma	218
Goulburn - Mulwaree	2011	65-74	Bachelor	229
Goulburn - Mulwaree	2011	65-74	Graduate Diploma and Graduate Certificate	35
Goulburn - Mulwaree	2011	65-74	Postgraduate	57
Goulburn - Mulwaree	2011	75-84		472
Goulburn - Mulwaree	2011	75-84	Certificate nfd	17
Goulburn - Mulwaree	2011	75-84	Certificate I and II Level	5
Goulburn - Mulwaree	2011	75-84	Certificate III and IV Level	203
Goulburn - Mulwaree	2011	75-84	Advanced Diploma and Diploma	78
Goulburn - Mulwaree	2011	75-84	Bachelor	80
Goulburn - Mulwaree	2011	75-84	Graduate Diploma and Graduate Certificate	4
Goulburn - Mulwaree	2011	75-84	Postgraduate	14
Goulburn - Mulwaree	2011	85+		182
Goulburn - Mulwaree	2011	85+	Certificate nfd	10
Goulburn - Mulwaree	2011	85+	Certificate I and II Level	0
Goulburn - Mulwaree	2011	85+	Certificate III and IV Level	50
Goulburn - Mulwaree	2011	85+	Advanced Diploma and Diploma	21
Goulburn - Mulwaree	2011	85+	Bachelor	25
Goulburn - Mulwaree	2011	85+	Graduate Diploma and Graduate Certificate	3
Goulburn - Mulwaree	2011	85+	Postgraduate	4
Goulburn - Mulwaree	2016	15-19		270
Goulburn - Mulwaree	2016	15-19	Certificate nfd	12
Goulburn - Mulwaree	2016	15-19	Certificate I and II Level	31
Goulburn - Mulwaree	2016	15-19	Certificate III and IV Level	109
Goulburn - Mulwaree	2016	15-19	Advanced Diploma and Diploma	12
Goulburn - Mulwaree	2016	15-19	Bachelor	0
Goulburn - Mulwaree	2016	15-19	Graduate Diploma and Graduate Certificate	0
Goulburn - Mulwaree	2016	15-19	Postgraduate	0
Goulburn - Mulwaree	2016	20-24		222
Goulburn - Mulwaree	2016	20-24	Certificate nfd	41
Goulburn - Mulwaree	2016	20-24	Certificate I and II Level	64
Goulburn - Mulwaree	2016	20-24	Certificate III and IV Level	450
Goulburn - Mulwaree	2016	20-24	Advanced Diploma and Diploma	101
Goulburn - Mulwaree	2016	20-24	Bachelor	93
Goulburn - Mulwaree	2016	20-24	Graduate Diploma and Graduate Certificate	8
Goulburn - Mulwaree	2016	20-24	Postgraduate	3
Goulburn - Mulwaree	2016	25-34		534
Goulburn - Mulwaree	2016	25-34	Certificate nfd	71
Goulburn - Mulwaree	2016	25-34	Certificate I and II Level	74
Goulburn - Mulwaree	2016	25-34	Certificate III and IV Level	1137
Goulburn - Mulwaree	2016	25-34	Advanced Diploma and Diploma	379
Goulburn - Mulwaree	2016	25-34	Bachelor	482
Goulburn - Mulwaree	2016	25-34	Graduate Diploma and Graduate Certificate	53
Goulburn - Mulwaree	2016	25-34	Postgraduate	88
Goulburn - Mulwaree	2016	35-44		536
Goulburn - Mulwaree	2016	35-44	Certificate nfd	107
Goulburn - Mulwaree	2016	35-44	Certificate I and II Level	56
Goulburn - Mulwaree	2016	35-44	Certificate III and IV Level	1064
Goulburn - Mulwaree	2016	35-44	Advanced Diploma and Diploma	456
Goulburn - Mulwaree	2016	35-44	Bachelor	463
Goulburn - Mulwaree	2016	35-44	Graduate Diploma and Graduate Certificate	73
Goulburn - Mulwaree	2016	35-44	Postgraduate	107
Goulburn - Mulwaree	2016	45-54		586
Goulburn - Mulwaree	2016	45-54	Certificate nfd	152
Goulburn - Mulwaree	2016	45-54	Certificate I and II Level	89
Goulburn - Mulwaree	2016	45-54	Certificate III and IV Level	1154
Goulburn - Mulwaree	2016	45-54	Advanced Diploma and Diploma	530
Goulburn - Mulwaree	2016	45-54	Bachelor	428
Goulburn - Mulwaree	2016	45-54	Graduate Diploma and Graduate Certificate	74
Goulburn - Mulwaree	2016	45-54	Postgraduate	116
Goulburn - Mulwaree	2016	55-64		579
Goulburn - Mulwaree	2016	55-64	Certificate nfd	152
Goulburn - Mulwaree	2016	55-64	Certificate I and II Level	63
Goulburn - Mulwaree	2016	55-64	Certificate III and IV Level	929
Goulburn - Mulwaree	2016	55-64	Advanced Diploma and Diploma	527
Goulburn - Mulwaree	2016	55-64	Bachelor	434
Goulburn - Mulwaree	2016	55-64	Graduate Diploma and Graduate Certificate	141
Goulburn - Mulwaree	2016	55-64	Postgraduate	151
Goulburn - Mulwaree	2016	65-74		651
Goulburn - Mulwaree	2016	65-74	Certificate nfd	124
Goulburn - Mulwaree	2016	65-74	Certificate I and II Level	30
Goulburn - Mulwaree	2016	65-74	Certificate III and IV Level	656
Goulburn - Mulwaree	2016	65-74	Advanced Diploma and Diploma	321
Goulburn - Mulwaree	2016	65-74	Bachelor	291
Goulburn - Mulwaree	2016	65-74	Graduate Diploma and Graduate Certificate	46
Goulburn - Mulwaree	2016	65-74	Postgraduate	95
Goulburn - Mulwaree	2016	75-84		509
Goulburn - Mulwaree	2016	75-84	Certificate nfd	37
Goulburn - Mulwaree	2016	75-84	Certificate I and II Level	3
Goulburn - Mulwaree	2016	75-84	Certificate III and IV Level	276
Goulburn - Mulwaree	2016	75-84	Advanced Diploma and Diploma	126
Goulburn - Mulwaree	2016	75-84	Bachelor	102
Goulburn - Mulwaree	2016	75-84	Graduate Diploma and Graduate Certificate	13
Goulburn - Mulwaree	2016	75-84	Postgraduate	25
Goulburn - Mulwaree	2016	85+		327
Goulburn - Mulwaree	2016	85+	Certificate nfd	15
Goulburn - Mulwaree	2016	85+	Certificate I and II Level	6
Goulburn - Mulwaree	2016	85+	Certificate III and IV Level	71
Goulburn - Mulwaree	2016	85+	Advanced Diploma and Diploma	32
Goulburn - Mulwaree	2016	85+	Bachelor	32
Goulburn - Mulwaree	2016	85+	Graduate Diploma and Graduate Certificate	4
Goulburn - Mulwaree	2016	85+	Postgraduate	7
Young - Yass	2006	15-19		226
Young - Yass	2006	15-19	Certificate nfd	10
Young - Yass	2006	15-19	Certificate I and II Level	24
Young - Yass	2006	15-19	Certificate III and IV Level	76
Young - Yass	2006	15-19	Advanced Diploma and Diploma	8
Young - Yass	2006	15-19	Bachelor	3
Young - Yass	2006	15-19	Graduate Diploma and Graduate Certificate	0
Young - Yass	2006	15-19	Postgraduate	0
Young - Yass	2006	20-24		121
Young - Yass	2006	20-24	Certificate nfd	25
Young - Yass	2006	20-24	Certificate I and II Level	44
Young - Yass	2006	20-24	Certificate III and IV Level	306
Young - Yass	2006	20-24	Advanced Diploma and Diploma	52
Young - Yass	2006	20-24	Bachelor	104
Young - Yass	2006	20-24	Graduate Diploma and Graduate Certificate	0
Young - Yass	2006	20-24	Postgraduate	0
Young - Yass	2006	25-34		213
Young - Yass	2006	25-34	Certificate nfd	98
Young - Yass	2006	25-34	Certificate I and II Level	70
Young - Yass	2006	25-34	Certificate III and IV Level	755
Young - Yass	2006	25-34	Advanced Diploma and Diploma	236
Young - Yass	2006	25-34	Bachelor	437
Young - Yass	2006	25-34	Graduate Diploma and Graduate Certificate	42
Young - Yass	2006	25-34	Postgraduate	49
Young - Yass	2006	35-44		404
Young - Yass	2006	35-44	Certificate nfd	103
Young - Yass	2006	35-44	Certificate I and II Level	68
Young - Yass	2006	35-44	Certificate III and IV Level	911
Young - Yass	2006	35-44	Advanced Diploma and Diploma	359
Young - Yass	2006	35-44	Bachelor	545
Young - Yass	2006	35-44	Graduate Diploma and Graduate Certificate	77
Young - Yass	2006	35-44	Postgraduate	131
Young - Yass	2006	45-54		456
Young - Yass	2006	45-54	Certificate nfd	107
Young - Yass	2006	45-54	Certificate I and II Level	49
Young - Yass	2006	45-54	Certificate III and IV Level	781
Young - Yass	2006	45-54	Advanced Diploma and Diploma	384
Young - Yass	2006	45-54	Bachelor	534
Young - Yass	2006	45-54	Graduate Diploma and Graduate Certificate	130
Young - Yass	2006	45-54	Postgraduate	136
Young - Yass	2006	55-64		454
Young - Yass	2006	55-64	Certificate nfd	74
