SA3_NAME16	Year	SameAddress5YearsAgo	persons
Darling Downs - East	2006	1	18363
Darling Downs - East	2011		5824
Darling Downs - East	2011	0	14322
Darling Downs - East	2011	1	20215
Darling Downs - East	2016		6333
Darling Downs - East	2016	0	14475
Darling Downs - East	2016	1	21315
Granite Belt	2006		4171
Granite Belt	2006	0	14439
Granite Belt	2006	1	17573
Granite Belt	2011		4200
Granite Belt	2011	0	14312
Granite Belt	2011	1	19988
Granite Belt	2016		5147
Granite Belt	2016	0	13360
Granite Belt	2016	1	21594
Central Highlands (Qld)	2006		4400
Central Highlands (Qld)	2006	0	13207
Central Highlands (Qld)	2006	1	9722
Central Highlands (Qld)	2011		5272
Central Highlands (Qld)	2011	0	13172
Central Highlands (Qld)	2011	1	11217
Central Highlands (Qld)	2016		6089
Central Highlands (Qld)	2016	0	11003
Central Highlands (Qld)	2016	1	11868
Rockhampton	2006		14480
Rockhampton	2006	0	43263
Rockhampton	2006	1	43429
Rockhampton	2011		15996
Rockhampton	2011	0	42726
Rockhampton	2011	1	50615
Rockhampton	2016		17418
Rockhampton	2016	0	44222
Rockhampton	2016	1	54360
Biloela	2006		1989
Biloela	2006	0	5635
Biloela	2006	1	7027
Biloela	2011		1927
Biloela	2011	0	5316
Biloela	2011	1	7211
Biloela	2016		2237
Biloela	2016	0	4676
Biloela	2016	1	7406
Gladstone	2006		7100
Gladstone	2006	0	23372
Gladstone	2006	1	20287
Gladstone	2011		8915
Gladstone	2011	0	24178
Gladstone	2011	1	24799
Gladstone	2016		9331
Gladstone	2016	0	25892
Gladstone	2016	1	26417
Broadbeach - Burleigh	2006		8957
Broadbeach - Burleigh	2006	0	23994
Broadbeach - Burleigh	2006	1	22118
Broadbeach - Burleigh	2011		8211
Broadbeach - Burleigh	2011	0	24860
Broadbeach - Burleigh	2011	1	24848
Broadbeach - Burleigh	2016		8205
Broadbeach - Burleigh	2016	0	27318
Broadbeach - Burleigh	2016	1	26112
Coolangatta	2006		6536
Coolangatta	2006	0	20843
Coolangatta	2006	1	21204
Coolangatta	2011		6053
Coolangatta	2011	0	20076
Coolangatta	2011	1	23971
Coolangatta	2016		6953
Coolangatta	2016	0	21954
Coolangatta	2016	1	24282
Gold Coast - North	2006		7530
Gold Coast - North	2006	0	28203
Gold Coast - North	2006	1	19793
Gold Coast - North	2011		7731
Gold Coast - North	2011	0	27339
Gold Coast - North	2011	1	24536
Gold Coast - North	2016		8944
Gold Coast - North	2016	0	30818
Gold Coast - North	2016	1	26140
Gold Coast Hinterland	2006		1857
Gold Coast Hinterland	2006	0	7418
Gold Coast Hinterland	2006	1	6925
Gold Coast Hinterland	2011		1780
Gold Coast Hinterland	2011	0	6247
Gold Coast Hinterland	2011	1	9108
Gold Coast Hinterland	2016		2581
Gold Coast Hinterland	2016	0	6438
Gold Coast Hinterland	2016	1	9493
Mudgeeraba - Tallebudgera	2006		3576
Mudgeeraba - Tallebudgera	2006	0	12805
Mudgeeraba - Tallebudgera	2006	1	10518
Mudgeeraba - Tallebudgera	2011		3548
Mudgeeraba - Tallebudgera	2011	0	13432
Mudgeeraba - Tallebudgera	2011	1	14094
Mudgeeraba - Tallebudgera	2016		3960
Mudgeeraba - Tallebudgera	2016	0	13323
Mudgeeraba - Tallebudgera	2016	1	16099
Nerang	2006		7103
Nerang	2006	0	27627
Nerang	2006	1	20202
Nerang	2011		7991
Nerang	2011	0	27076
Nerang	2011	1	27608
Nerang	2016		8700
Nerang	2016	0	27514
Nerang	2016	1	31071
Ormeau - Oxenford	2006		9144
Ormeau - Oxenford	2006	0	37203
Ormeau - Oxenford	2006	1	18990
Ormeau - Oxenford	2011		12812
Ormeau - Oxenford	2011	0	49258
Ormeau - Oxenford	2011	1	31986
Ormeau - Oxenford	2016		17958
Ormeau - Oxenford	2016	0	60044
Ormeau - Oxenford	2016	1	42881
Robina	2006		5474
Robina	2006	0	23020
Robina	2006	1	12272
Robina	2011		5747
Robina	2011	0	21775
Robina	2011	1	17668
Robina	2016		6194
Robina	2016	0	23713
Robina	2016	1	19570
Southport	2006		6800
Southport	2006	0	23862
Southport	2006	1	19023
Southport	2011		7325
Southport	2011	0	24490
Southport	2011	1	22731
Southport	2016		8024
Southport	2016	0	27561
Southport	2016	1	23311
Surfers Paradise	2006		7485
Surfers Paradise	2006	0	15623
Surfers Paradise	2006	1	10087
Surfers Paradise	2011		5567
Surfers Paradise	2011	0	16865
Surfers Paradise	2011	1	12897
Surfers Paradise	2016		6829
Surfers Paradise	2016	0	20667
Surfers Paradise	2016	1	13340
Forest Lake - Oxley	2006		10002
Forest Lake - Oxley	2006	0	24144
Forest Lake - Oxley	2006	1	23590
Forest Lake - Oxley	2011		10905
Forest Lake - Oxley	2011	0	24000
Forest Lake - Oxley	2011	1	28666
Forest Lake - Oxley	2016		13625
Forest Lake - Oxley	2016	0	26543
Forest Lake - Oxley	2016	1	32062
Ipswich Hinterland	2006		6542
Ipswich Hinterland	2006	0	19100
Ipswich Hinterland	2006	1	24019
Ipswich Hinterland	2011		7651
Ipswich Hinterland	2011	0	20505
Ipswich Hinterland	2011	1	28792
Ipswich Hinterland	2016		9624
Ipswich Hinterland	2016	0	20935
Ipswich Hinterland	2016	1	32167
Ipswich Inner	2006		11240
Ipswich Inner	2006	0	34557
Ipswich Inner	2006	1	40196
Ipswich Inner	2011		12645
Ipswich Inner	2011	0	37407
Ipswich Inner	2011	1	44861
Ipswich Inner	2016		14842
Ipswich Inner	2016	0	40450
Ipswich Inner	2016	1	48915
Springfield - Redbank	2006		7697
Springfield - Redbank	2006	0	22286
Springfield - Redbank	2006	1	18332
Springfield - Redbank	2011		10122
Springfield - Redbank	2011	0	32047
Springfield - Redbank	2011	1	24190
Springfield - Redbank	2016		13342
Springfield - Redbank	2016	0	38770
Springfield - Redbank	2016	1	31798
Beaudesert	2006		1373
Beaudesert	2006	0	4572
Beaudesert	2006	1	4929
Beaudesert	2011		1625
Beaudesert	2011	0	4946
Beaudesert	2011	1	5808
Beaudesert	2016		2094
Beaudesert	2016	0	5465
Beaudesert	2016	1	6356
Beenleigh	2006		4549
Beenleigh	2006	0	15040
Beenleigh	2006	1	13104
Beenleigh	2011		5740
Beenleigh	2011	0	16260
Beenleigh	2011	1	15757
Beenleigh	2016		5997
Beenleigh	2016	0	16871
Beenleigh	2016	1	18060
Browns Plains	2006		9521
Browns Plains	2006	0	27876
Browns Plains	2006	1	28423
Browns Plains	2011		10082
Browns Plains	2011	0	28584
Browns Plains	2011	1	34047
Browns Plains	2016		11965
Browns Plains	2016	0	29916
Browns Plains	2016	1	37931
Jimboomba	2006		4467
Jimboomba	2006	0	13015
Jimboomba	2006	1	13732
Jimboomba	2011		4372
Jimboomba	2011	0	13633
Jimboomba	2011	1	19338
Jimboomba	2016		5951
Jimboomba	2016	0	16967
Jimboomba	2016	1	22669
Loganlea - Carbrook	2006		6394
Loganlea - Carbrook	2006	0	21557
Loganlea - Carbrook	2006	1	21215
Loganlea - Carbrook	2011		6986
Loganlea - Carbrook	2011	0	21852
Loganlea - Carbrook	2011	1	26043
Loganlea - Carbrook	2016		8123
Loganlea - Carbrook	2016	0	23382
Loganlea - Carbrook	2016	1	28274
Springwood - Kingston	2006		10786
Springwood - Kingston	2006	0	28094
Springwood - Kingston	2006	1	33103
Springwood - Kingston	2011		11133
Springwood - Kingston	2011	0	27948
Springwood - Kingston	2011	1	36274
Springwood - Kingston	2016		11196
Springwood - Kingston	2016	0	29095
Springwood - Kingston	2016	1	36989
Bowen Basin - North	2006		6100
Bowen Basin - North	2006	0	13717
Bowen Basin - North	2006	1	12380
Bowen Basin - North	2011		6722
Bowen Basin - North	2011	0	15372
Bowen Basin - North	2011	1	13387
Bowen Basin - North	2016		7350
Bowen Basin - North	2016	0	13618
Bowen Basin - North	2016	1	12526
Mackay	2006		15057
Mackay	2006	0	42858
Mackay	2006	1	43101
Mackay	2011		15646
Mackay	2011	0	45936
Mackay	2011	1	51215
Mackay	2016		17430
Mackay	2016	0	42855
Mackay	2016	1	54684
Whitsunday	2006		2916
Whitsunday	2006	0	8185
Whitsunday	2006	1	5853
Whitsunday	2011		3218
Whitsunday	2011	0	8127
Whitsunday	2011	1	7188
Whitsunday	2016		4250
Whitsunday	2016	0	8910
Whitsunday	2016	1	8064
Bribie - Beachmere	2006		2880
Bribie - Beachmere	2006	0	12688
Bribie - Beachmere	2006	1	11786
Bribie - Beachmere	2011		3182
Bribie - Beachmere	2011	0	13209
Bribie - Beachmere	2011	1	14144
Bribie - Beachmere	2016		3668
Bribie - Beachmere	2016	0	13703
Bribie - Beachmere	2016	1	15672
Caboolture	2006		6469
Caboolture	2006	0	21073
Caboolture	2006	1	19056
Caboolture	2011		9489
Caboolture	2011	0	26102
Caboolture	2011	1	23626
Caboolture	2016		10421
Caboolture	2016	0	29248
Caboolture	2016	1	27791
Caboolture Hinterland	2006		1970
Caboolture Hinterland	2006	0	3566
Caboolture Hinterland	2006	1	4539
Caboolture Hinterland	2011		1843
Caboolture Hinterland	2011	0	3971
Caboolture Hinterland	2011	1	5476
Caboolture Hinterland	2016		2842
Caboolture Hinterland	2016	0	4348
Caboolture Hinterland	2016	1	6042
Narangba - Burpengary	2006		6952
Narangba - Burpengary	2006	0	23941
Narangba - Burpengary	2006	1	21510
Narangba - Burpengary	2011		7374
Narangba - Burpengary	2011	0	23151
Narangba - Burpengary	2011	1	27900
Narangba - Burpengary	2016		7722
Narangba - Burpengary	2016	0	23728
Narangba - Burpengary	2016	1	31434
Redcliffe	2006		5976
Redcliffe	2006	0	21674
Redcliffe	2006	1	23774
Redcliffe	2011		6615
Redcliffe	2011	0	23413
Redcliffe	2011	1	26256
Redcliffe	2016		7205
Redcliffe	2016	0	24410
Redcliffe	2016	1	27854
The Hills District	2006		7984
The Hills District	2006	0	28874
The Hills District	2006	1	35701
The Hills District	2011		8256
The Hills District	2011	0	28342
The Hills District	2011	1	43915
The Hills District	2016		8677
The Hills District	2016	0	29182
The Hills District	2016	1	48335
North Lakes	2006		4590
North Lakes	2006	0	17762
North Lakes	2006	1	11930
North Lakes	2011		6769
North Lakes	2011	0	27163
North Lakes	2011	1	17636
North Lakes	2016		10278
North Lakes	2016	0	36283
North Lakes	2016	1	24999
Strathpine	2006		4162
Strathpine	2006	0	13615
Strathpine	2006	1	16521
Strathpine	2011		4050
Strathpine	2011	0	12778
Strathpine	2011	1	18525
Strathpine	2016		4610
Strathpine	2016	0	13441
Strathpine	2016	1	19164
Far North	2006		5032
Far North	2006	0	7455
Far North	2006	1	15457
Far North	2011		5659
Far North	2011	0	7394
Far North	2011	1	16827
Far North	2016		6562
Far North	2016	0	8117
Far North	2016	1	17711
Outback - North	2006		6714
Outback - North	2006	0	12442
Outback - North	2006	1	11782
Outback - North	2011		6955
Outback - North	2011	0	12895
Outback - North	2011	1	13281
Outback - North	2016		5899
Outback - North	2016	0	10781
Outback - North	2016	1	12971
Outback - South	2006		2747
Outback - South	2006	0	7113
Outback - South	2006	1	9771
Outback - South	2011		2773
Outback - South	2011	0	7264
Outback - South	2011	1	9875
Outback - South	2016		2695
Outback - South	2016	0	5757
Outback - South	2016	1	9207
Buderim	2006		4590
Buderim	2006	0	21221
Buderim	2006	1	15096
Buderim	2011		4137
Buderim	2011	0	21087
Buderim	2011	1	20517
Buderim	2016		6031
Buderim	2016	0	26182
Buderim	2016	1	22270
Caloundra	2006		6760
Caloundra	2006	0	31052
Caloundra	2006	1	23591
Caloundra	2011		7389
Caloundra	2011	0	32618
Caloundra	2011	1	30031
Caloundra	2016		8958
Caloundra	2016	0	37098
Caloundra	2016	1	34456
Maroochy	2006		6369
Maroochy	2006	0	24663
Maroochy	2006	1	16630
Maroochy	2011		5989
Maroochy	2011	0	24420
Maroochy	2011	1	20677
Maroochy	2016		7271
Maroochy	2016	0	26695
Maroochy	2016	1	22342
Noosa	2006		4258
Noosa	2006	0	15910
Noosa	2006	1	11972
Noosa	2011		3887
Noosa	2011	0	16426
Noosa	2011	1	15584
Noosa	2016		4659
Noosa	2016	0	20119
Noosa	2016	1	16374
Sunshine Coast Hinterland	2006		4764
Sunshine Coast Hinterland	2006	0	18026
Sunshine Coast Hinterland	2006	1	18419
Sunshine Coast Hinterland	2011		5078
Sunshine Coast Hinterland	2011	0	18295
Sunshine Coast Hinterland	2011	1	22923
Sunshine Coast Hinterland	2016		5476
Sunshine Coast Hinterland	2016	0	18638
Sunshine Coast Hinterland	2016	1	25468
Nambour	2006		3729
Nambour	2006	0	14818
Nambour	2006	1	15390
Nambour	2011		4441
Nambour	2011	0	14958
Nambour	2011	1	18208
Nambour	2016		5395
Nambour	2016	0	17186
Nambour	2016	1	20043
Noosa Hinterland	2006		2071
Noosa Hinterland	2006	0	8608
Noosa Hinterland	2006	1	8324
Noosa Hinterland	2011		2053
Noosa Hinterland	2011	0	7480
Noosa Hinterland	2011	1	10721
Noosa Hinterland	2016		2364
Noosa Hinterland	2016	0	8258
Noosa Hinterland	2016	1	11230
Toowoomba	2006		15981
Toowoomba	2006	0	60367
Toowoomba	2006	1	53563
Toowoomba	2011		17480
Toowoomba	2011	0	59310
Toowoomba	2011	1	63430
Toowoomba	2016		20320
Toowoomba	2016	0	62031
Toowoomba	2016	1	67161
Charters Towers - Ayr - Ingham	2006		4873
Charters Towers - Ayr - Ingham	2006	0	14140
Charters Towers - Ayr - Ingham	2006	1	23026
Charters Towers - Ayr - Ingham	2011		5250
Charters Towers - Ayr - Ingham	2011	0	13237
Charters Towers - Ayr - Ingham	2011	1	24884
Charters Towers - Ayr - Ingham	2016		5937
Charters Towers - Ayr - Ingham	2016	0	11490
Charters Towers - Ayr - Ingham	2016	1	24799
Townsville	2006		21813
Townsville	2006	0	73314
Townsville	2006	1	59501
Townsville	2011		25104
Townsville	2011	0	77260
Townsville	2011	1	72165
Townsville	2016		27636
Townsville	2016	0	80471
Townsville	2016	1	78701
Bundaberg	2006		9652
Bundaberg	2006	0	34585
Bundaberg	2006	1	34157
Bundaberg	2011		9916
Bundaberg	2011	0	34208
Bundaberg	2011	1	40616
Bundaberg	2016		11368
Bundaberg	2016	0	32854
Bundaberg	2016	1	43543
Burnett	2006		5696
Burnett	2006	0	17970
Burnett	2006	1	21259
Burnett	2011		5659
Burnett	2011	0	17371
Burnett	2011	1	24441
Burnett	2016		7393
Burnett	2016	0	15555
Burnett	2016	1	26119
Gympie - Cooloola	2006		4770
Gympie - Cooloola	2006	0	18274
Gympie - Cooloola	2006	1	18825
Gympie - Cooloola	2011		5677
Gympie - Cooloola	2011	0	17428
Gympie - Cooloola	2011	1	22582
Gympie - Cooloola	2016		7050
Gympie - Cooloola	2016	0	17870
Gympie - Cooloola	2016	1	24566
Hervey Bay	2006		4958
Hervey Bay	2006	0	23971
Hervey Bay	2006	1	16565
Hervey Bay	2011		5786
Hervey Bay	2011	0	24180
Hervey Bay	2011	1	22873
Hervey Bay	2016		7252
Hervey Bay	2016	0	24187
Hervey Bay	2016	1	25239
Maryborough	2006		4628
Maryborough	2006	0	16670
Maryborough	2006	1	17548
Maryborough	2011		5345
Maryborough	2011	0	16042
Maryborough	2011	1	21135
Maryborough	2016		6718
Maryborough	2016	0	15096
Maryborough	2016	1	23079
Migratory - Offshore - Shipping (Qld)	2006		10
Migratory - Offshore - Shipping (Qld)	2006	0	58
Migratory - Offshore - Shipping (Qld)	2006	1	31
Migratory - Offshore - Shipping (Qld)	2011		90
Migratory - Offshore - Shipping (Qld)	2011	0	168
Migratory - Offshore - Shipping (Qld)	2011	1	215
Migratory - Offshore - Shipping (Qld)	2016		21
Migratory - Offshore - Shipping (Qld)	2016	0	45
Migratory - Offshore - Shipping (Qld)	2016	1	84
No usual address (Qld)	2006		2346
No usual address (Qld)	2006	0	9224
No usual address (Qld)	2006	1	1236
No usual address (Qld)	2011		2535
No usual address (Qld)	2011	0	8610
No usual address (Qld)	2011	1	1398
No usual address (Qld)	2016		3133
No usual address (Qld)	2016	0	7693
No usual address (Qld)	2016	1	1684
Adelaide City	2006		2971
Adelaide City	2006	0	9481
Adelaide City	2006	1	4206
Adelaide City	2011		2740
Adelaide City	2011	0	11662
Adelaide City	2011	1	5236
Adelaide City	2016		3144
Adelaide City	2016	0	13345
Adelaide City	2016	1	5574
Adelaide Hills	2006		6699
Adelaide Hills	2006	0	21476
Adelaide Hills	2006	1	35766
Adelaide Hills	2011		6449
Adelaide Hills	2011	0	22048
Adelaide Hills	2011	1	39558
Adelaide Hills	2016		7810
Adelaide Hills	2016	0	22421
Adelaide Hills	2016	1	41661
Burnside	2006		3981
Burnside	2006	0	14721
Burnside	2006	1	23253
Burnside	2011		3342
Burnside	2011	0	14683
Burnside	2011	1	24167
Burnside	2016		3789
Burnside	2016	0	16373
Burnside	2016	1	23749
Campbelltown (SA)	2006		4497
Campbelltown (SA)	2006	0	13877
Campbelltown (SA)	2006	1	28141
Campbelltown (SA)	2011		4262
Campbelltown (SA)	2011	0	15315
Campbelltown (SA)	2011	1	28925
Campbelltown (SA)	2016		4728
Campbelltown (SA)	2016	0	16466
Campbelltown (SA)	2016	1	29331
Norwood - Payneham - St Peters	2006		3665
Norwood - Payneham - St Peters	2006	0	13444
Norwood - Payneham - St Peters	2006	1	16620
Norwood - Payneham - St Peters	2011		3325
Norwood - Payneham - St Peters	2011	0	13925
Norwood - Payneham - St Peters	2011	1	17637
Norwood - Payneham - St Peters	2016		3533
Norwood - Payneham - St Peters	2016	0	14331
Norwood - Payneham - St Peters	2016	1	17498
Prospect - Walkerville	2006		2857
Prospect - Walkerville	2006	0	8881
Prospect - Walkerville	2006	1	14517
Prospect - Walkerville	2011		2732
Prospect - Walkerville	2011	0	9360
Prospect - Walkerville	2011	1	14859
Prospect - Walkerville	2016		2942
Prospect - Walkerville	2016	0	10110
Prospect - Walkerville	2016	1	15027
Unley	2006		3857
Unley	2006	0	13983
Unley	2006	1	18159
Unley	2011		3534
Unley	2011	0	13728
Unley	2011	1	19576
Unley	2016		3722
Unley	2016	0	14405
Unley	2016	1	19594
Gawler - Two Wells	2006		3072
Gawler - Two Wells	2006	0	11081
Gawler - Two Wells	2006	1	14129
Gawler - Two Wells	2011		3257
Gawler - Two Wells	2011	0	11053
Gawler - Two Wells	2011	1	17329
Gawler - Two Wells	2016		4077
Gawler - Two Wells	2016	0	11937
Gawler - Two Wells	2016	1	18618
Playford	2006		9941
Playford	2006	0	25271
Playford	2006	1	35406
Playford	2011		11372
Playford	2011	0	28597
Playford	2011	1	39902
Playford	2016		14420
Playford	2016	0	32313
Playford	2016	1	43421
Port Adelaide - East	2006		7882
Port Adelaide - East	2006	0	20234
Port Adelaide - East	2006	1	27099
Port Adelaide - East	2011		7971
Port Adelaide - East	2011	0	22680
Port Adelaide - East	2011	1	30284
Port Adelaide - East	2016		9488
Port Adelaide - East	2016	0	27339
Port Adelaide - East	2016	1	31229
Salisbury	2006		14602
Salisbury	2006	0	37689
Salisbury	2006	1	64584
Salisbury	2011		15647
Salisbury	2011	0	41128
Salisbury	2011	1	70888
Salisbury	2016		16908
Salisbury	2016	0	44418
Salisbury	2016	1	75309
Tea Tree Gully	2006		8612
Tea Tree Gully	2006	0	27710
Tea Tree Gully	2006	1	55755
Tea Tree Gully	2011		8084
Tea Tree Gully	2011	0	25881
Tea Tree Gully	2011	1	57574
Tea Tree Gully	2016		9231
Tea Tree Gully	2016	0	26670
Tea Tree Gully	2016	1	57703
Holdfast Bay	2006		2965
Holdfast Bay	2006	0	12625
Holdfast Bay	2006	1	16441
Holdfast Bay	2011		3166
Holdfast Bay	2011	0	12872
Holdfast Bay	2011	1	17028
Holdfast Bay	2016		3643
Holdfast Bay	2016	0	12922
Holdfast Bay	2016	1	17138
Marion	2006		7741
Marion	2006	0	26814
Marion	2006	1	45414
Marion	2011		8319
Marion	2011	0	28877
Marion	2011	1	47131
Marion	2016		9610
Marion	2016	0	32598
Marion	2016	1	47859
Mitcham	2006		5490
Mitcham	2006	0	19925
Mitcham	2006	1	35484
Mitcham	2011		5337
Mitcham	2011	0	19428
Mitcham	2011	1	36891
Mitcham	2016		6020
Mitcham	2016	0	20568
Mitcham	2016	1	36941
Onkaparinga	2006		15477
Onkaparinga	2006	0	50526
Onkaparinga	2006	1	84686
Onkaparinga	2011		16740
Onkaparinga	2011	0	53026
Onkaparinga	2011	1	91051
Onkaparinga	2016		19673
Onkaparinga	2016	0	53725
Onkaparinga	2016	1	94643
Charles Sturt	2006		10258
Charles Sturt	2006	0	28902
Charles Sturt	2006	1	58809
Charles Sturt	2011		10310
Charles Sturt	2011	0	31801
Charles Sturt	2011	1	60118
Charles Sturt	2016		11913
Charles Sturt	2016	0	36954
Charles Sturt	2016	1	59824
Port Adelaide - West	2006		6292
Port Adelaide - West	2006	0	16592
Port Adelaide - West	2006	1	29666
Port Adelaide - West	2011		6467
Port Adelaide - West	2011	0	19293
Port Adelaide - West	2011	1	30838
Port Adelaide - West	2016		6824
Port Adelaide - West	2016	0	19001
Port Adelaide - West	2016	1	32140
West Torrens	2006		5838
West Torrens	2006	0	19180
West Torrens	2006	1	29697
West Torrens	2011		5811
West Torrens	2011	0	21124
West Torrens	2011	1	30889
West Torrens	2016		6433
West Torrens	2016	0	23662
West Torrens	2016	1	30991
Barossa	2006		3136
Barossa	2006	0	10713
Barossa	2006	1	17595
Barossa	2011		3278
Barossa	2011	0	10821
Barossa	2011	1	19101
Barossa	2016		4082
Barossa	2016	0	10847
Barossa	2016	1	20567
Lower North	2006		2314
Lower North	2006	0	6847
Lower North	2006	1	12084
Lower North	2011		2296
Lower North	2011	0	7249
Lower North	2011	1	12509
Lower North	2016		2909
Lower North	2016	0	6450
Lower North	2016	1	13186
Mid North	2006		3081
Mid North	2006	0	8434
Mid North	2006	1	15955
Mid North	2011		2744
Mid North	2011	0	7875
Mid North	2011	1	16644
Mid North	2016		3509
Mid North	2016	0	7246
Mid North	2016	1	16513
Yorke Peninsula	2006		2114
Yorke Peninsula	2006	0	7657
Yorke Peninsula	2006	1	12868
Yorke Peninsula	2011		2131
Yorke Peninsula	2011	0	8083
Yorke Peninsula	2011	1	13783
Yorke Peninsula	2016		3123
Yorke Peninsula	2016	0	7435
Yorke Peninsula	2016	1	14644
Eyre Peninsula and South West	2006		7118
Eyre Peninsula and South West	2006	0	18319
Eyre Peninsula and South West	2006	1	29440
Eyre Peninsula and South West	2011		6901
Eyre Peninsula and South West	2011	0	18203
Eyre Peninsula and South West	2011	1	31291
Eyre Peninsula and South West	2016		8489
Eyre Peninsula and South West	2016	0	16503
Eyre Peninsula and South West	2016	1	31621
Outback - North and East	2006		4588
Outback - North and East	2006	0	9219
Outback - North and East	2006	1	13158
Outback - North and East	2011		5011
Outback - North and East	2011	0	9550
Outback - North and East	2011	1	13635
Outback - North and East	2016		5133
Outback - North and East	2016	0	7933
Outback - North and East	2016	1	13137
Fleurieu - Kangaroo Island	2006		4804
Fleurieu - Kangaroo Island	2006	0	16633
Fleurieu - Kangaroo Island	2006	1	19706
Fleurieu - Kangaroo Island	2011		4330
Fleurieu - Kangaroo Island	2011	0	18492
Fleurieu - Kangaroo Island	2011	1	23526
Fleurieu - Kangaroo Island	2016		5775
Fleurieu - Kangaroo Island	2016	0	17737
Fleurieu - Kangaroo Island	2016	1	26885
Limestone Coast	2006		7318
Limestone Coast	2006	0	21809
Limestone Coast	2006	1	33091
Limestone Coast	2011		6649
Limestone Coast	2011	0	20867
Limestone Coast	2011	1	35563
Limestone Coast	2016		8691
Limestone Coast	2016	0	19835
Limestone Coast	2016	1	36262
Murray and Mallee	2006		7798
Murray and Mallee	2006	0	22342
Murray and Mallee	2006	1	36622
Murray and Mallee	2011		8211
Murray and Mallee	2011	0	20975
Murray and Mallee	2011	1	38540
Murray and Mallee	2016		9437
Murray and Mallee	2016	0	21099
Murray and Mallee	2016	1	39018
Migratory - Offshore - Shipping (SA)	2006		0
Migratory - Offshore - Shipping (SA)	2006	0	3
Migratory - Offshore - Shipping (SA)	2006	1	3
Migratory - Offshore - Shipping (SA)	2011		0
Migratory - Offshore - Shipping (SA)	2011	0	5
Migratory - Offshore - Shipping (SA)	2011	1	0
Migratory - Offshore - Shipping (SA)	2016		-4
Migratory - Offshore - Shipping (SA)	2016	0	3
Migratory - Offshore - Shipping (SA)	2016	1	4
No usual address (SA)	2006		458
No usual address (SA)	2006	0	1842
No usual address (SA)	2006	1	318
No usual address (SA)	2011		739
No usual address (SA)	2011	0	1995
No usual address (SA)	2011	1	335
No usual address (SA)	2016		811
No usual address (SA)	2016	0	1680
No usual address (SA)	2016	1	372
Augusta - Margaret River - Busselton	2006		4558
Augusta - Margaret River - Busselton	2006	0	16581
Augusta - Margaret River - Busselton	2006	1	14566
Augusta - Margaret River - Busselton	2011		5367
Augusta - Margaret River - Busselton	2011	0	17994
Augusta - Margaret River - Busselton	2011	1	18685
Augusta - Margaret River - Busselton	2016		7282
Augusta - Margaret River - Busselton	2016	0	21792
Augusta - Margaret River - Busselton	2016	1	21801
Bunbury	2006		10668
Bunbury	2006	0	35516
Bunbury	2006	1	35675
Bunbury	2011		12550
Bunbury	2011	0	37033
Bunbury	2011	1	44799
Bunbury	2016		14961
Bunbury	2016	0	38056
Bunbury	2016	1	49627
Manjimup	2006		2323
Manjimup	2006	0	7983
Manjimup	2006	1	10307
Manjimup	2011		2226
Manjimup	2011	0	7069
Manjimup	2011	1	12376
Manjimup	2016		3215
Manjimup	2016	0	6796
Manjimup	2016	1	12804
Mandurah	2006		9056
Mandurah	2006	0	32410
Mandurah	2006	1	25388
Mandurah	2011		10934
Mandurah	2011	0	36327
Mandurah	2011	1	36034
Mandurah	2016		12664
Mandurah	2016	0	42926
Mandurah	2016	1	41146
Cottesloe - Claremont	2006		7460
Cottesloe - Claremont	2006	0	25531
Cottesloe - Claremont	2006	1	29387
Cottesloe - Claremont	2011		6593
Cottesloe - Claremont	2011	0	25004
Cottesloe - Claremont	2011	1	32537
Cottesloe - Claremont	2016		6844
Cottesloe - Claremont	2016	0	28742
Cottesloe - Claremont	2016	1	32048
Perth City	2006		13726
Perth City	2006	0	36740
Perth City	2006	1	29295
Perth City	2011		13329
Perth City	2011	0	43540
Perth City	2011	1	35348
Perth City	2016		15062
Perth City	2016	0	49394
Perth City	2016	1	37210
Bayswater - Bassendean	2006		8478
Bayswater - Bassendean	2006	0	25905
Bayswater - Bassendean	2006	1	35484
Bayswater - Bassendean	2011		9215
Bayswater - Bassendean	2011	0	28074
Bayswater - Bassendean	2011	1	39050
Bayswater - Bassendean	2016		9985
Bayswater - Bassendean	2016	0	31065
Bayswater - Bassendean	2016	1	39393
Mundaring	2006		5067
Mundaring	2006	0	13418
Mundaring	2006	1	20019
Mundaring	2011		5663
Mundaring	2011	0	11617
Mundaring	2011	1	23132
Mundaring	2016		6428
Mundaring	2016	0	12587
Mundaring	2016	1	23017
Swan	2006		13170
Swan	2006	0	36245
Swan	2006	1	39063
Swan	2011		13873
Swan	2011	0	38309
Swan	2011	1	50956
Swan	2016		18411
Swan	2016	0	52186
Swan	2016	1	57943
Joondalup	2006		15601
Joondalup	2006	0	54577
Joondalup	2006	1	79497
Joondalup	2011		15069
Joondalup	2011	0	49732
Joondalup	2011	1	87622
Joondalup	2016		15123
Joondalup	2016	0	51013
Joondalup	2016	1	88594
Stirling	2006		20727
Stirling	2006	0	63916
Stirling	2006	1	75810
Stirling	2011		23025
Stirling	2011	0	69674
Stirling	2011	1	85733
Stirling	2016		24718
Stirling	2016	0	78348
Stirling	2016	1	89359
Wanneroo	2006		16133
Wanneroo	2006	0	54141
Wanneroo	2006	1	40667
Wanneroo	2011		21275
Wanneroo	2011	0	66906
Wanneroo	2011	1	63923
Wanneroo	2016		26133
Wanneroo	2016	0	78826
Wanneroo	2016	1	83001
Armadale	2006		6916
