SA2_NAME16	Year	Sex	overseas_visitors
Indooroopilly	2016	M	170
Sherwood	2006	F	23
Sherwood	2006	M	18
Sherwood	2011	F	24
Sherwood	2011	M	22
Sherwood	2016	F	45
Sherwood	2016	M	29
St Lucia	2006	F	383
St Lucia	2006	M	289
St Lucia	2011	F	388
St Lucia	2011	M	302
St Lucia	2016	F	451
St Lucia	2016	M	303
Taringa	2006	F	118
Taringa	2006	M	75
Taringa	2011	F	104
Taringa	2011	M	69
Taringa	2016	F	126
Taringa	2016	M	91
Enoggera	2006	F	22
Enoggera	2006	M	23
Enoggera	2011	F	24
Enoggera	2011	M	18
Enoggera	2016	F	32
Enoggera	2016	M	25
Enoggera Reservoir	2006	F	0
Enoggera Reservoir	2006	M	0
Enoggera Reservoir	2011	F	0
Enoggera Reservoir	2011	M	0
Enoggera Reservoir	2016	F	0
Enoggera Reservoir	2016	M	0
Keperra	2006	F	16
Keperra	2006	M	24
Keperra	2011	F	16
Keperra	2011	M	15
Keperra	2016	F	22
Keperra	2016	M	16
Mitchelton	2006	F	43
Mitchelton	2006	M	23
Mitchelton	2011	F	36
Mitchelton	2011	M	29
Mitchelton	2016	F	45
Mitchelton	2016	M	31
Mount Coot-tha	2006	F	0
Mount Coot-tha	2006	M	0
Mount Coot-tha	2011	F	0
Mount Coot-tha	2011	M	0
Mount Coot-tha	2016	F	0
Mount Coot-tha	2016	M	0
The Gap	2006	F	116
The Gap	2006	M	108
The Gap	2011	F	68
The Gap	2011	M	58
The Gap	2016	F	88
The Gap	2016	M	64
Upper Kedron - Ferny Grove	2006	F	36
Upper Kedron - Ferny Grove	2006	M	24
Upper Kedron - Ferny Grove	2011	F	25
Upper Kedron - Ferny Grove	2011	M	18
Upper Kedron - Ferny Grove	2016	F	26
Upper Kedron - Ferny Grove	2016	M	23
Brisbane City	2006	F	1303
Brisbane City	2006	M	1555
Brisbane City	2011	F	1158
Brisbane City	2011	M	1480
Brisbane City	2016	F	1951
Brisbane City	2016	M	1982
Fortitude Valley	2006	F	211
Fortitude Valley	2006	M	186
Fortitude Valley	2011	F	147
Fortitude Valley	2011	M	156
Fortitude Valley	2016	F	233
Fortitude Valley	2016	M	253
Highgate Hill	2006	F	64
Highgate Hill	2006	M	59
Highgate Hill	2011	F	89
Highgate Hill	2011	M	74
Highgate Hill	2016	F	118
Highgate Hill	2016	M	98
Kangaroo Point	2006	F	360
Kangaroo Point	2006	M	363
Kangaroo Point	2011	F	193
Kangaroo Point	2011	M	248
Kangaroo Point	2016	F	293
Kangaroo Point	2016	M	270
New Farm	2006	F	117
New Farm	2006	M	117
New Farm	2011	F	114
New Farm	2011	M	100
New Farm	2016	F	134
New Farm	2016	M	126
South Brisbane	2006	F	282
South Brisbane	2006	M	257
South Brisbane	2011	F	224
South Brisbane	2011	M	219
South Brisbane	2016	F	478
South Brisbane	2016	M	336
Spring Hill	2006	F	402
Spring Hill	2006	M	490
Spring Hill	2011	F	314
Spring Hill	2011	M	444
Spring Hill	2016	F	365
Spring Hill	2016	M	386
West End	2006	F	169
West End	2006	M	180
West End	2011	F	144
West End	2011	M	132
West End	2016	F	136
West End	2016	M	116
Balmoral	2006	F	22
Balmoral	2006	M	30
Balmoral	2011	F	29
Balmoral	2011	M	25
Balmoral	2016	F	28
Balmoral	2016	M	13
Bulimba	2006	F	39
Bulimba	2006	M	24
Bulimba	2011	F	29
Bulimba	2011	M	19
Bulimba	2016	F	44
Bulimba	2016	M	36
East Brisbane	2006	F	84
East Brisbane	2006	M	63
East Brisbane	2011	F	65
East Brisbane	2011	M	38
East Brisbane	2016	F	67
East Brisbane	2016	M	48
Hawthorne	2006	F	26
Hawthorne	2006	M	16
Hawthorne	2011	F	37
Hawthorne	2011	M	27
Hawthorne	2016	F	26
Hawthorne	2016	M	14
Morningside - Seven Hills	2006	F	42
Morningside - Seven Hills	2006	M	27
Morningside - Seven Hills	2011	F	60
Morningside - Seven Hills	2011	M	54
Morningside - Seven Hills	2016	F	70
Morningside - Seven Hills	2016	M	53
Norman Park	2006	F	38
Norman Park	2006	M	21
Norman Park	2011	F	32
Norman Park	2011	M	22
Norman Park	2016	F	32
Norman Park	2016	M	32
Albion	2006	F	37
Albion	2006	M	12
Albion	2011	F	23
Albion	2011	M	14
Albion	2016	F	49
Albion	2016	M	17
Alderley	2006	F	39
Alderley	2006	M	21
Alderley	2011	F	25
Alderley	2011	M	26
Alderley	2016	F	34
Alderley	2016	M	20
Ascot	2006	F	51
Ascot	2006	M	60
Ascot	2011	F	39
Ascot	2011	M	51
Ascot	2016	F	39
Ascot	2016	M	43
Clayfield	2006	F	82
Clayfield	2006	M	65
Clayfield	2011	F	63
Clayfield	2011	M	41
Clayfield	2016	F	78
Clayfield	2016	M	51
Grange	2006	F	24
Grange	2006	M	16
Grange	2011	F	19
Grange	2011	M	18
Grange	2016	F	26
Grange	2016	M	16
Hamilton (Qld)	2006	F	60
Hamilton (Qld)	2006	M	98
Hamilton (Qld)	2011	F	62
Hamilton (Qld)	2011	M	71
Hamilton (Qld)	2016	F	89
Hamilton (Qld)	2016	M	109
Hendra	2006	F	22
Hendra	2006	M	20
Hendra	2011	F	28
Hendra	2011	M	25
Hendra	2016	F	48
Hendra	2016	M	49
Kelvin Grove - Herston	2006	F	108
Kelvin Grove - Herston	2006	M	86
Kelvin Grove - Herston	2011	F	147
Kelvin Grove - Herston	2011	M	108
Kelvin Grove - Herston	2016	F	192
Kelvin Grove - Herston	2016	M	134
Newmarket	2006	F	45
Newmarket	2006	M	22
Newmarket	2011	F	16
Newmarket	2011	M	17
Newmarket	2016	F	50
Newmarket	2016	M	30
Newstead - Bowen Hills	2006	F	58
Newstead - Bowen Hills	2006	M	54
Newstead - Bowen Hills	2011	F	82
Newstead - Bowen Hills	2011	M	71
Newstead - Bowen Hills	2016	F	130
Newstead - Bowen Hills	2016	M	118
Wilston	2006	F	11
Wilston	2006	M	0
Wilston	2011	F	13
Wilston	2011	M	10
Wilston	2016	F	26
Wilston	2016	M	10
Windsor	2006	F	41
Windsor	2006	M	29
Windsor	2011	F	33
Windsor	2011	M	20
Windsor	2016	F	51
Windsor	2016	M	27
Wooloowin - Lutwyche	2006	F	74
Wooloowin - Lutwyche	2006	M	44
Wooloowin - Lutwyche	2011	F	44
Wooloowin - Lutwyche	2011	M	37
Wooloowin - Lutwyche	2016	F	66
Wooloowin - Lutwyche	2016	M	34
Ashgrove	2006	F	89
Ashgrove	2006	M	79
Ashgrove	2011	F	103
Ashgrove	2011	M	66
Ashgrove	2016	F	90
Ashgrove	2016	M	57
Auchenflower	2006	F	81
Auchenflower	2006	M	57
Auchenflower	2011	F	64
Auchenflower	2011	M	54
Auchenflower	2016	F	65
Auchenflower	2016	M	51
Bardon	2006	F	67
Bardon	2006	M	44
Bardon	2011	F	47
Bardon	2011	M	27
Bardon	2016	F	75
Bardon	2016	M	28
Paddington - Milton	2006	F	106
Paddington - Milton	2006	M	83
Paddington - Milton	2011	F	74
Paddington - Milton	2011	M	53
Paddington - Milton	2016	F	73
Paddington - Milton	2016	M	81
Red Hill (Qld)	2006	F	49
Red Hill (Qld)	2006	M	47
Red Hill (Qld)	2011	F	43
Red Hill (Qld)	2011	M	32
Red Hill (Qld)	2016	F	60
Red Hill (Qld)	2016	M	24
Toowong	2006	F	203
Toowong	2006	M	195
Toowong	2011	F	153
Toowong	2011	M	169
Toowong	2016	F	161
Toowong	2016	M	116
Brinsmead	2006	F	71
Brinsmead	2006	M	38
Brinsmead	2011	F	53
Brinsmead	2011	M	39
Brinsmead	2016	F	65
Brinsmead	2016	M	31
Clifton Beach - Kewarra Beach	2006	F	661
Clifton Beach - Kewarra Beach	2006	M	613
Clifton Beach - Kewarra Beach	2011	F	493
Clifton Beach - Kewarra Beach	2011	M	451
Clifton Beach - Kewarra Beach	2016	F	543
Clifton Beach - Kewarra Beach	2016	M	442
Freshwater - Stratford	2006	F	56
Freshwater - Stratford	2006	M	32
Freshwater - Stratford	2011	F	43
Freshwater - Stratford	2011	M	34
Freshwater - Stratford	2016	F	48
Freshwater - Stratford	2016	M	38
Redlynch	2006	F	95
Redlynch	2006	M	69
Redlynch	2011	F	94
Redlynch	2011	M	73
Redlynch	2016	F	95
Redlynch	2016	M	97
Trinity Beach - Smithfield	2006	F	318
Trinity Beach - Smithfield	2006	M	290
Trinity Beach - Smithfield	2011	F	285
Trinity Beach - Smithfield	2011	M	223
Trinity Beach - Smithfield	2016	F	392
Trinity Beach - Smithfield	2016	M	266
Yorkeys Knob - Machans Beach	2006	F	86
Yorkeys Knob - Machans Beach	2006	M	83
Yorkeys Knob - Machans Beach	2011	F	85
Yorkeys Knob - Machans Beach	2011	M	75
Yorkeys Knob - Machans Beach	2016	F	69
Yorkeys Knob - Machans Beach	2016	M	41
Bentley Park	2006	F	29
Bentley Park	2006	M	17
Bentley Park	2011	F	34
Bentley Park	2011	M	15
Bentley Park	2016	F	35
Bentley Park	2016	M	24
Cairns City	2006	F	3876
Cairns City	2006	M	3530
Cairns City	2011	F	2782
Cairns City	2011	M	2441
Cairns City	2016	F	3342
Cairns City	2016	M	2639
Earlville - Bayview Heights	2006	F	96
Earlville - Bayview Heights	2006	M	71
Earlville - Bayview Heights	2011	F	56
Earlville - Bayview Heights	2011	M	34
Earlville - Bayview Heights	2016	F	67
Earlville - Bayview Heights	2016	M	27
Edmonton	2006	F	32
Edmonton	2006	M	24
Edmonton	2011	F	38
Edmonton	2011	M	22
Edmonton	2016	F	26
Edmonton	2016	M	19
Gordonvale - Trinity	2006	F	54
Gordonvale - Trinity	2006	M	41
Gordonvale - Trinity	2011	F	56
Gordonvale - Trinity	2011	M	39
Gordonvale - Trinity	2016	F	139
Gordonvale - Trinity	2016	M	104
Kanimbla - Mooroobool	2006	F	101
Kanimbla - Mooroobool	2006	M	52
Kanimbla - Mooroobool	2011	F	74
Kanimbla - Mooroobool	2011	M	36
Kanimbla - Mooroobool	2016	F	69
Kanimbla - Mooroobool	2016	M	56
Lamb Range	2006	F	0
Lamb Range	2006	M	0
Lamb Range	2011	F	0
Lamb Range	2011	M	0
Lamb Range	2016	F	0
Lamb Range	2016	M	0
Manoora	2006	F	84
Manoora	2006	M	50
Manoora	2011	F	41
Manoora	2011	M	28
Manoora	2016	F	54
Manoora	2016	M	47
Manunda	2006	F	342
Manunda	2006	M	243
Manunda	2011	F	201
Manunda	2011	M	220
Manunda	2016	F	531
Manunda	2016	M	381
Mount Sheridan	2006	F	58
Mount Sheridan	2006	M	41
Mount Sheridan	2011	F	43
Mount Sheridan	2011	M	25
Mount Sheridan	2016	F	69
Mount Sheridan	2016	M	34
Westcourt - Bungalow	2006	F	121
Westcourt - Bungalow	2006	M	73
Westcourt - Bungalow	2011	F	45
Westcourt - Bungalow	2011	M	51
Westcourt - Bungalow	2016	F	73
Westcourt - Bungalow	2016	M	52
White Rock	2006	F	40
White Rock	2006	M	26
White Rock	2011	F	30
White Rock	2011	M	9
White Rock	2016	F	36
White Rock	2016	M	24
Whitfield - Edge Hill	2006	F	82
Whitfield - Edge Hill	2006	M	72
Whitfield - Edge Hill	2011	F	76
Whitfield - Edge Hill	2011	M	44
Whitfield - Edge Hill	2016	F	80
Whitfield - Edge Hill	2016	M	49
Woree	2006	F	99
Woree	2006	M	102
Woree	2011	F	65
Woree	2011	M	57
Woree	2016	F	58
Woree	2016	M	38
Babinda	2006	F	14
Babinda	2006	M	18
Babinda	2011	F	17
Babinda	2011	M	16
Babinda	2016	F	18
Babinda	2016	M	27
Innisfail	2006	F	39
Innisfail	2006	M	47
Innisfail	2011	F	53
Innisfail	2011	M	65
Innisfail	2016	F	161
Innisfail	2016	M	183
Johnstone	2006	F	37
Johnstone	2006	M	34
Johnstone	2011	F	70
Johnstone	2011	M	52
Johnstone	2016	F	59
Johnstone	2016	M	77
Tully	2006	F	320
Tully	2006	M	320
Tully	2011	F	215
Tully	2011	M	184
Tully	2016	F	290
Tully	2016	M	294
Wooroonooran	2006	F	0
Wooroonooran	2006	M	0
Wooroonooran	2011	F	0
Wooroonooran	2011	M	0
Wooroonooran	2016	F	0
Wooroonooran	2016	M	0
Yarrabah	2006	F	0
Yarrabah	2006	M	0
Yarrabah	2011	F	0
Yarrabah	2011	M	0
Yarrabah	2016	F	0
Yarrabah	2016	M	0
Daintree	2006	F	306
Daintree	2006	M	246
Daintree	2011	F	201
Daintree	2011	M	170
Daintree	2016	F	240
Daintree	2016	M	194
Port Douglas	2006	F	1114
Port Douglas	2006	M	1045
Port Douglas	2011	F	1147
Port Douglas	2011	M	1055
Port Douglas	2016	F	1134
Port Douglas	2016	M	935
Atherton	2006	F	59
Atherton	2006	M	47
Atherton	2011	F	77
Atherton	2011	M	73
Atherton	2016	F	131
Atherton	2016	M	181
Herberton	2006	F	31
Herberton	2006	M	27
Herberton	2011	F	28
Herberton	2011	M	21
Herberton	2016	F	18
Herberton	2016	M	17
Kuranda	2006	F	26
Kuranda	2006	M	26
Kuranda	2011	F	26
Kuranda	2011	M	13
Kuranda	2016	F	42
Kuranda	2016	M	35
Malanda - Yungaburra	2006	F	101
Malanda - Yungaburra	2006	M	91
Malanda - Yungaburra	2011	F	82
Malanda - Yungaburra	2011	M	49
Malanda - Yungaburra	2016	F	142
Malanda - Yungaburra	2016	M	102
Mareeba	2006	F	21
Mareeba	2006	M	10
Mareeba	2011	F	60
Mareeba	2011	M	51
Mareeba	2016	F	100
Mareeba	2016	M	106
Balonne	2006	F	17
Balonne	2006	M	12
Balonne	2011	F	17
Balonne	2011	M	17
Balonne	2016	F	22
Balonne	2016	M	22
Chinchilla	2006	F	14
Chinchilla	2006	M	40
Chinchilla	2011	F	14
Chinchilla	2011	M	50
Chinchilla	2016	F	20
Chinchilla	2016	M	21
Goondiwindi	2006	F	13
Goondiwindi	2006	M	17
Goondiwindi	2011	F	7
Goondiwindi	2011	M	15
Goondiwindi	2016	F	19
Goondiwindi	2016	M	16
Inglewood - Waggamba	2006	F	6
Inglewood - Waggamba	2006	M	4
Inglewood - Waggamba	2011	F	11
Inglewood - Waggamba	2011	M	17
Inglewood - Waggamba	2016	F	16
Inglewood - Waggamba	2016	M	15
Miles - Wandoan	2006	F	11
Miles - Wandoan	2006	M	13
Miles - Wandoan	2011	F	6
Miles - Wandoan	2011	M	25
Miles - Wandoan	2016	F	12
Miles - Wandoan	2016	M	26
Roma	2006	F	12
Roma	2006	M	16
Roma	2011	F	25
Roma	2011	M	43
Roma	2016	F	21
Roma	2016	M	7
Roma Region	2006	F	15
Roma Region	2006	M	15
Roma Region	2011	F	15
Roma Region	2011	M	27
Roma Region	2016	F	23
Roma Region	2016	M	18
Tara	2006	F	0
Tara	2006	M	0
Tara	2011	F	4
Tara	2011	M	10
Tara	2016	F	10
Tara	2016	M	8
Crows Nest - Rosalie	2006	F	16
Crows Nest - Rosalie	2006	M	15
Crows Nest - Rosalie	2011	F	13
Crows Nest - Rosalie	2011	M	10
Crows Nest - Rosalie	2016	F	21
Crows Nest - Rosalie	2016	M	18
Jondaryan	2006	F	13
Jondaryan	2006	M	4
Jondaryan	2011	F	3
Jondaryan	2011	M	4
Jondaryan	2016	F	8
Jondaryan	2016	M	12
Millmerran	2006	F	0
Millmerran	2006	M	9
Millmerran	2011	F	9
Millmerran	2011	M	4
Millmerran	2016	F	4
Millmerran	2016	M	26
Pittsworth	2006	F	22
Pittsworth	2006	M	20
Pittsworth	2011	F	4
Pittsworth	2011	M	3
Pittsworth	2016	F	3
Pittsworth	2016	M	6
Wambo	2006	F	18
Wambo	2006	M	34
Wambo	2011	F	21
Wambo	2011	M	38
Wambo	2016	F	30
Wambo	2016	M	24
Clifton - Greenmount	2006	F	3
Clifton - Greenmount	2006	M	7
Clifton - Greenmount	2011	F	5
Clifton - Greenmount	2011	M	0
Clifton - Greenmount	2016	F	3
Clifton - Greenmount	2016	M	4
Southern Downs - East	2006	F	7
Southern Downs - East	2006	M	9
Southern Downs - East	2011	F	5
Southern Downs - East	2011	M	8
Southern Downs - East	2016	F	3
Southern Downs - East	2016	M	6
Southern Downs - West	2006	F	8
Southern Downs - West	2006	M	9
Southern Downs - West	2011	F	4
Southern Downs - West	2011	M	9
Southern Downs - West	2016	F	5
Southern Downs - West	2016	M	0
Stanthorpe	2006	F	6
Stanthorpe	2006	M	3
Stanthorpe	2011	F	18
Stanthorpe	2011	M	9
Stanthorpe	2016	F	36
Stanthorpe	2016	M	21
Stanthorpe Region	2006	F	10
Stanthorpe Region	2006	M	7
Stanthorpe Region	2011	F	42
Stanthorpe Region	2011	M	21
Stanthorpe Region	2016	F	35
Stanthorpe Region	2016	M	26
Warwick	2006	F	47
Warwick	2006	M	31
Warwick	2011	F	28
Warwick	2011	M	37
Warwick	2016	F	40
Warwick	2016	M	42
Central Highlands - East	2006	F	10
Central Highlands - East	2006	M	15
Central Highlands - East	2011	F	23
Central Highlands - East	2011	M	18
Central Highlands - East	2016	F	17
Central Highlands - East	2016	M	15
Central Highlands - West	2006	F	40
Central Highlands - West	2006	M	76
Central Highlands - West	2011	F	41
Central Highlands - West	2011	M	48
Central Highlands - West	2016	F	28
Central Highlands - West	2016	M	323
Emerald	2006	F	28
Emerald	2006	M	47
Emerald	2011	F	49
Emerald	2011	M	47
Emerald	2016	F	64
Emerald	2016	M	40
Berserker	2006	F	27
Berserker	2006	M	28
Berserker	2011	F	26
Berserker	2011	M	36
Berserker	2016	F	28
Berserker	2016	M	28
Bouldercombe	2006	F	6
Bouldercombe	2006	M	3
Bouldercombe	2011	F	3
Bouldercombe	2011	M	0
Bouldercombe	2016	F	7
Bouldercombe	2016	M	10
Emu Park	2006	F	27
Emu Park	2006	M	21
Emu Park	2011	F	17
Emu Park	2011	M	10
Emu Park	2016	F	7
Emu Park	2016	M	8
Frenchville - Mount Archer	2006	F	14
Frenchville - Mount Archer	2006	M	10
Frenchville - Mount Archer	2011	F	14
Frenchville - Mount Archer	2011	M	4
Frenchville - Mount Archer	2016	F	14
Frenchville - Mount Archer	2016	M	15
Glenlee - Rockyview	2006	F	14
Glenlee - Rockyview	2006	M	11
Glenlee - Rockyview	2011	F	0
Glenlee - Rockyview	2011	M	0
Glenlee - Rockyview	2016	F	11
Glenlee - Rockyview	2016	M	11
Gracemere	2006	F	4
Gracemere	2006	M	7
Gracemere	2011	F	8
Gracemere	2011	M	7
Gracemere	2016	F	14
Gracemere	2016	M	4
Lakes Creek	2006	F	37
Lakes Creek	2006	M	74
Lakes Creek	2011	F	3
Lakes Creek	2011	M	14
Lakes Creek	2016	F	4
Lakes Creek	2016	M	8
Mount Morgan	2006	F	3
Mount Morgan	2006	M	8
Mount Morgan	2011	F	0
Mount Morgan	2011	M	0
Mount Morgan	2016	F	6
Mount Morgan	2016	M	4
Norman Gardens	2006	F	64
Norman Gardens	2006	M	58
Norman Gardens	2011	F	27
Norman Gardens	2011	M	28
Norman Gardens	2016	F	62
Norman Gardens	2016	M	31
Park Avenue	2006	F	19
Park Avenue	2006	M	20
Park Avenue	2011	F	15
Park Avenue	2011	M	10
Park Avenue	2016	F	10
Park Avenue	2016	M	9
Parkhurst - Kawana	2006	F	21
Parkhurst - Kawana	2006	M	19
Parkhurst - Kawana	2011	F	10
Parkhurst - Kawana	2011	M	14
Parkhurst - Kawana	2016	F	34
Parkhurst - Kawana	2016	M	20
Rockhampton - West	2006	F	7
Rockhampton - West	2006	M	8
Rockhampton - West	2011	F	0
Rockhampton - West	2011	M	24
Rockhampton - West	2016	F	11
Rockhampton - West	2016	M	12
Rockhampton City	2006	F	36
Rockhampton City	2006	M	37
Rockhampton City	2011	F	19
Rockhampton City	2011	M	34
Rockhampton City	2016	F	34
Rockhampton City	2016	M	38
Rockhampton Region - East	2006	F	0
Rockhampton Region - East	2006	M	3
Rockhampton Region - East	2011	F	0
Rockhampton Region - East	2011	M	4
Rockhampton Region - East	2016	F	9
Rockhampton Region - East	2016	M	3
Rockhampton Region - North	2006	F	96
Rockhampton Region - North	2006	M	68
Rockhampton Region - North	2011	F	30
Rockhampton Region - North	2011	M	25
Rockhampton Region - North	2016	F	36
Rockhampton Region - North	2016	M	38
Rockhampton Region - West	2006	F	3
Rockhampton Region - West	2006	M	0
Rockhampton Region - West	2011	F	0
Rockhampton Region - West	2011	M	3
Rockhampton Region - West	2016	F	8
Rockhampton Region - West	2016	M	4
Shoalwater Bay	2006	F	0
Shoalwater Bay	2006	M	0
Shoalwater Bay	2011	F	0
Shoalwater Bay	2011	M	0
Shoalwater Bay	2016	F	0
Shoalwater Bay	2016	M	0
The Range - Allenstown	2006	F	44
The Range - Allenstown	2006	M	40
The Range - Allenstown	2011	F	35
The Range - Allenstown	2011	M	23
The Range - Allenstown	2016	F	40
The Range - Allenstown	2016	M	20
Yeppoon	2006	F	86
Yeppoon	2006	M	66
Yeppoon	2011	F	66
Yeppoon	2011	M	53
Yeppoon	2016	F	63
Yeppoon	2016	M	58
Banana	2006	F	33
Banana	2006	M	29
Banana	2011	F	46
Banana	2011	M	50
Banana	2016	F	26
Banana	2016	M	28
Biloela	2006	F	14
Biloela	2006	M	37
Biloela	2011	F	3
Biloela	2011	M	15
Biloela	2016	F	4
Biloela	2016	M	18
Agnes Water - Miriam Vale	2006	F	117
Agnes Water - Miriam Vale	2006	M	88
Agnes Water - Miriam Vale	2011	F	130
Agnes Water - Miriam Vale	2011	M	91
Agnes Water - Miriam Vale	2016	F	102
Agnes Water - Miriam Vale	2016	M	61
Boyne Island - Tannum Sands	2006	F	26
Boyne Island - Tannum Sands	2006	M	26
Boyne Island - Tannum Sands	2011	F	28
Boyne Island - Tannum Sands	2011	M	33
Boyne Island - Tannum Sands	2016	F	28
Boyne Island - Tannum Sands	2016	M	17
Callemondah	2006	F	0
Callemondah	2006	M	0
Callemondah	2011	F	0
Callemondah	2011	M	0
Callemondah	2016	F	0
Callemondah	2016	M	0
Clinton - New Auckland	2006	F	10
Clinton - New Auckland	2006	M	7
Clinton - New Auckland	2011	F	20
Clinton - New Auckland	2011	M	30
Clinton - New Auckland	2016	F	31
Clinton - New Auckland	2016	M	22
Gladstone	2006	F	30
Gladstone	2006	M	65
Gladstone	2011	F	31
Gladstone	2011	M	54
Gladstone	2016	F	44
Gladstone	2016	M	42
Gladstone Hinterland	2006	F	54
Gladstone Hinterland	2006	M	55
Gladstone Hinterland	2011	F	49
Gladstone Hinterland	2011	M	43
Gladstone Hinterland	2016	F	48
Gladstone Hinterland	2016	M	77
Kin Kora - Sun Valley	2006	F	6
Kin Kora - Sun Valley	2006	M	6
Kin Kora - Sun Valley	2011	F	6
Kin Kora - Sun Valley	2011	M	9
Kin Kora - Sun Valley	2016	F	17
Kin Kora - Sun Valley	2016	M	4
South Trees	2006	F	0
South Trees	2006	M	0
South Trees	2011	F	0
South Trees	2011	M	0
South Trees	2016	F	0
South Trees	2016	M	0
Telina - Toolooa	2006	F	6
Telina - Toolooa	2006	M	3
Telina - Toolooa	2011	F	13
Telina - Toolooa	2011	M	12
Telina - Toolooa	2016	F	11
Telina - Toolooa	2016	M	10
West Gladstone	2006	F	19
West Gladstone	2006	M	12
West Gladstone	2011	F	11
West Gladstone	2011	M	23
West Gladstone	2016	F	14
West Gladstone	2016	M	17
Broadbeach Waters	2006	F	69
Broadbeach Waters	2006	M	52
Broadbeach Waters	2011	F	100
Broadbeach Waters	2011	M	68
Broadbeach Waters	2016	F	92
Broadbeach Waters	2016	M	67
Burleigh Heads	2006	F	186
Burleigh Heads	2006	M	169
Burleigh Heads	2011	F	192
Burleigh Heads	2011	M	183
Burleigh Heads	2016	F	179
Burleigh Heads	2016	M	152
Burleigh Waters	2006	F	39
Burleigh Waters	2006	M	46
Burleigh Waters	2011	F	65
Burleigh Waters	2011	M	52
Burleigh Waters	2016	F	57
Burleigh Waters	2016	M	51
Mermaid Beach - Broadbeach	2006	F	840
Mermaid Beach - Broadbeach	2006	M	753
Mermaid Beach - Broadbeach	2011	F	1091
Mermaid Beach - Broadbeach	2011	M	1032
Mermaid Beach - Broadbeach	2016	F	1120
Mermaid Beach - Broadbeach	2016	M	1003
Mermaid Waters	2006	F	101
Mermaid Waters	2006	M	77
Mermaid Waters	2011	F	100
Mermaid Waters	2011	M	72
Mermaid Waters	2016	F	161
Mermaid Waters	2016	M	127
Miami	2006	F	229
Miami	2006	M	184
Miami	2011	F	108
Miami	2011	M	97
Miami	2016	F	106
Miami	2016	M	94
Coolangatta	2006	F	340
Coolangatta	2006	M	326
Coolangatta	2011	F	290
Coolangatta	2011	M	251
Coolangatta	2016	F	346
Coolangatta	2016	M	298
Currumbin - Tugun	2006	F	102
Currumbin - Tugun	2006	M	82
Currumbin - Tugun	2011	F	82
Currumbin - Tugun	2011	M	79
Currumbin - Tugun	2016	F	102
Currumbin - Tugun	2016	M	86
Currumbin Waters	2006	F	12
Currumbin Waters	2006	M	15
Currumbin Waters	2011	F	22
Currumbin Waters	2011	M	14
Currumbin Waters	2016	F	25
Currumbin Waters	2016	M	21
Elanora	2006	F	55
Elanora	2006	M	30
Elanora	2011	F	46
Elanora	2011	M	31
Elanora	2016	F	53
Elanora	2016	M	44
Palm Beach	2006	F	112
Palm Beach	2006	M	157
Palm Beach	2011	F	92
Palm Beach	2011	M	68
Palm Beach	2016	F	108
Palm Beach	2016	M	72
Arundel	2006	F	49
Arundel	2006	M	42
Arundel	2011	F	40
Arundel	2011	M	35
Arundel	2016	F	76
Arundel	2016	M	53
Biggera Waters	2006	F	76
Biggera Waters	2006	M	76
Biggera Waters	2011	F	60
Biggera Waters	2011	M	44
Biggera Waters	2016	F	112
Biggera Waters	2016	M	101
Coombabah	2006	F	34
Coombabah	2006	M	45
Coombabah	2011	F	37
Coombabah	2011	M	21
Coombabah	2016	F	42
Coombabah	2016	M	43
Labrador	2006	F	209
Labrador	2006	M	171
Labrador	2011	F	162
Labrador	2011	M	144
Labrador	2016	F	215
Labrador	2016	M	158
Paradise Point - Hollywell	2006	F	27
Paradise Point - Hollywell	2006	M	39
Paradise Point - Hollywell	2011	F	55
Paradise Point - Hollywell	2011	M	37
Paradise Point - Hollywell	2016	F	73
Paradise Point - Hollywell	2016	M	61
Runaway Bay	2006	F	81
Runaway Bay	2006	M	90
Runaway Bay	2011	F	82
Runaway Bay	2011	M	139
Runaway Bay	2016	F	66
Runaway Bay	2016	M	73
Guanaba - Springbrook	2006	F	40
Guanaba - Springbrook	2006	M	35
Guanaba - Springbrook	2011	F	5
Guanaba - Springbrook	2011	M	9
Guanaba - Springbrook	2016	F	18
Guanaba - Springbrook	2016	M	18
Tamborine - Canungra	2006	F	73
Tamborine - Canungra	2006	M	60
Tamborine - Canungra	2011	F	69
Tamborine - Canungra	2011	M	50
Tamborine - Canungra	2016	F	89
Tamborine - Canungra	2016	M	76
Currumbin Valley - Tallebudgera	2006	F	16
Currumbin Valley - Tallebudgera	2006	M	13
Currumbin Valley - Tallebudgera	2011	F	18
Currumbin Valley - Tallebudgera	2011	M	13
Currumbin Valley - Tallebudgera	2016	F	25
Currumbin Valley - Tallebudgera	2016	M	28
Mudgeeraba - Bonogin	2006	F	63
Mudgeeraba - Bonogin	2006	M	44
Mudgeeraba - Bonogin	2011	F	70
Mudgeeraba - Bonogin	2011	M	39
Mudgeeraba - Bonogin	2016	F	78
Mudgeeraba - Bonogin	2016	M	69
Reedy Creek - Andrews	2006	F	18
Reedy Creek - Andrews	2006	M	16
Reedy Creek - Andrews	2011	F	32
Reedy Creek - Andrews	2011	M	23
Reedy Creek - Andrews	2016	F	37
Reedy Creek - Andrews	2016	M	21
Carrara	2006	F	140
Carrara	2006	M	107
Carrara	2011	F	67
Carrara	2011	M	60
Carrara	2016	F	171
Carrara	2016	M	152
Highland Park	2006	F	36
Highland Park	2006	M	27
Highland Park	2011	F	25
Highland Park	2011	M	8
