SA2_NAME16	Year	Sex	adults
Baulkham Hills (West) - Bella Vista	2006	M	6813
Baulkham Hills (West) - Bella Vista	2011	F	7599
Baulkham Hills (West) - Bella Vista	2011	M	7227
Baulkham Hills (West) - Bella Vista	2016	F	8319
Baulkham Hills (West) - Bella Vista	2016	M	7816
Bayonet Head - Lower King	2006	F	1527
Bayonet Head - Lower King	2006	M	1447
Bayonet Head - Lower King	2011	F	1689
Bayonet Head - Lower King	2011	M	1611
Bayonet Head - Lower King	2016	F	1957
Bayonet Head - Lower King	2016	M	1854
Bayswater	2006	F	4559
Bayswater	2006	M	4334
Bayswater	2011	F	4738
Bayswater	2011	M	4583
Bayswater	2016	F	5174
Bayswater	2016	M	4847
Bayswater - Embleton - Bedford	2006	F	8150
Bayswater - Embleton - Bedford	2006	M	7669
Bayswater - Embleton - Bedford	2011	F	8977
Bayswater - Embleton - Bedford	2011	M	8636
Bayswater - Embleton - Bedford	2016	F	9745
Bayswater - Embleton - Bedford	2016	M	9227
Bayswater North	2006	F	4352
Bayswater North	2006	M	4092
Bayswater North	2011	F	4684
Bayswater North	2011	M	4443
Bayswater North	2016	F	4958
Bayswater North	2016	M	4634
Bayview - Elanora Heights	2006	F	4095
Bayview - Elanora Heights	2006	M	3762
Bayview - Elanora Heights	2011	F	4294
Bayview - Elanora Heights	2011	M	4008
Bayview - Elanora Heights	2016	F	4555
Bayview - Elanora Heights	2016	M	4242
Beachmere - Sandstone Point	2006	F	4637
Beachmere - Sandstone Point	2006	M	4679
Beachmere - Sandstone Point	2011	F	5590
Beachmere - Sandstone Point	2011	M	5382
Beachmere - Sandstone Point	2016	F	6308
Beachmere - Sandstone Point	2016	M	6127
Beacon Hill - Narraweena	2006	F	4758
Beacon Hill - Narraweena	2006	M	4408
Beacon Hill - Narraweena	2011	F	5416
Beacon Hill - Narraweena	2011	M	4937
Beacon Hill - Narraweena	2016	F	5746
Beacon Hill - Narraweena	2016	M	5348
Beaconsfield - Officer	2006	F	2558
Beaconsfield - Officer	2006	M	2539
Beaconsfield - Officer	2011	F	3026
Beaconsfield - Officer	2011	M	3023
Beaconsfield - Officer	2016	F	5159
Beaconsfield - Officer	2016	M	4966
Beaudesert	2006	F	4259
Beaudesert	2006	M	4283
Beaudesert	2011	F	4951
Beaudesert	2011	M	4771
Beaudesert	2016	F	5675
Beaudesert	2016	M	5469
Beaufort	2006	F	1477
Beaufort	2006	M	1610
Beaufort	2011	F	1528
Beaufort	2011	M	1644
Beaufort	2016	F	1625
Beaufort	2016	M	2041
Beaumaris	2006	F	5235
Beaumaris	2006	M	4746
Beaumaris	2011	F	5379
Beaumaris	2011	M	4926
Beaumaris	2016	F	5773
Beaumaris	2016	M	5189
Beauty Point - Beaconsfield	2006	F	1568
Beauty Point - Beaconsfield	2006	M	1529
Beauty Point - Beaconsfield	2011	F	1575
Beauty Point - Beaconsfield	2011	M	1577
Beauty Point - Beaconsfield	2016	F	1622
Beauty Point - Beaconsfield	2016	M	1604
Beckenham - Kenwick - Langford	2006	F	6262
Beckenham - Kenwick - Langford	2006	M	6330
Beckenham - Kenwick - Langford	2011	F	6830
Beckenham - Kenwick - Langford	2011	M	7146
Beckenham - Kenwick - Langford	2016	F	7310
Beckenham - Kenwick - Langford	2016	M	7888
Beechboro	2006	F	5490
Beechboro	2006	M	5213
Beechboro	2011	F	6042
Beechboro	2011	M	5884
Beechboro	2016	F	7270
Beechboro	2016	M	6991
Beechworth	2006	F	1749
Beechworth	2006	M	1652
Beechworth	2011	F	1786
Beechworth	2011	M	1758
Beechworth	2016	F	1921
Beechworth	2016	M	1896
Beeliar - Wattleup	2006	F	1958
Beeliar - Wattleup	2006	M	1973
Beeliar - Wattleup	2011	F	2434
Beeliar - Wattleup	2011	M	2437
Beeliar - Wattleup	2016	F	3239
Beeliar - Wattleup	2016	M	3122
Beenleigh	2006	F	3119
Beenleigh	2006	M	3055
Beenleigh	2011	F	3291
Beenleigh	2011	M	3305
Beenleigh	2016	F	3335
Beenleigh	2016	M	3327
Beerwah	2006	F	2142
Beerwah	2006	M	2060
Beerwah	2011	F	2967
Beerwah	2011	M	2690
Beerwah	2016	F	3385
Beerwah	2016	M	3147
Bega - Tathra	2006	F	3152
Bega - Tathra	2006	M	2823
Bega - Tathra	2011	F	3387
Bega - Tathra	2011	M	3137
Bega - Tathra	2016	F	3559
Bega - Tathra	2016	M	3303
Bega-Eden Hinterland	2006	F	3419
Bega-Eden Hinterland	2006	M	3549
Bega-Eden Hinterland	2011	F	3481
Bega-Eden Hinterland	2011	M	3567
Bega-Eden Hinterland	2016	F	3636
Bega-Eden Hinterland	2016	M	3705
Belair	2006	F	1962
Belair	2006	M	1872
Belair	2011	F	1952
Belair	2011	M	1835
Belair	2016	F	1957
Belair	2016	M	1914
Belconnen	2006	F	1303
Belconnen	2006	M	1503
Belconnen	2011	F	1997
Belconnen	2011	M	2078
Belconnen	2016	F	3059
Belconnen	2016	M	3014
Belgian Gardens - Pallarenda	2006	F	1428
Belgian Gardens - Pallarenda	2006	M	1365
Belgian Gardens - Pallarenda	2011	F	1494
Belgian Gardens - Pallarenda	2011	M	1385
Belgian Gardens - Pallarenda	2016	F	1411
Belgian Gardens - Pallarenda	2016	M	1307
Belgrave - Selby	2006	F	4192
Belgrave - Selby	2006	M	4137
Belgrave - Selby	2011	F	3997
Belgrave - Selby	2011	M	3955
Belgrave - Selby	2016	F	4030
Belgrave - Selby	2016	M	4008
Bellbird Park - Brookwater	2006	F	1835
Bellbird Park - Brookwater	2006	M	1902
Bellbird Park - Brookwater	2011	F	3101
Bellbird Park - Brookwater	2011	M	3212
Bellbird Park - Brookwater	2016	F	5129
Bellbird Park - Brookwater	2016	M	5016
Bellbowrie - Moggill	2006	F	2753
Bellbowrie - Moggill	2006	M	2597
Bellbowrie - Moggill	2011	F	3521
Bellbowrie - Moggill	2011	M	3269
Bellbowrie - Moggill	2016	F	4042
Bellbowrie - Moggill	2016	M	3724
Bellerive - Rosny	2006	F	2690
Bellerive - Rosny	2006	M	2212
Bellerive - Rosny	2011	F	2653
Bellerive - Rosny	2011	M	2336
Bellerive - Rosny	2016	F	2707
Bellerive - Rosny	2016	M	2378
Bellevue Heights	2006	F	3376
Bellevue Heights	2006	M	2934
Bellevue Heights	2011	F	3328
Bellevue Heights	2011	M	2932
Bellevue Heights	2016	F	3391
Bellevue Heights	2016	M	2985
Bellingen	2006	F	2399
Bellingen	2006	M	2189
Bellingen	2011	F	2349
Bellingen	2011	M	2091
Bellingen	2016	F	2407
Bellingen	2016	M	2154
Belmont	2006	F	6101
Belmont	2006	M	5286
Belmont	2011	F	5990
Belmont	2011	M	5408
Belmont	2016	F	6151
Belmont	2016	M	5523
Belmont - Ascot - Redcliffe	2006	F	4847
Belmont - Ascot - Redcliffe	2006	M	4612
Belmont - Ascot - Redcliffe	2011	F	5504
Belmont - Ascot - Redcliffe	2011	M	5602
Belmont - Ascot - Redcliffe	2016	F	5988
Belmont - Ascot - Redcliffe	2016	M	6085
Belmont - Bennetts Green	2006	F	6738
Belmont - Bennetts Green	2006	M	6216
Belmont - Bennetts Green	2011	F	7229
Belmont - Bennetts Green	2011	M	6730
Belmont - Bennetts Green	2016	F	7490
Belmont - Bennetts Green	2016	M	7017
Belmont - Gumdale	2006	F	2631
Belmont - Gumdale	2006	M	2487
Belmont - Gumdale	2011	F	2999
Belmont - Gumdale	2011	M	2786
Belmont - Gumdale	2016	F	2977
Belmont - Gumdale	2016	M	2911
Belmont South - Blacksmiths	2006	F	2269
Belmont South - Blacksmiths	2006	M	2220
Belmont South - Blacksmiths	2011	F	2382
Belmont South - Blacksmiths	2011	M	2291
Belmont South - Blacksmiths	2016	F	2434
Belmont South - Blacksmiths	2016	M	2323
Belmore - Belfield	2006	F	7359
Belmore - Belfield	2006	M	6988
Belmore - Belfield	2011	F	7641
Belmore - Belfield	2011	M	7317
Belmore - Belfield	2016	F	7942
Belmore - Belfield	2016	M	7559
Benalla	2006	F	4322
Benalla	2006	M	3709
Benalla	2011	F	4511
Benalla	2011	M	4030
Benalla	2016	F	4644
Benalla	2016	M	4091
Benalla Region	2006	F	1383
Benalla Region	2006	M	1434
Benalla Region	2011	F	1378
Benalla Region	2011	M	1417
Benalla Region	2016	F	1486
Benalla Region	2016	M	1533
Bendigo	2006	F	6332
Bendigo	2006	M	5592
Bendigo	2011	F	6324
Bendigo	2011	M	5596
Bendigo	2016	F	6291
Bendigo	2016	M	5830
Bendigo Region - North	2006	F	1954
Bendigo Region - North	2006	M	2037
Bendigo Region - North	2011	F	1676
Bendigo Region - North	2011	M	1686
Bendigo Region - North	2016	F	1738
Bendigo Region - North	2016	M	1796
Bendigo Region - South	2006	F	1998
Bendigo Region - South	2006	M	2038
Bendigo Region - South	2011	F	2424
Bendigo Region - South	2011	M	2412
Bendigo Region - South	2016	F	2800
Bendigo Region - South	2016	M	2802
Benowa	2006	F	3071
Benowa	2006	M	2774
Benowa	2011	F	3360
Benowa	2011	M	3025
Benowa	2016	F	3760
Benowa	2016	M	3319
Bentleigh - McKinnon	2006	F	8390
Bentleigh - McKinnon	2006	M	7524
Bentleigh - McKinnon	2011	F	8829
Bentleigh - McKinnon	2011	M	7909
Bentleigh - McKinnon	2016	F	9491
Bentleigh - McKinnon	2016	M	8535
Bentleigh East (North)	2006	F	5422
Bentleigh East (North)	2006	M	4841
Bentleigh East (North)	2011	F	5602
Bentleigh East (North)	2011	M	5214
Bentleigh East (North)	2016	F	6035
Bentleigh East (North)	2016	M	5542
Bentleigh East (South)	2006	F	5089
Bentleigh East (South)	2006	M	4590
Bentleigh East (South)	2011	F	5200
Bentleigh East (South)	2011	M	4786
Bentleigh East (South)	2016	F	5552
Bentleigh East (South)	2016	M	5005
Bentley - Wilson - St James	2006	F	7730
Bentley - Wilson - St James	2006	M	7329
Bentley - Wilson - St James	2011	F	8690
Bentley - Wilson - St James	2011	M	8507
Bentley - Wilson - St James	2016	F	8781
Bentley - Wilson - St James	2016	M	8908
Bentley Park	2006	F	1930
Bentley Park	2006	M	1795
Bentley Park	2011	F	2719
Bentley Park	2011	M	2415
Bentley Park	2016	F	3034
Bentley Park	2016	M	2763
Berala	2006	F	3086
Berala	2006	M	3120
Berala	2011	F	3396
Berala	2011	M	3310
Berala	2016	F	3515
Berala	2016	M	3792
Beresfield - Hexham	2006	F	3338
Beresfield - Hexham	2006	M	3283
Beresfield - Hexham	2011	F	3411
Beresfield - Hexham	2011	M	3229
Beresfield - Hexham	2016	F	3508
Beresfield - Hexham	2016	M	3306
Berkeley - Lake Heights - Cringila	2006	F	5213
Berkeley - Lake Heights - Cringila	2006	M	4999
Berkeley - Lake Heights - Cringila	2011	F	5306
Berkeley - Lake Heights - Cringila	2011	M	5092
Berkeley - Lake Heights - Cringila	2016	F	5708
Berkeley - Lake Heights - Cringila	2016	M	5395
Berowra - Brooklyn - Cowan	2006	F	4268
Berowra - Brooklyn - Cowan	2006	M	4227
Berowra - Brooklyn - Cowan	2011	F	4397
Berowra - Brooklyn - Cowan	2011	M	4340
Berowra - Brooklyn - Cowan	2016	F	4626
Berowra - Brooklyn - Cowan	2016	M	4500
Berri	2006	F	1822
Berri	2006	M	1670
Berri	2011	F	1713
Berri	2011	M	1560
Berri	2016	F	1733
Berri	2016	M	1588
Berriedale - Chigwell	2006	F	2136
Berriedale - Chigwell	2006	M	1985
Berriedale - Chigwell	2011	F	2197
Berriedale - Chigwell	2011	M	2087
Berriedale - Chigwell	2016	F	2277
Berriedale - Chigwell	2016	M	2146
Berrimah	2006	F	530
Berrimah	2006	M	1023
Berrimah	2011	F	563
Berrimah	2011	M	1669
Berrimah	2016	F	483
Berrimah	2016	M	533
Berry - Kangaroo Valley	2006	F	3431
Berry - Kangaroo Valley	2006	M	3323
Berry - Kangaroo Valley	2011	F	3640
Berry - Kangaroo Valley	2011	M	3416
Berry - Kangaroo Valley	2016	F	3920
Berry - Kangaroo Valley	2016	M	3644
Berserker	2006	F	2856
Berserker	2006	M	2775
Berserker	2011	F	2830
Berserker	2011	M	2869
Berserker	2016	F	2771
Berserker	2016	M	2800
Bertram - Wellard (West)	2006	F	1265
Bertram - Wellard (West)	2006	M	1261
Bertram - Wellard (West)	2011	F	2945
Bertram - Wellard (West)	2011	M	2770
Bertram - Wellard (West)	2016	F	5216
Bertram - Wellard (West)	2016	M	5090
Berwick - North	2006	F	8723
Berwick - North	2006	M	7658
Berwick - North	2011	F	9625
Berwick - North	2011	M	8334
Berwick - North	2016	F	10012
Berwick - North	2016	M	8843
Berwick - South	2006	F	5768
Berwick - South	2006	M	5555
Berwick - South	2011	F	8412
Berwick - South	2011	M	8044
Berwick - South	2016	F	9644
Berwick - South	2016	M	9225
Bethania - Waterford	2006	F	2423
Bethania - Waterford	2006	M	2081
Bethania - Waterford	2011	F	3691
Bethania - Waterford	2011	M	3133
Bethania - Waterford	2016	F	4667
Bethania - Waterford	2016	M	3994
Beverley	2006	F	2923
Beverley	2006	M	2842
Beverley	2011	F	3004
Beverley	2011	M	2937
Beverley	2016	F	3227
Beverley	2016	M	3130
Bexley	2006	F	9879
Bexley	2006	M	9448
Bexley	2011	F	10376
Bexley	2011	M	9931
Bexley	2016	F	11106
Bexley	2016	M	10647
Bibra Industrial	2006	F	0
Bibra Industrial	2006	M	0
Bibra Industrial	2011	F	3
Bibra Industrial	2011	M	9
Bibra Industrial	2016	F	3
Bibra Industrial	2016	M	0
Bibra Lake	2006	F	0
Bibra Lake	2006	M	0
Bibra Lake	2011	F	0
Bibra Lake	2011	M	0
Bibra Lake	2016	F	0
Bibra Lake	2016	M	0
Bicton - Palmyra	2006	F	5570
Bicton - Palmyra	2006	M	4700
Bicton - Palmyra	2011	F	5843
Bicton - Palmyra	2011	M	4930
Bicton - Palmyra	2016	F	6084
Bicton - Palmyra	2016	M	5173
Bidwill - Hebersham - Emerton	2006	F	6854
Bidwill - Hebersham - Emerton	2006	M	6093
Bidwill - Hebersham - Emerton	2011	F	7119
Bidwill - Hebersham - Emerton	2011	M	6374
Bidwill - Hebersham - Emerton	2016	F	7296
Bidwill - Hebersham - Emerton	2016	M	6497
Biggera Waters	2006	F	2450
Biggera Waters	2006	M	2282
Biggera Waters	2011	F	2847
Biggera Waters	2011	M	2559
Biggera Waters	2016	F	3959
Biggera Waters	2016	M	3454
Biloela	2006	F	2170
Biloela	2006	M	2267
Biloela	2011	F	2175
Biloela	2011	M	2259
Biloela	2016	F	2169
Biloela	2016	M	2229
Bilpin - Colo - St Albans	2006	F	945
Bilpin - Colo - St Albans	2006	M	1056
Bilpin - Colo - St Albans	2011	F	980
Bilpin - Colo - St Albans	2011	M	1156
Bilpin - Colo - St Albans	2016	F	1080
Bilpin - Colo - St Albans	2016	M	1150
Birkdale	2006	F	5757
Birkdale	2006	M	5326
Birkdale	2011	F	5921
Birkdale	2011	M	5577
Birkdale	2016	F	6217
Birkdale	2016	M	5862
Black Mountain	2006	F	0
Black Mountain	2006	M	0
Black Mountain	2011	F	0
Black Mountain	2011	M	0
Black Mountain	2016	F	0
Black Mountain	2016	M	0
Blackburn	2006	F	8025
Blackburn	2006	M	7201
Blackburn	2011	F	8326
Blackburn	2011	M	7692
Blackburn	2016	F	9080
Blackburn	2016	M	8349
Blackburn South	2006	F	4431
Blackburn South	2006	M	3821
Blackburn South	2011	F	4624
Blackburn South	2011	M	4010
Blackburn South	2016	F	4701
Blackburn South	2016	M	4083
Blackheath - Megalong Valley	2006	F	2244
Blackheath - Megalong Valley	2006	M	2009
Blackheath - Megalong Valley	2011	F	2364
Blackheath - Megalong Valley	2011	M	2167
Blackheath - Megalong Valley	2016	F	2444
Blackheath - Megalong Valley	2016	M	2224
Blacktown (East) - Kings Park	2006	F	5161
Blacktown (East) - Kings Park	2006	M	5225
Blacktown (East) - Kings Park	2011	F	6091
Blacktown (East) - Kings Park	2011	M	6256
Blacktown (East) - Kings Park	2016	F	6650
Blacktown (East) - Kings Park	2016	M	6837
Blacktown (North) - Marayong	2006	F	6434
Blacktown (North) - Marayong	2006	M	6124
Blacktown (North) - Marayong	2011	F	6842
Blacktown (North) - Marayong	2011	M	6542
Blacktown (North) - Marayong	2016	F	7264
Blacktown (North) - Marayong	2016	M	7062
Blacktown (South)	2006	F	4261
Blacktown (South)	2006	M	4108
Blacktown (South)	2011	F	4640
Blacktown (South)	2011	M	4408
Blacktown (South)	2016	F	4906
Blacktown (South)	2016	M	4830
Blacktown (West)	2006	F	5464
Blacktown (West)	2006	M	5168
Blacktown (West)	2011	F	5994
Blacktown (West)	2011	M	5721
Blacktown (West)	2016	F	6452
Blacktown (West)	2016	M	6392
Blackwood	2006	F	4645
Blackwood	2006	M	4387
Blackwood	2011	F	4689
Blackwood	2011	M	4381
Blackwood	2016	F	4985
Blackwood	2016	M	4718
Blaxland - Warrimoo - Lapstone	2006	F	7327
Blaxland - Warrimoo - Lapstone	2006	M	7067
Blaxland - Warrimoo - Lapstone	2011	F	7513
Blaxland - Warrimoo - Lapstone	2011	M	7143
Blaxland - Warrimoo - Lapstone	2016	F	7737
Blaxland - Warrimoo - Lapstone	2016	M	7369
Blayney	2006	F	2573
Blayney	2006	M	2539
Blayney	2011	F	2728
Blayney	2011	M	2707
Blayney	2016	F	2917
Blayney	2016	M	2836
Bli Bli	2006	F	2531
Bli Bli	2006	M	2426
Bli Bli	2011	F	2701
Bli Bli	2011	M	2540
Bli Bli	2016	F	3470
Bli Bli	2016	M	3229
Blue Haven - San Remo	2006	F	3789
Blue Haven - San Remo	2006	M	3457
Blue Haven - San Remo	2011	F	4146
Blue Haven - San Remo	2011	M	3830
Blue Haven - San Remo	2016	F	4450
Blue Haven - San Remo	2016	M	4002
Blue Mountains - North	2006	F	0
Blue Mountains - North	2006	M	0
Blue Mountains - North	2011	F	6
Blue Mountains - North	2011	M	5
Blue Mountains - North	2016	F	3
Blue Mountains - North	2016	M	3
Blue Mountains - South	2006	F	0
Blue Mountains - South	2006	M	0
Blue Mountains - South	2011	F	0
Blue Mountains - South	2011	M	0
Blue Mountains - South	2016	F	0
Blue Mountains - South	2016	M	6
Bohle Plains	2006	F	1051
Bohle Plains	2006	M	1066
Bohle Plains	2011	F	2049
Bohle Plains	2011	M	1977
Bohle Plains	2016	F	2759
Bohle Plains	2016	M	2676
Bolton Point - Teralba	2006	F	3549
Bolton Point - Teralba	2006	M	3188
Bolton Point - Teralba	2011	F	3756
Bolton Point - Teralba	2011	M	3342
Bolton Point - Teralba	2016	F	3687
Bolton Point - Teralba	2016	M	3377
Bombala	2006	F	1032
Bombala	2006	M	1002
Bombala	2011	F	973
Bombala	2011	M	1005
Bombala	2016	F	971
Bombala	2016	M	1015
Bondi - Tamarama - Bronte	2006	F	7244
Bondi - Tamarama - Bronte	2006	M	7021
Bondi - Tamarama - Bronte	2011	F	7786
Bondi - Tamarama - Bronte	2011	M	7475
Bondi - Tamarama - Bronte	2016	F	7983
Bondi - Tamarama - Bronte	2016	M	7612
Bondi Beach - North Bondi	2006	F	8225
Bondi Beach - North Bondi	2006	M	8223
Bondi Beach - North Bondi	2011	F	8206
Bondi Beach - North Bondi	2011	M	8323
Bondi Beach - North Bondi	2016	F	8912
Bondi Beach - North Bondi	2016	M	8627
Bondi Junction - Waverly	2006	F	6829
Bondi Junction - Waverly	2006	M	6355
Bondi Junction - Waverly	2011	F	7050
Bondi Junction - Waverly	2011	M	6399
Bondi Junction - Waverly	2016	F	7685
Bondi Junction - Waverly	2016	M	6653
Bonnells Bay - Silverwater	2006	F	3073
Bonnells Bay - Silverwater	2006	M	2927
Bonnells Bay - Silverwater	2011	F	3291
Bonnells Bay - Silverwater	2011	M	3102
Bonnells Bay - Silverwater	2016	F	3665
Bonnells Bay - Silverwater	2016	M	3432
Bonner	2006	F	0
Bonner	2006	M	0
Bonner	2011	F	547
Bonner	2011	M	515
Bonner	2016	F	2365
Bonner	2016	M	2203
Bonnyrigg Heights - Bonnyrigg	2006	F	6082
Bonnyrigg Heights - Bonnyrigg	2006	M	5602
Bonnyrigg Heights - Bonnyrigg	2011	F	6267
Bonnyrigg Heights - Bonnyrigg	2011	M	5839
Bonnyrigg Heights - Bonnyrigg	2016	F	6674
Bonnyrigg Heights - Bonnyrigg	2016	M	6202
Bonython	2006	F	1342
Bonython	2006	M	1254
Bonython	2011	F	1600
Bonython	2011	M	1470
Bonython	2016	F	1628
Bonython	2016	M	1479
Boonah	2006	F	3901
Boonah	2006	M	3785
Boonah	2011	F	4394
Boonah	2011	M	4333
Boonah	2016	F	4917
Boonah	2016	M	4749
Boondall	2006	F	3464
Boondall	2006	M	3451
Boondall	2011	F	3485
Boondall	2011	M	3661
Boondall	2016	F	3774
Boondall	2016	M	3807
Booragoon	2006	F	6066
Booragoon	2006	M	5155
Booragoon	2011	F	6229
Booragoon	2011	M	5457
Booragoon	2016	F	6322
Booragoon	2016	M	5662
Booral - River Heads	2006	F	1429
Booral - River Heads	2006	M	1459
Booral - River Heads	2011	F	1690
Booral - River Heads	2011	M	1655
Booral - River Heads	2016	F	1906
Booral - River Heads	2016	M	1876
Boronia	2006	F	8756
Boronia	2006	M	8039
Boronia	2011	F	9012
Boronia	2011	M	8302
Boronia	2016	F	9574
Boronia	2016	M	8760
Boronia Heights - Park Ridge	2006	F	4532
Boronia Heights - Park Ridge	2006	M	4202
Boronia Heights - Park Ridge	2011	F	4730
Boronia Heights - Park Ridge	2011	M	4473
Boronia Heights - Park Ridge	2016	F	5143
Boronia Heights - Park Ridge	2016	M	4603
Bossley Park - Abbotsbury	2006	F	7288
Bossley Park - Abbotsbury	2006	M	7163
Bossley Park - Abbotsbury	2011	F	7485
Bossley Park - Abbotsbury	2011	M	7372
Bossley Park - Abbotsbury	2016	F	7903
Bossley Park - Abbotsbury	2016	M	7589
Botany	2006	F	3241
Botany	2006	M	3099
Botany	2011	F	3598
Botany	2011	M	3359
Botany	2016	F	4350
Botany	2016	M	4244
Boulder	2006	F	2636
Boulder	2006	M	2940
Boulder	2011	F	2748
Boulder	2011	M	3161
Boulder	2016	F	2581
Boulder	2016	M	2964
Bouldercombe	2006	F	734
Bouldercombe	2006	M	790
Bouldercombe	2011	F	719
Bouldercombe	2011	M	750
Bouldercombe	2016	F	715
Bouldercombe	2016	M	770
Bourke - Brewarrina	2006	F	1634
Bourke - Brewarrina	2006	M	1747
Bourke - Brewarrina	2011	F	1599
Bourke - Brewarrina	2011	M	1603
Bourke - Brewarrina	2016	F	1543
Bourke - Brewarrina	2016	M	1540
Bowen	2006	F	3369
Bowen	2006	M	3590
Bowen	2011	F	3426
Bowen	2011	M	3750
Bowen	2016	F	3632
Bowen	2016	M	3786
Bowral	2006	F	5392
Bowral	2006	M	4488
Bowral	2011	F	5444
Bowral	2011	M	4607
Bowral	2016	F	5981
Bowral	2016	M	4944
Box Head - MacMasters Beach	2006	F	4217
Box Head - MacMasters Beach	2006	M	4068
Box Head - MacMasters Beach	2011	F	4279
Box Head - MacMasters Beach	2011	M	4158
Box Head - MacMasters Beach	2016	F	4563
Box Head - MacMasters Beach	2016	M	4272
Box Hill	2006	F	7073
Box Hill	2006	M	6287
Box Hill	2011	F	7663
Box Hill	2011	M	7120
Box Hill	2016	F	8894
Box Hill	2016	M	8167
Box Hill North	2006	F	6895
Box Hill North	2006	M	6026
Box Hill North	2011	F	7105
Box Hill North	2011	M	6354
Box Hill North	2016	F	7586
Box Hill North	2016	M	6836
Boyne Island - Tannum Sands	2006	F	3127
Boyne Island - Tannum Sands	2006	M	3290
Boyne Island - Tannum Sands	2011	F	3559
Boyne Island - Tannum Sands	2011	M	3789
Boyne Island - Tannum Sands	2016	F	3726
Boyne Island - Tannum Sands	2016	M	3775
Bracken Ridge	2006	F	6146
Bracken Ridge	2006	M	5858
Bracken Ridge	2011	F	6892
Bracken Ridge	2011	M	6445
Bracken Ridge	2016	F	6941
Bracken Ridge	2016	M	6548
Bradbury - Wedderburn	2006	F	7150
Bradbury - Wedderburn	2006	M	6426
Bradbury - Wedderburn	2011	F	7648
Bradbury - Wedderburn	2011	M	6823
Bradbury - Wedderburn	2016	F	7706
Bradbury - Wedderburn	2016	M	6803
Braddon	2006	F	1628
Braddon	2006	M	1727
Braddon	2011	F	2017
Braddon	2011	M	2278
Braddon	2016	F	2539
Braddon	2016	M	2687
Braeside	2006	F	0
Braeside	2006	M	3
Braeside	2011	F	6
Braeside	2011	M	0
Braeside	2016	F	6
Braeside	2016	M	27
Braidwood	2006	F	968
Braidwood	2006	M	969
Braidwood	2011	F	1351
Braidwood	2011	M	1374
Braidwood	2016	F	1611
Braidwood	2016	M	1604
Branxton - Greta - Pokolbin	2006	F	3167
Branxton - Greta - Pokolbin	2006	M	3224
Branxton - Greta - Pokolbin	2011	F	3503
Branxton - Greta - Pokolbin	2011	M	3573
Branxton - Greta - Pokolbin	2016	F	3909
Branxton - Greta - Pokolbin	2016	M	3911
Branyan - Kensington	2006	F	1432
Branyan - Kensington	2006	M	1406
Branyan - Kensington	2011	F	1540
Branyan - Kensington	2011	M	1543
Branyan - Kensington	2016	F	1819
Branyan - Kensington	2016	M	1858
Brassall	2006	F	2961
Brassall	2006	M	2703
Brassall	2011	F	3783
Brassall	2011	M	3395
Brassall	2016	F	4484
Brassall	2016	M	3908
Bray Park	2006	F	3507
Bray Park	2006	M	3323
Bray Park	2011	F	4001
Bray Park	2011	M	3740
Bray Park	2016	F	4143
Bray Park	2016	M	3853
Braybrook	2006	F	5333
Braybrook	2006	M	5135
Braybrook	2011	F	6485
Braybrook	2011	M	6593
Braybrook	2016	F	7551
Braybrook	2016	M	7560
Bribie Island	2006	F	7221
Bribie Island	2006	M	6517
Bribie Island	2011	F	7869
Bribie Island	2011	M	7059
Bribie Island	2016	F	8544
Bribie Island	2016	M	7650
Bridgeman Downs	2006	F	2974
Bridgeman Downs	2006	M	2695
Bridgeman Downs	2011	F	3072
Bridgeman Downs	2011	M	2933
Bridgeman Downs	2016	F	3434
Bridgeman Downs	2016	M	3175
Bridgetown - Boyup Brook	2006	F	2164
Bridgetown - Boyup Brook	2006	M	2134
Bridgetown - Boyup Brook	2011	F	2371
Bridgetown - Boyup Brook	2011	M	2297
Bridgetown - Boyup Brook	2016	F	2672
Bridgetown - Boyup Brook	2016	M	2565
Bridgewater - Gagebrook	2006	F	2694
Bridgewater - Gagebrook	2006	M	2364
Bridgewater - Gagebrook	2011	F	2855
