SA2_NAME16	Year	Sex	persons
Rosebud - McCrae	2011	F	10465
Rosebud - McCrae	2011	M	9157
Rosebud - McCrae	2016	F	11104
Rosebud - McCrae	2016	M	9844
Somerville	2006	F	8423
Somerville	2006	M	8212
Somerville	2011	F	8896
Somerville	2011	M	8558
Somerville	2016	F	9318
Somerville	2016	M	8767
Ararat	2006	F	4040
Ararat	2006	M	4174
Ararat	2011	F	3941
Ararat	2011	M	4132
Ararat	2016	F	3830
Ararat	2016	M	4464
Ararat Region	2006	F	1343
Ararat Region	2006	M	1393
Ararat Region	2011	F	1435
Ararat Region	2011	M	1468
Ararat Region	2016	F	1533
Ararat Region	2016	M	1610
Horsham	2006	F	7926
Horsham	2006	M	7345
Horsham	2011	F	8227
Horsham	2011	M	7667
Horsham	2016	F	8448
Horsham	2016	M	7806
Horsham Region	2006	F	1557
Horsham Region	2006	M	1661
Horsham Region	2011	F	1653
Horsham Region	2011	M	1755
Horsham Region	2016	F	1629
Horsham Region	2016	M	1779
Nhill Region	2006	F	3742
Nhill Region	2006	M	3672
Nhill Region	2011	F	3606
Nhill Region	2011	M	3589
Nhill Region	2016	F	3463
Nhill Region	2016	M	3422
St Arnaud	2006	F	1779
St Arnaud	2006	M	1833
St Arnaud	2011	F	1770
St Arnaud	2011	M	1814
St Arnaud	2016	F	1686
St Arnaud	2016	M	1669
Stawell	2006	F	4211
Stawell	2006	M	4093
Stawell	2011	F	4170
Stawell	2011	M	4096
Stawell	2016	F	4106
Stawell	2016	M	3990
West Wimmera	2006	F	1532
West Wimmera	2006	M	1568
West Wimmera	2011	F	1433
West Wimmera	2011	M	1450
West Wimmera	2016	F	1361
West Wimmera	2016	M	1401
Yarriambiack	2006	F	3811
Yarriambiack	2006	M	3706
Yarriambiack	2011	F	3526
Yarriambiack	2011	M	3502
Yarriambiack	2016	F	3284
Yarriambiack	2016	M	3343
Irymple	2006	F	3569
Irymple	2006	M	3595
Irymple	2011	F	3183
Irymple	2011	M	3293
Irymple	2016	F	3375
Irymple	2016	M	3500
Merbein	2006	F	2142
Merbein	2006	M	2175
Merbein	2011	F	2322
Merbein	2011	M	2320
Merbein	2016	F	2386
Merbein	2016	M	2387
Mildura Region	2006	F	2246
Mildura Region	2006	M	2491
Mildura Region	2011	F	1776
Mildura Region	2011	M	2025
Mildura Region	2016	F	1766
Mildura Region	2016	M	1949
Red Cliffs	2006	F	2529
Red Cliffs	2006	M	2463
Red Cliffs	2011	F	2672
Red Cliffs	2011	M	2732
Red Cliffs	2016	F	2921
Red Cliffs	2016	M	2964
Mildura - North	2006	F	8599
Mildura - North	2006	M	7904
Mildura - North	2011	F	8961
Mildura - North	2011	M	8244
Mildura - North	2016	F	9281
Mildura - North	2016	M	8787
Mildura - South	2006	F	6347
Mildura - South	2006	M	5753
Mildura - South	2011	F	7084
Mildura - South	2011	M	6364
Mildura - South	2016	F	7658
Mildura - South	2016	M	6891
Buloke	2006	F	3425
Buloke	2006	M	3430
Buloke	2011	F	3158
Buloke	2011	M	3228
Buloke	2016	F	3066
Buloke	2016	M	3136
Gannawarra	2006	F	3612
Gannawarra	2006	M	3729
Gannawarra	2011	F	3215
Gannawarra	2011	M	3282
Gannawarra	2016	F	3268
Gannawarra	2016	M	3386
Kerang	2006	F	2047
Kerang	2006	M	1910
Kerang	2011	F	2009
Kerang	2011	M	1864
Kerang	2016	F	2031
Kerang	2016	M	1864
Robinvale	2006	F	1916
Robinvale	2006	M	2049
Robinvale	2011	F	1686
Robinvale	2011	M	1785
Robinvale	2016	F	1613
Robinvale	2016	M	1693
Swan Hill	2006	F	5109
Swan Hill	2006	M	4776
Swan Hill	2011	F	5355
Swan Hill	2011	M	5074
Swan Hill	2016	F	5596
Swan Hill	2016	M	5307
Swan Hill Region	2006	F	3225
Swan Hill Region	2006	M	3566
Swan Hill Region	2011	F	3100
Swan Hill Region	2011	M	3450
Swan Hill Region	2016	F	3014
Swan Hill Region	2016	M	3365
Echuca	2006	F	6892
Echuca	2006	M	6424
Echuca	2011	F	7357
Echuca	2011	M	6832
Echuca	2016	F	7599
Echuca	2016	M	6982
Kyabram	2006	F	5244
Kyabram	2006	M	5230
Kyabram	2011	F	5401
Kyabram	2011	M	5334
Kyabram	2016	F	5489
Kyabram	2016	M	5423
Lockington - Gunbower	2006	F	2276
Lockington - Gunbower	2006	M	2480
Lockington - Gunbower	2011	F	1838
Lockington - Gunbower	2011	M	1889
Lockington - Gunbower	2016	F	1836
Lockington - Gunbower	2016	M	1968
Rochester	2006	F	1672
Rochester	2006	M	1659
Rochester	2011	F	1924
Rochester	2011	M	1876
Rochester	2016	F	1980
Rochester	2016	M	1899
Rushworth	2006	F	2049
Rushworth	2006	M	2281
Rushworth	2011	F	1935
Rushworth	2011	M	2166
Rushworth	2016	F	1935
Rushworth	2016	M	2102
Cobram	2006	F	2770
Cobram	2006	M	2758
Cobram	2011	F	3157
Cobram	2011	M	3092
Cobram	2016	F	3202
Cobram	2016	M	3143
Moira	2006	F	1189
Moira	2006	M	1252
Moira	2011	F	1245
Moira	2011	M	1311
Moira	2016	F	1248
Moira	2016	M	1326
Numurkah	2006	F	6269
Numurkah	2006	M	6373
Numurkah	2011	F	6086
Numurkah	2011	M	6177
Numurkah	2016	F	6097
Numurkah	2016	M	6167
Yarrawonga	2006	F	3338
Yarrawonga	2006	M	3132
Yarrawonga	2011	F	3655
Yarrawonga	2011	M	3404
Yarrawonga	2016	F	4047
Yarrawonga	2016	M	3879
Mooroopna	2006	F	3765
Mooroopna	2006	M	3434
Mooroopna	2011	F	4028
Mooroopna	2011	M	3789
Mooroopna	2016	F	4119
Mooroopna	2016	M	3824
Shepparton - North	2006	F	8238
Shepparton - North	2006	M	7614
Shepparton - North	2011	F	8873
Shepparton - North	2011	M	8363
Shepparton - North	2016	F	9453
Shepparton - North	2016	M	9143
Shepparton - South	2006	F	10084
Shepparton - South	2006	M	9789
Shepparton - South	2011	F	10876
Shepparton - South	2011	M	10583
Shepparton - South	2016	F	11767
Shepparton - South	2016	M	11367
Shepparton Region - East	2006	F	1823
Shepparton Region - East	2006	M	2021
Shepparton Region - East	2011	F	1907
Shepparton Region - East	2011	M	2019
Shepparton Region - East	2016	F	1843
Shepparton Region - East	2016	M	2003
Shepparton Region - West	2006	F	4994
Shepparton Region - West	2006	M	5326
Shepparton Region - West	2011	F	4774
Shepparton Region - West	2011	M	5016
Shepparton Region - West	2016	F	4846
Shepparton Region - West	2016	M	5286
Glenelg (Vic.)	2006	F	4870
Glenelg (Vic.)	2006	M	5069
Glenelg (Vic.)	2011	F	4376
Glenelg (Vic.)	2011	M	4454
Glenelg (Vic.)	2016	F	4308
Glenelg (Vic.)	2016	M	4407
Hamilton (Vic.)	2006	F	5490
Hamilton (Vic.)	2006	M	5126
Hamilton (Vic.)	2011	F	5248
Hamilton (Vic.)	2011	M	4856
Hamilton (Vic.)	2016	F	5234
Hamilton (Vic.)	2016	M	4735
Portland	2006	F	4936
Portland	2006	M	4890
Portland	2011	F	5393
Portland	2011	M	5322
Portland	2016	F	5473
Portland	2016	M	5325
Southern Grampians	2006	F	3003
Southern Grampians	2006	M	3019
Southern Grampians	2011	F	3138
Southern Grampians	2011	M	3207
Southern Grampians	2016	F	2997
Southern Grampians	2016	M	3076
Camperdown	2006	F	1675
Camperdown	2006	M	1488
Camperdown	2011	F	1794
Camperdown	2011	M	1671
Camperdown	2016	F	1816
Camperdown	2016	M	1680
Colac	2006	F	5739
Colac	2006	M	5331
Colac	2011	F	6056
Colac	2011	M	5726
Colac	2016	F	6258
Colac	2016	M	5995
Colac Region	2006	F	2804
Colac Region	2006	M	3040
Colac Region	2011	F	2539
Colac Region	2011	M	2777
Colac Region	2016	F	2532
Colac Region	2016	M	2790
Corangamite - North	2006	F	2981
Corangamite - North	2006	M	3060
Corangamite - North	2011	F	2671
Corangamite - North	2011	M	2726
Corangamite - North	2016	F	2663
Corangamite - North	2016	M	2719
Corangamite - South	2006	F	3685
Corangamite - South	2006	M	3729
Corangamite - South	2011	F	3663
Corangamite - South	2011	M	3813
Corangamite - South	2016	F	3482
Corangamite - South	2016	M	3678
Otway	2006	F	1639
Otway	2006	M	1738
Otway	2011	F	1615
Otway	2011	M	1650
Otway	2016	F	1708
Otway	2016	M	1717
Moyne - East	2006	F	3072
Moyne - East	2006	M	3148
Moyne - East	2011	F	3308
Moyne - East	2011	M	3398
Moyne - East	2016	F	3270
Moyne - East	2016	M	3383
Moyne - West	2006	F	4455
Moyne - West	2006	M	4326
Moyne - West	2011	F	4564
Moyne - West	2011	M	4323
Moyne - West	2016	F	4772
Moyne - West	2016	M	4664
Warrnambool - North	2006	F	9303
Warrnambool - North	2006	M	8715
Warrnambool - North	2011	F	10079
Warrnambool - North	2011	M	9463
Warrnambool - North	2016	F	10952
Warrnambool - North	2016	M	10145
Warrnambool - South	2006	F	6700
Warrnambool - South	2006	M	6138
Warrnambool - South	2011	F	6631
Warrnambool - South	2011	M	6207
Warrnambool - South	2016	F	6726
Warrnambool - South	2016	M	6199
Migratory - Offshore - Shipping (Vic.)	2006	F	3
Migratory - Offshore - Shipping (Vic.)	2006	M	49
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	36
Migratory - Offshore - Shipping (Vic.)	2016	F	4
Migratory - Offshore - Shipping (Vic.)	2016	M	28
No usual address (Vic.)	2006	F	2798
No usual address (Vic.)	2006	M	3598
No usual address (Vic.)	2011	F	3636
No usual address (Vic.)	2011	M	4672
No usual address (Vic.)	2016	F	3238
No usual address (Vic.)	2016	M	4331
Alexandra Hills	2006	F	8598
Alexandra Hills	2006	M	8386
Alexandra Hills	2011	F	8456
Alexandra Hills	2011	M	8255
Alexandra Hills	2016	F	8323
Alexandra Hills	2016	M	8022
Belmont - Gumdale	2006	F	3348
Belmont - Gumdale	2006	M	3278
Belmont - Gumdale	2011	F	3785
Belmont - Gumdale	2011	M	3659
Belmont - Gumdale	2016	F	3667
Belmont - Gumdale	2016	M	3711
Birkdale	2006	F	7133
Birkdale	2006	M	6859
Birkdale	2011	F	7272
Birkdale	2011	M	7069
Birkdale	2016	F	7582
Birkdale	2016	M	7339
Capalaba	2006	F	8669
Capalaba	2006	M	8430
Capalaba	2011	F	8545
Capalaba	2011	M	8371
Capalaba	2016	F	8881
Capalaba	2016	M	8710
Thorneside	2006	F	1753
Thorneside	2006	M	1711
Thorneside	2011	F	1780
Thorneside	2011	M	1771
Thorneside	2016	F	1908
Thorneside	2016	M	1857
Wellington Point	2006	F	5181
Wellington Point	2006	M	4999
Wellington Point	2011	F	5613
Wellington Point	2011	M	5374
Wellington Point	2016	F	5881
Wellington Point	2016	M	5694
Cleveland	2006	F	7135
Cleveland	2006	M	6449
Cleveland	2011	F	7567
Cleveland	2011	M	6847
Cleveland	2016	F	7783
Cleveland	2016	M	7016
Ormiston	2006	F	2778
Ormiston	2006	M	2608
Ormiston	2011	F	2959
Ormiston	2011	M	2686
Ormiston	2016	F	3015
Ormiston	2016	M	2784
Redland Bay	2006	F	5483
Redland Bay	2006	M	5406
Redland Bay	2011	F	6853
Redland Bay	2011	M	6773
Redland Bay	2016	F	7838
Redland Bay	2016	M	7748
Sheldon - Mount Cotton	2006	F	2476
Sheldon - Mount Cotton	2006	M	2397
Sheldon - Mount Cotton	2011	F	3276
Sheldon - Mount Cotton	2011	M	3217
Sheldon - Mount Cotton	2016	F	3898
Sheldon - Mount Cotton	2016	M	4007
Thornlands	2006	F	5366
Thornlands	2006	M	5154
Thornlands	2011	F	6528
Thornlands	2011	M	6281
Thornlands	2016	F	7505
Thornlands	2016	M	7191
Victoria Point	2006	F	7142
Victoria Point	2006	M	6610
Victoria Point	2011	F	7755
Victoria Point	2011	M	7064
Victoria Point	2016	F	7939
Victoria Point	2016	M	7078
Redland Islands	2006	F	3410
Redland Islands	2006	M	3502
Redland Islands	2011	F	4176
Redland Islands	2011	M	4184
Redland Islands	2016	F	4466
Redland Islands	2016	M	4548
Brisbane Port - Lytton	2006	F	10
Brisbane Port - Lytton	2006	M	7
Brisbane Port - Lytton	2011	F	3
Brisbane Port - Lytton	2011	M	4
Brisbane Port - Lytton	2016	F	3
Brisbane Port - Lytton	2016	M	6
Manly - Lota	2006	F	3477
Manly - Lota	2006	M	3313
Manly - Lota	2011	F	3638
Manly - Lota	2011	M	3493
Manly - Lota	2016	F	3765
Manly - Lota	2016	M	3655
Manly West	2006	F	5227
Manly West	2006	M	4781
Manly West	2011	F	5544
Manly West	2011	M	5171
Manly West	2016	F	5964
Manly West	2016	M	5463
Murarrie	2006	F	1780
Murarrie	2006	M	1710
Murarrie	2011	F	1984
Murarrie	2011	M	1972
Murarrie	2016	F	2047
Murarrie	2016	M	2075
Tingalpa	2006	F	4165
Tingalpa	2006	M	4013
Tingalpa	2011	F	4314
Tingalpa	2011	M	4225
Tingalpa	2016	F	4446
Tingalpa	2016	M	4258
Wakerley	2006	F	1969
Wakerley	2006	M	1941
Wakerley	2011	F	3974
Wakerley	2011	M	3830
Wakerley	2016	F	4557
Wakerley	2016	M	4443
Wynnum	2006	F	6091
Wynnum	2006	M	5632
Wynnum	2011	F	6403
Wynnum	2011	M	6123
Wynnum	2016	F	6757
Wynnum	2016	M	6478
Wynnum West - Hemmant	2006	F	6927
Wynnum West - Hemmant	2006	M	6509
Wynnum West - Hemmant	2011	F	7346
Wynnum West - Hemmant	2011	M	6993
Wynnum West - Hemmant	2016	F	7647
Wynnum West - Hemmant	2016	M	7142
Bald Hills	2006	F	2948
Bald Hills	2006	M	2903
Bald Hills	2011	F	3545
Bald Hills	2011	M	3400
Bald Hills	2016	F	3703
Bald Hills	2016	M	3576
Bridgeman Downs	2006	F	3816
Bridgeman Downs	2006	M	3550
Bridgeman Downs	2011	F	3920
Bridgeman Downs	2011	M	3718
Bridgeman Downs	2016	F	4231
Bridgeman Downs	2016	M	3918
Carseldine	2006	F	3570
Carseldine	2006	M	3100
Carseldine	2011	F	4129
Carseldine	2011	M	3643
Carseldine	2016	F	4779
Carseldine	2016	M	4256
Everton Park	2006	F	4030
Everton Park	2006	M	3680
Everton Park	2011	F	4261
Everton Park	2011	M	4064
Everton Park	2016	F	4574
Everton Park	2016	M	4223
McDowall	2006	F	3510
McDowall	2006	M	3396
McDowall	2011	F	3626
McDowall	2011	M	3465
McDowall	2016	F	3872
McDowall	2016	M	3669
Aspley	2006	F	6205
Aspley	2006	M	5636
Aspley	2011	F	6500
Aspley	2011	M	5946
Aspley	2016	F	6395
Aspley	2016	M	5921
Chermside	2006	F	3532
Chermside	2006	M	2818
Chermside	2011	F	4348
Chermside	2011	M	3820
Chermside	2016	F	5039
Chermside	2016	M	4278
Chermside West	2006	F	3060
Chermside West	2006	M	2899
Chermside West	2011	F	3148
Chermside West	2011	M	2971
Chermside West	2016	F	3159
Chermside West	2016	M	3089
Geebung	2006	F	2114
Geebung	2006	M	1985
Geebung	2011	F	2213
Geebung	2011	M	2086
Geebung	2016	F	2186
Geebung	2016	M	2139
Kedron - Gordon Park	2006	F	6001
Kedron - Gordon Park	2006	M	5724
Kedron - Gordon Park	2011	F	6451
Kedron - Gordon Park	2011	M	6157
Kedron - Gordon Park	2016	F	7006
Kedron - Gordon Park	2016	M	6708
Stafford	2006	F	2922
Stafford	2006	M	2588
Stafford	2011	F	3140
Stafford	2011	M	2901
Stafford	2016	F	3384
Stafford	2016	M	3123
Stafford Heights	2006	F	3591
Stafford Heights	2006	M	3199
Stafford Heights	2011	F	3515
Stafford Heights	2011	M	3266
Stafford Heights	2016	F	3560
Stafford Heights	2016	M	3293
Wavell Heights	2006	F	4590
Wavell Heights	2006	M	4171
Wavell Heights	2011	F	4874
Wavell Heights	2011	M	4559
Wavell Heights	2016	F	5067
Wavell Heights	2016	M	4714
Boondall	2006	F	4255
Boondall	2006	M	4286
Boondall	2011	F	4227
Boondall	2011	M	4519
Boondall	2016	F	4558
Boondall	2016	M	4661
Brisbane Airport	2006	F	22
Brisbane Airport	2006	M	36
Brisbane Airport	2011	F	69
Brisbane Airport	2011	M	94
Brisbane Airport	2016	F	64
Brisbane Airport	2016	M	125
Eagle Farm - Pinkenba	2006	F	132
Eagle Farm - Pinkenba	2006	M	155
Eagle Farm - Pinkenba	2011	F	113
Eagle Farm - Pinkenba	2011	M	151
Eagle Farm - Pinkenba	2016	F	413
Eagle Farm - Pinkenba	2016	M	405
Northgate - Virginia	2006	F	2882
Northgate - Virginia	2006	M	2800
Northgate - Virginia	2011	F	3166
Northgate - Virginia	2011	M	3195
Northgate - Virginia	2016	F	3311
Northgate - Virginia	2016	M	3277
Nudgee - Banyo	2006	F	3755
Nudgee - Banyo	2006	M	3575
Nudgee - Banyo	2011	F	4382
Nudgee - Banyo	2011	M	4262
Nudgee - Banyo	2016	F	4908
Nudgee - Banyo	2016	M	4709
Nundah	2006	F	4314
Nundah	2006	M	3967
Nundah	2011	F	5252
Nundah	2011	M	5133
Nundah	2016	F	6181
Nundah	2016	M	6052
Bracken Ridge	2006	F	7817
Bracken Ridge	2006	M	7544
Bracken Ridge	2011	F	8608
Bracken Ridge	2011	M	8192
Bracken Ridge	2016	F	8640
Bracken Ridge	2016	M	8302
Brighton (Qld)	2006	F	4413
Brighton (Qld)	2006	M	4188
Brighton (Qld)	2011	F	4603
Brighton (Qld)	2011	M	4411
Brighton (Qld)	2016	F	4846
Brighton (Qld)	2016	M	4632
Deagon	2006	F	1618
Deagon	2006	M	1496
Deagon	2011	F	1793
Deagon	2011	M	1665
Deagon	2016	F	1879
Deagon	2016	M	1797
Sandgate - Shorncliffe	2006	F	3353
Sandgate - Shorncliffe	2006	M	3152
Sandgate - Shorncliffe	2011	F	3323
Sandgate - Shorncliffe	2011	M	3217
Sandgate - Shorncliffe	2016	F	3508
Sandgate - Shorncliffe	2016	M	3274
Taigum - Fitzgibbon	2006	F	4191
Taigum - Fitzgibbon	2006	M	3460
Taigum - Fitzgibbon	2011	F	4781
Taigum - Fitzgibbon	2011	M	4120
Taigum - Fitzgibbon	2016	F	6477
Taigum - Fitzgibbon	2016	M	5673
Zillmere	2006	F	3871
Zillmere	2006	M	3599
Zillmere	2011	F	4151
Zillmere	2011	M	3954
Zillmere	2016	F	4537
Zillmere	2016	M	4426
Camp Hill	2006	F	5098
Camp Hill	2006	M	4730
Camp Hill	2011	F	5378
Camp Hill	2011	M	5157
Camp Hill	2016	F	5737
Camp Hill	2016	M	5434
Cannon Hill	2006	F	2039
Cannon Hill	2006	M	2043
Cannon Hill	2011	F	2242
Cannon Hill	2011	M	2262
Cannon Hill	2016	F	2900
Cannon Hill	2016	M	2817
Carina	2006	F	4801
Carina	2006	M	4400
Carina	2011	F	5426
Carina	2011	M	4876
Carina	2016	F	5834
Carina	2016	M	5192
Carina Heights	2006	F	3089
Carina Heights	2006	M	2677
Carina Heights	2011	F	3209
Carina Heights	2011	M	2901
Carina Heights	2016	F	3460
Carina Heights	2016	M	3084
Carindale	2006	F	7753
Carindale	2006	M	7386
Carindale	2011	F	8030
Carindale	2011	M	7535
Carindale	2016	F	8069
Carindale	2016	M	7637
Annerley	2006	F	4835
Annerley	2006	M	4739
Annerley	2011	F	5356
Annerley	2011	M	5306
Annerley	2016	F	5733
Annerley	2016	M	5650
Coorparoo	2006	F	7153
Coorparoo	2006	M	6648
Coorparoo	2011	F	7586
Coorparoo	2011	M	7356
Coorparoo	2016	F	8204
Coorparoo	2016	M	7837
Fairfield - Dutton Park	2006	F	1945
Fairfield - Dutton Park	2006	M	2002
Fairfield - Dutton Park	2011	F	1992
Fairfield - Dutton Park	2011	M	2033
Fairfield - Dutton Park	2016	F	2364
Fairfield - Dutton Park	2016	M	2423
Greenslopes	2006	F	4174
Greenslopes	2006	M	3911
Greenslopes	2011	F	4349
Greenslopes	2011	M	4214
Greenslopes	2016	F	4572
Greenslopes	2016	M	4549
Holland Park	2006	F	3941
Holland Park	2006	M	3541
Holland Park	2011	F	4081
Holland Park	2011	M	3772
Holland Park	2016	F	4351
Holland Park	2016	M	3952
Holland Park West	2006	F	2793
Holland Park West	2006	M	2730
Holland Park West	2011	F	2993
Holland Park West	2011	M	2968
Holland Park West	2016	F	3236
Holland Park West	2016	M	3097
Woolloongabba	2006	F	1879
Woolloongabba	2006	M	2036
Woolloongabba	2011	F	2241
Woolloongabba	2011	M	2551
Woolloongabba	2016	F	2619
Woolloongabba	2016	M	2910
Yeronga	2006	F	3965
Yeronga	2006	M	3809
Yeronga	2011	F	4272
Yeronga	2011	M	4115
Yeronga	2016	F	4858
Yeronga	2016	M	4625
Eight Mile Plains	2006	F	6059
Eight Mile Plains	2006	M	5958
Eight Mile Plains	2011	F	7107
Eight Mile Plains	2011	M	6977
Eight Mile Plains	2016	F	7632
Eight Mile Plains	2016	M	7530
Macgregor (Qld)	2006	F	2652
Macgregor (Qld)	2006	M	2657
Macgregor (Qld)	2011	F	2877
Macgregor (Qld)	2011	M	2701
Macgregor (Qld)	2016	F	3009
Macgregor (Qld)	2016	M	2840
Mansfield (Qld)	2006	F	4255
Mansfield (Qld)	2006	M	4094
Mansfield (Qld)	2011	F	4406
Mansfield (Qld)	2011	M	4087
Mansfield (Qld)	2016	F	4510
Mansfield (Qld)	2016	M	4213
Mount Gravatt	2006	F	6892
Mount Gravatt	2006	M	6440
Mount Gravatt	2011	F	7192
Mount Gravatt	2011	M	6930
Mount Gravatt	2016	F	7744
Mount Gravatt	2016	M	7204
Rochedale - Burbank	2006	F	2043
Rochedale - Burbank	2006	M	2011
Rochedale - Burbank	2011	F	2049
Rochedale - Burbank	2011	M	2031
Rochedale - Burbank	2016	F	3202
Rochedale - Burbank	2016	M	3118
Upper Mount Gravatt	2006	F	4188
Upper Mount Gravatt	2006	M	3724
Upper Mount Gravatt	2011	F	4526
Upper Mount Gravatt	2011	M	4325
Upper Mount Gravatt	2016	F	4881
Upper Mount Gravatt	2016	M	4517
Wishart	2006	F	5421
Wishart	2006	M	4852
Wishart	2011	F	5483
Wishart	2011	M	4978
Wishart	2016	F	5735
Wishart	2016	M	5079
Coopers Plains	2006	F	2017
Coopers Plains	2006	M	2078
Coopers Plains	2011	F	2238
Coopers Plains	2011	M	2314
Coopers Plains	2016	F	2749
Coopers Plains	2016	M	2735
Moorooka	2006	F	4708
Moorooka	2006	M	4486
Moorooka	2011	F	5007
Moorooka	2011	M	4978
Moorooka	2016	F	5198
Moorooka	2016	M	5232
Robertson	2006	F	2400
Robertson	2006	M	2354
Robertson	2011	F	2466
Robertson	2011	M	2401
Robertson	2016	F	2544
Robertson	2016	M	2557
Salisbury - Nathan	2006	F	3399
Salisbury - Nathan	2006	M	3508
Salisbury - Nathan	2011	F	3524
Salisbury - Nathan	2011	M	3629
Salisbury - Nathan	2016	F	3562
Salisbury - Nathan	2016	M	3624
Tarragindi	2006	F	4871
Tarragindi	2006	M	4568
Tarragindi	2011	F	5116
Tarragindi	2011	M	4847
Tarragindi	2016	F	5458
Tarragindi	2016	M	5208
Algester	2006	F	3755
Algester	2006	M	3617
Algester	2011	F	4239
Algester	2011	M	4020
Algester	2016	F	4201
Algester	2016	M	4230
Calamvale - Stretton	2006	F	7498
Calamvale - Stretton	2006	M	7290
Calamvale - Stretton	2011	F	9430
Calamvale - Stretton	2011	M	9039
Calamvale - Stretton	2016	F	10873
Calamvale - Stretton	2016	M	10377
Pallara - Willawong	2006	F	882
Pallara - Willawong	2006	M	868
Pallara - Willawong	2011	F	1903
Pallara - Willawong	2011	M	1886
Pallara - Willawong	2016	F	2380
Pallara - Willawong	2016	M	2319
Parkinson - Drewvale	2006	F	6018
Parkinson - Drewvale	2006	M	5847
Parkinson - Drewvale	2011	F	7272
Parkinson - Drewvale	2011	M	7134
Parkinson - Drewvale	2016	F	7932
Parkinson - Drewvale	2016	M	7649
Rocklea - Acacia Ridge	2006	F	4367
Rocklea - Acacia Ridge	2006	M	4571
Rocklea - Acacia Ridge	2011	F	4274
Rocklea - Acacia Ridge	2011	M	4433
Rocklea - Acacia Ridge	2016	F	4666
Rocklea - Acacia Ridge	2016	M	4902
Kuraby	2006	F	3494
Kuraby	2006	M	3242
Kuraby	2011	F	3999
Kuraby	2011	M	3781
Kuraby	2016	F	4267
Kuraby	2016	M	4114
Runcorn	2006	F	6298
Runcorn	2006	M	6177
Runcorn	2011	F	6697
Runcorn	2011	M	6672
Runcorn	2016	F	7181
Runcorn	2016	M	7304
Sunnybank	2006	F	4031
Sunnybank	2006	M	3815
Sunnybank	2011	F	4072
Sunnybank	2011	M	4017
Sunnybank	2016	F	4400
Sunnybank	2016	M	4456
Sunnybank Hills	2006	F	8076
Sunnybank Hills	2006	M	8037
Sunnybank Hills	2011	F	8488
Sunnybank Hills	2011	M	8341
Sunnybank Hills	2016	F	9146
Sunnybank Hills	2016	M	8939
Jindalee - Mount Ommaney	2006	F	3685
Jindalee - Mount Ommaney	2006	M	3507
Jindalee - Mount Ommaney	2011	F	3744
Jindalee - Mount Ommaney	2011	M	3522
Jindalee - Mount Ommaney	2016	F	3834
Jindalee - Mount Ommaney	2016	M	3675
Middle Park - Jamboree Heights	2006	F	3730
Middle Park - Jamboree Heights	2006	M	3599
Middle Park - Jamboree Heights	2011	F	3573
Middle Park - Jamboree Heights	2011	M	3513
Middle Park - Jamboree Heights	2016	F	3543
Middle Park - Jamboree Heights	2016	M	3519
Riverhills	2006	F	2058
Riverhills	2006	M	1893
Riverhills	2011	F	1933
Riverhills	2011	M	1887
Riverhills	2016	F	2045
Riverhills	2016	M	1996
Seventeen Mile Rocks - Sinnamon Park	2006	F	4590
Seventeen Mile Rocks - Sinnamon Park	2006	M	4057
Seventeen Mile Rocks - Sinnamon Park	2011	F	4989
Seventeen Mile Rocks - Sinnamon Park	2011	M	4522
Seventeen Mile Rocks - Sinnamon Park	2016	F	4991
Seventeen Mile Rocks - Sinnamon Park	2016	M	4567
Westlake	2006	F	2355
Westlake	2006	M	2324
Westlake	2011	F	2171
Westlake	2011	M	2209
Westlake	2016	F	2219
Westlake	2016	M	2139
Bellbowrie - Moggill	2006	F	3621
Bellbowrie - Moggill	2006	M	3526
Bellbowrie - Moggill	2011	F	4591
Bellbowrie - Moggill	2011	M	4429
Bellbowrie - Moggill	2016	F	5174
Bellbowrie - Moggill	2016	M	4927
Brookfield - Kenmore Hills	2006	F	3646
Brookfield - Kenmore Hills	2006	M	3291
Brookfield - Kenmore Hills	2011	F	3578
Brookfield - Kenmore Hills	2011	M	3351
Brookfield - Kenmore Hills	2016	F	3441
Brookfield - Kenmore Hills	2016	M	3308
Chapel Hill	2006	F	5080
Chapel Hill	2006	M	4907
Chapel Hill	2011	F	5218
Chapel Hill	2011	M	4950
Chapel Hill	2016	F	5229
Chapel Hill	2016	M	5075
Fig Tree Pocket	2006	F	1654
Fig Tree Pocket	2006	M	1604
Fig Tree Pocket	2011	F	1849
Fig Tree Pocket	2011	M	1799
Fig Tree Pocket	2016	F	2017
Fig Tree Pocket	2016	M	2029
Kenmore	2006	F	4246
Kenmore	2006	M	3955
Kenmore	2011	F	4351
Kenmore	2011	M	4132
Kenmore	2016	F	4541
Kenmore	2016	M	4222
Pinjarra Hills - Pullenvale	2006	F	2467
Pinjarra Hills - Pullenvale	2006	M	2410
Pinjarra Hills - Pullenvale	2011	F	2713
Pinjarra Hills - Pullenvale	2011	M	2649
Pinjarra Hills - Pullenvale	2016	F	2723
Pinjarra Hills - Pullenvale	2016	M	2677
Chelmer - Graceville	2006	F	3414
Chelmer - Graceville	2006	M	3248
Chelmer - Graceville	2011	F	3361
Chelmer - Graceville	2011	M	3197
Chelmer - Graceville	2016	F	3755
Chelmer - Graceville	2016	M	3652
Corinda	2006	F	2341
Corinda	2006	M	2113
Corinda	2011	F	2456
Corinda	2011	M	2242
