SA2_NAME16	Year	Sex	labourForceParticipation
Scone	2016	F	53.7
Scone	2016	M	66.5
Scone Region	2006	F	55.6
Scone Region	2006	M	70.1
Scone Region	2011	F	55.8
Scone Region	2011	M	69.4
Scone Region	2016	F	53.4
Scone Region	2016	M	63.6
Dapto - Avondale	2006	F	47.1
Dapto - Avondale	2006	M	63.9
Dapto - Avondale	2011	F	48
Dapto - Avondale	2011	M	61.5
Dapto - Avondale	2016	F	50.5
Dapto - Avondale	2016	M	59.7
Horsley - Kembla Grange	2006	F	62
Horsley - Kembla Grange	2006	M	77.3
Horsley - Kembla Grange	2011	F	63.1
Horsley - Kembla Grange	2011	M	74.8
Horsley - Kembla Grange	2016	F	64.4
Horsley - Kembla Grange	2016	M	71.8
Port Kembla Industrial	2006	F	0
Port Kembla Industrial	2006	M	0
Port Kembla Industrial	2011	F	0
Port Kembla Industrial	2011	M	60
Port Kembla Industrial	2016	F	0
Port Kembla Industrial	2016	M	42.9
Unanderra - Mount Kembla	2006	F	52.4
Unanderra - Mount Kembla	2006	M	66.3
Unanderra - Mount Kembla	2011	F	54.3
Unanderra - Mount Kembla	2011	M	68.5
Unanderra - Mount Kembla	2016	F	55.1
Unanderra - Mount Kembla	2016	M	65.4
Berkeley - Lake Heights - Cringila	2006	F	40
Berkeley - Lake Heights - Cringila	2006	M	56.1
Berkeley - Lake Heights - Cringila	2011	F	41.7
Berkeley - Lake Heights - Cringila	2011	M	57
Berkeley - Lake Heights - Cringila	2016	F	43.9
Berkeley - Lake Heights - Cringila	2016	M	55.9
Port Kembla - Warrawong	2006	F	35.6
Port Kembla - Warrawong	2006	M	50.3
Port Kembla - Warrawong	2011	F	37.7
Port Kembla - Warrawong	2011	M	48.3
Port Kembla - Warrawong	2016	F	39.1
Port Kembla - Warrawong	2016	M	48.2
Windang - Primbee	2006	F	38.7
Windang - Primbee	2006	M	50.7
Windang - Primbee	2011	F	40.7
Windang - Primbee	2011	M	49.9
Windang - Primbee	2016	F	42.5
Windang - Primbee	2016	M	49.9
Illawarra Catchment Reserve	2006	F	0
Illawarra Catchment Reserve	2006	M	0
Illawarra Catchment Reserve	2011	F	0
Illawarra Catchment Reserve	2011	M	50
Illawarra Catchment Reserve	2016	F	0
Illawarra Catchment Reserve	2016	M	100
Albion Park - Macquarie Pass	2006	F	60
Albion Park - Macquarie Pass	2006	M	74.4
Albion Park - Macquarie Pass	2011	F	60.3
Albion Park - Macquarie Pass	2011	M	73.8
Albion Park - Macquarie Pass	2016	F	60.4
Albion Park - Macquarie Pass	2016	M	70.3
Albion Park Rail	2006	F	49.1
Albion Park Rail	2006	M	68.2
Albion Park Rail	2011	F	50.7
Albion Park Rail	2011	M	66.1
Albion Park Rail	2016	F	50.2
Albion Park Rail	2016	M	61.6
Kiama	2006	F	48.5
Kiama	2006	M	59.6
Kiama	2011	F	49.3
Kiama	2011	M	59.8
Kiama	2016	F	48.2
Kiama	2016	M	55.6
Kiama Downs - Minnamurra	2006	F	58.3
Kiama Downs - Minnamurra	2006	M	67.7
Kiama Downs - Minnamurra	2011	F	58.9
Kiama Downs - Minnamurra	2011	M	66.8
Kiama Downs - Minnamurra	2016	F	56.8
Kiama Downs - Minnamurra	2016	M	64.6
Kiama Hinterland - Gerringong	2006	F	51.1
Kiama Hinterland - Gerringong	2006	M	64.7
Kiama Hinterland - Gerringong	2011	F	52.9
Kiama Hinterland - Gerringong	2011	M	65.2
Kiama Hinterland - Gerringong	2016	F	51
Kiama Hinterland - Gerringong	2016	M	61
Shellharbour - Flinders	2006	F	56.7
Shellharbour - Flinders	2006	M	70.3
Shellharbour - Flinders	2011	F	59.4
Shellharbour - Flinders	2011	M	71.7
Shellharbour - Flinders	2016	F	61.1
Shellharbour - Flinders	2016	M	69.8
Shellharbour - Oak Flats	2006	F	51.4
Shellharbour - Oak Flats	2006	M	67.7
Shellharbour - Oak Flats	2011	F	54.2
Shellharbour - Oak Flats	2011	M	66.6
Shellharbour - Oak Flats	2016	F	53.6
Shellharbour - Oak Flats	2016	M	62.1
Warilla	2006	F	42.8
Warilla	2006	M	57.8
Warilla	2011	F	43
Warilla	2011	M	55.4
Warilla	2016	F	44.5
Warilla	2016	M	52.7
Balgownie - Fairy Meadow	2006	F	47.2
Balgownie - Fairy Meadow	2006	M	60.6
Balgownie - Fairy Meadow	2011	F	49.7
Balgownie - Fairy Meadow	2011	M	59.6
Balgownie - Fairy Meadow	2016	F	51.9
Balgownie - Fairy Meadow	2016	M	58.6
Corrimal - Tarrawanna - Bellambi	2006	F	48.2
Corrimal - Tarrawanna - Bellambi	2006	M	62
Corrimal - Tarrawanna - Bellambi	2011	F	50.8
Corrimal - Tarrawanna - Bellambi	2011	M	61
Corrimal - Tarrawanna - Bellambi	2016	F	52.2
Corrimal - Tarrawanna - Bellambi	2016	M	60.1
Figtree - Keiraville	2006	F	52.3
Figtree - Keiraville	2006	M	63.2
Figtree - Keiraville	2011	F	54
Figtree - Keiraville	2011	M	62.2
Figtree - Keiraville	2016	F	55.5
Figtree - Keiraville	2016	M	61.4
Helensburgh	2006	F	65.3
Helensburgh	2006	M	76.7
Helensburgh	2011	F	65.8
Helensburgh	2011	M	74.1
Helensburgh	2016	F	67.5
Helensburgh	2016	M	72.5
Thirroul - Austinmer - Coalcliff	2006	F	59.6
Thirroul - Austinmer - Coalcliff	2006	M	69.3
Thirroul - Austinmer - Coalcliff	2011	F	60.6
Thirroul - Austinmer - Coalcliff	2011	M	71.1
Thirroul - Austinmer - Coalcliff	2016	F	61.2
Thirroul - Austinmer - Coalcliff	2016	M	66.7
Woonona - Bulli - Russell Vale	2006	F	51.4
Woonona - Bulli - Russell Vale	2006	M	65.3
Woonona - Bulli - Russell Vale	2011	F	55.4
Woonona - Bulli - Russell Vale	2011	M	65.8
Woonona - Bulli - Russell Vale	2016	F	56.5
Woonona - Bulli - Russell Vale	2016	M	65.1
Wollongong - East	2006	F	53.4
Wollongong - East	2006	M	60.9
Wollongong - East	2011	F	52.1
Wollongong - East	2011	M	58.4
Wollongong - East	2016	F	50.3
Wollongong - East	2016	M	55.8
Wollongong - West	2006	F	49.9
Wollongong - West	2006	M	59.2
Wollongong - West	2011	F	52.8
Wollongong - West	2011	M	58.7
Wollongong - West	2016	F	54.6
Wollongong - West	2016	M	59.2
Bulahdelah - Stroud	2006	F	46.6
Bulahdelah - Stroud	2006	M	57.9
Bulahdelah - Stroud	2011	F	46.5
Bulahdelah - Stroud	2011	M	57.5
Bulahdelah - Stroud	2016	F	47.5
Bulahdelah - Stroud	2016	M	53
Forster	2006	F	39.1
Forster	2006	M	47.4
Forster	2011	F	38
Forster	2011	M	43.1
Forster	2016	F	39.2
Forster	2016	M	42.1
Forster-Tuncurry Region	2006	F	45.4
Forster-Tuncurry Region	2006	M	53.5
Forster-Tuncurry Region	2011	F	43.9
Forster-Tuncurry Region	2011	M	50
Forster-Tuncurry Region	2016	F	42.4
Forster-Tuncurry Region	2016	M	45.4
Tuncurry	2006	F	30.4
Tuncurry	2006	M	38
Tuncurry	2011	F	32.1
Tuncurry	2011	M	36.9
Tuncurry	2016	F	30.4
Tuncurry	2016	M	35.2
Kempsey	2006	F	42
Kempsey	2006	M	50.4
Kempsey	2011	F	41.6
Kempsey	2011	M	46.6
Kempsey	2016	F	40.1
Kempsey	2016	M	43.3
Kempsey Region	2006	F	47.3
Kempsey Region	2006	M	55.1
Kempsey Region	2011	F	48.2
Kempsey Region	2011	M	51.1
Kempsey Region	2016	F	47.7
Kempsey Region	2016	M	49
Macksville - Scotts Head	2006	F	38.4
Macksville - Scotts Head	2006	M	50.1
Macksville - Scotts Head	2011	F	40
Macksville - Scotts Head	2011	M	49.1
Macksville - Scotts Head	2016	F	40.8
Macksville - Scotts Head	2016	M	48.3
Nambucca Heads	2006	F	35.4
Nambucca Heads	2006	M	42.8
Nambucca Heads	2011	F	34.5
Nambucca Heads	2011	M	40
Nambucca Heads	2016	F	33.3
Nambucca Heads	2016	M	37.7
Nambucca Heads Region	2006	F	45.9
Nambucca Heads Region	2006	M	52.8
Nambucca Heads Region	2011	F	47.8
Nambucca Heads Region	2011	M	53
Nambucca Heads Region	2016	F	47.1
Nambucca Heads Region	2016	M	50.4
South West Rocks	2006	F	39.5
South West Rocks	2006	M	43.5
South West Rocks	2011	F	38.8
South West Rocks	2011	M	42.9
South West Rocks	2016	F	38
South West Rocks	2016	M	39.5
Lord Howe Island	2006	F	69.4
Lord Howe Island	2006	M	81.3
Lord Howe Island	2011	F	69.5
Lord Howe Island	2011	M	73.3
Lord Howe Island	2016	F	68.1
Lord Howe Island	2016	M	70.9
Laurieton - Bonny Hills	2006	F	38.6
Laurieton - Bonny Hills	2006	M	46.3
Laurieton - Bonny Hills	2011	F	40.2
Laurieton - Bonny Hills	2011	M	46
Laurieton - Bonny Hills	2016	F	39.6
Laurieton - Bonny Hills	2016	M	43.2
Port Macquarie - East	2006	F	48.4
Port Macquarie - East	2006	M	58
Port Macquarie - East	2011	F	49.9
Port Macquarie - East	2011	M	58
Port Macquarie - East	2016	F	49.9
Port Macquarie - East	2016	M	56.8
Port Macquarie - West	2006	F	38.4
Port Macquarie - West	2006	M	48.9
Port Macquarie - West	2011	F	40.9
Port Macquarie - West	2011	M	48.3
Port Macquarie - West	2016	F	42.1
Port Macquarie - West	2016	M	47.9
Port Macquarie Region	2006	F	56.2
Port Macquarie Region	2006	M	62.6
Port Macquarie Region	2011	F	56.2
Port Macquarie Region	2011	M	58.5
Port Macquarie Region	2016	F	52.5
Port Macquarie Region	2016	M	57.1
Wauchope	2006	F	48.2
Wauchope	2006	M	58.5
Wauchope	2011	F	49.7
Wauchope	2011	M	58.7
Wauchope	2016	F	48.4
Wauchope	2016	M	55.2
Gloucester	2006	F	43.5
Gloucester	2006	M	58.7
Gloucester	2011	F	44.5
Gloucester	2011	M	56.8
Gloucester	2016	F	40.7
Gloucester	2016	M	52.5
Old Bar - Manning Point - Red Head	2006	F	47.6
Old Bar - Manning Point - Red Head	2006	M	54.7
Old Bar - Manning Point - Red Head	2011	F	47.8
Old Bar - Manning Point - Red Head	2011	M	54
Old Bar - Manning Point - Red Head	2016	F	45.8
Old Bar - Manning Point - Red Head	2016	M	50.4
Taree	2006	F	42.6
Taree	2006	M	55
Taree	2011	F	41.7
Taree	2011	M	51.7
Taree	2016	F	41
Taree	2016	M	47.9
Taree Region	2006	F	45
Taree Region	2006	M	54.5
Taree Region	2011	F	43.9
Taree Region	2011	M	50.4
Taree Region	2016	F	43.2
Taree Region	2016	M	45.7
Wingham	2006	F	45
Wingham	2006	M	55.7
Wingham	2011	F	43.9
Wingham	2011	M	53.4
Wingham	2016	F	42.6
Wingham	2016	M	51.4
Albury - East	2006	F	61.8
Albury - East	2006	M	72.3
Albury - East	2011	F	63
Albury - East	2011	M	72.9
Albury - East	2016	F	62.2
Albury - East	2016	M	70.6
Albury - North	2006	F	54
Albury - North	2006	M	67.2
Albury - North	2011	F	56.3
Albury - North	2011	M	63.3
Albury - North	2016	F	54.2
Albury - North	2016	M	60.9
Albury - South	2006	F	55.8
Albury - South	2006	M	66.5
Albury - South	2011	F	55.5
Albury - South	2011	M	63.6
Albury - South	2016	F	54.9
Albury - South	2016	M	60.3
Albury Region	2006	F	56.6
Albury Region	2006	M	70.8
Albury Region	2011	F	57
Albury Region	2011	M	68.5
Albury Region	2016	F	57.2
Albury Region	2016	M	64.7
Lavington	2006	F	53
Lavington	2006	M	68.5
Lavington	2011	F	52.6
Lavington	2011	M	65.9
Lavington	2016	F	49.2
Lavington	2016	M	58.9
Hay	2006	F	53.5
Hay	2006	M	68.1
Hay	2011	F	52.4
Hay	2011	M	63.2
Hay	2016	F	50.1
Hay	2016	M	61.3
Wentworth - Buronga	2006	F	53.5
Wentworth - Buronga	2006	M	65.8
Wentworth - Buronga	2011	F	51.8
Wentworth - Buronga	2011	M	62
Wentworth - Buronga	2016	F	50.3
Wentworth - Buronga	2016	M	55.1
Wentworth-Balranald Region	2006	F	55.9
Wentworth-Balranald Region	2006	M	68.6
Wentworth-Balranald Region	2011	F	53.3
Wentworth-Balranald Region	2011	M	67.6
Wentworth-Balranald Region	2016	F	52.8
Wentworth-Balranald Region	2016	M	62.6
Corowa	2006	F	47.8
Corowa	2006	M	62.5
Corowa	2011	F	47.6
Corowa	2011	M	60.4
Corowa	2016	F	46.7
Corowa	2016	M	56.1
Corowa Region	2006	F	49.1
Corowa Region	2006	M	62.3
Corowa Region	2011	F	49.4
Corowa Region	2011	M	59.9
Corowa Region	2016	F	48.1
Corowa Region	2016	M	55
Deniliquin	2006	F	51.5
Deniliquin	2006	M	63.8
Deniliquin	2011	F	50.8
Deniliquin	2011	M	59.3
Deniliquin	2016	F	49.3
Deniliquin	2016	M	57.5
Deniliquin Region	2006	F	55.3
Deniliquin Region	2006	M	68.6
Deniliquin Region	2011	F	53.8
Deniliquin Region	2011	M	66
Deniliquin Region	2016	F	53.1
Deniliquin Region	2016	M	60.5
Moama	2006	F	50.5
Moama	2006	M	61.7
Moama	2011	F	51
Moama	2011	M	57.9
Moama	2016	F	48.7
Moama	2016	M	57
Tocumwal - Finley - Jerilderie	2006	F	51.7
Tocumwal - Finley - Jerilderie	2006	M	64.7
Tocumwal - Finley - Jerilderie	2011	F	48.9
Tocumwal - Finley - Jerilderie	2011	M	58.9
Tocumwal - Finley - Jerilderie	2016	F	46.9
Tocumwal - Finley - Jerilderie	2016	M	53.1
Armidale	2006	F	52.4
Armidale	2006	M	61.2
Armidale	2011	F	52.7
Armidale	2011	M	60.9
Armidale	2016	F	51.7
Armidale	2016	M	58.1
Armidale Region - North	2006	F	55
Armidale Region - North	2006	M	67.9
Armidale Region - North	2011	F	56.2
Armidale Region - North	2011	M	69.2
Armidale Region - North	2016	F	55.4
Armidale Region - North	2016	M	65.2
Armidale Region - South	2006	F	56
Armidale Region - South	2006	M	68.7
Armidale Region - South	2011	F	58.7
Armidale Region - South	2011	M	66.2
Armidale Region - South	2016	F	55.2
Armidale Region - South	2016	M	63
Walcha	2006	F	53.9
Walcha	2006	M	71.1
Walcha	2011	F	53.6
Walcha	2011	M	68.8
Walcha	2016	F	50.5
Walcha	2016	M	63.3
Glen Innes	2006	F	45.3
Glen Innes	2006	M	57.4
Glen Innes	2011	F	47.5
Glen Innes	2011	M	55.8
Glen Innes	2016	F	45
Glen Innes	2016	M	50.7
Inverell	2006	F	46.7
Inverell	2006	M	63.2
Inverell	2011	F	48.2
Inverell	2011	M	58.4
Inverell	2016	F	48.4
Inverell	2016	M	57.7
Inverell Region - East	2006	F	46.8
Inverell Region - East	2006	M	58.8
Inverell Region - East	2011	F	46.4
Inverell Region - East	2011	M	58.2
Inverell Region - East	2016	F	44.3
Inverell Region - East	2016	M	51
Inverell Region - West	2006	F	48.3
Inverell Region - West	2006	M	61.3
Inverell Region - West	2011	F	49
Inverell Region - West	2011	M	57.3
Inverell Region - West	2016	F	48.1
Inverell Region - West	2016	M	54.6
Tenterfield	2006	F	46.8
Tenterfield	2006	M	58.8
Tenterfield	2011	F	45.4
Tenterfield	2011	M	55.4
Tenterfield	2016	F	43.6
Tenterfield	2016	M	48
Moree	2006	F	52
Moree	2006	M	65.1
Moree	2011	F	50.4
Moree	2011	M	62.9
Moree	2016	F	51.5
Moree	2016	M	58.6
Moree Region	2006	F	58.3
Moree Region	2006	M	75.4
Moree Region	2011	F	59.1
Moree Region	2011	M	74
Moree Region	2016	F	56
Moree Region	2016	M	67.9
Narrabri	2006	F	52.7
Narrabri	2006	M	68.5
Narrabri	2011	F	55.2
Narrabri	2011	M	66.6
Narrabri	2016	F	54.6
Narrabri	2016	M	64.4
Narrabri Region	2006	F	57.8
Narrabri Region	2006	M	72.3
Narrabri Region	2011	F	57.3
Narrabri Region	2011	M	71.4
Narrabri Region	2016	F	52.4
Narrabri Region	2016	M	64.4
Gunnedah	2006	F	47.7
Gunnedah	2006	M	62.6
Gunnedah	2011	F	49.7
Gunnedah	2011	M	63.5
Gunnedah	2016	F	51.2
Gunnedah	2016	M	63.3
Gunnedah Region	2006	F	52.4
Gunnedah Region	2006	M	65.6
Gunnedah Region	2011	F	54.6
Gunnedah Region	2011	M	67.5
Gunnedah Region	2016	F	54.8
Gunnedah Region	2016	M	65.9
Quirindi	2006	F	45.6
Quirindi	2006	M	61.1
Quirindi	2011	F	47.6
Quirindi	2011	M	61.6
Quirindi	2016	F	47.5
Quirindi	2016	M	57
Tamworth - East	2006	F	55.9
Tamworth - East	2006	M	68
Tamworth - East	2011	F	56.1
Tamworth - East	2011	M	64.8
Tamworth - East	2016	F	55.3
Tamworth - East	2016	M	63.2
Tamworth - North	2006	F	50.9
Tamworth - North	2006	M	65.7
Tamworth - North	2011	F	52.4
Tamworth - North	2011	M	63.8
Tamworth - North	2016	F	53.4
Tamworth - North	2016	M	62.8
Tamworth - West	2006	F	47.3
Tamworth - West	2006	M	66
Tamworth - West	2011	F	49.8
Tamworth - West	2011	M	64.8
Tamworth - West	2016	F	48.6
Tamworth - West	2016	M	60.2
Tamworth Region	2006	F	53.5
Tamworth Region	2006	M	64.7
Tamworth Region	2011	F	55.8
Tamworth Region	2011	M	64.9
Tamworth Region	2016	F	55
Tamworth Region	2016	M	61.5
Belmont - Bennetts Green	2006	F	49.3
Belmont - Bennetts Green	2006	M	63.4
Belmont - Bennetts Green	2011	F	52.6
Belmont - Bennetts Green	2011	M	63.4
Belmont - Bennetts Green	2016	F	52.7
Belmont - Bennetts Green	2016	M	60.9
Belmont South - Blacksmiths	2006	F	41.4
Belmont South - Blacksmiths	2006	M	53.4
Belmont South - Blacksmiths	2011	F	47.2
Belmont South - Blacksmiths	2011	M	54.9
Belmont South - Blacksmiths	2016	F	48.7
Belmont South - Blacksmiths	2016	M	54.3
Charlestown - Dudley	2006	F	52.7
Charlestown - Dudley	2006	M	64.1
Charlestown - Dudley	2011	F	55.9
Charlestown - Dudley	2011	M	65.6
Charlestown - Dudley	2016	F	57.3
Charlestown - Dudley	2016	M	64.5
Glendale - Cardiff - Hillsborough	2006	F	55.3
Glendale - Cardiff - Hillsborough	2006	M	67.8
Glendale - Cardiff - Hillsborough	2011	F	57.4
Glendale - Cardiff - Hillsborough	2011	M	68.3
Glendale - Cardiff - Hillsborough	2016	F	58.1
Glendale - Cardiff - Hillsborough	2016	M	66.1
Mount Hutton - Windale	2006	F	43.6
Mount Hutton - Windale	2006	M	57.9
Mount Hutton - Windale	2011	F	45.8
Mount Hutton - Windale	2011	M	56.9
Mount Hutton - Windale	2016	F	45.1
Mount Hutton - Windale	2016	M	55.5
Redhead	2006	F	50.5
Redhead	2006	M	57.9
Redhead	2011	F	53.5
Redhead	2011	M	62.1
Redhead	2016	F	51
Redhead	2016	M	60.7
Swansea - Caves Beach	2006	F	42.4
Swansea - Caves Beach	2006	M	55.7
Swansea - Caves Beach	2011	F	45.6
Swansea - Caves Beach	2011	M	56.4
Swansea - Caves Beach	2016	F	47.1
Swansea - Caves Beach	2016	M	56
Valentine - Eleebana	2006	F	59.5
Valentine - Eleebana	2006	M	70.3
Valentine - Eleebana	2011	F	59.6
Valentine - Eleebana	2011	M	68.6
Valentine - Eleebana	2016	F	58.7
Valentine - Eleebana	2016	M	63.5
Warners Bay - Boolaroo	2006	F	52
Warners Bay - Boolaroo	2006	M	63.7
Warners Bay - Boolaroo	2011	F	55.2
Warners Bay - Boolaroo	2011	M	65
Warners Bay - Boolaroo	2016	F	54.4
Warners Bay - Boolaroo	2016	M	63.6
Bolton Point - Teralba	2006	F	44.7
Bolton Point - Teralba	2006	M	59.2
Bolton Point - Teralba	2011	F	45.2
Bolton Point - Teralba	2011	M	58.3
Bolton Point - Teralba	2016	F	47.7
Bolton Point - Teralba	2016	M	57.5
Bonnells Bay - Silverwater	2006	F	48.9
Bonnells Bay - Silverwater	2006	M	59.1
Bonnells Bay - Silverwater	2011	F	51.2
Bonnells Bay - Silverwater	2011	M	59.7
Bonnells Bay - Silverwater	2016	F	52
Bonnells Bay - Silverwater	2016	M	57.9
Edgeworth - Cameron Park	2006	F	53.1
Edgeworth - Cameron Park	2006	M	70
Edgeworth - Cameron Park	2011	F	57.3
Edgeworth - Cameron Park	2011	M	70.6
Edgeworth - Cameron Park	2016	F	60.6
Edgeworth - Cameron Park	2016	M	70.3
Morisset - Cooranbong	2006	F	41.6
Morisset - Cooranbong	2006	M	52.6
Morisset - Cooranbong	2011	F	44
Morisset - Cooranbong	2011	M	53.2
Morisset - Cooranbong	2016	F	44.4
Morisset - Cooranbong	2016	M	52.8
Toronto - Awaba	2006	F	44
Toronto - Awaba	2006	M	57.5
Toronto - Awaba	2011	F	45.8
Toronto - Awaba	2011	M	58
Toronto - Awaba	2016	F	46.7
Toronto - Awaba	2016	M	55.4
Wangi Wangi - Rathmines	2006	F	51.2
Wangi Wangi - Rathmines	2006	M	61.1
Wangi Wangi - Rathmines	2011	F	52.9
Wangi Wangi - Rathmines	2011	M	61.2
Wangi Wangi - Rathmines	2016	F	51.2
Wangi Wangi - Rathmines	2016	M	57.4
West Wallsend - Barnsley - Killingworth	2006	F	56.4
West Wallsend - Barnsley - Killingworth	2006	M	71.7
West Wallsend - Barnsley - Killingworth	2011	F	59.7
West Wallsend - Barnsley - Killingworth	2011	M	70.9
West Wallsend - Barnsley - Killingworth	2016	F	58.4
West Wallsend - Barnsley - Killingworth	2016	M	67.2
Adamstown - Kotara	2006	F	53.7
Adamstown - Kotara	2006	M	63.5
Adamstown - Kotara	2011	F	59.3
Adamstown - Kotara	2011	M	67.8
Adamstown - Kotara	2016	F	61.4
Adamstown - Kotara	2016	M	68.2
Beresfield - Hexham	2006	F	46
Beresfield - Hexham	2006	M	62.2
Beresfield - Hexham	2011	F	46.6
Beresfield - Hexham	2011	M	60.7
Beresfield - Hexham	2016	F	47.6
Beresfield - Hexham	2016	M	58.3
Hamilton - Broadmeadow	2006	F	52.5
Hamilton - Broadmeadow	2006	M	61.7
Hamilton - Broadmeadow	2011	F	56.1
Hamilton - Broadmeadow	2011	M	63.2
Hamilton - Broadmeadow	2016	F	59.3
Hamilton - Broadmeadow	2016	M	63.1
Lambton - New Lambton	2006	F	55.3
Lambton - New Lambton	2006	M	66.1
Lambton - New Lambton	2011	F	58.8
Lambton - New Lambton	2011	M	68.8
Lambton - New Lambton	2016	F	61.2
Lambton - New Lambton	2016	M	66.8
Maryland - Fletcher - Minmi	2006	F	63.2
Maryland - Fletcher - Minmi	2006	M	77.1
Maryland - Fletcher - Minmi	2011	F	65.4
Maryland - Fletcher - Minmi	2011	M	75.3
Maryland - Fletcher - Minmi	2016	F	65.3
Maryland - Fletcher - Minmi	2016	M	73.8
Mayfield - Warabrook	2006	F	48.9
Mayfield - Warabrook	2006	M	59.6
Mayfield - Warabrook	2011	F	53.8
Mayfield - Warabrook	2011	M	62.4
Mayfield - Warabrook	2016	F	58.3
Mayfield - Warabrook	2016	M	62.1
Merewether - The Junction	2006	F	60.3
Merewether - The Junction	2006	M	70
Merewether - The Junction	2011	F	62.8
Merewether - The Junction	2011	M	72.5
Merewether - The Junction	2016	F	63.8
Merewether - The Junction	2016	M	69.5
Newcastle - Cooks Hill	2006	F	59.8
Newcastle - Cooks Hill	2006	M	64.2
Newcastle - Cooks Hill	2011	F	64.4
Newcastle - Cooks Hill	2011	M	70.1
Newcastle - Cooks Hill	2016	F	62.9
Newcastle - Cooks Hill	2016	M	67.4
Newcastle Port - Kooragang	2006	F	0
Newcastle Port - Kooragang	2006	M	100
Newcastle Port - Kooragang	2011	F	37.5
Newcastle Port - Kooragang	2011	M	88.9
Newcastle Port - Kooragang	2016	F	0
Newcastle Port - Kooragang	2016	M	85.7
Shortland - Jesmond	2006	F	39.5
Shortland - Jesmond	2006	M	51.8
Shortland - Jesmond	2011	F	44
Shortland - Jesmond	2011	M	52.4
Shortland - Jesmond	2016	F	47.7
Shortland - Jesmond	2016	M	53
Stockton - Fullerton Cove	2006	F	37.5
Stockton - Fullerton Cove	2006	M	47.2
Stockton - Fullerton Cove	2011	F	42.3
Stockton - Fullerton Cove	2011	M	51.3
Stockton - Fullerton Cove	2016	F	42.3
Stockton - Fullerton Cove	2016	M	48.6
Wallsend - Elermore Vale	2006	F	49.8
Wallsend - Elermore Vale	2006	M	64.3
Wallsend - Elermore Vale	2011	F	51.4
Wallsend - Elermore Vale	2011	M	62.7
Wallsend - Elermore Vale	2016	F	50.7
Wallsend - Elermore Vale	2016	M	60.1
Waratah - North Lambton	2006	F	46.8
Waratah - North Lambton	2006	M	58.8
Waratah - North Lambton	2011	F	50.9
Waratah - North Lambton	2011	M	61.9
Waratah - North Lambton	2016	F	56
Waratah - North Lambton	2016	M	62.3
Wickham - Carrington - Tighes Hill	2006	F	54.1
Wickham - Carrington - Tighes Hill	2006	M	60.1
Wickham - Carrington - Tighes Hill	2011	F	62.7
Wickham - Carrington - Tighes Hill	2011	M	66
Wickham - Carrington - Tighes Hill	2016	F	66.4
Wickham - Carrington - Tighes Hill	2016	M	66.9
Ballina	2006	F	43.6
Ballina	2006	M	53.8
Ballina	2011	F	43.5
Ballina	2011	M	52.5
Ballina	2016	F	42.3
Ballina	2016	M	50
Ballina Region	2006	F	54.6
Ballina Region	2006	M	65.1
Ballina Region	2011	F	54.2
Ballina Region	2011	M	62.2
Ballina Region	2016	F	53
Ballina Region	2016	M	59.7
Bangalow	2006	F	56.5
Bangalow	2006	M	66
Bangalow	2011	F	57
Bangalow	2011	M	65.1
Bangalow	2016	F	55.6
Bangalow	2016	M	62.1
Brunswick Heads - Ocean Shores	2006	F	49.4
Brunswick Heads - Ocean Shores	2006	M	56.9
Brunswick Heads - Ocean Shores	2011	F	54.3
Brunswick Heads - Ocean Shores	2011	M	59.5
Brunswick Heads - Ocean Shores	2016	F	52.2
Brunswick Heads - Ocean Shores	2016	M	57.9
Byron Bay	2006	F	56.1
Byron Bay	2006	M	59.9
Byron Bay	2011	F	57
Byron Bay	2011	M	61.8
Byron Bay	2016	F	54.7
Byron Bay	2016	M	57.7
Evans Head	2006	F	42.5
Evans Head	2006	M	52.6
Evans Head	2011	F	44.1
Evans Head	2011	M	51.8
Evans Head	2016	F	46.1
Evans Head	2016	M	49.5
Lennox Head - Skennars Head	2006	F	64.4
Lennox Head - Skennars Head	2006	M	69.9
Lennox Head - Skennars Head	2011	F	62.9
Lennox Head - Skennars Head	2011	M	67.6
Lennox Head - Skennars Head	2016	F	61.7
Lennox Head - Skennars Head	2016	M	66.4
Mullumbimby	2006	F	49.6
Mullumbimby	2006	M	57.4
Mullumbimby	2011	F	52.4
Mullumbimby	2011	M	57.9
Mullumbimby	2016	F	50.1
Mullumbimby	2016	M	53.9
Casino	2006	F	44.5
Casino	2006	M	58.5
Casino	2011	F	42.8
Casino	2011	M	56.4
Casino	2016	F	43
Casino	2016	M	52.3
Casino Region	2006	F	48.1
Casino Region	2006	M	59.5
Casino Region	2011	F	50
Casino Region	2011	M	56.2
Casino Region	2016	F	47.3
Casino Region	2016	M	53.3
Goonellabah	2006	F	52.4
Goonellabah	2006	M	63.5
Goonellabah	2011	F	53.9
Goonellabah	2011	M	63.6
Goonellabah	2016	F	51.2
Goonellabah	2016	M	59.9
Kyogle	2006	F	46.4
Kyogle	2006	M	58.3
Kyogle	2011	F	47.2
Kyogle	2011	M	55.4
Kyogle	2016	F	44.4
Kyogle	2016	M	51
Lismore	2006	F	50.3
Lismore	2006	M	60.5
Lismore	2011	F	51.7
Lismore	2011	M	59.8
Lismore	2016	F	50.7
Lismore	2016	M	55.2
Lismore Region	2006	F	59.2
Lismore Region	2006	M	66.6
Lismore Region	2011	F	60.2
Lismore Region	2011	M	64.5
Lismore Region	2016	F	57.5
Lismore Region	2016	M	60.2
Kingscliff - Fingal Head	2006	F	44.2
