SA2_MAINCODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
213031351,6,0,3,0,0,3,0,0,0,13,3,3,14,11,3,4,5,0,3,39,14,4,23,28,3,0,0,0,0,82,4,17,13,8,12,0,0,0,3,43,3,6,15,9,3,11,0,3,0,43,19,12,11,21,26,31,25,23,27,198,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,3,0,0,0,13,21,18,25,33,30,28,17,17,10,199,40,20,37,25,21,5,3,0,0,157,5,0,0,7,0,0,0,0,0,12,712,491,619,819,675,515,357,312,153,4672,48,79,303,51,16,8,0,3,0,505,121,86,197,84,46,20,16,8,0,581,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,26,58,0,3,0,0,0,0,97,0,4,13,11,8,0,0,0,0,32,8,30,73,14,11,7,0,0,0,134,518,279,585,589,311,141,54,37,6,2524
213031352,3,5,0,0,5,0,0,0,0,13,17,4,10,13,11,13,3,7,4,78,3,0,3,5,0,0,0,0,0,11,8,7,4,4,3,0,3,3,0,31,7,12,11,12,3,4,0,0,0,43,9,10,19,36,42,24,24,27,20,209,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,3,0,0,11,50,19,49,52,63,43,11,33,10,337,27,15,26,30,19,13,4,0,0,137,0,0,4,3,4,0,0,0,0,12,1140,501,1002,1354,969,679,543,530,226,6944,11,23,57,14,3,3,5,0,0,112,56,46,58,30,23,16,4,3,0,235,3,3,7,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,15,4,9,12,21,7,3,7,3,0,62,7,10,23,18,7,3,7,3,0,80,1024,515,1072,1108,633,261,58,38,12,4727
213041353,5,10,4,3,7,3,3,0,0,36,31,15,12,23,18,29,20,11,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,21,5,11,18,10,15,4,3,0,87,42,32,20,52,101,112,68,54,25,504,6,0,3,5,4,6,10,0,0,34,6,5,4,3,4,0,0,5,0,29,140,80,82,113,158,175,98,78,26,944,87,37,50,35,41,47,15,5,0,315,3,0,0,0,4,4,0,0,0,14,2048,1267,1029,1549,1688,1501,945,526,196,10749,11,7,18,6,7,4,3,0,0,48,19,7,3,11,3,4,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,18,3,0,0,0,0,0,31,0,7,13,4,7,3,3,0,0,43,4,16,27,9,7,3,3,0,0,77,1334,783,686,739,525,354,151,64,24,4667
213041355,4,5,0,3,0,3,0,0,0,22,12,8,5,15,10,4,0,3,0,58,42,27,25,21,18,20,4,0,0,154,9,0,4,7,4,7,3,3,0,41,51,20,25,34,33,12,4,0,0,187,17,10,10,34,31,32,10,0,0,151,5,0,3,3,3,3,0,0,0,17,12,0,0,7,3,5,0,0,0,33,44,36,30,45,36,26,8,4,0,232,65,33,25,49,29,17,3,3,0,230,6,0,0,7,0,0,0,0,0,12,2946,1494,1480,2269,1562,954,384,123,28,11245,85,43,66,68,26,13,0,4,0,297,198,139,123,119,80,56,25,3,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,21,82,22,13,9,9,0,0,196,3,3,4,3,0,0,0,0,0,14,52,21,87,20,11,11,9,0,0,216,571,265,309,330,161,97,18,7,0,1757
213041356,23,24,17,11,12,7,4,0,0,100,18,14,11,20,16,15,9,5,0,111,13,10,6,3,3,3,0,0,0,39,9,14,13,13,15,12,6,0,0,77,44,29,17,20,21,16,12,0,0,158,25,29,35,41,82,119,64,29,10,442,10,9,6,8,6,13,10,0,0,58,10,10,11,9,6,4,3,3,0,53,105,103,81,65,111,139,63,38,6,713,95,51,47,60,31,24,16,3,3,328,4,3,4,9,8,3,0,0,0,32,2150,1526,1449,1547,1553,1636,855,379,145,11238,24,4,20,22,6,0,0,0,0,80,75,34,51,52,24,14,3,3,0,261,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,23,10,3,9,10,14,6,0,0,0,65,12,8,27,10,14,8,3,0,0,86,1103,738,776,563,424,343,120,34,15,4117
213041357,17,18,7,6,12,15,0,0,0,75,23,6,12,17,17,28,17,7,3,130,10,0,10,3,5,0,0,0,0,26,20,12,12,17,4,8,0,0,0,68,39,26,19,23,15,11,5,3,0,135,25,24,33,37,65,103,56,46,15,398,11,5,6,7,7,6,3,4,3,56,3,0,3,0,4,5,4,0,0,18,90,75,71,55,87,135,61,32,16,620,96,42,58,47,40,41,20,3,6,354,0,0,0,0,0,3,3,0,0,10,1719,1272,1307,1240,1368,1479,696,401,143,9627,43,4,58,21,3,9,0,0,0,143,70,17,49,32,16,8,4,3,0,200,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,17,36,8,5,0,0,0,0,88,9,14,13,16,9,7,3,0,0,73,25,32,56,20,16,7,3,0,0,156,972,674,725,516,360,326,85,50,24,3728
213041358,25,18,7,11,4,8,0,0,0,71,13,12,8,7,11,7,6,4,0,77,3,0,4,0,0,0,3,0,0,13,8,4,8,3,3,0,0,0,0,31,51,21,17,22,22,14,4,0,0,167,15,27,33,40,74,85,25,15,0,322,7,9,3,8,9,0,3,0,0,42,13,4,4,13,3,3,0,0,0,39,119,80,74,81,56,111,40,16,3,576,85,36,60,45,26,24,17,0,0,300,6,0,8,6,0,3,0,0,0,29,1993,1211,1302,1319,1175,1139,460,184,42,8828,33,9,37,19,10,0,0,0,0,106,73,39,45,40,18,19,4,0,0,234,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,7,18,4,0,3,0,0,0,34,3,12,9,5,3,6,0,0,0,39,13,16,32,9,3,6,0,0,0,76,952,606,707,472,298,186,72,22,4,3317
213041359,6,0,0,3,0,4,0,0,0,13,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,19,5,4,0,3,6,11,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,9,3,5,8,12,6,0,3,36,3,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,154,168,130,161,165,224,120,33,3,1164,0,0,0,0,0,0,4,0,0,4,19,12,9,8,3,6,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,8,64,44,30,48,40,29,3,3,3,258
213041360,3,3,0,0,0,0,0,0,0,6,5,3,15,9,11,0,5,3,0,53,63,14,42,32,15,12,6,0,0,178,13,9,8,22,4,6,3,0,0,64,59,29,36,43,24,11,3,0,0,205,12,13,24,20,15,13,16,12,0,122,0,0,0,0,0,3,3,3,0,16,8,5,5,5,6,0,0,0,0,29,57,12,32,60,12,14,34,20,0,255,77,38,63,31,23,16,12,0,0,258,0,0,3,3,0,3,0,0,0,8,2967,1068,2066,2010,970,614,358,175,21,10249,165,55,156,145,41,29,4,0,0,598,284,142,188,165,103,44,14,0,0,946,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,84,53,91,40,31,21,6,0,0,328,21,0,12,12,4,0,0,0,0,39,103,54,101,55,36,23,6,0,0,371,531,197,445,325,138,47,13,14,4,1711
213041461,3,0,3,0,0,0,0,0,0,8,3,0,0,0,3,3,0,3,0,19,16,10,4,6,8,3,0,0,0,50,11,5,6,8,13,3,0,0,0,39,17,9,7,11,6,8,0,0,0,59,3,3,6,3,8,16,7,11,5,70,0,0,3,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,16,8,8,15,21,7,9,32,19,128,16,16,9,4,11,7,4,0,0,64,0,0,0,3,0,0,3,0,0,3,637,363,343,436,428,332,185,171,78,2972,13,5,7,11,6,0,0,0,0,53,82,29,38,45,33,20,9,3,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,3,7,0,0,0,0,28,0,0,0,3,3,0,0,3,0,10,3,3,15,8,5,0,0,3,0,36,117,65,77,78,64,21,13,12,3,445
213041462,4,0,0,3,0,0,0,0,0,9,7,0,0,0,0,5,0,0,0,21,19,10,12,12,7,6,0,3,0,70,0,8,3,0,4,5,0,0,0,23,36,22,16,22,15,7,0,0,0,123,7,0,7,4,8,7,0,0,0,29,3,3,0,3,3,0,0,0,0,14,14,6,10,8,4,3,0,0,0,54,13,7,9,15,4,7,0,0,0,59,32,14,28,19,10,0,0,0,0,104,0,0,0,0,0,0,0,0,0,4,762,333,714,522,317,205,53,16,0,2915,65,17,78,61,9,3,0,0,0,236,147,62,113,60,46,12,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,27,8,5,3,0,0,0,72,3,3,0,3,3,0,0,0,0,15,12,19,28,9,9,3,0,0,0,83,183,64,203,108,27,20,8,0,0,609
213041463,8,20,3,8,8,3,0,0,0,47,19,7,5,19,5,6,0,3,0,66,67,28,29,49,21,8,3,0,0,202,27,15,16,21,26,11,3,0,0,110,71,34,23,50,32,15,11,0,0,236,31,13,21,30,36,30,23,8,3,186,0,0,0,3,0,0,0,0,0,7,18,10,15,7,3,9,0,0,0,64,77,26,48,69,44,29,19,3,0,307,141,53,62,92,38,14,6,0,0,406,5,12,3,0,7,3,0,0,0,27,2922,1177,1792,2340,1280,799,338,105,13,10772,157,36,151,135,31,20,5,3,0,541,286,154,205,163,110,41,8,3,0,971,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,36,53,21,14,4,3,0,0,158,10,3,8,14,8,4,4,0,0,51,43,36,56,37,18,5,6,0,0,208,774,281,469,496,215,113,42,16,0,2407
213051361,11,6,7,6,6,12,4,0,0,53,24,12,17,24,34,32,7,10,0,155,30,6,5,26,9,3,3,0,0,84,11,16,7,12,16,11,13,3,0,89,66,46,45,52,33,20,10,4,0,267,40,46,31,46,109,88,31,5,6,403,10,9,3,6,11,19,9,0,0,54,4,4,5,7,4,0,0,0,0,27,77,72,51,78,101,81,27,13,7,509,135,70,66,74,54,19,8,0,0,432,15,6,7,3,3,3,3,0,0,32,2377,2022,1226,1869,2241,1410,604,290,75,12122,177,46,190,116,44,22,4,0,0,595,419,181,171,179,118,44,13,3,0,1132,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,37,64,7,4,3,0,0,0,139,7,8,10,10,12,5,0,0,0,59,22,45,80,18,17,14,3,0,0,199,853,645,485,507,451,215,40,22,3,3219
213051362,24,8,6,14,5,4,3,0,0,61,33,17,11,17,30,26,20,8,0,159,10,6,7,16,4,0,3,0,0,47,22,12,13,19,17,5,5,3,0,96,68,50,27,40,45,33,7,3,0,273,41,29,27,42,77,147,93,41,5,510,13,11,4,7,18,8,6,7,0,69,5,11,5,5,6,0,0,0,0,36,85,84,50,62,115,143,69,33,7,651,94,66,57,51,64,32,21,3,0,389,3,7,5,0,8,4,4,0,0,33,1851,1627,1105,1456,1838,1817,1055,445,114,11316,117,55,212,95,47,23,6,4,0,569,298,172,199,128,96,60,24,14,0,986,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,27,54,99,16,7,0,0,0,0,211,13,9,21,14,5,6,0,0,0,71,45,65,125,33,15,8,3,0,0,287,818,579,573,515,403,318,115,37,14,3378
213051363,0,0,5,0,0,5,0,0,0,11,3,3,5,6,10,10,0,0,0,29,3,0,8,0,4,0,0,0,0,19,7,3,0,4,3,6,3,0,0,23,23,8,8,7,7,0,0,4,0,52,7,14,5,16,19,22,20,4,0,112,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,13,17,18,17,24,14,8,0,0,112,11,19,16,20,9,7,3,0,0,91,0,0,0,0,0,0,0,0,0,4,452,359,450,367,382,302,201,138,20,2664,67,60,233,41,12,8,5,0,0,432,73,21,63,31,17,8,3,0,0,216,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,25,101,177,22,3,0,0,0,0,327,8,3,7,3,6,0,0,0,0,29,31,103,185,32,3,0,0,0,0,357,201,167,233,156,129,59,26,14,3,987
213051365,56,13,28,22,4,9,0,3,0,135,55,19,43,32,15,20,12,0,0,192,28,8,16,17,6,0,0,0,0,77,61,20,28,36,17,5,3,0,0,179,94,57,60,72,51,27,10,3,0,371,46,44,54,63,68,53,58,9,7,394,3,0,0,3,4,3,3,4,0,21,18,3,7,5,3,0,5,0,0,43,135,76,100,92,48,50,37,14,6,557,182,92,136,100,63,28,7,0,0,611,24,10,16,8,7,4,0,0,0,79,3123,1700,2259,2242,1422,843,481,168,35,12268,380,98,708,228,76,35,9,0,0,1536,619,237,346,290,102,35,14,3,0,1655,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,91,48,181,38,9,13,3,0,0,394,0,8,18,6,0,3,3,0,0,44,99,55,202,48,17,15,4,0,0,436,1064,598,921,544,298,131,50,12,0,3613
213051366,24,19,14,6,3,4,0,0,0,68,8,6,6,11,5,8,0,0,0,38,27,9,18,16,14,0,0,0,0,93,25,15,19,11,9,3,0,3,0,90,21,13,36,15,6,3,0,0,0,100,35,26,31,25,28,9,7,0,0,161,3,0,7,0,0,0,0,0,0,12,8,0,8,4,3,0,0,0,0,20,60,24,73,27,26,9,9,0,0,232,61,39,57,41,24,5,0,0,0,228,12,8,4,8,6,3,0,0,0,45,1148,613,1138,818,527,249,87,17,8,4600,191,60,507,105,26,27,9,0,0,922,645,156,338,238,101,23,12,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,52,163,19,5,11,3,0,0,293,7,3,14,0,3,0,0,0,0,26,55,54,172,21,3,11,3,0,0,323,519,241,563,286,119,50,14,5,0,1800
213051368,0,3,0,3,0,0,0,0,0,15,10,4,4,13,15,15,14,14,3,85,0,4,0,0,3,0,0,0,0,6,5,5,0,8,4,3,3,0,0,29,18,12,7,14,4,4,3,0,0,62,9,13,16,24,55,67,56,21,16,278,4,0,3,0,3,3,0,0,0,22,4,4,5,4,3,3,0,0,0,22,53,30,29,45,62,73,46,32,15,388,31,25,18,24,28,20,12,8,0,170,0,0,0,0,3,3,0,0,0,8,1081,979,741,981,1194,1090,736,514,208,7514,25,10,54,18,6,3,0,0,0,119,47,25,45,31,9,11,4,6,4,171,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,16,57,6,0,0,0,0,0,96,4,3,4,3,4,3,0,0,0,25,17,22,57,10,4,3,0,0,0,121,323,298,318,243,246,162,71,25,18,1702
213051369,45,12,22,19,3,14,0,0,0,115,22,18,22,13,22,7,3,3,0,115,6,0,4,0,0,0,0,0,0,18,17,3,18,16,9,3,0,0,0,59,61,23,44,32,27,17,3,0,0,203,39,26,40,65,64,80,46,17,4,382,13,13,13,11,10,7,0,4,0,71,10,7,11,7,5,0,0,0,0,36,120,56,81,92,71,60,39,10,11,540,90,45,67,61,31,32,9,0,0,340,11,3,7,0,7,0,0,0,0,30,2381,1244,1753,1658,1264,979,461,188,73,9991,101,28,230,73,13,14,3,0,0,462,149,43,104,71,15,11,8,0,0,392,0,0,3,3,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,27,17,82,15,5,0,0,0,0,145,3,3,19,13,7,11,3,0,0,57,32,18,98,28,7,11,3,0,0,203,1358,638,953,648,358,176,55,18,0,4211
213051464,6,4,3,0,3,0,0,0,0,21,11,3,6,12,8,4,5,0,0,48,0,0,0,0,0,3,0,0,0,3,4,0,0,5,0,3,0,0,0,17,20,3,12,16,4,3,0,0,0,53,15,8,13,20,28,12,9,3,0,112,0,0,0,0,3,0,0,0,0,3,3,0,0,5,0,0,0,0,0,10,32,12,25,41,16,13,3,0,0,146,46,18,27,36,15,13,3,3,0,160,0,0,0,0,3,0,0,0,0,3,1090,423,467,905,572,274,82,22,3,3836,65,16,88,32,16,13,7,0,0,241,63,21,39,43,23,11,5,0,0,210,3,0,3,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,6,21,13,0,3,0,0,0,58,11,0,12,12,9,3,0,0,0,44,21,8,31,23,10,8,3,0,0,104,370,132,287,297,172,76,20,6,0,1359
213051465,13,0,13,11,3,0,0,0,0,42,22,4,22,28,17,10,9,0,0,116,15,10,10,14,12,7,3,0,0,72,16,12,16,14,3,3,0,0,0,59,59,33,47,48,26,15,0,0,0,220,54,35,58,66,58,40,21,0,3,329,3,0,3,4,0,0,3,0,0,15,13,3,13,3,3,0,0,0,0,35,122,25,96,111,69,39,21,9,0,500,118,51,99,85,29,13,8,3,0,412,5,3,13,8,6,0,0,0,0,35,3128,994,1859,2503,1232,607,330,109,22,10777,351,64,406,267,50,19,10,5,0,1165,345,141,200,160,66,38,11,4,0,958,3,0,4,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,33,26,63,27,6,14,0,0,0,169,17,8,20,22,11,0,4,0,0,89,47,39,86,46,16,16,4,0,0,255,1407,402,1058,1013,348,158,65,18,0,4468
213051466,13,0,5,4,3,4,0,0,0,29,12,3,7,9,0,3,0,0,0,48,3,0,6,3,0,0,0,0,0,13,3,7,7,9,3,0,0,0,0,25,21,10,16,16,5,0,0,0,0,74,33,9,27,35,13,13,4,0,0,135,4,0,0,4,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,9,38,12,44,32,18,11,3,0,0,156,40,20,52,30,16,6,0,0,0,164,0,3,0,0,3,0,0,0,0,12,782,276,799,659,275,140,41,15,4,2996,133,27,318,81,16,10,5,0,0,588,66,46,61,37,10,3,3,0,0,222,3,0,8,9,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16,9,41,3,3,0,0,0,0,74,6,0,12,3,3,0,0,0,0,21,21,9,53,10,7,0,0,0,0,97,452,138,474,306,101,44,10,3,3,1528
213051467,25,10,9,10,13,12,6,0,0,87,30,23,14,19,17,23,14,13,5,164,4,0,3,3,3,4,0,0,0,24,21,18,15,16,16,13,4,7,0,111,47,30,18,25,34,29,3,6,0,197,49,33,36,52,100,104,79,52,30,536,10,15,11,7,7,12,5,0,3,80,25,17,12,14,0,0,3,0,0,77,108,78,58,67,95,95,61,41,22,627,112,61,67,63,52,22,19,12,0,409,6,3,5,8,3,5,0,0,0,27,2137,1542,1349,1692,1757,1422,872,578,263,11613,116,40,191,75,32,15,4,0,0,475,306,111,172,114,57,34,10,3,0,807,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,36,103,16,11,9,0,3,0,198,3,8,13,10,9,3,0,0,0,50,33,40,120,24,17,13,0,4,0,252,889,661,612,535,451,254,100,46,23,3568
213051468,10,3,5,3,3,9,0,0,0,40,16,21,14,15,25,11,4,3,0,119,3,0,0,3,0,0,0,0,0,7,4,0,0,9,6,0,0,0,0,28,14,7,15,12,12,7,4,0,0,78,21,26,22,33,86,74,41,22,3,323,6,3,3,8,4,4,0,4,0,24,9,7,0,3,9,0,0,0,0,25,64,83,26,49,80,80,42,25,3,462,50,31,45,34,30,15,7,3,0,224,0,4,3,4,0,0,0,0,0,12,1241,1015,737,986,1237,904,502,213,55,6889,22,6,52,20,8,0,0,0,0,107,73,43,46,35,31,15,4,5,0,239,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,9,15,27,6,0,3,0,0,0,66,3,0,15,10,4,0,0,0,0,40,18,20,38,14,12,3,3,0,0,106,579,429,351,355,308,190,56,17,4,2285
214011370,43,29,28,13,13,3,0,0,0,133,13,14,17,14,16,16,14,16,3,112,5,3,4,3,0,0,0,0,0,21,7,9,10,8,3,8,0,0,6,53,55,34,37,41,28,30,18,11,0,251,70,59,51,68,115,103,73,53,35,624,7,3,3,8,8,5,0,3,3,51,22,16,9,12,15,4,0,3,0,86,72,50,79,84,95,90,38,36,15,556,133,84,63,84,55,34,14,7,0,477,6,3,3,5,7,3,4,0,0,32,1883,1355,1422,1664,1633,1205,730,518,226,10637,130,63,102,106,58,24,4,0,0,480,83,50,51,52,39,18,6,0,0,294,3,0,7,0,0,3,0,5,0,29,0,0,0,0,0,0,0,0,0,0,12,8,12,12,0,0,0,0,0,34,12,12,28,17,16,3,0,0,0,86,20,14,37,22,16,3,0,0,0,118,1383,866,984,810,548,288,114,61,37,5091
214011371,17,6,10,5,12,9,3,3,0,71,5,12,12,10,16,35,26,14,6,137,9,5,17,12,3,0,3,0,0,49,16,14,11,7,18,9,8,0,3,78,43,30,42,31,37,31,25,6,0,236,57,40,48,54,105,147,105,88,23,670,5,0,6,3,8,4,10,4,0,34,3,7,8,3,0,12,3,0,0,41,88,77,54,76,120,137,101,79,36,770,125,76,74,79,65,53,27,14,3,514,3,3,0,0,4,0,4,0,0,20,1638,1248,1369,1435,1776,1784,1259,846,348,11697,22,13,44,25,12,9,3,0,0,135,38,35,60,29,19,11,6,5,0,202,21,4,14,12,10,16,7,0,3,82,0,0,0,0,0,0,0,0,0,3,0,12,10,0,0,0,0,0,0,24,15,23,30,21,17,11,7,0,0,124,14,32,38,21,20,11,5,0,0,151,1360,1143,1211,890,741,574,283,128,44,6377
