SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
701011007,0,0,0,0,0,0,0,81,61,31,3,169,81,42,50,342,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,6,3,19,0,0,0,0,0,3,0,0,3,3,0,0,0,3,8,6,4,20,0,0,0,0,0,0,0,0,0,190,206,60,6,464,175,73,100,815,86,141,20,3,247,34,24,25,333,14,3,7,0,28,28,7,9,74,11,6,13,0,30,19,3,4,61,23,13,20,3,57,46,7,15,134,24,21,16,0,59,47,11,23,136,24,6,3,0,34,30,3,11,79,122,114,22,3,264,99,34,69,466,0,0,0,0,0,0,0,0,0,171,140,42,7,357,176,45,103,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,3,0,0,8,278,294,83,9
701011008,0,0,0,0,0,0,3,194,85,26,15,315,201,119,95,735,11,3,0,0,17,9,5,5,30,0,0,0,0,0,19,0,5,30,0,0,0,0,0,0,0,0,0,16,3,0,0,15,30,4,11,56,0,0,0,0,0,3,0,0,4,430,276,93,25,830,406,219,162,1619,113,121,39,4,273,68,40,43,432,15,15,12,3,35,20,8,8,76,88,62,21,7,175,100,37,55,361,105,77,25,8,211,122,47,58,439,81,50,14,8,151,51,39,31,271,92,47,22,0,164,59,50,44,315,76,25,4,0,107,54,31,35,236,0,0,0,0,0,0,0,0,0,253,126,40,7,431,162,119,113,827,7,0,0,0,11,16,0,16,42,0,0,0,0,0,3,0,55,54,0,0,0,0,0,0,0,0,0,12,0,0,0,14,15,0,70,96,4,0,0,0,3,3,0,3,12,488,322,104,19
701011009,0,0,0,0,0,0,0,130,53,27,6,216,102,61,43,422,38,3,0,0,39,31,0,102,170,5,0,0,0,10,6,3,5,18,8,0,0,0,13,11,0,7,28,52,9,0,0,61,44,7,115,220,0,0,0,0,0,3,0,0,7,332,282,54,12,674,206,105,191,1172,72,172,21,3,271,28,18,18,340,15,0,3,0,15,4,0,3,22,31,21,5,0,56,18,11,8,88,43,19,5,0,69,20,7,12,109,71,42,10,4,128,23,27,8,186,55,14,8,4,80,41,25,27,166,58,23,7,3,95,40,34,21,192,0,0,0,0,0,0,0,0,0,187,82,27,9,304,100,80,56,539,19,3,0,0,20,37,0,202,262,0,0,0,0,0,0,0,0,0,3,3,0,0,5,5,0,0,16,19,7,0,0,26,43,3,209,276,5,4,0,4,12,9,0,0,20,323,282,56,15
701021010,0,0,0,0,0,0,5,10,16,3,0,27,13,5,10,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,224,112,9,493,92,44,87,723,138,214,81,8,447,87,30,53,625,0,4,0,0,9,8,3,4,17,0,3,0,0,4,0,0,0,4,0,4,0,0,8,8,3,4,22,23,19,8,0,47,15,7,7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,8,0,47,15,7,7,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,6,165,242,91,13
701021011,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,181,287,133,11,609,123,37,57,823,164,303,111,13,581,111,19,55,771,3,3,4,0,7,6,0,0,12,0,0,0,0,0,0,0,0,0,3,3,4,0,7,6,0,0,12,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,306,110,14
701021012,0,0,0,0,0,0,0,9,3,0,0,11,16,0,3,32,17,6,0,0,19,10,0,88,120,0,0,0,0,0,0,0,8,6,3,0,0,0,4,8,4,3,25,23,6,0,0,24,23,4,99,150,0,0,0,0,0,0,0,0,0,127,140,29,3,306,76,11,130,516,44,49,18,9,116,21,0,28,162,31,32,15,0,81,16,3,7,116,0,0,0,0,0,0,0,0,0,28,32,15,0,85,16,3,7,114,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,7,12,0,0,0,12,17,0,103,125,0,0,0,0,0,3,0,16,18,0,0,0,0,0,0,0,0,0,12,0,0,0,12,15,3,117,146,9,9,3,0,19,5,0,4,24,89,91,40,10
701021013,0,0,0,0,0,0,0,23,24,7,0,54,35,14,5,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,233,362,76,18,690,163,57,57,972,169,307,63,11,542,72,43,55,714,28,38,11,0,75,35,6,8,123,9,27,9,6,49,28,3,5,80,37,60,17,7,119,65,11,13,205,0,0,0,0,0,0,0,0,3,18,28,5,3,49,15,10,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,5,3,54,17,10,13,92,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,39,3,0,0,0,9,0,0,0,6,3,0,0,0,9,3,0,39,53,0,0,0,0,0,0,0,0,0,219,396,90,20
701021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021016,0,0,0,0,0,0,3,134,75,66,16,287,219,47,61,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,9,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,275,206,153,17,650,395,93,111,1249,82,110,30,0,223,44,14,31,308,69,29,26,0,123,121,12,19,277,51,47,19,0,112,55,14,20,198,118,74,37,3,236,174,32,38,482,24,25,36,6,95,105,9,61,272,26,28,3,0,56,14,12,21,100,32,34,8,0,73,38,17,11,138,0,0,0,0,0,0,0,0,0,83,86,47,10,221,156,35,97,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,3,0,0,3,8,0,0,0,0,0,3,0,3,8,285,269,116,13
701021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021018,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,9,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,12,0,0,0,0,0,0,0,4,4,142,222,80,8,458,92,37,39,618,129,213,75,8,420,85,31,47,578,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,129,213,81,10
701021019,0,0,0,0,0,0,0,33,36,35,3,111,71,16,17,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,592,274,18,1176,237,74,101,1584,214,503,207,17,933,145,42,131,1256,40,44,22,5,110,84,15,30,238,7,11,10,0,27,21,0,5,56,46,54,38,5,134,109,10,38,296,0,0,3,0,3,3,0,0,8,4,3,0,0,8,3,0,4,17,12,15,0,3,25,13,8,13,58,0,0,0,0,0,0,0,0,0,21,21,3,3,46,22,8,18,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,11,0,0,0,0,0,0,0,0,0,275,573,242,26
701021020,0,0,0,0,0,0,0,18,13,8,0,41,20,3,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,361,569,145,26,1096,300,67,166,1630,296,495,112,9,914,133,46,88,1178,19,6,4,0,32,36,0,8,79,0,3,0,0,3,0,0,0,3,19,12,9,0,37,38,0,8,84,75,77,34,4,184,135,14,17,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,34,4,184,135,14,17,356,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,12,3,0,23,11,4,0,41,14,7,3,0,28,11,4,6,41,0,0,0,0,0,0,0,0,3,403,592,157,18
701021021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,37,25,0,225,295,0,0,0,0,3,0,0,35,38,0,0,0,0,0,0,0,0,0,36,0,0,0,39,28,3,259,336,0,0,0,0,0,0,0,0,0,207,328,22,3,561,69,12,279,913,319,713,44,3,1088,41,34,58,1215,7,19,3,3,29,6,0,7,45,8,8,3,0,16,5,0,0,26,14,27,7,4,53,7,0,9,66,37,36,0,0,72,26,3,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,72,26,3,3,104,25,0,0,0,25,14,0,169,212,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,25,0,0,0,25,14,0,178,220,0,0,0,0,0,0,0,0,0,395,778,52,7
701021022,0,0,0,0,0,3,8,31,19,49,4,110,68,19,26,227,50,13,4,0,67,48,5,127,245,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,50,12,10,0,66,52,5,133,258,9,3,10,0,19,5,3,0,21,386,507,236,23,1143,330,68,321,1867,262,375,115,21,764,118,34,88,1009,37,32,22,3,103,86,13,32,233,5,6,11,3,31,25,3,15,75,45,44,38,5,130,112,17,49,304,60,40,21,0,122,62,11,15,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,21,0,122,62,11,15,209,56,3,6,0,64,55,3,86,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,6,0,64,55,3,86,210,3,0,0,0,3,0,0,4,5,423,454,172,28
701021023,0,0,0,7,0,3,9,29,28,14,3,77,63,11,31,184,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,202,245,114,15,578,250,64,95,987,104,163,76,11,344,73,35,48,502,14,11,7,0,32,35,3,4,74,11,22,8,0,39,12,6,16,74,27,30,14,0,73,49,11,19,152,21,26,7,0,58,42,9,9,117,39,26,4,4,73,35,14,17,136,21,19,7,3,45,35,3,11,97,0,0,0,0,0,0,0,0,0,78,70,14,10,177,115,21,35,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,208,265,99,17
701021024,0,0,6,3,0,0,8,21,28,10,0,51,24,3,9,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,240,100,8,496,110,31,47,688,123,207,84,5,419,77,19,50,574,3,5,0,0,5,0,0,3,10,9,28,4,3,47,12,3,3,61,12,29,4,3,50,9,3,7,72,0,3,0,0,5,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,138,241,90,7
701021025,3,0,7,4,0,3,17,113,72,42,6,229,184,49,74,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,3,9,0,0,0,0,0,0,0,0,0,371,343,120,12,845,401,119,190,1556,127,212,45,10,398,66,45,45,558,0,0,3,0,9,5,5,8,25,5,11,0,0,17,4,4,0,25,10,8,3,0,22,17,9,8,52,93,104,39,9,244,188,33,73,532,49,25,3,0,76,69,6,25,182,98,33,9,0,140,76,25,28,259,0,0,0,0,0,0,0,0,0,241,158,50,7,455,329,61,125,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,0,0,3,0,0,0,6,3,4,0,0,4,0,0,8,16,0,7,0,3,16,5,0,0,19,388,389,106,18
701021026,0,0,0,0,0,0,0,94,42,16,4,158,121,42,140,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,0,0,0,3,271,301,101,14,692,302,119,253,1368,98,195,54,8,354,70,36,48,514,0,3,0,0,3,0,0,0,3,4,6,0,0,13,5,0,0,19,4,5,0,0,15,6,0,0,18,43,36,22,0,104,95,19,32,247,69,39,12,0,124,75,20,37,254,73,33,12,4,122,51,20,42,241,0,0,0,0,0,0,0,3,11,182,118,49,3,351,220,59,113,751,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,4,8,3,0,15,3,6,11,34,4,8,3,0,15,3,6,18,38,0,0,0,0,0,3,4,5,5,292,326,103,13
701021027,0,0,0,0,0,0,0,31,29,7,0,65,60,14,49,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,17,7,0,0,24,204,263,91,13,578,193,53,97,914,153,212,89,10,453,91,29,63,642,18,0,0,0,20,44,0,0,62,0,0,0,0,0,0,0,0,0,18,0,0,0,20,44,0,0,62,17,33,4,0,56,18,0,3,76,16,13,0,0,28,13,0,0,44,4,3,4,0,16,0,4,3,24,0,0,0,0,0,0,0,0,0,36,46,8,0,99,30,8,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,3,0,0,0,3,3,0,0,7,209,257,97,9
701021028,0,0,3,0,0,0,3,29,36,19,0,84,16,8,18,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,145,260,92,6,501,77,29,73,677,126,190,74,4,397,60,37,55,548,3,0,0,0,3,3,0,3,4,31,40,6,0,78,14,4,11,110,35,40,6,0,78,16,4,15,119,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,233,82,4
701021029,0,0,0,0,0,0,0,3,3,3,4,14,32,0,0,50,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,136,232,64,14,442,95,27,45,602,109,202,62,13,390,64,25,39,524,3,4,0,0,9,0,3,0,14,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,3,0,14,4,4,3,0,16,34,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,16,34,3,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,0,0,0,10,8,6,0,0,8,0,0,3,12,0,0,0,0,0,0,0,0,3,126,220,73,13
701021030,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,314,115,10,631,85,40,113,870,204,304,113,11,628,85,36,55,803,3,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,304,115,11
701031031,0,0,0,0,0,0,0,0,3,0,0,4,17,0,3,25,37,17,0,0,55,35,0,371,460,0,0,3,0,4,9,0,10,25,0,0,0,0,0,0,0,0,3,37,16,3,3,60,49,0,380,492,0,0,0,0,0,0,0,0,0,320,398,88,5,813,199,29,546,1588,304,379,75,5,765,137,32,116,1054,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,46,18,10,0,70,21,0,414,511,0,0,0,0,3,3,0,13,18,0,0,0,0,0,0,0,0,0,46,16,12,0,71,27,3,425,526,9,4,0,0,15,8,0,0,22,362,399,88,6
