SA2_MAINCODE_2016,C06_N_in_CF_1C,C06_N_in_CF_2C,C06_N_in_CF_3C,C06_N_in_Cou_fa_4mor_c,C06_N_in_CF_T,C06_1_149_CF_1C,C06_1_149_CF_2C,C06_1_149_CF_3C,C06_1_149_CF_4mC,C06_1_149_CF_T,C06_150_299_CF_1C,C06_150_299_CF_2C,C06_150_299_CF_3C,C06_150_299_CF_4mC,C06_150_299_CF_T,C06_300_399_CF_1C,C06_300_399_CF_2C,C06_300_399_CF_3C,C06_300_399_CF_4mC,C06_300_399_CF_T,C06_400_499_CF_1C,C06_400_499_CF_2C,C06_400_499_CF_3C,C06_400_499_CF_4mC,C06_400_499_CF_T,C06_500_649_CF_1C,C06_500_649_CF_2C,C06_500_649_CF_3C,C06_500_649_CF_4mC,C06_500_649_CF_T,C06_650_799_CF_1C,C06_650_799_CF_2C,C06_650_799_CF_3C,C06_650_799_CF_4mC,C06_650_799_CF_T,C06_800_999_CF_1C,C06_800_999_CF_2C,C06_800_999_CF_3C,C06_800_999_CF_4mC,C06_800_999_CF_T,C06_1000_1499_CF_1C,C06_1000_1499_CF_2C,C06_1000_1499_CF_3C,C06_1000_1499_CF_4mC,C06_1000_1499_CF_T,C06_1500_1999_CF_1C,C06_1500_1999_CF_2C,C06_1500_1999_CF_3C,C06_1500_1999_CF_4mC,C06_1500_1999_CF_T,C06_2000_2499_CF_1C,C06_2000_2499_CF_2C,C06_2000_2499_CF_3C,C06_2000_2499_CF_4mC,C06_2000_2499_CF_T,C06_2500_2999_CF_1C,C06_2500_2999_CF_2C,C06_2500_2999_CF_3C,C06_2500_2999_CF_4mC,C06_2500_2999_CF_T,C06_3000_3999_CF_1C,C06_3000_3999_CF_2C,C06_3000_3999_CF_3C,C06_3000_3999_CF_4mC,C06_3000_3999_CF_T,C06_4000m_CF_1C,C06_4000m_CF_2C,C06_4000m_CF_3C,C06_4000m_Cou_fa_4mo_ch,C06_4000m_CF_T,C06_Par_inc_st_CF_1C,C06_Par_inc_st_CF_2C,C06_Par_inc_st_CF_3C,C06_Par_inc_st_CF_4mC,C06_Par_inc_st_CF_T,C06_All_inc_ns_CF_1Ch,C06_All_inc_ns_CF_2C,C06_All_inc_ns_CF_3C,C06_All_inc_ns_CF_4mC,C06_All_inc_ns_CF_T,C06_Tot_CF_1C,C06_Tot_CF_2C,C06_Tot_CF_3C,C06_Tot_CF_4mC,C06_Tot_CF_T,C11_N_in_CF_1C,C11_N_in_CF_2C,C11_N_in_CF_3C,C11_N_in_Cou_fa_4mor_c,C11_N_in_CF_T,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_CF_T,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_CF_T,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_CF_T,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_CF_T,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_CF_T,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_CF_T,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_CF_T,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_CF_T,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_CF_T,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_CF_T,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_CF_T,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_CF_T,C11_4000m_CF_1C,C11_4000m_CF_2C,C11_4000m_CF_3C,C11_4000m_Cou_fa_4mo_ch,C11_4000m_CF_T,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_CF_T,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T,C16_N_in_CF_1C,C16_N_in_CF_2C,C16_N_in_CF_3C,C16_N_in_Cou_fa_4mor_c,C16_N_in_CF_T,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_CF_T,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_CF_T,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_CF_T,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_CF_T,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_CF_T
507011158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,4,4,0,0,0,3,3,12,3,0,17,8,12,0,0,21,8,3,0,0,9,4,8,6,3,20,0,0,0,0,0,36,38,13,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011159,0,0,0,0,0,3,0,3,0,3,3,3,0,0,9,0,8,3,0,9,4,7,3,0,16,23,21,5,5,55,24,15,6,3,51,46,49,9,3,110,140,151,44,13,348,100,97,33,13,235,53,65,17,5,143,31,56,20,3,108,18,36,17,3,76,7,6,6,0,18,73,76,39,13,198,11,8,0,0,23,528,599,207,69,1394,0,0,3,0,9,0,0,0,0,0,3,0,0,0,4,3,0,0,0,4,0,0,3,0,3,10,9,0,3,19,14,6,3,0,27,15,10,6,3,45,74,75,27,3,187,83,95,38,8,225,70,90,29,11,197,74,96,33,6,210,62,70,24,5,156,22,32,12,3,64,80,83,36,14,208,6,3,0,0,11,522,579,210,57,1367,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,10,13,3,0,0,12
507011160,0,4,0,0,3,0,0,0,0,4,3,3,0,0,6,3,0,0,0,3,10,7,0,0,16,20,13,6,0,44,28,17,5,0,44,27,28,11,9,75,103,120,38,11,273,81,69,29,11,184,48,53,18,0,115,28,16,15,3,64,12,22,8,4,50,0,6,5,0,7,81,60,17,7,172,10,7,3,3,21,461,414,159,46,1088,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,14,7,0,0,18,17,14,3,0,35,15,13,7,0,36,82,60,15,8,175,64,76,28,8,186,55,47,11,4,123,34,47,16,4,114,35,47,19,3,103,10,8,11,0,38,61,83,35,4,181,14,12,3,0,28,421,418,157,43,1041,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,9,10,0,0,20
507011161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,15,5,5,0,0,16,16,23,5,0,48,77,111,41,7,242,64,107,30,8,205,47,53,6,9,112,31,25,17,6,74,12,19,3,0,30,3,0,0,0,7,36,40,15,3,101,0,3,0,0,3,309,402,118,41,864,7,3,0,0,10,0,3,0,0,3,0,0,0,0,5,0,0,0,0,3,0,4,0,0,9,0,5,0,0,11,10,9,4,0,21,15,21,6,0,38,66,83,23,4,176,81,126,34,6,246,103,115,38,6,264,99,133,43,7,284,92,101,28,6,225,33,42,15,9,94,84,85,39,10,221,4,3,0,0,11,594,733,225,59,1616,0,4,0,0,10,0,3,0,0,8,3,0,0,0,4,0,0,0,0,3,5,4,0,0,6,5,5,0,0,13
507011163,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,4,0,0,6,7,4,3,0,13,4,17,4,0,20,9,15,3,0,34,21,36,12,5,75,72,105,36,11,222,52,67,22,4,144,21,38,11,3,74,15,19,16,4,58,8,13,4,0,27,0,0,0,0,0,35,57,21,4,119,8,9,0,0,13,265,383,123,42,808,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,3,3,0,12,9,9,0,0,13,14,9,11,0,35,67,64,26,6,167,60,68,30,5,171,36,52,24,7,122,47,51,16,10,126,42,42,8,4,93,15,20,7,0,38,50,62,23,12,148,6,12,0,3,18,348,402,158,50,950,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3
507011259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,4,3,4,0,11,13,10,6,4,30,8,23,10,3,41,87,113,26,13,234,47,66,31,5,149,19,33,11,3,59,18,31,8,5,61,4,6,5,0,20,4,8,0,0,7,43,53,33,17,148,3,8,3,0,12,241,345,139,58,789,0,9,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,3,8,3,0,12,10,19,6,3,35,53,46,27,5,134,43,94,32,8,180,45,68,22,5,143,40,62,23,7,132,45,56,27,3,128,12,24,11,0,51,54,62,28,12,152,3,8,3,0,10,316,443,179,55,988,4,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,7,0,0,0,6,3,0,0,0,3
507011260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,4,0,0,0,5,5,9,3,0,15,22,23,8,4,53,30,24,7,6,70,24,26,11,3,60,13,29,10,0,59,13,20,6,3,47,5,7,0,0,20,20,31,16,8,78,0,3,0,0,3,140,190,62,22,415,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,4,0,0,0,6,10,8,5,0,22,19,16,15,0,48,16,14,7,0,39,24,27,15,10,68,25,39,6,0,69,15,26,3,3,57,15,29,13,3,61,0,0,0,0,3,128,164,66,20,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507021164,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,5,0,0,3,5,3,0,0,7,5,5,0,0,14,3,7,0,0,12,42,49,18,0,111,37,38,21,8,100,27,43,19,8,97,43,79,29,7,159,33,36,21,3,93,11,22,8,0,35,31,72,31,9,146,0,6,3,0,12,244,362,152,37,799,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,3,0,0,7,3,3,0,0,7,22,24,12,0,59,19,27,8,0,54,30,32,14,4,69,40,96,36,5,169,61,91,40,4,199,49,70,27,4,150,44,59,25,6,140,3,3,3,0,6,280,412,165,24,884,0,3,3,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3
507021165,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,5,0,0,14,19,8,0,0,27,6,12,0,0,18,32,8,0,0,38,80,70,7,3,160,57,67,16,4,151,42,38,14,0,90,63,63,25,4,151,56,33,9,3,102,20,10,5,0,34,80,73,16,3,174,8,8,0,0,12,467,392,103,17,987,0,0,0,0,4,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,11,8,0,0,16,3,6,3,0,12,17,5,0,0,22,50,22,13,0,84,47,39,18,3,114,64,44,18,3,121,80,85,22,3,191,85,100,35,3,216,50,48,14,3,113,60,58,21,5,155,9,4,0,0,12,475,430,150,23,1072,9,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,5,0,0,9
507021166,7,0,0,0,8,5,0,0,0,5,0,0,0,0,3,0,3,0,0,10,8,9,0,0,17,25,20,0,0,46,17,17,3,0,38,32,21,10,0,60,119,119,40,15,287,81,93,42,9,223,62,45,16,4,127,34,62,21,0,118,30,50,15,3,95,11,7,9,3,26,88,95,31,12,221,4,7,0,0,22,522,548,186,49,1300,0,3,0,0,6,0,5,0,0,7,0,0,0,0,3,0,0,0,0,3,9,3,0,0,8,11,12,0,3,20,25,9,3,8,40,28,13,0,0,40,80,56,21,6,157,65,58,16,11,149,57,75,27,6,168,75,109,35,3,225,91,98,24,5,224,29,55,14,7,107,86,96,44,15,241,6,9,4,0,15,553,603,192,67,1405,0,0,0,3,9,0,3,0,0,0,5,0,3,0,11,3,0,0,0,5,8,3,0,0,12,0,7,0,0,8
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,9,3,3,0,15,14,3,3,0,21,21,17,3,3,45,46,65,18,14,149,43,40,14,9,107,18,16,9,4,40,15,12,5,7,37,5,14,0,0,18,3,0,0,0,8,27,25,10,10,65,3,0,3,0,6,195,191,79,46,511,4,4,3,0,7,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5,0,4,0,0,8,6,3,0,0,8,4,3,3,0,14,12,10,5,0,34,66,75,27,14,186,75,81,27,17,204,78,62,25,10,177,46,58,23,4,135,46,46,14,0,107,11,14,3,0,28,66,78,42,15,194,4,4,3,3,13,424,441,178,69,1107,3,3,0,0,5,3,0,0,0,0,3,0,0,0,4,0,4,0,0,4,4,5,0,0,8,7,5,0,0,12
507031170,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,3,9,3,4,0,11,10,8,9,0,29,13,12,5,0,37,22,27,11,0,56,70,62,36,18,177,30,26,20,13,89,6,9,9,0,26,7,5,0,5,19,0,4,0,0,6,0,3,0,0,7,23,38,21,7,89,6,0,0,0,5,204,200,122,48,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,10,0,0,20,20,12,5,3,35,24,10,3,0,38,61,50,29,19,156,46,52,25,7,131,25,29,13,11,86,24,27,14,10,69,14,15,5,3,46,6,3,0,0,7,37,40,26,13,125,0,4,3,3,10,279,257,126,76,730,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,0,11,4,10,4,0,21
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,0,0,3,3,0,0,3,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,3,3,0,0,9,5,8,3,5,19,26,15,9,3,48,39,22,7,5,78,57,51,13,8,136,110,126,55,31,323,57,65,21,6,147,18,27,14,3,63,15,10,4,3,31,7,5,3,0,18,0,0,0,0,0,67,59,34,24,183,9,3,7,3,30,414,394,177,96,1080,0,4,0,0,3,0,0,0,0,0,4,7,0,0,12,0,0,0,0,3,6,0,0,0,7,12,4,3,0,20,21,18,3,4,46,33,17,14,7,66,93,103,38,16,252,78,75,39,19,217,52,60,13,12,137,42,43,20,4,112,25,21,7,3,53,3,5,0,0,13,73,67,40,26,200,12,3,3,4,21,466,429,176,98,1171,0,0,0,3,4,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,4,5,3,3,14,7,7,4,4,26
507031261,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,0,3,0,0,6,0,3,4,0,3,4,5,4,0,15,22,36,15,3,77,18,25,15,7,62,16,14,8,0,43,10,17,8,0,37,4,15,3,0,24,3,0,4,0,8,21,32,6,14,79,0,0,0,0,6,103,158,76,29,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,5,0,3,12,12,21,9,0,38,14,26,7,0,44,18,18,11,0,41,12,16,12,7,56,10,30,17,7,68,7,16,4,5,32,16,24,22,3,74,0,3,0,0,3,110,158,82,27,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3
507041175,0,0,0,0,8,0,3,0,0,7,0,0,0,0,5,0,4,0,0,0,3,0,0,0,6,4,11,3,0,18,9,11,0,0,21,21,11,0,0,27,54,57,15,6,136,49,55,21,4,135,42,55,16,3,120,71,113,36,11,228,58,90,41,10,194,29,57,23,4,113,79,114,51,11,254,8,3,9,0,18,424,582,222,53,1283,5,3,0,0,7,0,0,0,0,0,9,0,0,0,10,0,0,0,0,3,3,0,0,0,5,3,0,0,0,3,10,6,0,0,13,5,9,7,0,21,22,26,3,4,53,33,47,12,3,87,38,43,8,3,98,88,118,48,10,264,82,131,45,12,269,84,123,45,4,260,76,97,43,9,228,3,3,4,0,7,459,618,225,47,1343,0,4,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,5,5,8,0,0,7
507041176,0,3,0,0,4,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,3,0,14,3,0,0,0,3,4,5,0,0,14,18,30,20,3,77,29,36,11,3,74,24,33,16,5,72,13,33,14,9,61,20,26,12,0,54,3,6,9,0,19,22,29,26,6,87,0,3,0,0,3,140,209,115,28,490,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,3,0,0,0,5,5,0,3,0,9,19,17,8,3,40,14,22,7,0,49,11,37,9,3,56,30,41,14,5,90,39,54,21,5,121,12,32,18,3,63,24,28,29,6,90,0,0,0,0,0,175,238,108,31,551,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,3,0,0,3
507041177,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,10,6,0,0,0,5,18,6,0,0,25,13,6,0,0,28,22,12,3,0,46,93,84,27,6,206,94,105,27,5,228,66,56,22,4,144,51,72,22,0,145,44,56,26,4,125,12,22,3,5,37,62,83,37,16,197,11,5,0,3,15,491,513,175,46,1223,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,8,10,10,0,0,14,9,16,4,0,29,61,44,11,0,113,77,63,12,3,151,59,73,17,4,152,74,128,52,7,256,92,126,52,10,276,41,50,31,0,127,70,92,32,11,203,0,4,0,0,6,514,608,211,33,1365,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,3,4,0,9
507041178,3,0,0,0,4,3,6,0,0,11,0,0,0,0,3,0,6,0,0,4,6,0,0,0,7,12,7,0,3,27,17,7,4,3,31,19,21,5,0,46,95,77,26,9,201,92,95,42,4,228,51,82,33,4,170,72,133,63,12,279,75,116,31,4,225,31,54,23,12,125,93,119,58,23,289,5,9,0,0,18,578,729,295,62,1664,3,4,0,0,4,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,4,4,0,0,5,5,4,0,0,12,6,8,0,0,16,17,12,3,0,34,45,39,22,4,106,58,63,19,0,137,57,68,31,0,159,103,148,49,6,312,100,155,60,14,322,94,146,44,8,295,95,97,58,9,260,5,3,3,0,17,608,747,294,50,1698,3,4,0,0,11,3,0,0,0,3,3,3,0,0,5,0,0,0,0,4,3,0,0,0,7,11,5,0,0,14
507041179,0,4,0,0,3,0,0,0,0,0,0,3,0,0,8,3,0,0,0,3,0,0,0,0,0,11,8,3,0,21,10,8,3,3,17,10,15,3,6,30,52,81,20,0,150,55,79,26,5,166,48,61,16,6,131,45,65,29,16,150,29,58,15,4,113,13,23,10,0,48,47,96,43,18,199,7,3,0,0,14,328,505,164,59,1059,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,3,7,3,0,14,5,8,3,0,17,40,23,10,0,75,43,51,18,9,123,40,59,8,4,114,61,92,30,5,184,63,99,31,4,197,35,51,24,4,119,52,69,24,6,155,0,3,0,0,4,374,470,155,34,1024,3,5,0,0,11,0,0,0,0,0,3,3,0,0,8,3,0,0,0,3,0,3,0,0,3,6,4,0,0,11
507041180,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,0,8,9,8,7,0,25,16,14,8,3,36,21,23,10,3,56,107,137,55,16,315,101,164,49,12,330,88,140,45,11,285,79,143,48,12,280,73,92,39,10,216,25,34,18,3,80,74,140,50,13,282,6,5,0,0,15,593,909,344,96,1936,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,4,5,6,0,0,10,3,5,0,0,10,17,12,3,0,30,49,50,17,0,115,64,83,28,4,178,76,81,29,8,190,107,174,48,23,353,130,173,52,14,370,65,112,39,4,223,98,140,48,15,304,4,3,3,3,15,619,846,275,80,1815,3,3,0,0,3,3,0,0,0,3,4,0,0,0,4,0,0,0,0,3,0,3,0,0,3,7,0,0,0,10
507041181,3,0,3,0,9,8,0,0,0,8,0,0,0,0,3,3,0,0,0,6,4,0,0,0,3,14,7,3,0,21,15,3,0,0,26,37,18,3,6,68,102,140,37,12,286,89,122,41,7,256,71,96,39,8,210,90,122,57,12,288,62,91,30,6,188,32,31,22,3,92,93,146,48,20,311,9,6,4,0,14,625,800,287,76,1787,4,7,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,5,3,0,0,10,8,8,3,0,22,25,11,3,3,45,55,60,25,8,146,83,98,32,4,214,63,81,31,9,179,90,202,69,19,379,111,223,75,15,428,79,106,51,12,247,103,147,65,23,329,6,3,3,0,14,636,950,359,89,2031,9,4,0,0,17,0,3,0,0,6,3,0,0,0,3,3,3,0,0,4,7,0,0,0,7,3,3,0,3,6
507041182,3,4,0,0,8,0,3,0,0,4,4,0,0,0,6,0,3,0,3,11,6,3,0,0,13,15,19,3,0,37,11,14,3,0,29,22,26,9,7,70,85,138,57,9,292,65,136,49,8,260,80,88,36,7,207,44,86,38,9,180,25,59,26,9,120,4,31,13,7,49,62,124,54,15,246,3,10,3,0,14,437,744,291,74,1548,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,9,3,6,7,0,14,15,10,0,0,26,16,12,3,0,33,71,75,13,8,166,53,73,31,9,163,61,86,16,4,171,53,105,40,4,206,94,135,41,6,273,42,58,29,11,135,72,101,45,10,240,11,7,0,0,13,505,678,234,60,1476,0,3,0,0,9,3,0,0,0,3,0,5,0,0,5,3,0,0,0,4,7,0,0,0,5,10,4,3,0,23
507041183,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,10,10,5,0,0,14,7,3,4,0,11,6,8,3,0,21,36,49,17,9,112,34,29,13,0,75,20,13,7,0,42,9,9,3,0,21,4,4,3,0,11,0,3,3,0,4,18,21,5,3,42,0,3,3,0,8,150,160,58,25,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,0,0,0,7,6,5,0,3,13,34,28,3,3,62,26,32,9,10,73,22,26,11,0,65,18,32,19,3,70,11,37,7,3,62,12,11,0,4,22,26,33,17,8,73,3,0,0,3,8,174,203,61,31,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4
507041184,3,0,0,0,8,0,3,3,0,3,3,3,0,0,4,0,4,0,0,6,5,3,0,0,10,3,9,5,3,20,0,5,6,0,18,4,17,4,0,29,46,79,22,0,152,52,53,24,3,140,25,51,18,3,97,48,74,41,6,169,39,75,21,10,139,14,35,14,4,59,42,101,61,21,222,0,3,0,0,4,288,522,220,52,1082,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,5,0,0,5,3,3,0,0,10,3,3,0,0,7,5,4,6,0,17,10,6,5,3,22,22,34,8,3,66,31,39,18,0,88,31,37,14,5,94,42,102,41,14,200,52,97,31,15,187,42,72,21,9,144,39,94,40,20,198,0,0,0,0,0,298,494,187,67,1045,4,0,0,0,4,0,0,0,0,3,5,0,3,0,10,3,0,0,0,3,7,0,0,0,7,4,0,3,0,11
