SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
402041040,933,1834,927,728,263,148,4831,200,168,13,7,0,0,386,29,25,4,9,0,3,71,228,191,21,17,0,3,454,71,13,5,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,76,9,5,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,2034,946,747,263,152,5383,993,1918,871,771,296,145,4987,247,149,12,14,3,0,423,34,21,3,10,3,6,82,285,170,17,25,6,9,504,84,27,3,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,85,27,3,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041041,877,1677,864,858,353,123,4741,196,109,27,13,0,0,353,11,23,3,0,0,0,39,205,126,34,19,0,0,389,67,10,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,65,16,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,1820,897,870,350,124,5216,965,1671,888,868,349,148,4890,63,40,14,6,0,0,119,3,5,4,4,0,0,16,69,49,12,6,3,0,137,193,65,21,7,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,65,21,7,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041043,804,1403,902,888,388,223,4616,116,70,25,24,17,10,258,0,0,0,0,0,0,0,116,73,25,24,17,10,262,70,15,0,4,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,70,18,0,4,0,0,93,4,0,7,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,4,0,0,21,0,0,0,0,0,0,0,999,1500,933,915,403,231,4985,819,1507,938,875,395,257,4789,166,126,26,17,15,3,346,18,12,13,12,3,3,59,189,138,39,25,14,7,406,106,25,5,3,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,107,25,7,3,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041044,799,1471,1038,975,460,213,4958,8,11,3,0,0,0,22,0,0,0,0,0,0,0,8,11,3,0,0,0,22,74,41,12,4,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,43,10,4,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,1521,1050,976,460,213,5112,871,1454,1019,1019,450,258,5069,32,30,9,3,3,0,80,4,0,0,3,0,0,9,36,32,9,11,3,0,87,78,34,7,4,0,3,134,0,0,0,0,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,85,40,11,4,0,3,147,64,46,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,46,0,0,0,0,108,3,0,0,0
402041046,1004,1581,801,681,307,150,4527,251,175,47,25,7,0,502,13,9,5,0,0,0,30,268,187,52,25,5,0,531,573,236,44,20,4,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,577,235,42,20,4,0,877,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,1860,2006,897,718,320,151,5952,1097,1594,798,624,304,207,4625,438,255,78,31,13,3,819,14,21,9,10,0,0,47,451,274,80,41,16,6,865,468,208,84,29,6,3,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,473,208,84,29,6,3,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0
402041047,975,1966,1024,1047,369,163,5544,188,176,38,25,3,10,436,5,6,0,0,0,0,9,194,183,38,27,3,10,454,203,109,20,0,3,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,109,26,0,3,0,332,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,1370,2259,1086,1073,375,173,6337,1154,2012,1047,973,380,167,5729,192,173,15,6,0,0,391,22,11,4,0,0,0,41,212,189,19,6,3,0,428,186,95,29,13,5,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,186,95,29,13,5,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
402041048,664,1029,650,613,247,148,3358,295,317,158,102,37,26,939,14,0,0,0,0,0,10,304,317,158,102,37,27,954,145,59,12,4,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,66,12,4,0,0,226,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,74,50,44,12,8,211,1148,1487,873,763,299,190,4761,850,1373,866,780,347,199,4417,333,268,123,75,20,9,831,5,6,3,0,3,0,14,342,267,125,76,22,9,847,170,68,8,8,0,0,251,4,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,174,65,8,8,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
402041171,214,626,350,325,114,53,1671,3,3,0,0,0,0,5,31,58,29,15,4,0,143,36,63,29,18,4,0,147,7,20,8,3,0,0,40,18,21,9,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,48,16,4,0,0,103,64,27,4,0,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,27,4,0,3,0,91,0,0,0,0,0,0,0,339,758,396,345,122,52,2015,351,891,568,585,221,72,2692,58,77,22,4,0,0,162,116,215,93,57,16,11,505,171,285,112,67,16,9,666,49,42,10,8,3,0,107,114,87,40,4,0,0,247,71,48,16,4,0,0,136,0,0,0,0,0,0,3,236,175,67,14,3,5,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041172,458,664,361,331,114,66,1991,112,163,60,50,25,13,423,0,4,0,0,0,0,3,112,168,60,53,26,13,429,143,71,17,6,4,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,71,17,6,4,0,234,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,718,906,437,385,140,83,2664,589,833,415,392,159,101,2486,125,83,23,11,6,0,248,9,12,6,7,0,0,28,133,90,22,19,6,3,279,59,19,6,0,3,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,17,6,0,3,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402051049,413,890,489,731,265,66,2848,101,57,8,3,0,0,170,45,40,13,8,3,0,103,143,95,22,10,3,0,277,25,8,0,0,0,0,36,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,44,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,593,990,510,747,267,66,3174,485,989,510,681,260,60,2985,141,145,11,3,0,0,304,22,34,14,4,0,0,74,163,180,22,9,3,0,372,53,20,12,0,0,0,94,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,20,12,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
402051050,511,969,566,750,245,65,3100,25,8,6,4,0,0,47,8,9,3,0,0,0,26,35,21,11,3,0,0,72,14,9,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,4,0,0,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,562,992,579,754,245,65,3200,509,1012,520,758,229,75,3103,42,20,4,0,0,0,66,20,21,9,9,0,0,52,57,33,16,11,0,0,115,15,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402051051,489,1325,621,673,259,76,3439,27,30,0,4,3,0,66,0,5,0,0,0,0,9,34,37,8,6,3,0,80,12,14,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,1372,632,677,256,76,3549,576,1416,614,703,260,75,3647,23,16,5,7,0,0,57,0,3,0,3,0,0,5,22,19,5,8,0,0,60,0,5,0,0,0,0,12,0,0,0,0,0,0,0,8,5,3,0,0,0,16,0,0,0,0,0,0,0,8,15,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
402051052,920,1739,861,768,258,122,4672,714,426,34,12,0,0,1187,43,46,14,0,0,0,100,758,473,48,12,0,3,1294,219,129,31,7,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,129,31,7,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1905,2339,935,786,260,124,6354,1074,1792,860,760,246,115,4840,754,381,38,17,3,3,1187,57,40,27,4,3,0,135,807,417,69,17,3,3,1319,137,81,26,11,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,6,141,86,24,15,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402051053,967,2282,1234,1474,483,147,6580,179,119,14,9,3,0,324,29,37,22,12,4,0,107,204,161,36,20,8,0,433,100,59,14,3,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,99,65,14,6,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,2509,1280,1502,492,148,7191,1051,2348,1229,1270,395,129,6421,179,90,33,12,6,0,316,21,37,21,5,0,0,88,199,126,51,15,6,0,405,139,70,25,10,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,70,21,10,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402051054,926,2144,1074,1108,385,128,5756,45,21,4,3,0,0,69,0,0,0,0,0,0,0,44,21,4,3,0,0,67,13,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,987,2169,1076,1109,381,128,5855,941,2280,1045,1076,338,101,5778,30,13,3,3,0,0,49,0,0,0,0,0,0,3,30,13,3,3,0,0,50,21,13,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402051055,724,1460,661,740,250,70,3908,167,82,9,0,0,0,258,4,4,0,0,0,0,6,167,87,9,0,0,0,271,242,114,22,3,3,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,246,116,19,3,3,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,1143,1667,691,745,255,70,4564,767,1550,689,698,259,81,4041,189,101,12,8,3,0,319,12,9,5,0,0,0,25,204,111,22,16,4,0,346,244,129,10,5,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,129,10,5,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403011056,826,1394,530,566,208,62,3592,390,279,54,18,3,0,742,31,67,18,9,7,0,142,418,349,76,27,13,0,879,495,235,28,18,0,0,774,10,4,3,0,0,0,24,6,6,0,0,0,0,10,8,3,0,0,0,0,10,514,247,32,18,0,0,815,14,9,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,8,17,9,0,3,0,0,26,0,0,0,0,0,0,0,1771,2000,641,615,218,69,5318,867,1375,601,615,238,56,3751,362,254,53,20,4,0,685,46,85,38,21,4,0,186,401,337,84,33,11,0,874,457,213,46,6,3,0,733,31,35,3,0,0,0,70,6,8,0,0,0,0,14,3,0,0,0,0,0,4,500,269,51,13,4,0,832,17,4,3,0,0,0,23,0,0,0,0,0,0,0,4,0,4,0,0,0,7,22,9,5,0,0,0,34,0,0,0,0
403011057,799,1368,574,681,249,65,3737,467,415,104,49,13,0,1051,100,201,55,29,7,3,393,566,616,156,77,12,7,1442,1581,652,64,32,3,0,2326,239,143,26,12,5,0,426,319,255,56,13,6,0,651,9,9,0,0,0,0,14,2151,1052,148,62,12,3,3417,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,9,5,0,0,0,24,11,9,5,0,0,0,32,0,0,0,0,0,0,0,3529,3043,884,829,272,73,8623,757,1330,561,681,260,66,3655,607,530,126,71,14,0,1346,125,207,67,37,9,0,441,734,733,190,104,25,3,1789,1330,601,138,27,13,0,2099,255,176,44,19,0,0,497,289,242,44,11,6,0,597,5,3,0,0,0,0,8,1880,1027,227,54,17,0,3202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,15,14,5,0,0,0,0,16,3,0,0,0
403021058,884,1210,529,461,166,60,3313,716,360,75,45,11,10,1204,85,85,15,4,3,0,186,795,437,90,43,13,10,1394,541,238,48,23,0,0,854,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,549,238,48,23,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2230,1892,671,530,183,67,5577,871,1172,566,511,190,62,3372,576,314,90,48,15,3,1049,68,56,31,13,0,0,174,643,379,127,62,11,4,1218,661,299,95,23,8,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,666,305,97,25,8,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
403021059,504,1461,790,948,309,88,4098,78,48,11,4,0,0,133,0,0,0,0,0,0,4,78,47,14,4,0,0,141,31,19,4,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,40,19,3,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,1529,806,954,309,86,4300,585,1498,822,884,276,96,4163,67,41,14,3,0,0,119,9,23,3,3,0,0,39,69,64,20,5,0,0,161,40,25,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,25,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403021060,637,1291,547,528,158,39,3195,39,17,3,0,0,0,56,0,0,0,0,0,0,0,42,17,3,0,0,0,60,77,32,3,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,32,10,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,1342,553,528,158,39,3377,636,1328,558,545,189,55,3309,76,23,5,4,0,0,110,0,8,4,0,3,0,14,76,27,8,7,3,0,125,62,23,4,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,67,20,4,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403021061,906,1524,621,491,174,81,3804,619,343,81,35,13,7,1093,112,123,46,24,3,6,315,731,463,128,57,17,5,1404,410,164,34,17,6,3,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,163,34,19,6,3,642,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2052,2153,783,576,197,86,5854,1075,1430,674,543,211,100,4027,532,306,87,47,23,3,1000,121,139,59,29,6,5,355,655,444,150,78,25,9,1356,326,167,47,27,5,4,580,3,3,0,0,0,0,6,34,15,3,0,0,0,62,0,0,0,0,0,0,0,366,189,53,29,4,4,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
403021062,927,1227,518,504,160,66,3390,698,476,149,89,26,18,1451,82,65,15,4,3,0,166,777,546,164,95,23,18,1622,365,134,22,7,0,0,532,0,0,0,0,0,0,3,57,31,9,0,0,0,100,0,3,0,0,0,0,3,425,169,24,9,3,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2132,1941,702,603,182,79,5653,951,1144,549,545,175,64,3427,649,466,154,78,23,5,1369,91,110,42,25,5,0,275,746,573,194,101,25,5,1644,370,164,45,12,0,0,597,0,4,0,0,0,0,10,61,32,9,0,0,0,101,3,3,0,0,0,0,5,437,203,48,15,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0
