SA2_MAINCODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
312011339,0,0,0,3,0,0,0,0,0,3,5,3,8,0,29,3,44,81,32,92,3,256,53,519,0,6,20,0,134,33,193,0,3,4,0,7,0,15,4,5,5,0,9,0,32,17,4,15,0,7,0,43,16,0,14,3,9,0,41,34,3,9,0,0,0,42,40,0,6,0,6,0,48,16,0,5,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,23,0,28,129,27,89,3,204,30,479
312011340,0,0,0,0,0,0,0,0,0,3,9,0,7,0,32,0,50,140,29,100,8,149,58,480,0,3,13,0,50,25,98,3,4,4,0,3,0,9,20,3,20,0,4,0,48,22,7,19,0,9,0,60,9,0,8,0,9,0,31,15,0,7,0,0,0,26,14,0,8,0,0,0,25,0,0,3,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,0,26,83,18,96,0,97,32,333
312011341,6,0,50,115,0,27,0,30,0,170,43,4,19,0,117,3,187,388,102,131,10,1289,39,1960,30,6,16,0,719,29,809,5,14,3,0,165,0,182,17,13,3,4,105,0,152,65,11,10,0,16,0,108,114,3,18,0,7,0,142,173,9,12,0,3,0,197,162,0,19,0,14,0,204,129,0,11,0,7,3,155,39,0,0,0,4,0,41,11,0,3,0,3,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,9,0,78,3,114,782,60,101,3,1130,40,2124
312021342,0,0,0,3,0,3,0,0,0,4,11,24,17,8,6,7,65,702,301,369,65,57,23,1515,0,24,17,5,0,8,56,4,15,0,0,0,0,16,5,77,9,3,0,0,96,50,75,20,8,17,0,163,60,20,27,9,0,0,119,176,38,51,15,16,8,289,396,24,110,3,18,3,545,301,9,104,19,32,8,475,34,0,7,0,3,0,41,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,18,3,9,0,57,1050,284,371,61,86,25,1869
312021343,0,0,0,0,0,0,0,0,0,4,3,4,8,3,3,0,21,225,49,122,16,24,13,444,0,5,11,0,0,4,17,0,3,0,4,0,0,7,5,17,3,0,3,0,31,27,16,14,10,3,0,68,31,0,29,4,6,0,67,55,0,16,0,3,0,76,72,0,17,0,3,0,87,86,3,12,0,0,0,98,15,0,5,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,13,301,49,104,18,21,8,503
312021344,0,0,0,3,0,3,0,0,0,5,12,10,4,0,4,3,25,716,53,174,4,25,14,980,4,0,11,0,4,9,31,0,5,0,0,0,0,5,0,11,5,0,0,0,24,21,9,6,0,3,0,37,63,10,19,3,7,0,103,343,15,29,0,3,0,389,531,11,58,0,3,4,602,311,0,52,0,3,0,363,52,0,18,0,0,0,63,15,0,3,0,0,0,23,4,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,5,0,3,4,42,1374,67,206,5,26,15,1695
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,0,0,3,9,0,0,0,0,0,11,7,15,6,0,3,3,34,579,201,225,21,40,6,1070,8,23,6,0,3,8,44,0,21,0,3,0,0,28,29,67,10,8,0,0,115,130,51,17,3,3,0,202,94,13,29,0,3,0,137,120,5,27,0,3,0,157,100,5,28,0,7,0,141,57,0,6,0,0,0,67,13,0,0,0,0,0,21,5,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,0,4,0,37,567,199,146,20,25,10,965
312021347,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,73,0,18,0,0,0,89,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,14,39,0,5,0,0,0,45,15,0,3,0,0,0,18,3,0,5,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,79,0,20,0,0,0,93
312021348,0,0,3,3,0,0,0,0,0,3,6,3,10,0,0,3,29,403,36,228,7,33,18,733,0,0,23,0,5,9,41,0,3,0,3,3,0,6,0,7,8,7,0,0,24,5,4,15,0,3,0,38,22,3,10,0,0,0,34,50,0,26,0,4,0,82,174,0,43,0,0,0,217,217,0,48,0,3,0,273,66,0,9,0,0,0,74,17,0,3,0,0,0,22,0,0,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,4,0,21,561,30,207,6,25,9,838
312021349,0,0,0,3,0,0,0,3,0,8,9,3,11,3,23,0,51,473,123,251,20,152,25,1038,0,3,14,0,4,11,32,0,15,0,3,4,0,18,21,44,15,14,3,0,98,76,20,30,0,10,0,140,71,11,24,0,24,0,127,99,10,43,0,6,0,165,122,5,50,3,15,0,199,61,0,33,0,4,0,101,10,0,4,0,0,0,13,3,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,17,9,6,0,9,3,45,477,114,233,21,76,14,936
312021350,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,3,25,129,5,124,0,72,13,336,0,0,15,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,5,0,3,0,13,9,0,4,0,0,0,9,18,0,11,0,3,0,32,94,0,32,0,3,0,131,200,0,27,0,3,0,227,24,0,5,0,0,0,28,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,17,352,8,110,0,21,3,490
312021351,0,0,0,0,0,3,0,0,0,5,3,0,17,0,5,0,32,136,21,242,4,62,31,501,0,3,21,0,14,26,64,0,3,5,0,10,0,19,4,6,16,0,14,0,32,3,7,28,3,4,0,52,5,7,35,0,0,3,51,31,4,29,0,5,0,67,119,0,40,0,0,0,164,84,0,32,0,0,0,122,3,0,6,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,7,3,25,266,27,236,5,52,35,618
312021352,0,0,3,0,0,0,0,0,0,3,10,3,18,4,14,3,49,494,62,307,22,96,46,1035,0,0,35,0,24,30,91,0,4,0,0,0,0,6,9,11,20,0,10,0,50,48,12,23,0,5,0,95,53,4,50,0,10,0,117,124,9,46,10,9,0,202,204,3,74,3,7,3,295,70,0,48,0,0,0,125,9,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,4,0,35,526,52,322,16,75,37,1025
312021353,0,0,0,0,0,3,0,0,0,4,0,0,16,0,17,3,37,112,0,257,0,98,54,525,0,0,42,3,14,41,96,0,3,3,0,3,0,8,0,0,26,0,3,0,29,23,0,28,0,7,0,62,6,0,38,0,9,3,58,30,0,24,0,10,0,62,35,0,38,0,6,0,81,17,0,12,0,0,0,36,0,0,3,0,3,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,13,0,29,115,3,237,0,66,52,480
312021354,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,360,47,115,3,12,9,530,0,0,3,0,0,0,9,0,0,0,0,0,0,0,9,13,5,0,0,0,28,30,10,11,4,0,0,56,24,4,13,0,0,0,44,79,6,14,3,3,0,106,205,4,33,0,5,0,244,110,0,24,0,0,0,138,28,0,4,0,0,0,31,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,13,491,38,113,8,16,4,672
312021355,0,0,0,0,0,0,0,0,0,0,3,5,7,0,3,0,17,214,80,99,11,16,7,434,0,9,8,0,0,3,18,0,5,0,0,0,0,7,4,10,6,0,0,0,20,32,21,9,0,0,0,60,31,7,9,0,0,0,47,46,9,26,3,0,0,78,64,3,19,0,3,0,96,36,0,20,3,5,0,57,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,3,22,211,69,110,11,9,9,412
312021356,0,0,0,4,0,0,0,0,0,7,7,31,13,0,3,3,56,418,258,282,36,31,21,1053,0,22,13,0,0,4,38,0,17,3,0,3,0,23,9,91,7,0,0,4,109,59,49,20,22,0,4,158,70,21,26,3,4,0,121,132,9,57,0,6,0,212,143,11,66,6,5,0,232,63,0,35,6,3,0,107,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,10,0,5,3,36,493,228,239,38,36,14,1052
312021357,0,0,0,3,0,0,0,0,0,3,3,0,9,0,3,3,19,198,12,257,0,49,35,557,0,0,32,0,10,27,65,0,0,0,0,3,0,0,3,0,16,0,0,0,25,9,0,14,0,0,0,28,17,0,26,0,4,0,52,34,0,43,0,3,0,89,92,3,68,0,5,3,170,72,0,25,0,4,0,101,10,0,4,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,22,241,13,244,0,40,28,564
312021358,0,0,0,0,0,4,0,0,0,6,9,18,5,0,9,0,47,374,146,276,28,64,15,903,0,4,16,0,0,14,38,0,9,0,0,0,0,9,6,51,7,4,3,3,79,23,25,24,10,0,0,82,43,5,32,0,3,0,87,105,3,53,0,3,0,167,141,3,62,0,9,0,219,72,0,27,0,0,0,108,8,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,0,3,27,409,111,236,18,30,21,828
312031359,0,0,6,27,0,33,0,9,0,77,31,3,23,0,27,8,84,1013,65,437,16,212,39,1788,7,4,9,0,15,9,39,0,5,0,0,4,0,13,5,19,10,4,14,0,46,28,26,25,3,7,3,92,65,5,27,3,4,3,108,171,9,35,3,30,3,246,263,0,93,0,22,0,384,411,0,82,0,20,3,517,124,0,40,0,4,0,175,27,0,11,0,5,0,47,10,0,0,0,0,0,15,6,0,3,0,7,0,13,3,0,0,0,0,0,6,8,0,11,0,8,0,28,15,4,17,0,21,0,61,1148,67,374,10,170,21,1788
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,0,0,0,0,0,3,0,0,0,3,3,3,15,4,11,0,36,324,76,267,37,75,36,821,0,0,33,0,18,23,69,0,4,3,0,9,0,22,0,19,14,10,8,0,58,22,15,30,19,5,3,96,41,3,20,0,4,0,68,61,5,39,4,5,0,123,127,5,47,0,6,0,179,73,0,21,0,3,4,98,7,0,3,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,24,346,63,226,39,61,27,758
313011362,0,0,0,7,0,0,0,0,0,8,16,3,9,3,7,4,45,1012,37,329,10,52,26,1468,0,0,16,0,8,15,43,0,0,0,0,0,0,0,5,8,10,0,3,0,29,10,5,27,0,10,0,58,10,3,29,0,14,0,49,91,4,58,4,12,0,162,390,15,112,7,10,9,542,456,0,68,0,5,3,536,43,0,11,0,0,0,60,9,0,3,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,10,4,37,1037,40,351,20,69,28,1546
313011363,0,0,0,11,0,3,0,4,0,11,27,15,11,17,14,5,83,1380,246,485,32,122,47,2307,7,14,16,0,7,31,69,0,30,0,15,0,0,45,9,96,16,8,3,0,138,20,47,32,43,37,4,185,51,19,50,15,3,0,138,194,11,96,3,8,0,316,494,6,156,5,5,11,683,368,0,88,4,3,0,465,120,0,24,0,0,0,152,33,0,6,0,0,0,38,18,0,3,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,16,16,16,4,7,3,68,1337,252,511,93,84,49,2325
313021364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,29,0,7,7,77,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,8,30,0,8,0,0,0,37,21,0,13,0,0,0,34,6,0,0,0,0,0,10,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,59,3,35,3,4,11,115
313021365,0,0,5,9,0,3,0,3,0,15,34,56,17,4,6,18,141,2127,598,512,86,118,81,3530,3,35,19,3,3,22,90,3,35,0,3,0,0,48,26,229,28,12,11,3,308,55,116,44,25,23,3,265,104,47,40,7,10,0,216,610,55,137,27,37,10,876,1304,19,188,4,21,9,1543,685,10,67,4,5,5,771,58,6,15,0,3,0,75,8,0,4,0,0,0,16,5,0,0,0,3,0,8,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,7,51,30,18,4,8,3,114,2912,579,570,91,137,58,4351
313021366,0,0,0,5,0,3,0,0,0,12,41,13,18,3,3,0,74,2451,207,441,35,35,27,3202,3,15,16,0,4,7,41,0,13,3,0,0,0,12,3,66,23,0,0,0,90,11,38,15,9,0,0,73,14,24,51,11,19,0,115,295,44,74,3,8,0,426,1283,20,215,13,23,12,1563,1027,0,62,0,4,5,1098,24,0,8,0,0,0,32,7,0,0,0,0,0,10,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,39,12,12,3,5,3,83,2700,222,490,44,70,30,3552
313021367,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,62,0,43,0,10,4,120,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,10,0,0,0,13,3,0,9,0,0,0,9,13,0,7,0,3,4,22,17,0,5,0,0,0,26,13,0,5,0,0,0,23,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,9,66,0,47,0,10,4,127
313021368,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,24,772,66,123,5,9,7,970,0,0,5,0,0,3,10,0,3,0,0,0,0,3,9,15,0,0,0,0,22,9,10,0,0,0,0,22,6,12,7,0,0,0,27,71,14,20,0,3,0,110,442,8,54,0,7,4,509,437,3,26,0,3,0,463,13,0,0,0,4,0,14,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,3,0,0,0,30,1001,74,124,0,16,10,1224
313021369,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,72,0,94,0,17,14,199,0,0,9,0,0,6,16,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,14,0,0,11,0,3,0,13,14,0,23,0,5,0,42,21,0,21,0,0,0,35,20,0,0,0,0,0,20,7,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,69,0,91,0,10,5,177
313031370,0,0,0,0,0,0,0,0,0,0,3,0,15,0,6,0,26,198,3,152,0,57,19,428,0,0,14,0,9,18,42,0,0,0,0,3,0,3,3,0,19,0,5,0,23,20,0,34,0,8,0,55,12,0,21,0,3,0,34,40,0,37,0,5,3,80,123,0,33,0,5,0,164,35,0,16,0,3,0,51,3,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,3,4,0,15,244,0,177,3,47,21,492
313031371,0,0,0,0,0,0,0,0,0,0,7,0,16,0,8,3,25,209,5,178,3,26,21,443,0,0,26,0,4,26,54,0,0,3,0,0,0,7,0,0,10,0,0,0,12,0,0,8,0,0,0,16,3,0,13,0,0,0,21,25,0,21,0,4,0,57,90,0,58,0,0,0,149,50,0,27,0,0,0,75,37,0,6,0,0,0,42,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,4,0,17,217,4,176,3,22,30,446
313041372,0,0,0,4,0,0,0,0,0,3,8,8,9,0,3,3,37,656,58,211,5,47,15,998,0,5,14,0,0,8,26,0,3,0,0,4,0,7,3,12,7,0,0,0,24,7,11,6,0,8,0,29,7,10,12,0,0,0,24,96,8,29,0,10,3,147,424,15,75,4,15,4,531,283,0,51,0,7,0,343,38,0,13,0,0,0,50,20,0,0,0,0,0,23,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,8,0,3,0,26,896,65,214,6,45,18,1237
313041373,0,0,0,3,0,0,0,3,0,5,33,40,18,0,6,0,94,1599,509,484,33,176,38,2842,6,23,14,0,7,14,58,0,33,0,0,0,0,32,11,115,8,4,13,3,154,9,120,18,4,24,4,180,16,36,25,0,23,0,100,168,49,50,7,46,3,325,959,52,204,15,30,12,1272,497,3,79,0,4,0,589,32,0,17,0,0,0,51,18,0,6,0,0,0,16,3,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,21,20,0,6,3,80,1752,443,430,32,164,49,2875
313041374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,0,58,0,3,6,132,0,0,9,0,0,3,6,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,5,0,0,13,0,0,0,17,23,0,12,0,0,0,32,29,0,8,0,0,0,38,13,0,0,0,0,0,18,6,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,80,0,53,0,7,3,143
313041375,0,0,0,0,0,4,0,0,0,4,17,0,6,0,0,0,29,877,0,163,0,12,19,1070,3,0,13,0,0,10,30,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,3,5,0,0,0,14,6,0,0,0,0,0,6,13,0,8,0,0,0,28,161,8,46,0,0,0,214,712,0,90,0,3,0,804,141,0,20,0,0,0,169,44,0,3,0,0,0,44,4,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,3,0,25,1103,16,207,3,10,10,1348
313041376,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,52,0,34,0,4,5,92,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,0,5,7,0,3,0,0,0,9,12,0,4,0,0,0,21,19,0,7,0,0,0,21,6,0,0,0,0,0,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,57,0,34,3,0,0,94
313051377,0,0,0,0,0,3,0,0,0,3,13,3,12,0,4,0,27,595,144,265,9,52,28,1088,0,9,13,0,0,8,33,0,13,0,0,0,0,15,0,47,6,3,3,0,60,15,28,17,0,8,0,65,25,12,28,0,3,0,73,120,5,33,0,5,0,167,195,3,72,0,10,3,289,230,0,72,3,3,0,309,63,0,9,0,0,0,74,9,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,0,0,28,675,134,259,10,37,12,1128
313051378,0,0,3,3,0,0,0,0,0,3,17,34,10,3,0,8,66,1278,454,466,46,36,29,2300,0,19,14,9,0,5,49,0,48,0,0,0,0,56,9,202,13,12,4,0,239,46,64,24,3,7,0,150,48,20,38,0,3,3,118,217,21,69,0,12,3,317,478,15,125,0,9,9,629,402,3,65,0,0,4,479,79,0,18,0,0,0,103,40,0,7,0,0,0,50,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,24,28,6,3,0,3,60,1363,418,378,25,39,28,2253
313051379,0,0,0,8,0,0,0,0,0,7,14,19,9,3,3,9,60,1064,309,373,28,43,33,1856,0,11,12,0,0,8,36,4,28,0,0,0,0,37,4,123,9,10,0,0,146,20,97,18,15,4,0,155,45,27,27,11,10,0,119,180,17,59,4,5,7,275,464,25,95,0,7,3,595,444,0,45,3,0,3,495,86,0,17,0,0,0,105,17,0,6,0,0,0,18,5,0,3,0,0,0,10,0,0,0,0,0,0,7,3,0,0,0,0,0,3,4,0,3,0,0,0,9,13,27,4,3,0,5,59,1293,371,303,41,31,26,2063
313051380,0,0,0,4,0,3,0,0,0,10,17,29,16,5,0,11,80,1231,397,400,30,45,29,2139,7,12,7,3,3,12,40,0,21,3,0,0,0,24,0,112,14,14,4,4,144,13,79,21,3,0,0,122,11,35,15,3,0,0,57,64,33,59,3,4,3,175,450,27,116,4,13,3,620,769,12,104,5,14,3,905,55,0,19,0,0,0,75,5,0,0,0,0,0,9,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,16,3,0,0,76,1415,359,371,33,39,26,2235
