SA2_MAINCODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
205021086,0,0,0,0,0,3,0,0,0,4,0,0,10,0,9,0,13,287,11,127,0,28,20,473,4,0,17,0,8,17,40,0,0,3,0,0,0,5,10,3,10,0,0,0,25,28,0,19,0,0,0,56,45,0,19,0,3,0,69,65,0,29,0,5,0,98,131,0,16,0,0,0,156,40,0,5,0,0,3,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,8,0,0,0,18,333,11,137,0,23,19,524
205031087,0,0,0,0,0,5,0,0,0,5,5,0,17,0,17,0,39,215,38,219,5,89,65,633,0,0,39,0,31,44,117,0,12,7,0,0,0,22,10,14,32,7,4,0,66,47,13,46,4,10,0,122,41,0,32,0,6,0,80,75,0,34,0,3,0,114,46,0,14,0,3,0,59,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,17,0,19,0,42,231,41,230,10,84,55,650
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
205031089,0,0,0,0,0,3,0,0,0,3,3,3,22,3,8,3,42,214,52,222,17,31,32,564,0,4,34,8,8,29,86,0,0,3,8,0,0,13,10,14,18,3,3,0,54,24,20,26,4,8,0,87,40,0,37,0,3,0,84,119,0,32,0,4,0,155,69,0,12,0,4,0,88,14,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,11,0,4,0,23,280,52,188,24,31,41,615
205031090,0,0,0,3,0,0,0,0,0,3,9,5,22,3,0,0,41,366,70,241,32,29,47,792,3,3,22,0,10,27,68,0,16,3,3,0,0,29,10,17,26,9,3,0,64,23,3,44,7,3,0,80,67,15,34,5,3,0,125,166,0,62,4,9,0,237,125,0,21,0,0,0,153,21,0,4,3,0,0,27,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,0,7,3,28,424,56,235,27,36,33,815
205031091,0,0,3,3,0,3,0,0,0,13,7,0,16,0,7,0,40,623,34,283,11,59,27,1040,0,3,30,0,4,28,66,0,0,3,0,0,0,8,3,20,18,4,4,0,47,30,6,41,0,10,4,86,61,3,44,0,4,0,111,228,0,51,0,3,0,283,243,3,48,0,3,0,293,85,0,21,0,0,3,110,7,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,16,0,8,0,15,0,41,679,31,270,15,44,33,1071
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,9
205031093,0,0,5,4,0,4,0,6,0,14,52,16,36,5,41,15,165,1378,208,571,36,164,79,2445,3,10,64,0,17,63,154,0,8,5,0,8,0,20,25,99,47,7,14,0,197,85,46,91,16,16,3,255,178,12,103,7,6,5,309,489,18,119,12,12,4,652,369,3,61,0,4,3,436,150,3,21,3,7,0,187,12,3,10,0,0,0,18,3,0,3,0,3,0,7,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,3,0,0,0,3,8,0,3,0,0,0,9,15,21,31,0,22,5,91,1337,212,564,47,99,86,2340
205041094,0,0,0,0,0,3,0,0,0,6,4,4,3,0,7,0,20,294,160,186,14,16,23,686,0,8,23,0,0,13,53,0,8,10,0,0,0,22,13,44,16,0,0,0,77,90,44,46,9,3,0,192,86,3,47,3,0,0,139,101,0,26,0,0,0,130,65,3,11,0,4,0,80,5,0,5,0,0,0,12,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,3,0,23,367,123,193,18,8,15,727
205041095,0,0,0,7,0,0,0,0,0,8,22,26,17,7,11,5,93,928,507,323,76,58,47,1941,4,52,28,5,6,14,108,11,119,4,5,0,0,134,220,148,66,5,7,7,452,282,102,106,29,16,6,529,127,11,59,4,3,0,206,246,4,63,0,6,4,326,108,3,19,0,3,0,137,16,4,8,3,9,3,44,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,23,26,15,3,3,5,75,1045,463,358,63,58,36,2024
205041096,0,0,0,9,0,0,0,0,0,9,19,24,16,0,7,3,70,1057,409,285,54,43,35,1884,3,34,26,8,4,15,91,10,70,10,5,0,0,96,124,119,47,3,3,3,302,470,83,91,36,10,3,693,196,14,48,6,4,6,284,192,8,57,3,3,3,263,79,4,8,0,0,0,93,17,0,4,0,0,0,21,3,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,14,10,10,0,5,0,46,1116,351,308,64,32,30,1896
205041097,0,0,0,9,0,3,0,0,0,9,18,26,15,3,19,5,87,1564,381,426,56,87,43,2562,3,19,37,3,11,19,88,0,15,7,4,4,0,34,78,142,46,11,7,6,286,236,77,73,12,21,0,425,218,31,77,10,13,6,343,442,10,104,7,7,3,576,503,5,88,0,3,0,598,233,0,21,0,4,0,255,18,0,4,0,0,0,19,3,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,16,24,4,6,3,76,1761,322,484,47,80,37,2721
205041098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,65,4,65,7,10,14,163,0,0,15,0,0,3,21,0,0,3,0,0,0,5,8,0,5,0,0,0,18,6,0,10,0,0,0,26,22,0,21,0,0,0,43,14,0,14,0,0,0,28,11,0,8,0,0,0,23,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,16,71,0,93,0,6,4,187
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205051100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,92,0,84,0,26,13,215,0,0,13,0,10,12,38,0,0,4,0,0,0,5,4,0,10,0,4,0,20,9,0,26,0,3,0,40,11,0,12,0,0,0,21,13,0,12,0,4,0,31,10,0,11,0,3,0,18,8,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,16,68,3,98,0,30,14,205
205051101,0,0,0,0,0,0,0,0,0,3,3,4,15,0,11,0,35,422,112,294,10,82,54,975,3,9,24,0,35,45,116,0,11,7,0,0,0,16,29,52,43,0,9,0,134,81,24,57,9,10,0,173,84,3,39,4,3,3,139,171,0,45,0,3,0,224,95,0,22,0,7,0,127,17,0,6,0,0,0,30,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,6,22,0,4,0,44,501,100,268,10,78,49,1002
205051102,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,11,77,9,106,4,46,24,268,0,0,30,0,12,22,61,0,0,0,0,0,0,4,7,3,21,0,10,0,47,16,0,21,0,3,0,36,16,0,12,0,9,0,35,31,0,3,0,3,0,43,10,0,4,0,0,0,16,8,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,17,91,3,100,3,47,26,267
205051103,0,0,0,8,0,0,0,0,0,6,18,25,13,3,15,0,66,1007,298,223,46,158,30,1763,3,25,14,7,3,22,71,7,17,4,5,0,0,32,36,131,18,5,7,3,199,134,74,43,12,8,5,274,137,13,38,6,0,0,195,262,4,40,7,54,3,373,310,3,25,3,49,3,391,201,0,18,0,12,0,228,34,0,3,0,3,0,46,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,20,15,7,11,0,82,1169,288,225,47,150,34,1905
205051104,0,0,0,0,0,3,0,0,0,3,7,3,7,0,5,0,22,177,50,136,10,37,28,445,3,0,34,3,12,24,71,0,3,3,0,0,0,7,4,22,21,5,7,0,66,47,10,32,0,16,0,112,37,0,25,3,5,0,67,60,0,19,0,0,0,82,16,0,7,0,0,0,23,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,26,168,43,160,19,54,24,464
206011105,0,0,9,21,0,11,0,3,0,33,52,25,37,7,5,5,130,3170,245,915,34,56,55,4476,10,16,65,4,0,31,130,5,18,6,3,0,0,30,21,132,22,8,4,0,183,59,22,51,8,5,0,140,85,14,36,0,5,0,135,254,5,63,3,10,0,333,605,8,131,0,0,5,748,1291,8,188,0,5,0,1499,870,4,149,0,6,3,1028,503,0,82,0,6,3,596,206,0,41,0,0,0,250,69,0,25,0,4,0,96,37,0,14,0,0,0,47,47,0,13,0,0,0,61,48,14,38,5,3,5,123,4107,246,913,33,44,48,5387
206011106,0,0,3,13,0,0,0,0,0,10,31,0,14,3,0,3,56,1158,71,323,31,18,32,1638,6,0,33,0,0,9,54,0,3,0,3,0,0,7,3,40,5,3,0,0,56,22,8,9,3,0,0,46,24,7,9,0,0,0,39,102,3,19,3,7,0,132,334,7,58,0,0,0,401,723,5,89,3,4,0,816,505,0,66,0,4,0,574,200,0,35,0,3,0,238,99,0,14,0,0,0,117,26,0,7,0,0,0,33,13,0,4,0,0,0,14,24,0,11,0,0,0,31,29,8,18,0,3,0,60,2102,73,385,20,25,14,2616
206011107,0,0,3,14,0,4,0,0,0,19,32,25,21,3,3,3,87,1827,225,404,23,38,39,2555,6,11,39,3,0,20,78,3,13,0,3,0,0,19,10,88,11,11,3,3,122,33,39,25,10,3,0,105,67,13,19,0,0,3,101,380,16,47,0,0,0,444,621,13,83,0,3,0,725,500,7,79,3,3,3,594,271,0,39,0,0,0,306,120,0,20,0,3,0,143,36,3,11,0,0,0,48,19,0,9,0,0,0,25,5,0,4,0,0,0,4,16,0,7,0,0,0,21,23,3,13,3,3,3,58,2105,201,388,30,23,34,2785
206011108,0,0,0,14,0,5,0,0,0,20,42,16,42,4,5,12,125,1952,197,546,32,31,42,2810,0,11,44,0,5,30,91,3,11,4,0,0,0,21,10,88,18,5,0,3,133,35,31,35,6,4,3,111,29,12,20,10,0,0,70,138,21,50,13,8,0,224,530,16,122,0,7,0,678,807,3,123,3,4,4,947,534,6,73,4,4,3,621,157,0,30,0,0,0,198,58,0,16,0,0,0,65,21,0,3,0,0,0,21,0,0,0,0,0,0,0,22,0,0,0,0,0,26,52,8,23,6,3,8,93,2390,196,564,60,45,54,3304
206011109,0,0,0,5,0,0,0,0,0,5,11,0,6,0,0,0,21,455,21,162,3,7,14,663,3,0,17,0,0,11,29,0,3,0,0,0,0,3,0,9,0,0,0,0,12,3,3,7,0,0,0,11,4,0,13,0,0,0,16,29,0,12,0,0,0,43,98,0,37,0,0,0,140,257,0,28,0,0,0,292,91,0,14,0,0,0,107,18,0,3,0,0,0,26,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,5,11,0,3,0,0,0,16,536,20,136,3,3,9,713
206021110,0,0,0,5,0,0,0,0,0,7,15,5,13,0,0,4,41,888,45,210,12,9,24,1187,3,6,28,0,0,21,50,0,3,0,0,0,0,4,3,28,7,0,3,0,45,11,5,15,0,0,0,26,21,3,9,0,0,0,28,160,0,11,0,0,0,175,302,0,30,0,3,0,335,195,0,24,0,0,0,221,167,0,15,0,0,0,177,95,0,12,0,0,0,111,54,0,7,0,0,0,65,29,0,3,0,0,0,31,9,0,0,0,0,0,11,11,0,0,0,0,0,13,19,3,12,3,3,4,49,1085,53,176,7,6,21,1351
206021111,0,0,7,29,0,3,0,0,0,36,34,35,31,3,0,3,102,2278,385,603,58,29,33,3378,3,29,38,0,0,36,116,0,17,4,18,0,3,34,8,168,19,3,3,3,204,33,35,25,7,3,0,106,31,32,12,3,3,0,80,255,10,46,4,3,0,318,380,18,69,6,3,0,473,564,7,126,3,3,0,707,635,0,118,0,3,3,765,412,0,59,0,3,0,473,176,0,26,0,0,0,201,50,0,23,0,0,0,72,24,0,4,0,0,0,26,37,0,6,0,0,0,41,33,18,23,3,3,0,85,2647,346,597,49,28,48,3720
206021112,0,0,5,19,0,3,0,0,0,27,39,23,12,4,3,6,83,2134,240,436,36,33,46,2928,6,14,29,7,4,19,88,0,16,4,3,0,0,25,11,96,10,4,5,3,119,33,19,28,11,3,0,91,124,15,26,6,3,0,176,364,10,28,9,0,4,418,594,7,97,6,3,6,715,554,3,93,3,0,0,660,419,4,59,0,3,3,485,202,0,18,0,0,0,219,65,0,6,0,0,0,70,22,0,8,0,0,0,29,5,0,0,0,0,0,4,16,0,0,0,0,0,20,36,16,15,6,6,6,81,2462,207,413,52,22,37,3193
206031113,0,0,4,9,3,3,0,0,0,9,16,44,21,3,8,3,90,1052,714,280,28,32,28,2122,0,76,34,0,3,18,128,3,36,0,5,0,0,47,8,274,8,7,4,5,305,15,92,12,12,5,3,135,19,38,16,0,0,0,67,120,43,21,6,0,3,187,223,64,53,10,13,0,356,428,10,58,0,3,0,497,253,3,44,0,0,0,297,131,0,15,0,0,0,149,60,3,3,0,0,0,73,11,0,10,0,0,0,23,9,0,0,0,0,0,7,11,0,5,0,0,0,20,14,39,13,8,3,3,80,1311,668,287,38,31,33,2372
206031114,0,0,4,19,0,4,0,0,0,25,42,5,36,3,3,3,92,2235,91,530,70,32,54,3009,11,5,52,0,3,34,104,4,3,3,0,0,0,11,18,29,17,6,0,0,77,26,24,40,23,0,0,110,45,8,22,3,0,0,78,326,9,50,11,4,3,409,937,15,118,10,6,3,1097,954,4,105,3,0,0,1070,353,0,47,0,3,0,411,137,3,9,0,0,0,149,54,0,9,0,0,0,63,26,0,7,0,0,0,28,16,0,3,0,0,0,14,35,0,3,0,0,0,42,49,10,21,9,7,12,108,2983,115,515,71,27,55,3772
206031115,0,0,0,9,0,0,0,0,0,7,21,59,13,5,3,0,92,1079,894,275,33,17,22,2319,5,51,17,3,0,11,80,3,58,6,0,0,0,70,6,292,10,0,3,0,316,30,151,19,11,0,3,217,31,67,16,0,3,0,114,127,114,28,3,3,0,270,246,52,42,3,0,0,354,589,6,64,3,0,0,671,200,7,47,0,0,0,252,61,0,15,0,0,0,71,32,0,0,0,0,0,31,8,3,0,0,0,0,17,0,0,3,0,0,0,5,8,0,4,0,0,0,11,19,46,8,7,3,0,89,1362,860,268,36,15,25,2565
206031116,0,0,3,4,0,3,0,0,0,15,21,16,19,3,0,8,66,1133,193,332,21,23,28,1726,6,5,30,3,3,13,68,0,10,0,4,0,0,14,4,114,13,0,0,0,136,24,15,14,6,0,0,56,13,9,8,0,0,0,30,149,3,19,0,3,0,169,289,3,68,0,3,0,364,448,4,61,3,5,3,527,281,0,24,0,0,0,316,121,0,26,0,0,0,144,35,0,10,0,0,0,45,20,0,0,0,0,0,19,10,0,0,0,0,0,10,13,0,0,0,0,0,18,31,21,17,7,0,0,70,1449,181,297,21,12,22,1988
206041117,0,0,13,38,0,11,0,3,0,58,49,45,38,7,5,11,154,3018,799,804,356,204,76,5259,10,32,76,5,7,36,166,0,56,5,0,0,0,61,13,276,14,0,0,3,311,43,132,28,17,7,4,233,32,67,25,34,4,0,173,354,113,90,61,43,0,671,784,121,155,90,77,4,1230,878,74,187,44,90,3,1277,906,15,178,21,31,3,1150,521,14,84,10,18,0,646,202,3,49,0,3,0,252,104,3,26,0,0,0,130,49,0,16,0,0,0,62,93,0,31,0,9,0,133,59,63,45,16,7,15,212,4047,970,1002,302,301,76,6701
206041118,0,0,46,79,0,22,0,6,0,107,42,0,27,3,22,8,97,1412,45,225,16,44,17,1754,14,0,52,4,3,17,79,0,0,0,0,0,0,0,11,0,0,5,3,0,20,5,14,9,3,0,0,32,7,8,11,3,0,0,27,21,11,11,10,3,0,54,41,11,28,8,0,0,90,564,3,57,3,3,0,631,841,0,57,0,9,0,905,451,0,36,0,3,0,490,265,0,26,0,3,0,298,135,0,18,0,3,0,158,64,0,11,0,0,0,72,111,0,23,0,4,0,138,47,4,23,0,11,4,86,2576,51,347,38,45,28,3078
206041119,0,0,23,53,0,13,0,0,0,66,22,0,3,3,7,0,29,1023,7,228,9,15,12,1289,6,0,27,0,3,6,44,0,0,0,0,0,0,0,0,5,3,0,0,0,11,4,0,3,0,0,0,6,3,0,3,0,0,0,11,35,0,13,0,0,0,51,118,0,28,0,0,0,142,234,0,42,0,0,0,285,235,0,30,0,3,0,267,133,0,13,0,0,0,153,62,0,12,0,0,0,72,46,0,10,0,0,0,54,17,0,4,0,0,0,26,63,0,13,0,4,0,79,13,0,4,0,0,0,25,973,4,202,8,16,20,1215
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,3,0,13
206041121,0,0,5,5,0,3,0,0,0,13,20,35,11,3,3,3,73,1244,482,318,38,17,18,2112,0,24,12,6,3,4,57,0,38,0,0,0,0,37,6,238,8,5,0,0,261,14,69,18,19,0,0,119,17,30,15,3,0,0,64,17,28,15,3,0,0,69,148,27,48,4,0,3,236,565,12,68,0,0,0,647,386,3,58,0,4,0,446,182,0,31,0,0,0,217,79,0,9,0,0,0,88,18,5,3,0,0,0,23,9,0,3,0,0,0,16,15,0,0,0,0,0,14,17,20,18,6,3,3,71,1481,493,305,43,16,19,2357
206041122,0,0,45,76,0,19,0,7,0,100,117,4,77,13,22,7,242,5249,68,960,85,152,78,6582,48,3,248,3,19,52,370,0,0,4,3,0,0,7,24,8,51,3,16,0,108,54,24,84,24,16,0,205,55,5,49,5,3,3,123,151,11,98,7,15,3,281,887,12,189,15,24,8,1137,2778,22,274,29,58,12,3176,2413,20,305,21,58,13,2833,1728,7,271,3,44,4,2059,558,5,106,3,16,5,695,226,0,68,0,10,3,304,95,0,35,0,3,0,128,173,0,72,0,3,3,256,202,5,168,15,33,15,434,9393,121,2023,130,315,128,12110
206041123,0,0,19,23,0,17,0,0,0,36,47,53,26,3,4,5,132,2359,877,606,33,41,41,3959,13,59,61,9,7,31,170,0,49,0,0,3,0,48,4,340,12,5,3,3,372,29,139,29,17,9,0,219,20,60,23,0,0,0,105,161,95,49,16,11,0,327,448,82,99,14,19,3,672,1202,21,179,6,4,4,1413,915,11,144,3,5,3,1074,381,3,57,0,11,4,451,217,0,49,0,0,0,273,99,0,27,0,0,0,127,42,0,16,0,0,0,62,46,0,34,0,3,0,78,64,49,43,3,8,5,170,3644,895,821,76,74,59,5572
206041124,0,0,22,16,0,4,0,0,0,16,11,0,7,3,4,0,27,608,33,169,51,29,19,913,0,0,14,0,0,7,28,0,0,0,0,0,0,3,3,4,3,8,0,0,16,10,8,5,5,0,0,27,13,0,7,3,0,0,25,17,5,15,9,0,0,46,209,10,18,15,0,0,258,353,0,48,0,3,0,407,185,3,15,0,3,0,213,61,0,10,0,3,0,76,30,0,7,0,0,0,33,32,0,4,0,0,0,43,29,0,6,0,0,0,44,30,0,5,0,0,0,39,20,4,11,17,3,0,47,998,36,169,62,20,13,1297
206041125,0,0,18,41,0,7,0,3,0,55,20,0,12,0,4,0,40,1167,3,283,3,33,37,1520,0,0,23,0,12,22,58,0,0,0,0,0,0,0,4,0,8,0,0,0,11,4,0,8,0,0,0,10,12,0,7,0,0,0,17,40,0,22,0,4,0,68,210,0,31,0,0,0,249,357,0,45,0,3,0,409,264,0,32,0,3,0,293,118,0,24,0,0,0,146,70,0,11,0,0,0,81,25,0,3,0,0,0,30,19,0,3,0,0,0,28,54,0,18,0,0,0,73,19,0,8,0,5,0,36,1199,3,261,3,31,19,1518
206041126,5,0,90,115,0,30,0,5,0,149,65,0,36,0,12,3,126,2608,5,515,7,51,43,3226,10,0,96,0,11,33,156,0,0,0,0,0,0,0,9,0,18,0,0,0,34,7,0,26,0,3,0,32,6,0,20,0,0,0,31,31,0,37,0,0,0,66,135,3,44,0,5,3,187,943,0,91,0,5,3,1043,1431,0,164,0,4,4,1605,1004,0,96,3,10,0,1107,411,0,43,0,4,0,464,185,0,15,0,0,3,202,106,0,11,0,7,0,129,191,0,38,0,5,0,231,107,0,57,4,26,9,193,4578,8,751,10,91,50,5488
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
