SA2_MAINCODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
306021155,7,34,38,40,78,7,9,3,0,3,20,15,26,43,8,4,0,0,7,9,13,14,22,547,563,254,264,638,751,1437,1577,3021
306021156,27,46,88,88,172,48,24,3,0,21,43,70,63,131,14,17,4,0,29,70,52,80,133,1168,1228,413,408,1139,1433,2725,3073,5797
306021157,13,23,41,42,87,17,8,0,0,6,22,30,27,58,9,3,0,0,14,21,17,29,46,538,546,227,226,806,876,1571,1645,3215
306031158,22,39,74,75,145,30,12,0,0,11,17,42,28,76,16,4,0,0,15,30,38,39,73,757,785,180,187,617,492,1546,1465,3013
306031159,41,77,136,150,285,64,42,3,0,48,73,118,118,233,35,17,0,0,35,94,76,116,191,1350,1371,330,348,1393,1499,3080,3216,6295
306031160,38,41,120,95,220,56,26,0,0,23,49,81,75,157,31,8,0,0,15,58,42,71,111,1392,1415,386,410,1079,937,2860,2756,5616
306031161,69,61,198,138,339,62,22,0,0,43,51,102,75,181,37,6,0,0,23,48,56,59,117,1734,1755,479,497,1607,1299,3830,3549,7381
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,3,6,3,8,0,0,0,0,0,6,4,6,9,0,0,0,0,0,3,0,3,3,135,135,139,143,515,542,781,815,1600
306041164,26,43,83,82,168,29,13,0,0,23,31,50,42,90,15,4,0,0,26,27,34,34,71,882,909,347,358,928,882,2161,2142,4302
306041165,20,22,63,48,107,16,5,0,0,12,14,28,20,52,4,0,0,0,3,4,5,8,13,656,664,315,320,662,662,1638,1644,3280
306051166,46,125,199,237,431,96,62,9,0,42,97,145,162,305,57,26,3,0,46,117,105,138,242,1805,1846,403,426,1377,1747,3583,4012,7599
306051167,41,38,106,80,183,31,19,0,0,18,18,47,42,92,18,5,0,0,14,26,30,33,65,748,770,255,278,835,809,1835,1851,3689
306051168,19,18,52,44,95,20,10,0,0,14,14,35,27,57,5,4,0,0,7,15,14,18,33,630,656,280,289,630,626,1536,1577,3112
306051169,55,55,177,135,309,50,28,6,3,26,49,86,83,168,35,18,4,0,22,49,57,69,131,1570,1623,352,363,998,1098,2914,3078,5993
306051170,58,92,193,209,403,94,47,3,0,49,86,144,135,281,61,16,0,0,36,88,92,111,206,1683,1732,464,484,1547,1727,3688,3947,7634
307011171,22,19,53,46,95,24,8,0,0,11,15,40,25,63,7,0,0,0,6,17,14,20,33,728,732,175,177,543,476,1449,1388,2838
307011172,20,52,81,98,178,41,26,0,0,18,33,61,54,115,23,13,0,0,22,46,47,52,101,1273,1318,305,318,902,909,2479,2545,5022
307011173,19,51,69,93,163,32,18,3,4,20,28,52,45,98,12,3,3,0,14,46,31,50,82,1023,1056,259,264,701,827,1985,2150,4130
307011174,26,29,80,66,151,26,16,0,0,15,22,37,36,81,9,5,0,0,17,15,28,22,53,762,766,151,154,539,441,1459,1365,2821
307011175,10,22,54,49,105,23,15,0,0,3,13,27,25,53,9,3,0,0,10,26,19,28,46,649,654,153,161,410,402,1205,1211,2414
307011176,21,44,54,84,135,25,16,0,0,17,37,35,50,86,14,12,0,0,12,34,24,44,61,937,988,331,355,789,886,2054,2226,4283
307011177,31,36,91,76,169,24,6,0,0,13,36,42,40,80,9,4,0,3,20,26,33,36,68,1067,1081,223,227,676,550,1966,1861,3824
307011178,23,13,68,48,110,24,6,0,0,12,14,32,22,52,6,0,0,0,3,12,14,16,26,598,611,143,139,591,421,1327,1166,2501
307021179,52,72,189,144,332,73,32,3,0,30,59,104,93,196,27,13,0,0,23,55,56,73,125,1628,1672,265,276,1095,1071,2985,3021,6006
307021180,23,42,91,91,181,45,28,0,0,25,34,71,59,133,25,9,0,0,8,31,39,40,83,1275,1326,268,273,1057,907,2605,2509,5110
307021181,14,25,46,51,98,21,10,0,0,5,12,28,27,54,12,9,0,0,10,16,17,26,39,577,589,112,131,442,343,1134,1068,2200
307021182,16,33,75,83,163,36,25,0,0,22,38,58,62,124,24,11,0,0,14,40,33,53,82,1060,1082,176,184,645,653,1877,1915,3795
307021183,55,102,189,191,378,83,64,3,0,37,86,122,149,272,54,21,0,0,41,102,97,123,217,2795,2863,609,665,2153,2170,5559,5692,11254
307031184,26,28,93,72,163,38,20,0,0,16,29,58,48,100,14,3,3,0,7,25,23,27,53,971,996,163,174,604,567,1744,1731,3476
307031185,21,24,71,64,138,31,10,0,0,20,28,55,38,93,23,13,0,0,12,15,35,31,65,849,863,123,135,529,512,1500,1504,3008
307031186,26,27,82,76,153,31,22,3,3,14,21,48,39,86,24,11,3,0,14,35,43,47,93,895,918,155,171,658,556,1710,1635,3342
307031187,37,66,114,136,249,61,39,0,3,26,59,92,100,190,44,13,3,0,17,82,56,93,146,934,944,181,185,690,914,1805,2041,3850
307031188,33,31,97,68,164,26,15,0,0,15,31,50,44,90,14,7,0,0,10,25,21,34,58,1128,1141,241,239,729,663,2096,2046,4143
307031189,68,166,250,317,565,115,66,0,0,37,145,153,214,369,52,27,4,0,40,146,92,180,266,2465,2533,533,569,1987,2585,4991,5693,10677
308011190,11,7,34,12,43,5,0,4,0,5,3,11,10,20,3,0,0,0,0,3,6,3,10,934,958,353,368,956,728,2238,2056,4298
308011191,42,39,102,68,172,18,12,0,0,18,20,40,34,78,14,9,0,0,11,22,23,28,51,1351,1381,288,298,953,635,2595,2322,4919
308011192,9,32,36,49,88,14,8,0,0,9,19,22,28,44,9,4,0,0,7,18,15,18,32,1980,2125,575,640,1435,1334,3993,4094,8087
308031205,24,44,71,82,160,37,31,0,0,38,55,72,83,156,35,11,0,0,26,75,57,86,145,802,827,314,340,1274,1255,2383,2426,4807
308031206,11,12,30,24,61,7,7,0,0,3,9,15,13,24,9,4,0,0,5,6,13,10,19,350,366,73,72,217,189,643,629,1276
308031207,21,50,99,119,216,33,17,0,0,20,37,56,56,109,22,12,0,0,27,47,45,55,102,844,895,209,236,689,800,1751,1938,3685
308031208,24,63,99,130,229,51,37,0,0,26,60,78,96,174,28,10,0,0,20,65,48,81,124,1587,1651,363,387,1105,1355,3058,3392,6447
308031209,9,10,35,41,75,11,4,4,0,8,15,21,20,43,9,3,0,0,0,4,9,12,23,894,975,122,135,478,420,1496,1531,3025
308031210,20,49,79,95,174,43,15,0,0,14,30,55,45,103,11,9,0,0,12,35,31,41,71,1648,1780,557,622,1154,1566,3358,3973,7323
308031211,16,29,37,61,93,22,17,0,0,18,23,42,41,82,16,5,0,0,15,18,33,28,59,686,714,216,235,794,722,1696,1678,3370
308031212,34,24,64,47,116,18,6,0,0,13,19,34,26,57,4,4,0,0,15,26,20,24,46,365,390,115,116,590,525,1071,1028,2103
308031213,23,72,96,131,231,47,29,0,0,13,53,62,82,140,20,11,3,0,16,41,37,52,84,1713,1797,348,369,1181,1524,3240,3692,6932
308031214,22,60,66,90,159,34,30,0,0,21,52,56,79,133,18,10,0,0,17,53,30,57,93,699,728,214,240,819,918,1728,1882,3610
308031215,7,49,48,85,132,24,17,4,0,13,42,37,51,91,13,3,0,0,11,32,29,37,63,1008,1065,265,286,867,1012,2150,2361,4505
308031216,27,46,83,100,183,33,14,0,0,24,63,55,87,139,22,14,0,0,19,68,42,85,124,820,856,263,274,864,1077,1943,2202,4148
308031217,24,47,43,60,100,15,12,0,0,13,23,26,38,62,9,3,0,0,17,31,28,35,58,318,321,121,127,683,606,1120,1054,2168
308031218,19,15,48,41,88,16,8,0,0,11,17,31,25,51,8,3,0,0,22,22,28,26,50,646,662,125,142,507,336,1282,1137,2420
308031219,15,19,47,50,99,18,10,3,0,11,11,30,20,49,5,5,0,0,4,12,17,12,29,761,812,168,189,556,452,1491,1451,2940
308031220,12,11,46,27,75,14,9,0,0,13,6,21,9,34,4,0,0,0,6,3,11,6,22,575,610,90,98,379,288,1049,987,2039
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,4,6,15
308031222,30,66,92,114,197,34,25,0,0,26,56,55,78,138,24,16,0,0,13,79,40,94,130,1069,1135,242,265,1027,1255,2345,2661,5003
308031223,53,107,240,263,501,110,67,0,3,40,133,149,202,349,65,34,3,0,56,141,123,178,306,2900,3163,697,793,2084,2560,5684,6516,12201
308041528,34,51,136,108,246,38,26,3,4,26,42,63,68,134,21,7,0,0,11,47,36,52,81,1598,1635,316,338,987,781,2903,2753,5652
308041529,16,32,53,49,105,14,17,0,0,9,33,24,48,69,11,7,0,0,9,27,24,35,60,963,971,209,228,741,694,1912,1890,3804
308051530,34,27,101,68,166,22,8,5,0,19,7,47,21,68,3,3,0,0,5,11,16,16,28,1056,1087,270,287,898,588,2221,1959,4178
308051531,20,34,64,70,132,25,11,0,0,8,27,29,37,64,7,3,0,0,14,24,17,26,39,1733,1823,451,472,1082,1001,3259,3297,6554
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,10,5,11
308051533,13,45,60,69,130,17,15,0,0,10,33,32,52,83,12,5,0,0,4,29,21,37,53,2071,2178,735,774,1524,1460,4330,4420,8745
308051534,18,43,48,70,120,32,15,0,0,13,36,46,52,96,8,4,0,0,7,41,21,45,66,764,794,284,280,1005,874,2053,1948,4004
308051535,27,31,93,71,165,30,22,0,0,16,31,47,48,97,11,6,0,3,12,26,23,34,62,2013,2122,519,559,1215,942,3749,3618,7371
308051536,3,21,17,34,53,13,7,0,0,3,6,11,13,24,7,3,0,0,5,7,9,12,21,591,616,183,181,503,434,1276,1232,2507
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,3,7,27,21,44,14,6,0,3,4,8,14,17,27,5,5,0,0,3,9,8,12,18,969,1027,313,333,644,676,1929,2037,3964
308051539,16,23,49,52,100,27,13,0,0,17,27,40,39,79,12,4,0,0,8,26,19,32,53,693,700,197,211,783,694,1674,1606,3281
309011224,33,74,120,133,251,64,39,3,0,21,56,94,97,184,46,23,6,0,25,63,73,78,157,1358,1386,370,360,1116,1264,2837,3009,5847
309011225,31,80,139,141,281,48,36,6,0,33,62,83,99,180,43,24,3,3,23,95,73,122,190,1236,1259,433,453,1311,1627,2982,3340,6317
309011226,58,141,245,284,533,118,84,6,4,37,124,166,211,384,86,42,3,4,60,174,149,225,369,2592,2638,556,564,1743,2448,4888,5652,10536
309011227,42,75,141,152,287,53,38,3,0,24,57,79,90,169,42,23,0,0,30,81,71,105,176,1364,1381,771,761,2165,2321,4295,4458,8754
309011228,45,111,185,213,393,70,42,8,4,41,121,116,166,285,54,24,4,0,34,141,100,166,265,1977,1991,557,564,1827,2238,4360,4797,9154
309011229,26,50,66,82,144,25,22,0,0,23,44,50,69,121,22,11,0,0,13,65,35,73,111,863,886,389,407,1156,1353,2416,2652,5064
309021230,42,50,103,95,201,41,34,0,0,22,53,69,83,158,33,17,0,0,24,60,63,79,140,748,755,270,274,1104,1119,2125,2152,4279
309021231,49,73,136,129,269,44,33,3,0,28,80,77,119,198,50,27,0,0,38,98,86,120,209,1594,1628,510,538,1681,2030,3785,4197,7980
309021232,31,94,125,168,296,66,49,3,3,28,76,99,129,223,48,21,3,0,37,94,84,117,200,1629,1667,347,363,1206,1529,3174,3559,6735
309021233,36,89,206,197,402,81,62,0,0,38,101,118,157,279,64,35,0,0,47,141,113,177,290,2214,2244,449,465,1595,1978,4261,4695,8954
309021234,64,127,167,224,396,75,55,0,5,46,106,125,166,289,56,34,9,0,59,158,121,195,318,2081,2131,722,735,2295,2809,5094,5674,10775
309031235,22,76,160,172,326,67,42,3,0,25,50,99,94,190,36,14,3,0,16,51,48,58,110,1895,1910,378,399,1345,1660,3618,3969,7584
309031236,38,62,107,122,230,36,17,0,6,21,53,60,79,134,24,15,0,0,15,63,42,77,116,1147,1171,424,437,1383,1763,2956,3369,6324
309031237,72,168,267,305,570,115,72,3,4,41,134,160,209,369,74,45,3,0,45,144,119,192,309,1719,1720,469,475,1334,2097,3513,4291,7808
309031238,75,172,229,279,507,74,54,7,3,53,138,139,191,326,54,27,4,0,42,143,100,169,271,2148,2173,821,847,3079,3934,6052,6954,13001
309031239,37,83,198,186,377,73,40,0,3,27,68,106,115,218,42,24,4,0,37,92,87,119,208,1950,2019,362,371,1147,1444,3464,3836,7292
309031240,33,102,228,258,482,113,76,12,4,30,97,156,176,331,69,32,3,3,59,149,138,185,319,1865,1900,352,350,1131,1529,3347,3785,7133
309041241,9,22,43,33,80,10,11,0,0,8,16,17,21,38,6,3,0,0,7,12,17,17,34,721,736,207,198,583,560,1510,1493,3002
309041242,44,90,223,210,432,81,48,3,0,28,77,110,126,236,60,22,0,0,30,59,92,89,175,2717,2771,582,601,1536,1876,4841,5251,10093
309051243,15,28,78,70,150,22,19,0,0,9,24,36,40,78,20,10,0,0,10,37,33,48,84,1366,1403,272,277,873,905,2510,2579,5094
309051244,33,76,216,178,399,78,47,3,0,25,62,107,107,216,31,14,4,0,32,63,71,71,142,3422,3484,663,673,2068,2497,6152,6661,12814
309051245,17,23,61,53,116,24,14,3,0,10,21,38,36,68,10,4,0,0,6,20,16,23,36,1498,1557,266,267,834,1164,2605,2989,5592
309061246,42,74,195,177,366,77,32,5,0,26,58,105,85,195,37,15,4,0,29,59,67,73,142,2137,2160,550,572,1697,2041,4382,4773,9157
309061247,18,64,123,149,275,68,42,0,0,11,38,78,80,157,41,20,0,0,6,47,50,63,112,1507,1519,404,400,1049,1270,2958,3188,6148
309061248,84,164,244,290,538,86,57,5,0,68,135,161,193,355,85,44,3,0,94,200,185,248,427,3233,3288,883,914,2982,3610,7099,7811,14911
309061249,16,50,104,106,217,26,13,0,0,7,14,35,29,64,15,3,0,0,13,27,23,29,51,3100,3171,815,840,2158,2468,6072,6483,12559
309061250,24,59,94,103,199,33,23,0,0,17,50,56,75,129,26,14,0,0,27,98,50,114,166,1520,1547,263,256,977,1153,2761,2961,5715
309071251,3,28,36,40,76,9,3,0,0,4,13,15,20,34,4,4,0,0,6,11,14,14,23,1898,1967,701,713,1435,1785,4034,4469,8504
309071252,41,106,202,225,423,111,73,3,0,21,124,135,192,329,68,34,4,0,24,115,98,148,245,3241,3330,595,615,2094,2482,5926,6420,12350
309071253,23,70,201,181,376,84,39,7,3,13,46,105,85,194,34,14,0,0,10,31,50,41,93,2335,2396,425,435,1140,1435,3898,4261,8162
309071254,17,16,59,32,93,10,9,0,0,3,8,17,20,30,10,10,0,0,4,13,22,20,40,695,709,182,199,536,395,1411,1296,2709
309071255,31,64,139,143,281,71,37,4,3,23,38,95,81,174,16,11,0,0,15,44,36,64,96,3431,3530,900,964,2076,2268,6406,6760,13165
309071256,33,62,136,136,266,48,17,0,0,24,39,77,63,134,24,16,0,0,12,43,37,55,92,2773,2848,676,700,1890,2260,5335,5806,11147
309071257,7,5,26,15,48,10,5,0,0,3,4,13,13,23,4,3,0,3,0,3,8,10,19,1108,1138,627,668,869,1175,2606,2979,5579
309071258,37,64,158,136,293,46,24,3,3,12,47,63,71,132,17,4,0,0,16,48,37,53,89,4943,5067,1616,1686,3374,3863,9930,10617,20553
309081259,20,39,98,91,192,43,21,3,0,15,47,58,71,125,32,23,0,0,22,51,54,72,131,872,896,111,98,528,702,1509,1693,3199
309081260,15,38,51,64,118,27,9,3,0,17,33,44,41,90,9,3,0,0,12,35,19,37,61,998,1013,313,332,940,1204,2247,2546,4790
309081261,62,171,309,375,688,169,87,6,3,40,161,211,249,454,103,42,0,0,54,169,161,218,374,4193,4272,806,807,2925,3946,7930,9029,16955
309081262,36,76,150,134,285,47,30,6,0,25,51,71,85,152,23,7,3,0,8,51,27,67,91,2122,2157,713,740,2104,2987,4945,5886,10831
309091263,43,110,179,211,382,72,41,4,0,30,111,110,152,262,50,29,0,0,57,185,113,215,324,1950,1981,473,461,1637,2192,4065,4636,8705
309091264,12,22,43,44,92,17,8,0,0,7,20,24,33,50,7,0,0,0,4,26,13,30,41,1016,1031,246,244,1099,1162,2359,2443,4804
309091265,9,31,65,65,128,23,15,0,0,9,28,36,39,75,13,5,0,0,12,30,26,32,63,1425,1464,346,348,1428,1452,3194,3267,6463
309091540,68,123,156,196,355,61,44,11,0,55,94,124,136,265,46,22,0,3,33,123,80,150,227,1524,1527,759,749,2832,3325,5115,5599,10719
309091541,88,172,261,298,554,84,48,0,3,44,138,129,190,320,56,29,4,0,57,183,124,211,336,2299,2322,711,721,2978,3602,5984,6647,12629
309101267,22,59,114,127,245,51,29,5,0,14,47,65,80,145,34,15,0,0,22,68,58,80,142,1583,1638,282,270,1022,1365,2883,3273,6156
309101268,5,28,53,48,98,26,10,0,3,14,18,40,34,70,13,9,0,0,11,30,17,41,60,815,836,194,190,585,714,1590,1737,3332
309101269,17,31,76,75,156,34,18,3,0,11,19,51,38,89,21,7,3,0,16,36,39,38,80,593,593,184,185,609,619,1394,1400,2795
309101270,118,161,320,309,625,109,54,6,0,68,124,183,180,362,62,38,6,0,65,138,134,176,306,2779,2801,1211,1183,4621,4424,8611,8407,17015
310011271,6,31,32,46,73,15,6,0,0,4,25,24,35,59,8,4,0,0,9,21,18,32,51,717,726,197,183,842,792,1759,1707,3460
310011272,28,80,89,120,208,45,31,0,0,19,87,62,110,176,29,14,0,0,31,120,56,136,195,1263,1284,203,210,1168,1529,2642,3022,5660
310011273,30,122,184,219,399,78,57,0,0,38,85,113,145,260,34,13,0,0,24,77,60,91,154,4912,5016,943,991,3521,4438,9374,10445,19820
310011274,59,151,168,232,400,63,47,4,3,35,111,101,156,261,65,23,0,0,39,89,102,108,207,2235,2244,450,456,3198,3625,5890,6326,12213
310011275,15,46,77,89,164,29,26,0,0,17,42,44,63,107,34,21,0,0,14,66,51,88,135,1327,1349,332,326,1001,1127,2657,2808,5466
310011276,7,11,15,13,34,6,4,0,0,3,6,7,9,14,3,3,0,0,3,7,9,8,18,312,312,95,104,522,519,929,935,1862
310021277,49,90,214,218,429,104,50,0,3,44,79,147,132,282,45,21,3,0,29,79,80,102,183,2403,2444,398,408,1426,1505,4224,4354,8576
310021278,34,51,134,103,230,40,29,0,0,22,39,64,67,130,20,5,0,0,22,21,43,32,74,968,999,184,193,692,704,1851,1896,3747
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
310021280,72,119,259,241,500,89,51,6,3,53,72,148,119,267,38,14,3,0,44,79,82,87,170,3196,3263,810,844,2623,2821,6629,6924,13555
310021281,56,64,179,155,330,44,20,0,0,30,53,79,74,149,27,7,0,0,21,55,45,61,109,2207,2265,613,647,1898,1857,4713,4770,9484
310021282,42,52,139,131,270,48,12,0,0,26,44,72,61,133,22,12,0,0,26,70,47,78,123,1958,2007,444,459,1586,1622,3987,4088,8074
310031283,31,89,117,162,280,49,36,0,0,25,76,71,114,187,30,10,0,0,23,70,54,78,138,1539,1569,522,562,1462,1951,3517,4081,7600
310031284,31,57,92,116,207,48,29,0,3,26,45,76,73,146,19,12,0,0,12,40,34,49,78,1196,1214,426,420,1572,1504,3184,3145,6324
310031285,11,27,45,53,95,22,13,0,0,5,19,29,30,61,13,6,0,0,9,19,23,32,51,1090,1129,329,351,831,957,2252,2438,4690
310031286,27,30,67,68,133,19,12,0,0,22,39,41,50,97,19,6,0,0,15,54,39,54,94,836,850,240,250,1070,1120,2147,2215,4366
310031287,82,158,213,274,487,108,79,0,7,59,146,168,227,394,83,48,0,0,62,184,147,233,376,2427,2471,759,772,2916,3327,6109,6572,12678
310031288,7,6,45,26,71,8,4,0,0,7,3,11,11,29,3,0,0,0,7,8,14,13,24,895,906,177,187,553,551,1621,1652,3268
310031289,10,17,34,51,88,26,12,0,0,3,9,24,14,43,6,3,0,0,7,11,14,16,27,1140,1170,194,204,580,606,1917,1978,3895
310031290,15,16,58,36,94,14,11,0,0,4,17,12,27,37,8,0,0,0,6,13,11,13,24,1276,1299,222,225,629,696,2125,2222,4344
310031291,23,35,64,71,133,22,12,0,0,17,45,43,55,94,10,0,0,0,11,35,21,34,60,832,847,344,369,1191,1418,2371,2630,5004
310031292,31,73,86,133,221,43,22,0,0,27,52,66,79,146,23,7,0,0,25,38,44,48,90,884,893,303,322,1009,1089,2193,2299,4496
310031293,43,109,164,196,355,54,41,3,3,24,84,89,121,208,34,10,0,0,31,98,58,116,172,2451,2522,603,632,1922,2358,4977,5514,10491
310031294,4,6,27,18,44,3,5,0,0,0,3,3,9,15,3,0,0,0,0,6,3,6,10,776,809,272,286,506,558,1546,1649,3200
310031295,3,33,25,50,77,12,3,0,0,3,16,12,24,39,8,3,0,0,0,20,6,26,30,301,310,105,103,473,580,878,991,1869
310041296,19,24,52,56,105,21,12,0,0,6,17,26,34,58,6,3,0,0,4,17,14,20,30,2381,2457,596,652,1565,1631,4552,4739,9287
310041297,20,41,71,84,158,23,13,3,0,12,24,37,44,81,15,4,0,0,21,24,36,31,60,1536,1572,391,394,1428,1318,3361,3285,6642
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041299,14,49,53,78,134,18,14,0,0,5,44,31,61,88,12,8,0,0,10,27,18,33,52,1236,1268,351,355,1177,1370,2771,2997,5761
310041300,28,45,78,73,150,27,15,0,0,18,36,42,47,89,19,7,0,0,11,30,31,36,73,1276,1288,461,478,1726,1828,3455,3586,7047
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310041302,21,27,75,46,121,16,6,0,0,15,21,26,30,56,8,5,0,0,6,29,13,35,52,2366,2396,981,1006,2592,2924,5940,6323,12268
310041303,7,22,30,33,62,7,3,0,0,0,14,7,15,21,8,3,0,0,0,12,8,14,21,1108,1138,277,299,805,963,2194,2392,4587
310041304,3,31,33,41,77,6,6,0,0,3,6,12,13,30,5,4,0,0,0,15,5,14,20,2488,2532,793,847,1469,1976,4751,5357,10108
311011305,65,91,206,201,406,90,48,4,0,41,78,133,123,260,48,19,0,0,46,79,92,104,190,2223,2271,532,554,1871,2126,4632,4955,9579
311021306,42,47,76,74,149,22,13,0,0,26,45,52,62,113,15,7,0,0,21,45,38,52,94,916,929,389,388,1614,1616,2918,2939,5855
311021307,51,127,249,278,529,80,44,8,0,28,81,110,125,235,44,13,3,0,28,82,75,98,174,1840,1855,553,581,1971,2505,4369,4939,9309
311021308,9,28,53,52,103,14,10,0,0,10,24,30,38,70,6,0,0,0,16,26,25,29,53,1069,1088,383,403,981,1194,2430,2690,5117
311021309,20,43,73,78,150,30,26,0,0,17,52,51,76,123,19,8,0,0,18,48,40,58,97,940,940,253,257,777,1004,1967,2207,4171
311021310,10,23,47,59,111,18,21,0,0,7,7,27,27,52,19,6,0,0,17,18,34,20,53,1130,1142,260,278,798,817,2186,2232,4418
311031311,35,96,179,192,374,80,61,0,0,26,82,110,147,252,46,16,0,0,29,83,76,100,173,1945,1982,448,479,1737,2110,4125,4568,8694
311031312,6,33,32,41,78,8,5,0,0,5,25,16,28,41,5,3,0,0,3,23,7,24,38,1019,1025,339,349,1054,1212,2410,2586,5003
311031313,12,22,44,33,74,14,14,0,0,10,13,23,25,48,11,0,0,0,5,12,15,17,30,834,855,246,244,729,712,1811,1809,3612
311031314,21,29,46,49,100,18,15,0,0,11,18,28,28,58,12,0,0,0,5,17,16,22,36,1472,1488,580,619,1717,1821,3768,3924,7694
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311031316,7,13,62,43,103,15,9,0,0,5,11,24,20,44,15,3,0,0,6,18,18,20,45,1357,1370,354,369,1209,1187,2919,2931,5852
311031317,20,51,51,75,129,25,10,0,0,14,45,47,58,99,8,0,0,0,6,37,16,33,54,1748,1764,592,610,1955,2277,4294,4651,8947
311031318,5,16,45,36,78,11,9,0,0,4,10,18,22,39,13,4,0,0,3,11,13,18,29,963,973,160,166,648,580,1767,1715,3483
311031319,13,44,93,100,189,33,26,0,3,21,50,52,77,127,17,10,3,0,14,33,33,43,76,2779,2825,666,690,2109,2301,5552,5820,11367
311041320,14,30,77,70,149,24,17,3,0,16,30,43,47,84,15,7,0,0,9,23,23,34,60,2504,2569,494,527,1483,1464,4476,4556,9031
311041321,28,67,140,136,276,42,28,3,0,13,48,56,80,134,25,11,0,0,21,42,51,56,104,4363,4464,1314,1373,2880,2981,8552,8819,17374
311041322,16,29,69,61,124,23,12,0,0,5,17,32,34,65,9,0,0,0,7,9,15,11,26,1328,1345,299,318,910,825,2536,2490,5023
311051323,28,118,142,218,362,76,50,3,0,27,114,111,167,278,41,19,0,3,33,97,72,114,194,1592,1604,496,503,1326,1833,3421,3941,7364
311051324,15,27,60,57,115,18,19,3,0,10,24,32,48,81,18,6,0,0,9,37,27,43,70,1711,1752,277,298,1051,1165,3044,3211,6259
311051325,20,32,93,74,169,21,14,0,0,9,20,32,35,72,9,3,0,0,5,29,19,29,46,1891,1921,511,528,1454,1560,3856,4011,7866
311051326,17,61,70,85,159,19,10,0,0,10,30,28,40,67,14,3,0,0,5,20,21,21,41,1330,1340,448,465,1681,1823,3454,3627,7085
311051327,15,43,81,83,161,33,12,0,0,8,38,43,49,87,10,5,3,0,14,36,29,46,70,2309,2369,442,472,1564,1582,4319,4420,8737
311051328,35,73,104,118,217,28,22,0,0,15,64,46,81,129,37,17,0,0,18,82,56,99,155,1009,1016,287,301,1116,1367,2419,2689,5107
311061329,13,26,69,50,120,4,12,0,0,7,15,10,24,41,9,3,0,0,7,19,14,25,39,1212,1230,264,274,896,968,2365,2472,4840
311061330,27,46,84,74,158,21,5,6,0,16,31,35,35,69,10,6,4,0,13,23,25,29,54,1198,1214,387,392,1822,1903,3405,3510,6912
311061331,20,38,57,52,112,14,11,0,0,8,30,27,40,66,7,0,0,0,10,14,20,14,35,733,732,183,184,1264,1160,2172,2078,4257
311061332,30,76,155,144,301,55,33,0,0,24,68,81,95,177,34,24,0,0,20,79,58,110,166,2981,3028,572,589,1906,2284,5463,5900,11360
311061333,31,56,86,94,178,24,10,0,0,21,42,44,51,100,22,12,0,0,15,48,36,59,98,1381,1402,385,397,1772,1910,3536,3704,7244
311061334,19,48,86,93,174,37,20,0,0,12,40,50,63,112,14,11,0,0,11,53,30,65,92,1668,1696,355,355,1300,1479,3323,3529,6857
311061335,8,32,28,59,80,19,3,3,0,3,8,25,17,38,7,0,0,0,3,14,10,14,21,1232,1250,173,176,845,847,2249,2271,4522
311061336,53,60,114,111,224,34,17,0,0,28,44,59,57,119,23,9,0,0,18,37,38,45,82,1481,1482,383,404,2427,2325,4292,4213,8502
312011337,53,63,122,122,246,33,20,0,3,26,49,65,74,140,18,8,0,0,28,55,50,68,120,1308,1362,389,427,1372,1279,3068,3067,6133
