SA4_NAME16	Year	IndustryOfEmployment	workers
Brisbane Inner City	2016		4812
Brisbane Inner City	2016	Accommodation and food services	12266
Brisbane Inner City	2016	Administrative and support services	5405
Brisbane Inner City	2016	Agriculture forestry and fishing	477
Brisbane Inner City	2016	Arts and recreation services	3099
Brisbane Inner City	2016	Construction	8121
Brisbane Inner City	2016	Education and training	13281
Brisbane Inner City	2016	Electricity gas water and waste services	1316
Brisbane Inner City	2016	Financial and insurance services	6728
Brisbane Inner City	2016	Health care and social assistance	18217
Brisbane Inner City	2016	Information media and telecommunications	2849
Brisbane Inner City	2016	Manufacturing	4430
Brisbane Inner City	2016	Mining	2761
Brisbane Inner City	2016	Other services	3957
Brisbane Inner City	2016	Professional scientific and technical services	19940
Brisbane Inner City	2016	Public administration and safety	9710
Brisbane Inner City	2016	Rental hiring and real estate services	4151
Brisbane Inner City	2016	Retail trade	10350
Brisbane Inner City	2016	Transport postal and warehousing	5296
Brisbane Inner City	2016	Wholesale trade	3090
Cairns	2006		2765
Cairns	2006	Accommodation and food services	9797
Cairns	2006	Administrative and support services	3483
Cairns	2006	Agriculture forestry and fishing	5044
Cairns	2006	Arts and recreation services	1517
Cairns	2006	Construction	8936
Cairns	2006	Education and training	6755
Cairns	2006	Electricity gas water and waste services	990
Cairns	2006	Financial and insurance services	1681
Cairns	2006	Health care and social assistance	8889
Cairns	2006	Information media and telecommunications	944
Cairns	2006	Manufacturing	6181
Cairns	2006	Mining	1035
Cairns	2006	Other services	3538
Cairns	2006	Professional scientific and technical services	3833
Cairns	2006	Public administration and safety	7508
Cairns	2006	Rental hiring and real estate services	2007
Cairns	2006	Retail trade	11830
Cairns	2006	Transport postal and warehousing	6056
Cairns	2006	Wholesale trade	2857
Cairns	2011		2676
Cairns	2011	Accommodation and food services	9764
Cairns	2011	Administrative and support services	3557
Cairns	2011	Agriculture forestry and fishing	4896
Cairns	2011	Arts and recreation services	1695
Cairns	2011	Construction	9171
Cairns	2011	Education and training	8066
Cairns	2011	Electricity gas water and waste services	1169
Cairns	2011	Financial and insurance services	1582
Cairns	2011	Health care and social assistance	12249
Cairns	2011	Information media and telecommunications	877
Cairns	2011	Manufacturing	5742
Cairns	2011	Mining	1870
Cairns	2011	Other services	4075
Cairns	2011	Professional scientific and technical services	4610
Cairns	2011	Public administration and safety	7818
Cairns	2011	Rental hiring and real estate services	1885
Cairns	2011	Retail trade	11975
Cairns	2011	Transport postal and warehousing	6237
Cairns	2011	Wholesale trade	2971
Cairns	2016		4395
Cairns	2016	Accommodation and food services	10390
Cairns	2016	Administrative and support services	4349
Cairns	2016	Agriculture forestry and fishing	6041
Cairns	2016	Arts and recreation services	1921
Cairns	2016	Construction	8304
Cairns	2016	Education and training	9330
Cairns	2016	Electricity gas water and waste services	997
Cairns	2016	Financial and insurance services	1439
Cairns	2016	Health care and social assistance	14080
Cairns	2016	Information media and telecommunications	776
Cairns	2016	Manufacturing	4583
Cairns	2016	Mining	1716
Cairns	2016	Other services	4330
Cairns	2016	Professional scientific and technical services	4479
Cairns	2016	Public administration and safety	7823
Cairns	2016	Rental hiring and real estate services	1910
Cairns	2016	Retail trade	10935
Cairns	2016	Transport postal and warehousing	6109
Cairns	2016	Wholesale trade	2228
Darling Downs - Maranoa	2006		1369
Darling Downs - Maranoa	2006	Accommodation and food services	2710
Darling Downs - Maranoa	2006	Administrative and support services	759
Darling Downs - Maranoa	2006	Agriculture forestry and fishing	12365
Darling Downs - Maranoa	2006	Arts and recreation services	269
Darling Downs - Maranoa	2006	Construction	3530
Darling Downs - Maranoa	2006	Education and training	3744
Darling Downs - Maranoa	2006	Electricity gas water and waste services	571
Darling Downs - Maranoa	2006	Financial and insurance services	729
Darling Downs - Maranoa	2006	Health care and social assistance	4355
Darling Downs - Maranoa	2006	Information media and telecommunications	291
Darling Downs - Maranoa	2006	Manufacturing	4672
Darling Downs - Maranoa	2006	Mining	713
Darling Downs - Maranoa	2006	Other services	1757
Darling Downs - Maranoa	2006	Professional scientific and technical services	1367
Darling Downs - Maranoa	2006	Public administration and safety	2996
Darling Downs - Maranoa	2006	Rental hiring and real estate services	443
Darling Downs - Maranoa	2006	Retail trade	5695
Darling Downs - Maranoa	2006	Transport postal and warehousing	2561
Darling Downs - Maranoa	2006	Wholesale trade	1811
Darling Downs - Maranoa	2011		1502
Darling Downs - Maranoa	2011	Accommodation and food services	3157
Darling Downs - Maranoa	2011	Administrative and support services	843
Darling Downs - Maranoa	2011	Agriculture forestry and fishing	11207
Darling Downs - Maranoa	2011	Arts and recreation services	314
Darling Downs - Maranoa	2011	Construction	4329
Darling Downs - Maranoa	2011	Education and training	3957
Darling Downs - Maranoa	2011	Electricity gas water and waste services	824
Darling Downs - Maranoa	2011	Financial and insurance services	709
Darling Downs - Maranoa	2011	Health care and social assistance	5120
Darling Downs - Maranoa	2011	Information media and telecommunications	295
Darling Downs - Maranoa	2011	Manufacturing	4198
Darling Downs - Maranoa	2011	Mining	1774
Darling Downs - Maranoa	2011	Other services	1891
Darling Downs - Maranoa	2011	Professional scientific and technical services	1635
Darling Downs - Maranoa	2011	Public administration and safety	2957
Darling Downs - Maranoa	2011	Rental hiring and real estate services	537
Darling Downs - Maranoa	2011	Retail trade	5721
Darling Downs - Maranoa	2011	Transport postal and warehousing	2863
Darling Downs - Maranoa	2011	Wholesale trade	1666
Darling Downs - Maranoa	2016		2442
Darling Downs - Maranoa	2016	Accommodation and food services	3068
Darling Downs - Maranoa	2016	Administrative and support services	1138
Darling Downs - Maranoa	2016	Agriculture forestry and fishing	11092
Darling Downs - Maranoa	2016	Arts and recreation services	347
Darling Downs - Maranoa	2016	Construction	4220
Darling Downs - Maranoa	2016	Education and training	4442
Darling Downs - Maranoa	2016	Electricity gas water and waste services	939
Darling Downs - Maranoa	2016	Financial and insurance services	622
Darling Downs - Maranoa	2016	Health care and social assistance	5248
Darling Downs - Maranoa	2016	Information media and telecommunications	256
Darling Downs - Maranoa	2016	Manufacturing	3461
Darling Downs - Maranoa	2016	Mining	1382
Darling Downs - Maranoa	2016	Other services	1985
Darling Downs - Maranoa	2016	Professional scientific and technical services	1634
Darling Downs - Maranoa	2016	Public administration and safety	2999
Darling Downs - Maranoa	2016	Rental hiring and real estate services	571
Darling Downs - Maranoa	2016	Retail trade	5028
Darling Downs - Maranoa	2016	Transport postal and warehousing	2556
Darling Downs - Maranoa	2016	Wholesale trade	1432
Central Queensland	2006		2187
Central Queensland	2006	Accommodation and food services	6086
Central Queensland	2006	Administrative and support services	2108
Central Queensland	2006	Agriculture forestry and fishing	5110
Central Queensland	2006	Arts and recreation services	547
Central Queensland	2006	Construction	8476
Central Queensland	2006	Education and training	7463
Central Queensland	2006	Electricity gas water and waste services	2087
Central Queensland	2006	Financial and insurance services	1467
Central Queensland	2006	Health care and social assistance	7666
Central Queensland	2006	Information media and telecommunications	707
Central Queensland	2006	Manufacturing	9571
Central Queensland	2006	Mining	5954
Central Queensland	2006	Other services	3303
Central Queensland	2006	Professional scientific and technical services	3180
Central Queensland	2006	Public administration and safety	4987
Central Queensland	2006	Rental hiring and real estate services	1494
Central Queensland	2006	Retail trade	9475
Central Queensland	2006	Transport postal and warehousing	5196
Central Queensland	2006	Wholesale trade	2688
Central Queensland	2011		2467
Central Queensland	2011	Accommodation and food services	6630
Central Queensland	2011	Administrative and support services	2430
Central Queensland	2011	Agriculture forestry and fishing	4599
Central Queensland	2011	Arts and recreation services	627
Central Queensland	2011	Construction	9845
Central Queensland	2011	Education and training	7762
Central Queensland	2011	Electricity gas water and waste services	2451
Central Queensland	2011	Financial and insurance services	1404
Central Queensland	2011	Health care and social assistance	9432
Central Queensland	2011	Information media and telecommunications	569
Central Queensland	2011	Manufacturing	9720
Central Queensland	2011	Mining	8846
Central Queensland	2011	Other services	3940
Central Queensland	2011	Professional scientific and technical services	4513
Central Queensland	2011	Public administration and safety	5374
Central Queensland	2011	Rental hiring and real estate services	1587
Central Queensland	2011	Retail trade	9782
Central Queensland	2011	Transport postal and warehousing	6140
Central Queensland	2011	Wholesale trade	2993
Central Queensland	2016		3554
Central Queensland	2016	Accommodation and food services	6591
Central Queensland	2016	Administrative and support services	2798
Central Queensland	2016	Agriculture forestry and fishing	4982
Central Queensland	2016	Arts and recreation services	744
Central Queensland	2016	Construction	8032
Central Queensland	2016	Education and training	8759
Central Queensland	2016	Electricity gas water and waste services	2534
Central Queensland	2016	Financial and insurance services	1105
Central Queensland	2016	Health care and social assistance	10248
Central Queensland	2016	Information media and telecommunications	532
Central Queensland	2016	Manufacturing	7105
Central Queensland	2016	Mining	8538
Central Queensland	2016	Other services	3978
Central Queensland	2016	Professional scientific and technical services	3842
Central Queensland	2016	Public administration and safety	5406
Central Queensland	2016	Rental hiring and real estate services	1473
Central Queensland	2016	Retail trade	9335
Central Queensland	2016	Transport postal and warehousing	5714
Central Queensland	2016	Wholesale trade	2389
Gold Coast	2006		6540
Gold Coast	2006	Accommodation and food services	20886
Gold Coast	2006	Administrative and support services	7616
Gold Coast	2006	Agriculture forestry and fishing	1150
Gold Coast	2006	Arts and recreation services	6006
Gold Coast	2006	Construction	24993
Gold Coast	2006	Education and training	13024
Gold Coast	2006	Electricity gas water and waste services	1012
Gold Coast	2006	Financial and insurance services	6179
Gold Coast	2006	Health care and social assistance	18812
Gold Coast	2006	Information media and telecommunications	3988
Gold Coast	2006	Manufacturing	18849
Gold Coast	2006	Mining	675
Gold Coast	2006	Other services	8169
Gold Coast	2006	Professional scientific and technical services	11257
Gold Coast	2006	Public administration and safety	8078
Gold Coast	2006	Rental hiring and real estate services	6687
Gold Coast	2006	Retail trade	27849
Gold Coast	2006	Transport postal and warehousing	7508
Gold Coast	2006	Wholesale trade	8229
Gold Coast	2011		6338
Gold Coast	2011	Accommodation and food services	22874
Gold Coast	2011	Administrative and support services	9428
Gold Coast	2011	Agriculture forestry and fishing	1054
Gold Coast	2011	Arts and recreation services	6975
Gold Coast	2011	Construction	26844
Gold Coast	2011	Education and training	17056
Gold Coast	2011	Electricity gas water and waste services	1806
Gold Coast	2011	Financial and insurance services	6627
Gold Coast	2011	Health care and social assistance	26358
Gold Coast	2011	Information media and telecommunications	4014
Gold Coast	2011	Manufacturing	17957
Gold Coast	2011	Mining	1692
Gold Coast	2011	Other services	9635
Gold Coast	2011	Professional scientific and technical services	14993
Gold Coast	2011	Public administration and safety	10367
Gold Coast	2011	Rental hiring and real estate services	6491
Gold Coast	2011	Retail trade	29176
Gold Coast	2011	Transport postal and warehousing	9179
Gold Coast	2011	Wholesale trade	8829
Gold Coast	2016		13123
Gold Coast	2016	Accommodation and food services	25792
Gold Coast	2016	Administrative and support services	11561
Gold Coast	2016	Agriculture forestry and fishing	1502
Gold Coast	2016	Arts and recreation services	7875
Gold Coast	2016	Construction	30708
Gold Coast	2016	Education and training	21823
Gold Coast	2016	Electricity gas water and waste services	1589
Gold Coast	2016	Financial and insurance services	6800
Gold Coast	2016	Health care and social assistance	33078
Gold Coast	2016	Information media and telecommunications	4144
Gold Coast	2016	Manufacturing	14347
Gold Coast	2016	Mining	1886
Gold Coast	2016	Other services	10619
Gold Coast	2016	Professional scientific and technical services	16363
Gold Coast	2016	Public administration and safety	11471
Gold Coast	2016	Rental hiring and real estate services	7869
Gold Coast	2016	Retail trade	29806
Gold Coast	2016	Transport postal and warehousing	10062
Gold Coast	2016	Wholesale trade	6457
Ipswich	2006		2832
Ipswich	2006	Accommodation and food services	5200
Ipswich	2006	Administrative and support services	2973
Ipswich	2006	Agriculture forestry and fishing	2771
Ipswich	2006	Arts and recreation services	980
Ipswich	2006	Construction	7638
Ipswich	2006	Education and training	7407
Ipswich	2006	Electricity gas water and waste services	1194
Ipswich	2006	Financial and insurance services	2452
Ipswich	2006	Health care and social assistance	11219
Ipswich	2006	Information media and telecommunications	1133
Ipswich	2006	Manufacturing	17465
Ipswich	2006	Mining	597
Ipswich	2006	Other services	3830
Ipswich	2006	Professional scientific and technical services	4363
Ipswich	2006	Public administration and safety	8171
Ipswich	2006	Rental hiring and real estate services	1611
Ipswich	2006	Retail trade	11548
Ipswich	2006	Transport postal and warehousing	6746
Ipswich	2006	Wholesale trade	4912
Ipswich	2011		2969
Ipswich	2011	Accommodation and food services	6525
Ipswich	2011	Administrative and support services	3648
Ipswich	2011	Agriculture forestry and fishing	2501
Ipswich	2011	Arts and recreation services	1110
Ipswich	2011	Construction	9343
Ipswich	2011	Education and training	8878
Ipswich	2011	Electricity gas water and waste services	1612
Ipswich	2011	Financial and insurance services	2888
Ipswich	2011	Health care and social assistance	14455
Ipswich	2011	Information media and telecommunications	1118
Ipswich	2011	Manufacturing	16679
Ipswich	2011	Mining	1233
Ipswich	2011	Other services	4756
Ipswich	2011	Professional scientific and technical services	6010
Ipswich	2011	Public administration and safety	10653
Ipswich	2011	Rental hiring and real estate services	1703
Ipswich	2011	Retail trade	12984
Ipswich	2011	Transport postal and warehousing	8192
Ipswich	2011	Wholesale trade	5431
Ipswich	2016		6671
Ipswich	2016	Accommodation and food services	7717
Ipswich	2016	Administrative and support services	4595
Ipswich	2016	Agriculture forestry and fishing	2946
Ipswich	2016	Arts and recreation services	1417
Ipswich	2016	Construction	10967
Ipswich	2016	Education and training	11316
Ipswich	2016	Electricity gas water and waste services	1675
Ipswich	2016	Financial and insurance services	3203
Ipswich	2016	Health care and social assistance	17381
Ipswich	2016	Information media and telecommunications	1367
Ipswich	2016	Manufacturing	13144
Ipswich	2016	Mining	1281
Ipswich	2016	Other services	5642
Ipswich	2016	Professional scientific and technical services	6403
Ipswich	2016	Public administration and safety	11049
Ipswich	2016	Rental hiring and real estate services	2115
Ipswich	2016	Retail trade	13703
Ipswich	2016	Transport postal and warehousing	8874
Ipswich	2016	Wholesale trade	4509
Logan - Beaudesert	2006		3745
Logan - Beaudesert	2006	Accommodation and food services	6040
Logan - Beaudesert	2006	Administrative and support services	3860
Logan - Beaudesert	2006	Agriculture forestry and fishing	1407
Logan - Beaudesert	2006	Arts and recreation services	1316
Logan - Beaudesert	2006	Construction	13696
Logan - Beaudesert	2006	Education and training	7327
Logan - Beaudesert	2006	Electricity gas water and waste services	1064
Logan - Beaudesert	2006	Financial and insurance services	2972
Logan - Beaudesert	2006	Health care and social assistance	10530
Logan - Beaudesert	2006	Information media and telecommunications	1382
Logan - Beaudesert	2006	Manufacturing	18808
Logan - Beaudesert	2006	Mining	479
Logan - Beaudesert	2006	Other services	5190
Logan - Beaudesert	2006	Professional scientific and technical services	4788
Logan - Beaudesert	2006	Public administration and safety	5937
Logan - Beaudesert	2006	Rental hiring and real estate services	2151
Logan - Beaudesert	2006	Retail trade	14985
Logan - Beaudesert	2006	Transport postal and warehousing	8062
Logan - Beaudesert	2006	Wholesale trade	6803
Logan - Beaudesert	2011		3830
Logan - Beaudesert	2011	Accommodation and food services	6867
Logan - Beaudesert	2011	Administrative and support services	4511
Logan - Beaudesert	2011	Agriculture forestry and fishing	1323
Logan - Beaudesert	2011	Arts and recreation services	1483
Logan - Beaudesert	2011	Construction	14881
Logan - Beaudesert	2011	Education and training	8570
Logan - Beaudesert	2011	Electricity gas water and waste services	1389
Logan - Beaudesert	2011	Financial and insurance services	3092
Logan - Beaudesert	2011	Health care and social assistance	14017
Logan - Beaudesert	2011	Information media and telecommunications	1350
Logan - Beaudesert	2011	Manufacturing	17841
Logan - Beaudesert	2011	Mining	965
Logan - Beaudesert	2011	Other services	5771
Logan - Beaudesert	2011	Professional scientific and technical services	6006
Logan - Beaudesert	2011	Public administration and safety	7093
Logan - Beaudesert	2011	Rental hiring and real estate services	1947
Logan - Beaudesert	2011	Retail trade	15102
Logan - Beaudesert	2011	Transport postal and warehousing	9432
Logan - Beaudesert	2011	Wholesale trade	6984
Logan - Beaudesert	2016		7828
Logan - Beaudesert	2016	Accommodation and food services	7381
Logan - Beaudesert	2016	Administrative and support services	5012
Logan - Beaudesert	2016	Agriculture forestry and fishing	1661
Logan - Beaudesert	2016	Arts and recreation services	1659
Logan - Beaudesert	2016	Construction	16361
Logan - Beaudesert	2016	Education and training	10348
Logan - Beaudesert	2016	Electricity gas water and waste services	1338
Logan - Beaudesert	2016	Financial and insurance services	2974
Logan - Beaudesert	2016	Health care and social assistance	15705
Logan - Beaudesert	2016	Information media and telecommunications	1391
Logan - Beaudesert	2016	Manufacturing	13264
Logan - Beaudesert	2016	Mining	954
Logan - Beaudesert	2016	Other services	6091
Logan - Beaudesert	2016	Professional scientific and technical services	6032
Logan - Beaudesert	2016	Public administration and safety	7172
Logan - Beaudesert	2016	Rental hiring and real estate services	2392
Logan - Beaudesert	2016	Retail trade	14346
Logan - Beaudesert	2016	Transport postal and warehousing	10044
Logan - Beaudesert	2016	Wholesale trade	5360
Mackay - Isaac - Whitsunday	2006		2022
Mackay - Isaac - Whitsunday	2006	Accommodation and food services	6015
Mackay - Isaac - Whitsunday	2006	Administrative and support services	1778
Mackay - Isaac - Whitsunday	2006	Agriculture forestry and fishing	4871
Mackay - Isaac - Whitsunday	2006	Arts and recreation services	436
Mackay - Isaac - Whitsunday	2006	Construction	6971
Mackay - Isaac - Whitsunday	2006	Education and training	4285
Mackay - Isaac - Whitsunday	2006	Electricity gas water and waste services	597
Mackay - Isaac - Whitsunday	2006	Financial and insurance services	1113
Mackay - Isaac - Whitsunday	2006	Health care and social assistance	5085
Mackay - Isaac - Whitsunday	2006	Information media and telecommunications	482
Mackay - Isaac - Whitsunday	2006	Manufacturing	5858
Mackay - Isaac - Whitsunday	2006	Mining	8504
Mackay - Isaac - Whitsunday	2006	Other services	2975
Mackay - Isaac - Whitsunday	2006	Professional scientific and technical services	2696
Mackay - Isaac - Whitsunday	2006	Public administration and safety	2701
Mackay - Isaac - Whitsunday	2006	Rental hiring and real estate services	1314
Mackay - Isaac - Whitsunday	2006	Retail trade	7886
Mackay - Isaac - Whitsunday	2006	Transport postal and warehousing	4369
Mackay - Isaac - Whitsunday	2006	Wholesale trade	2815
Mackay - Isaac - Whitsunday	2011		2138
Mackay - Isaac - Whitsunday	2011	Accommodation and food services	6442
Mackay - Isaac - Whitsunday	2011	Administrative and support services	2352
Mackay - Isaac - Whitsunday	2011	Agriculture forestry and fishing	4141
Mackay - Isaac - Whitsunday	2011	Arts and recreation services	453
Mackay - Isaac - Whitsunday	2011	Construction	8241
Mackay - Isaac - Whitsunday	2011	Education and training	4676
Mackay - Isaac - Whitsunday	2011	Electricity gas water and waste services	745
Mackay - Isaac - Whitsunday	2011	Financial and insurance services	1043
Mackay - Isaac - Whitsunday	2011	Health care and social assistance	6446
Mackay - Isaac - Whitsunday	2011	Information media and telecommunications	494
Mackay - Isaac - Whitsunday	2011	Manufacturing	6677
Mackay - Isaac - Whitsunday	2011	Mining	12250
Mackay - Isaac - Whitsunday	2011	Other services	3946
Mackay - Isaac - Whitsunday	2011	Professional scientific and technical services	3378
Mackay - Isaac - Whitsunday	2011	Public administration and safety	3236
Mackay - Isaac - Whitsunday	2011	Rental hiring and real estate services	1504
Mackay - Isaac - Whitsunday	2011	Retail trade	8106
Mackay - Isaac - Whitsunday	2011	Transport postal and warehousing	5468
Mackay - Isaac - Whitsunday	2011	Wholesale trade	3142
Mackay - Isaac - Whitsunday	2016		3182
Mackay - Isaac - Whitsunday	2016	Accommodation and food services	6429
Mackay - Isaac - Whitsunday	2016	Administrative and support services	2678
Mackay - Isaac - Whitsunday	2016	Agriculture forestry and fishing	4348
Mackay - Isaac - Whitsunday	2016	Arts and recreation services	622
Mackay - Isaac - Whitsunday	2016	Construction	5449
Mackay - Isaac - Whitsunday	2016	Education and training	5557
Mackay - Isaac - Whitsunday	2016	Electricity gas water and waste services	736
Mackay - Isaac - Whitsunday	2016	Financial and insurance services	860
Mackay - Isaac - Whitsunday	2016	Health care and social assistance	7146
Mackay - Isaac - Whitsunday	2016	Information media and telecommunications	397
Mackay - Isaac - Whitsunday	2016	Manufacturing	4345
Mackay - Isaac - Whitsunday	2016	Mining	11300
Mackay - Isaac - Whitsunday	2016	Other services	3488
Mackay - Isaac - Whitsunday	2016	Professional scientific and technical services	2789
Mackay - Isaac - Whitsunday	2016	Public administration and safety	3256
Mackay - Isaac - Whitsunday	2016	Rental hiring and real estate services	1223
Mackay - Isaac - Whitsunday	2016	Retail trade	7259
Mackay - Isaac - Whitsunday	2016	Transport postal and warehousing	4959
Mackay - Isaac - Whitsunday	2016	Wholesale trade	2359
Moreton Bay - North	2006		2230
Moreton Bay - North	2006	Accommodation and food services	4711
Moreton Bay - North	2006	Administrative and support services	2393
Moreton Bay - North	2006	Agriculture forestry and fishing	1939
Moreton Bay - North	2006	Arts and recreation services	751
Moreton Bay - North	2006	Construction	8340
Moreton Bay - North	2006	Education and training	4638
Moreton Bay - North	2006	Electricity gas water and waste services	744
Moreton Bay - North	2006	Financial and insurance services	1536
Moreton Bay - North	2006	Health care and social assistance	8422
Moreton Bay - North	2006	Information media and telecommunications	961
Moreton Bay - North	2006	Manufacturing	9835
Moreton Bay - North	2006	Mining	393
Moreton Bay - North	2006	Other services	3294
Moreton Bay - North	2006	Professional scientific and technical services	2975
Moreton Bay - North	2006	Public administration and safety	4465
Moreton Bay - North	2006	Rental hiring and real estate services	1600
Moreton Bay - North	2006	Retail trade	9918
Moreton Bay - North	2006	Transport postal and warehousing	4971
Moreton Bay - North	2006	Wholesale trade	3308
Moreton Bay - North	2011		2256
Moreton Bay - North	2011	Accommodation and food services	5608
Moreton Bay - North	2011	Administrative and support services	2896
Moreton Bay - North	2011	Agriculture forestry and fishing	1679
Moreton Bay - North	2011	Arts and recreation services	951
Moreton Bay - North	2011	Construction	9744
Moreton Bay - North	2011	Education and training	5625
Moreton Bay - North	2011	Electricity gas water and waste services	1206
Moreton Bay - North	2011	Financial and insurance services	1810
Moreton Bay - North	2011	Health care and social assistance	11539
Moreton Bay - North	2011	Information media and telecommunications	906
Moreton Bay - North	2011	Manufacturing	9917
Moreton Bay - North	2011	Mining	950
Moreton Bay - North	2011	Other services	3762
Moreton Bay - North	2011	Professional scientific and technical services	3890
Moreton Bay - North	2011	Public administration and safety	5410
Moreton Bay - North	2011	Rental hiring and real estate services	1564
Moreton Bay - North	2011	Retail trade	10744
Moreton Bay - North	2011	Transport postal and warehousing	6082
Moreton Bay - North	2011	Wholesale trade	3444
Moreton Bay - North	2016		4783
Moreton Bay - North	2016	Accommodation and food services	6079
Moreton Bay - North	2016	Administrative and support services	3382
Moreton Bay - North	2016	Agriculture forestry and fishing	2375
Moreton Bay - North	2016	Arts and recreation services	1179
Moreton Bay - North	2016	Construction	11163
Moreton Bay - North	2016	Education and training	7095
Moreton Bay - North	2016	Electricity gas water and waste services	1203
Moreton Bay - North	2016	Financial and insurance services	1799
Moreton Bay - North	2016	Health care and social assistance	12698
Moreton Bay - North	2016	Information media and telecommunications	912
Moreton Bay - North	2016	Manufacturing	7211
Moreton Bay - North	2016	Mining	1060
Moreton Bay - North	2016	Other services	4051
Moreton Bay - North	2016	Professional scientific and technical services	3967
Moreton Bay - North	2016	Public administration and safety	5322
Moreton Bay - North	2016	Rental hiring and real estate services	1762
Moreton Bay - North	2016	Retail trade	10560
Moreton Bay - North	2016	Transport postal and warehousing	6127
Moreton Bay - North	2016	Wholesale trade	2498
Moreton Bay - South	2006		1661
Moreton Bay - South	2006	Accommodation and food services	3571
Moreton Bay - South	2006	Administrative and support services	2268
Moreton Bay - South	2006	Agriculture forestry and fishing	337
Moreton Bay - South	2006	Arts and recreation services	892
Moreton Bay - South	2006	Construction	6558
Moreton Bay - South	2006	Education and training	5437
Moreton Bay - South	2006	Electricity gas water and waste services	907
Moreton Bay - South	2006	Financial and insurance services	2747
Moreton Bay - South	2006	Health care and social assistance	7885
Moreton Bay - South	2006	Information media and telecommunications	1346
Moreton Bay - South	2006	Manufacturing	7885
Moreton Bay - South	2006	Mining	409
Moreton Bay - South	2006	Other services	3069
Moreton Bay - South	2006	Professional scientific and technical services	4394
Moreton Bay - South	2006	Public administration and safety	5968
Moreton Bay - South	2006	Rental hiring and real estate services	1415
Moreton Bay - South	2006	Retail trade	8815
Moreton Bay - South	2006	Transport postal and warehousing	4456
Moreton Bay - South	2006	Wholesale trade	3212
Moreton Bay - South	2011		1665
Moreton Bay - South	2011	Accommodation and food services	4390
Moreton Bay - South	2011	Administrative and support services	2748
Moreton Bay - South	2011	Agriculture forestry and fishing	287
Moreton Bay - South	2011	Arts and recreation services	1116
Moreton Bay - South	2011	Construction	7873
Moreton Bay - South	2011	Education and training	6632
Moreton Bay - South	2011	Electricity gas water and waste services	1278
Moreton Bay - South	2011	Financial and insurance services	3093
Moreton Bay - South	2011	Health care and social assistance	10873
Moreton Bay - South	2011	Information media and telecommunications	1207
Moreton Bay - South	2011	Manufacturing	7758
Moreton Bay - South	2011	Mining	975
Moreton Bay - South	2011	Other services	3561
Moreton Bay - South	2011	Professional scientific and technical services	6135
Moreton Bay - South	2011	Public administration and safety	7421
Moreton Bay - South	2011	Rental hiring and real estate services	1468
Moreton Bay - South	2011	Retail trade	9523
Moreton Bay - South	2011	Transport postal and warehousing	5321
Moreton Bay - South	2011	Wholesale trade	3379
Moreton Bay - South	2016		3910
Moreton Bay - South	2016	Accommodation and food services	5512
Moreton Bay - South	2016	Administrative and support services	3167
Moreton Bay - South	2016	Agriculture forestry and fishing	414
Moreton Bay - South	2016	Arts and recreation services	1408
Moreton Bay - South	2016	Construction	9420
Moreton Bay - South	2016	Education and training	8501
Moreton Bay - South	2016	Electricity gas water and waste services	1151
Moreton Bay - South	2016	Financial and insurance services	3198
Moreton Bay - South	2016	Health care and social assistance	12888
Moreton Bay - South	2016	Information media and telecommunications	1299
Moreton Bay - South	2016	Manufacturing	5906
Moreton Bay - South	2016	Mining	1054
Moreton Bay - South	2016	Other services	4072
Moreton Bay - South	2016	Professional scientific and technical services	6454
Moreton Bay - South	2016	Public administration and safety	7987
Moreton Bay - South	2016	Rental hiring and real estate services	1598
Moreton Bay - South	2016	Retail trade	10272
Moreton Bay - South	2016	Transport postal and warehousing	5680
Moreton Bay - South	2016	Wholesale trade	2779
Queensland - Outback	2006		1451
Queensland - Outback	2006	Accommodation and food services	1912
Queensland - Outback	2006	Administrative and support services	633
Queensland - Outback	2006	Agriculture forestry and fishing	5517
Queensland - Outback	2006	Arts and recreation services	229
Queensland - Outback	2006	Construction	1895
Queensland - Outback	2006	Education and training	2637
Queensland - Outback	2006	Electricity gas water and waste services	313
Queensland - Outback	2006	Financial and insurance services	269
Queensland - Outback	2006	Health care and social assistance	3227
Queensland - Outback	2006	Information media and telecommunications	201
Queensland - Outback	2006	Manufacturing	1863
Queensland - Outback	2006	Mining	3265
Queensland - Outback	2006	Other services	790
Queensland - Outback	2006	Professional scientific and technical services	466
Queensland - Outback	2006	Public administration and safety	6499
Queensland - Outback	2006	Rental hiring and real estate services	285
Queensland - Outback	2006	Retail trade	2642
Queensland - Outback	2006	Transport postal and warehousing	1591
Queensland - Outback	2006	Wholesale trade	730
Queensland - Outback	2011		1151
Queensland - Outback	2011	Accommodation and food services	1926
Queensland - Outback	2011	Administrative and support services	899
Queensland - Outback	2011	Agriculture forestry and fishing	5127
Queensland - Outback	2011	Arts and recreation services	337
Queensland - Outback	2011	Construction	2397
Queensland - Outback	2011	Education and training	2927
Queensland - Outback	2011	Electricity gas water and waste services	357
Queensland - Outback	2011	Financial and insurance services	259
Queensland - Outback	2011	Health care and social assistance	3679
Queensland - Outback	2011	Information media and telecommunications	167
Queensland - Outback	2011	Manufacturing	1322
Queensland - Outback	2011	Mining	4912
Queensland - Outback	2011	Other services	1554
Queensland - Outback	2011	Professional scientific and technical services	600
Queensland - Outback	2011	Public administration and safety	4397
Queensland - Outback	2011	Rental hiring and real estate services	308
Queensland - Outback	2011	Retail trade	2649
