SA4_NAME16	Year	Age	NonSchoolQualification	adults
Ipswich	2016	20-24	Advanced Diploma and Diploma	1554
Ipswich	2016	20-24	Bachelor	1751
Ipswich	2016	20-24	Graduate Diploma and Graduate Certificate	77
Ipswich	2016	20-24	Postgraduate	65
Ipswich	2016	25-34		5567
Ipswich	2016	25-34	Certificate nfd	900
Ipswich	2016	25-34	Certificate I and II Level	897
Ipswich	2016	25-34	Certificate III and IV Level	11297
Ipswich	2016	25-34	Advanced Diploma and Diploma	4405
Ipswich	2016	25-34	Bachelor	6988
Ipswich	2016	25-34	Graduate Diploma and Graduate Certificate	637
Ipswich	2016	25-34	Postgraduate	1447
Ipswich	2016	35-44		4798
Ipswich	2016	35-44	Certificate nfd	993
Ipswich	2016	35-44	Certificate I and II Level	607
Ipswich	2016	35-44	Certificate III and IV Level	9318
Ipswich	2016	35-44	Advanced Diploma and Diploma	4813
Ipswich	2016	35-44	Bachelor	6112
Ipswich	2016	35-44	Graduate Diploma and Graduate Certificate	805
Ipswich	2016	35-44	Postgraduate	1781
Ipswich	2016	45-54		4367
Ipswich	2016	45-54	Certificate nfd	939
Ipswich	2016	45-54	Certificate I and II Level	446
Ipswich	2016	45-54	Certificate III and IV Level	8653
Ipswich	2016	45-54	Advanced Diploma and Diploma	4427
Ipswich	2016	45-54	Bachelor	3809
Ipswich	2016	45-54	Graduate Diploma and Graduate Certificate	761
Ipswich	2016	45-54	Postgraduate	1161
Ipswich	2016	55-64		3640
Ipswich	2016	55-64	Certificate nfd	788
Ipswich	2016	55-64	Certificate I and II Level	272
Ipswich	2016	55-64	Certificate III and IV Level	6434
Ipswich	2016	55-64	Advanced Diploma and Diploma	3169
Ipswich	2016	55-64	Bachelor	2528
Ipswich	2016	55-64	Graduate Diploma and Graduate Certificate	577
Ipswich	2016	55-64	Postgraduate	789
Ipswich	2016	65-74		3160
Ipswich	2016	65-74	Certificate nfd	458
Ipswich	2016	65-74	Certificate I and II Level	134
Ipswich	2016	65-74	Certificate III and IV Level	3583
Ipswich	2016	65-74	Advanced Diploma and Diploma	1496
Ipswich	2016	65-74	Bachelor	1419
Ipswich	2016	65-74	Graduate Diploma and Graduate Certificate	256
Ipswich	2016	65-74	Postgraduate	375
Ipswich	2016	75-84		2147
Ipswich	2016	75-84	Certificate nfd	171
Ipswich	2016	75-84	Certificate I and II Level	35
Ipswich	2016	75-84	Certificate III and IV Level	1422
Ipswich	2016	75-84	Advanced Diploma and Diploma	529
Ipswich	2016	75-84	Bachelor	460
Ipswich	2016	75-84	Graduate Diploma and Graduate Certificate	74
Ipswich	2016	75-84	Postgraduate	103
Ipswich	2016	85+		926
Ipswich	2016	85+	Certificate nfd	59
Ipswich	2016	85+	Certificate I and II Level	5
Ipswich	2016	85+	Certificate III and IV Level	341
Ipswich	2016	85+	Advanced Diploma and Diploma	130
Ipswich	2016	85+	Bachelor	127
Ipswich	2016	85+	Graduate Diploma and Graduate Certificate	11
Ipswich	2016	85+	Postgraduate	13
Logan - Beaudesert	2006	15-19		2629
Logan - Beaudesert	2006	15-19	Certificate nfd	115
Logan - Beaudesert	2006	15-19	Certificate I and II Level	376
Logan - Beaudesert	2006	15-19	Certificate III and IV Level	800
Logan - Beaudesert	2006	15-19	Advanced Diploma and Diploma	127
Logan - Beaudesert	2006	15-19	Bachelor	10
Logan - Beaudesert	2006	15-19	Graduate Diploma and Graduate Certificate	4
Logan - Beaudesert	2006	15-19	Postgraduate	0
Logan - Beaudesert	2006	20-24		1789
Logan - Beaudesert	2006	20-24	Certificate nfd	340
Logan - Beaudesert	2006	20-24	Certificate I and II Level	612
Logan - Beaudesert	2006	20-24	Certificate III and IV Level	2978
Logan - Beaudesert	2006	20-24	Advanced Diploma and Diploma	894
Logan - Beaudesert	2006	20-24	Bachelor	1215
Logan - Beaudesert	2006	20-24	Graduate Diploma and Graduate Certificate	25
Logan - Beaudesert	2006	20-24	Postgraduate	25
Logan - Beaudesert	2006	25-34		3659
Logan - Beaudesert	2006	25-34	Certificate nfd	809
Logan - Beaudesert	2006	25-34	Certificate I and II Level	703
Logan - Beaudesert	2006	25-34	Certificate III and IV Level	6822
Logan - Beaudesert	2006	25-34	Advanced Diploma and Diploma	2442
Logan - Beaudesert	2006	25-34	Bachelor	3604
Logan - Beaudesert	2006	25-34	Graduate Diploma and Graduate Certificate	219
Logan - Beaudesert	2006	25-34	Postgraduate	334
Logan - Beaudesert	2006	35-44		4279
Logan - Beaudesert	2006	35-44	Certificate nfd	664
Logan - Beaudesert	2006	35-44	Certificate I and II Level	455
Logan - Beaudesert	2006	35-44	Certificate III and IV Level	7557
Logan - Beaudesert	2006	35-44	Advanced Diploma and Diploma	2635
Logan - Beaudesert	2006	35-44	Bachelor	2677
Logan - Beaudesert	2006	35-44	Graduate Diploma and Graduate Certificate	330
Logan - Beaudesert	2006	35-44	Postgraduate	382
Logan - Beaudesert	2006	45-54		3906
Logan - Beaudesert	2006	45-54	Certificate nfd	604
Logan - Beaudesert	2006	45-54	Certificate I and II Level	278
Logan - Beaudesert	2006	45-54	Certificate III and IV Level	7013
Logan - Beaudesert	2006	45-54	Advanced Diploma and Diploma	2498
Logan - Beaudesert	2006	45-54	Bachelor	2401
Logan - Beaudesert	2006	45-54	Graduate Diploma and Graduate Certificate	394
Logan - Beaudesert	2006	45-54	Postgraduate	468
Logan - Beaudesert	2006	55-64		3503
Logan - Beaudesert	2006	55-64	Certificate nfd	389
Logan - Beaudesert	2006	55-64	Certificate I and II Level	154
Logan - Beaudesert	2006	55-64	Certificate III and IV Level	5052
Logan - Beaudesert	2006	55-64	Advanced Diploma and Diploma	1611
Logan - Beaudesert	2006	55-64	Bachelor	1392
Logan - Beaudesert	2006	55-64	Graduate Diploma and Graduate Certificate	207
Logan - Beaudesert	2006	55-64	Postgraduate	289
Logan - Beaudesert	2006	65-74		2328
Logan - Beaudesert	2006	65-74	Certificate nfd	119
Logan - Beaudesert	2006	65-74	Certificate I and II Level	39
Logan - Beaudesert	2006	65-74	Certificate III and IV Level	1929
Logan - Beaudesert	2006	65-74	Advanced Diploma and Diploma	496
Logan - Beaudesert	2006	65-74	Bachelor	402
Logan - Beaudesert	2006	65-74	Graduate Diploma and Graduate Certificate	57
Logan - Beaudesert	2006	65-74	Postgraduate	76
Logan - Beaudesert	2006	75-84		1712
Logan - Beaudesert	2006	75-84	Certificate nfd	46
Logan - Beaudesert	2006	75-84	Certificate I and II Level	12
Logan - Beaudesert	2006	75-84	Certificate III and IV Level	693
Logan - Beaudesert	2006	75-84	Advanced Diploma and Diploma	175
Logan - Beaudesert	2006	75-84	Bachelor	132
Logan - Beaudesert	2006	75-84	Graduate Diploma and Graduate Certificate	17
Logan - Beaudesert	2006	75-84	Postgraduate	21
Logan - Beaudesert	2006	85+		636
Logan - Beaudesert	2006	85+	Certificate nfd	6
Logan - Beaudesert	2006	85+	Certificate I and II Level	4
Logan - Beaudesert	2006	85+	Certificate III and IV Level	111
Logan - Beaudesert	2006	85+	Advanced Diploma and Diploma	40
Logan - Beaudesert	2006	85+	Bachelor	31
Logan - Beaudesert	2006	85+	Graduate Diploma and Graduate Certificate	0
Logan - Beaudesert	2006	85+	Postgraduate	3
Logan - Beaudesert	2011	15-19		2538
Logan - Beaudesert	2011	15-19	Certificate nfd	157
Logan - Beaudesert	2011	15-19	Certificate I and II Level	653
Logan - Beaudesert	2011	15-19	Certificate III and IV Level	1237
Logan - Beaudesert	2011	15-19	Advanced Diploma and Diploma	167
Logan - Beaudesert	2011	15-19	Bachelor	24
Logan - Beaudesert	2011	15-19	Graduate Diploma and Graduate Certificate	3
Logan - Beaudesert	2011	15-19	Postgraduate	0
Logan - Beaudesert	2011	20-24		1823
Logan - Beaudesert	2011	20-24	Certificate nfd	327
Logan - Beaudesert	2011	20-24	Certificate I and II Level	641
Logan - Beaudesert	2011	20-24	Certificate III and IV Level	3970
Logan - Beaudesert	2011	20-24	Advanced Diploma and Diploma	1034
Logan - Beaudesert	2011	20-24	Bachelor	1302
Logan - Beaudesert	2011	20-24	Graduate Diploma and Graduate Certificate	66
Logan - Beaudesert	2011	20-24	Postgraduate	35
Logan - Beaudesert	2011	25-34		3361
Logan - Beaudesert	2011	25-34	Certificate nfd	750
Logan - Beaudesert	2011	25-34	Certificate I and II Level	993
Logan - Beaudesert	2011	25-34	Certificate III and IV Level	8981
Logan - Beaudesert	2011	25-34	Advanced Diploma and Diploma	3300
Logan - Beaudesert	2011	25-34	Bachelor	5185
Logan - Beaudesert	2011	25-34	Graduate Diploma and Graduate Certificate	337
Logan - Beaudesert	2011	25-34	Postgraduate	766
Logan - Beaudesert	2011	35-44		3681
Logan - Beaudesert	2011	35-44	Certificate nfd	818
Logan - Beaudesert	2011	35-44	Certificate I and II Level	701
Logan - Beaudesert	2011	35-44	Certificate III and IV Level	8926
Logan - Beaudesert	2011	35-44	Advanced Diploma and Diploma	3536
Logan - Beaudesert	2011	35-44	Bachelor	4029
Logan - Beaudesert	2011	35-44	Graduate Diploma and Graduate Certificate	499
Logan - Beaudesert	2011	35-44	Postgraduate	739
Logan - Beaudesert	2011	45-54		3607
Logan - Beaudesert	2011	45-54	Certificate nfd	697
Logan - Beaudesert	2011	45-54	Certificate I and II Level	458
Logan - Beaudesert	2011	45-54	Certificate III and IV Level	8121
Logan - Beaudesert	2011	45-54	Advanced Diploma and Diploma	3129
Logan - Beaudesert	2011	45-54	Bachelor	2804
Logan - Beaudesert	2011	45-54	Graduate Diploma and Graduate Certificate	421
Logan - Beaudesert	2011	45-54	Postgraduate	605
Logan - Beaudesert	2011	55-64		3372
Logan - Beaudesert	2011	55-64	Certificate nfd	525
Logan - Beaudesert	2011	55-64	Certificate I and II Level	264
Logan - Beaudesert	2011	55-64	Certificate III and IV Level	6175
Logan - Beaudesert	2011	55-64	Advanced Diploma and Diploma	2294
Logan - Beaudesert	2011	55-64	Bachelor	1952
Logan - Beaudesert	2011	55-64	Graduate Diploma and Graduate Certificate	346
Logan - Beaudesert	2011	55-64	Postgraduate	483
Logan - Beaudesert	2011	65-74		2589
Logan - Beaudesert	2011	65-74	Certificate nfd	202
Logan - Beaudesert	2011	65-74	Certificate I and II Level	77
Logan - Beaudesert	2011	65-74	Certificate III and IV Level	2997
Logan - Beaudesert	2011	65-74	Advanced Diploma and Diploma	882
Logan - Beaudesert	2011	65-74	Bachelor	752
Logan - Beaudesert	2011	65-74	Graduate Diploma and Graduate Certificate	89
Logan - Beaudesert	2011	65-74	Postgraduate	152
Logan - Beaudesert	2011	75-84		1776
Logan - Beaudesert	2011	75-84	Certificate nfd	72
Logan - Beaudesert	2011	75-84	Certificate I and II Level	18
Logan - Beaudesert	2011	75-84	Certificate III and IV Level	970
Logan - Beaudesert	2011	75-84	Advanced Diploma and Diploma	226
Logan - Beaudesert	2011	75-84	Bachelor	201
Logan - Beaudesert	2011	75-84	Graduate Diploma and Graduate Certificate	23
Logan - Beaudesert	2011	75-84	Postgraduate	45
Logan - Beaudesert	2011	85+		846
Logan - Beaudesert	2011	85+	Certificate nfd	17
Logan - Beaudesert	2011	85+	Certificate I and II Level	3
Logan - Beaudesert	2011	85+	Certificate III and IV Level	196
Logan - Beaudesert	2011	85+	Advanced Diploma and Diploma	50
Logan - Beaudesert	2011	85+	Bachelor	51
Logan - Beaudesert	2011	85+	Graduate Diploma and Graduate Certificate	4
Logan - Beaudesert	2011	85+	Postgraduate	3
Logan - Beaudesert	2016	15-19		2060
Logan - Beaudesert	2016	15-19	Certificate nfd	177
Logan - Beaudesert	2016	15-19	Certificate I and II Level	620
Logan - Beaudesert	2016	15-19	Certificate III and IV Level	1819
Logan - Beaudesert	2016	15-19	Advanced Diploma and Diploma	321
Logan - Beaudesert	2016	15-19	Bachelor	17
Logan - Beaudesert	2016	15-19	Graduate Diploma and Graduate Certificate	3
Logan - Beaudesert	2016	15-19	Postgraduate	0
Logan - Beaudesert	2016	20-24		1907
Logan - Beaudesert	2016	20-24	Certificate nfd	382
Logan - Beaudesert	2016	20-24	Certificate I and II Level	649
Logan - Beaudesert	2016	20-24	Certificate III and IV Level	4634
Logan - Beaudesert	2016	20-24	Advanced Diploma and Diploma	1600
Logan - Beaudesert	2016	20-24	Bachelor	1520
Logan - Beaudesert	2016	20-24	Graduate Diploma and Graduate Certificate	87
Logan - Beaudesert	2016	20-24	Postgraduate	58
Logan - Beaudesert	2016	25-34		3931
Logan - Beaudesert	2016	25-34	Certificate nfd	885
Logan - Beaudesert	2016	25-34	Certificate I and II Level	779
Logan - Beaudesert	2016	25-34	Certificate III and IV Level	11179
Logan - Beaudesert	2016	25-34	Advanced Diploma and Diploma	4335
Logan - Beaudesert	2016	25-34	Bachelor	5869
Logan - Beaudesert	2016	25-34	Graduate Diploma and Graduate Certificate	562
Logan - Beaudesert	2016	25-34	Postgraduate	1127
Logan - Beaudesert	2016	35-44		3734
Logan - Beaudesert	2016	35-44	Certificate nfd	1081
Logan - Beaudesert	2016	35-44	Certificate I and II Level	615
Logan - Beaudesert	2016	35-44	Certificate III and IV Level	10223
Logan - Beaudesert	2016	35-44	Advanced Diploma and Diploma	4613
Logan - Beaudesert	2016	35-44	Bachelor	5251
Logan - Beaudesert	2016	35-44	Graduate Diploma and Graduate Certificate	685
Logan - Beaudesert	2016	35-44	Postgraduate	1277
Logan - Beaudesert	2016	45-54		3869
Logan - Beaudesert	2016	45-54	Certificate nfd	956
Logan - Beaudesert	2016	45-54	Certificate I and II Level	485
Logan - Beaudesert	2016	45-54	Certificate III and IV Level	9347
Logan - Beaudesert	2016	45-54	Advanced Diploma and Diploma	4123
Logan - Beaudesert	2016	45-54	Bachelor	3365
Logan - Beaudesert	2016	45-54	Graduate Diploma and Graduate Certificate	608
Logan - Beaudesert	2016	45-54	Postgraduate	895
Logan - Beaudesert	2016	55-64		3557
Logan - Beaudesert	2016	55-64	Certificate nfd	852
Logan - Beaudesert	2016	55-64	Certificate I and II Level	312
Logan - Beaudesert	2016	55-64	Certificate III and IV Level	7250
Logan - Beaudesert	2016	55-64	Advanced Diploma and Diploma	3039
Logan - Beaudesert	2016	55-64	Bachelor	2416
Logan - Beaudesert	2016	55-64	Graduate Diploma and Graduate Certificate	502
Logan - Beaudesert	2016	55-64	Postgraduate	617
Logan - Beaudesert	2016	65-74		3030
Logan - Beaudesert	2016	65-74	Certificate nfd	542
Logan - Beaudesert	2016	65-74	Certificate I and II Level	179
Logan - Beaudesert	2016	65-74	Certificate III and IV Level	4278
Logan - Beaudesert	2016	65-74	Advanced Diploma and Diploma	1596
Logan - Beaudesert	2016	65-74	Bachelor	1394
Logan - Beaudesert	2016	65-74	Graduate Diploma and Graduate Certificate	199
Logan - Beaudesert	2016	65-74	Postgraduate	320
Logan - Beaudesert	2016	75-84		1833
Logan - Beaudesert	2016	75-84	Certificate nfd	187
Logan - Beaudesert	2016	75-84	Certificate I and II Level	19
Logan - Beaudesert	2016	75-84	Certificate III and IV Level	1356
Logan - Beaudesert	2016	75-84	Advanced Diploma and Diploma	423
Logan - Beaudesert	2016	75-84	Bachelor	397
Logan - Beaudesert	2016	75-84	Graduate Diploma and Graduate Certificate	45
Logan - Beaudesert	2016	75-84	Postgraduate	76
Logan - Beaudesert	2016	85+		741
Logan - Beaudesert	2016	85+	Certificate nfd	50
Logan - Beaudesert	2016	85+	Certificate I and II Level	5
Logan - Beaudesert	2016	85+	Certificate III and IV Level	307
Logan - Beaudesert	2016	85+	Advanced Diploma and Diploma	113
Logan - Beaudesert	2016	85+	Bachelor	71
Logan - Beaudesert	2016	85+	Graduate Diploma and Graduate Certificate	9
Logan - Beaudesert	2016	85+	Postgraduate	17
Mackay - Isaac - Whitsunday	2006	15-19		1402
Mackay - Isaac - Whitsunday	2006	15-19	Certificate nfd	54
Mackay - Isaac - Whitsunday	2006	15-19	Certificate I and II Level	184
Mackay - Isaac - Whitsunday	2006	15-19	Certificate III and IV Level	464
Mackay - Isaac - Whitsunday	2006	15-19	Advanced Diploma and Diploma	22
Mackay - Isaac - Whitsunday	2006	15-19	Bachelor	3
Mackay - Isaac - Whitsunday	2006	15-19	Graduate Diploma and Graduate Certificate	0
Mackay - Isaac - Whitsunday	2006	15-19	Postgraduate	0
Mackay - Isaac - Whitsunday	2006	20-24		1372
Mackay - Isaac - Whitsunday	2006	20-24	Certificate nfd	152
Mackay - Isaac - Whitsunday	2006	20-24	Certificate I and II Level	393
Mackay - Isaac - Whitsunday	2006	20-24	Certificate III and IV Level	2135
Mackay - Isaac - Whitsunday	2006	20-24	Advanced Diploma and Diploma	274
Mackay - Isaac - Whitsunday	2006	20-24	Bachelor	779
Mackay - Isaac - Whitsunday	2006	20-24	Graduate Diploma and Graduate Certificate	13
Mackay - Isaac - Whitsunday	2006	20-24	Postgraduate	14
Mackay - Isaac - Whitsunday	2006	25-34		2707
Mackay - Isaac - Whitsunday	2006	25-34	Certificate nfd	377
Mackay - Isaac - Whitsunday	2006	25-34	Certificate I and II Level	395
Mackay - Isaac - Whitsunday	2006	25-34	Certificate III and IV Level	4989
Mackay - Isaac - Whitsunday	2006	25-34	Advanced Diploma and Diploma	1142
Mackay - Isaac - Whitsunday	2006	25-34	Bachelor	2405
Mackay - Isaac - Whitsunday	2006	25-34	Graduate Diploma and Graduate Certificate	158
Mackay - Isaac - Whitsunday	2006	25-34	Postgraduate	148
Mackay - Isaac - Whitsunday	2006	35-44		3278
Mackay - Isaac - Whitsunday	2006	35-44	Certificate nfd	386
Mackay - Isaac - Whitsunday	2006	35-44	Certificate I and II Level	247
Mackay - Isaac - Whitsunday	2006	35-44	Certificate III and IV Level	5276
Mackay - Isaac - Whitsunday	2006	35-44	Advanced Diploma and Diploma	1452
Mackay - Isaac - Whitsunday	2006	35-44	Bachelor	1790
Mackay - Isaac - Whitsunday	2006	35-44	Graduate Diploma and Graduate Certificate	250
Mackay - Isaac - Whitsunday	2006	35-44	Postgraduate	205
Mackay - Isaac - Whitsunday	2006	45-54		3001
Mackay - Isaac - Whitsunday	2006	45-54	Certificate nfd	267
Mackay - Isaac - Whitsunday	2006	45-54	Certificate I and II Level	171
Mackay - Isaac - Whitsunday	2006	45-54	Certificate III and IV Level	4700
Mackay - Isaac - Whitsunday	2006	45-54	Advanced Diploma and Diploma	1325
Mackay - Isaac - Whitsunday	2006	45-54	Bachelor	1452
Mackay - Isaac - Whitsunday	2006	45-54	Graduate Diploma and Graduate Certificate	258
Mackay - Isaac - Whitsunday	2006	45-54	Postgraduate	242
Mackay - Isaac - Whitsunday	2006	55-64		2341
Mackay - Isaac - Whitsunday	2006	55-64	Certificate nfd	181
Mackay - Isaac - Whitsunday	2006	55-64	Certificate I and II Level	80
Mackay - Isaac - Whitsunday	2006	55-64	Certificate III and IV Level	2764
Mackay - Isaac - Whitsunday	2006	55-64	Advanced Diploma and Diploma	754
Mackay - Isaac - Whitsunday	2006	55-64	Bachelor	700
Mackay - Isaac - Whitsunday	2006	55-64	Graduate Diploma and Graduate Certificate	107
Mackay - Isaac - Whitsunday	2006	55-64	Postgraduate	124
Mackay - Isaac - Whitsunday	2006	65-74		1680
Mackay - Isaac - Whitsunday	2006	65-74	Certificate nfd	47
Mackay - Isaac - Whitsunday	2006	65-74	Certificate I and II Level	20
Mackay - Isaac - Whitsunday	2006	65-74	Certificate III and IV Level	1113
Mackay - Isaac - Whitsunday	2006	65-74	Advanced Diploma and Diploma	328
Mackay - Isaac - Whitsunday	2006	65-74	Bachelor	234
Mackay - Isaac - Whitsunday	2006	65-74	Graduate Diploma and Graduate Certificate	30
Mackay - Isaac - Whitsunday	2006	65-74	Postgraduate	26
Mackay - Isaac - Whitsunday	2006	75-84		1407
Mackay - Isaac - Whitsunday	2006	75-84	Certificate nfd	21
Mackay - Isaac - Whitsunday	2006	75-84	Certificate I and II Level	14
Mackay - Isaac - Whitsunday	2006	75-84	Certificate III and IV Level	394
Mackay - Isaac - Whitsunday	2006	75-84	Advanced Diploma and Diploma	108
Mackay - Isaac - Whitsunday	2006	75-84	Bachelor	88
Mackay - Isaac - Whitsunday	2006	75-84	Graduate Diploma and Graduate Certificate	5
Mackay - Isaac - Whitsunday	2006	75-84	Postgraduate	8
Mackay - Isaac - Whitsunday	2006	85+		460
Mackay - Isaac - Whitsunday	2006	85+	Certificate nfd	3
Mackay - Isaac - Whitsunday	2006	85+	Certificate I and II Level	4
Mackay - Isaac - Whitsunday	2006	85+	Certificate III and IV Level	68
Mackay - Isaac - Whitsunday	2006	85+	Advanced Diploma and Diploma	18
Mackay - Isaac - Whitsunday	2006	85+	Bachelor	17
Mackay - Isaac - Whitsunday	2006	85+	Graduate Diploma and Graduate Certificate	0
Mackay - Isaac - Whitsunday	2006	85+	Postgraduate	3
Mackay - Isaac - Whitsunday	2011	15-19		1123
Mackay - Isaac - Whitsunday	2011	15-19	Certificate nfd	47
Mackay - Isaac - Whitsunday	2011	15-19	Certificate I and II Level	251
Mackay - Isaac - Whitsunday	2011	15-19	Certificate III and IV Level	665
Mackay - Isaac - Whitsunday	2011	15-19	Advanced Diploma and Diploma	36
Mackay - Isaac - Whitsunday	2011	15-19	Bachelor	4
Mackay - Isaac - Whitsunday	2011	15-19	Graduate Diploma and Graduate Certificate	0
Mackay - Isaac - Whitsunday	2011	15-19	Postgraduate	0
Mackay - Isaac - Whitsunday	2011	20-24		1378
Mackay - Isaac - Whitsunday	2011	20-24	Certificate nfd	167
Mackay - Isaac - Whitsunday	2011	20-24	Certificate I and II Level	316
Mackay - Isaac - Whitsunday	2011	20-24	Certificate III and IV Level	2946
Mackay - Isaac - Whitsunday	2011	20-24	Advanced Diploma and Diploma	330
Mackay - Isaac - Whitsunday	2011	20-24	Bachelor	820
Mackay - Isaac - Whitsunday	2011	20-24	Graduate Diploma and Graduate Certificate	16
Mackay - Isaac - Whitsunday	2011	20-24	Postgraduate	15
Mackay - Isaac - Whitsunday	2011	25-34		2994
Mackay - Isaac - Whitsunday	2011	25-34	Certificate nfd	382
Mackay - Isaac - Whitsunday	2011	25-34	Certificate I and II Level	510
Mackay - Isaac - Whitsunday	2011	25-34	Certificate III and IV Level	7030
Mackay - Isaac - Whitsunday	2011	25-34	Advanced Diploma and Diploma	1375
Mackay - Isaac - Whitsunday	2011	25-34	Bachelor	3174
Mackay - Isaac - Whitsunday	2011	25-34	Graduate Diploma and Graduate Certificate	212
Mackay - Isaac - Whitsunday	2011	25-34	Postgraduate	308
Mackay - Isaac - Whitsunday	2011	35-44		2927
Mackay - Isaac - Whitsunday	2011	35-44	Certificate nfd	409
Mackay - Isaac - Whitsunday	2011	35-44	Certificate I and II Level	319
Mackay - Isaac - Whitsunday	2011	35-44	Certificate III and IV Level	6444
Mackay - Isaac - Whitsunday	2011	35-44	Advanced Diploma and Diploma	1931
Mackay - Isaac - Whitsunday	2011	35-44	Bachelor	2462
Mackay - Isaac - Whitsunday	2011	35-44	Graduate Diploma and Graduate Certificate	295
Mackay - Isaac - Whitsunday	2011	35-44	Postgraduate	329
Mackay - Isaac - Whitsunday	2011	45-54		3106
Mackay - Isaac - Whitsunday	2011	45-54	Certificate nfd	343
Mackay - Isaac - Whitsunday	2011	45-54	Certificate I and II Level	235
Mackay - Isaac - Whitsunday	2011	45-54	Certificate III and IV Level	5879
Mackay - Isaac - Whitsunday	2011	45-54	Advanced Diploma and Diploma	1864
Mackay - Isaac - Whitsunday	2011	45-54	Bachelor	1636
Mackay - Isaac - Whitsunday	2011	45-54	Graduate Diploma and Graduate Certificate	318
Mackay - Isaac - Whitsunday	2011	45-54	Postgraduate	351
Mackay - Isaac - Whitsunday	2011	55-64		2343
Mackay - Isaac - Whitsunday	2011	55-64	Certificate nfd	224
Mackay - Isaac - Whitsunday	2011	55-64	Certificate I and II Level	112
Mackay - Isaac - Whitsunday	2011	55-64	Certificate III and IV Level	3736
Mackay - Isaac - Whitsunday	2011	55-64	Advanced Diploma and Diploma	1086
Mackay - Isaac - Whitsunday	2011	55-64	Bachelor	1030
Mackay - Isaac - Whitsunday	2011	55-64	Graduate Diploma and Graduate Certificate	177
Mackay - Isaac - Whitsunday	2011	55-64	Postgraduate	207
Mackay - Isaac - Whitsunday	2011	65-74		1510
Mackay - Isaac - Whitsunday	2011	65-74	Certificate nfd	91
Mackay - Isaac - Whitsunday	2011	65-74	Certificate I and II Level	46
Mackay - Isaac - Whitsunday	2011	65-74	Certificate III and IV Level	1550
Mackay - Isaac - Whitsunday	2011	65-74	Advanced Diploma and Diploma	467
Mackay - Isaac - Whitsunday	2011	65-74	Bachelor	335
Mackay - Isaac - Whitsunday	2011	65-74	Graduate Diploma and Graduate Certificate	52
Mackay - Isaac - Whitsunday	2011	65-74	Postgraduate	63
Mackay - Isaac - Whitsunday	2011	75-84		1184
Mackay - Isaac - Whitsunday	2011	75-84	Certificate nfd	19
Mackay - Isaac - Whitsunday	2011	75-84	Certificate I and II Level	0
Mackay - Isaac - Whitsunday	2011	75-84	Certificate III and IV Level	524
Mackay - Isaac - Whitsunday	2011	75-84	Advanced Diploma and Diploma	119
Mackay - Isaac - Whitsunday	2011	75-84	Bachelor	126
Mackay - Isaac - Whitsunday	2011	75-84	Graduate Diploma and Graduate Certificate	12
Mackay - Isaac - Whitsunday	2011	75-84	Postgraduate	10
Mackay - Isaac - Whitsunday	2011	85+		514
Mackay - Isaac - Whitsunday	2011	85+	Certificate nfd	9
Mackay - Isaac - Whitsunday	2011	85+	Certificate I and II Level	4
Mackay - Isaac - Whitsunday	2011	85+	Certificate III and IV Level	98
Mackay - Isaac - Whitsunday	2011	85+	Advanced Diploma and Diploma	32
Mackay - Isaac - Whitsunday	2011	85+	Bachelor	28
Mackay - Isaac - Whitsunday	2011	85+	Graduate Diploma and Graduate Certificate	3
Mackay - Isaac - Whitsunday	2011	85+	Postgraduate	5
Mackay - Isaac - Whitsunday	2016	15-19		1200
Mackay - Isaac - Whitsunday	2016	15-19	Certificate nfd	68
Mackay - Isaac - Whitsunday	2016	15-19	Certificate I and II Level	224
Mackay - Isaac - Whitsunday	2016	15-19	Certificate III and IV Level	570
Mackay - Isaac - Whitsunday	2016	15-19	Advanced Diploma and Diploma	39
Mackay - Isaac - Whitsunday	2016	15-19	Bachelor	8
Mackay - Isaac - Whitsunday	2016	15-19	Graduate Diploma and Graduate Certificate	0
Mackay - Isaac - Whitsunday	2016	15-19	Postgraduate	0
Mackay - Isaac - Whitsunday	2016	20-24		1338
Mackay - Isaac - Whitsunday	2016	20-24	Certificate nfd	177
Mackay - Isaac - Whitsunday	2016	20-24	Certificate I and II Level	300
Mackay - Isaac - Whitsunday	2016	20-24	Certificate III and IV Level	2680
Mackay - Isaac - Whitsunday	2016	20-24	Advanced Diploma and Diploma	366
Mackay - Isaac - Whitsunday	2016	20-24	Bachelor	776
Mackay - Isaac - Whitsunday	2016	20-24	Graduate Diploma and Graduate Certificate	46
Mackay - Isaac - Whitsunday	2016	20-24	Postgraduate	26
Mackay - Isaac - Whitsunday	2016	25-34		3395
Mackay - Isaac - Whitsunday	2016	25-34	Certificate nfd	408
Mackay - Isaac - Whitsunday	2016	25-34	Certificate I and II Level	444
Mackay - Isaac - Whitsunday	2016	25-34	Certificate III and IV Level	7541
Mackay - Isaac - Whitsunday	2016	25-34	Advanced Diploma and Diploma	1641
Mackay - Isaac - Whitsunday	2016	25-34	Bachelor	3416
Mackay - Isaac - Whitsunday	2016	25-34	Graduate Diploma and Graduate Certificate	307
Mackay - Isaac - Whitsunday	2016	25-34	Postgraduate	384
Mackay - Isaac - Whitsunday	2016	35-44		3033
Mackay - Isaac - Whitsunday	2016	35-44	Certificate nfd	474
Mackay - Isaac - Whitsunday	2016	35-44	Certificate I and II Level	324
Mackay - Isaac - Whitsunday	2016	35-44	Certificate III and IV Level	6602
