SA4_NAME16	Year	Rent.min	TotalHouseholdIncome.min	occupied_private_dwellings_being_rented
Central Coast	2011	7875	41600	264
Central Coast	2011	7875	52000	143
Central Coast	2011	7875	65000	91
Central Coast	2011	7875	78000	81
Central Coast	2011	7875	104000	41
Central Coast	2011	7875	130000	19
Central Coast	2011	7875	156000	10
Central Coast	2011	7875	208000	3
Central Coast	2011	10500		172
Central Coast	2011	10500	-1	31
Central Coast	2011	10500	52	20
Central Coast	2011	10500	7800	151
Central Coast	2011	10500	15600	224
Central Coast	2011	10500	20800	421
Central Coast	2011	10500	26000	160
Central Coast	2011	10500	33800	400
Central Coast	2011	10500	41600	263
Central Coast	2011	10500	52000	216
Central Coast	2011	10500	65000	134
Central Coast	2011	10500	78000	123
Central Coast	2011	10500	104000	43
Central Coast	2011	10500	130000	29
Central Coast	2011	10500	156000	15
Central Coast	2011	10500	208000	5
Central Coast	2011	11812		461
Central Coast	2011	11812	-1	41
Central Coast	2011	11812	52	43
Central Coast	2011	11812	7800	229
Central Coast	2011	11812	15600	375
Central Coast	2011	11812	20800	786
Central Coast	2011	11812	26000	308
Central Coast	2011	11812	33800	865
Central Coast	2011	11812	41600	701
Central Coast	2011	11812	52000	674
Central Coast	2011	11812	65000	445
Central Coast	2011	11812	78000	467
Central Coast	2011	11812	104000	166
Central Coast	2011	11812	130000	84
Central Coast	2011	11812	156000	37
Central Coast	2011	11812	208000	5
Central Coast	2011	14437		750
Central Coast	2011	14437	-1	58
Central Coast	2011	14437	52	52
Central Coast	2011	14437	7800	184
Central Coast	2011	14437	15600	320
Central Coast	2011	14437	20800	779
Central Coast	2011	14437	26000	337
Central Coast	2011	14437	33800	1056
Central Coast	2011	14437	41600	1056
Central Coast	2011	14437	52000	1169
Central Coast	2011	14437	65000	933
Central Coast	2011	14437	78000	1124
Central Coast	2011	14437	104000	542
Central Coast	2011	14437	130000	249
Central Coast	2011	14437	156000	122
Central Coast	2011	14437	208000	26
Central Coast	2011	18375		530
Central Coast	2011	18375	-1	40
Central Coast	2011	18375	52	26
Central Coast	2011	18375	7800	57
Central Coast	2011	18375	15600	89
Central Coast	2011	18375	20800	207
Central Coast	2011	18375	26000	92
Central Coast	2011	18375	33800	373
Central Coast	2011	18375	41600	420
Central Coast	2011	18375	52000	579
Central Coast	2011	18375	65000	530
Central Coast	2011	18375	78000	841
Central Coast	2011	18375	104000	491
Central Coast	2011	18375	130000	321
Central Coast	2011	18375	156000	222
Central Coast	2011	18375	208000	60
Central Coast	2011	23625		137
Central Coast	2011	23625	-1	4
Central Coast	2011	23625	52	3
Central Coast	2011	23625	7800	6
Central Coast	2011	23625	15600	12
Central Coast	2011	23625	20800	32
Central Coast	2011	23625	26000	16
Central Coast	2011	23625	33800	42
Central Coast	2011	23625	41600	83
Central Coast	2011	23625	52000	97
Central Coast	2011	23625	65000	100
Central Coast	2011	23625	78000	163
Central Coast	2011	23625	104000	136
Central Coast	2011	23625	130000	123
Central Coast	2011	23625	156000	111
Central Coast	2011	23625	208000	35
Central Coast	2011	28875		55
Central Coast	2011	28875	-1	4
Central Coast	2011	28875	52	0
Central Coast	2011	28875	7800	0
Central Coast	2011	28875	15600	3
Central Coast	2011	28875	20800	4
Central Coast	2011	28875	26000	3
Central Coast	2011	28875	33800	9
Central Coast	2011	28875	41600	14
Central Coast	2011	28875	52000	30
Central Coast	2011	28875	65000	16
Central Coast	2011	28875	78000	33
Central Coast	2011	28875	104000	42
Central Coast	2011	28875	130000	54
Central Coast	2011	28875	156000	35
Central Coast	2011	28875	208000	18
Central Coast	2011	34125		40
Central Coast	2011	34125	-1	4
Central Coast	2011	34125	52	3
Central Coast	2011	34125	7800	10
Central Coast	2011	34125	15600	12
Central Coast	2011	34125	20800	17
Central Coast	2011	34125	26000	7
Central Coast	2011	34125	33800	29
Central Coast	2011	34125	41600	19
Central Coast	2011	34125	52000	24
Central Coast	2011	34125	65000	15
Central Coast	2011	34125	78000	18
Central Coast	2011	34125	104000	30
Central Coast	2011	34125	130000	32
Central Coast	2011	34125	156000	29
Central Coast	2011	34125	208000	17
Central Coast	2016			245
Central Coast	2016		-1	40
Central Coast	2016		52	17
Central Coast	2016		7800	44
Central Coast	2016		15600	56
Central Coast	2016		20800	85
Central Coast	2016		26000	48
Central Coast	2016		33800	55
Central Coast	2016		41600	66
Central Coast	2016		52000	47
Central Coast	2016		65000	40
Central Coast	2016		78000	58
Central Coast	2016		104000	39
Central Coast	2016		130000	23
Central Coast	2016		156000	24
Central Coast	2016		208000	15
Central Coast	2016	0		98
Central Coast	2016	0	-1	31
Central Coast	2016	0	52	31
Central Coast	2016	0	7800	85
Central Coast	2016	0	15600	73
Central Coast	2016	0	20800	149
Central Coast	2016	0	26000	68
Central Coast	2016	0	33800	89
Central Coast	2016	0	41600	61
Central Coast	2016	0	52000	72
Central Coast	2016	0	65000	56
Central Coast	2016	0	78000	78
Central Coast	2016	0	104000	52
Central Coast	2016	0	130000	27
Central Coast	2016	0	156000	19
Central Coast	2016	0	208000	18
Central Coast	2016	3937		21
Central Coast	2016	3937	-1	12
Central Coast	2016	3937	52	4
Central Coast	2016	3937	7800	56
Central Coast	2016	3937	15600	46
Central Coast	2016	3937	20800	37
Central Coast	2016	3937	26000	11
Central Coast	2016	3937	33800	13
Central Coast	2016	3937	41600	6
Central Coast	2016	3937	52000	9
Central Coast	2016	3937	65000	3
Central Coast	2016	3937	78000	3
Central Coast	2016	3937	104000	3
Central Coast	2016	3937	130000	0
Central Coast	2016	3937	156000	6
Central Coast	2016	3937	208000	0
Central Coast	2016	5250		199
Central Coast	2016	5250	-1	32
Central Coast	2016	5250	52	18
Central Coast	2016	5250	7800	156
Central Coast	2016	5250	15600	452
Central Coast	2016	5250	20800	496
Central Coast	2016	5250	26000	117
Central Coast	2016	5250	33800	123
Central Coast	2016	5250	41600	66
Central Coast	2016	5250	52000	48
Central Coast	2016	5250	65000	30
Central Coast	2016	5250	78000	22
Central Coast	2016	5250	104000	21
Central Coast	2016	5250	130000	0
Central Coast	2016	5250	156000	9
Central Coast	2016	5250	208000	7
Central Coast	2016	7875		170
Central Coast	2016	7875	-1	28
Central Coast	2016	7875	52	24
Central Coast	2016	7875	7800	115
Central Coast	2016	7875	15600	235
Central Coast	2016	7875	20800	417
Central Coast	2016	7875	26000	247
Central Coast	2016	7875	33800	214
Central Coast	2016	7875	41600	140
Central Coast	2016	7875	52000	95
Central Coast	2016	7875	65000	67
Central Coast	2016	7875	78000	47
Central Coast	2016	7875	104000	30
Central Coast	2016	7875	130000	12
Central Coast	2016	7875	156000	16
Central Coast	2016	7875	208000	3
Central Coast	2016	10500		107
Central Coast	2016	10500	-1	25
Central Coast	2016	10500	52	12
Central Coast	2016	10500	7800	61
Central Coast	2016	10500	15600	135
Central Coast	2016	10500	20800	213
Central Coast	2016	10500	26000	149
Central Coast	2016	10500	33800	212
Central Coast	2016	10500	41600	189
Central Coast	2016	10500	52000	106
Central Coast	2016	10500	65000	67
Central Coast	2016	10500	78000	64
Central Coast	2016	10500	104000	31
Central Coast	2016	10500	130000	19
Central Coast	2016	10500	156000	14
Central Coast	2016	10500	208000	5
Central Coast	2016	11812		189
Central Coast	2016	11812	-1	46
Central Coast	2016	11812	52	20
Central Coast	2016	11812	7800	73
Central Coast	2016	11812	15600	168
Central Coast	2016	11812	20800	329
Central Coast	2016	11812	26000	286
Central Coast	2016	11812	33800	325
Central Coast	2016	11812	41600	295
Central Coast	2016	11812	52000	227
Central Coast	2016	11812	65000	171
Central Coast	2016	11812	78000	151
Central Coast	2016	11812	104000	80
Central Coast	2016	11812	130000	41
Central Coast	2016	11812	156000	33
Central Coast	2016	11812	208000	14
Central Coast	2016	14437		524
Central Coast	2016	14437	-1	75
Central Coast	2016	14437	52	28
Central Coast	2016	14437	7800	110
Central Coast	2016	14437	15600	221
Central Coast	2016	14437	20800	462
Central Coast	2016	14437	26000	692
Central Coast	2016	14437	33800	774
Central Coast	2016	14437	41600	824
Central Coast	2016	14437	52000	904
Central Coast	2016	14437	65000	652
Central Coast	2016	14437	78000	773
Central Coast	2016	14437	104000	412
Central Coast	2016	14437	130000	150
Central Coast	2016	14437	156000	100
Central Coast	2016	14437	208000	36
Central Coast	2016	18375		869
Central Coast	2016	18375	-1	92
Central Coast	2016	18375	52	35
Central Coast	2016	18375	7800	110
Central Coast	2016	18375	15600	158
Central Coast	2016	18375	20800	330
Central Coast	2016	18375	26000	617
Central Coast	2016	18375	33800	822
Central Coast	2016	18375	41600	991
Central Coast	2016	18375	52000	1281
Central Coast	2016	18375	65000	1285
Central Coast	2016	18375	78000	1754
Central Coast	2016	18375	104000	1138
Central Coast	2016	18375	130000	479
Central Coast	2016	18375	156000	362
Central Coast	2016	18375	208000	106
Central Coast	2016	23625		417
Central Coast	2016	23625	-1	30
Central Coast	2016	23625	52	20
Central Coast	2016	23625	7800	23
Central Coast	2016	23625	15600	35
Central Coast	2016	23625	20800	76
Central Coast	2016	23625	26000	124
Central Coast	2016	23625	33800	180
Central Coast	2016	23625	41600	217
Central Coast	2016	23625	52000	344
Central Coast	2016	23625	65000	413
Central Coast	2016	23625	78000	671
Central Coast	2016	23625	104000	650
Central Coast	2016	23625	130000	379
Central Coast	2016	23625	156000	345
Central Coast	2016	23625	208000	141
Central Coast	2016	28875		121
Central Coast	2016	28875	-1	9
Central Coast	2016	28875	52	3
Central Coast	2016	28875	7800	10
Central Coast	2016	28875	15600	9
Central Coast	2016	28875	20800	12
Central Coast	2016	28875	26000	17
Central Coast	2016	28875	33800	28
Central Coast	2016	28875	41600	40
Central Coast	2016	28875	52000	75
Central Coast	2016	28875	65000	75
Central Coast	2016	28875	78000	151
Central Coast	2016	28875	104000	189
Central Coast	2016	28875	130000	126
Central Coast	2016	28875	156000	155
Central Coast	2016	28875	208000	88
Central Coast	2016	34125		82
Central Coast	2016	34125	-1	8
Central Coast	2016	34125	52	0
Central Coast	2016	34125	7800	6
Central Coast	2016	34125	15600	5
Central Coast	2016	34125	20800	5
Central Coast	2016	34125	26000	13
Central Coast	2016	34125	33800	16
Central Coast	2016	34125	41600	11
Central Coast	2016	34125	52000	27
Central Coast	2016	34125	65000	37
Central Coast	2016	34125	78000	84
Central Coast	2016	34125	104000	83
Central Coast	2016	34125	130000	47
Central Coast	2016	34125	156000	108
Central Coast	2016	34125	208000	123
Central West	2006			179
Central West	2006		-1	25
Central West	2006		52	25
Central West	2006		7800	108
Central West	2006		15600	83
Central West	2006		20800	28
Central West	2006		26000	89
Central West	2006		33800	36
Central West	2006		41600	48
Central West	2006		52000	60
Central West	2006		65000	28
Central West	2006		78000	25
Central West	2006		104000	18
Central West	2006		130000	12
Central West	2006		156000	3
Central West	2006		208000	3
Central West	2006	0		284
Central West	2006	0	-1	50
Central West	2006	0	52	167
Central West	2006	0	7800	870
Central West	2006	0	15600	569
Central West	2006	0	20800	139
Central West	2006	0	26000	365
Central West	2006	0	33800	164
Central West	2006	0	41600	191
Central West	2006	0	52000	264
Central West	2006	0	65000	150
Central West	2006	0	78000	149
Central West	2006	0	104000	66
Central West	2006	0	130000	59
Central West	2006	0	156000	13
Central West	2006	0	208000	9
Central West	2006	3937		129
Central West	2006	3937	-1	11
Central West	2006	3937	52	56
Central West	2006	3937	7800	276
Central West	2006	3937	15600	324
Central West	2006	3937	20800	90
Central West	2006	3937	26000	209
Central West	2006	3937	33800	79
Central West	2006	3937	41600	69
Central West	2006	3937	52000	58
Central West	2006	3937	65000	27
Central West	2006	3937	78000	27
Central West	2006	3937	104000	11
Central West	2006	3937	130000	8
Central West	2006	3937	156000	4
Central West	2006	3937	208000	3
Central West	2006	5250		370
Central West	2006	5250	-1	39
Central West	2006	5250	52	138
Central West	2006	5250	7800	596
Central West	2006	5250	15600	761
Central West	2006	5250	20800	402
Central West	2006	5250	26000	905
Central West	2006	5250	33800	388
Central West	2006	5250	41600	303
Central West	2006	5250	52000	353
Central West	2006	5250	65000	127
Central West	2006	5250	78000	141
Central West	2006	5250	104000	33
Central West	2006	5250	130000	37
Central West	2006	5250	156000	6
Central West	2006	5250	208000	6
Central West	2006	7875		434
Central West	2006	7875	-1	41
Central West	2006	7875	52	56
Central West	2006	7875	7800	280
Central West	2006	7875	15600	460
Central West	2006	7875	20800	210
Central West	2006	7875	26000	890
Central West	2006	7875	33800	540
Central West	2006	7875	41600	518
Central West	2006	7875	52000	682
Central West	2006	7875	65000	283
Central West	2006	7875	78000	296
Central West	2006	7875	104000	79
Central West	2006	7875	130000	48
Central West	2006	7875	156000	18
Central West	2006	7875	208000	3
Central West	2006	10500		132
Central West	2006	10500	-1	17
Central West	2006	10500	52	18
Central West	2006	10500	7800	42
Central West	2006	10500	15600	78
Central West	2006	10500	20800	38
Central West	2006	10500	26000	215
Central West	2006	10500	33800	146
Central West	2006	10500	41600	174
Central West	2006	10500	52000	263
Central West	2006	10500	65000	151
Central West	2006	10500	78000	161
Central West	2006	10500	104000	59
Central West	2006	10500	130000	44
Central West	2006	10500	156000	12
Central West	2006	10500	208000	3
Central West	2006	11812		132
Central West	2006	11812	-1	3
Central West	2006	11812	52	7
Central West	2006	11812	7800	31
Central West	2006	11812	15600	39
Central West	2006	11812	20800	33
Central West	2006	11812	26000	158
Central West	2006	11812	33800	111
Central West	2006	11812	41600	129
Central West	2006	11812	52000	219
Central West	2006	11812	65000	153
Central West	2006	11812	78000	178
Central West	2006	11812	104000	67
Central West	2006	11812	130000	50
Central West	2006	11812	156000	21
Central West	2006	11812	208000	7
Central West	2006	14437		72
Central West	2006	14437	-1	3
Central West	2006	14437	52	0
Central West	2006	14437	7800	8
Central West	2006	14437	15600	15
Central West	2006	14437	20800	3
Central West	2006	14437	26000	33
Central West	2006	14437	33800	25
Central West	2006	14437	41600	44
Central West	2006	14437	52000	70
Central West	2006	14437	65000	64
Central West	2006	14437	78000	85
Central West	2006	14437	104000	43
Central West	2006	14437	130000	52
Central West	2006	14437	156000	29
Central West	2006	14437	208000	4
Central West	2006	18375		15
Central West	2006	18375	-1	0
Central West	2006	18375	52	0
Central West	2006	18375	7800	4
Central West	2006	18375	15600	4
Central West	2006	18375	20800	0
Central West	2006	18375	26000	10
Central West	2006	18375	33800	6
Central West	2006	18375	41600	7
Central West	2006	18375	52000	14
Central West	2006	18375	65000	15
Central West	2006	18375	78000	27
Central West	2006	18375	104000	3
Central West	2006	18375	130000	19
Central West	2006	18375	156000	14
Central West	2006	18375	208000	3
Central West	2006	23625		3
Central West	2006	23625	-1	0
Central West	2006	23625	52	0
Central West	2006	23625	7800	0
Central West	2006	23625	15600	0
Central West	2006	23625	20800	0
Central West	2006	23625	26000	4
Central West	2006	23625	33800	0
Central West	2006	23625	41600	4
Central West	2006	23625	52000	3
Central West	2006	23625	65000	3
Central West	2006	23625	78000	3
Central West	2006	23625	104000	3
Central West	2006	23625	130000	13
Central West	2006	23625	156000	4
Central West	2006	23625	208000	4
Central West	2006	28875		9
Central West	2006	28875	-1	0
Central West	2006	28875	52	0
Central West	2006	28875	7800	8
Central West	2006	28875	15600	7
Central West	2006	28875	20800	0
Central West	2006	28875	26000	7
Central West	2006	28875	33800	0
Central West	2006	28875	41600	0
Central West	2006	28875	52000	3
Central West	2006	28875	65000	0
Central West	2006	28875	78000	3
Central West	2006	28875	104000	3
Central West	2006	28875	130000	0
Central West	2006	28875	156000	0
Central West	2006	28875	208000	0
Central West	2006	34125		23
Central West	2006	34125	-1	3
Central West	2006	34125	52	10
Central West	2006	34125	7800	22
Central West	2006	34125	15600	30
Central West	2006	34125	20800	5
Central West	2006	34125	26000	14
Central West	2006	34125	33800	8
Central West	2006	34125	41600	9
Central West	2006	34125	52000	9
Central West	2006	34125	65000	0
Central West	2006	34125	78000	9
Central West	2006	34125	104000	0
Central West	2006	34125	130000	0
Central West	2006	34125	156000	0
Central West	2006	34125	208000	0
Central West	2011			236
Central West	2011		-1	24
Central West	2011		52	21
Central West	2011		7800	74
Central West	2011		15600	89
Central West	2011		20800	64
Central West	2011		26000	29
Central West	2011		33800	55
Central West	2011		41600	65
Central West	2011		52000	58
Central West	2011		65000	26
Central West	2011		78000	63
Central West	2011		104000	19
Central West	2011		130000	50
Central West	2011		156000	15
Central West	2011		208000	18
Central West	2011	0		174
Central West	2011	0	-1	39
Central West	2011	0	52	69
Central West	2011	0	7800	225
Central West	2011	0	15600	378
Central West	2011	0	20800	143
Central West	2011	0	26000	124
Central West	2011	0	33800	212
