SA4_NAME16	Year	NonSchoolQualification	Sex	persons
Brisbane - North	2016	Bachelor	M	13000
Brisbane - North	2016	Graduate Diploma and Graduate Certificate	F	2571
Brisbane - North	2016	Graduate Diploma and Graduate Certificate	M	1567
Brisbane - North	2016	Postgraduate	F	4172
Brisbane - North	2016	Postgraduate	M	4030
Brisbane - South	2006		F	98213
Brisbane - South	2006		M	85469
Brisbane - South	2006	Certificate nfd	F	2212
Brisbane - South	2006	Certificate nfd	M	1255
Brisbane - South	2006	Certificate I and II Level	F	1489
Brisbane - South	2006	Certificate I and II Level	M	788
Brisbane - South	2006	Certificate III and IV Level	F	7323
Brisbane - South	2006	Certificate III and IV Level	M	20645
Brisbane - South	2006	Advanced Diploma and Diploma	F	10325
Brisbane - South	2006	Advanced Diploma and Diploma	M	8317
Brisbane - South	2006	Bachelor	F	20698
Brisbane - South	2006	Bachelor	M	17804
Brisbane - South	2006	Graduate Diploma and Graduate Certificate	F	2581
Brisbane - South	2006	Graduate Diploma and Graduate Certificate	M	1560
Brisbane - South	2006	Postgraduate	F	3917
Brisbane - South	2006	Postgraduate	M	5009
Brisbane - South	2011		F	96617
Brisbane - South	2011		M	87166
Brisbane - South	2011	Certificate nfd	F	2129
Brisbane - South	2011	Certificate nfd	M	1238
Brisbane - South	2011	Certificate I and II Level	F	1587
Brisbane - South	2011	Certificate I and II Level	M	945
Brisbane - South	2011	Certificate III and IV Level	F	9139
Brisbane - South	2011	Certificate III and IV Level	M	22234
Brisbane - South	2011	Advanced Diploma and Diploma	F	12154
Brisbane - South	2011	Advanced Diploma and Diploma	M	10000
Brisbane - South	2011	Bachelor	F	27348
Brisbane - South	2011	Bachelor	M	22786
Brisbane - South	2011	Graduate Diploma and Graduate Certificate	F	3519
Brisbane - South	2011	Graduate Diploma and Graduate Certificate	M	2106
Brisbane - South	2011	Postgraduate	F	7020
Brisbane - South	2011	Postgraduate	M	8097
Brisbane - South	2016		F	95462
Brisbane - South	2016		M	88514
Brisbane - South	2016	Certificate nfd	F	2539
Brisbane - South	2016	Certificate nfd	M	1677
Brisbane - South	2016	Certificate I and II Level	F	1449
Brisbane - South	2016	Certificate I and II Level	M	985
Brisbane - South	2016	Certificate III and IV Level	F	10662
Brisbane - South	2016	Certificate III and IV Level	M	22657
Brisbane - South	2016	Advanced Diploma and Diploma	F	14017
Brisbane - South	2016	Advanced Diploma and Diploma	M	11826
Brisbane - South	2016	Bachelor	F	33603
Brisbane - South	2016	Bachelor	M	27677
Brisbane - South	2016	Graduate Diploma and Graduate Certificate	F	4569
Brisbane - South	2016	Graduate Diploma and Graduate Certificate	M	2735
Brisbane - South	2016	Postgraduate	F	10893
Brisbane - South	2016	Postgraduate	M	11301
Brisbane - West	2006		F	50488
Brisbane - West	2006		M	42738
Brisbane - West	2006	Certificate nfd	F	1244
Brisbane - West	2006	Certificate nfd	M	712
Brisbane - West	2006	Certificate I and II Level	F	713
Brisbane - West	2006	Certificate I and II Level	M	377
Brisbane - West	2006	Certificate III and IV Level	F	3475
Brisbane - West	2006	Certificate III and IV Level	M	8698
Brisbane - West	2006	Advanced Diploma and Diploma	F	6487
Brisbane - West	2006	Advanced Diploma and Diploma	M	5161
Brisbane - West	2006	Bachelor	F	15015
Brisbane - West	2006	Bachelor	M	13498
Brisbane - West	2006	Graduate Diploma and Graduate Certificate	F	2030
Brisbane - West	2006	Graduate Diploma and Graduate Certificate	M	1293
Brisbane - West	2006	Postgraduate	F	3648
Brisbane - West	2006	Postgraduate	M	5645
Brisbane - West	2011		F	48471
Brisbane - West	2011		M	43151
Brisbane - West	2011	Certificate nfd	F	1164
Brisbane - West	2011	Certificate nfd	M	652
Brisbane - West	2011	Certificate I and II Level	F	708
Brisbane - West	2011	Certificate I and II Level	M	456
Brisbane - West	2011	Certificate III and IV Level	F	4199
Brisbane - West	2011	Certificate III and IV Level	M	9435
Brisbane - West	2011	Advanced Diploma and Diploma	F	6969
Brisbane - West	2011	Advanced Diploma and Diploma	M	5633
Brisbane - West	2011	Bachelor	F	17567
Brisbane - West	2011	Bachelor	M	15495
Brisbane - West	2011	Graduate Diploma and Graduate Certificate	F	2573
Brisbane - West	2011	Graduate Diploma and Graduate Certificate	M	1564
Brisbane - West	2011	Postgraduate	F	5290
Brisbane - West	2011	Postgraduate	M	7028
Brisbane - West	2016		F	47276
Brisbane - West	2016		M	43234
Brisbane - West	2016	Certificate nfd	F	1308
Brisbane - West	2016	Certificate nfd	M	837
Brisbane - West	2016	Certificate I and II Level	F	694
Brisbane - West	2016	Certificate I and II Level	M	458
Brisbane - West	2016	Certificate III and IV Level	F	5121
Brisbane - West	2016	Certificate III and IV Level	M	9954
Brisbane - West	2016	Advanced Diploma and Diploma	F	7592
Brisbane - West	2016	Advanced Diploma and Diploma	M	6145
Brisbane - West	2016	Bachelor	F	19643
Brisbane - West	2016	Bachelor	M	16623
Brisbane - West	2016	Graduate Diploma and Graduate Certificate	F	3208
Brisbane - West	2016	Graduate Diploma and Graduate Certificate	M	1870
Brisbane - West	2016	Postgraduate	F	6785
Brisbane - West	2016	Postgraduate	M	8240
Brisbane Inner City	2006		F	59301
Brisbane Inner City	2006		M	55903
Brisbane Inner City	2006	Certificate nfd	F	1437
Brisbane Inner City	2006	Certificate nfd	M	915
Brisbane Inner City	2006	Certificate I and II Level	F	839
Brisbane Inner City	2006	Certificate I and II Level	M	634
Brisbane Inner City	2006	Certificate III and IV Level	F	4739
Brisbane Inner City	2006	Certificate III and IV Level	M	11040
Brisbane Inner City	2006	Advanced Diploma and Diploma	F	7944
Brisbane Inner City	2006	Advanced Diploma and Diploma	M	6426
Brisbane Inner City	2006	Bachelor	F	21670
Brisbane Inner City	2006	Bachelor	M	19294
Brisbane Inner City	2006	Graduate Diploma and Graduate Certificate	F	2803
Brisbane Inner City	2006	Graduate Diploma and Graduate Certificate	M	1744
Brisbane Inner City	2006	Postgraduate	F	4727
Brisbane Inner City	2006	Postgraduate	M	5599
Brisbane Inner City	2011		F	56403
Brisbane Inner City	2011		M	55019
Brisbane Inner City	2011	Certificate nfd	F	1299
Brisbane Inner City	2011	Certificate nfd	M	876
Brisbane Inner City	2011	Certificate I and II Level	F	916
Brisbane Inner City	2011	Certificate I and II Level	M	705
Brisbane Inner City	2011	Certificate III and IV Level	F	5717
Brisbane Inner City	2011	Certificate III and IV Level	M	12432
Brisbane Inner City	2011	Advanced Diploma and Diploma	F	9043
Brisbane Inner City	2011	Advanced Diploma and Diploma	M	7665
Brisbane Inner City	2011	Bachelor	F	27106
Brisbane Inner City	2011	Bachelor	M	24736
Brisbane Inner City	2011	Graduate Diploma and Graduate Certificate	F	3868
Brisbane Inner City	2011	Graduate Diploma and Graduate Certificate	M	2371
Brisbane Inner City	2011	Postgraduate	F	7427
Brisbane Inner City	2011	Postgraduate	M	8399
Brisbane Inner City	2016		F	59388
Brisbane Inner City	2016		M	58574
Brisbane Inner City	2016	Certificate nfd	F	1541
Brisbane Inner City	2016	Certificate nfd	M	1153
Brisbane Inner City	2016	Certificate I and II Level	F	842
Brisbane Inner City	2016	Certificate I and II Level	M	644
Brisbane Inner City	2016	Certificate III and IV Level	F	6700
Brisbane Inner City	2016	Certificate III and IV Level	M	13133
Brisbane Inner City	2016	Advanced Diploma and Diploma	F	9909
Brisbane Inner City	2016	Advanced Diploma and Diploma	M	8772
Brisbane Inner City	2016	Bachelor	F	32048
Brisbane Inner City	2016	Bachelor	M	28505
Brisbane Inner City	2016	Graduate Diploma and Graduate Certificate	F	4750
Brisbane Inner City	2016	Graduate Diploma and Graduate Certificate	M	2934
Brisbane Inner City	2016	Postgraduate	F	10450
Brisbane Inner City	2016	Postgraduate	M	10869
Cairns	2006		F	76362
Cairns	2006		M	69158
Cairns	2006	Certificate nfd	F	1493
Cairns	2006	Certificate nfd	M	826
Cairns	2006	Certificate I and II Level	F	1140
Cairns	2006	Certificate I and II Level	M	684
Cairns	2006	Certificate III and IV Level	F	6523
Cairns	2006	Certificate III and IV Level	M	20632
Cairns	2006	Advanced Diploma and Diploma	F	5833
Cairns	2006	Advanced Diploma and Diploma	M	4066
Cairns	2006	Bachelor	F	7925
Cairns	2006	Bachelor	M	5007
Cairns	2006	Graduate Diploma and Graduate Certificate	F	1016
Cairns	2006	Graduate Diploma and Graduate Certificate	M	526
Cairns	2006	Postgraduate	F	912
Cairns	2006	Postgraduate	M	1006
Cairns	2011		F	78664
Cairns	2011		M	72476
Cairns	2011	Certificate nfd	F	1695
Cairns	2011	Certificate nfd	M	887
Cairns	2011	Certificate I and II Level	F	1665
Cairns	2011	Certificate I and II Level	M	900
Cairns	2011	Certificate III and IV Level	F	9530
Cairns	2011	Certificate III and IV Level	M	23874
Cairns	2011	Advanced Diploma and Diploma	F	7716
Cairns	2011	Advanced Diploma and Diploma	M	5250
Cairns	2011	Bachelor	F	10352
Cairns	2011	Bachelor	M	6344
Cairns	2011	Graduate Diploma and Graduate Certificate	F	1341
Cairns	2011	Graduate Diploma and Graduate Certificate	M	710
Cairns	2011	Postgraduate	F	1594
Cairns	2011	Postgraduate	M	1435
Cairns	2016		F	78367
Cairns	2016		M	73764
Cairns	2016	Certificate nfd	F	2243
Cairns	2016	Certificate nfd	M	1473
Cairns	2016	Certificate I and II Level	F	1605
Cairns	2016	Certificate I and II Level	M	1071
Cairns	2016	Certificate III and IV Level	F	11817
Cairns	2016	Certificate III and IV Level	M	25961
Cairns	2016	Advanced Diploma and Diploma	F	9794
Cairns	2016	Advanced Diploma and Diploma	M	6572
Cairns	2016	Bachelor	F	12734
Cairns	2016	Bachelor	M	7569
Cairns	2016	Graduate Diploma and Graduate Certificate	F	1959
Cairns	2016	Graduate Diploma and Graduate Certificate	M	921
Cairns	2016	Postgraduate	F	2404
Cairns	2016	Postgraduate	M	1935
Darling Downs - Maranoa	2006		F	45174
Darling Downs - Maranoa	2006		M	44210
Darling Downs - Maranoa	2006	Certificate nfd	F	703
Darling Downs - Maranoa	2006	Certificate nfd	M	559
Darling Downs - Maranoa	2006	Certificate I and II Level	F	727
Darling Downs - Maranoa	2006	Certificate I and II Level	M	452
Darling Downs - Maranoa	2006	Certificate III and IV Level	F	3431
Darling Downs - Maranoa	2006	Certificate III and IV Level	M	8543
Darling Downs - Maranoa	2006	Advanced Diploma and Diploma	F	2623
Darling Downs - Maranoa	2006	Advanced Diploma and Diploma	M	1828
Darling Downs - Maranoa	2006	Bachelor	F	3581
Darling Downs - Maranoa	2006	Bachelor	M	1826
Darling Downs - Maranoa	2006	Graduate Diploma and Graduate Certificate	F	434
Darling Downs - Maranoa	2006	Graduate Diploma and Graduate Certificate	M	217
Darling Downs - Maranoa	2006	Postgraduate	F	255
Darling Downs - Maranoa	2006	Postgraduate	M	299
Darling Downs - Maranoa	2011		F	45323
Darling Downs - Maranoa	2011		M	44975
Darling Downs - Maranoa	2011	Certificate nfd	F	840
Darling Downs - Maranoa	2011	Certificate nfd	M	595
Darling Downs - Maranoa	2011	Certificate I and II Level	F	876
Darling Downs - Maranoa	2011	Certificate I and II Level	M	490
Darling Downs - Maranoa	2011	Certificate III and IV Level	F	4863
Darling Downs - Maranoa	2011	Certificate III and IV Level	M	10600
Darling Downs - Maranoa	2011	Advanced Diploma and Diploma	F	3260
Darling Downs - Maranoa	2011	Advanced Diploma and Diploma	M	2125
Darling Downs - Maranoa	2011	Bachelor	F	4463
Darling Downs - Maranoa	2011	Bachelor	M	2284
Darling Downs - Maranoa	2011	Graduate Diploma and Graduate Certificate	F	578
Darling Downs - Maranoa	2011	Graduate Diploma and Graduate Certificate	M	257
Darling Downs - Maranoa	2011	Postgraduate	F	387
Darling Downs - Maranoa	2011	Postgraduate	M	356
Darling Downs - Maranoa	2016		F	43750
Darling Downs - Maranoa	2016		M	44189
Darling Downs - Maranoa	2016	Certificate nfd	F	1150
Darling Downs - Maranoa	2016	Certificate nfd	M	818
Darling Downs - Maranoa	2016	Certificate I and II Level	F	915
Darling Downs - Maranoa	2016	Certificate I and II Level	M	548
Darling Downs - Maranoa	2016	Certificate III and IV Level	F	6049
Darling Downs - Maranoa	2016	Certificate III and IV Level	M	12166
Darling Downs - Maranoa	2016	Advanced Diploma and Diploma	F	4279
Darling Downs - Maranoa	2016	Advanced Diploma and Diploma	M	2689
Darling Downs - Maranoa	2016	Bachelor	F	5166
Darling Downs - Maranoa	2016	Bachelor	M	2552
Darling Downs - Maranoa	2016	Graduate Diploma and Graduate Certificate	F	684
Darling Downs - Maranoa	2016	Graduate Diploma and Graduate Certificate	M	278
Darling Downs - Maranoa	2016	Postgraduate	F	586
Darling Downs - Maranoa	2016	Postgraduate	M	468
Central Queensland	2006		F	75205
Central Queensland	2006		M	69618
Central Queensland	2006	Certificate nfd	F	1141
Central Queensland	2006	Certificate nfd	M	688
Central Queensland	2006	Certificate I and II Level	F	1212
Central Queensland	2006	Certificate I and II Level	M	612
Central Queensland	2006	Certificate III and IV Level	F	5572
Central Queensland	2006	Certificate III and IV Level	M	19660
Central Queensland	2006	Advanced Diploma and Diploma	F	3852
Central Queensland	2006	Advanced Diploma and Diploma	M	2905
Central Queensland	2006	Bachelor	F	6485
Central Queensland	2006	Bachelor	M	4174
Central Queensland	2006	Graduate Diploma and Graduate Certificate	F	794
Central Queensland	2006	Graduate Diploma and Graduate Certificate	M	512
Central Queensland	2006	Postgraduate	F	630
Central Queensland	2006	Postgraduate	M	844
Central Queensland	2011		F	76502
Central Queensland	2011		M	72314
Central Queensland	2011	Certificate nfd	F	1240
Central Queensland	2011	Certificate nfd	M	763
Central Queensland	2011	Certificate I and II Level	F	1641
Central Queensland	2011	Certificate I and II Level	M	750
Central Queensland	2011	Certificate III and IV Level	F	8348
Central Queensland	2011	Certificate III and IV Level	M	24009
Central Queensland	2011	Advanced Diploma and Diploma	F	5171
Central Queensland	2011	Advanced Diploma and Diploma	M	3652
Central Queensland	2011	Bachelor	F	8263
Central Queensland	2011	Bachelor	M	4953
Central Queensland	2011	Graduate Diploma and Graduate Certificate	F	1052
Central Queensland	2011	Graduate Diploma and Graduate Certificate	M	610
Central Queensland	2011	Postgraduate	F	963
Central Queensland	2011	Postgraduate	M	1115
Central Queensland	2016		F	75492
Central Queensland	2016		M	71869
Central Queensland	2016	Certificate nfd	F	1603
Central Queensland	2016	Certificate nfd	M	1260
Central Queensland	2016	Certificate I and II Level	F	1649
Central Queensland	2016	Certificate I and II Level	M	1006
Central Queensland	2016	Certificate III and IV Level	F	11043
Central Queensland	2016	Certificate III and IV Level	M	26474
Central Queensland	2016	Advanced Diploma and Diploma	F	6437
Central Queensland	2016	Advanced Diploma and Diploma	M	4382
Central Queensland	2016	Bachelor	F	9654
Central Queensland	2016	Bachelor	M	5195
Central Queensland	2016	Graduate Diploma and Graduate Certificate	F	1429
Central Queensland	2016	Graduate Diploma and Graduate Certificate	M	760
Central Queensland	2016	Postgraduate	F	1320
Central Queensland	2016	Postgraduate	M	1342
Gold Coast	2006		F	165532
Gold Coast	2006		M	142902
Gold Coast	2006	Certificate nfd	F	4207
Gold Coast	2006	Certificate nfd	M	2221
Gold Coast	2006	Certificate I and II Level	F	2472
Gold Coast	2006	Certificate I and II Level	M	1194
Gold Coast	2006	Certificate III and IV Level	F	15551
Gold Coast	2006	Certificate III and IV Level	M	43421
Gold Coast	2006	Advanced Diploma and Diploma	F	16205
Gold Coast	2006	Advanced Diploma and Diploma	M	11062
Gold Coast	2006	Bachelor	F	18276
Gold Coast	2006	Bachelor	M	14295
Gold Coast	2006	Graduate Diploma and Graduate Certificate	F	1949
Gold Coast	2006	Graduate Diploma and Graduate Certificate	M	1163
Gold Coast	2006	Postgraduate	F	2569
Gold Coast	2006	Postgraduate	M	3169
Gold Coast	2011		F	173593
Gold Coast	2011		M	152242
Gold Coast	2011	Certificate nfd	F	4766
Gold Coast	2011	Certificate nfd	M	2256
Gold Coast	2011	Certificate I and II Level	F	3283
Gold Coast	2011	Certificate I and II Level	M	1787
Gold Coast	2011	Certificate III and IV Level	F	22405
Gold Coast	2011	Certificate III and IV Level	M	51400
Gold Coast	2011	Advanced Diploma and Diploma	F	21914
Gold Coast	2011	Advanced Diploma and Diploma	M	14578
Gold Coast	2011	Bachelor	F	25884
Gold Coast	2011	Bachelor	M	19041
Gold Coast	2011	Graduate Diploma and Graduate Certificate	F	3018
Gold Coast	2011	Graduate Diploma and Graduate Certificate	M	1634
Gold Coast	2011	Postgraduate	F	4737
Gold Coast	2011	Postgraduate	M	5107
Gold Coast	2016		F	178991
Gold Coast	2016		M	160285
Gold Coast	2016	Certificate nfd	F	6503
Gold Coast	2016	Certificate nfd	M	3954
Gold Coast	2016	Certificate I and II Level	F	3148
Gold Coast	2016	Certificate I and II Level	M	1726
Gold Coast	2016	Certificate III and IV Level	F	28328
Gold Coast	2016	Certificate III and IV Level	M	58427
Gold Coast	2016	Advanced Diploma and Diploma	F	29190
Gold Coast	2016	Advanced Diploma and Diploma	M	18872
Gold Coast	2016	Bachelor	F	34359
Gold Coast	2016	Bachelor	M	24255
Gold Coast	2016	Graduate Diploma and Graduate Certificate	F	4544
Gold Coast	2016	Graduate Diploma and Graduate Certificate	M	2384
Gold Coast	2016	Postgraduate	F	7772
Gold Coast	2016	Postgraduate	M	7257
Ipswich	2006		F	95571
Ipswich	2006		M	86835
Ipswich	2006	Certificate nfd	F	1758
Ipswich	2006	Certificate nfd	M	889
Ipswich	2006	Certificate I and II Level	F	1580
Ipswich	2006	Certificate I and II Level	M	837
Ipswich	2006	Certificate III and IV Level	F	7479
Ipswich	2006	Certificate III and IV Level	M	20570
Ipswich	2006	Advanced Diploma and Diploma	F	5626
Ipswich	2006	Advanced Diploma and Diploma	M	4567
Ipswich	2006	Bachelor	F	7346
Ipswich	2006	Bachelor	M	5010
Ipswich	2006	Graduate Diploma and Graduate Certificate	F	988
Ipswich	2006	Graduate Diploma and Graduate Certificate	M	591
Ipswich	2006	Postgraduate	F	924
Ipswich	2006	Postgraduate	M	1137
Ipswich	2011		F	102750
Ipswich	2011		M	96861
Ipswich	2011	Certificate nfd	F	2128
Ipswich	2011	Certificate nfd	M	1091
Ipswich	2011	Certificate I and II Level	F	2299
Ipswich	2011	Certificate I and II Level	M	1244
Ipswich	2011	Certificate III and IV Level	F	11778
Ipswich	2011	Certificate III and IV Level	M	25542
Ipswich	2011	Advanced Diploma and Diploma	F	8375
Ipswich	2011	Advanced Diploma and Diploma	M	6158
Ipswich	2011	Bachelor	F	10602
Ipswich	2011	Bachelor	M	7066
Ipswich	2011	Graduate Diploma and Graduate Certificate	F	1365
Ipswich	2011	Graduate Diploma and Graduate Certificate	M	827
Ipswich	2011	Postgraduate	F	1742
Ipswich	2011	Postgraduate	M	1965
Ipswich	2016		F	108650
Ipswich	2016		M	105683
Ipswich	2016	Certificate nfd	F	2922
Ipswich	2016	Certificate nfd	M	1949
Ipswich	2016	Certificate I and II Level	F	2280
Ipswich	2016	Certificate I and II Level	M	1448
Ipswich	2016	Certificate III and IV Level	F	16749
Ipswich	2016	Certificate III and IV Level	M	30400
Ipswich	2016	Advanced Diploma and Diploma	F	12393
Ipswich	2016	Advanced Diploma and Diploma	M	8439
Ipswich	2016	Bachelor	F	14164
Ipswich	2016	Bachelor	M	9053
Ipswich	2016	Graduate Diploma and Graduate Certificate	F	2096
Ipswich	2016	Graduate Diploma and Graduate Certificate	M	1100
Ipswich	2016	Postgraduate	F	3004
Ipswich	2016	Postgraduate	M	2734
Logan - Beaudesert	2006		F	104057
Logan - Beaudesert	2006		M	93387
Logan - Beaudesert	2006	Certificate nfd	F	2098
Logan - Beaudesert	2006	Certificate nfd	M	984
Logan - Beaudesert	2006	Certificate I and II Level	F	1829
Logan - Beaudesert	2006	Certificate I and II Level	M	797
Logan - Beaudesert	2006	Certificate III and IV Level	F	8544
Logan - Beaudesert	2006	Certificate III and IV Level	M	24409
Logan - Beaudesert	2006	Advanced Diploma and Diploma	F	6481
Logan - Beaudesert	2006	Advanced Diploma and Diploma	M	4430
Logan - Beaudesert	2006	Bachelor	F	7208
Logan - Beaudesert	2006	Bachelor	M	4661
Logan - Beaudesert	2006	Graduate Diploma and Graduate Certificate	F	781
Logan - Beaudesert	2006	Graduate Diploma and Graduate Certificate	M	469
Logan - Beaudesert	2006	Postgraduate	F	742
Logan - Beaudesert	2006	Postgraduate	M	861
Logan - Beaudesert	2011		F	107392
Logan - Beaudesert	2011		M	98568
Logan - Beaudesert	2011	Certificate nfd	F	2398
Logan - Beaudesert	2011	Certificate nfd	M	1176
Logan - Beaudesert	2011	Certificate I and II Level	F	2467
Logan - Beaudesert	2011	Certificate I and II Level	M	1342
Logan - Beaudesert	2011	Certificate III and IV Level	F	12589
Logan - Beaudesert	2011	Certificate III and IV Level	M	28979
Logan - Beaudesert	2011	Advanced Diploma and Diploma	F	8919
Logan - Beaudesert	2011	Advanced Diploma and Diploma	M	5697
Logan - Beaudesert	2011	Bachelor	F	10077
Logan - Beaudesert	2011	Bachelor	M	6212
Logan - Beaudesert	2011	Graduate Diploma and Graduate Certificate	F	1166
Logan - Beaudesert	2011	Graduate Diploma and Graduate Certificate	M	618
Logan - Beaudesert	2011	Postgraduate	F	1375
Logan - Beaudesert	2011	Postgraduate	M	1459
Logan - Beaudesert	2016		F	108690
Logan - Beaudesert	2016		M	101921
Logan - Beaudesert	2016	Certificate nfd	F	3099
Logan - Beaudesert	2016	Certificate nfd	M	2019
Logan - Beaudesert	2016	Certificate I and II Level	F	2307
Logan - Beaudesert	2016	Certificate I and II Level	M	1351
Logan - Beaudesert	2016	Certificate III and IV Level	F	17365
Logan - Beaudesert	2016	Certificate III and IV Level	M	33017
Logan - Beaudesert	2016	Advanced Diploma and Diploma	F	12454
Logan - Beaudesert	2016	Advanced Diploma and Diploma	M	7712
Logan - Beaudesert	2016	Bachelor	F	12555
Logan - Beaudesert	2016	Bachelor	M	7736
Logan - Beaudesert	2016	Graduate Diploma and Graduate Certificate	F	1825
Logan - Beaudesert	2016	Graduate Diploma and Graduate Certificate	M	862
Logan - Beaudesert	2016	Postgraduate	F	2276
Logan - Beaudesert	2016	Postgraduate	M	2113
Mackay - Isaac - Whitsunday	2006		F	56855
Mackay - Isaac - Whitsunday	2006		M	53948
Mackay - Isaac - Whitsunday	2006	Certificate nfd	F	984
Mackay - Isaac - Whitsunday	2006	Certificate nfd	M	495
Mackay - Isaac - Whitsunday	2006	Certificate I and II Level	F	1006
Mackay - Isaac - Whitsunday	2006	Certificate I and II Level	M	499
Mackay - Isaac - Whitsunday	2006	Certificate III and IV Level	F	4637
Mackay - Isaac - Whitsunday	2006	Certificate III and IV Level	M	17272
Mackay - Isaac - Whitsunday	2006	Advanced Diploma and Diploma	F	3229
Mackay - Isaac - Whitsunday	2006	Advanced Diploma and Diploma	M	2199
Mackay - Isaac - Whitsunday	2006	Bachelor	F	4617
Mackay - Isaac - Whitsunday	2006	Bachelor	M	2840
Mackay - Isaac - Whitsunday	2006	Graduate Diploma and Graduate Certificate	F	533
Mackay - Isaac - Whitsunday	2006	Graduate Diploma and Graduate Certificate	M	295
Mackay - Isaac - Whitsunday	2006	Postgraduate	F	341
Mackay - Isaac - Whitsunday	2006	Postgraduate	M	427
Mackay - Isaac - Whitsunday	2011		F	58336
Mackay - Isaac - Whitsunday	2011		M	56895
Mackay - Isaac - Whitsunday	2011	Certificate nfd	F	1126
Mackay - Isaac - Whitsunday	2011	Certificate nfd	M	558
Mackay - Isaac - Whitsunday	2011	Certificate I and II Level	F	1227
Mackay - Isaac - Whitsunday	2011	Certificate I and II Level	M	568
Mackay - Isaac - Whitsunday	2011	Certificate III and IV Level	F	6879
Mackay - Isaac - Whitsunday	2011	Certificate III and IV Level	M	21987
Mackay - Isaac - Whitsunday	2011	Advanced Diploma and Diploma	F	4379
Mackay - Isaac - Whitsunday	2011	Advanced Diploma and Diploma	M	2856
Mackay - Isaac - Whitsunday	2011	Bachelor	F	6158
Mackay - Isaac - Whitsunday	2011	Bachelor	M	3452
Mackay - Isaac - Whitsunday	2011	Graduate Diploma and Graduate Certificate	F	726
Mackay - Isaac - Whitsunday	2011	Graduate Diploma and Graduate Certificate	M	366
Mackay - Isaac - Whitsunday	2011	Postgraduate	F	649
Mackay - Isaac - Whitsunday	2011	Postgraduate	M	646
Mackay - Isaac - Whitsunday	2016		F	56897
Mackay - Isaac - Whitsunday	2016		M	54781
Mackay - Isaac - Whitsunday	2016	Certificate nfd	F	1438
Mackay - Isaac - Whitsunday	2016	Certificate nfd	M	891
Mackay - Isaac - Whitsunday	2016	Certificate I and II Level	F	1208
Mackay - Isaac - Whitsunday	2016	Certificate I and II Level	M	622
Mackay - Isaac - Whitsunday	2016	Certificate III and IV Level	F	8765
Mackay - Isaac - Whitsunday	2016	Certificate III and IV Level	M	22518
Mackay - Isaac - Whitsunday	2016	Advanced Diploma and Diploma	F	5226
Mackay - Isaac - Whitsunday	2016	Advanced Diploma and Diploma	M	3456
Mackay - Isaac - Whitsunday	2016	Bachelor	F	7139
Mackay - Isaac - Whitsunday	2016	Bachelor	M	3690
Mackay - Isaac - Whitsunday	2016	Graduate Diploma and Graduate Certificate	F	981
Mackay - Isaac - Whitsunday	2016	Graduate Diploma and Graduate Certificate	M	465
Mackay - Isaac - Whitsunday	2016	Postgraduate	F	861
Mackay - Isaac - Whitsunday	2016	Postgraduate	M	750
Moreton Bay - North	2006		F	75140
Moreton Bay - North	2006		M	65085
Moreton Bay - North	2006	Certificate nfd	F	1514
Moreton Bay - North	2006	Certificate nfd	M	758
Moreton Bay - North	2006	Certificate I and II Level	F	1171
Moreton Bay - North	2006	Certificate I and II Level	M	608
Moreton Bay - North	2006	Certificate III and IV Level	F	6471
Moreton Bay - North	2006	Certificate III and IV Level	M	18135
Moreton Bay - North	2006	Advanced Diploma and Diploma	F	4942
Moreton Bay - North	2006	Advanced Diploma and Diploma	M	3592
Moreton Bay - North	2006	Bachelor	F	4974
Moreton Bay - North	2006	Bachelor	M	3171
Moreton Bay - North	2006	Graduate Diploma and Graduate Certificate	F	722
Moreton Bay - North	2006	Graduate Diploma and Graduate Certificate	M	405
Moreton Bay - North	2006	Postgraduate	F	535
Moreton Bay - North	2006	Postgraduate	M	631
Moreton Bay - North	2011		F	80271
Moreton Bay - North	2011		M	70854
Moreton Bay - North	2011	Certificate nfd	F	1931
Moreton Bay - North	2011	Certificate nfd	M	896
Moreton Bay - North	2011	Certificate I and II Level	F	1761
Moreton Bay - North	2011	Certificate I and II Level	M	936
Moreton Bay - North	2011	Certificate III and IV Level	F	10123
Moreton Bay - North	2011	Certificate III and IV Level	M	22524
Moreton Bay - North	2011	Advanced Diploma and Diploma	F	7016
Moreton Bay - North	2011	Advanced Diploma and Diploma	M	4674
Moreton Bay - North	2011	Bachelor	F	7050
Moreton Bay - North	2011	Bachelor	M	4283
Moreton Bay - North	2011	Graduate Diploma and Graduate Certificate	F	1042
Moreton Bay - North	2011	Graduate Diploma and Graduate Certificate	M	553
Moreton Bay - North	2011	Postgraduate	F	910
Moreton Bay - North	2011	Postgraduate	M	926
Moreton Bay - North	2016		F	80638
Moreton Bay - North	2016		M	72994
Moreton Bay - North	2016	Certificate nfd	F	2486
Moreton Bay - North	2016	Certificate nfd	M	1556
Moreton Bay - North	2016	Certificate I and II Level	F	1694
Moreton Bay - North	2016	Certificate I and II Level	M	1046
Moreton Bay - North	2016	Certificate III and IV Level	F	13863
Moreton Bay - North	2016	Certificate III and IV Level	M	26564
Moreton Bay - North	2016	Advanced Diploma and Diploma	F	10076
Moreton Bay - North	2016	Advanced Diploma and Diploma	M	6179
Moreton Bay - North	2016	Bachelor	F	9077
Moreton Bay - North	2016	Bachelor	M	5026
Moreton Bay - North	2016	Graduate Diploma and Graduate Certificate	F	1525
