SA4_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
Central West	2006	3	0	33800	94
Central West	2006	3	0	41600	62
Central West	2006	3	0	52000	83
Central West	2006	3	0	78000	21
Central West	2006	3	0	104000	6
Central West	2006	3	0	130000	10
Central West	2006	3	0	156000	0
Central West	2006	3	0	208000	0
Central West	2006	3	1		697
Central West	2006	3	1	-1	19
Central West	2006	3	1	52	16
Central West	2006	3	1	7800	23
Central West	2006	3	1	15600	28
Central West	2006	3	1	20800	61
Central West	2006	3	1	26000	215
Central West	2006	3	1	33800	200
Central West	2006	3	1	41600	312
Central West	2006	3	1	52000	1114
Central West	2006	3	1	78000	710
Central West	2006	3	1	104000	363
Central West	2006	3	1	130000	246
Central West	2006	3	1	156000	154
Central West	2006	3	1	208000	53
Central West	2006	4	0		92
Central West	2006	4	0	-1	0
Central West	2006	4	0	52	0
Central West	2006	4	0	7800	19
Central West	2006	4	0	15600	37
Central West	2006	4	0	20800	4
Central West	2006	4	0	26000	138
Central West	2006	4	0	33800	49
Central West	2006	4	0	41600	22
Central West	2006	4	0	52000	36
Central West	2006	4	0	78000	9
Central West	2006	4	0	104000	3
Central West	2006	4	0	130000	3
Central West	2006	4	0	156000	0
Central West	2006	4	0	208000	0
Central West	2006	4	1		405
Central West	2006	4	1	-1	10
Central West	2006	4	1	52	13
Central West	2006	4	1	7800	10
Central West	2006	4	1	15600	17
Central West	2006	4	1	20800	46
Central West	2006	4	1	26000	119
Central West	2006	4	1	33800	88
Central West	2006	4	1	41600	130
Central West	2006	4	1	52000	461
Central West	2006	4	1	78000	224
Central West	2006	4	1	104000	117
Central West	2006	4	1	130000	78
Central West	2006	4	1	156000	59
Central West	2006	4	1	208000	16
Central West	2011	1	0		466
Central West	2011	1	0	-1	56
Central West	2011	1	0	52	69
Central West	2011	1	0	7800	268
Central West	2011	1	0	15600	428
Central West	2011	1	0	20800	583
Central West	2011	1	0	26000	290
Central West	2011	1	0	33800	656
Central West	2011	1	0	41600	547
Central West	2011	1	0	52000	752
Central West	2011	1	0	78000	309
Central West	2011	1	0	104000	114
Central West	2011	1	0	130000	73
Central West	2011	1	0	156000	22
Central West	2011	1	0	208000	9
Central West	2011	1	1		1050
Central West	2011	1	1	-1	30
Central West	2011	1	1	52	10
Central West	2011	1	1	7800	48
Central West	2011	1	1	15600	46
Central West	2011	1	1	20800	51
Central West	2011	1	1	26000	230
Central West	2011	1	1	33800	311
Central West	2011	1	1	41600	432
Central West	2011	1	1	52000	1426
Central West	2011	1	1	78000	1166
Central West	2011	1	1	104000	887
Central West	2011	1	1	130000	596
Central West	2011	1	1	156000	664
Central West	2011	1	1	208000	214
Central West	2011	2	0		313
Central West	2011	2	0	-1	17
Central West	2011	2	0	52	27
Central West	2011	2	0	7800	105
Central West	2011	2	0	15600	197
Central West	2011	2	0	20800	459
Central West	2011	2	0	26000	64
Central West	2011	2	0	33800	298
Central West	2011	2	0	41600	214
Central West	2011	2	0	52000	321
Central West	2011	2	0	78000	163
Central West	2011	2	0	104000	35
Central West	2011	2	0	130000	56
Central West	2011	2	0	156000	12
Central West	2011	2	0	208000	4
Central West	2011	2	1		1148
Central West	2011	2	1	-1	31
Central West	2011	2	1	52	15
Central West	2011	2	1	7800	33
Central West	2011	2	1	15600	32
Central West	2011	2	1	20800	45
Central West	2011	2	1	26000	181
Central West	2011	2	1	33800	254
Central West	2011	2	1	41600	440
Central West	2011	2	1	52000	1345
Central West	2011	2	1	78000	1326
Central West	2011	2	1	104000	1074
Central West	2011	2	1	130000	907
Central West	2011	2	1	156000	855
Central West	2011	2	1	208000	288
Central West	2011	3	0		176
Central West	2011	3	0	-1	12
Central West	2011	3	0	52	12
Central West	2011	3	0	7800	36
Central West	2011	3	0	15600	78
Central West	2011	3	0	20800	175
Central West	2011	3	0	26000	30
Central West	2011	3	0	33800	155
Central West	2011	3	0	41600	88
Central West	2011	3	0	52000	120
Central West	2011	3	0	78000	45
Central West	2011	3	0	104000	13
Central West	2011	3	0	130000	17
Central West	2011	3	0	156000	4
Central West	2011	3	0	208000	0
Central West	2011	3	1		714
Central West	2011	3	1	-1	18
Central West	2011	3	1	52	6
Central West	2011	3	1	7800	23
Central West	2011	3	1	15600	26
Central West	2011	3	1	20800	20
Central West	2011	3	1	26000	99
Central West	2011	3	1	33800	136
Central West	2011	3	1	41600	236
Central West	2011	3	1	52000	732
Central West	2011	3	1	78000	700
Central West	2011	3	1	104000	489
Central West	2011	3	1	130000	442
Central West	2011	3	1	156000	431
Central West	2011	3	1	208000	137
Central West	2011	4	0		97
Central West	2011	4	0	-1	5
Central West	2011	4	0	52	3
Central West	2011	4	0	7800	19
Central West	2011	4	0	15600	47
Central West	2011	4	0	20800	86
Central West	2011	4	0	26000	16
Central West	2011	4	0	33800	98
Central West	2011	4	0	41600	52
Central West	2011	4	0	52000	49
Central West	2011	4	0	78000	15
Central West	2011	4	0	104000	3
Central West	2011	4	0	130000	3
Central West	2011	4	0	156000	0
Central West	2011	4	0	208000	0
Central West	2011	4	1		317
Central West	2011	4	1	-1	8
Central West	2011	4	1	52	3
Central West	2011	4	1	7800	14
Central West	2011	4	1	15600	13
Central West	2011	4	1	20800	12
Central West	2011	4	1	26000	54
Central West	2011	4	1	33800	53
Central West	2011	4	1	41600	118
Central West	2011	4	1	52000	319
Central West	2011	4	1	78000	295
Central West	2011	4	1	104000	194
Central West	2011	4	1	130000	150
Central West	2011	4	1	156000	128
Central West	2011	4	1	208000	63
Central West	2016	1	0		526
Central West	2016	1	0	-1	59
Central West	2016	1	0	52	50
Central West	2016	1	0	7800	188
Central West	2016	1	0	15600	232
Central West	2016	1	0	20800	368
Central West	2016	1	0	26000	543
Central West	2016	1	0	33800	618
Central West	2016	1	0	41600	603
Central West	2016	1	0	52000	918
Central West	2016	1	0	78000	439
Central West	2016	1	0	104000	254
Central West	2016	1	0	130000	69
Central West	2016	1	0	156000	55
Central West	2016	1	0	208000	28
Central West	2016	1	1		975
Central West	2016	1	1	-1	26
Central West	2016	1	1	52	19
Central West	2016	1	1	7800	27
Central West	2016	1	1	15600	21
Central West	2016	1	1	20800	80
Central West	2016	1	1	26000	108
Central West	2016	1	1	33800	241
Central West	2016	1	1	41600	321
Central West	2016	1	1	52000	1232
Central West	2016	1	1	78000	1123
Central West	2016	1	1	104000	1092
Central West	2016	1	1	130000	753
Central West	2016	1	1	156000	791
Central West	2016	1	1	208000	481
Central West	2016	2	0		324
Central West	2016	2	0	-1	26
Central West	2016	2	0	52	15
Central West	2016	2	0	7800	84
Central West	2016	2	0	15600	123
Central West	2016	2	0	20800	172
Central West	2016	2	0	26000	329
Central West	2016	2	0	33800	300
Central West	2016	2	0	41600	234
Central West	2016	2	0	52000	401
Central West	2016	2	0	78000	209
Central West	2016	2	0	104000	127
Central West	2016	2	0	130000	35
Central West	2016	2	0	156000	37
Central West	2016	2	0	208000	11
Central West	2016	2	1		1118
Central West	2016	2	1	-1	25
Central West	2016	2	1	52	4
Central West	2016	2	1	7800	20
Central West	2016	2	1	15600	16
Central West	2016	2	1	20800	51
Central West	2016	2	1	26000	75
Central West	2016	2	1	33800	151
Central West	2016	2	1	41600	250
Central West	2016	2	1	52000	1093
Central West	2016	2	1	78000	1214
Central West	2016	2	1	104000	1267
Central West	2016	2	1	130000	1017
Central West	2016	2	1	156000	1070
Central West	2016	2	1	208000	739
Central West	2016	3	0		143
Central West	2016	3	0	-1	14
Central West	2016	3	0	52	6
Central West	2016	3	0	7800	31
Central West	2016	3	0	15600	48
Central West	2016	3	0	20800	72
Central West	2016	3	0	26000	171
Central West	2016	3	0	33800	157
Central West	2016	3	0	41600	99
Central West	2016	3	0	52000	162
Central West	2016	3	0	78000	64
Central West	2016	3	0	104000	37
Central West	2016	3	0	130000	5
Central West	2016	3	0	156000	19
Central West	2016	3	0	208000	0
Central West	2016	3	1		631
Central West	2016	3	1	-1	11
Central West	2016	3	1	52	3
Central West	2016	3	1	7800	15
Central West	2016	3	1	15600	8
Central West	2016	3	1	20800	27
Central West	2016	3	1	26000	42
Central West	2016	3	1	33800	62
Central West	2016	3	1	41600	138
Central West	2016	3	1	52000	567
Central West	2016	3	1	78000	592
Central West	2016	3	1	104000	599
Central West	2016	3	1	130000	436
Central West	2016	3	1	156000	482
Central West	2016	3	1	208000	392
Central West	2016	4	0		92
Central West	2016	4	0	-1	3
Central West	2016	4	0	52	3
Central West	2016	4	0	7800	12
Central West	2016	4	0	15600	19
Central West	2016	4	0	20800	19
Central West	2016	4	0	26000	64
Central West	2016	4	0	33800	66
Central West	2016	4	0	41600	72
Central West	2016	4	0	52000	71
Central West	2016	4	0	78000	11
Central West	2016	4	0	104000	18
Central West	2016	4	0	130000	3
Central West	2016	4	0	156000	8
Central West	2016	4	0	208000	0
Central West	2016	4	1		284
Central West	2016	4	1	-1	9
Central West	2016	4	1	52	5
Central West	2016	4	1	7800	6
Central West	2016	4	1	15600	3
Central West	2016	4	1	20800	23
Central West	2016	4	1	26000	20
Central West	2016	4	1	33800	38
Central West	2016	4	1	41600	86
Central West	2016	4	1	52000	252
Central West	2016	4	1	78000	254
Central West	2016	4	1	104000	237
Central West	2016	4	1	130000	141
Central West	2016	4	1	156000	134
Central West	2016	4	1	208000	98
Coffs Harbour - Grafton	2006	1	0		350
Coffs Harbour - Grafton	2006	1	0	-1	31
Coffs Harbour - Grafton	2006	1	0	52	66
Coffs Harbour - Grafton	2006	1	0	7800	307
Coffs Harbour - Grafton	2006	1	0	15600	620
Coffs Harbour - Grafton	2006	1	0	20800	180
Coffs Harbour - Grafton	2006	1	0	26000	827
Coffs Harbour - Grafton	2006	1	0	33800	312
Coffs Harbour - Grafton	2006	1	0	41600	253
Coffs Harbour - Grafton	2006	1	0	52000	390
Coffs Harbour - Grafton	2006	1	0	78000	80
Coffs Harbour - Grafton	2006	1	0	104000	11
Coffs Harbour - Grafton	2006	1	0	130000	13
Coffs Harbour - Grafton	2006	1	0	156000	3
Coffs Harbour - Grafton	2006	1	0	208000	0
Coffs Harbour - Grafton	2006	1	1		659
Coffs Harbour - Grafton	2006	1	1	-1	10
Coffs Harbour - Grafton	2006	1	1	52	28
Coffs Harbour - Grafton	2006	1	1	7800	47
Coffs Harbour - Grafton	2006	1	1	15600	42
Coffs Harbour - Grafton	2006	1	1	20800	168
Coffs Harbour - Grafton	2006	1	1	26000	413
Coffs Harbour - Grafton	2006	1	1	33800	312
Coffs Harbour - Grafton	2006	1	1	41600	472
Coffs Harbour - Grafton	2006	1	1	52000	1179
Coffs Harbour - Grafton	2006	1	1	78000	617
Coffs Harbour - Grafton	2006	1	1	104000	276
Coffs Harbour - Grafton	2006	1	1	130000	151
Coffs Harbour - Grafton	2006	1	1	156000	87
Coffs Harbour - Grafton	2006	1	1	208000	32
Coffs Harbour - Grafton	2006	2	0		279
Coffs Harbour - Grafton	2006	2	0	-1	10
Coffs Harbour - Grafton	2006	2	0	52	20
Coffs Harbour - Grafton	2006	2	0	7800	103
Coffs Harbour - Grafton	2006	2	0	15600	323
Coffs Harbour - Grafton	2006	2	0	20800	32
Coffs Harbour - Grafton	2006	2	0	26000	612
Coffs Harbour - Grafton	2006	2	0	33800	203
Coffs Harbour - Grafton	2006	2	0	41600	126
Coffs Harbour - Grafton	2006	2	0	52000	166
Coffs Harbour - Grafton	2006	2	0	78000	39
Coffs Harbour - Grafton	2006	2	0	104000	8
Coffs Harbour - Grafton	2006	2	0	130000	6
Coffs Harbour - Grafton	2006	2	0	156000	0
Coffs Harbour - Grafton	2006	2	0	208000	0
Coffs Harbour - Grafton	2006	2	1		765
Coffs Harbour - Grafton	2006	2	1	-1	9
Coffs Harbour - Grafton	2006	2	1	52	19
Coffs Harbour - Grafton	2006	2	1	7800	32
Coffs Harbour - Grafton	2006	2	1	15600	59
Coffs Harbour - Grafton	2006	2	1	20800	115
Coffs Harbour - Grafton	2006	2	1	26000	447
Coffs Harbour - Grafton	2006	2	1	33800	325
Coffs Harbour - Grafton	2006	2	1	41600	517
Coffs Harbour - Grafton	2006	2	1	52000	1472
Coffs Harbour - Grafton	2006	2	1	78000	719
Coffs Harbour - Grafton	2006	2	1	104000	347
Coffs Harbour - Grafton	2006	2	1	130000	162
Coffs Harbour - Grafton	2006	2	1	156000	97
Coffs Harbour - Grafton	2006	2	1	208000	21
Coffs Harbour - Grafton	2006	3	0		137
Coffs Harbour - Grafton	2006	3	0	-1	3
Coffs Harbour - Grafton	2006	3	0	52	7
Coffs Harbour - Grafton	2006	3	0	7800	36
Coffs Harbour - Grafton	2006	3	0	15600	85
Coffs Harbour - Grafton	2006	3	0	20800	4
Coffs Harbour - Grafton	2006	3	0	26000	227
Coffs Harbour - Grafton	2006	3	0	33800	96
Coffs Harbour - Grafton	2006	3	0	41600	49
Coffs Harbour - Grafton	2006	3	0	52000	72
Coffs Harbour - Grafton	2006	3	0	78000	3
Coffs Harbour - Grafton	2006	3	0	104000	3
Coffs Harbour - Grafton	2006	3	0	130000	0
Coffs Harbour - Grafton	2006	3	0	156000	0
Coffs Harbour - Grafton	2006	3	0	208000	0
Coffs Harbour - Grafton	2006	3	1		423
Coffs Harbour - Grafton	2006	3	1	-1	4
Coffs Harbour - Grafton	2006	3	1	52	7
Coffs Harbour - Grafton	2006	3	1	7800	9
Coffs Harbour - Grafton	2006	3	1	15600	18
Coffs Harbour - Grafton	2006	3	1	20800	50
Coffs Harbour - Grafton	2006	3	1	26000	156
Coffs Harbour - Grafton	2006	3	1	33800	147
Coffs Harbour - Grafton	2006	3	1	41600	241
Coffs Harbour - Grafton	2006	3	1	52000	669
Coffs Harbour - Grafton	2006	3	1	78000	319
Coffs Harbour - Grafton	2006	3	1	104000	132
Coffs Harbour - Grafton	2006	3	1	130000	94
Coffs Harbour - Grafton	2006	3	1	156000	44
Coffs Harbour - Grafton	2006	3	1	208000	14
Coffs Harbour - Grafton	2006	4	0		77
Coffs Harbour - Grafton	2006	4	0	-1	0
Coffs Harbour - Grafton	2006	4	0	52	0
Coffs Harbour - Grafton	2006	4	0	7800	12
Coffs Harbour - Grafton	2006	4	0	15600	25
Coffs Harbour - Grafton	2006	4	0	20800	5
Coffs Harbour - Grafton	2006	4	0	26000	98
Coffs Harbour - Grafton	2006	4	0	33800	44
Coffs Harbour - Grafton	2006	4	0	41600	14
Coffs Harbour - Grafton	2006	4	0	52000	18
Coffs Harbour - Grafton	2006	4	0	78000	7
Coffs Harbour - Grafton	2006	4	0	104000	0
Coffs Harbour - Grafton	2006	4	0	130000	0
Coffs Harbour - Grafton	2006	4	0	156000	0
Coffs Harbour - Grafton	2006	4	0	208000	0
Coffs Harbour - Grafton	2006	4	1		198
Coffs Harbour - Grafton	2006	4	1	-1	3
Coffs Harbour - Grafton	2006	4	1	52	3
Coffs Harbour - Grafton	2006	4	1	7800	8
Coffs Harbour - Grafton	2006	4	1	15600	7
Coffs Harbour - Grafton	2006	4	1	20800	30
Coffs Harbour - Grafton	2006	4	1	26000	78
Coffs Harbour - Grafton	2006	4	1	33800	70
Coffs Harbour - Grafton	2006	4	1	41600	87
Coffs Harbour - Grafton	2006	4	1	52000	252
Coffs Harbour - Grafton	2006	4	1	78000	106
Coffs Harbour - Grafton	2006	4	1	104000	38
Coffs Harbour - Grafton	2006	4	1	130000	25
Coffs Harbour - Grafton	2006	4	1	156000	8
Coffs Harbour - Grafton	2006	4	1	208000	7
Coffs Harbour - Grafton	2011	1	0		368
Coffs Harbour - Grafton	2011	1	0	-1	45
Coffs Harbour - Grafton	2011	1	0	52	53
Coffs Harbour - Grafton	2011	1	0	7800	183
Coffs Harbour - Grafton	2011	1	0	15600	368
Coffs Harbour - Grafton	2011	1	0	20800	601
Coffs Harbour - Grafton	2011	1	0	26000	266
Coffs Harbour - Grafton	2011	1	0	33800	580
Coffs Harbour - Grafton	2011	1	0	41600	444
Coffs Harbour - Grafton	2011	1	0	52000	538
Coffs Harbour - Grafton	2011	1	0	78000	172
Coffs Harbour - Grafton	2011	1	0	104000	51
Coffs Harbour - Grafton	2011	1	0	130000	39
Coffs Harbour - Grafton	2011	1	0	156000	15
Coffs Harbour - Grafton	2011	1	0	208000	3
Coffs Harbour - Grafton	2011	1	1		710
Coffs Harbour - Grafton	2011	1	1	-1	32
Coffs Harbour - Grafton	2011	1	1	52	13
Coffs Harbour - Grafton	2011	1	1	7800	41
Coffs Harbour - Grafton	2011	1	1	15600	32
Coffs Harbour - Grafton	2011	1	1	20800	62
Coffs Harbour - Grafton	2011	1	1	26000	228
Coffs Harbour - Grafton	2011	1	1	33800	328
Coffs Harbour - Grafton	2011	1	1	41600	420
Coffs Harbour - Grafton	2011	1	1	52000	1061
Coffs Harbour - Grafton	2011	1	1	78000	753
Coffs Harbour - Grafton	2011	1	1	104000	505
Coffs Harbour - Grafton	2011	1	1	130000	240
Coffs Harbour - Grafton	2011	1	1	156000	223
Coffs Harbour - Grafton	2011	1	1	208000	82
Coffs Harbour - Grafton	2011	2	0		254
Coffs Harbour - Grafton	2011	2	0	-1	18
Coffs Harbour - Grafton	2011	2	0	52	25
Coffs Harbour - Grafton	2011	2	0	7800	86
Coffs Harbour - Grafton	2011	2	0	15600	140
Coffs Harbour - Grafton	2011	2	0	20800	418
Coffs Harbour - Grafton	2011	2	0	26000	86
Coffs Harbour - Grafton	2011	2	0	33800	276
Coffs Harbour - Grafton	2011	2	0	41600	203
Coffs Harbour - Grafton	2011	2	0	52000	276
Coffs Harbour - Grafton	2011	2	0	78000	91
Coffs Harbour - Grafton	2011	2	0	104000	27
Coffs Harbour - Grafton	2011	2	0	130000	32
Coffs Harbour - Grafton	2011	2	0	156000	9
Coffs Harbour - Grafton	2011	2	0	208000	0
Coffs Harbour - Grafton	2011	2	1		744
Coffs Harbour - Grafton	2011	2	1	-1	22
Coffs Harbour - Grafton	2011	2	1	52	6
Coffs Harbour - Grafton	2011	2	1	7800	28
Coffs Harbour - Grafton	2011	2	1	15600	24
Coffs Harbour - Grafton	2011	2	1	20800	32
Coffs Harbour - Grafton	2011	2	1	26000	183
Coffs Harbour - Grafton	2011	2	1	33800	245
Coffs Harbour - Grafton	2011	2	1	41600	413
Coffs Harbour - Grafton	2011	2	1	52000	1099
Coffs Harbour - Grafton	2011	2	1	78000	903
Coffs Harbour - Grafton	2011	2	1	104000	608
Coffs Harbour - Grafton	2011	2	1	130000	390
Coffs Harbour - Grafton	2011	2	1	156000	299
Coffs Harbour - Grafton	2011	2	1	208000	80
Coffs Harbour - Grafton	2011	3	0		103
Coffs Harbour - Grafton	2011	3	0	-1	3
Coffs Harbour - Grafton	2011	3	0	52	9
Coffs Harbour - Grafton	2011	3	0	7800	29
Coffs Harbour - Grafton	2011	3	0	15600	36
Coffs Harbour - Grafton	2011	3	0	20800	156
Coffs Harbour - Grafton	2011	3	0	26000	40
Coffs Harbour - Grafton	2011	3	0	33800	135
Coffs Harbour - Grafton	2011	3	0	41600	68
Coffs Harbour - Grafton	2011	3	0	52000	93
Coffs Harbour - Grafton	2011	3	0	78000	30
Coffs Harbour - Grafton	2011	3	0	104000	8
Coffs Harbour - Grafton	2011	3	0	130000	3
Coffs Harbour - Grafton	2011	3	0	156000	5
Coffs Harbour - Grafton	2011	3	0	208000	0
Coffs Harbour - Grafton	2011	3	1		326
Coffs Harbour - Grafton	2011	3	1	-1	8
Coffs Harbour - Grafton	2011	3	1	52	6
Coffs Harbour - Grafton	2011	3	1	7800	12
Coffs Harbour - Grafton	2011	3	1	15600	10
Coffs Harbour - Grafton	2011	3	1	20800	16
Coffs Harbour - Grafton	2011	3	1	26000	66
Coffs Harbour - Grafton	2011	3	1	33800	115
Coffs Harbour - Grafton	2011	3	1	41600	183
Coffs Harbour - Grafton	2011	3	1	52000	476
Coffs Harbour - Grafton	2011	3	1	78000	396
Coffs Harbour - Grafton	2011	3	1	104000	265
Coffs Harbour - Grafton	2011	3	1	130000	138
Coffs Harbour - Grafton	2011	3	1	156000	122
Coffs Harbour - Grafton	2011	3	1	208000	41
Coffs Harbour - Grafton	2011	4	0		55
Coffs Harbour - Grafton	2011	4	0	-1	3
Coffs Harbour - Grafton	2011	4	0	52	3
Coffs Harbour - Grafton	2011	4	0	7800	9
Coffs Harbour - Grafton	2011	4	0	15600	25
Coffs Harbour - Grafton	2011	4	0	20800	47
Coffs Harbour - Grafton	2011	4	0	26000	18
Coffs Harbour - Grafton	2011	4	0	33800	62
Coffs Harbour - Grafton	2011	4	0	41600	45
Coffs Harbour - Grafton	2011	4	0	52000	49
Coffs Harbour - Grafton	2011	4	0	78000	8
Coffs Harbour - Grafton	2011	4	0	104000	3
Coffs Harbour - Grafton	2011	4	0	130000	3
Coffs Harbour - Grafton	2011	4	0	156000	0
Coffs Harbour - Grafton	2011	4	0	208000	0
Coffs Harbour - Grafton	2011	4	1		159
Coffs Harbour - Grafton	2011	4	1	-1	0
Coffs Harbour - Grafton	2011	4	1	52	0
Coffs Harbour - Grafton	2011	4	1	7800	3
Coffs Harbour - Grafton	2011	4	1	15600	5
Coffs Harbour - Grafton	2011	4	1	20800	9
Coffs Harbour - Grafton	2011	4	1	26000	48
Coffs Harbour - Grafton	2011	4	1	33800	47
Coffs Harbour - Grafton	2011	4	1	41600	86
Coffs Harbour - Grafton	2011	4	1	52000	206
Coffs Harbour - Grafton	2011	4	1	78000	143
Coffs Harbour - Grafton	2011	4	1	104000	72
Coffs Harbour - Grafton	2011	4	1	130000	43
Coffs Harbour - Grafton	2011	4	1	156000	35
Coffs Harbour - Grafton	2011	4	1	208000	12
Coffs Harbour - Grafton	2016	1	0		388
Coffs Harbour - Grafton	2016	1	0	-1	50
Coffs Harbour - Grafton	2016	1	0	52	31
Coffs Harbour - Grafton	2016	1	0	7800	115
Coffs Harbour - Grafton	2016	1	0	15600	154
Coffs Harbour - Grafton	2016	1	0	20800	294
Coffs Harbour - Grafton	2016	1	0	26000	446
Coffs Harbour - Grafton	2016	1	0	33800	516
Coffs Harbour - Grafton	2016	1	0	41600	517
Coffs Harbour - Grafton	2016	1	0	52000	771
Coffs Harbour - Grafton	2016	1	0	78000	287
