SA4_NAME16	Year	CountryOfBirth	Sex	persons
No usual address (Vic.)	2006	IDN	M	10
No usual address (Vic.)	2006	IND	F	32
No usual address (Vic.)	2006	IND	M	78
No usual address (Vic.)	2006	IRL	F	11
No usual address (Vic.)	2006	IRL	M	18
No usual address (Vic.)	2006	IRN	F	3
No usual address (Vic.)	2006	IRN	M	3
No usual address (Vic.)	2006	IRQ	F	3
No usual address (Vic.)	2006	IRQ	M	0
No usual address (Vic.)	2006	ITA	F	11
No usual address (Vic.)	2006	ITA	M	24
No usual address (Vic.)	2006	JPN	F	10
No usual address (Vic.)	2006	JPN	M	7
No usual address (Vic.)	2006	KOR	F	11
No usual address (Vic.)	2006	KOR	M	5
No usual address (Vic.)	2006	LBN	F	6
No usual address (Vic.)	2006	LBN	M	20
No usual address (Vic.)	2006	LKA	F	21
No usual address (Vic.)	2006	LKA	M	22
No usual address (Vic.)	2006	MKD	F	0
No usual address (Vic.)	2006	MKD	M	3
No usual address (Vic.)	2006	MLT	F	3
No usual address (Vic.)	2006	MLT	M	4
No usual address (Vic.)	2006	MYS	F	7
No usual address (Vic.)	2006	MYS	M	12
No usual address (Vic.)	2006	NLD	F	8
No usual address (Vic.)	2006	NLD	M	23
No usual address (Vic.)	2006	NZL	F	86
No usual address (Vic.)	2006	NZL	M	98
No usual address (Vic.)	2006	PAK	F	0
No usual address (Vic.)	2006	PAK	M	5
No usual address (Vic.)	2006	PHL	F	4
No usual address (Vic.)	2006	PHL	M	7
No usual address (Vic.)	2006	POL	F	8
No usual address (Vic.)	2006	POL	M	6
No usual address (Vic.)	2006	SGP	F	8
No usual address (Vic.)	2006	SGP	M	9
No usual address (Vic.)	2006	THA	F	4
No usual address (Vic.)	2006	THA	M	3
No usual address (Vic.)	2006	TUR	F	9
No usual address (Vic.)	2006	TUR	M	10
No usual address (Vic.)	2006	USA	F	34
No usual address (Vic.)	2006	USA	M	36
No usual address (Vic.)	2006	VNM	F	28
No usual address (Vic.)	2006	VNM	M	37
No usual address (Vic.)	2006	ZAF	F	14
No usual address (Vic.)	2006	ZAF	M	17
No usual address (Vic.)	2006	ZWE	F	3
No usual address (Vic.)	2006	ZWE	M	3
No usual address (Vic.)	2011		F	575
No usual address (Vic.)	2011		M	746
No usual address (Vic.)	2011	AUS	F	2252
No usual address (Vic.)	2011	AUS	M	2952
No usual address (Vic.)	2011	CAN	F	10
No usual address (Vic.)	2011	CAN	M	14
No usual address (Vic.)	2011	CHN	F	69
No usual address (Vic.)	2011	CHN	M	53
No usual address (Vic.)	2011	DEU	F	19
No usual address (Vic.)	2011	DEU	M	16
No usual address (Vic.)	2011	EGY	F	3
No usual address (Vic.)	2011	EGY	M	13
No usual address (Vic.)	2011	FJI	F	4
No usual address (Vic.)	2011	FJI	M	8
No usual address (Vic.)	2011	GBR	F	179
No usual address (Vic.)	2011	GBR	M	244
No usual address (Vic.)	2011	GRC	F	10
No usual address (Vic.)	2011	GRC	M	10
No usual address (Vic.)	2011	HKG	F	18
No usual address (Vic.)	2011	HKG	M	17
No usual address (Vic.)	2011	HRV	F	0
No usual address (Vic.)	2011	HRV	M	7
No usual address (Vic.)	2011	IDN	F	15
No usual address (Vic.)	2011	IDN	M	9
No usual address (Vic.)	2011	IND	F	45
No usual address (Vic.)	2011	IND	M	77
No usual address (Vic.)	2011	IRL	F	50
No usual address (Vic.)	2011	IRL	M	35
No usual address (Vic.)	2011	IRN	F	9
No usual address (Vic.)	2011	IRN	M	12
No usual address (Vic.)	2011	IRQ	F	9
No usual address (Vic.)	2011	IRQ	M	5
No usual address (Vic.)	2011	ITA	F	18
No usual address (Vic.)	2011	ITA	M	32
No usual address (Vic.)	2011	JPN	F	14
No usual address (Vic.)	2011	JPN	M	4
No usual address (Vic.)	2011	KOR	F	7
No usual address (Vic.)	2011	KOR	M	14
No usual address (Vic.)	2011	LBN	F	6
No usual address (Vic.)	2011	LBN	M	11
No usual address (Vic.)	2011	LKA	F	14
No usual address (Vic.)	2011	LKA	M	29
No usual address (Vic.)	2011	MKD	F	3
No usual address (Vic.)	2011	MKD	M	7
No usual address (Vic.)	2011	MLT	F	5
No usual address (Vic.)	2011	MLT	M	5
No usual address (Vic.)	2011	MYS	F	23
No usual address (Vic.)	2011	MYS	M	30
No usual address (Vic.)	2011	NLD	F	10
No usual address (Vic.)	2011	NLD	M	25
No usual address (Vic.)	2011	NZL	F	117
No usual address (Vic.)	2011	NZL	M	144
No usual address (Vic.)	2011	PAK	F	8
No usual address (Vic.)	2011	PAK	M	11
No usual address (Vic.)	2011	PHL	F	24
No usual address (Vic.)	2011	PHL	M	9
No usual address (Vic.)	2011	POL	F	7
No usual address (Vic.)	2011	POL	M	8
No usual address (Vic.)	2011	SGP	F	13
No usual address (Vic.)	2011	SGP	M	8
No usual address (Vic.)	2011	THA	F	13
No usual address (Vic.)	2011	THA	M	6
No usual address (Vic.)	2011	TUR	F	8
No usual address (Vic.)	2011	TUR	M	10
No usual address (Vic.)	2011	USA	F	25
No usual address (Vic.)	2011	USA	M	32
No usual address (Vic.)	2011	VNM	F	47
No usual address (Vic.)	2011	VNM	M	49
No usual address (Vic.)	2011	ZAF	F	16
No usual address (Vic.)	2011	ZAF	M	23
No usual address (Vic.)	2011	ZWE	F	3
No usual address (Vic.)	2011	ZWE	M	6
No usual address (Vic.)	2016		F	739
No usual address (Vic.)	2016		M	942
No usual address (Vic.)	2016	AUS	F	1804
No usual address (Vic.)	2016	AUS	M	2581
No usual address (Vic.)	2016	CAN	F	12
No usual address (Vic.)	2016	CAN	M	12
No usual address (Vic.)	2016	CHN	F	82
No usual address (Vic.)	2016	CHN	M	50
No usual address (Vic.)	2016	DEU	F	19
No usual address (Vic.)	2016	DEU	M	15
No usual address (Vic.)	2016	EGY	F	8
No usual address (Vic.)	2016	EGY	M	9
No usual address (Vic.)	2016	FJI	F	3
No usual address (Vic.)	2016	FJI	M	3
No usual address (Vic.)	2016	GBR	F	135
No usual address (Vic.)	2016	GBR	M	170
No usual address (Vic.)	2016	GRC	F	3
No usual address (Vic.)	2016	GRC	M	3
No usual address (Vic.)	2016	HKG	F	18
No usual address (Vic.)	2016	HKG	M	11
No usual address (Vic.)	2016	HRV	F	4
No usual address (Vic.)	2016	HRV	M	3
No usual address (Vic.)	2016	IDN	F	4
No usual address (Vic.)	2016	IDN	M	6
No usual address (Vic.)	2016	IND	F	43
No usual address (Vic.)	2016	IND	M	84
No usual address (Vic.)	2016	IRL	F	9
No usual address (Vic.)	2016	IRL	M	14
No usual address (Vic.)	2016	IRN	F	5
No usual address (Vic.)	2016	IRN	M	12
No usual address (Vic.)	2016	IRQ	F	12
No usual address (Vic.)	2016	IRQ	M	15
No usual address (Vic.)	2016	ITA	F	19
No usual address (Vic.)	2016	ITA	M	34
No usual address (Vic.)	2016	JPN	F	9
No usual address (Vic.)	2016	JPN	M	3
No usual address (Vic.)	2016	KOR	F	15
No usual address (Vic.)	2016	KOR	M	15
No usual address (Vic.)	2016	LBN	F	0
No usual address (Vic.)	2016	LBN	M	5
No usual address (Vic.)	2016	LKA	F	6
No usual address (Vic.)	2016	LKA	M	16
No usual address (Vic.)	2016	MKD	F	0
No usual address (Vic.)	2016	MKD	M	4
No usual address (Vic.)	2016	MLT	F	4
No usual address (Vic.)	2016	MLT	M	3
No usual address (Vic.)	2016	MYS	F	18
No usual address (Vic.)	2016	MYS	M	24
No usual address (Vic.)	2016	NLD	F	12
No usual address (Vic.)	2016	NLD	M	17
No usual address (Vic.)	2016	NZL	F	99
No usual address (Vic.)	2016	NZL	M	123
No usual address (Vic.)	2016	PAK	F	3
No usual address (Vic.)	2016	PAK	M	8
No usual address (Vic.)	2016	PHL	F	24
No usual address (Vic.)	2016	PHL	M	23
No usual address (Vic.)	2016	POL	F	4
No usual address (Vic.)	2016	POL	M	8
No usual address (Vic.)	2016	SGP	F	7
No usual address (Vic.)	2016	SGP	M	8
No usual address (Vic.)	2016	THA	F	11
No usual address (Vic.)	2016	THA	M	6
No usual address (Vic.)	2016	TUR	F	7
No usual address (Vic.)	2016	TUR	M	19
No usual address (Vic.)	2016	USA	F	19
No usual address (Vic.)	2016	USA	M	21
No usual address (Vic.)	2016	VNM	F	47
No usual address (Vic.)	2016	VNM	M	35
No usual address (Vic.)	2016	ZAF	F	13
No usual address (Vic.)	2016	ZAF	M	10
No usual address (Vic.)	2016	ZWE	F	3
No usual address (Vic.)	2016	ZWE	M	4
Brisbane - East	2006		F	7254
Brisbane - East	2006		M	7059
Brisbane - East	2006	AUS	F	73233
Brisbane - East	2006	AUS	M	69860
Brisbane - East	2006	CAN	F	204
Brisbane - East	2006	CAN	M	185
Brisbane - East	2006	CHN	F	212
Brisbane - East	2006	CHN	M	157
Brisbane - East	2006	DEU	F	529
Brisbane - East	2006	DEU	M	509
Brisbane - East	2006	EGY	F	46
Brisbane - East	2006	EGY	M	56
Brisbane - East	2006	FJI	F	279
Brisbane - East	2006	FJI	M	239
Brisbane - East	2006	GBR	F	6971
Brisbane - East	2006	GBR	M	6959
Brisbane - East	2006	GRC	F	78
Brisbane - East	2006	GRC	M	101
Brisbane - East	2006	HKG	F	109
Brisbane - East	2006	HKG	M	108
Brisbane - East	2006	HRV	F	83
Brisbane - East	2006	HRV	M	110
Brisbane - East	2006	IDN	F	128
Brisbane - East	2006	IDN	M	90
Brisbane - East	2006	IND	F	217
Brisbane - East	2006	IND	M	209
Brisbane - East	2006	IRL	F	199
Brisbane - East	2006	IRL	M	238
Brisbane - East	2006	IRN	F	30
Brisbane - East	2006	IRN	M	38
Brisbane - East	2006	IRQ	F	0
Brisbane - East	2006	IRQ	M	3
Brisbane - East	2006	ITA	F	211
Brisbane - East	2006	ITA	M	257
Brisbane - East	2006	JPN	F	99
Brisbane - East	2006	JPN	M	39
Brisbane - East	2006	KOR	F	45
Brisbane - East	2006	KOR	M	42
Brisbane - East	2006	LBN	F	36
Brisbane - East	2006	LBN	M	32
Brisbane - East	2006	LKA	F	108
Brisbane - East	2006	LKA	M	110
Brisbane - East	2006	MKD	F	22
Brisbane - East	2006	MKD	M	17
Brisbane - East	2006	MLT	F	71
Brisbane - East	2006	MLT	M	76
Brisbane - East	2006	MYS	F	137
Brisbane - East	2006	MYS	M	96
Brisbane - East	2006	NLD	F	496
Brisbane - East	2006	NLD	M	471
Brisbane - East	2006	NZL	F	4845
Brisbane - East	2006	NZL	M	4747
Brisbane - East	2006	PAK	F	11
Brisbane - East	2006	PAK	M	14
Brisbane - East	2006	PHL	F	644
Brisbane - East	2006	PHL	M	245
Brisbane - East	2006	POL	F	165
Brisbane - East	2006	POL	M	137
Brisbane - East	2006	SGP	F	103
Brisbane - East	2006	SGP	M	72
Brisbane - East	2006	THA	F	116
Brisbane - East	2006	THA	M	43
Brisbane - East	2006	TUR	F	41
Brisbane - East	2006	TUR	M	39
Brisbane - East	2006	USA	F	286
Brisbane - East	2006	USA	M	249
Brisbane - East	2006	VNM	F	133
Brisbane - East	2006	VNM	M	100
Brisbane - East	2006	ZAF	F	858
Brisbane - East	2006	ZAF	M	834
Brisbane - East	2006	ZWE	F	131
Brisbane - East	2006	ZWE	M	136
Brisbane - East	2011		F	6894
Brisbane - East	2011		M	6751
Brisbane - East	2011	AUS	F	79172
Brisbane - East	2011	AUS	M	75898
Brisbane - East	2011	CAN	F	257
Brisbane - East	2011	CAN	M	218
Brisbane - East	2011	CHN	F	374
Brisbane - East	2011	CHN	M	227
Brisbane - East	2011	DEU	F	555
Brisbane - East	2011	DEU	M	504
Brisbane - East	2011	EGY	F	49
Brisbane - East	2011	EGY	M	61
Brisbane - East	2011	FJI	F	337
Brisbane - East	2011	FJI	M	287
Brisbane - East	2011	GBR	F	7883
Brisbane - East	2011	GBR	M	8040
Brisbane - East	2011	GRC	F	79
Brisbane - East	2011	GRC	M	93
Brisbane - East	2011	HKG	F	109
Brisbane - East	2011	HKG	M	93
Brisbane - East	2011	HRV	F	97
Brisbane - East	2011	HRV	M	101
Brisbane - East	2011	IDN	F	149
Brisbane - East	2011	IDN	M	99
Brisbane - East	2011	IND	F	395
Brisbane - East	2011	IND	M	441
Brisbane - East	2011	IRL	F	326
Brisbane - East	2011	IRL	M	399
Brisbane - East	2011	IRN	F	64
Brisbane - East	2011	IRN	M	70
Brisbane - East	2011	IRQ	F	9
Brisbane - East	2011	IRQ	M	4
Brisbane - East	2011	ITA	F	195
Brisbane - East	2011	ITA	M	251
Brisbane - East	2011	JPN	F	149
Brisbane - East	2011	JPN	M	55
Brisbane - East	2011	KOR	F	100
Brisbane - East	2011	KOR	M	78
Brisbane - East	2011	LBN	F	30
Brisbane - East	2011	LBN	M	28
Brisbane - East	2011	LKA	F	188
Brisbane - East	2011	LKA	M	192
Brisbane - East	2011	MKD	F	15
Brisbane - East	2011	MKD	M	15
Brisbane - East	2011	MLT	F	54
Brisbane - East	2011	MLT	M	80
Brisbane - East	2011	MYS	F	182
Brisbane - East	2011	MYS	M	136
Brisbane - East	2011	NLD	F	462
Brisbane - East	2011	NLD	M	438
Brisbane - East	2011	NZL	F	6008
Brisbane - East	2011	NZL	M	5949
Brisbane - East	2011	PAK	F	23
Brisbane - East	2011	PAK	M	23
Brisbane - East	2011	PHL	F	875
Brisbane - East	2011	PHL	M	408
Brisbane - East	2011	POL	F	168
Brisbane - East	2011	POL	M	121
Brisbane - East	2011	SGP	F	122
Brisbane - East	2011	SGP	M	95
Brisbane - East	2011	THA	F	184
Brisbane - East	2011	THA	M	62
Brisbane - East	2011	TUR	F	36
Brisbane - East	2011	TUR	M	39
Brisbane - East	2011	USA	F	380
Brisbane - East	2011	USA	M	388
Brisbane - East	2011	VNM	F	194
Brisbane - East	2011	VNM	M	133
Brisbane - East	2011	ZAF	F	1483
Brisbane - East	2011	ZAF	M	1386
Brisbane - East	2011	ZWE	F	181
Brisbane - East	2011	ZWE	M	190
Brisbane - East	2016		F	8665
Brisbane - East	2016		M	8091
Brisbane - East	2016	AUS	F	82006
Brisbane - East	2016	AUS	M	79192
Brisbane - East	2016	CAN	F	281
Brisbane - East	2016	CAN	M	215
Brisbane - East	2016	CHN	F	566
Brisbane - East	2016	CHN	M	371
Brisbane - East	2016	DEU	F	518
Brisbane - East	2016	DEU	M	489
Brisbane - East	2016	EGY	F	40
Brisbane - East	2016	EGY	M	43
Brisbane - East	2016	FJI	F	371
Brisbane - East	2016	FJI	M	297
Brisbane - East	2016	GBR	F	7931
Brisbane - East	2016	GBR	M	7967
Brisbane - East	2016	GRC	F	73
Brisbane - East	2016	GRC	M	91
Brisbane - East	2016	HKG	F	133
Brisbane - East	2016	HKG	M	112
Brisbane - East	2016	HRV	F	94
Brisbane - East	2016	HRV	M	109
Brisbane - East	2016	IDN	F	162
Brisbane - East	2016	IDN	M	95
Brisbane - East	2016	IND	F	624
Brisbane - East	2016	IND	M	699
Brisbane - East	2016	IRL	F	384
Brisbane - East	2016	IRL	M	458
Brisbane - East	2016	IRN	F	103
Brisbane - East	2016	IRN	M	107
Brisbane - East	2016	IRQ	F	13
Brisbane - East	2016	IRQ	M	23
Brisbane - East	2016	ITA	F	187
Brisbane - East	2016	ITA	M	258
Brisbane - East	2016	JPN	F	169
Brisbane - East	2016	JPN	M	65
Brisbane - East	2016	KOR	F	146
Brisbane - East	2016	KOR	M	103
Brisbane - East	2016	LBN	F	22
Brisbane - East	2016	LBN	M	28
Brisbane - East	2016	LKA	F	190
Brisbane - East	2016	LKA	M	191
Brisbane - East	2016	MKD	F	17
Brisbane - East	2016	MKD	M	17
Brisbane - East	2016	MLT	F	63
Brisbane - East	2016	MLT	M	67
Brisbane - East	2016	MYS	F	211
Brisbane - East	2016	MYS	M	159
Brisbane - East	2016	NLD	F	421
Brisbane - East	2016	NLD	M	399
Brisbane - East	2016	NZL	F	6270
Brisbane - East	2016	NZL	M	6289
Brisbane - East	2016	PAK	F	34
Brisbane - East	2016	PAK	M	36
Brisbane - East	2016	PHL	F	1043
Brisbane - East	2016	PHL	M	499
Brisbane - East	2016	POL	F	169
Brisbane - East	2016	POL	M	107
Brisbane - East	2016	SGP	F	132
Brisbane - East	2016	SGP	M	101
Brisbane - East	2016	THA	F	276
Brisbane - East	2016	THA	M	82
Brisbane - East	2016	TUR	F	21
Brisbane - East	2016	TUR	M	26
Brisbane - East	2016	USA	F	388
Brisbane - East	2016	USA	M	385
Brisbane - East	2016	VNM	F	237
Brisbane - East	2016	VNM	M	154
Brisbane - East	2016	ZAF	F	1717
Brisbane - East	2016	ZAF	M	1687
Brisbane - East	2016	ZWE	F	206
Brisbane - East	2016	ZWE	M	211
Brisbane - North	2006		F	7702
Brisbane - North	2006		M	7072
Brisbane - North	2006	AUS	F	69163
Brisbane - North	2006	AUS	M	63923
Brisbane - North	2006	CAN	F	139
Brisbane - North	2006	CAN	M	175
Brisbane - North	2006	CHN	F	499
Brisbane - North	2006	CHN	M	357
Brisbane - North	2006	DEU	F	307
Brisbane - North	2006	DEU	M	313
Brisbane - North	2006	EGY	F	32
Brisbane - North	2006	EGY	M	44
Brisbane - North	2006	FJI	F	516
Brisbane - North	2006	FJI	M	425
Brisbane - North	2006	GBR	F	3400
Brisbane - North	2006	GBR	M	3751
Brisbane - North	2006	GRC	F	76
Brisbane - North	2006	GRC	M	100
Brisbane - North	2006	HKG	F	271
Brisbane - North	2006	HKG	M	275
Brisbane - North	2006	HRV	F	61
Brisbane - North	2006	HRV	M	67
Brisbane - North	2006	IDN	F	118
Brisbane - North	2006	IDN	M	84
Brisbane - North	2006	IND	F	468
Brisbane - North	2006	IND	M	492
Brisbane - North	2006	IRL	F	230
Brisbane - North	2006	IRL	M	220
Brisbane - North	2006	IRN	F	29
Brisbane - North	2006	IRN	M	29
Brisbane - North	2006	IRQ	F	5
Brisbane - North	2006	IRQ	M	11
Brisbane - North	2006	ITA	F	722
Brisbane - North	2006	ITA	M	794
Brisbane - North	2006	JPN	F	200
Brisbane - North	2006	JPN	M	70
Brisbane - North	2006	KOR	F	122
Brisbane - North	2006	KOR	M	89
Brisbane - North	2006	LBN	F	23
Brisbane - North	2006	LBN	M	30
Brisbane - North	2006	LKA	F	200
Brisbane - North	2006	LKA	M	173
Brisbane - North	2006	MKD	F	19
Brisbane - North	2006	MKD	M	7
Brisbane - North	2006	MLT	F	39
Brisbane - North	2006	MLT	M	48
Brisbane - North	2006	MYS	F	249
Brisbane - North	2006	MYS	M	201
Brisbane - North	2006	NLD	F	255
Brisbane - North	2006	NLD	M	240
Brisbane - North	2006	NZL	F	3250
Brisbane - North	2006	NZL	M	3232
Brisbane - North	2006	PAK	F	15
Brisbane - North	2006	PAK	M	27
Brisbane - North	2006	PHL	F	1042
Brisbane - North	2006	PHL	M	490
Brisbane - North	2006	POL	F	179
Brisbane - North	2006	POL	M	133
Brisbane - North	2006	SGP	F	116
Brisbane - North	2006	SGP	M	89
Brisbane - North	2006	THA	F	154
Brisbane - North	2006	THA	M	48
Brisbane - North	2006	TUR	F	5
Brisbane - North	2006	TUR	M	16
Brisbane - North	2006	USA	F	199
Brisbane - North	2006	USA	M	250
Brisbane - North	2006	VNM	F	183
Brisbane - North	2006	VNM	M	153
Brisbane - North	2006	ZAF	F	421
Brisbane - North	2006	ZAF	M	397
Brisbane - North	2006	ZWE	F	85
Brisbane - North	2006	ZWE	M	86
Brisbane - North	2011		F	7867
Brisbane - North	2011		M	7793
Brisbane - North	2011	AUS	F	72167
Brisbane - North	2011	AUS	M	67719
Brisbane - North	2011	CAN	F	189
Brisbane - North	2011	CAN	M	199
Brisbane - North	2011	CHN	F	822
Brisbane - North	2011	CHN	M	538
Brisbane - North	2011	DEU	F	335
Brisbane - North	2011	DEU	M	337
Brisbane - North	2011	EGY	F	29
Brisbane - North	2011	EGY	M	53
Brisbane - North	2011	FJI	F	594
Brisbane - North	2011	FJI	M	525
Brisbane - North	2011	GBR	F	3714
Brisbane - North	2011	GBR	M	4168
Brisbane - North	2011	GRC	F	67
Brisbane - North	2011	GRC	M	84
Brisbane - North	2011	HKG	F	289
Brisbane - North	2011	HKG	M	264
Brisbane - North	2011	HRV	F	58
Brisbane - North	2011	HRV	M	63
Brisbane - North	2011	IDN	F	193
Brisbane - North	2011	IDN	M	114
Brisbane - North	2011	IND	F	1624
Brisbane - North	2011	IND	M	1996
Brisbane - North	2011	IRL	F	304
Brisbane - North	2011	IRL	M	357
Brisbane - North	2011	IRN	F	121
Brisbane - North	2011	IRN	M	122
Brisbane - North	2011	IRQ	F	22
Brisbane - North	2011	IRQ	M	37
Brisbane - North	2011	ITA	F	676
Brisbane - North	2011	ITA	M	727
Brisbane - North	2011	JPN	F	254
Brisbane - North	2011	JPN	M	76
Brisbane - North	2011	KOR	F	245
Brisbane - North	2011	KOR	M	176
Brisbane - North	2011	LBN	F	26
Brisbane - North	2011	LBN	M	29
Brisbane - North	2011	LKA	F	289
Brisbane - North	2011	LKA	M	273
Brisbane - North	2011	MKD	F	27
Brisbane - North	2011	MKD	M	15
Brisbane - North	2011	MLT	F	45
Brisbane - North	2011	MLT	M	43
Brisbane - North	2011	MYS	F	356
Brisbane - North	2011	MYS	M	307
Brisbane - North	2011	NLD	F	232
Brisbane - North	2011	NLD	M	244
Brisbane - North	2011	NZL	F	3964
Brisbane - North	2011	NZL	M	3928
Brisbane - North	2011	PAK	F	45
Brisbane - North	2011	PAK	M	57
Brisbane - North	2011	PHL	F	1641
Brisbane - North	2011	PHL	M	993
Brisbane - North	2011	POL	F	178
Brisbane - North	2011	POL	M	121
Brisbane - North	2011	SGP	F	151
Brisbane - North	2011	SGP	M	124
Brisbane - North	2011	THA	F	281
Brisbane - North	2011	THA	M	142
Brisbane - North	2011	TUR	F	20
Brisbane - North	2011	TUR	M	36
Brisbane - North	2011	USA	F	281
Brisbane - North	2011	USA	M	309
Brisbane - North	2011	VNM	F	229
Brisbane - North	2011	VNM	M	163
Brisbane - North	2011	ZAF	F	654
Brisbane - North	2011	ZAF	M	633
Brisbane - North	2011	ZWE	F	141
Brisbane - North	2011	ZWE	M	154
Brisbane - North	2016		F	10029
Brisbane - North	2016		M	8981
Brisbane - North	2016	AUS	F	74609
Brisbane - North	2016	AUS	M	70993
Brisbane - North	2016	CAN	F	231
Brisbane - North	2016	CAN	M	211
Brisbane - North	2016	CHN	F	1122
Brisbane - North	2016	CHN	M	681
Brisbane - North	2016	DEU	F	364
Brisbane - North	2016	DEU	M	334
Brisbane - North	2016	EGY	F	30
Brisbane - North	2016	EGY	M	58
Brisbane - North	2016	FJI	F	684
Brisbane - North	2016	FJI	M	563
Brisbane - North	2016	GBR	F	3709
Brisbane - North	2016	GBR	M	4219
Brisbane - North	2016	GRC	F	59
Brisbane - North	2016	GRC	M	87
Brisbane - North	2016	HKG	F	333
Brisbane - North	2016	HKG	M	268
Brisbane - North	2016	HRV	F	62
Brisbane - North	2016	HRV	M	49
Brisbane - North	2016	IDN	F	249
Brisbane - North	2016	IDN	M	127
Brisbane - North	2016	IND	F	2996
Brisbane - North	2016	IND	M	3362
Brisbane - North	2016	IRL	F	344
Brisbane - North	2016	IRL	M	394
Brisbane - North	2016	IRN	F	270
Brisbane - North	2016	IRN	M	314
Brisbane - North	2016	IRQ	F	70
Brisbane - North	2016	IRQ	M	92
Brisbane - North	2016	ITA	F	658
Brisbane - North	2016	ITA	M	691
Brisbane - North	2016	JPN	F	346
Brisbane - North	2016	JPN	M	112
Brisbane - North	2016	KOR	F	394
Brisbane - North	2016	KOR	M	275
Brisbane - North	2016	LBN	F	23
Brisbane - North	2016	LBN	M	32
Brisbane - North	2016	LKA	F	398
Brisbane - North	2016	LKA	M	405
Brisbane - North	2016	MKD	F	32
Brisbane - North	2016	MKD	M	27
Brisbane - North	2016	MLT	F	43
Brisbane - North	2016	MLT	M	43
Brisbane - North	2016	MYS	F	383
Brisbane - North	2016	MYS	M	345
Brisbane - North	2016	NLD	F	211
Brisbane - North	2016	NLD	M	225
Brisbane - North	2016	NZL	F	4078
Brisbane - North	2016	NZL	M	4062
Brisbane - North	2016	PAK	F	85
Brisbane - North	2016	PAK	M	123
Brisbane - North	2016	PHL	F	2105
Brisbane - North	2016	PHL	M	1233
Brisbane - North	2016	POL	F	180
Brisbane - North	2016	POL	M	121
Brisbane - North	2016	SGP	F	181
Brisbane - North	2016	SGP	M	144
Brisbane - North	2016	THA	F	422
Brisbane - North	2016	THA	M	170
Brisbane - North	2016	TUR	F	25
Brisbane - North	2016	TUR	M	37
Brisbane - North	2016	USA	F	337
Brisbane - North	2016	USA	M	366
Brisbane - North	2016	VNM	F	296
Brisbane - North	2016	VNM	M	213
Brisbane - North	2016	ZAF	F	736
Brisbane - North	2016	ZAF	M	729
Brisbane - North	2016	ZWE	F	171
Brisbane - North	2016	ZWE	M	170
Brisbane - South	2006		F	18312
Brisbane - South	2006		M	18616
Brisbane - South	2006	AUS	F	97408
Brisbane - South	2006	AUS	M	92045
Brisbane - South	2006	CAN	F	261
Brisbane - South	2006	CAN	M	292
Brisbane - South	2006	CHN	F	3026
Brisbane - South	2006	CHN	M	2582
Brisbane - South	2006	DEU	F	649
Brisbane - South	2006	DEU	M	557
Brisbane - South	2006	EGY	F	154
Brisbane - South	2006	EGY	M	168
Brisbane - South	2006	FJI	F	873
Brisbane - South	2006	FJI	M	781
Brisbane - South	2006	GBR	F	5416
Brisbane - South	2006	GBR	M	6209
Brisbane - South	2006	GRC	F	533
Brisbane - South	2006	GRC	M	648
Brisbane - South	2006	HKG	F	1440
Brisbane - South	2006	HKG	M	1467
Brisbane - South	2006	HRV	F	339
Brisbane - South	2006	HRV	M	343
Brisbane - South	2006	IDN	F	521
Brisbane - South	2006	IDN	M	383
Brisbane - South	2006	IND	F	1075
Brisbane - South	2006	IND	M	1330
Brisbane - South	2006	IRL	F	310
Brisbane - South	2006	IRL	M	354
Brisbane - South	2006	IRN	F	153
Brisbane - South	2006	IRN	M	182
Brisbane - South	2006	IRQ	F	108
Brisbane - South	2006	IRQ	M	172
Brisbane - South	2006	ITA	F	650
Brisbane - South	2006	ITA	M	737
Brisbane - South	2006	JPN	F	569
Brisbane - South	2006	JPN	M	289
Brisbane - South	2006	KOR	F	1033
Brisbane - South	2006	KOR	M	865
Brisbane - South	2006	LBN	F	146
Brisbane - South	2006	LBN	M	153
Brisbane - South	2006	LKA	F	517
Brisbane - South	2006	LKA	M	502
Brisbane - South	2006	MKD	F	125
Brisbane - South	2006	MKD	M	121
Brisbane - South	2006	MLT	F	68
Brisbane - South	2006	MLT	M	60
Brisbane - South	2006	MYS	F	1137
Brisbane - South	2006	MYS	M	1044
Brisbane - South	2006	NLD	F	418
Brisbane - South	2006	NLD	M	452
Brisbane - South	2006	NZL	F	5255
Brisbane - South	2006	NZL	M	5261
Brisbane - South	2006	PAK	F	135
Brisbane - South	2006	PAK	M	190
Brisbane - South	2006	PHL	F	1401
Brisbane - South	2006	PHL	M	716
Brisbane - South	2006	POL	F	361
Brisbane - South	2006	POL	M	304
Brisbane - South	2006	SGP	F	376
Brisbane - South	2006	SGP	M	373
Brisbane - South	2006	THA	F	282
Brisbane - South	2006	THA	M	147
Brisbane - South	2006	TUR	F	68
Brisbane - South	2006	TUR	M	84
Brisbane - South	2006	USA	F	428
Brisbane - South	2006	USA	M	503
Brisbane - South	2006	VNM	F	1595
Brisbane - South	2006	VNM	M	1413
Brisbane - South	2006	ZAF	F	1190
Brisbane - South	2006	ZAF	M	1107
Brisbane - South	2006	ZWE	F	411
Brisbane - South	2006	ZWE	M	433
Brisbane - South	2011		F	18922
Brisbane - South	2011		M	19073
Brisbane - South	2011	AUS	F	98877
Brisbane - South	2011	AUS	M	94488
Brisbane - South	2011	CAN	F	335
Brisbane - South	2011	CAN	M	377
Brisbane - South	2011	CHN	F	6379
Brisbane - South	2011	CHN	M	5034
