SA4_NAME16	Year	Age	NonSchoolQualification	Sex	adults
No usual address (Qld)	2016	35-44	Postgraduate	M	23
No usual address (Qld)	2016	45-54		F	159
No usual address (Qld)	2016	45-54		M	300
No usual address (Qld)	2016	45-54	Certificate nfd	F	14
No usual address (Qld)	2016	45-54	Certificate nfd	M	5
No usual address (Qld)	2016	45-54	Certificate I and II Level	F	8
No usual address (Qld)	2016	45-54	Certificate I and II Level	M	4
No usual address (Qld)	2016	45-54	Certificate III and IV Level	F	100
No usual address (Qld)	2016	45-54	Certificate III and IV Level	M	212
No usual address (Qld)	2016	45-54	Advanced Diploma and Diploma	F	64
No usual address (Qld)	2016	45-54	Advanced Diploma and Diploma	M	45
No usual address (Qld)	2016	45-54	Bachelor	F	55
No usual address (Qld)	2016	45-54	Bachelor	M	49
No usual address (Qld)	2016	45-54	Graduate Diploma and Graduate Certificate	F	10
No usual address (Qld)	2016	45-54	Graduate Diploma and Graduate Certificate	M	4
No usual address (Qld)	2016	45-54	Postgraduate	F	23
No usual address (Qld)	2016	45-54	Postgraduate	M	20
No usual address (Qld)	2016	55-64		F	223
No usual address (Qld)	2016	55-64		M	278
No usual address (Qld)	2016	55-64	Certificate nfd	F	30
No usual address (Qld)	2016	55-64	Certificate nfd	M	27
No usual address (Qld)	2016	55-64	Certificate I and II Level	F	19
No usual address (Qld)	2016	55-64	Certificate I and II Level	M	5
No usual address (Qld)	2016	55-64	Certificate III and IV Level	F	120
No usual address (Qld)	2016	55-64	Certificate III and IV Level	M	292
No usual address (Qld)	2016	55-64	Advanced Diploma and Diploma	F	133
No usual address (Qld)	2016	55-64	Advanced Diploma and Diploma	M	80
No usual address (Qld)	2016	55-64	Bachelor	F	79
No usual address (Qld)	2016	55-64	Bachelor	M	47
No usual address (Qld)	2016	55-64	Graduate Diploma and Graduate Certificate	F	21
No usual address (Qld)	2016	55-64	Graduate Diploma and Graduate Certificate	M	14
No usual address (Qld)	2016	55-64	Postgraduate	F	18
No usual address (Qld)	2016	55-64	Postgraduate	M	23
No usual address (Qld)	2016	65-74		F	158
No usual address (Qld)	2016	65-74		M	202
No usual address (Qld)	2016	65-74	Certificate nfd	F	19
No usual address (Qld)	2016	65-74	Certificate nfd	M	21
No usual address (Qld)	2016	65-74	Certificate I and II Level	F	11
No usual address (Qld)	2016	65-74	Certificate I and II Level	M	3
No usual address (Qld)	2016	65-74	Certificate III and IV Level	F	58
No usual address (Qld)	2016	65-74	Certificate III and IV Level	M	299
No usual address (Qld)	2016	65-74	Advanced Diploma and Diploma	F	64
No usual address (Qld)	2016	65-74	Advanced Diploma and Diploma	M	61
No usual address (Qld)	2016	65-74	Bachelor	F	58
No usual address (Qld)	2016	65-74	Bachelor	M	56
No usual address (Qld)	2016	65-74	Graduate Diploma and Graduate Certificate	F	12
No usual address (Qld)	2016	65-74	Graduate Diploma and Graduate Certificate	M	6
No usual address (Qld)	2016	65-74	Postgraduate	F	10
No usual address (Qld)	2016	65-74	Postgraduate	M	17
No usual address (Qld)	2016	75-84		F	49
No usual address (Qld)	2016	75-84		M	55
No usual address (Qld)	2016	75-84	Certificate nfd	F	3
No usual address (Qld)	2016	75-84	Certificate nfd	M	3
No usual address (Qld)	2016	75-84	Certificate I and II Level	F	0
No usual address (Qld)	2016	75-84	Certificate I and II Level	M	0
No usual address (Qld)	2016	75-84	Certificate III and IV Level	F	3
No usual address (Qld)	2016	75-84	Certificate III and IV Level	M	53
No usual address (Qld)	2016	75-84	Advanced Diploma and Diploma	F	7
No usual address (Qld)	2016	75-84	Advanced Diploma and Diploma	M	8
No usual address (Qld)	2016	75-84	Bachelor	F	9
No usual address (Qld)	2016	75-84	Bachelor	M	8
No usual address (Qld)	2016	75-84	Graduate Diploma and Graduate Certificate	F	0
No usual address (Qld)	2016	75-84	Graduate Diploma and Graduate Certificate	M	0
No usual address (Qld)	2016	75-84	Postgraduate	F	0
No usual address (Qld)	2016	75-84	Postgraduate	M	4
No usual address (Qld)	2016	85+		F	9
No usual address (Qld)	2016	85+		M	9
No usual address (Qld)	2016	85+	Certificate nfd	F	0
No usual address (Qld)	2016	85+	Certificate nfd	M	0
No usual address (Qld)	2016	85+	Certificate I and II Level	F	0
No usual address (Qld)	2016	85+	Certificate I and II Level	M	0
No usual address (Qld)	2016	85+	Certificate III and IV Level	F	0
No usual address (Qld)	2016	85+	Certificate III and IV Level	M	3
No usual address (Qld)	2016	85+	Advanced Diploma and Diploma	F	0
No usual address (Qld)	2016	85+	Advanced Diploma and Diploma	M	0
No usual address (Qld)	2016	85+	Bachelor	F	3
No usual address (Qld)	2016	85+	Bachelor	M	0
No usual address (Qld)	2016	85+	Graduate Diploma and Graduate Certificate	F	0
No usual address (Qld)	2016	85+	Graduate Diploma and Graduate Certificate	M	0
No usual address (Qld)	2016	85+	Postgraduate	F	0
No usual address (Qld)	2016	85+	Postgraduate	M	0
Adelaide - Central and Hills	2006	15-19		F	969
Adelaide - Central and Hills	2006	15-19		M	1038
Adelaide - Central and Hills	2006	15-19	Certificate nfd	F	52
Adelaide - Central and Hills	2006	15-19	Certificate nfd	M	29
Adelaide - Central and Hills	2006	15-19	Certificate I and II Level	F	135
Adelaide - Central and Hills	2006	15-19	Certificate I and II Level	M	107
Adelaide - Central and Hills	2006	15-19	Certificate III and IV Level	F	166
Adelaide - Central and Hills	2006	15-19	Certificate III and IV Level	M	237
Adelaide - Central and Hills	2006	15-19	Advanced Diploma and Diploma	F	52
Adelaide - Central and Hills	2006	15-19	Advanced Diploma and Diploma	M	33
Adelaide - Central and Hills	2006	15-19	Bachelor	F	14
Adelaide - Central and Hills	2006	15-19	Bachelor	M	9
Adelaide - Central and Hills	2006	15-19	Graduate Diploma and Graduate Certificate	F	0
Adelaide - Central and Hills	2006	15-19	Graduate Diploma and Graduate Certificate	M	0
Adelaide - Central and Hills	2006	15-19	Postgraduate	F	0
Adelaide - Central and Hills	2006	15-19	Postgraduate	M	0
Adelaide - Central and Hills	2006	20-24		F	872
Adelaide - Central and Hills	2006	20-24		M	1130
Adelaide - Central and Hills	2006	20-24	Certificate nfd	F	142
Adelaide - Central and Hills	2006	20-24	Certificate nfd	M	117
Adelaide - Central and Hills	2006	20-24	Certificate I and II Level	F	252
Adelaide - Central and Hills	2006	20-24	Certificate I and II Level	M	161
Adelaide - Central and Hills	2006	20-24	Certificate III and IV Level	F	908
Adelaide - Central and Hills	2006	20-24	Certificate III and IV Level	M	1161
Adelaide - Central and Hills	2006	20-24	Advanced Diploma and Diploma	F	605
Adelaide - Central and Hills	2006	20-24	Advanced Diploma and Diploma	M	482
Adelaide - Central and Hills	2006	20-24	Bachelor	F	2391
Adelaide - Central and Hills	2006	20-24	Bachelor	M	1654
Adelaide - Central and Hills	2006	20-24	Graduate Diploma and Graduate Certificate	F	51
Adelaide - Central and Hills	2006	20-24	Graduate Diploma and Graduate Certificate	M	29
Adelaide - Central and Hills	2006	20-24	Postgraduate	F	72
Adelaide - Central and Hills	2006	20-24	Postgraduate	M	66
Adelaide - Central and Hills	2006	25-34		F	1240
Adelaide - Central and Hills	2006	25-34		M	1624
Adelaide - Central and Hills	2006	25-34	Certificate nfd	F	467
Adelaide - Central and Hills	2006	25-34	Certificate nfd	M	215
Adelaide - Central and Hills	2006	25-34	Certificate I and II Level	F	255
Adelaide - Central and Hills	2006	25-34	Certificate I and II Level	M	223
Adelaide - Central and Hills	2006	25-34	Certificate III and IV Level	F	1531
Adelaide - Central and Hills	2006	25-34	Certificate III and IV Level	M	2764
Adelaide - Central and Hills	2006	25-34	Advanced Diploma and Diploma	F	1475
Adelaide - Central and Hills	2006	25-34	Advanced Diploma and Diploma	M	1258
Adelaide - Central and Hills	2006	25-34	Bachelor	F	5987
Adelaide - Central and Hills	2006	25-34	Bachelor	M	4787
Adelaide - Central and Hills	2006	25-34	Graduate Diploma and Graduate Certificate	F	558
Adelaide - Central and Hills	2006	25-34	Graduate Diploma and Graduate Certificate	M	293
Adelaide - Central and Hills	2006	25-34	Postgraduate	F	867
Adelaide - Central and Hills	2006	25-34	Postgraduate	M	854
Adelaide - Central and Hills	2006	35-44		F	1608
Adelaide - Central and Hills	2006	35-44		M	1644
Adelaide - Central and Hills	2006	35-44	Certificate nfd	F	543
Adelaide - Central and Hills	2006	35-44	Certificate nfd	M	266
Adelaide - Central and Hills	2006	35-44	Certificate I and II Level	F	213
Adelaide - Central and Hills	2006	35-44	Certificate I and II Level	M	122
Adelaide - Central and Hills	2006	35-44	Certificate III and IV Level	F	1620
Adelaide - Central and Hills	2006	35-44	Certificate III and IV Level	M	3777
Adelaide - Central and Hills	2006	35-44	Advanced Diploma and Diploma	F	2320
Adelaide - Central and Hills	2006	35-44	Advanced Diploma and Diploma	M	1688
Adelaide - Central and Hills	2006	35-44	Bachelor	F	4652
Adelaide - Central and Hills	2006	35-44	Bachelor	M	4010
Adelaide - Central and Hills	2006	35-44	Graduate Diploma and Graduate Certificate	F	828
Adelaide - Central and Hills	2006	35-44	Graduate Diploma and Graduate Certificate	M	495
Adelaide - Central and Hills	2006	35-44	Postgraduate	F	1121
Adelaide - Central and Hills	2006	35-44	Postgraduate	M	1390
Adelaide - Central and Hills	2006	45-54		F	1751
Adelaide - Central and Hills	2006	45-54		M	1596
Adelaide - Central and Hills	2006	45-54	Certificate nfd	F	481
Adelaide - Central and Hills	2006	45-54	Certificate nfd	M	342
Adelaide - Central and Hills	2006	45-54	Certificate I and II Level	F	171
Adelaide - Central and Hills	2006	45-54	Certificate I and II Level	M	97
Adelaide - Central and Hills	2006	45-54	Certificate III and IV Level	F	1283
Adelaide - Central and Hills	2006	45-54	Certificate III and IV Level	M	3455
Adelaide - Central and Hills	2006	45-54	Advanced Diploma and Diploma	F	2589
Adelaide - Central and Hills	2006	45-54	Advanced Diploma and Diploma	M	1821
Adelaide - Central and Hills	2006	45-54	Bachelor	F	4238
Adelaide - Central and Hills	2006	45-54	Bachelor	M	3864
Adelaide - Central and Hills	2006	45-54	Graduate Diploma and Graduate Certificate	F	1034
Adelaide - Central and Hills	2006	45-54	Graduate Diploma and Graduate Certificate	M	645
Adelaide - Central and Hills	2006	45-54	Postgraduate	F	1121
Adelaide - Central and Hills	2006	45-54	Postgraduate	M	1536
Adelaide - Central and Hills	2006	55-64		F	1736
Adelaide - Central and Hills	2006	55-64		M	1433
Adelaide - Central and Hills	2006	55-64	Certificate nfd	F	360
Adelaide - Central and Hills	2006	55-64	Certificate nfd	M	299
Adelaide - Central and Hills	2006	55-64	Certificate I and II Level	F	76
Adelaide - Central and Hills	2006	55-64	Certificate I and II Level	M	79
Adelaide - Central and Hills	2006	55-64	Certificate III and IV Level	F	776
Adelaide - Central and Hills	2006	55-64	Certificate III and IV Level	M	2441
Adelaide - Central and Hills	2006	55-64	Advanced Diploma and Diploma	F	1910
Adelaide - Central and Hills	2006	55-64	Advanced Diploma and Diploma	M	1618
Adelaide - Central and Hills	2006	55-64	Bachelor	F	2416
Adelaide - Central and Hills	2006	55-64	Bachelor	M	2854
Adelaide - Central and Hills	2006	55-64	Graduate Diploma and Graduate Certificate	F	644
Adelaide - Central and Hills	2006	55-64	Graduate Diploma and Graduate Certificate	M	428
Adelaide - Central and Hills	2006	55-64	Postgraduate	F	689
Adelaide - Central and Hills	2006	55-64	Postgraduate	M	1240
Adelaide - Central and Hills	2006	65-74		F	1588
Adelaide - Central and Hills	2006	65-74		M	1143
Adelaide - Central and Hills	2006	65-74	Certificate nfd	F	166
Adelaide - Central and Hills	2006	65-74	Certificate nfd	M	154
Adelaide - Central and Hills	2006	65-74	Certificate I and II Level	F	33
Adelaide - Central and Hills	2006	65-74	Certificate I and II Level	M	38
Adelaide - Central and Hills	2006	65-74	Certificate III and IV Level	F	289
Adelaide - Central and Hills	2006	65-74	Certificate III and IV Level	M	1548
Adelaide - Central and Hills	2006	65-74	Advanced Diploma and Diploma	F	831
Adelaide - Central and Hills	2006	65-74	Advanced Diploma and Diploma	M	709
Adelaide - Central and Hills	2006	65-74	Bachelor	F	844
Adelaide - Central and Hills	2006	65-74	Bachelor	M	959
Adelaide - Central and Hills	2006	65-74	Graduate Diploma and Graduate Certificate	F	175
Adelaide - Central and Hills	2006	65-74	Graduate Diploma and Graduate Certificate	M	118
Adelaide - Central and Hills	2006	65-74	Postgraduate	F	166
Adelaide - Central and Hills	2006	65-74	Postgraduate	M	533
Adelaide - Central and Hills	2006	75-84		F	2075
Adelaide - Central and Hills	2006	75-84		M	1161
Adelaide - Central and Hills	2006	75-84	Certificate nfd	F	90
Adelaide - Central and Hills	2006	75-84	Certificate nfd	M	69
Adelaide - Central and Hills	2006	75-84	Certificate I and II Level	F	18
Adelaide - Central and Hills	2006	75-84	Certificate I and II Level	M	23
Adelaide - Central and Hills	2006	75-84	Certificate III and IV Level	F	194
Adelaide - Central and Hills	2006	75-84	Certificate III and IV Level	M	957
Adelaide - Central and Hills	2006	75-84	Advanced Diploma and Diploma	F	490
Adelaide - Central and Hills	2006	75-84	Advanced Diploma and Diploma	M	408
Adelaide - Central and Hills	2006	75-84	Bachelor	F	490
Adelaide - Central and Hills	2006	75-84	Bachelor	M	592
Adelaide - Central and Hills	2006	75-84	Graduate Diploma and Graduate Certificate	F	56
Adelaide - Central and Hills	2006	75-84	Graduate Diploma and Graduate Certificate	M	44
Adelaide - Central and Hills	2006	75-84	Postgraduate	F	58
Adelaide - Central and Hills	2006	75-84	Postgraduate	M	257
Adelaide - Central and Hills	2006	85+		F	1479
Adelaide - Central and Hills	2006	85+		M	513
Adelaide - Central and Hills	2006	85+	Certificate nfd	F	35
Adelaide - Central and Hills	2006	85+	Certificate nfd	M	21
Adelaide - Central and Hills	2006	85+	Certificate I and II Level	F	5
Adelaide - Central and Hills	2006	85+	Certificate I and II Level	M	8
Adelaide - Central and Hills	2006	85+	Certificate III and IV Level	F	73
Adelaide - Central and Hills	2006	85+	Certificate III and IV Level	M	246
Adelaide - Central and Hills	2006	85+	Advanced Diploma and Diploma	F	237
Adelaide - Central and Hills	2006	85+	Advanced Diploma and Diploma	M	105
Adelaide - Central and Hills	2006	85+	Bachelor	F	165
Adelaide - Central and Hills	2006	85+	Bachelor	M	139
Adelaide - Central and Hills	2006	85+	Graduate Diploma and Graduate Certificate	F	16
Adelaide - Central and Hills	2006	85+	Graduate Diploma and Graduate Certificate	M	5
Adelaide - Central and Hills	2006	85+	Postgraduate	F	15
Adelaide - Central and Hills	2006	85+	Postgraduate	M	41
Adelaide - Central and Hills	2011	15-19		F	612
Adelaide - Central and Hills	2011	15-19		M	732
Adelaide - Central and Hills	2011	15-19	Certificate nfd	F	41
Adelaide - Central and Hills	2011	15-19	Certificate nfd	M	31
Adelaide - Central and Hills	2011	15-19	Certificate I and II Level	F	129
Adelaide - Central and Hills	2011	15-19	Certificate I and II Level	M	105
Adelaide - Central and Hills	2011	15-19	Certificate III and IV Level	F	243
Adelaide - Central and Hills	2011	15-19	Certificate III and IV Level	M	246
Adelaide - Central and Hills	2011	15-19	Advanced Diploma and Diploma	F	48
Adelaide - Central and Hills	2011	15-19	Advanced Diploma and Diploma	M	33
Adelaide - Central and Hills	2011	15-19	Bachelor	F	16
Adelaide - Central and Hills	2011	15-19	Bachelor	M	11
Adelaide - Central and Hills	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Adelaide - Central and Hills	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Adelaide - Central and Hills	2011	15-19	Postgraduate	F	0
Adelaide - Central and Hills	2011	15-19	Postgraduate	M	0
Adelaide - Central and Hills	2011	20-24		F	681
Adelaide - Central and Hills	2011	20-24		M	891
Adelaide - Central and Hills	2011	20-24	Certificate nfd	F	112
Adelaide - Central and Hills	2011	20-24	Certificate nfd	M	104
Adelaide - Central and Hills	2011	20-24	Certificate I and II Level	F	171
Adelaide - Central and Hills	2011	20-24	Certificate I and II Level	M	159
Adelaide - Central and Hills	2011	20-24	Certificate III and IV Level	F	917
Adelaide - Central and Hills	2011	20-24	Certificate III and IV Level	M	1309
Adelaide - Central and Hills	2011	20-24	Advanced Diploma and Diploma	F	690
Adelaide - Central and Hills	2011	20-24	Advanced Diploma and Diploma	M	548
Adelaide - Central and Hills	2011	20-24	Bachelor	F	2416
Adelaide - Central and Hills	2011	20-24	Bachelor	M	1678
Adelaide - Central and Hills	2011	20-24	Graduate Diploma and Graduate Certificate	F	56
Adelaide - Central and Hills	2011	20-24	Graduate Diploma and Graduate Certificate	M	22
Adelaide - Central and Hills	2011	20-24	Postgraduate	F	116
Adelaide - Central and Hills	2011	20-24	Postgraduate	M	88
Adelaide - Central and Hills	2011	25-34		F	1052
Adelaide - Central and Hills	2011	25-34		M	1492
Adelaide - Central and Hills	2011	25-34	Certificate nfd	F	277
Adelaide - Central and Hills	2011	25-34	Certificate nfd	M	166
Adelaide - Central and Hills	2011	25-34	Certificate I and II Level	F	316
Adelaide - Central and Hills	2011	25-34	Certificate I and II Level	M	188
Adelaide - Central and Hills	2011	25-34	Certificate III and IV Level	F	1694
Adelaide - Central and Hills	2011	25-34	Certificate III and IV Level	M	2796
Adelaide - Central and Hills	2011	25-34	Advanced Diploma and Diploma	F	1551
Adelaide - Central and Hills	2011	25-34	Advanced Diploma and Diploma	M	1359
Adelaide - Central and Hills	2011	25-34	Bachelor	F	7007
Adelaide - Central and Hills	2011	25-34	Bachelor	M	5447
Adelaide - Central and Hills	2011	25-34	Graduate Diploma and Graduate Certificate	F	568
Adelaide - Central and Hills	2011	25-34	Graduate Diploma and Graduate Certificate	M	339
Adelaide - Central and Hills	2011	25-34	Postgraduate	F	1607
Adelaide - Central and Hills	2011	25-34	Postgraduate	M	1593
Adelaide - Central and Hills	2011	35-44		F	1189
Adelaide - Central and Hills	2011	35-44		M	1341
Adelaide - Central and Hills	2011	35-44	Certificate nfd	F	480
Adelaide - Central and Hills	2011	35-44	Certificate nfd	M	215
Adelaide - Central and Hills	2011	35-44	Certificate I and II Level	F	226
Adelaide - Central and Hills	2011	35-44	Certificate I and II Level	M	153
Adelaide - Central and Hills	2011	35-44	Certificate III and IV Level	F	1735
Adelaide - Central and Hills	2011	35-44	Certificate III and IV Level	M	3529
Adelaide - Central and Hills	2011	35-44	Advanced Diploma and Diploma	F	2312
Adelaide - Central and Hills	2011	35-44	Advanced Diploma and Diploma	M	1828
Adelaide - Central and Hills	2011	35-44	Bachelor	F	5851
Adelaide - Central and Hills	2011	35-44	Bachelor	M	4674
Adelaide - Central and Hills	2011	35-44	Graduate Diploma and Graduate Certificate	F	981
Adelaide - Central and Hills	2011	35-44	Graduate Diploma and Graduate Certificate	M	536
Adelaide - Central and Hills	2011	35-44	Postgraduate	F	1628
Adelaide - Central and Hills	2011	35-44	Postgraduate	M	1720
Adelaide - Central and Hills	2011	45-54		F	1408
Adelaide - Central and Hills	2011	45-54		M	1450
Adelaide - Central and Hills	2011	45-54	Certificate nfd	F	448
Adelaide - Central and Hills	2011	45-54	Certificate nfd	M	269
Adelaide - Central and Hills	2011	45-54	Certificate I and II Level	F	216
Adelaide - Central and Hills	2011	45-54	Certificate I and II Level	M	111
Adelaide - Central and Hills	2011	45-54	Certificate III and IV Level	F	1747
Adelaide - Central and Hills	2011	45-54	Certificate III and IV Level	M	3778
Adelaide - Central and Hills	2011	45-54	Advanced Diploma and Diploma	F	2626
Adelaide - Central and Hills	2011	45-54	Advanced Diploma and Diploma	M	1869
Adelaide - Central and Hills	2011	45-54	Bachelor	F	4542
Adelaide - Central and Hills	2011	45-54	Bachelor	M	3936
Adelaide - Central and Hills	2011	45-54	Graduate Diploma and Graduate Certificate	F	1037
Adelaide - Central and Hills	2011	45-54	Graduate Diploma and Graduate Certificate	M	606
Adelaide - Central and Hills	2011	45-54	Postgraduate	F	1473
Adelaide - Central and Hills	2011	45-54	Postgraduate	M	1824
Adelaide - Central and Hills	2011	55-64		F	1436
Adelaide - Central and Hills	2011	55-64		M	1285
Adelaide - Central and Hills	2011	55-64	Certificate nfd	F	432
Adelaide - Central and Hills	2011	55-64	Certificate nfd	M	331
Adelaide - Central and Hills	2011	55-64	Certificate I and II Level	F	159
Adelaide - Central and Hills	2011	55-64	Certificate I and II Level	M	66
Adelaide - Central and Hills	2011	55-64	Certificate III and IV Level	F	1079
Adelaide - Central and Hills	2011	55-64	Certificate III and IV Level	M	2762
Adelaide - Central and Hills	2011	55-64	Advanced Diploma and Diploma	F	2343
Adelaide - Central and Hills	2011	55-64	Advanced Diploma and Diploma	M	1827
Adelaide - Central and Hills	2011	55-64	Bachelor	F	3399
Adelaide - Central and Hills	2011	55-64	Bachelor	M	3576
Adelaide - Central and Hills	2011	55-64	Graduate Diploma and Graduate Certificate	F	947
Adelaide - Central and Hills	2011	55-64	Graduate Diploma and Graduate Certificate	M	609
Adelaide - Central and Hills	2011	55-64	Postgraduate	F	1106
Adelaide - Central and Hills	2011	55-64	Postgraduate	M	1547
Adelaide - Central and Hills	2011	65-74		F	1483
Adelaide - Central and Hills	2011	65-74		M	1102
Adelaide - Central and Hills	2011	65-74	Certificate nfd	F	225
Adelaide - Central and Hills	2011	65-74	Certificate nfd	M	164
Adelaide - Central and Hills	2011	65-74	Certificate I and II Level	F	62
Adelaide - Central and Hills	2011	65-74	Certificate I and II Level	M	47
Adelaide - Central and Hills	2011	65-74	Certificate III and IV Level	F	393
Adelaide - Central and Hills	2011	65-74	Certificate III and IV Level	M	1742
Adelaide - Central and Hills	2011	65-74	Advanced Diploma and Diploma	F	1264
Adelaide - Central and Hills	2011	65-74	Advanced Diploma and Diploma	M	1094
Adelaide - Central and Hills	2011	65-74	Bachelor	F	1434
Adelaide - Central and Hills	2011	65-74	Bachelor	M	1681
Adelaide - Central and Hills	2011	65-74	Graduate Diploma and Graduate Certificate	F	320
Adelaide - Central and Hills	2011	65-74	Graduate Diploma and Graduate Certificate	M	220
Adelaide - Central and Hills	2011	65-74	Postgraduate	F	376
Adelaide - Central and Hills	2011	65-74	Postgraduate	M	839
Adelaide - Central and Hills	2011	75-84		F	1681
Adelaide - Central and Hills	2011	75-84		M	980
Adelaide - Central and Hills	2011	75-84	Certificate nfd	F	100
Adelaide - Central and Hills	2011	75-84	Certificate nfd	M	82
Adelaide - Central and Hills	2011	75-84	Certificate I and II Level	F	33
Adelaide - Central and Hills	2011	75-84	Certificate I and II Level	M	22
Adelaide - Central and Hills	2011	75-84	Certificate III and IV Level	F	238
Adelaide - Central and Hills	2011	75-84	Certificate III and IV Level	M	1010
Adelaide - Central and Hills	2011	75-84	Advanced Diploma and Diploma	F	526
Adelaide - Central and Hills	2011	75-84	Advanced Diploma and Diploma	M	402
Adelaide - Central and Hills	2011	75-84	Bachelor	F	578
Adelaide - Central and Hills	2011	75-84	Bachelor	M	641
Adelaide - Central and Hills	2011	75-84	Graduate Diploma and Graduate Certificate	F	67
Adelaide - Central and Hills	2011	75-84	Graduate Diploma and Graduate Certificate	M	42
Adelaide - Central and Hills	2011	75-84	Postgraduate	F	64
Adelaide - Central and Hills	2011	75-84	Postgraduate	M	333
Adelaide - Central and Hills	2011	85+		F	1498
Adelaide - Central and Hills	2011	85+		M	583
Adelaide - Central and Hills	2011	85+	Certificate nfd	F	51
Adelaide - Central and Hills	2011	85+	Certificate nfd	M	27
Adelaide - Central and Hills	2011	85+	Certificate I and II Level	F	8
Adelaide - Central and Hills	2011	85+	Certificate I and II Level	M	9
Adelaide - Central and Hills	2011	85+	Certificate III and IV Level	F	103
Adelaide - Central and Hills	2011	85+	Certificate III and IV Level	M	323
Adelaide - Central and Hills	2011	85+	Advanced Diploma and Diploma	F	238
Adelaide - Central and Hills	2011	85+	Advanced Diploma and Diploma	M	144
Adelaide - Central and Hills	2011	85+	Bachelor	F	228
Adelaide - Central and Hills	2011	85+	Bachelor	M	242
Adelaide - Central and Hills	2011	85+	Graduate Diploma and Graduate Certificate	F	16
Adelaide - Central and Hills	2011	85+	Graduate Diploma and Graduate Certificate	M	6
Adelaide - Central and Hills	2011	85+	Postgraduate	F	17
Adelaide - Central and Hills	2011	85+	Postgraduate	M	86
Adelaide - Central and Hills	2016	15-19		F	575
Adelaide - Central and Hills	2016	15-19		M	616
Adelaide - Central and Hills	2016	15-19	Certificate nfd	F	60
Adelaide - Central and Hills	2016	15-19	Certificate nfd	M	25
Adelaide - Central and Hills	2016	15-19	Certificate I and II Level	F	118
Adelaide - Central and Hills	2016	15-19	Certificate I and II Level	M	75
Adelaide - Central and Hills	2016	15-19	Certificate III and IV Level	F	338
Adelaide - Central and Hills	2016	15-19	Certificate III and IV Level	M	291
Adelaide - Central and Hills	2016	15-19	Advanced Diploma and Diploma	F	57
Adelaide - Central and Hills	2016	15-19	Advanced Diploma and Diploma	M	43
Adelaide - Central and Hills	2016	15-19	Bachelor	F	17
Adelaide - Central and Hills	2016	15-19	Bachelor	M	13
Adelaide - Central and Hills	2016	15-19	Graduate Diploma and Graduate Certificate	F	5
Adelaide - Central and Hills	2016	15-19	Graduate Diploma and Graduate Certificate	M	0
Adelaide - Central and Hills	2016	15-19	Postgraduate	F	0
Adelaide - Central and Hills	2016	15-19	Postgraduate	M	0
Adelaide - Central and Hills	2016	20-24		F	694
Adelaide - Central and Hills	2016	20-24		M	761
Adelaide - Central and Hills	2016	20-24	Certificate nfd	F	103
Adelaide - Central and Hills	2016	20-24	Certificate nfd	M	90
Adelaide - Central and Hills	2016	20-24	Certificate I and II Level	F	179
Adelaide - Central and Hills	2016	20-24	Certificate I and II Level	M	157
Adelaide - Central and Hills	2016	20-24	Certificate III and IV Level	F	911
Adelaide - Central and Hills	2016	20-24	Certificate III and IV Level	M	1202
Adelaide - Central and Hills	2016	20-24	Advanced Diploma and Diploma	F	563
Adelaide - Central and Hills	2016	20-24	Advanced Diploma and Diploma	M	528
Adelaide - Central and Hills	2016	20-24	Bachelor	F	2397
Adelaide - Central and Hills	2016	20-24	Bachelor	M	1711
Adelaide - Central and Hills	2016	20-24	Graduate Diploma and Graduate Certificate	F	80
Adelaide - Central and Hills	2016	20-24	Graduate Diploma and Graduate Certificate	M	34
Adelaide - Central and Hills	2016	20-24	Postgraduate	F	157
Adelaide - Central and Hills	2016	20-24	Postgraduate	M	87
Adelaide - Central and Hills	2016	25-34		F	1186
Adelaide - Central and Hills	2016	25-34		M	1440
Adelaide - Central and Hills	2016	25-34	Certificate nfd	F	223
Adelaide - Central and Hills	2016	25-34	Certificate nfd	M	186
Adelaide - Central and Hills	2016	25-34	Certificate I and II Level	F	239
Adelaide - Central and Hills	2016	25-34	Certificate I and II Level	M	186
Adelaide - Central and Hills	2016	25-34	Certificate III and IV Level	F	1795
Adelaide - Central and Hills	2016	25-34	Certificate III and IV Level	M	3145
Adelaide - Central and Hills	2016	25-34	Advanced Diploma and Diploma	F	1598
Adelaide - Central and Hills	2016	25-34	Advanced Diploma and Diploma	M	1481
Adelaide - Central and Hills	2016	25-34	Bachelor	F	7468
Adelaide - Central and Hills	2016	25-34	Bachelor	M	5781
Adelaide - Central and Hills	2016	25-34	Graduate Diploma and Graduate Certificate	F	672
Adelaide - Central and Hills	2016	25-34	Graduate Diploma and Graduate Certificate	M	399
Adelaide - Central and Hills	2016	25-34	Postgraduate	F	2491
Adelaide - Central and Hills	2016	25-34	Postgraduate	M	1939
Adelaide - Central and Hills	2016	35-44		F	1061
Adelaide - Central and Hills	2016	35-44		M	1295
Adelaide - Central and Hills	2016	35-44	Certificate nfd	F	406
Adelaide - Central and Hills	2016	35-44	Certificate nfd	M	221
Adelaide - Central and Hills	2016	35-44	Certificate I and II Level	F	231
Adelaide - Central and Hills	2016	35-44	Certificate I and II Level	M	141
Adelaide - Central and Hills	2016	35-44	Certificate III and IV Level	F	1700
Adelaide - Central and Hills	2016	35-44	Certificate III and IV Level	M	2955
